EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SelfOReb,LostBallSteals,BlockedShortMidRange,OffCorner3ReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangePctBlocked,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,LostBallOutOfBoundsTurnovers,on,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,HeaveAttempts,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,Arc3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffensiveGoaltends,HeaveMakes
1563,1610612760,Kevin Ollie,Kevin Ollie,1563,OKC,2003.0,33,9.0,70,70,11,36,5,140,3.0,3.0,2.0,2.0,2.0,2.0,3.0,7,1.0,7,65,2.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,14.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,5.0,11,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,0.42857142857142855,1.0,0.5,1.25,11.842105263157894,1.0,0.3333333333333333,0.07692307692307693,0.2,0.5,0.4,0.1,0.42857142857142855,1.0,1.0,0.6666666666666666,0.2857142857142857,0.2857142857142857,1.0,1.0,0.42857142857142855,0.4684142857142857,0.56045,0.14285714285714285,0.14285714285714285,0.7142857142857143,9.428571428571429,0.15714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,6050.0,101,-22.0,199,200,69,77,19,399,6.0,9.0,1.0,2.0,5.0,11.0,12.0,25,5.0,29,219,2.0,7.0,,4.0,18.0,6.0,,,,,,,,,4.0,12.0,17.0,23.0,1.0,,1.0,10.0,6.0,14,5.0,7.0,1.0,4.0,4.0,69,0.75,0.9,0.48,0.2857142857142857,0.48,0.2857142857142857,0.5178571428571429,0.2857142857142857,17.04035874439462,0.1,0.1935483870967742,0.17391304347826086,0.18823529411764706,,0.2727272727272727,0.16666666666666666,0.36,0.6666666666666666,0.8571428571428571,0.5,0.2,0.44,0.2857142857142857,0.5,0.36,0.4471960000000001,0.43115714285714285,0.14285714285714285,0.14285714285714285,0.13793103448275862,8.959999999999999,0.34673366834170855,2.0,2.0,2.0,4.0,2.0,4.0,2.0,6.0,4.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,5.0,10.0,9.0,1.0,10.0,6.0,1.0,2.0,1.0,0.5,0.5,0.6,0.08,0.2222222222222222,0.125,0.07352941176470588,0.05263157894736842,0.06896551724137931,0.05263157894736842,0.10526315789473684,0.06666666666666667,0.08333333333333333,0.20689655172413793,0.2,0.6,0.4,0.4,1.0,0.36363636363636365,0.36363636363636365,1.0,0.5,1.0,0.5039666666666666,0.20689655172413793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201591,1610612760,DJ White,DJ White,201591,OKC,2128.0,35,9.0,74,75,14,39,7,149,1.0,4.0,,1.0,1.0,11.0,9.0,16,4.0,22,68,1.0,2.0,,2.0,12.0,6.0,,,,,,,,,2.0,2.0,7.0,11.0,1.0,1.0,,1.0,4.0,4,3.0,4.0,,2.0,2.0,14,0.6666666666666666,0.75,0.5625,0.5,0.5625,0.5,0.6111111111111112,0.5,23.170731707317074,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.5,,0.1,0.25,0.25,0.3333333333333333,,0.0625,0.6875,0.5,,0.25,0.42493125,0.55075,0.1111111111111111,0.1111111111111111,0.09090909090909091,12.125,0.1891891891891892,1.0,3.0,1.0,7.0,2.0,5.0,,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,,,,,,,1.0,,,1.0,1.0,,,,0.4,0.4,0.4,0.0625,0.25,0.6,0.125,0.2,0.13793103448275862,0.14285714285714285,0.14285714285714285,0.1,,,0.3333333333333333,1.0,1.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.6,0.3333333333333333,0.471775,0.18181818181818182,1.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201602,1610612760,Kyle Weaver,Kyle Weaver,201602,OKC,8663.0,144,-8.0,288,288,84,117,35,576,3.0,3.0,2.0,2.0,2.0,9.0,5.0,14,5.0,36,308,2.0,5.0,,13.0,6.0,4.0,9.0,2.0,11.0,1.0,3.0,2.0,4.0,24.0,6.0,10.0,17.0,18.0,1.0,1.0,,4.0,8.0,13,4.0,6.0,,3.0,13.0,84,0.6,0.6,0.35714285714285715,0.4,0.4696969696969697,0.5416666666666666,0.5,0.5416666666666666,12.121212121212121,0.25,0.11764705882352941,0.16216216216216217,0.13114754098360656,,0.12121212121212122,0.1875,0.09090909090909091,1.0,1.0,0.3333333333333333,0.06060606060606061,0.2727272727272727,0.16666666666666666,1.0,0.6666666666666666,0.5193151515151515,0.5727541666666667,0.08333333333333333,0.17647058823529413,0.3611111111111111,13.464285714285714,0.2916666666666667,,,,2.0,,,,3.0,,,1.0,,1.0,1.0,6.0,4.0,,3.0,,,1.0,1.0,6.0,4.0,1.0,6.0,5.0,,,1.0,,0.75,0.75,,,0.08333333333333333,,0.03571428571428571,0.007633587786259542,,,,,0.17647058823529413,,0.8333333333333334,,,,0.2222222222222222,0.2222222222222222,1.0,,,0.52425,0.08333333333333333,1.0,2.0,1.0,0.125,0.05,1.0,8.0,1.0,4.0,6.0,11.0,1.0,2.0,2.0,3.0,7.0,19.0,1.0,2.0,3.0,7.0,18.0,3.0,11.0,6.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.3684210526315789,0.5,0.42857142857142855,0.3684210526315789,0.5757575757575758,0.24242424242424243,0.125,0.125,1.0,0.3333333333333333,0.5454545454545454,0.5454545454545454,0.8333333333333334,1.0,0.5,1.0,0.3333333333333333,0.25,0.25,0.6666666666666666,0.5454545454545454,24.468421052631577,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201935,1610612760,James Harden,James Harden,201935,OKC,2441.0,41,,82,80,29,43,4,162,4.0,5.0,,,2.0,5.0,5.0,12,2.0,27,80,1.0,5.0,,5.0,2.0,8.0,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,1.0,1.0,2.0,2.0,,,,,1.0,1,4.0,3.0,1.0,2.0,5.0,29,0.2,0.2,0.4166666666666667,0.2,0.6944444444444444,0.35714285714285715,0.7105263157894737,0.35714285714285715,21.839080459770116,,0.038461538461538464,0.09090909090909091,0.05405405405405406,,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.8,1.0,0.25,0.1111111111111111,0.2777777777777778,,,0.6111111111111112,0.5248388888888889,0.4265285714285714,0.10526315789473684,0.15384615384615385,0.18518518518518517,9.0,0.35365853658536583,,,,1.0,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,0.16666666666666666,0.2,,,,,,,,,,,,,,,0.2,0.25,,,,,,,,,,,1.0,1.0,,,4.0,5.0,,,1.0,2.0,5.0,6.0,,,1.0,2.0,12.0,3.0,5.0,4.0,,,,1.0,0.8,0.8333333333333334,,0.5,0.8333333333333334,0.3333333333333333,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,0.8,0.8,0.75,,,,,,0.2857142857142857,0.5,0.8,25.46666666666667,0.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201953,1610612760,Eric Maynor,Eric Maynor,201953,OKC,5738.0,96,-28.0,188,188,52,71,25,376,5.0,9.0,,1.0,10.0,6.0,13.0,25,1.0,30,205,4.0,8.0,,8.0,2.0,24.0,17.0,6.0,23.0,3.0,11.0,2.0,4.0,52.0,6.0,5.0,12.0,14.0,7.0,5.0,2.0,9.0,3.0,7,3.0,1.0,1.0,1.0,8.0,52,0.07692307692307693,0.09090909090909091,0.52,0.5,0.5178571428571429,0.5,0.5357142857142857,0.5,17.12962962962963,0.7777777777777778,0.09259259259259259,0.25,0.14102564102564102,,0.17391304347826086,0.2857142857142857,0.32142857142857145,0.5555555555555556,0.5555555555555556,0.2,0.35714285714285715,0.21428571428571427,0.125,,0.42857142857142855,0.4612285714285714,0.44198750000000003,0.03571428571428571,0.04,0.26666666666666666,8.503999999999998,0.2765957446808511,2.0,2.0,6.0,2.0,3.0,3.0,,6.0,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,0.1111111111111111,0.013888888888888888,0.058823529411764705,0.02247191011235955,0.05,,,0.07692307692307693,0.047619047619047616,,1.0,0.6,0.6,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,1.0,0.611,0.2,1.0,1.0,,,0.07142857142857142,,,,,1.0,3.0,,,,,1.0,3.0,,,,,,3.0,3.0,1.0,3.0,,,1.0,,0.3333333333333333,,,0.3333333333333333,0.10714285714285714,,,,,0.10714285714285714,0.3333333333333333,0.3333333333333333,,,,,,,,,0.3333333333333333,24.8,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,4830.0,80,4.0,156,155,48,51,25,311,13.0,22.0,5.0,8.0,1.0,8.0,16.0,31,2.0,34,169,6.0,9.0,2.0,14.0,22.0,10.0,1.0,,1.0,,1.0,,,2.0,2.0,9.0,15.0,28.0,2.0,1.0,1.0,5.0,6.0,12,7.0,4.0,,2.0,14.0,48,0.6875,1.0,0.5161290322580645,0.6666666666666666,0.5161290322580645,0.6666666666666666,0.5151515151515151,0.6363636363636364,20.43010752688172,0.4,0.18,0.1,0.15714285714285714,0.36363636363636365,,0.05555555555555555,0.7096774193548387,0.5909090909090909,0.65,0.6153846153846154,0.03225806451612903,0.25806451612903225,0.8888888888888888,0.625,0.7096774193548387,0.5241677419354839,0.5623444444444444,0.06060606060606061,0.06060606060606061,0.4117647058823529,5.619354838709677,0.3076923076923077,6.0,11.0,,3.0,6.0,11.0,1.0,13.0,10.0,2.0,2.0,11.0,4.0,13.0,1.0,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,0.5454545454545454,0.5454545454545454,0.5416666666666666,0.06451612903225806,0.09090909090909091,0.5714285714285714,0.18333333333333332,0.1111111111111111,0.16666666666666666,0.2857142857142857,0.2,0.05263157894736842,0.06666666666666667,0.25,0.5,,,,,0.375,0.375,1.0,1.0,0.5454545454545454,0.5605100000000001,0.38235294117647056,4.0,1.0,,0.3333333333333333,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.16666666666666666,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2041,1610612760,Etan Thomas,Etan Thomas,2041,OKC,1410.0,24,-13.0,47,44,19,33,4,91,2.0,3.0,,,6.0,,3.0,9,3.0,9,47,1.0,4.0,1.0,3.0,6.0,,,,,,,,,,,3.0,3.0,4.0,1.0,,1.0,3.0,3.0,5,2.0,4.0,,2.0,3.0,19,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.4090909090909091,0.3,26.923076923076923,0.3333333333333333,0.17647058823529413,,0.15789473684210525,0.5,0.125,,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,0.3333333333333333,0.43342222222222226,0.39335,0.18181818181818182,0.18181818181818182,0.3333333333333333,6.366666666666667,0.40425531914893614,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,0.5,0.1111111111111111,0.3333333333333333,,0.05,,0.045454545454545456,,,0.09090909090909091,,0.14285714285714285,,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,0.1111111111111111,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,1151.0,19,,41,41,15,19,6,82,,1.0,,,,1.0,,2,2.0,2,42,,1.0,,,,,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,,1.0,2.0,3.0,1.0,1.0,,1.0,3.0,4,1.0,2.0,,1.0,,15,,,,,,,0.3333333333333333,,8.333333333333334,1.0,0.08333333333333333,,0.06666666666666667,0.2,,,0.5,,,,,0.5,,,0.5,0.5420499999999999,0.4497,0.3333333333333333,0.3333333333333333,,8.85,0.36585365853658536,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,0.2,0.041666666666666664,,,,0.25,,,,,,,,,,,,0.4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,3295.0,55,6.0,108,113,43,52,17,221,5.0,7.0,5.0,5.0,6.0,7.0,10.0,20,19.0,45,121,6.0,9.0,11.0,26.0,10.0,10.0,2.0,,2.0,,1.0,1.0,,4.0,4.0,6.0,10.0,15.0,5.0,,5.0,6.0,3.0,5,13.0,19.0,1.0,6.0,26.0,43,0.5,0.5555555555555556,0.5,0.6666666666666666,0.3939393939393939,0.5,0.5357142857142857,0.65,36.92307692307692,0.8333333333333334,0.16216216216216217,0.23529411764705882,0.18518518518518517,0.375,0.25,0.23529411764705882,0.21212121212121213,0.7142857142857143,1.0,0.6,0.18181818181818182,0.21212121212121213,0.3333333333333333,1.0,0.6060606060606061,0.5178060606060606,0.56284,0.15789473684210525,0.24,0.5777777777777777,9.084999999999999,0.39814814814814814,1.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,,5.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,1.0,1.0,4.0,4.0,,,2.0,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.1,0.2857142857142857,,0.12121212121212122,0.05263157894736842,0.09615384615384616,0.2,,0.13333333333333333,0.0625,,,1.0,0.6666666666666666,0.6666666666666666,0.25,0.14285714285714285,0.14285714285714285,1.0,0.3333333333333333,0.5,0.6095375,0.08888888888888889,2.0,,,,0.10526315789473684,,,,,2.0,13.0,,3.0,1.0,6.0,2.0,13.0,,3.0,1.0,6.0,6.0,,13.0,2.0,,,,,1.0,0.15384615384615385,,0.16666666666666666,0.15384615384615385,0.3939393939393939,,,,,0.3939393939393939,0.15384615384615385,0.15384615384615385,1.0,0.5,,,,,0.4,0.16666666666666666,0.15384615384615385,25.392307692307693,,1.0,,4.0,2.0,2.0,4.0,,True,,,,,,,,,,,,,,,,,,,,,,
