EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Technical Free Throw Trips,OffensiveGoaltends,on,Clear Path Fouls,HeaveMakes
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,81683.0,1361,268,2641,2622,545,348,336,5263,203.0,289,61.0,88.0,50.0,68.0,84.0,188.0,4.0,12,1.0,291,489,1.0,133.0,715,2728,67.0,108.0,21.0,155.0,68.0,104,34.0,170.0,346,236.0,102.0,33.0,34.0,12.0,46.0,12.0,17.0,5.0,12.0,104.0,23.0,98.0,1.0,59.0,164.0,20.0,243,122.0,365,15.0,27.0,21.0,6.0,30.0,4.0,13.0,50.0,1.0,17.0,1.0,17.0,80.0,12.0,16.0,82.0,127,12.0,11.0,129.0,3.0,3.0,179.0,21.0,88.0,12.0,68.0,1.0,34.0,1.0,6.0,28.0,69.0,40.0,13.0,11.0,170.0,545,4.0,11.0,0.5945017182130584,0.7208333333333333,0.5950920245398773,0.6203703703703703,0.6538461538461539,0.5938775510204082,0.6203703703703703,0.6538461538461539,0.6282952548330404,0.640495867768595,0.6640625,0.0020408163265306124,0.06748466257668712,0.07612456747404844,0.05319148936170213,0.08333333333333333,21.336845571287455,0.375,0.3076923076923077,0.014084507042253521,0.1742826780021254,0.1044776119402985,0.18322981366459629,0.0812720848056537,0.17656373713380838,0.0990990990990991,0.11526479750778816,0.11550151975683891,0.0798611111111111,0.06696428571428571,0.13559322033898305,0.12949640287769784,0.15613382899628253,0.2182741116751269,0.1951219512195122,0.14473684210526316,0.09036144578313253,0.5797101449275363,0.5897959183673469,0.7024221453287197,0.7602996254681648,0.625615763546798,0.3836734693877551,0.44680851063829785,0.47191011235955055,0.5119047619047619,0.024489795918367346,0.3333333333333333,0.36363636363636365,0.75,0.0020408163265306124,0.8148148148148148,0.6931818181818182,0.18032786885245902,0.6538461538461539,0.7352941176470589,0.5918367346938775,0.5199210204081633,0.5591217391304347,0.5308721153846154,0.15798922800718132,0.15827338129496402,0.21678321678321677,0.23776223776223776,3.5877300613496934,23.7,0.20636122680802726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,82940.0,1382,190,2713,2680,886,671,351,5393,97.0,168,37.0,58.0,24.0,45.0,25.0,62.0,16.0,44,19.0,138,274,91.0,76.0,448,2791,43.0,70.0,13.0,105.0,36.0,75,30.0,129.0,102,174.0,70.0,24.0,118.0,33.0,151.0,26.0,59.0,27.0,32.0,335.0,19.0,77.0,3.0,71.0,229.0,32.0,332,99.0,431,8.0,43.0,26.0,17.0,49.0,13.0,38.0,33.0,4.0,11.0,1.0,5.0,82.0,5.0,25.0,70.0,119,11.0,8.0,82.0,7.0,1.0,99.0,18.0,50.0,9.0,30.0,,27.0,,,3.0,30.0,19.0,1.0,2.0,129.0,886,11.0,9.0,0.3695652173913043,0.49514563106796117,0.5036496350364964,0.6142857142857143,0.48,0.5095890410958904,0.6388888888888888,0.4714285714285714,0.5517241379310345,0.6730769230769231,0.5286885245901639,0.2493150684931507,0.08759124087591241,0.10119047619047619,0.0967741935483871,0.022727272727272728,15.741935483870968,0.5975609756097561,0.3516483516483517,0.0379746835443038,0.24676724137931033,0.08217716115261472,0.2022792022792023,0.06333333333333334,0.23455824863174354,0.07760711398544867,0.11650485436893204,0.06229508196721312,0.06811145510835913,0.06837606837606838,0.045454545454545456,0.23986486486486486,0.2578125,0.24468085106382978,0.21705426356589147,0.16129032258064516,0.048484848484848485,0.6333333333333333,0.4602739726027397,0.5773809523809523,0.6423841059602649,0.36082474226804123,0.16986301369863013,0.4032258064516129,0.44642857142857145,0.4,0.12054794520547946,0.36363636363636365,0.37209302325581395,0.375,0.052054794520547946,0.8055555555555556,0.6379310344827587,0.05405405405405406,0.42857142857142855,0.5333333333333333,0.7095890410958904,0.5327868784530387,0.5505064516129032,0.525218137254902,0.12594458438287154,0.16339869281045752,0.234375,0.28794642857142855,4.93102189781022,25.70549450549451,0.3265757464061924,9.0,4.0,9.0,23.0,72.0,2.0,2.0,5.0,21.0,32.0,2.0,2.0,9.0,30.0,84.0,12.0,2.0,70.0,23.0,1.0,7.0,1.0,0.875,0.3516483516483517,1.0,0.3,0.3595505617977528,0.01098901098901099,0.013888888888888888,0.47368421052631576,0.47368421052631576,0.8888888888888888,0.19726027397260273,0.3194444444444444,0.323943661971831,0.8695652173913043,0.027777777777777776,1.0,0.5,0.08571428571428572,0.4444444444444444,0.2,0.23809523809523808,0.32857142857142857,,,,,,,,,,,,,True,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,112175.0,1870,318,3621,3596,893,671,470,7217,99.0,188,26.0,41.0,22.0,43.0,14.0,34.0,38.0,100,69.0,151,322,219.0,76.0,645,3712,31.0,49.0,11.0,94.0,35.0,67,33.0,175.0,174,128.0,36.0,32.0,137.0,30.0,167.0,17.0,74.0,31.0,32.0,364.0,15.0,55.0,1.0,41.0,102.0,15.0,158,71.0,229,10.0,75.0,41.0,34.0,35.0,10.0,22.0,52.0,4.0,13.0,2.0,7.0,87.0,7.0,18.0,46.0,123,12.0,24.0,129.0,10.0,13.0,116.0,17.0,52.0,13.0,13.0,3.0,9.0,2.0,4.0,,16.0,6.0,2.0,,175.0,893,13.0,13.0,0.5761589403973509,0.6541353383458647,0.468944099378882,0.6326530612244898,0.5223880597014925,0.5258780036968577,0.5845070422535211,0.5772357723577236,0.5466101694915254,0.5949367088607594,0.603448275862069,0.4048059149722736,0.09937888198757763,0.13829787234042554,0.17647058823529413,,16.309323054685617,0.40229885057471265,0.12931034482758622,0.009615384615384616,0.07846153846153846,0.043581616481774964,0.09382151029748284,0.036585365853658534,0.08232584916522741,0.041866028708133975,0.05502392344497608,0.028503562945368172,0.04728132387706856,0.034375,0.044444444444444446,0.0687960687960688,0.06741573033707865,0.0931098696461825,0.0875,0.1111111111111111,0.03773584905660377,0.375,0.34750462107208874,0.526595744680851,0.6111111111111112,0.5454545454545454,0.06284658040665435,0.4117647058823529,0.5,0.5,0.18484288354898337,0.38,0.38,0.6842105263157895,0.12754158964879853,0.5774647887323944,0.6341463414634146,0.23076923076923078,0.34959349593495936,0.5116279069767442,0.7523105360443623,0.5449219851576993,0.5424342592592593,0.54610368852459,0.09185441941074524,0.14565826330532214,0.14573643410852713,0.2713178294573643,7.1378881987577625,25.07077625570776,0.24661695664181166,34.0,9.0,19.0,55.0,150.0,3.0,14.0,15.0,37.0,89.0,7.0,22.0,24.0,56.0,231.0,36.0,1.0,149.0,55.0,1.0,13.0,,0.8651685393258427,0.4063926940639269,0.3181818181818182,0.42857142857142855,0.40825688073394495,0.0045662100456621,,0.4927536231884058,0.5,0.9117647058823529,0.27726432532347506,0.36666666666666664,0.36666666666666664,0.8363636363636363,0.19718309859154928,0.21428571428571427,0.6666666666666666,0.15447154471544716,0.47368421052631576,0.3008130081300813,0.40540540540540543,0.3691275167785235,4.0,8.0,1.0,1.0,0.014492753623188406,0.11267605633802817,0.5,0.75,0.004545454545454545,,,,True,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,23865.0,398,86,775,777,279,247,98,1552,24.0,35,1.0,2.0,12.0,14.0,6.0,16.0,13.0,40,9.0,43,91,43.0,28.0,162,767,3.0,6.0,3.0,18.0,20.0,32,18.0,79.0,46,40.0,,2.0,15.0,10.0,25.0,7.0,5.0,3.0,7.0,60.0,1.0,1.0,1.0,10.0,28.0,1.0,39,3.0,42,,12.0,5.0,7.0,11.0,1.0,7.0,4.0,1.0,4.0,,1.0,15.0,,4.0,20.0,28,,,20.0,1.0,1.0,37.0,2.0,8.0,10.0,9.0,,7.0,,,2.0,9.0,6.0,1.0,,79.0,279,3.0,10.0,0.5348837209302325,0.5348837209302325,0.4725274725274725,0.5,0.625,0.5,0.625,0.5980392156862745,0.5364238410596026,0.6428571428571429,0.626984126984127,0.3208955223880597,0.02197802197802198,0.02857142857142857,0.0625,,18.672665916760405,0.7333333333333333,0.030303030303030304,0.047619047619047616,0.1037037037037037,0.0036101083032490976,0.09900990099009901,0.011363636363636364,0.10242587601078167,0.005479452054794521,,0.011235955056179775,,0.014084507042253521,,0.1038961038961039,0.15151515151515152,0.07874015748031496,0.12,0.038461538461538464,,0.6666666666666666,0.26119402985074625,0.6857142857142857,0.7058823529411765,0.625,0.11940298507462686,0.375,0.4,,0.29850746268656714,0.325,0.325,0.6153846153846154,0.06716417910447761,0.16666666666666666,0.5,,0.27450980392156865,0.8571428571428571,0.582089552238806,0.5123845864661654,0.5373458333333333,0.5157910000000002,0.06382978723404255,0.08247422680412371,0.1111111111111111,0.4876543209876543,10.000000000000002,26.241860465116275,0.36,3.0,2.0,4.0,13.0,34.0,3.0,6.0,5.0,15.0,16.0,3.0,6.0,7.0,19.0,45.0,3.0,1.0,33.0,13.0,1.0,3.0,,0.9375,0.37209302325581395,0.5,0.3684210526315789,0.38095238095238093,0.023255813953488372,0.029411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.2537313432835821,0.38235294117647056,0.3939393939393939,0.9230769230769231,0.5,0.5,1.0,0.0784313725490196,0.5,0.29411764705882354,0.3333333333333333,0.3939393939393939,,,1.0,,,,,,0.022727272727272728,,,,True,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,133651.0,2228,354,4325,4301,1170,894,566,8626,28.0,75,4.0,10.0,5.0,14.0,13.0,39.0,93.0,220,73.0,134,334,224.0,113.0,615,4485,11.0,21.0,14.0,66.0,28.0,71,51.0,167.0,142,126.0,2.0,17.0,169.0,32.0,201.0,23.0,90.0,43.0,36.0,434.0,4.0,20.0,1.0,45.0,99.0,1.0,145,25.0,170,7.0,90.0,61.0,29.0,55.0,7.0,44.0,23.0,4.0,11.0,,2.0,78.0,5.0,22.0,78.0,202,5.0,7.0,149.0,7.0,48.0,132.0,5.0,42.0,17.0,9.0,,5.0,,,4.0,9.0,5.0,,1.0,167.0,1170,27.0,15.0,0.5298507462686567,0.5338345864661654,0.40119760479041916,0.5238095238095238,0.39436619718309857,0.449820788530466,0.5909090909090909,0.4233576642335766,0.49349593495934957,0.6372549019607843,0.5060606060606061,0.4014336917562724,0.05089820359281437,0.2,,0.00909090909090909,13.903958207755675,0.7051282051282052,0.007142857142857143,0.008,0.06504599211563732,0.013183915622940013,0.08317929759704251,0.008213552361396304,0.0698012603005332,0.011976047904191617,0.02574257425742574,0.003913894324853229,0.00998003992015968,0.010498687664041995,,0.06808510638297872,0.07109004739336493,0.05873015873015873,0.09725685785536159,0.04285714285714286,0.021671826625386997,0.5555555555555556,0.13440860215053763,0.37333333333333335,0.4666666666666667,0.4642857142857143,0.06989247311827956,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.3942652329749104,0.42272727272727273,0.42660550458715596,0.6021505376344086,0.13082437275985664,0.22727272727272727,0.4,0.5,0.10218978102189781,0.35714285714285715,0.53584229390681,0.5030921005386,0.5414333333333333,0.4899220588235296,0.07859531772575251,0.11320754716981132,0.1073170731707317,0.27154471544715447,13.899999999999999,24.999553571428567,0.2705202312138728,29.0,7.0,18.0,49.0,151.0,5.0,14.0,13.0,48.0,78.0,10.0,23.0,20.0,66.0,213.0,21.0,,151.0,49.0,1.0,9.0,,0.9102564102564102,0.3482142857142857,0.43478260869565216,0.30303030303030304,0.3482142857142857,0.004464285714285714,0.006622516556291391,0.3972602739726027,0.3972602739726027,0.9310344827586207,0.27060931899641577,0.32450331125827814,0.32666666666666666,0.8979591836734694,0.3181818181818182,0.35714285714285715,1.0,0.13138686131386862,0.3888888888888889,0.35036496350364965,0.2708333333333333,0.32450331125827814,5.0,9.0,5.0,,,0.20454545454545456,0.5555555555555556,1.0,0.022026431718061675,2.0,9.0,,True,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,96092.0,1602,244,3096,3083,758,589,403,6179,157.0,245,42.0,75.0,41.0,63.0,120.0,263.0,37.0,79,1.0,314,587,3.0,161.0,789,3231,60.0,110.0,29.0,149.0,61.0,107,66.0,188.0,376,252.0,88.0,38.0,92.0,41.0,133.0,30.0,49.0,17.0,26.0,307.0,39.0,106.0,13.0,74.0,218.0,43.0,335,158.0,493,15.0,20.0,18.0,2.0,55.0,8.0,33.0,36.0,8.0,22.0,,4.0,91.0,13.0,22.0,48.0,93,5.0,9.0,189.0,18.0,8.0,209.0,23.0,93.0,23.0,63.0,3.0,41.0,1.0,3.0,19.0,66.0,36.0,3.0,1.0,188.0,758,11.0,22.0,0.5987261146496815,0.6962962962962963,0.534923339011925,0.5454545454545454,0.5700934579439252,0.5322033898305085,0.5454545454545454,0.5596330275229358,0.5775988286969254,0.5912698412698413,0.6351351351351351,0.005084745762711864,0.06473594548551959,0.08979591836734693,0.057034220532319393,0.012658227848101266,21.68067226890756,0.6043956043956044,0.39814814814814814,0.1511627906976744,0.1960431654676259,0.09869646182495345,0.19473684210526315,0.10655737704918032,0.19571045576407506,0.10069444444444445,0.14084507042253522,0.08539944903581267,0.0702247191011236,0.09187279151943463,0.1566265060240964,0.16224188790560473,0.17940199335548174,0.2309322033898305,0.19927536231884058,0.18269230769230768,0.0641025641025641,0.5454545454545454,0.4152542372881356,0.6408163265306123,0.7040358744394619,0.6496815286624203,0.4457627118644068,0.45627376425855515,0.4838709677419355,0.48333333333333334,0.13389830508474576,0.46835443037974683,0.47435897435897434,0.7567567567567568,0.001694915254237288,0.6818181818181818,0.56,0.07142857142857142,0.5779816513761468,0.6507936507936508,0.42033898305084744,0.48426694915254254,0.5322554347826086,0.5075633027522937,0.1409090909090909,0.1415525114155251,0.1888466413181242,0.23827629911280102,6.119250425894377,29.633333333333336,0.24483204134366926,,,,,2.0,,,,2.0,,,,,2.0,,,,2.0,,,11.0,,,,,,,,,,,,0.003389830508474576,,,,,,,,,0.01834862385321101,,,,,,2.0,,,,,,,,1.0,True,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,7333.0,122,19,245,243,102,105,32,488,,3,,1.0,,,,,5.0,12,2.0,5,15,16.0,6.0,28,272,,1.0,,3.0,3.0,5,1.0,10.0,8,2.0,,,5.0,6.0,11.0,5.0,3.0,1.0,1.0,28.0,,1.0,,4.0,6.0,,10,1.0,11,,2.0,2.0,,2.0,1.0,2.0,2.0,1.0,,,,4.0,,2.0,6.0,13,,,7.0,,2.0,7.0,,2.0,1.0,2.0,,2.0,,,,2.0,,,1.0,10.0,102,4.0,1.0,0.8,0.8,0.3333333333333333,,0.6,0.3548387096774194,0.3,0.5625,0.39705882352941174,0.3,0.5555555555555556,0.5161290322580645,,,,,13.380281690140846,0.5,,,0.07792207792207792,0.013157894736842105,0.15384615384615385,,0.0970873786407767,0.009174311926605505,0.034482758620689655,,,,,,0.125,0.10714285714285714,0.10526315789473684,0.2857142857142857,,,0.0967741935483871,,,,,,,,0.3870967741935484,0.4166666666666667,0.4166666666666667,0.8,0.06451612903225806,0.2,,,,,0.6129032258064516,0.4946145161290322,0.5539375,0.47089375000000006,0.06060606060606061,0.11764705882352941,0.10714285714285714,0.35714285714285715,16.366666666666667,25.7625,0.4163265306122449,,,,4.0,14.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,12.0,,,14.0,4.0,,1.0,,1.0,0.25,0.25,0.3333333333333333,0.25,,,,,,0.45161290322580644,0.2857142857142857,0.2857142857142857,1.0,0.8,0.25,1.0,,,0.375,0.3333333333333333,0.2857142857142857,,,,,,,,,,,1.0,,True,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,114549.0,1909,348,3705,3686,1002,739,488,7391,144.0,245,23.0,38.0,34.0,68.0,124.0,278.0,152.0,343,15.0,420,866,190.0,312.0,1350,3838,44.0,83.0,37.0,143.0,102.0,237,131.0,398.0,312,528.0,20.0,41.0,190.0,72.0,262.0,42.0,115.0,30.0,45.0,596.0,15.0,37.0,2.0,62.0,149.0,4.0,215,54.0,269,12.0,69.0,36.0,33.0,92.0,22.0,55.0,70.0,11.0,37.0,1.0,8.0,162.0,7.0,39.0,40.0,123,3.0,24.0,283.0,8.0,8.0,387.0,32.0,170.0,28.0,12.0,2.0,9.0,1.0,,3.0,14.0,8.0,3.0,2.0,398.0,1002,22.0,27.0,0.37142857142857144,0.3804878048780488,0.48498845265588914,0.5301204819277109,0.43037974683544306,0.4914772727272727,0.5463917525773195,0.4377049180327869,0.5469771241830066,0.6383928571428571,0.5252659574468085,0.17992424242424243,0.04734411085450346,0.11020408163265306,0.03237410071942446,0.014577259475218658,32.496480525574846,0.5679012345679012,0.035398230088495575,0.018018018018018018,0.11443932411674347,0.028951486697965573,0.129979035639413,0.03571428571428571,0.11860595840359753,0.030624263839811542,0.03271028037383177,0.036613272311212815,0.01694915254237288,0.03363914373088685,0.043010752688172046,0.09226932668329177,0.13793103448275862,0.11450381679389313,0.11797752808988764,0.1652892561983471,0.023166023166023165,0.5714285714285714,0.23200757575757575,0.5877551020408164,0.6605504587155964,0.4375,0.26325757575757575,0.4460431654676259,0.46096654275092935,0.27419354838709675,0.3248106060606061,0.44314868804664725,0.44970414201183434,0.3881578947368421,0.014204545454545454,0.3917525773195876,0.6052631578947368,0.4782608695652174,0.22295081967213115,0.5,0.4119318181818182,0.47606251184834114,0.5008993506493506,0.4642970394736841,0.1454849498327759,0.1693227091633466,0.10592592592592592,0.2948148148148148,10.316281755196304,25.691578947368424,0.2704453441295547,7.0,2.0,4.0,59.0,175.0,2.0,8.0,19.0,64.0,66.0,6.0,14.0,21.0,68.0,120.0,78.0,1.0,174.0,59.0,,30.0,,0.6060606060606061,0.3473684210526316,0.42857142857142855,0.3088235294117647,0.3492063492063492,,,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.16571969696969696,0.33714285714285713,0.33714285714285713,0.6271186440677966,0.08247422680412371,0.25,1.0,0.013114754098360656,0.5,0.2098360655737705,0.296875,0.3390804597701149,4.0,6.0,4.0,1.0,,0.061855670103092786,0.6666666666666666,0.25,0.020833333333333332,2.0,15.0,,True,,
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,2029.0,34,-14,61,62,24,17,10,123,1.0,2,,,,,1.0,3.0,1.0,4,,3,9,2.0,,12,80,1.0,2.0,,5.0,2.0,3,,7.0,6,,,1.0,,,,,,,,,,1.0,,,1.0,,1,1.0,2,1.0,,,,1.0,,1.0,,,,,,1.0,,,,1,,,,,,,,,,,,,,,,,,,,7.0,24,1.0,,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5454545454545454,0.8333333333333334,0.875,0.5454545454545454,0.8333333333333334,0.875,0.18181818181818182,0.1111111111111111,0.5,,,16.216216216216218,1.0,,,0.045454545454545456,0.037037037037037035,,,0.03333333333333333,0.03225806451612903,,,0.08333333333333333,,,,,0.1,,,0.2,,0.18181818181818182,0.5,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,0.25,0.25,1.0,,,,,,,0.36363636363636365,0.45325454545454547,0.42921666666666664,0.4501875,,,0.4166666666666667,0.5833333333333334,11.07777777777778,27.1,0.39344262295081966,,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,0.18181818181818182,1.0,1.0,,0.3333333333333333,1.0,,,,0.25,1.0,1.0,,,,,,,,,,,,,True,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,1897.0,32,-14,65,63,20,14,7,128,3.0,4,,,,,,4.0,,1,1.0,3,9,5.0,,18,89,,,,,,1,,3.0,2,4.0,,,1.0,1.0,2.0,,1.0,,,5.0,,,,1.0,,,1,,1,,,,,,,,,,,,,,,,1.0,6,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,3.0,20,3.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.6428571428571429,,0.5,0.6428571428571429,,0.5,0.35714285714285715,,,,,18.91891891891892,,,,,,0.2,,0.05263157894736842,,,,,,,,,,0.3333333333333333,,,1.0,0.2857142857142857,0.75,0.75,0.3333333333333333,0.2857142857142857,,,,0.07142857142857142,,,,0.07142857142857142,,,,,,0.6428571428571429,0.5212535714285714,,0.492,,,,0.16666666666666666,5.877777777777778,25.020000000000003,0.3076923076923077,1.0,,,3.0,4.0,,,1.0,2.0,4.0,,,1.0,2.0,6.0,6.0,,4.0,3.0,,1.0,,0.5,0.8,,0.5,0.8,,,1.0,1.0,1.0,0.2857142857142857,0.75,0.75,0.3333333333333333,,,,,,0.6666666666666666,0.5,0.75,,,,,,,,,,,,,True,,
