EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Arc3PctBlocked,3pt And 1 Free Throw Trips,on,Clear Path Fouls,BlockedCorner3
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,28662.0,478,-143,895,891,207,291,116,1786,32,50,12.0,22,7.0,9,26.0,59,10.0,27.0,7.0,21.0,2.0,5.0,21.0,62.0,3.0,9.0,5.0,16.0,68,136,28.0,83.0,29.0,249,1103,13.0,31,3.0,11.0,3.0,38,16,23,5.0,21.0,12.0,59,70,66,81.0,3.0,18.0,1.0,61.0,21.0,5,10,2.0,12,2.0,7,2.0,1.0,26,3.0,18.0,14,41,20.0,75,21,96,6.0,12,10,2.0,8,2.0,3.0,10,5.0,3.0,18,5,38,63,6.0,4.0,20,1.0,2.0,31,4.0,1.0,12.0,2.0,2.0,14.0,9.0,5.0,14.0,6.0,59,207,5,2.0,0.5147058823529411,0.5932203389830508,0.9642857142857143,0.3373493975903614,0.2727272727272727,0.23809523809523808,0.34146341463414637,0.5,0.41935483870967744,0.6956521739130435,0.502283105022831,0.4166666666666667,0.5340909090909091,0.5367965367965368,0.43023255813953487,0.5784313725490197,0.3789954337899543,0.03676470588235294,0.08,0.01694915254237288,24.057971014492754,0.4444444444444444,0.5128205128205128,0.16666666666666666,0.05787781350482315,0.14893617021276595,0.02586206896551724,0.16176470588235295,0.04918032786885246,0.06741573033707865,0.08080808080808081,0.032520325203252036,0.075,0.13186813186813187,0.1791044776119403,0.19318181818181818,0.14925373134328357,0.14814814814814814,0.05172413793103448,0.42857142857142855,0.228310502283105,0.64,0.6956521739130435,0.53125,0.2694063926940639,0.4406779661016949,0.4482758620689655,0.4230769230769231,0.1232876712328767,0.37037037037037035,0.37037037037037035,0.7,0.0958904109589041,0.3333333333333333,0.3333333333333333,1.0,0.2831050228310502,0.3387096774193548,0.3387096774193548,0.9523809523809523,0.5238095238095238,0.5454545454545454,0.25,0.047619047619047616,0.21428571428571427,0.3333333333333333,1.0,0.20454545454545456,0.7777777777777778,0.11363636363636363,0.36363636363636365,0.3125,0.6073059360730594,0.3442622950819672,0.49506658986175106,0.5205617647058823,0.4914127906976744,0.0611353711790393,0.08333333333333333,0.023529411764705882,0.15261044176706828,0.23694779116465864,7.296323529411763,25.7,0.23128491620111732,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,92983.0,1550,-195,2841,2855,693,860,415,5696,116,177,43.0,68,23.0,30,45.0,101,51.0,136.0,,,,,,1.0,,,,,212,414,,1.0,89.0,513,3230,53.0,89,,,32.0,138,39,75,,,25.0,103,278,146,,,74.0,,1.0,,35,27,12.0,39,3.0,17,3.0,7.0,90,32.0,127.0,61,153,26.0,240,161,401,9.0,36,12,24.0,32,3.0,13.0,36,19.0,5.0,68,13,72,175,20.0,17.0,139,17.0,11.0,155,13.0,,75.0,,9.0,38.0,28.0,9.0,38.0,20.0,103,693,26,9.0,0.6556603773584906,0.7942857142857143,,,,,,0.5120772946859904,0.5955056179775281,0.52,0.5108433734939759,0.5955056179775281,0.52,0.5277777777777778,0.6,0.5364583333333334,0.0024096385542168677,0.08454106280193237,0.15254237288135594,0.06930693069306931,16.512667660208646,0.47058823529411764,0.24761904761904763,0.18171021377672208,0.11545454545454545,0.17231638418079095,0.1095890410958904,0.17892976588628762,0.11422413793103449,0.14860681114551083,0.1314878892733564,0.08401639344262295,0.10714285714285714,0.1912751677852349,0.16831683168316833,0.18128654970760233,0.17355371900826447,0.16964285714285715,0.05421686746987952,0.5263157894736842,0.42650602409638555,0.655367231638418,0.7733333333333333,0.6120689655172413,0.2433734939759036,0.44554455445544555,0.4787234042553192,0.7111111111111111,0.327710843373494,0.375,0.37777777777777777,0.7058823529411765,,,,,0.0024096385542168677,,,,0.7640449438202247,0.6323529411764706,0.11627906976744186,,,,,0.4,0.7666666666666667,,,,0.42891566265060244,,0.47766012048192763,0.5187714285714284,0.46468266666666663,0.15723270440251572,0.15756302521008403,,0.26900584795321636,0.20077972709551656,7.921739130434783,24.2,0.24392819429778248,9.0,2.0,2.0,2.0,11.0,1.0,5.0,3.0,2.0,0.007352941176470588,0.020202020202020204,0.1111111111111111,,,,,,,,,,,,,,True,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,49009.0,817,-196,1498,1509,402,464,214,3007,49,78,8.0,8,14.0,23,9.0,34,49.0,109.0,3.0,13.0,1.0,,2.0,14.0,1.0,3.0,1.0,7.0,107,221,5.0,27.0,60.0,289,1796,14.0,19,1.0,4.0,4.0,35,28,55,1.0,7.0,26.0,85,40,174,15.0,,,2.0,12.0,2.0,16,115,30.0,145,14.0,51,20.0,44.0,320,5.0,9.0,17,37,1.0,55,14,69,,19,9,10.0,36,8.0,25.0,21,11.0,2.0,57,19,25,75,2.0,4.0,60,,1.0,67,7.0,3.0,24.0,1.0,10.0,5.0,3.0,1.0,7.0,3.0,85,402,16,9.0,0.18691588785046728,0.18691588785046728,1.0,0.18518518518518517,0.25,0.14285714285714285,0.2,0.4841628959276018,0.7368421052631579,0.509090909090909,0.46169354838709675,0.6739130434782609,0.47580645161290325,0.5181159420289855,0.7083333333333334,0.5592105263157895,0.10887096774193548,0.07239819004524888,0.11538461538461539,0.11764705882352941,18.877551020408163,0.631578947368421,0.017857142857142856,0.08167770419426049,0.01607142857142857,0.08673469387755102,0.032679738562091505,0.08320493066255778,0.019635343618513323,0.012738853503184714,0.028368794326241134,0.011450381679389313,0.03278688524590164,0.08092485549132948,0.07964601769911504,0.08383233532934131,0.045454545454545456,0.171875,,0.42857142857142855,0.31451612903225806,0.6282051282051282,0.7101449275362319,0.16326530612244897,0.13709677419354838,0.2647058823529412,0.3,0.1111111111111111,0.43951612903225806,0.44954128440366975,0.46226415094339623,0.22448979591836735,0.05241935483870968,0.23076923076923078,0.23076923076923078,1.0,0.056451612903225805,0.14285714285714285,0.14285714285714285,1.0,0.34782608695652173,1.0,0.125,0.043478260869565216,0.13043478260869565,0.3333333333333333,1.0,0.3709677419354839,0.6086956521739131,,0.11290322580645161,0.14285714285714285,0.42338709677419356,0.16666666666666666,0.4716520408163264,0.4803289473684211,0.4550575,0.09398496240601503,0.10084033613445378,0.03571428571428571,0.12110726643598616,0.29411764705882354,10.385520361990949,27.9037037037037,0.2683578104138852,16.0,,3.0,,4.0,1.0,,,1.0,0.027522935779816515,,0.03260869565217391,2.0,2.0,,,,,,,,,,,,True,,
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,19488.0,325,-33,575,582,123,130,89,1157,10,16,,1,1.0,1,1.0,2,10.0,35.0,6.0,11.0,4.0,5.0,7.0,25.0,1.0,3.0,2.0,5.0,21,53,13.0,36.0,7.0,88,630,,2,4.0,7.0,,12,3,5,5.0,10.0,3.0,24,14,28,39.0,,,1.0,24.0,7.0,1,34,2.0,36,1.0,18,6.0,10.0,74,1.0,3.0,3,8,,11,4,15,,10,5,5.0,11,1.0,10.0,7,1.0,,18,5,8,26,,4.0,18,,6.0,8,,,3.0,,1.0,,,,,,24,123,2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3611111111111111,0.5714285714285714,0.5,0.37142857142857144,0.39622641509433965,,0.6,0.4550561797752809,0.6666666666666666,0.7,0.4731182795698925,0.6666666666666666,0.7058823529411765,0.4044943820224719,0.018867924528301886,,,16.017316017316016,0.6111111111111112,,0.047619047619047616,0.012552301255230125,0.05084745762711865,0.014084507042253521,0.048458149779735685,0.012903225806451613,0.01282051282051282,,0.019417475728155338,,0.05,0.02564102564102564,0.056179775280898875,0.06382978723404255,,,,0.1797752808988764,0.625,0.625,0.4,0.02247191011235955,0.5,0.5,,0.39325842696629215,0.2857142857142857,0.29411764705882354,0.3,0.12359550561797752,0.5454545454545454,0.6,1.0,0.2808988764044944,0.28,0.28,1.0,0.1111111111111111,,,0.4444444444444444,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.4,0.5842696629213483,0.2916666666666667,0.5112573863636365,0.5873571428571428,0.52637,0.03260869565217391,0.05357142857142857,,0.13636363636363635,0.2727272727272727,13.18301886792453,25.566666666666666,0.21391304347826087,1.0,,1.0,1.0,1.0,,,,,0.02857142857142857,,0.02,,,3.0,3.0,1.0,0.027777777777777776,0.09090909090909091,0.75,1.0,0.6,,,,True,,
201969,1610612765,DaJuan Summers,DaJuan Summers,201969,DET,6840.0,114,-36,212,212,81,77,29,424,7,9,2.0,2,5.0,6,,2,2.0,11.0,3.0,10.0,1.0,2.0,5.0,11.0,,1.0,3.0,6.0,9,22,8.0,21.0,12.0,54,254,3.0,4,,2.0,4.0,10,7,13,3.0,8.0,8.0,31,12,6,21.0,3.0,2.0,,11.0,5.0,2,7,1.0,8,1.0,4,1.0,2.0,17,1.0,4.0,3,3,1.0,7,5,12,1.0,1,1,,1,,1.0,1,,,2,1,9,18,1.0,,8,,1.0,13,1.0,,5.0,,2.0,3.0,3.0,,3.0,1.0,31,81,4,2.0,0.6666666666666666,0.75,0.875,0.38095238095238093,,0.375,0.38095238095238093,0.4090909090909091,0.75,0.5384615384615384,0.4883720930232558,0.5,0.5476190476190477,0.5510204081632653,0.625,0.62,0.4883720930232558,0.09090909090909091,0.2222222222222222,,20.238095238095237,0.5,0.1,0.05454545454545454,0.05063291139240506,0.08823529411764706,0.038461538461538464,0.06741573033707865,0.047619047619047616,0.15789473684210525,,0.023809523809523808,0.08333333333333333,0.043478260869565216,0.125,0.041666666666666664,0.1111111111111111,,0.043478260869565216,0.3333333333333333,0.20930232558139536,0.7777777777777778,1.0,0.5714285714285714,0.046511627906976744,,,,0.2558139534883721,0.18181818181818182,0.18181818181818182,1.0,0.23255813953488372,0.3,0.3,1.0,0.2558139534883721,0.45454545454545453,0.45454545454545453,0.8,0.3333333333333333,1.0,,0.16666666666666666,0.16666666666666666,,,0.2857142857142857,0.8333333333333334,0.09523809523809523,0.2857142857142857,0.5,0.6976744186046512,0.45454545454545453,0.49684534883720916,0.42587,0.5017928571428572,0.10638297872340426,0.19230769230769232,,0.18518518518518517,0.5740740740740741,10.322727272727276,25.1,0.38207547169811323,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,23626.0,394,-2,697,708,121,151,117,1405,29,53,12.0,21,7.0,14,2.0,12,1.0,7.0,,,,,,,,,,,32,72,,,8.0,72,713,13.0,24,,,1.0,27,8,16,,,6.0,22,34,30,,,22.0,,,,2,22,3.0,25,1.0,12,4.0,6.0,53,7.0,40.0,18,50,6.0,74,48,122,4.0,17,11,6.0,6,1.0,4.0,3,2.0,,9,1,15,27,1.0,1.0,17,6.0,3.0,18,2.0,,5.0,,5.0,11.0,9.0,2.0,11.0,8.0,22,121,4,5.0,0.53125,0.8095238095238095,,,,,,0.4444444444444444,0.5416666666666666,0.5,0.4444444444444444,0.5416666666666666,0.5,0.45,0.54,0.5,,0.027777777777777776,0.018867924528301886,0.08333333333333333,10.570071258907364,0.6666666666666666,0.4,0.22123893805309736,0.12944983818770225,0.22784810126582278,0.1044776119402985,0.22295081967213115,0.125,0.13,0.10666666666666667,0.1417910447761194,0.11538461538461539,0.171875,0.3148148148148148,0.2037037037037037,0.19642857142857142,0.30434782608695654,0.1111111111111111,0.7272727272727273,0.7361111111111112,0.5471698113207547,0.5576923076923077,0.5517241379310345,0.16666666666666666,0.16666666666666666,0.18181818181818182,,0.09722222222222222,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,0.875,0.5714285714285714,,,,,,0.875,0.5,,,,0.7361111111111112,,0.5123416666666667,0.5461478260869564,0.5489624999999999,0.06666666666666667,0.06666666666666667,,0.375,0.3055555555555556,2.940277777777778,,0.17360114777618366,2.0,1.0,1.0,,1.0,,1.0,,1.0,,0.03571428571428571,0.0975609756097561,,,,,,,,,,,,,,True,,
201973,1610612765,Jonas Jerebko,Jonas Jerebko,201973,DET,48736.0,812,-104,1453,1493,306,368,229,2946,69,120,20.0,42,7.0,14,15.0,43,13.0,30.0,3.0,11.0,2.0,2.0,9.0,35.0,2.0,6.0,1.0,10.0,97,193,12.0,46.0,51.0,281,1655,25.0,57,3.0,8.0,11.0,70,12,24,3.0,12.0,14.0,47,132,62,36.0,,34.0,1.0,34.0,9.0,22,24,2.0,26,1.0,12,6.0,6.0,54,9.0,61.0,40,70,17.0,127,72,199,12.0,34,28,6.0,13,,7.0,16,6.0,3.0,29,4,32,72,7.0,4.0,54,4.0,6.0,66,7.0,,30.0,,7.0,9.0,7.0,2.0,9.0,5.0,47,306,12,6.0,0.6804123711340206,0.825,1.0,0.2608695652173913,0.375,0.25,0.26666666666666666,0.5025906735751295,0.43859649122807015,0.5,0.4811715481171548,0.45384615384615384,0.4583333333333333,0.5223048327137546,0.4794520547945205,0.5222222222222223,0.19246861924686193,0.11398963730569948,0.15,0.09302325581395349,17.08860759493671,0.4482758620689655,0.37777777777777777,0.15486725663716813,0.10099337748344371,0.21505376344086022,0.0661764705882353,0.1724137931034483,0.0945945945945946,0.10215053763440861,0.08609271523178808,0.10861423220973783,0.08888888888888889,0.08176100628930817,0.21359223300970873,0.18421052631578946,0.234375,0.1724137931034483,0.11764705882352941,0.5555555555555556,0.502092050209205,0.575,0.6764705882352942,0.6521739130434783,0.1799163179916318,0.3488372093023256,0.38461538461538464,0.6,0.12552301255230125,0.43333333333333335,0.43333333333333335,0.9230769230769231,0.04602510460251046,0.2727272727272727,0.2727272727272727,1.0,0.14644351464435146,0.2571428571428571,0.2647058823529412,1.0,0.6461538461538462,0.47619047619047616,0.15,0.03076923076923077,0.09230769230769231,0.3333333333333333,1.0,0.3888888888888889,0.5,0.05555555555555555,0.2777777777777778,0.1,0.694560669456067,0.2647058823529412,0.5379402542372881,0.5429437500000002,0.536844117647059,0.11450381679389313,0.1388888888888889,,0.2491103202846975,0.16725978647686832,4.755958549222798,26.721739130434777,0.21059876118375775,1.0,2.0,3.0,3.0,1.0,,1.0,,1.0,,0.05,0.054945054945054944,,,1.0,2.0,1.0,0.021739130434782608,,0.5,1.0,1.0,1.0,0.02857142857142857,,True,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,38019.0,634,-23,1185,1178,304,377,169,2363,17,26,3.0,5,5.0,5,33.0,63,60.0,147.0,10.0,26.0,3.0,5.0,9.0,30.0,1.0,2.0,4.0,11.0,110,236,19.0,56.0,80.0,357,1307,18.0,28,2.0,5.0,6.0,48,23,56,6.0,16.0,36.0,100,160,60,51.0,6.0,4.0,1.0,29.0,9.0,9,76,17.0,93,3.0,43,12.0,21.0,203,4.0,11.0,9,26,,35,15,50,4.0,12,5,7.0,28,4.0,20.0,15,8.0,1.0,43,11,21,58,2.0,6.0,56,1.0,2.0,94,6.0,8.0,29.0,,17.0,,,,2.0,1.0,100,304,14,16.0,0.7272727272727273,0.7407407407407407,0.8947368421052632,0.3392857142857143,0.4,0.375,0.34545454545454546,0.4661016949152542,0.6428571428571429,0.4107142857142857,0.4743150684931507,0.6363636363636364,0.4444444444444444,0.5271084337349398,0.6486486486486487,0.532608695652174,0.1917808219178082,0.038135593220338986,0.15384615384615385,0.031746031746031744,27.101449275362317,0.6511627906976745,,0.07123287671232877,0.024336283185840708,0.05844155844155844,0.037037037037037035,0.0674373795761079,0.026785714285714284,0.030303030303030304,0.007575757575757576,0.03167420814479638,0.025,0.09090909090909091,0.05555555555555555,0.06293706293706294,0.057692307692307696,0.06,0.02702702702702703,0.5,0.08904109589041095,0.6538461538461539,0.7727272727272727,0.7058823529411765,0.21575342465753425,0.5238095238095238,0.5409836065573771,0.5454545454545454,0.5034246575342466,0.40816326530612246,0.4166666666666667,0.8333333333333334,0.08904109589041095,0.38461538461538464,0.38461538461538464,0.9,0.10273972602739725,0.3,0.3,0.8888888888888888,0.15151515151515152,0.6,0.6666666666666666,0.09090909090909091,0.06060606060606061,0.5,1.0,0.06944444444444445,1.0,0.06944444444444445,0.1527777777777778,0.36363636363636365,0.2808219178082192,0.3103448275862069,0.4493501718213057,0.4567722222222222,0.4291760563380281,0.09206349206349207,0.11196911196911197,,0.13445378151260504,0.2801120448179272,13.922033898305086,25.060714285714287,0.25654008438818565,14.0,,2.0,,3.0,,,,2.0,0.02040816326530612,,0.04411764705882353,2.0,2.0,1.0,2.0,,,,0.3333333333333333,1.0,0.4,,,,True,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,48928.0,815,-21,1501,1497,317,406,224,2998,67,133,9.0,22,12.0,30,30.0,79,40.0,124.0,1.0,5.0,,1.0,3.0,18.0,,4.0,2.0,6.0,137,336,4.0,23.0,86.0,372,1629,15.0,41,,4.0,5.0,35,26,73,2.0,7.0,19.0,77,102,172,6.0,6.0,6.0,,18.0,3.0,34,103,26.0,129,14.0,47,18.0,38.0,284,2.0,18.0,20,42,1.0,63,20,83,6.0,35,14,21.0,32,7.0,23.0,30,9.0,7.0,62,15,29,71,4.0,12.0,96,2.0,4.0,107,12.0,3.0,51.0,,7.0,5.0,3.0,2.0,5.0,4.0,77,317,9,7.0,0.3722627737226277,0.3805970149253731,0.5,0.17391304347826086,,0.2857142857142857,0.17391304347826086,0.40773809523809523,0.36585365853658536,0.3561643835616438,0.3983286908077994,0.3333333333333333,0.3625,0.4567901234567901,0.3645833333333333,0.4230769230769231,0.06406685236768803,0.10119047619047619,0.15037593984962405,0.11392405063291139,26.191811553561415,0.5161290322580645,0.02,0.09523809523809523,0.02857142857142857,0.11235955056179775,0.015873015873015872,0.10016155088852989,0.026455026455026454,0.04205607476635514,0.0125,0.02734375,0.018867924528301886,0.05194805194805195,0.10101010101010101,0.1276595744680851,0.13793103448275862,0.06451612903225806,0.0335195530726257,0.8,0.37047353760445684,0.5037593984962406,0.5929203539823009,0.40298507462686567,0.2200557103064067,0.379746835443038,0.42857142857142855,0.36666666666666664,0.34540389972144847,0.3225806451612903,0.33613445378151263,0.325,0.013927576601671309,0.2,0.2,1.0,0.05013927576601671,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.4888888888888889,0.4090909090909091,0.1111111111111111,,0.08888888888888889,,,0.375,0.4,0.0125,0.075,0.3333333333333333,0.43454038997214484,0.16666666666666666,0.4775597493036211,0.4955464285714285,0.46019062499999996,0.12814070351758794,0.136,,0.09408602150537634,0.20698924731182797,8.695833333333335,25.352173913043476,0.2111925383077948,12.0,,1.0,1.0,8.0,,,,1.0,0.04032258064516129,,0.0136986301369863,,,,,,,,,,,,,,True,,
201948,1610612765,Austin Daye,Austin Daye,201948,DET,17672.0,295,-29,555,548,154,200,81,1103,18,27,6.0,11,6.0,12,6.0,10,9.0,22.0,4.0,18.0,2.0,4.0,5.0,16.0,3.0,3.0,1.0,2.0,33,59,9.0,34.0,12.0,105,612,8.0,15,3.0,5.0,1.0,26,9,18,2.0,6.0,1.0,25,38,28,27.0,,8.0,,16.0,5.0,2,12,3.0,15,2.0,7,4.0,1.0,33,1.0,10.0,10,30,8.0,48,11,59,2.0,5,1,4.0,8,3.0,7.0,10,1.0,1.0,18,4,29,41,1.0,2.0,18,2.0,,20,4.0,,8.0,,4.0,8.0,4.0,2.0,8.0,5.0,25,154,3,3.0,0.5757575757575758,0.6551724137931034,1.0,0.2647058823529412,0.6,0.3333333333333333,0.2647058823529412,0.559322033898305,0.5333333333333333,0.5,0.5,0.625,0.5,0.5198019801980198,0.6190476190476191,0.46296296296296297,0.3655913978494624,0.03389830508474576,0.037037037037037035,,17.894736842105264,0.4444444444444444,0.2857142857142857,0.2158273381294964,0.05235602094240838,0.12658227848101267,0.013333333333333334,0.1834862385321101,0.041353383458646614,0.05084745762711865,0.057692307692307696,0.05,,0.2127659574468085,0.20588235294117646,0.22413793103448276,0.1509433962264151,0.07692307692307693,0.041666666666666664,0.625,0.2903225806451613,0.6666666666666666,0.6923076923076923,0.5555555555555556,0.10752688172043011,0.6,0.6,0.6666666666666666,0.23655913978494625,0.4090909090909091,0.42857142857142855,0.5555555555555556,0.1935483870967742,0.2222222222222222,0.2222222222222222,1.0,0.17204301075268819,0.3125,0.3125,1.0,0.55,0.5454545454545454,0.16666666666666666,0.1,0.15,1.0,1.0,0.5,0.5,0.16666666666666666,0.08333333333333333,0.5,0.6559139784946236,0.3125,0.512529347826087,0.5237499999999999,0.545825,0.08247422680412371,0.12698412698412698,,0.24761904761904763,0.23809523809523808,8.535593220338983,24.4,0.2774774774774775,1.0,,,3.0,1.0,2.0,,,2.0,0.045454545454545456,,0.021739130434782608,,,,1.0,,,,,,0.25,,,,True,,
