EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,on,3pt And 1 Free Throw Trips
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,28393.0,473,-82,917,891,340,377,133,1808,25,42,12.0,19.0,9.0,14.0,19.0,53.0,10.0,30,5.0,15.0,1.0,3.0,2.0,5.0,19.0,53.0,4.0,9.0,6.0,27.0,54,125,24.0,68.0,25.0,205,1045,17.0,29.0,5.0,12.0,8.0,57.0,16,38,8.0,32.0,10.0,66,62,46.0,69.0,3.0,20.0,3.0,50.0,19.0,12.0,10.0,1.0,11.0,1.0,4.0,3.0,3.0,23.0,7.0,24.0,1.0,22.0,40,12.0,74,32.0,106,7.0,8.0,6.0,2.0,12.0,1.0,5.0,6.0,7.0,1.0,1.0,18.0,1.0,8.0,33,60,5.0,3.0,27.0,4.0,2.0,30.0,3.0,13.0,1.0,2.0,20.0,11.0,1.0,8.0,20.0,5.0,2.0,66,340,11.0,2.0,0.5740740740740741,0.7045454545454546,0.9583333333333334,0.35294117647058826,0.4166666666666667,0.25,0.36923076923076925,0.432,0.5862068965517241,0.42105263157894735,0.46632124352331605,0.5975609756097561,0.4,0.4975728155339806,0.6333333333333333,0.4342105263157895,0.35233160621761656,0.096,0.21428571428571427,0.05660377358490566,20.817843866171003,0.6666666666666666,0.35294117647058826,0.025,0.16,0.069164265129683,0.2,0.06481481481481481,0.17222222222222222,0.06813186813186813,0.07692307692307693,0.09259259259259259,0.0472972972972973,0.03076923076923077,0.11627906976744186,0.12631578947368421,0.10606060606060606,0.23595505617977527,0.2345679012345679,0.10344827586206896,0.0707070707070707,0.25,0.21761658031088082,0.5952380952380952,0.7575757575757576,0.56,0.27461139896373055,0.3584905660377358,0.38,0.5263157894736842,0.15544041450777202,0.3333333333333333,0.3333333333333333,0.7,0.07772020725388601,0.3333333333333333,0.3333333333333333,1.0,0.27461139896373055,0.3584905660377358,0.3584905660377358,0.9473684210526315,0.4634146341463415,0.631578947368421,0.16666666666666666,0.07317073170731707,0.3333333333333333,1.0,0.21951219512195122,0.4444444444444444,1.0,0.2,0.6428571428571429,0.07142857142857142,0.4,0.38571428571428573,0.2222222222222222,0.5699481865284974,0.38,0.48377645502645494,0.5449859375,0.4815917910447761,0.06862745098039216,0.0962962962962963,0.014492753623188406,0.2780487804878049,0.32195121951219513,8.376,26.435294117647057,0.3707742639040349,,,,,,,,,,,,,,,,True,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,38019.0,634,-23,1185,1178,304,377,169,2363,56,82,21.0,33.0,11.0,17.0,19.0,40.0,18.0,44,,,,,,,,,,,,,93,166,,,31.0,217,1307,26.0,41.0,,,12.0,64.0,20,37,,,7.0,47,138,48.0,,,36.0,,,,14.0,12.0,5.0,17.0,4.0,8.0,,4.0,39.0,13.0,58.0,,28.0,87,13.0,128,71.0,199,4.0,14.0,6.0,8.0,11.0,1.0,4.0,16.0,7.0,,3.0,27.0,5.0,8.0,30,68,5.0,6.0,56.0,7.0,6.0,53.0,5.0,28.0,,1.0,17.0,13.0,1.0,3.0,17.0,11.0,,47,304,10.0,1.0,0.7419354838709677,0.92,,,,,,0.5602409638554217,0.6341463414634146,0.5405405405405406,0.5602409638554217,0.6341463414634146,0.5405405405405406,0.5710526315789474,0.64,0.5222222222222223,,0.08433734939759036,0.13414634146341464,0.075,15.72463768115942,0.4074074074074074,0.325,,0.23835616438356164,0.12831858407079647,0.18181818181818182,0.12037037037037036,0.22157996146435452,0.12678571428571428,0.18181818181818182,0.14393939393939395,0.09502262443438914,0.11764705882352941,0.125,0.22727272727272727,0.25555555555555554,0.23776223776223776,0.17307692307692307,0.2,0.06896551724137931,0.6470588235294118,0.4939759036144578,0.6829268292682927,0.7887323943661971,0.6607142857142857,0.24096385542168675,0.475,0.5135135135135135,0.8421052631578947,0.26506024096385544,0.4090909090909091,0.4090909090909091,0.8888888888888888,,,,,,,,,0.8048780487804879,0.6363636363636364,0.09523809523809523,,,,,,,0.4594594594594595,0.6470588235294118,,,,,0.4939759036144578,,0.4936885542168675,0.5238333333333334,0.48048378378378376,0.14814814814814814,0.14814814814814814,,0.29493087557603687,0.21658986175115208,6.87048192771084,,0.25654008438818565,1.0,1.0,1.0,2.0,,,,,,,,,,,,True,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,23735.0,396,-73,728,728,187,200,91,1456,18,29,1.0,1.0,5.0,9.0,4.0,15.0,24.0,54,1.0,5.0,,,,1.0,,3.0,,,,1.0,46,98,1.0,8.0,16.0,111,861,3.0,7.0,,,1.0,7.0,11,27,,2.0,3.0,25,22,70.0,3.0,,,,3.0,,11.0,65.0,16.0,81.0,10.0,25.0,13.0,27.0,178.0,3.0,1.0,,10.0,22,,32,4.0,36,,7.0,4.0,3.0,15.0,3.0,13.0,5.0,2.0,,1.0,20.0,,6.0,9,30,1.0,1.0,23.0,,,22.0,4.0,12.0,,1.0,2.0,2.0,,,2.0,1.0,,25,187,7.0,1.0,0.2391304347826087,0.2391304347826087,1.0,0.125,,,0.125,0.46938775510204084,0.42857142857142855,0.4074074074074074,0.4481132075471698,0.42857142857142855,0.3793103448275862,0.4826086956521739,0.5,0.4032258064516129,0.07547169811320754,0.11224489795918367,0.20689655172413793,0.2,16.18705035971223,0.75,,,0.09565217391304348,0.003703703703703704,0.09433962264150944,0.047619047619047616,0.09523809523809523,0.012012012012012012,,0.013333333333333334,,0.02631578947368421,0.08,0.13157894736842105,0.09230769230769231,0.06741573033707865,0.04285714285714286,0.19444444444444445,,0.5,0.27358490566037735,0.6206896551724138,0.782608695652174,0.1111111111111111,0.14150943396226415,0.26666666666666666,0.3333333333333333,,0.5094339622641509,0.4444444444444444,0.46153846153846156,0.375,0.04716981132075472,0.2,0.2,1.0,0.02830188679245283,,,,0.14285714285714285,1.0,,,,,,,,0.3103448275862069,0.5555555555555556,0.034482758620689655,,0.034482758620689655,,0.3490566037735849,,0.4641202830188678,0.39783999999999997,0.44008275862068963,0.10526315789473684,0.11320754716981132,,0.06306306306306306,0.22522522522522523,11.757142857142854,24.3375,0.25686813186813184,6.0,,,,0.037037037037037035,,,,,,,,,,,True,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,93147.0,1552,-137,2895,2875,718,827,419,5770,40,74,8.0,15.0,13.0,17.0,66.0,154.0,146.0,351,21.0,64.0,2.0,8.0,4.0,15.0,20.0,74.0,4.0,15.0,6.0,26.0,252,579,41.0,138.0,204.0,831,3197,41.0,72.0,6.0,23.0,14.0,114.0,52,119,10.0,41.0,86.0,220,344,160.0,105.0,18.0,8.0,1.0,73.0,20.0,24.0,170.0,32.0,202.0,22.0,108.0,20.0,42.0,436.0,4.0,24.0,2.0,31.0,59,2.0,92,30.0,122,6.0,30.0,15.0,15.0,74.0,14.0,50.0,41.0,24.0,1.0,4.0,115.0,5.0,28.0,40,115,3.0,13.0,155.0,3.0,5.0,241.0,10.0,71.0,4.0,39.0,1.0,,,1.0,3.0,1.0,4.0,220,718,25.0,37.0,0.6825396825396826,0.6935483870967742,0.8536585365853658,0.2971014492753623,0.2608695652173913,0.24390243902439024,0.29927007299270075,0.43523316062176165,0.5694444444444444,0.4369747899159664,0.4372384937238494,0.5263157894736842,0.41875,0.49634591961023145,0.5480769230769231,0.5166666666666667,0.19246861924686193,0.04145077720207254,0.22972972972972974,0.025974025974025976,27.494848395643217,0.6434782608695652,0.021739130434782608,0.017241379310344827,0.0641304347826087,0.021034180543382998,0.08516483516483517,0.014705882352941176,0.07009345794392523,0.019815994338287332,0.02287581699346405,0.021406727828746176,0.01968503937007874,0.01764705882352941,0.00980392156862745,0.06752411575562701,0.08015267175572519,0.04899135446685879,0.08870967741935484,0.07758620689655173,0.015463917525773196,0.3333333333333333,0.10320781032078104,0.5405405405405406,0.7017543859649122,0.6,0.21478382147838215,0.42857142857142855,0.44,0.5151515151515151,0.4895397489539749,0.41595441595441596,0.41954022988505746,0.7808219178082192,0.08926080892608089,0.328125,0.3333333333333333,0.9523809523809523,0.10320781032078104,0.2702702702702703,0.273972602739726,0.75,0.15789473684210525,0.5333333333333333,0.625,0.08421052631578947,0.25,1.0,0.15789473684210525,0.26666666666666666,1.0,0.10625,0.7647058823529411,0.09375,0.26666666666666666,0.1625,0.23076923076923078,0.29567642956764295,0.273972602739726,0.448550279329609,0.47372784810126595,0.4380213836477987,0.0959079283887468,0.1109375,0.028169014084507043,0.1371841155234657,0.2647412755716005,13.558721934369599,24.815217391304348,0.24801381692573402,10.0,5.0,,,0.008547008547008548,2.0,19.0,2.0,2.0,0.014492753623188406,0.015625,0.013513513513513514,,,,True,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,58730.0,979,-38,1827,1806,373,481,277,3633,73,151,7.0,20.0,15.0,29.0,36.0,98.0,58.0,149,,3.0,,,,1.0,6.0,26.0,,1.0,2.0,11.0,167,398,6.0,29.0,106.0,458,1938,15.0,42.0,,1.0,3.0,33.0,33,76,2.0,12.0,33.0,105,102,232.0,9.0,9.0,10.0,,26.0,6.0,38.0,144.0,25.0,169.0,12.0,51.0,24.0,69.0,363.0,5.0,21.0,1.0,27.0,60,,87,27.0,114,4.0,37.0,25.0,12.0,38.0,6.0,21.0,23.0,17.0,,6.0,61.0,7.0,12.0,36,79,4.0,7.0,116.0,5.0,7.0,130.0,21.0,69.0,,6.0,7.0,5.0,,2.0,7.0,4.0,1.0,105,373,12.0,6.0,0.30538922155688625,0.3148148148148148,0.5,0.20689655172413793,,0.16666666666666666,0.20689655172413793,0.41959798994974873,0.35714285714285715,0.4342105263157895,0.41217798594847777,0.3488372093023256,0.4090909090909091,0.47505197505197505,0.36666666666666664,0.49065420560747663,0.06791569086651054,0.09547738693467336,0.152317880794702,0.1326530612244898,25.09259259259259,0.6229508196721312,,0.011904761904761904,0.10135135135135136,0.027379400260756193,0.11946902654867257,0.03184713375796178,0.10635696821515893,0.02813852813852814,0.049107142857142856,0.017937219730941704,0.01875,0.030612244897959183,0.03389830508474576,0.08585858585858586,0.07428571428571429,0.136986301369863,0.11920529801324503,0.12,0.01904761904761905,0.5714285714285714,0.35362997658079626,0.48344370860927155,0.5703125,0.3287671232876712,0.22950819672131148,0.3673469387755102,0.4235294117647059,0.2777777777777778,0.34894613583138173,0.38926174496644295,0.3945578231292517,0.29310344827586204,0.00702576112412178,,,,0.06088992974238876,0.23076923076923078,0.23076923076923078,0.5,0.46511627906976744,0.35,0.14285714285714285,,,,0.023255813953488372,,,0.32954545454545453,0.5172413793103449,0.011363636363636364,,0.125,0.18181818181818182,0.4215456674473068,0.23076923076923078,0.48360667447306793,0.48999534883720924,0.45169147727272735,0.14526315789473684,0.1547085201793722,,0.07205240174672489,0.2292576419213974,8.932914572864322,26.037931034482757,0.20415982484948003,13.0,2.0,,,0.013422818791946308,,1.0,,,,,,,,,True,
201948,1610612765,Austin Daye,Austin Daye,201948,DET,5068.0,84,9,167,168,76,82,20,335,6,12,2.0,5.0,2.0,5.0,1.0,2.0,2.0,5,2.0,4.0,1.0,1.0,2.0,2.0,5.0,8.0,1.0,1.0,3.0,4.0,9,19,7.0,12.0,6.0,45,200,2.0,5.0,2.0,2.0,1.0,11.0,3,7,5.0,6.0,4.0,25,8,10.0,18.0,3.0,4.0,,8.0,5.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,,12.0,3.0,3.0,,3.0,9,3.0,15,6.0,21,2.0,1.0,,1.0,3.0,,3.0,,,,,3.0,,1.0,10,17,,,8.0,,,8.0,2.0,4.0,,1.0,6.0,4.0,2.0,,6.0,4.0,1.0,25,76,3.0,1.0,0.4444444444444444,0.5714285714285714,0.8571428571428571,0.5833333333333334,1.0,0.8333333333333334,0.5833333333333334,0.47368421052631576,0.4,0.42857142857142855,0.6290322580645161,0.7142857142857143,0.8076923076923077,0.6617647058823529,0.7857142857142857,0.8333333333333334,0.3870967741935484,0.05263157894736842,0.08333333333333333,,19.17098445595855,1.0,0.25,,0.23684210526315788,0.05660377358490566,0.13043478260869565,0.15789473684210525,0.19672131147540983,0.08333333333333333,0.125,0.0625,,0.21428571428571427,,0.15384615384615385,0.14285714285714285,0.45454545454545453,0.14285714285714285,0.1111111111111111,0.15384615384615385,0.6666666666666666,0.3870967741935484,0.5,0.5454545454545454,0.3333333333333333,0.06451612903225806,0.5,0.5,,0.16129032258064516,0.4,0.4,1.0,0.12903225806451613,0.5,0.5,1.0,0.25806451612903225,0.625,0.625,0.8,0.7142857142857143,0.4,,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,0.38461538461538464,0.4,0.15384615384615385,1.0,0.3076923076923077,0.75,0.7741935483870968,0.625,0.5310741935483873,0.58195,0.5131576923076923,0.12121212121212122,0.19047619047619047,,0.24444444444444444,0.5555555555555556,5.363157894736842,24.958333333333332,0.4550898203592814,,,,,,,,,,,,,,,,True,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,60053.0,1001,-107,1827,1830,367,478,268,3657,54,74,10.0,16.0,11.0,16.0,30.0,81.0,67.0,150,8.0,28.0,1.0,4.0,1.0,5.0,6.0,16.0,2.0,4.0,4.0,6.0,151,305,14.0,44.0,30.0,374,2048,16.0,31.0,3.0,8.0,2.0,43.0,21,49,5.0,11.0,5.0,62,162,140.0,42.0,,14.0,,16.0,6.0,12.0,74.0,15.0,89.0,10.0,17.0,16.0,41.0,193.0,4.0,26.0,2.0,29.0,78,12.0,119,32.0,151,4.0,25.0,18.0,7.0,26.0,4.0,10.0,9.0,16.0,,3.0,35.0,3.0,10.0,17,44,3.0,2.0,46.0,2.0,2.0,41.0,5.0,22.0,,1.0,14.0,11.0,1.0,2.0,15.0,7.0,1.0,62,367,14.0,1.0,0.5364238410596026,0.5625,1.0,0.3181818181818182,0.375,0.45454545454545453,0.3181818181818182,0.49508196721311476,0.5161290322580645,0.42857142857142855,0.49283667621776506,0.5256410256410257,0.475,0.5095367847411444,0.5375,0.49206349206349204,0.12607449856733524,0.03934426229508197,0.08108108108108109,0.04938271604938271,18.645640074211503,0.7428571428571429,0.22641509433962265,0.0273972602739726,0.12520064205457465,0.03471295060080107,0.12608695652173912,0.02631578947368421,0.1254396248534584,0.033296337402885685,0.029411764705882353,0.039603960396039604,0.03498542274052478,0.02247191011235955,0.031746031746031744,0.09821428571428571,0.10285714285714286,0.16964285714285715,0.10526315789473684,0.16666666666666666,0.023668639053254437,0.4666666666666667,0.21203438395415472,0.7297297297297297,0.7941176470588235,0.6481481481481481,0.23209169054441262,0.37037037037037035,0.38961038961038963,0.2,0.4297994269340974,0.44666666666666666,0.4527027027027027,0.5970149253731343,0.08022922636103152,0.2857142857142857,0.2857142857142857,1.0,0.045845272206303724,0.375,0.375,1.0,0.41025641025641024,0.625,0.4,0.10256410256410256,0.25,1.0,0.10256410256410256,0.5,1.0,0.26666666666666666,0.6875,0.08333333333333333,0.2,0.1,0.6666666666666666,0.33810888252148996,0.375,0.4635799426934099,0.5178046875,0.46102999999999994,0.060109289617486336,0.06832298136645963,,0.11497326203208556,0.1657754010695187,11.237704918032787,24.472727272727273,0.20087575259989054,5.0,,1.0,,0.013333333333333334,,,1.0,,,,,1.0,,,True,
2732,1610612765,Ben Gordon,Ben Gordon,2732,DET,22273.0,371,-49,723,701,266,271,97,1424,11,23,1.0,4.0,5.0,7.0,9.0,24.0,17.0,37,5.0,17.0,1.0,3.0,1.0,5.0,7.0,38.0,1.0,3.0,,14.0,37,84,12.0,55.0,50.0,160,794,3.0,9.0,2.0,6.0,,12.0,14,29,1.0,19.0,19.0,50,32,42.0,36.0,,2.0,1.0,37.0,7.0,5.0,21.0,10.0,31.0,4.0,10.0,4.0,7.0,72.0,4.0,6.0,1.0,5.0,12,1.0,18,11.0,29,1.0,8.0,5.0,3.0,18.0,4.0,12.0,12.0,6.0,1.0,3.0,30.0,4.0,10.0,14,34,,2.0,41.0,2.0,1.0,57.0,5.0,22.0,,9.0,,,,,,,,50,266,6.0,8.0,0.43243243243243246,0.4444444444444444,1.0,0.21818181818181817,0.3333333333333333,0.05263157894736842,0.2222222222222222,0.44047619047619047,0.3333333333333333,0.4827586206896552,0.39568345323741005,0.4,0.3229166666666667,0.48484848484848486,0.4,0.423728813559322,0.39568345323741005,0.05952380952380952,0.08695652173913043,0.125,23.150357995226727,0.6,0.03125,0.03571428571428571,0.06060606060606061,0.024489795918367346,0.05102040816326531,0.04081632653061224,0.057432432432432436,0.029154518950437316,0.03333333333333333,0.0273972602739726,0.017857142857142856,0.05,0.02631578947368421,0.03333333333333333,0.04918032786885246,0.09090909090909091,0.07246376811594203,,0.0125,,0.16546762589928057,0.4782608695652174,0.5238095238095238,0.36363636363636365,0.17266187050359713,0.375,0.42857142857142855,0.4444444444444444,0.26618705035971224,0.4594594594594595,0.4594594594594595,0.47058823529411764,0.1223021582733813,0.29411764705882354,0.29411764705882354,1.0,0.2733812949640288,0.18421052631578946,0.18421052631578946,1.0,0.26666666666666666,0.25,,0.2,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,0.14583333333333334,0.7142857142857143,0.10416666666666667,0.2,0.2916666666666667,,0.5611510791366906,0.1891891891891892,0.4783357664233576,0.49873461538461533,0.45251956521739123,0.14102564102564102,0.21782178217821782,,0.075,0.3125,10.855952380952381,25.869090909090907,0.367911479944675,6.0,1.0,,,,,,,,,,,,,,True,
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,8003.0,133,15,270,258,133,126,39,528,1,2,,,,,1.0,1.0,1.0,6,1.0,5.0,1.0,1.0,1.0,4.0,6.0,12.0,1.0,1.0,5.0,7.0,3,9,7.0,17.0,6.0,33,281,,,2.0,2.0,,6.0,1,3,6.0,11.0,4.0,24,2,4.0,15.0,6.0,,1.0,11.0,6.0,,22.0,3.0,25.0,3.0,7.0,3.0,12.0,53.0,,1.0,,2.0,2,,4,1.0,5,,2.0,2.0,,3.0,1.0,3.0,4.0,,,,7.0,1.0,3.0,5,17,1.0,2.0,6.0,,2.0,6.0,,1.0,,2.0,,,,,,,,24,133,5.0,2.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.4117647058823529,1.0,0.5454545454545454,0.4375,0.3333333333333333,,0.3333333333333333,0.5192307692307693,1.5,0.7142857142857143,0.5689655172413793,1.5,0.75,0.6538461538461539,,,,11.501597444089457,0.42857142857142855,,,0.028169014084507043,0.01282051282051282,0.07407407407407407,,0.04081632653061224,0.008771929824561403,,,0.027777777777777776,,,0.045454545454545456,,0.030303030303030304,0.1,,,,0.07692307692307693,0.5,0.5,,0.038461538461538464,1.0,1.0,,0.23076923076923078,0.16666666666666666,0.16666666666666666,1.0,0.19230769230769232,0.2,0.2,1.0,0.46153846153846156,0.5,0.5,0.6666666666666666,,,,0.5,1.0,1.0,0.5,1.0,1.0,,,0.2857142857142857,0.25,0.5,0.7142857142857143,0.7307692307692307,0.5454545454545454,0.5269600000000001,0.59175,0.519142857142857,0.037037037037037035,0.1,,0.18181818181818182,0.7272727272727273,13.688888888888888,26.93529411764706,0.4925925925925926,,1.0,,,,,,,,,,,,,,True,
201973,1610612765,Jonas Jerebko,Jonas Jerebko,201973,DET,57244.0,954,-82,1766,1768,361,389,266,3534,92,150,29.0,50.0,15.0,26.0,15.0,47.0,12.0,32,2.0,8.0,1.0,2.0,1.0,3.0,16.0,46.0,2.0,6.0,1.0,10.0,119,229,18.0,54.0,59.0,351,1944,34.0,61.0,3.0,8.0,9.0,86.0,20,33,2.0,13.0,13.0,59,158,80.0,54.0,,50.0,,46.0,16.0,22.0,18.0,7.0,25.0,4.0,8.0,4.0,6.0,57.0,14.0,76.0,3.0,31.0,72,18.0,121,93.0,214,13.0,36.0,33.0,3.0,14.0,2.0,5.0,17.0,9.0,1.0,3.0,31.0,4.0,6.0,43,102,7.0,5.0,73.0,6.0,12.0,84.0,8.0,39.0,,7.0,16.0,10.0,1.0,5.0,17.0,10.0,1.0,59,361,13.0,5.0,0.6638655462184874,0.8404255319148937,1.0,0.3333333333333333,0.375,0.15384615384615385,0.3333333333333333,0.519650655021834,0.5573770491803278,0.6060606060606061,0.5159010600706714,0.5579710144927537,0.5,0.5467289719626168,0.5733333333333334,0.5267857142857143,0.19081272084805653,0.09606986899563319,0.10666666666666667,0.1276595744680851,16.842610364683303,0.45161290322580644,0.4090909090909091,0.05084745762711865,0.12371134020618557,0.10540915395284327,0.13777777777777778,0.08974358974358974,0.12763320941759604,0.10262257696693272,0.11274509803921569,0.10679611650485436,0.09967845659163987,0.07920792079207921,0.10909090909090909,0.07920792079207921,0.15853658536585366,0.1388888888888889,0.1503267973856209,0.1111111111111111,0.1111111111111111,0.5882352941176471,0.5300353356890459,0.6133333333333333,0.6865671641791045,0.6521739130434783,0.16607773851590105,0.3191489361702128,0.36585365853658536,0.5333333333333333,0.11307420494699646,0.375,0.375,0.9166666666666666,0.028268551236749116,0.25,0.25,1.0,0.1625441696113074,0.34782608695652173,0.35555555555555557,1.0,0.7246376811594203,0.58,0.1724137931034483,0.028985507246376812,0.5,1.0,0.08695652173913043,0.3333333333333333,1.0,0.5652173913043478,0.5769230769230769,0.06521739130434782,0.3333333333333333,0.21739130434782608,0.1,0.7208480565371025,0.34782608695652173,0.5438076512455514,0.5598190909090909,0.5626799999999998,0.12420382165605096,0.15,,0.245014245014245,0.16809116809116809,4.4742358078602615,25.975925925925928,0.2044167610419026,3.0,3.0,1.0,,,1.0,,1.0,,0.018518518518518517,,0.021739130434782608,1.0,1.0,2.0,True,
