EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,Loose Ball Fouls,OffCorner3ReboundPct,FTOffRebounds,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,HeaveAttempts,3SecondViolations,on,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
101122,1610612754,Danny Granger,Danny Granger,101122,IND,40015.0,667,-69,1352,1350,301,392,139,2702,41.0,74.0,3.0,5.0,10.0,14.0,17.0,40.0,25.0,69,6.0,11.0,2.0,3.0,4.0,6.0,41.0,115.0,1.0,10.0,11.0,30.0,83.0,183,47.0,126.0,106.0,413,1468,6.0,11.0,3.0,13.0,6.0,27.0,19.0,35.0,15.0,36.0,35.0,118.0,66.0,100.0,120.0,21.0,4.0,115.0,41.0,17.0,2.0,24,13.0,37,9.0,4.0,12,4.0,8.0,87,5.0,10.0,17.0,57,13.0,87,15.0,102,1.0,30,13.0,17.0,20.0,4.0,5.0,20.0,5.0,15.0,6.0,40.0,5.0,3.0,23.0,51,1.0,4.0,86,3.0,3.0,128.0,9.0,9.0,49.0,2.0,12.0,17.0,1.0,1.0,10.0,1.0,6.0,18.0,14.0,118.0,301,9.0,12.0,0.39759036144578314,0.4074074074074074,0.851063829787234,0.373015873015873,0.23076923076923078,0.4166666666666667,0.373015873015873,0.453551912568306,0.5454545454545454,0.5428571428571428,0.4967637540453074,0.4375,0.5845070422535211,0.559228650137741,0.5,0.6590909090909091,0.4077669902912621,0.015873015873015872,0.09289617486338798,0.14864864864864866,0.125,0.014492753623188406,0.017391304347826087,26.724137931034484,0.5,0.325,0.12050739957716702,0.023752969121140142,0.13178294573643412,0.025906735751295335,0.12292358803986711,0.024429967426710098,0.013605442176870748,0.01834862385321101,0.03636363636363636,0.03289473684210526,0.09868421052631579,0.0847457627118644,0.15763546798029557,0.14130434782608695,0.10810810810810811,0.00625,0.7777777777777778,0.23948220064724918,0.5540540540540541,0.6507936507936508,0.4146341463414634,0.12944983818770225,0.425,0.4857142857142857,0.47058823529411764,0.22330097087378642,0.36231884057971014,0.36764705882352944,0.32,0.03559870550161812,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.37216828478964403,0.3565217391304348,0.36283185840707965,0.8536585365853658,0.20833333333333334,0.6,0.3333333333333333,0.125,0.6666666666666666,0.5,0.4166666666666667,0.1,1.0,0.19718309859154928,0.7142857142857143,0.08450704225352113,0.6666666666666666,0.4225352112676056,0.36666666666666664,0.6472491909385113,0.3565217391304348,0.5194778317152103,0.5420031249999999,0.5093570422535211,0.1452991452991453,0.21973094170403587,0.015625,0.06537530266343826,0.2857142857142857,9.217486338797816,25.474603174603182,0.22263313609467456,,,,,,,,,,,True,,,
101129,1610612754,Luther Head,Luther Head,101129,IND,12744.0,212,-16,426,420,121,177,38,846,15.0,25.0,,2.0,2.0,4.0,2.0,4.0,4.0,18,5.0,7.0,,1.0,1.0,2.0,2.0,13.0,,,1.0,3.0,21.0,47,7.0,20.0,11.0,74,448,,3.0,,1.0,,,4.0,10.0,2.0,5.0,1.0,15.0,18.0,24.0,21.0,,,13.0,2.0,5.0,,10,4.0,14,3.0,1.0,4,2.0,4.0,32,,,5.0,20,2.0,27,,27,,3,2.0,1.0,9.0,1.0,7.0,4.0,1.0,2.0,1.0,13.0,1.0,6.0,4.0,6,,,9,1.0,,13.0,3.0,,7.0,,1.0,3.0,,,,1.0,2.0,3.0,2.0,15.0,121,2.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.35,,0.4,0.35,0.44680851063829785,,0.4,0.4701492537313433,,0.4666666666666667,0.5138888888888888,,0.46875,0.29850746268656714,,0.10638297872340426,0.2,,,,18.240343347639485,0.6923076923076923,0.15384615384615385,0.11695906432748537,,0.12195121951219512,,0.1179245283018868,,,,,,0.11320754716981132,0.10810810810810811,0.12345679012345678,0.125,0.1111111111111111,,0.6666666666666666,0.373134328358209,0.6,0.75,0.4666666666666667,0.05970149253731343,0.5,0.5,,0.26865671641791045,0.2222222222222222,0.2222222222222222,0.5,0.1044776119402985,0.7142857142857143,0.7142857142857143,1.0,0.19402985074626866,0.15384615384615385,0.15384615384615385,1.0,0.5,,,0.25,,,,,,0.26666666666666666,0.5,0.13333333333333333,0.5,0.2,0.3333333333333333,0.6716417910447762,0.15384615384615385,0.5115589552238806,0.5144000000000001,0.4932766666666666,0.09859154929577464,0.13725490196078433,,,0.20270270270270271,8.851063829787233,25.485,0.284037558685446,1.0,,,,,,,,,,True,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,8577.0,143,-38,287,290,75,93,32,577,13.0,19.0,7.0,11.0,1.0,4.0,1.0,3.0,2.0,8,,,,,,,,,,,,,16.0,30,,,1.0,33,327,8.0,13.0,,,,16.0,1.0,8.0,,,,2.0,14.0,18.0,,,16.0,,,1.0,,6,4.0,10,3.0,1.0,1,2.0,3.0,24,4.0,15.0,5.0,15,3.0,23,19.0,42,1.0,2,1.0,1.0,6.0,,4.0,3.0,,2.0,1.0,9.0,,2.0,13.0,23,,2.0,12,3.0,3.0,5.0,3.0,,3.0,,1.0,3.0,,,3.0,,,3.0,2.0,2.0,75,3.0,,0.4375,0.875,,,,,,0.5333333333333333,0.6153846153846154,0.125,0.5333333333333333,0.6153846153846154,0.125,0.532258064516129,0.6153846153846154,0.125,,,0.03333333333333333,0.05263157894736842,,,,12.307692307692308,0.6666666666666666,0.25,0.15,0.15789473684210525,0.16666666666666666,0.08888888888888889,0.15384615384615385,0.1357142857142857,0.25,0.23809523809523808,0.08,0.02631578947368421,0.1935483870967742,0.14814814814814814,0.11904761904761904,0.13636363636363635,0.25,0.08333333333333333,0.6666666666666666,0.6333333333333333,0.6842105263157895,0.7222222222222222,0.38461538461538464,0.1,0.3333333333333333,0.3333333333333333,,0.26666666666666666,0.25,0.25,1.0,,,,,,,,,0.8461538461538461,0.6363636363636364,,,,,,,,0.5,0.25,,,,,0.6333333333333333,,0.5266100000000001,0.6114888888888889,0.4842875,0.1,0.1,,0.48484848484848486,0.06060606060606061,5.7333333333333325,,0.2613240418118467,,3.0,0.42857142857142855,,,,,,,,True,,,
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,43390.0,723,-154,1462,1456,316,398,148,2918,43.0,72.0,8.0,12.0,10.0,16.0,7.0,18.0,33.0,61,2.0,4.0,1.0,1.0,2.0,3.0,33.0,93.0,1.0,5.0,3.0,16.0,83.0,151,35.0,97.0,36.0,307,1626,12.0,22.0,2.0,6.0,3.0,33.0,17.0,28.0,5.0,19.0,9.0,58.0,98.0,68.0,105.0,,12.0,93.0,33.0,17.0,,34,14.0,48,12.0,2.0,16,5.0,13.0,110,10.0,19.0,32.0,107,13.0,152,30.0,182,5.0,18,13.0,5.0,20.0,4.0,13.0,15.0,2.0,7.0,4.0,35.0,,6.0,28.0,49,,3.0,47,6.0,4.0,48.0,9.0,1.0,25.0,,3.0,11.0,,,7.0,,4.0,11.0,6.0,58.0,316,5.0,3.0,0.5903614457831325,0.6363636363636364,1.0,0.36082474226804123,0.3333333333333333,0.2631578947368421,0.36082474226804123,0.5496688741721855,0.5454545454545454,0.6071428571428571,0.5463709677419355,0.5357142857142857,0.5212765957446809,0.5730337078651685,0.532258064516129,0.5480769230769231,0.3911290322580645,,0.11258278145695365,0.18055555555555555,0.16666666666666666,0.01639344262295082,,18.459657701711492,0.5714285714285714,0.3170731707317073,0.21703853955375255,0.03966597077244259,0.23357664233576642,0.045871559633027525,0.22063492063492063,0.04160688665710186,0.047058823529411764,0.032,0.03804347826086957,0.046511627906976744,0.21875,0.21428571428571427,0.21739130434782608,0.25,0.2,0.04424778761061947,0.5454545454545454,0.2903225806451613,0.5972222222222222,0.7288135593220338,0.5581395348837209,0.07258064516129033,0.3888888888888889,0.4666666666666667,0.42857142857142855,0.24596774193548387,0.5409836065573771,0.55,0.6666666666666666,0.016129032258064516,0.5,0.5,1.0,0.375,0.3548387096774194,0.3548387096774194,1.0,0.42857142857142855,0.6666666666666666,0.125,0.03571428571428571,1.0,1.0,0.17857142857142858,0.2,1.0,0.3404255319148936,0.625,0.06382978723404255,0.6666666666666666,0.3404255319148936,0.1875,0.6814516129032258,0.3548387096774194,0.5273344758064515,0.5162,0.5283287234042553,0.0946969696969697,0.1497005988023952,,0.10749185667752444,0.18892508143322476,9.001324503311258,25.390721649484536,0.2161422708618331,,6.0,0.043478260869565216,1.0,2.0,1.0,4.0,0.02127659574468085,,,True,,,
2551,1610612754,T.J. Ford,T.J. Ford,2551,IND,71334.0,1189,-173,2397,2395,596,767,249,4792,74.0,137.0,1.0,9.0,12.0,29.0,39.0,84.0,65.0,147,3.0,19.0,1.0,4.0,,5.0,5.0,31.0,1.0,4.0,2.0,14.0,178.0,368,8.0,50.0,104.0,484,2597,5.0,22.0,2.0,8.0,8.0,24.0,37.0,91.0,2.0,19.0,35.0,115.0,70.0,286.0,15.0,9.0,2.0,29.0,5.0,20.0,,119,61.0,180,42.0,19.0,72,13.0,34.0,421,19.0,22.0,21.0,80,7.0,108,41.0,149,3.0,44,21.0,23.0,57.0,15.0,40.0,33.0,4.0,17.0,4.0,90.0,3.0,24.0,39.0,102,1.0,5.0,114,2.0,9.0,135.0,8.0,2.0,56.0,1.0,13.0,11.0,,,8.0,,3.0,11.0,8.0,115.0,596,15.0,12.0,0.19662921348314608,0.1977401129943503,0.625,0.16,0.25,0.10526315789473684,0.16666666666666666,0.483695652173913,0.22727272727272727,0.4065934065934066,0.45454545454545453,0.26666666666666666,0.36363636363636365,0.5041666666666667,0.35294117647058826,0.4291044776119403,0.11961722488038277,,0.05434782608695652,0.12408759124087591,0.03571428571428571,,,21.22114668652271,0.6333333333333333,0.09210526315789473,0.09489916963226572,0.02736318407960199,0.08713692946058091,0.059006211180124224,0.09317343173431734,0.03641207815275311,0.026022304832713755,0.019417475728155338,0.03343465045592705,0.06324110671936758,0.0661764705882353,0.06829268292682927,0.13114754098360656,0.08875739644970414,0.08333333333333333,0.014634146341463415,0.7272727272727273,0.3277511961722488,0.5401459854014599,0.6166666666666667,0.24324324324324326,0.20095693779904306,0.4642857142857143,0.48148148148148145,0.1794871794871795,0.35167464114832536,0.4421768707482993,0.4421768707482993,0.15384615384615385,0.045454545454545456,0.15789473684210525,0.15789473684210525,1.0,0.07416267942583732,0.16129032258064516,0.16129032258064516,0.4,0.3,0.1111111111111111,,0.13333333333333333,0.25,1.0,0.13333333333333333,0.25,1.0,0.2636363636363636,0.41379310344827586,0.045454545454545456,,0.12727272727272726,0.14285714285714285,0.4473684210526316,0.1724137931034483,0.49306430288461545,0.48256750000000004,0.4599120370370372,0.12205567451820129,0.1346153846153846,0.0196078431372549,0.049586776859504134,0.23760330578512398,9.654619565217393,25.906000000000002,0.2486441385064664,3.0,8.0,0.043478260869565216,,,,,,2.0,,True,,,
200780,1610612754,Solomon Jones,Solomon Jones,200780,IND,12162.0,203,-38,408,409,102,185,47,817,7.0,14.0,5.0,7.0,3.0,3.0,5.0,14.0,11.0,25,,,,,,,,,,,,,23.0,53,,,11.0,57,435,8.0,13.0,,,,16.0,3.0,9.0,,,3.0,9.0,38.0,8.0,,,4.0,,,6.0,,7,3.0,10,3.0,,3,,4.0,23,1.0,9.0,8.0,16,2.0,26,10.0,36,,3,2.0,1.0,4.0,2.0,3.0,9.0,2.0,1.0,1.0,13.0,,4.0,25.0,43,,3.0,15,2.0,3.0,16.0,,,7.0,,1.0,10.0,,,4.0,1.0,5.0,10.0,7.0,9.0,102,4.0,1.0,0.8260869565217391,0.9047619047619048,,,,,,0.4339622641509434,0.6153846153846154,0.3333333333333333,0.4339622641509434,0.6153846153846154,0.3333333333333333,0.4672131147540984,0.6153846153846154,0.375,,,0.11320754716981132,0.35714285714285715,,0.04,,16.052060737527114,0.3076923076923077,0.14285714285714285,0.1103448275862069,0.05732484076433121,0.1951219512195122,0.023809523809523808,0.12903225806451613,0.05025125628140704,0.08163265306122448,0.09302325581395349,0.015384615384615385,0.03125,0.030303030303030304,0.13157894736842105,0.13513513513513514,0.18181818181818182,0.25,,0.7,0.2641509433962264,0.5,0.7777777777777778,0.7142857142857143,0.2641509433962264,0.35714285714285715,0.35714285714285715,1.0,0.4716981132075472,0.44,0.4583333333333333,0.8181818181818182,,,,,,,,,0.5384615384615384,0.7142857142857143,0.6,,,,,,,0.3333333333333333,1.0,,,,,0.2641509433962264,,0.4435132075471699,0.50035,0.4654222222222223,0.11666666666666667,0.11666666666666667,,0.2807017543859649,0.15789473684210525,11.033962264150942,,0.25,,1.0,,,3.0,,1.0,,,1.0,True,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,32893.0,548,-43,1107,1104,225,257,113,2211,50.0,85.0,19.0,36.0,8.0,16.0,32.0,83.0,12.0,31,,,,,,,,,,,,,94.0,199,,,39.0,227,1158,19.0,43.0,,,9.0,47.0,13.0,39.0,,,9.0,35.0,86.0,102.0,,,30.0,,,19.0,,34,5.0,39,4.0,1.0,17,7.0,10.0,83,9.0,54.0,15.0,59,10.0,84,63.0,147,11.0,7,6.0,1.0,16.0,6.0,6.0,29.0,2.0,10.0,7.0,45.0,7.0,12.0,66.0,90,,8.0,41,1.0,3.0,46.0,4.0,,22.0,,3.0,45.0,,,28.0,,17.0,45.0,21.0,35.0,225,2.0,2.0,0.4574468085106383,0.5443037974683544,,,,,,0.4723618090452261,0.4418604651162791,0.3333333333333333,0.4723618090452261,0.4418604651162791,0.3333333333333333,0.5159090909090909,0.47959183673469385,0.3977272727272727,,,0.09547738693467336,0.15294117647058825,0.060240963855421686,0.03225806451612903,,21.35374697824335,0.35555555555555557,0.2857142857142857,0.14251207729468598,0.14025974025974025,0.13761467889908258,0.06474820143884892,0.14149139579349904,0.12022900763358779,0.21481481481481482,0.14423076923076922,0.0684931506849315,0.05660377358490566,0.13533834586466165,0.1414141414141414,0.14835164835164835,0.16666666666666666,0.06451612903225806,0.12941176470588237,0.4666666666666667,0.4271356783919598,0.5882352941176471,0.6944444444444444,0.56,0.41708542713567837,0.3855421686746988,0.41025641025641024,0.1875,0.15577889447236182,0.3870967741935484,0.4,0.75,,,,,,,,,0.8372093023255814,0.5277777777777778,0.10526315789473684,,,,,,,0.41025641025641024,0.5,,,,,0.4271356783919598,,0.47814020100502513,0.5648702702702703,0.4747179487179486,0.10138248847926268,0.10138248847926268,,0.20704845814977973,0.15418502202643172,6.460804020100503,,0.2032520325203252,1.0,7.0,0.09090909090909091,,4.0,,6.0,,,4.0,True,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,11939.0,199,-38,396,395,138,196,50,791,15.0,31.0,3.0,11.0,6.0,11.0,9.0,21.0,9.0,29,,1.0,,,,1.0,,1.0,,,,1.0,33.0,81,,2.0,33.0,99,444,4.0,17.0,,,3.0,11.0,12.0,27.0,,2.0,10.0,34.0,44.0,22.0,,,6.0,1.0,,14.0,,8,2.0,10,2.0,,4,,4.0,22,4.0,19.0,4.0,23,3.0,30,24.0,54,5.0,8,2.0,6.0,5.0,1.0,2.0,3.0,,3.0,1.0,8.0,,1.0,11.0,25,,1.0,27,4.0,2.0,37.0,1.0,,15.0,,4.0,4.0,,,2.0,1.0,1.0,4.0,3.0,34.0,138,4.0,3.0,0.6666666666666666,0.7333333333333333,,,,,,0.4074074074074074,0.23529411764705882,0.4444444444444444,0.39759036144578314,0.23529411764705882,0.41379310344827586,0.4900990099009901,0.2894736842105263,0.4857142857142857,0.024096385542168676,,0.1728395061728395,0.22580645161290322,0.2857142857142857,0.034482758620689655,,23.956043956043956,0.625,0.15789473684210525,0.18548387096774194,0.1292517006802721,0.10256410256410256,0.08888888888888889,0.1656441717791411,0.11979166666666667,0.17777777777777778,0.16666666666666666,0.07575757575757576,0.08823529411764706,0.175,0.23529411764705882,0.16,0.15384615384615385,,0.14285714285714285,0.75,0.37349397590361444,0.4838709677419355,0.625,0.6666666666666666,0.25301204819277107,0.42857142857142855,0.6,0.4444444444444444,0.3493975903614458,0.3103448275862069,0.32142857142857145,0.8888888888888888,0.012048192771084338,,,,0.012048192771084338,,,,0.6470588235294118,0.2727272727272727,,,,,,,,0.3793103448275862,0.5454545454545454,0.034482758620689655,,0.034482758620689655,,0.39759036144578314,,0.4795650602409639,0.5482692307692308,0.4896310344827586,0.15463917525773196,0.15789473684210525,,0.1111111111111111,0.3434343434343434,9.09135802469136,24.25,0.3484848484848485,,2.0,0.09090909090909091,1.0,,,2.0,0.09090909090909091,,,True,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,20770.0,346,-91,706,704,203,291,68,1410,19.0,31.0,,,4.0,10.0,3.0,10.0,13.0,29,,7.0,,2.0,,3.0,18.0,50.0,4.0,6.0,4.0,17.0,35.0,70,18.0,57.0,37.0,161,813,,1.0,4.0,8.0,5.0,17.0,7.0,18.0,4.0,20.0,14.0,40.0,50.0,20.0,54.0,,,50.0,18.0,5.0,1.0,17,4.0,21,1.0,3.0,13,2.0,2.0,46,1.0,1.0,6.0,28,4.0,38,2.0,40,,6,3.0,3.0,6.0,1.0,3.0,3.0,1.0,3.0,,9.0,2.0,4.0,18.0,34,,1.0,35,1.0,6.0,43.0,4.0,,16.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,40.0,203,8.0,3.0,0.7142857142857143,0.7142857142857143,1.0,0.3157894736842105,0.5,0.2,0.3157894736842105,0.5,,0.3888888888888889,0.4881889763779528,0.6666666666666666,0.34210526315789475,0.5551724137931034,0.7083333333333334,0.4444444444444444,0.44881889763779526,0.017543859649122806,0.07142857142857142,0.12903225806451613,0.1,,0.02,19.794344473007712,0.6666666666666666,0.14814814814814814,0.1206896551724138,0.004784688995215311,0.08,0.009523809523809525,0.11074918566775244,0.006369426751592357,,,0.010526315789473684,0.012658227848101266,0.09722222222222222,0.06779661016949153,0.16831683168316833,0.06,0.12,,1.0,0.2440944881889764,0.6129032258064516,0.7037037037037037,0.6842105263157895,0.07874015748031496,0.3,0.3333333333333333,1.0,0.2283464566929134,0.4482758620689655,0.4482758620689655,0.6923076923076923,0.05511811023622047,,,,0.3937007874015748,0.36,0.3673469387755102,1.0,,,,0.2222222222222222,,,0.6666666666666666,0.6666666666666666,1.0,0.2631578947368421,0.4,0.07894736842105263,,0.4473684210526316,0.23529411764705882,0.6929133858267716,0.36,0.5207642857142857,0.5315055555555556,0.5191394736842103,0.13380281690140844,0.1951219512195122,0.05,0.10559006211180125,0.2484472049689441,9.91,25.87719298245614,0.28753541076487255,,1.0,,,,,,,,,True,,,
2563,1610612754,Dahntay Jones,Dahntay Jones,2563,IND,37851.0,631,-121,1262,1271,329,400,127,2533,48.0,71.0,5.0,9.0,9.0,17.0,20.0,41.0,37.0,88,1.0,10.0,,,,3.0,1.0,5.0,,,1.0,4.0,105.0,200,2.0,15.0,64.0,280,1368,8.0,17.0,,,8.0,24.0,26.0,49.0,1.0,7.0,21.0,76.0,116.0,94.0,6.0,,6.0,5.0,1.0,12.0,,27,13.0,40,11.0,2.0,14,3.0,10.0,93,4.0,9.0,12.0,48,1.0,61,13.0,74,,14,6.0,8.0,25.0,3.0,14.0,19.0,4.0,11.0,1.0,44.0,2.0,12.0,30.0,75,,9.0,73,4.0,9.0,89.0,8.0,,36.0,1.0,11.0,11.0,,,4.0,1.0,6.0,11.0,6.0,76.0,329,16.0,11.0,0.5523809523809524,0.5686274509803921,1.0,0.13333333333333333,,0.14285714285714285,0.13333333333333333,0.525,0.47058823529411764,0.5306122448979592,0.5023255813953489,0.47058823529411764,0.49107142857142855,0.5490196078431373,0.5454545454545454,0.5205479452054794,0.06976744186046512,,0.06,0.09859154929577464,0.0975609756097561,0.011363636363636364,,21.04152005629838,0.5681818181818182,0.023809523809523808,0.1095890410958904,0.020361990950226245,0.08391608391608392,0.025477707006369428,0.10327022375215146,0.021702838063439065,0.02112676056338028,0.009615384615384616,0.025510204081632654,0.030303030303030304,0.0821917808219178,0.057692307692307696,0.1595744680851064,0.037383177570093455,0.2222222222222222,,0.5454545454545454,0.3302325581395349,0.676056338028169,0.75,0.5833333333333334,0.19069767441860466,0.4878048780487805,0.5405405405405406,0.45,0.40930232558139534,0.42045454545454547,0.42528735632183906,0.5675675675675675,0.046511627906976744,0.1,0.1,1.0,0.023255813953488372,0.2,0.2,1.0,0.5294117647058824,0.5555555555555556,0.4,,,,,,,0.30357142857142855,0.5294117647058824,0.05357142857142857,,0.07142857142857142,0.25,0.4,0.2,0.4896063084112151,0.4911461538461538,0.4700063636363636,0.15163934426229508,0.15789473684210525,0.0625,0.08571428571428572,0.2714285714285714,10.2825,25.113333333333337,0.2606973058637084,,3.0,,,,,3.0,,,1.0,True,,,
