EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockedLongMidRange,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,ShortMidRangePctBlocked,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,on,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,3SecondViolations,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101189,1610612742,James Singleton,James Singleton,101189,DAL,12680.0,211,-7,413,416,124,132,58.0,829,9.0,16.0,5.0,10.0,1.0,3.0,1.0,3.0,9.0,23.0,1.0,5.0,1.0,1.0,4.0,17.0,1.0,1.0,9.0,19.0,42.0,5.0,22.0,6.0,59.0,434,6.0,13.0,2.0,12.0,2.0,8.0,1.0,10.0,2.0,9.0,24.0,14.0,12.0,3.0,6.0,17.0,4.0,2.0,5.0,4.0,9.0,3.0,1.0,3.0,2.0,22.0,4.0,13.0,8.0,28.0,2.0,38.0,17.0,55.0,2.0,11.0,7.0,4.0,5.0,5.0,7.0,2.0,12.0,1.0,3.0,16.0,31.0,3.0,3.0,14.0,4.0,4.0,6.0,3.0,7.0,6.0,1.0,7.0,4.0,1.0,1.0,9.0,124,1.0,0.631578947368421,0.75,0.8,0.2272727272727272,0.1,0.2272727272727272,0.4523809523809524,0.4615384615384615,0.25,0.4140625,0.4,0.1944444444444444,0.4402985074626865,0.4,0.2368421052631578,0.34375,0.0476190476190476,0.125,16.561844863731658,0.4166666666666667,0.1428571428571428,0.2258064516129032,0.0984848484848484,0.1538461538461538,0.0634920634920634,0.2045454545454545,0.0871794871794871,0.1052631578947368,0.0357142857142857,0.1212121212121212,0.0816326530612244,0.2272727272727272,0.0869565217391304,0.2807017543859649,0.1538461538461538,0.1538461538461538,0.0526315789473684,0.5714285714285714,0.25,0.5625,0.6428571428571429,0.5555555555555556,0.046875,0.3333333333333333,0.3333333333333333,0.359375,0.391304347826087,0.391304347826087,0.7777777777777778,0.078125,0.2,0.2,1.0,0.265625,0.2352941176470588,0.2352941176470588,0.75,0.6666666666666666,0.5,0.4,0.0666666666666666,0.0666666666666666,0.1666666666666666,0.3333333333333333,0.0555555555555555,0.5,0.1111111111111111,0.59375,0.2352941176470588,0.4843773437499999,0.5326318181818182,0.4708222222222222,0.044776119402985,0.0666666666666666,0.2033898305084746,0.1525423728813559,11.216666666666663,24.968181818181822,0.3002421307506053,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1501,1610612742,Tim Thomas,Tim Thomas,1501,DAL,1912.0,32,10,64,62,8,24,10.0,126,2.0,4.0,,,,,,2.0,2.0,3.0,,2.0,,,2.0,2.0,,,,4.0,9.0,2.0,4.0,,14.0,66,,,,,,,,,,,4.0,4.0,6.0,,,2.0,2.0,,2.0,,2.0,,,1.0,1.0,4.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,8,1.0,0.5,0.5,1.0,0.5,,0.5,0.4444444444444444,,,0.5384615384615384,,,0.5384615384615384,,,0.3076923076923077,,,17.333333333333332,,,,,,0.1,,0.0333333333333333,,,,0.125,,,,,,,,0.3076923076923077,0.5,0.5,0.5,0.1538461538461538,,,0.2307692307692307,0.6666666666666666,0.6666666666666666,0.5,0.1538461538461538,,,,0.1538461538461538,1.0,1.0,1.0,,,,,,,,,,,0.6153846153846154,1.0,0.4479884615384615,,,,,,,9.2,25.4,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,2797.0,47,9,95,92,34,25,15.0,187,6.0,9.0,1.0,3.0,2.0,2.0,5.0,5.0,,,,,,,1.0,2.0,,,1.0,11.0,14.0,1.0,2.0,,25.0,83,1.0,3.0,,2.0,3.0,3.0,,1.0,,6.0,14.0,8.0,3.0,,2.0,1.0,1.0,,1.0,3.0,4.0,2.0,1.0,1.0,,11.0,2.0,4.0,1.0,8.0,3.0,12.0,6.0,18.0,1.0,,,,1.0,,1.0,,2.0,,1.0,1.0,2.0,,,2.0,,,,,5.0,3.0,1.0,5.0,4.0,,,6.0,34,,0.6363636363636364,0.7,1.0,0.5,,1.0,0.7857142857142857,0.3333333333333333,1.0,0.78125,0.3333333333333333,0.75,0.78125,0.3333333333333333,0.75,0.125,,,16.513761467889907,0.5,0.6,0.2352941176470588,0.1428571428571428,0.0666666666666666,0.125,0.1836734693877551,0.1363636363636363,0.125,0.25,0.125,0.0909090909090909,0.0666666666666666,0.5,0.2727272727272727,0.0909090909090909,,0.3333333333333333,0.8,0.5625,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3125,1.0,1.0,,,,,,,,,0.125,0.5,0.5,1.0,1.0,0.3333333333333333,,,,0.5,1.0,,0.25,,0.6875,1.0,0.4991933333333333,0.5761333333333333,0.5142,,,0.08,0.24,3.2214285714285715,33.8,0.3578947368421052,1.0,1.0,1.0,1.0,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,7702.0,128,-22,250,255,55,51,30.0,505,6.0,9.0,,1.0,2.0,2.0,,2.0,12.0,19.0,2.0,5.0,1.0,,4.0,14.0,1.0,,4.0,18.0,30.0,6.0,19.0,10.0,64.0,274,,1.0,2.0,3.0,2.0,6.0,,4.0,3.0,7.0,14.0,22.0,18.0,,,13.0,4.0,2.0,7.0,2.0,9.0,1.0,1.0,3.0,3.0,20.0,,,2.0,3.0,1.0,6.0,,6.0,,5.0,5.0,,3.0,1.0,3.0,2.0,6.0,,1.0,1.0,7.0,,,9.0,1.0,2.0,11.0,3.0,,,,,,,,7.0,55,1.0,0.3888888888888889,0.3888888888888889,1.0,0.3157894736842105,,0.3333333333333333,0.6,,0.3333333333333333,0.5510204081632653,0.5,0.2,0.5961538461538461,0.5,0.2727272727272727,0.3877551020408163,0.0666666666666666,0.2222222222222222,20.567375886524825,0.5,0.1428571428571428,0.0375,,0.0625,,0.0446428571428571,,,,,,0.0285714285714285,0.0625,0.0344827586206896,0.08,,,,0.1836734693877551,0.6666666666666666,0.8571428571428571,0.3333333333333333,0.0408163265306122,,,0.3877551020408163,0.631578947368421,0.631578947368421,0.4166666666666667,0.1020408163265306,0.4,0.4,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.2,1.0,,0.4,,0.5714285714285714,0.3076923076923077,0.505528125,0.5759166666666666,0.4768722222222222,0.0769230769230769,0.09375,0.046875,0.109375,11.946666666666664,25.363157894736844,0.22,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,1.0,0.05,,,,,,,,,,,,True,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,2199.0,37,-3,76,68,36,33,14.0,144,,,,,,,,,,1.0,,1.0,,1.0,5.0,7.0,3.0,2.0,3.0,,1.0,5.0,8.0,,15.0,81,,,3.0,6.0,,1.0,2.0,4.0,,6.0,,,15.0,,,7.0,5.0,,8.0,2.0,10.0,2.0,,5.0,2.0,22.0,,,4.0,2.0,,6.0,,6.0,,,,,2.0,2.0,2.0,,4.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,6.0,36,,,,1.0,0.625,0.5,0.625,,,,0.8333333333333334,1.0,0.6,0.8333333333333334,1.0,0.6,0.8888888888888888,,,14.285714285714285,0.5,,0.1176470588235294,,0.4,,0.2222222222222222,,,,,,,,0.25,0.5714285714285714,,,,,,,,,,,0.1111111111111111,,,,0.1111111111111111,,,,0.7777777777777778,0.7142857142857143,0.7142857142857143,1.0,,,,,1.0,,,0.2,0.6,0.6666666666666666,0.8888888888888888,0.7142857142857143,0.5573388888888889,0.577575,0.52051,,,0.4,0.4,16.4,24.85,0.4736842105263157,,1.0,,,,,2.0,2.0,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,,1.0,,,,,,,,,,,True,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,8984.0,150,-32,288,295,85,87,40.0,583,8.0,15.0,1.0,2.0,1.0,3.0,2.0,10.0,5.0,10.0,,,,,2.0,13.0,2.0,1.0,5.0,15.0,35.0,2.0,13.0,5.0,41.0,314,2.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,,7.0,2.0,28.0,3.0,3.0,,13.0,2.0,4.0,27.0,10.0,37.0,5.0,5.0,11.0,12.0,84.0,,2.0,6.0,8.0,,14.0,2.0,16.0,1.0,2.0,,2.0,8.0,4.0,4.0,1.0,12.0,2.0,6.0,2.0,7.0,,,8.0,,3.0,5.0,3.0,,,,,,,,7.0,85,3.0,0.0666666666666666,0.0666666666666666,0.5,0.1538461538461538,0.2,0.1538461538461538,0.4285714285714285,0.5,0.5,0.375,0.3333333333333333,0.3888888888888889,0.41,0.3333333333333333,0.3888888888888889,0.2708333333333333,0.1142857142857142,0.2,18.78787878787879,0.6666666666666666,,0.0952380952380952,0.0204081632653061,0.1818181818181818,,0.1196581196581196,0.0142857142857142,0.0384615384615384,0.05,,,0.0689655172413793,0.1052631578947368,0.1111111111111111,0.1923076923076923,0.1428571428571428,0.037037037037037,,0.3125,0.5333333333333333,0.6666666666666666,0.125,0.2083333333333333,0.2,0.2222222222222222,0.2083333333333333,0.5,0.5,,,,,,0.2708333333333333,0.1538461538461538,0.1538461538461538,0.5,0.3333333333333333,0.5,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5555555555555556,0.2,0.5833333333333334,0.1538461538461538,0.5025416666666666,0.4869375,0.5402722222222223,0.06,0.081081081081081,0.0975609756097561,0.1707317073170731,8.005714285714284,25.4,0.2951388888888889,,2.0,4.0,,,,,,4.0,1.0,,,,,,,1.0,0.1,,,,,,,,,,True,,,,,,,,,,,,
2400,1610612742,Drew Gooden,Drew Gooden,2400,DAL,3752.0,63,-32,122,127,25,29,11.0,249,2.0,5.0,1.0,4.0,,1.0,2.0,5.0,2.0,7.0,,,,,1.0,2.0,,1.0,2.0,6.0,17.0,1.0,2.0,13.0,28.0,137,1.0,4.0,,2.0,1.0,4.0,1.0,2.0,4.0,9.0,6.0,6.0,3.0,,2.0,2.0,1.0,1.0,3.0,,3.0,,,2.0,1.0,6.0,,6.0,4.0,7.0,1.0,12.0,7.0,19.0,,4.0,3.0,1.0,,,,,,,,6.0,10.0,,,11.0,2.0,,18.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,,9.0,25,1.0,0.5,0.6,1.0,0.5,0.5,0.5,0.3529411764705882,0.25,0.25,0.3947368421052631,0.25,0.4166666666666667,0.5,0.25,0.5,0.1052631578947368,0.0588235294117647,,20.588235294117645,,0.5,0.1707317073170731,0.1276595744680851,0.25,,0.1929824561403508,0.0967741935483871,0.1538461538461538,0.1,0.125,,0.2857142857142857,0.2,0.0588235294117647,0.1538461538461538,0.6666666666666666,,0.6666666666666666,0.2631578947368421,0.4,0.4,0.5,0.2631578947368421,0.4,0.5,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.5,,,,,0.1052631578947368,0.5,0.5,1.0,1.0,0.25,,,,0.1666666666666666,,,0.3333333333333333,0.5,0.3684210526315789,0.5,0.45175,0.548675,0.4612,0.2962962962962963,0.32,0.0714285714285714,0.3214285714285714,10.794117647058824,30.85,0.2049180327868852,,,,,,0.5,,,,,,,,,,,,0.2,1.0,1.0,1.0,0.25,,,,,,True,,,,,,,,,,,,
2679,1610612742,Matt Carroll,Matt Carroll,2679,DAL,3580.0,60,-1,119,117,62,66,24.0,236,2.0,2.0,1.0,1.0,,,1.0,1.0,4.0,9.0,3.0,7.0,1.0,4.0,1.0,5.0,,,2.0,7.0,12.0,4.0,12.0,,26.0,114,2.0,3.0,1.0,4.0,1.0,3.0,2.0,6.0,,8.0,4.0,10.0,12.0,,,5.0,1.0,,4.0,,4.0,,,2.0,2.0,8.0,2.0,,,1.0,,1.0,2.0,3.0,,4.0,4.0,,5.0,2.0,1.0,,6.0,1.0,4.0,2.0,4.0,,1.0,2.0,,,,,,,,,,,,8.0,62,1.0,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.5416666666666666,0.5,0.4444444444444444,0.5416666666666666,0.5,0.4444444444444444,0.5,,,21.126760563380284,0.8333333333333334,,0.0344827586206896,,,0.0714285714285714,0.0232558139534883,0.0344827586206896,,,,0.0869565217391304,,,0.0454545454545454,,,,,0.0833333333333333,1.0,1.0,,0.0416666666666666,1.0,1.0,0.375,0.4444444444444444,0.4444444444444444,0.5,0.2916666666666667,0.4285714285714285,0.4285714285714285,1.0,0.2083333333333333,0.2,0.2,1.0,0.25,1.0,,0.25,,,,0.4444444444444444,0.2222222222222222,,0.5833333333333334,0.2,0.4746541666666667,0.5472,0.4787,,,0.1538461538461538,0.3076923076923077,15.141666666666666,24.13333333333333,0.5210084033613446,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,0.5,,,,True,,,,,,,,,,,,
2743,1610612742,Kris Humphries,Kris Humphries,2743,DAL,4621.0,77,12,150,150,56,55,26.0,300,18.0,25.0,5.0,9.0,7.0,11.0,1.0,4.0,1.0,12.0,,,,,,,,,,20.0,41.0,,,12.0,52.0,150,5.0,10.0,,14.0,7.0,14.0,,,4.0,18.0,22.0,18.0,,,6.0,,,2.0,2.0,,2.0,,,,1.0,4.0,2.0,9.0,5.0,7.0,,12.0,11.0,23.0,1.0,3.0,3.0,,2.0,,2.0,,4.0,,2.0,4.0,10.0,,2.0,14.0,2.0,1.0,17.0,8.0,2.0,2.0,,2.0,2.0,2.0,,18.0,56,2.0,0.55,0.6470588235294118,,,,,0.4878048780487805,0.5,0.5,0.4878048780487805,0.5,0.5,0.5416666666666666,0.5,0.5294117647058824,,0.048780487804878,0.08,28.57142857142857,0.5,,0.2058823529411764,0.173076923076923,0.3333333333333333,0.0909090909090909,0.2448979591836734,0.1486486486486486,0.2857142857142857,0.1428571428571428,0.0833333333333333,,0.1818181818181818,0.5,0.1904761904761904,0.3636363636363636,0.25,0.0526315789473684,1.0,0.6097560975609756,0.72,0.782608695652174,0.6111111111111112,0.0975609756097561,0.25,0.25,0.2926829268292683,0.0833333333333333,0.0833333333333333,,,,,,,,,,0.9,0.5555555555555556,0.4,,,0.7857142857142857,0.6363636363636364,,,,0.6097560975609756,,0.5255292682926829,0.5862125,0.5352285714285714,0.1739130434782608,0.1739130434782608,0.2692307692307692,0.3461538461538461,6.409756097560976,,0.3733333333333333,,,2.0,,0.4,,,,1.0,3.0,,,,,,,,,,2.0,2.0,,,,4.0,,,True,,,,,,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,715.0,12,-12,22,26,3,12,,48,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,28,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,,3.0,3.0,1.0,,4.0,,,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,3,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,22.727272727272727,0.75,,,,0.4,,0.125,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.3683,,,,,,,14.8,,0.1363636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
