EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Fg3aBlocked,Corner3Assists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,on
101215,1610612745,Will Conroy,Will Conroy,101215,HOU,437.0,7,-13.0,14,15,7,7,1.0,29,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7,1.0,1.0,1.0,1.0,1.0,1.0,20.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.4428,0.4428,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,53589.0,893,-3.0,1756,1739,712,642,236.0,3495,131.0,184.0,51.0,61.0,202.0,348.0,547.0,1886,75.0,116.0,215.0,182.0,9.0,25.0,9.0,59.0,16.0,7.0,38.0,54.0,38.0,96.0,133.0,215.0,712,0.5804597701149425,0.646551724137931,0.5804597701149425,0.646551724137931,0.649164677804296,0.6973684210526315,23.137254901960787,0.2962962962962963,0.5287356321839081,0.7119565217391305,0.8562091503267973,0.5258620689655172,0.8360655737704918,0.5287356321839081,0.49258390804597707,0.5033189655172413,0.3930530164533821,0.4054669703872437,40.0,51.0,43.0,97.0,28.0,67.0,143.0,44.0,67.0,33.0,121.0,65.0,222.0,62.0,44.0,16.0,8.0,2.0,6.0,26.0,61.0,1.0,17.0,79.0,14.0,110.0,88.0,198.0,4.0,19.0,7.0,12.0,3.0,4.0,9.0,1.0,4.0,5.0,22.0,9.0,21.0,5.0,5.0,168.0,23.0,3.0,79.0,15.0,35.0,29.0,6.0,35.0,14.0,1.0,4.0,1.0,20.0,14.0,0.5495049504950495,0.6491228070175439,0.6567164179104478,0.6567164179104478,0.7378048780487805,0.12643678160919541,0.16847826086956522,0.12371134020618557,0.014925373134328358,0.2222222222222222,0.018518518518518517,0.13550600343053174,0.10481099656357389,0.096045197740113,0.09961685823754789,0.12631578947368421,0.10320284697508897,0.1336206896551724,0.12048192771084337,0.05434782608695652,0.1116751269035533,0.0625,0.15254237288135594,0.14754098360655737,0.11210762331838565,0.09027777777777778,0.12121212121212122,0.0392156862745098,0.4,0.5725190839694656,0.27873563218390807,0.44329896907216493,0.5058823529411764,0.3953488372093023,0.1925287356321839,0.417910447761194,0.42424242424242425,0.6785714285714286,0.7611940298507462,0.7843137254901961,0.175,0.5370461538461538,0.19554455445544555,0.19554455445544555,0.22120658135283364,5.764655172413794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201978,1610612745,Chase Budinger,Chase Budinger,201978,HOU,31313.0,522,30.0,1052,1054,374,339,140.0,2106,41.0,66.0,8.0,12.0,59.0,111.0,264.0,1159,17.0,31.0,83.0,26.0,2.0,20.0,2.0,42.0,11.0,9.0,4.0,15.0,17.0,38.0,25.0,83.0,374,0.5315315315315315,0.5483870967741935,0.5560747663551402,0.5793650793650794,0.5764192139737991,0.5928571428571429,19.885433715220948,0.7333333333333333,0.308411214953271,0.6212121212121212,0.7454545454545455,0.19047619047619047,0.6666666666666666,0.7897196261682243,0.5558701877934273,0.5369032258064516,0.3143939393939394,0.35551330798479086,3.0,10.0,6.0,14.0,12.0,31.0,26.0,3.0,13.0,5.0,29.0,10.0,92.0,4.0,16.0,18.0,9.0,5.0,4.0,3.0,9.0,,11.0,34.0,1.0,46.0,12.0,58.0,4.0,10.0,10.0,,1.0,,2.0,,1.0,1.0,3.0,3.0,1.0,,3.0,33.0,3.0,,15.0,3.0,4.0,2.0,2.0,4.0,2.0,,1.0,,8.0,2.0,0.7796610169491526,0.8070175438596491,0.23076923076923078,0.4444444444444444,0.5,0.14414414414414414,0.16666666666666666,0.21428571428571427,0.06451612903225806,0.03125,,0.1021021021021021,0.027607361963190184,0.11827956989247312,0.01744186046511628,0.1056338028169014,0.024096385542168676,0.034722222222222224,0.036585365853658534,0.01,0.023809523809523808,,0.09009009009009009,0.08490566037735849,0.12931034482758622,0.11688311688311688,0.125,0.04081632653061224,0.5,0.7804878048780488,0.06542056074766354,0.42857142857142855,0.5454545454545454,0.6666666666666666,0.14485981308411214,0.3870967741935484,0.41379310344827586,0.8333333333333334,0.37037037037037035,0.3,0.3333333333333333,0.5489210526315789,0.06637168141592921,0.12195121951219512,0.10984848484848485,6.316216216216215,15.0,37.0,2.0,3.0,4.0,10.0,25.0,66.0,4.0,11.0,9.0,22.0,40.0,103.0,6.0,14.0,13.0,32.0,114.0,6.0,1.0,65.0,25.0,0.95,0.3883495145631068,0.42857142857142855,0.40625,0.39215686274509803,0.48130841121495327,0.17289719626168223,0.40540540540540543,0.40540540540540543,1.0,0.308411214953271,0.3787878787878788,0.3787878787878788,0.92,0.1111111111111111,0.6666666666666666,1.0,0.4074074074074074,0.36363636363636365,1.0,0.15873015873015872,0.4,0.3492063492063492,0.4090909090909091,0.38461538461538464,25.039805825242716,,,,,,,,,,,,,,,True
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,87175.0,1453,-33.0,2799,2804,694,650,365.0,5603,37.0,64.0,5.0,11.0,57.0,120.0,373.0,3005,9.0,19.0,92.0,60.0,23.0,102.0,13.0,227.0,32.0,23.0,14.0,46.0,71.0,97.0,89.0,92.0,694,0.475,0.47368421052631576,0.5264900662251656,0.5238095238095238,0.5538922155688623,0.569620253164557,11.768349334159183,0.6956521739130435,0.2119205298013245,0.578125,0.6166666666666667,0.1746031746031746,0.45454545454545453,0.8145695364238411,0.5360254152823919,0.530067741935484,0.24664879356568364,0.24794569489103252,7.0,19.0,16.0,44.0,4.0,12.0,55.0,9.0,23.0,9.0,60.0,26.0,54.0,14.0,8.0,79.0,47.0,14.0,18.0,27.0,24.0,1.0,35.0,113.0,7.0,155.0,52.0,207.0,7.0,41.0,29.0,12.0,5.0,1.0,9.0,1.0,1.0,2.0,11.0,3.0,2.0,8.0,20.0,75.0,4.0,4.0,25.0,10.0,43.0,32.0,9.0,43.0,29.0,,1.0,,11.0,8.0,0.47368421052631576,0.54,0.391304347826087,0.4722222222222222,0.5,0.06666666666666667,0.0625,0.09090909090909091,,0.0958904109589041,0.010526315789473684,0.11649484536082474,0.02564102564102564,0.11784511784511785,0.06428571428571428,0.11681136543014996,0.03761061946902655,0.012376237623762377,0.038314176245210725,0.033210332103321034,0.06389776357827476,0.06542056074766354,0.0932475884244373,0.11764705882352941,0.13366336633663367,0.11158798283261803,0.140625,0.043209876543209874,0.6744186046511628,0.5675675675675675,0.1456953642384106,0.36363636363636365,0.4,0.1875,0.039735099337748346,0.3333333333333333,0.3333333333333333,0.75,0.35185185185185186,0.3684210526315789,0.2857142857142857,0.5793472222222222,0.08641975308641975,0.1773049645390071,0.16085790884718498,5.219166666666667,37.0,87.0,7.0,14.0,8.0,19.0,31.0,95.0,4.0,17.0,8.0,25.0,68.0,182.0,11.0,31.0,16.0,44.0,204.0,,1.0,94.0,31.0,1.0,0.37362637362637363,0.3548387096774194,0.36363636363636365,0.3756906077348066,0.6026490066225165,0.28807947019867547,0.42528735632183906,0.43529411764705883,1.0,0.31456953642384106,0.3263157894736842,0.32978723404255317,1.0,0.25925925925925924,0.5,1.0,0.3148148148148148,0.23529411764705882,1.0,0.30158730158730157,0.42105263157894735,0.3968253968253968,0.32,0.32978723404255317,24.597802197802192,3.0,10.0,2.0,3.0,2.0,1.0,0.016483516483516484,0.022988505747126436,0.010526315789473684,0.01639344262295082,,,,,True
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,157735.0,2629,-13.0,5147,5134,1452,1352,645.0,10281,190.0,338.0,42.0,90.0,258.0,592.0,1072.0,5568,63.0,148.0,249.0,280.0,62.0,276.0,34.0,614.0,84.0,55.0,77.0,161.0,71.0,162.0,179.0,249.0,1452,0.4358108108108108,0.42567567567567566,0.4624624624624625,0.39723320158102765,0.4868301544050863,0.4337979094076655,21.352313167259787,0.5217391304347826,0.3383383383383383,0.5621301775147929,0.662020905923345,0.3557312252964427,0.4666666666666667,0.7457457457457457,0.5436879778672037,0.5342903999999999,0.23227611940298507,0.2821060812123567,34.0,51.0,17.0,86.0,51.0,168.0,148.0,38.0,75.0,16.0,128.0,48.0,236.0,40.0,61.0,214.0,116.0,33.0,65.0,18.0,54.0,6.0,95.0,198.0,32.0,325.0,78.0,403.0,10.0,126.0,83.0,43.0,16.0,9.0,29.0,1.0,25.0,12.0,37.0,4.0,18.0,6.0,10.0,228.0,22.0,1.0,107.0,17.0,35.0,19.0,12.0,40.0,25.0,1.0,1.0,,21.0,15.0,0.4573643410852713,0.4957983193277311,0.5066666666666667,0.4745762711864407,0.5,0.10304054054054054,0.15088757396449703,0.08139534883720931,0.017857142857142856,0.22857142857142856,0.039735099337748346,0.11385853939045429,0.031708749266001174,0.1833976833976834,0.023936170212765957,0.12981834293309702,0.029327902240325866,0.046610169491525424,0.022026431718061675,0.02033271719038817,0.026041666666666668,0.017045454545454544,0.06759098786828423,0.08478260869565217,0.17094017094017094,0.17233009708737865,0.22641509433962265,0.019011406844106463,0.625,0.531578947368421,0.08608608608608609,0.19767441860465115,0.21518987341772153,0.23529411764705882,0.16816816816816818,0.30357142857142855,0.3090909090909091,0.2549019607843137,0.4322033898305085,0.6666666666666666,0.17647058823529413,0.5328468085106383,0.0996309963099631,0.15805022156573117,0.11940298507462686,6.755067567567568,33.0,89.0,3.0,10.0,1.0,17.0,103.0,318.0,9.0,33.0,24.0,88.0,136.0,407.0,12.0,43.0,25.0,105.0,345.0,63.0,4.0,314.0,103.0,0.8455882352941176,0.33415233415233414,0.27906976744186046,0.23809523809523808,0.337468982630273,0.4074074074074074,0.0890890890890891,0.3707865168539326,0.375,0.9090909090909091,0.3183183183183183,0.3238993710691824,0.3238993710691824,0.8252427184466019,0.0847457627118644,0.3,0.6666666666666666,0.2796610169491525,0.2727272727272727,0.8888888888888888,0.06719367588932806,0.058823529411764705,0.34782608695652173,0.2727272727272727,0.32802547770700635,25.173955773955775,1.0,28.0,1.0,1.0,4.0,1.0,0.002457002457002457,0.011235955056179775,,0.002457002457002457,5.0,3.0,2.0,,True
2431,1610612745,David Andersen,David Andersen,2431,HOU,21560.0,359,13.0,693,691,222,199,98.0,1384,13.0,24.0,7.0,10.0,48.0,107.0,129.0,724,19.0,35.0,54.0,36.0,7.0,17.0,6.0,41.0,7.0,6.0,10.0,17.0,19.0,48.0,25.0,54.0,222,0.4485981308411215,0.5428571428571428,0.42391304347826086,0.5208333333333334,0.44482758620689655,0.54,19.804400977995112,0.4117647058823529,0.17391304347826086,0.5416666666666666,0.5909090909090909,0.20833333333333334,0.7,0.39855072463768115,0.4648264492753623,0.46893750000000006,0.4186046511627907,0.3203463203463203,5.0,10.0,13.0,32.0,22.0,51.0,12.0,8.0,19.0,3.0,19.0,4.0,60.0,12.0,6.0,10.0,7.0,1.0,2.0,5.0,21.0,1.0,13.0,39.0,1.0,53.0,27.0,80.0,2.0,10.0,8.0,2.0,2.0,,1.0,,3.0,,7.0,8.0,5.0,8.0,3.0,16.0,2.0,,7.0,2.0,4.0,3.0,1.0,4.0,2.0,,,,4.0,2.0,0.625,0.7142857142857143,0.42105263157894735,0.36363636363636365,0.3958333333333333,0.056074766355140186,0.08333333333333333,0.09375,0.0196078431372549,0.1111111111111111,0.05555555555555555,0.16182572614107885,0.08677685950413223,0.16455696202531644,0.0423728813559322,0.1625,0.07222222222222222,0.09,0.13559322033898305,0.04819277108433735,0.021739130434782608,0.11538461538461539,0.11267605633802817,0.1625,0.2,0.16666666666666666,0.15384615384615385,0.025974025974025976,0.5,0.38461538461538464,0.2318840579710145,0.40625,0.4482758620689655,0.3076923076923077,0.3695652173913043,0.43137254901960786,0.44,0.9545454545454546,0.45454545454545453,0.5,,0.5148264705882353,0.04895104895104895,0.0625,0.14728682170542637,11.499065420560749,,2.0,,,,1.0,7.0,29.0,,3.0,4.0,12.0,7.0,31.0,,3.0,4.0,13.0,21.0,,,29.0,7.0,1.0,0.22580645161290322,,0.3076923076923077,0.22580645161290322,0.2246376811594203,0.014492753623188406,,,,0.21014492753623187,0.2413793103448276,0.2413793103448276,1.0,,,,0.13636363636363635,,,0.020833333333333332,,0.25,0.3333333333333333,0.2413793103448276,24.725806451612904,,1.0,,,,,,,,,,,,,True
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,122701.0,2045,-26.0,3993,3975,999,970,497.0,7968,210.0,318.0,51.0,76.0,445.0,838.0,1043.0,4311,98.0,182.0,252.0,336.0,63.0,130.0,49.0,323.0,67.0,29.0,51.0,118.0,71.0,192.0,200.0,252.0,999,0.5310262529832935,0.5384615384615384,0.5309155766944114,0.532608695652174,0.5589496248660236,0.5779816513761468,23.006134969325153,0.5677966101694916,0.37812128418549346,0.660377358490566,0.7636363636363637,0.41304347826086957,0.6710526315789473,0.3816884661117717,0.4782006547619049,0.47754617486338785,0.24161073825503357,0.2501878287002254,50.0,76.0,128.0,270.0,107.0,250.0,150.0,67.0,123.0,23.0,157.0,56.0,554.0,80.0,63.0,67.0,45.0,7.0,15.0,24.0,104.0,4.0,70.0,283.0,50.0,403.0,132.0,535.0,12.0,49.0,35.0,14.0,6.0,3.0,38.0,2.0,9.0,8.0,25.0,27.0,21.0,20.0,29.0,201.0,18.0,,88.0,22.0,21.0,18.0,3.0,21.0,14.0,1.0,5.0,4.0,30.0,20.0,0.6224719101123596,0.6839506172839506,0.5447154471544715,0.5403225806451613,0.5688405797101449,0.07517899761336516,0.13522012578616352,0.05555555555555555,0.02,0.45045045045045046,0.036036036036036036,0.20702267739575714,0.07732342007434945,0.18666666666666668,0.04195804195804196,0.2026406429391504,0.06677099634846113,0.10108303249097472,0.05509641873278237,0.06542056074766354,0.038288288288288286,0.0546875,0.20085470085470086,0.2448377581120944,0.18928571428571428,0.18518518518518517,0.19230769230769232,0.03680981595092025,0.6666666666666666,0.580952380952381,0.3210463733650416,0.4740740740740741,0.5019607843137255,0.390625,0.2972651605231867,0.428,0.43673469387755104,0.9813084112149533,0.6129032258064516,0.6578947368421053,0.22,0.5151850000000002,0.09659714599341383,0.09691629955947137,0.15052732502396932,8.094868735083535,,,,,,,1.0,3.0,,1.0,,2.0,1.0,3.0,,1.0,,2.0,3.0,,1.0,2.0,1.0,1.0,0.3333333333333333,,,0.5,0.0035671819262782403,,,,,0.0035671819262782403,0.3333333333333333,0.3333333333333333,1.0,,,,0.008064516129032258,,,,,0.010869565217391304,,0.5,36.5,,14.0,,,,1.0,,,,,,,,,True
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,87469.0,1458,-44.0,2794,2820,437,398,326.0,5614,116.0,227.0,20.0,39.0,137.0,279.0,308.0,3036,23.0,48.0,53.0,112.0,31.0,103.0,24.0,237.0,30.0,17.0,30.0,60.0,113.0,173.0,79.0,53.0,437,0.4910394265232975,0.4791666666666667,0.4910394265232975,0.4791666666666667,0.5049180327868853,0.5096153846153846,11.514195583596214,0.5,0.8136200716845878,0.5110132158590308,0.6304347826086957,0.8125,0.5128205128205128,0.8136200716845878,0.5455240143369176,0.539675,0.17207792207792208,0.15640658554044382,30.0,61.0,21.0,51.0,,1.0,34.0,33.0,66.0,6.0,72.0,7.0,162.0,50.0,48.0,72.0,51.0,6.0,15.0,22.0,100.0,,46.0,205.0,13.0,264.0,122.0,386.0,11.0,57.0,28.0,29.0,7.0,2.0,13.0,1.0,8.0,4.0,7.0,11.0,6.0,5.0,32.0,60.0,8.0,,30.0,4.0,33.0,19.0,14.0,33.0,26.0,,3.0,2.0,5.0,4.0,0.5912408759124088,0.7232142857142857,0.5,0.5,0.5142857142857142,0.17204301075268819,0.1894273127753304,0.09803921568627451,,0.24074074074074073,,0.20665322580645162,0.10471204188481675,0.16911764705882354,0.05597964376590331,0.1985759493670886,0.09050445103857567,0.11083123425692695,0.10727969348659004,0.09427609427609428,0.04666666666666667,0.08602150537634409,0.19519519519519518,0.25609756097560976,0.1864406779661017,0.16113744075829384,0.19672131147540983,0.11956521739130435,0.7878787878787878,0.603448275862069,0.1827956989247312,0.4117647058823529,0.45652173913043476,0.5238095238095238,0.0035842293906810036,,,,0.9242424242424242,0.4918032786885246,0.16666666666666666,0.5491737704918033,0.09966777408637874,0.09966777408637874,0.23376623376623376,1.4584229390681003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,True
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,1925.0,32,-14.0,63,61,5,18,4.0,124,,3.0,,,5.0,13.0,12.0,78,1.0,1.0,2.0,,3.0,4.0,2.0,11.0,1.0,,,1.0,2.0,2.0,1.0,2.0,5,0.38461538461538464,1.0,0.35714285714285715,1.0,0.4,1.0,23.188405797101453,1.0,0.21428571428571427,,,,,0.2857142857142857,0.4515821428571428,0.4137,0.16666666666666666,0.07936507936507936,,,,1.0,5.0,9.0,2.0,1.0,1.0,,2.0,,10.0,,1.0,1.0,1.0,,,,,,,2.0,,2.0,,2.0,,,,,,,1.0,,,,,,,,,2.0,,,1.0,,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.3333333333333333,,,,,0.07407407407407407,,,,0.07142857142857142,,,,,,,,0.3333333333333333,,,,,1.0,,0.07142857142857142,,,,0.6428571428571429,0.5555555555555556,0.5555555555555556,1.0,,,,0.4137,0.06666666666666667,0.07142857142857142,0.16666666666666666,15.33076923076923,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,0.07142857142857142,,,,,0.07142857142857142,,,,,,,,,,,,,,,25.2,,1.0,,,,,,,,,,,,,True
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,123364.0,2056,-63.0,4034,4029,1051,1007,496.0,8063,118.0,253.0,30.0,78.0,254.0,581.0,1138.0,4400,69.0,177.0,345.0,404.0,79.0,292.0,46.0,663.0,102.0,57.0,68.0,170.0,72.0,138.0,177.0,345.0,1051,0.43717728055077454,0.3898305084745763,0.5069002123142251,0.45,0.5413424124513618,0.5059347181008902,26.02173913043478,0.6,0.26857749469214437,0.466403162055336,0.5700483091787439,0.2689655172413793,0.38461538461538464,0.6518046709129511,0.5101400534759358,0.4889600000000002,0.3031634446397188,0.26053544868616757,17.0,26.0,65.0,138.0,71.0,190.0,183.0,25.0,45.0,21.0,128.0,84.0,104.0,6.0,61.0,213.0,124.0,27.0,62.0,12.0,26.0,,39.0,73.0,,112.0,38.0,150.0,7.0,50.0,24.0,26.0,23.0,11.0,45.0,4.0,9.0,10.0,44.0,1.0,15.0,1.0,10.0,224.0,18.0,28.0,60.0,39.0,9.0,7.0,2.0,11.0,5.0,,,,20.0,34.0,0.2047244094488189,0.20717131474103587,0.5555555555555556,0.6445783132530121,0.6648936170212766,0.10499139414802065,0.18181818181818182,0.057971014492753624,0.03684210526315789,,,0.0540340488527017,0.019534184823441023,0.0911214953271028,0.020338983050847456,0.0629567172568859,0.01978136387298282,0.02181818181818182,0.024456521739130436,0.012106537530266344,0.015625,0.035211267605633804,0.036036036036036036,0.031791907514450865,0.08199643493761141,0.10385756676557864,0.04395604395604396,0.015250544662309368,0.45454545454545453,0.2627118644067797,0.1464968152866242,0.47101449275362317,0.5,0.15384615384615385,0.20169851380042464,0.3736842105263158,0.3879781420765027,0.15492957746478872,0.3132530120481928,0.6538461538461539,0.23529411764705882,0.518365909090909,0.06875631951466127,0.09630818619582665,0.11247803163444639,8.289156626506028,27.0,51.0,7.0,12.0,6.0,14.0,122.0,310.0,12.0,26.0,35.0,99.0,149.0,361.0,19.0,38.0,41.0,113.0,300.0,147.0,5.0,305.0,122.0,0.6711409395973155,0.41274238227146814,0.5,0.36283185840707965,0.41853932584269665,0.3832271762208068,0.054140127388535034,0.5294117647058824,0.5294117647058824,0.8148148148148148,0.32908704883227174,0.3935483870967742,0.3948220064724919,0.639344262295082,0.14457831325301204,0.5833333333333334,0.7142857142857143,0.3132530120481928,0.46153846153846156,1.0,0.04827586206896552,0.42857142857142855,0.3413793103448276,0.35353535353535354,0.4,25.807479224376735,1.0,33.0,3.0,8.0,,,0.002770083102493075,,0.0032258064516129032,0.02185792349726776,2.0,2.0,,,True
