EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGM,LostBallTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,AtRimAssists,SelfOReb,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,PenaltyCorner3FGA,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ShortMidRangePctBlocked,PenaltyCorner3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,FTOffRebounds,Loose Ball Fouls,OffFTReboundPct,SecondChanceAtRimPctAssisted,BlockedShortMidRange,3SecondViolations,Loose Ball Fouls Drawn,OffCorner3ReboundPct,HeaveMakes,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,LongMidRangePctBlocked,DefensiveGoaltends,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,PenaltyCorner3Accuracy,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3
1499,1610612751,Tony Battie,Tony Battie,1499,NJN,339.0,6.0,-6.0,10.0,9.0,5.0,5.0,2.0,19.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,5.0,1.0,8.333333333333334,0.5,0.25,0.5,1.0,1.0,0.5007,26.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201584,1610612751,Courtney Lee,Courtney Lee,201584,NJN,6135.0,102.0,-44.0,199.0,198.0,49.0,85.0,21.0,397.0,7.0,8.0,240.0,7.0,3.0,6.0,8.0,49.0,0.2105263157894736,20.909090909090907,0.0526315789473684,0.0714285714285714,0.0769230769230769,0.1842105263157894,0.5789473684210527,0.5495539473684211,24.7625,0.2462311557788944,9.0,14.0,2.0,1.0,3.0,2.0,7.0,4.0,9.0,1.0,1.0,4.0,15.0,30.0,1.0,7.0,40.0,1.0,5.0,1.0,3.0,2.0,8.0,4.0,4.0,8.0,10.0,20.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,12.0,1.0,1.0,2.0,1.0,2.0,7.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,8.0,5.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.125,0.125,0.5,0.2,0.25,0.4342105263157895,0.2,0.1666666666666666,0.4651162790697674,0.25,0.2666666666666666,0.0333333333333333,0.0714285714285714,0.5,0.1428571428571428,0.0166666666666666,0.1538461538461538,0.0434782608695652,0.0240963855421686,0.0476190476190476,0.05,0.0689655172413793,0.25,1.0,0.3684210526315789,0.6428571428571429,0.6923076923076923,0.3333333333333333,0.1842105263157894,0.2857142857142857,0.2857142857142857,0.5,0.2368421052631578,0.4444444444444444,0.4444444444444444,0.25,0.0263157894736842,0.1428571428571428,0.1428571428571428,1.0,0.4,0.25,0.3333333333333333,0.3333333333333333,0.1428571428571428,0.462525,0.5422916666666666,0.0952380952380952,0.1176470588235294,0.075,0.2,7.676666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2039,1610612751,Keyon Dooling,Keyon Dooling,2039,NJN,723.0,12.0,-17.0,22.0,22.0,6.0,7.0,2.0,44.0,,1.0,31.0,,,,,6.0,0.3333333333333333,16.666666666666668,,,,,0.3333333333333333,0.46665,23.2,0.2727272727272727,,,,,,,,1.0,2.0,1.0,,,1.0,2.0,1.0,,5.0,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,,,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,,,19.55,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2059,1610612751,Eduardo Najera,Eduardo Najera,2059,NJN,12237.0,204.0,-68.0,388.0,385.0,107.0,114.0,48.0,773.0,14.0,17.0,440.0,14.0,17.0,26.0,38.0,107.0,0.320754716981132,16.099773242630384,0.1382113821138211,0.1474358974358974,0.1935483870967742,0.2641509433962264,0.7735849056603774,0.5274886792452831,24.7,0.2757731958762887,13.0,24.0,8.0,4.0,5.0,,4.0,4.0,8.0,3.0,2.0,2.0,17.0,36.0,3.0,6.0,49.0,5.0,9.0,,10.0,6.0,12.0,2.0,2.0,14.0,24.0,10.0,9.0,2.0,5.0,10.0,5.0,15.0,4.0,1.0,2.0,4.0,35.0,2.0,10.0,6.0,3.0,12.0,9.0,5.0,4.0,8.0,,6.0,4.0,,12.0,3.0,13.0,33.0,9.0,12.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,14.0,8.0,0.7058823529411765,0.9230769230769232,1.0,0.1764705882352941,0.1764705882352941,0.4722222222222222,0.5555555555555556,0.5,0.4056603773584906,0.5,0.4285714285714285,0.4152542372881356,0.5,0.4375,0.1388888888888889,0.2083333333333333,0.6666666666666666,0.2142857142857142,0.074074074074074,0.1818181818181818,0.04,0.0648648648648648,0.0555555555555555,0.0512820512820512,0.109375,0.1111111111111111,1.0,0.4528301886792453,0.5416666666666666,0.6842105263157895,0.6153846153846154,0.0754716981132075,,,,0.1509433962264151,0.5,0.5,1.0,0.0566037735849056,0.1428571428571428,0.1428571428571428,1.0,0.8,0.3571428571428571,0.8,0.1428571428571428,0.1428571428571428,0.5248571428571429,0.4578357142857143,0.0701754385964912,0.1,0.2040816326530612,0.2857142857142857,5.302777777777778,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,4.0,1.0,1.0,8.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0555555555555555,0.1111111111111111,0.1428571428571428,0.5,0.037037037037037,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2734,1610612751,Devin Harris,Devin Harris,2734,NJN,3252.0,54.0,-30.0,105.0,108.0,25.0,44.0,11.0,213.0,3.0,3.0,128.0,3.0,5.0,5.0,6.0,25.0,0.125,26.495726495726498,0.1470588235294117,0.1219512195121951,0.2222222222222222,0.125,0.5,0.4886812499999999,25.166666666666668,0.238095238095238,4.0,9.0,,,1.0,1.0,4.0,4.0,8.0,,,1.0,9.0,21.0,,3.0,21.0,1.0,1.0,,2.0,,3.0,1.0,2.0,2.0,4.0,14.0,,,1.0,6.0,3.0,9.0,3.0,,1.0,1.0,21.0,,1.0,,,1.0,2.0,1.0,1.0,5.0,,1.0,,,5.0,2.0,2.0,4.0,8.0,6.0,3.0,1.0,,,1.0,,,2.0,1.0,0.2222222222222222,0.2222222222222222,,,,0.4285714285714285,1.0,,0.375,1.0,,0.4038461538461538,1.0,0.2,0.0476190476190476,0.1111111111111111,1.0,,0.0285714285714285,,,0.0212765957446808,0.0714285714285714,,0.1052631578947368,,,0.375,0.4444444444444444,0.5,0.25,0.1666666666666666,0.25,0.25,1.0,0.3333333333333333,0.5,0.5,,,,,,,0.25,,0.25,,0.4038,0.435575,0.12,0.1363636363636363,0.0952380952380952,0.0952380952380952,8.99047619047619,,4.0,,,,,,,,4.0,1.0,,,1.0,,1.0,,,0.1666666666666666,,0.0769230769230769,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201604,1610612751,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,NJN,4501.0,75.0,-29.0,143.0,141.0,41.0,31.0,18.0,284.0,1.0,4.0,171.0,1.0,4.0,4.0,6.0,41.0,0.1290322580645161,23.92638036809816,0.0930232558139534,0.0689655172413793,,0.032258064516129,0.5483870967741935,0.5083451612903226,23.8,0.2867132867132867,7.0,13.0,1.0,2.0,4.0,3.0,7.0,5.0,7.0,3.0,,1.0,15.0,27.0,1.0,12.0,45.0,1.0,2.0,3.0,5.0,2.0,6.0,3.0,3.0,7.0,12.0,18.0,,,3.0,2.0,1.0,3.0,,1.0,,1.0,7.0,1.0,1.0,,,2.0,3.0,2.0,1.0,1.0,,1.0,2.0,,3.0,1.0,3.0,4.0,8.0,12.0,6.0,,1.0,1.0,1.0,1.0,,7.0,,0.4,0.4285714285714285,,0.25,0.25,0.5555555555555556,0.5,0.3333333333333333,0.532258064516129,0.5,0.2222222222222222,0.6111111111111112,0.6666666666666666,0.3,0.1111111111111111,0.1538461538461538,0.3333333333333333,,0.0181818181818181,,0.0588235294117647,0.0277777777777777,0.0454545454545454,0.0769230769230769,0.15,,1.0,0.4193548387096774,0.5384615384615384,0.6363636363636364,0.4285714285714285,0.2258064516129032,0.4285714285714285,0.5,0.3333333333333333,0.2258064516129032,0.7142857142857143,0.7142857142857143,0.4,0.0967741935483871,,,,0.5,0.4444444444444444,0.5,0.1111111111111111,,0.4307,0.5240944444444444,0.1666666666666666,0.1875,0.1111111111111111,0.1555555555555555,7.025925925925926,1.0,,0.3333333333333333,0.3333333333333333,,,,,2.0,1.0,,,1.0,,,,,,0.1111111111111111,,,,,1.0,,,2.0,3.0,1.0,1.0,0.1428571428571428,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1747,1610612751,Rafer Alston,Rafer Alston,1747,NJN,8093.0,135.0,-43.0,260.0,257.0,74.0,72.0,30.0,517.0,15.0,17.0,296.0,14.0,9.0,11.0,13.0,74.0,0.34,24.315068493150687,0.1034482758620689,0.0943396226415094,0.0952380952380952,0.3,0.52,0.4754551020408163,26.84705882352941,0.2846153846153846,7.0,9.0,1.0,3.0,3.0,8.0,14.0,3.0,10.0,2.0,7.0,7.0,18.0,33.0,7.0,9.0,66.0,1.0,1.0,,5.0,7.0,11.0,7.0,2.0,25.0,,36.0,12.0,7.0,,16.0,2.0,18.0,1.0,1.0,5.0,3.0,38.0,,2.0,1.0,1.0,2.0,1.0,1.0,,12.0,1.0,8.0,4.0,,16.0,2.0,5.0,12.0,8.0,11.0,6.0,,1.0,1.0,1.0,,,25.0,1.0,,,0.5714285714285714,0.4117647058823529,0.4375,0.5454545454545454,1.0,0.6363636363636364,0.57,1.25,0.6388888888888888,0.6,1.25,0.6578947368421053,,,0.75,0.1,0.0232558139534883,0.0526315789473684,,0.0166666666666666,0.03125,,0.125,0.0666666666666666,,0.18,0.7777777777777778,0.7777777777777778,,0.28,0.5714285714285714,0.5714285714285714,,0.2,0.3,0.3,,0.04,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.5,0.1666666666666666,1.0,0.3888888888888889,0.5,0.5368,0.4682676470588235,0.109090909090909,0.1578947368421052,0.0757575757575757,0.3787878787878788,9.257575757575756,,4.0,,,,1.0,1.0,1.0,2.0,8.0,1.0,,1.0,1.0,,,0.04,,0.0555555555555555,,0.04,1.0,0.5,1.0,,,,9.0,1.0,,,,1.0,3.0,1.0,3.0,1.0,1.0,0.4285714285714285,1.0,1.0,0.4285714285714285,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,2839.0,47.0,-32.0,78.0,85.0,23.0,24.0,14.0,163.0,,,105.0,,3.0,7.0,9.0,23.0,,12.765957446808512,0.1,0.1388888888888889,,,0.75,0.495,,0.2948717948717949,2.0,6.0,3.0,,1.0,,2.0,,,,,,2.0,8.0,,1.0,5.0,1.0,3.0,,2.0,,2.0,,,,4.0,,,,,1.0,,1.0,,,,1.0,2.0,,1.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,4.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,0.25,0.3333333333333333,,0.25,0.3333333333333333,,0.2777777777777778,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.0285714285714285,0.3333333333333333,,0.0212765957446808,0.0714285714285714,,0.0625,0.25,,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,,,,,1.0,0.5,,,,0.5120333333333333,0.37805,0.1111111111111111,0.1111111111111111,0.4,,2.4375,,,,,,1.0,,,,,,1.0,,,,,,,0.4,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,NJN,8079.0,135.0,-30.0,264.0,256.0,67.0,70.0,25.0,520.0,,,293.0,,17.0,25.0,36.0,67.0,,21.694915254237287,0.2023809523809523,0.1962616822429906,0.2352941176470588,,0.4565217391304347,0.4839369565217392,,0.2537878787878788,10.0,21.0,10.0,2.0,4.0,8.0,16.0,4.0,9.0,,,,22.0,46.0,,15.0,59.0,5.0,11.0,2.0,12.0,4.0,8.0,,7.0,15.0,26.0,18.0,,,4.0,8.0,,8.0,,,1.0,2.0,16.0,3.0,8.0,4.0,4.0,11.0,1.0,1.0,,4.0,,1.0,5.0,2.0,9.0,3.0,4.0,6.0,14.0,18.0,6.0,3.0,4.0,2.0,4.0,3.0,,15.0,,0.5909090909090909,0.7222222222222222,,,,0.4782608695652174,0.4545454545454545,0.5,0.4782608695652174,0.4545454545454545,0.5,0.5363636363636364,0.5,0.625,0.0869565217391304,0.1428571428571428,0.4444444444444444,0.3636363636363636,0.0930232558139534,0.1739130434782608,0.0909090909090909,0.0924369747899159,0.131578947368421,0.12,0.2127659574468085,0.2,0.75,0.4565217391304347,0.4761904761904761,0.5555555555555556,0.4,0.3478260869565217,0.5,0.5333333333333333,0.625,0.1956521739130435,0.4444444444444444,0.4444444444444444,1.0,,,,,0.9090909090909092,0.5,0.5,,,0.5374625000000001,0.5090499999999999,0.1153846153846153,0.1153846153846153,0.2033898305084746,0.2542372881355932,6.556521739130435,,3.0,,,,5.0,,,8.0,5.0,2.0,1.0,1.0,,,3.0,0.0434782608695652,0.08,0.15,,0.1,0.5,,,,,,,,,0.0625,,,,,,,,,,,,,,,,2.0,2.0,,,,,,True,,,,,,,,,,,,,,,,,,
2239,1610612751,Trenton Hassell,Trenton Hassell,2239,NJN,5077.0,85.0,11.0,157.0,152.0,48.0,36.0,23.0,309.0,,1.0,149.0,,5.0,6.0,14.0,48.0,0.0454545454545454,15.300546448087433,0.1063829787234042,0.078125,,,0.5,0.4837249999999999,22.3,0.3057324840764331,6.0,10.0,1.0,1.0,2.0,,3.0,3.0,8.0,1.0,,,9.0,21.0,,9.0,27.0,2.0,4.0,2.0,6.0,1.0,6.0,,2.0,4.0,14.0,4.0,,,3.0,,,,,,,,,5.0,3.0,,1.0,8.0,2.0,,2.0,1.0,,1.0,,,1.0,,4.0,6.0,10.0,11.0,5.0,1.0,,,,,,4.0,1.0,0.7777777777777778,0.875,,,,0.4285714285714285,0.5,0.1666666666666666,0.4090909090909091,0.5,0.1666666666666666,0.5,0.5,0.25,0.1428571428571428,0.2,1.0,0.1428571428571428,0.0555555555555555,,0.2083333333333333,0.1025641025641025,0.0869565217391304,0.1764705882352941,0.0952380952380952,,,0.4545454545454545,0.6,0.75,0.6666666666666666,0.1363636363636363,,,,0.3636363636363636,0.375,0.375,1.0,0.0454545454545454,,,,0.25,0.3333333333333333,0.5,,,0.462925,0.4711666666666667,0.1923076923076923,0.2,0.2222222222222222,0.1481481481481481,7.728571428571428,,,,,,1.0,,,2.0,,1.0,,,2.0,,1.0,0.0714285714285714,,0.2142857142857142,,0.1,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,0.2857142857142857,,,,True,,,,,,,,,,,,,,,,,,
