EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,Technical Free Throw Trips,3pt And 1 Free Throw Trips,BlockedCorner3,on
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,60882.0,1015,119,1985,1970,565,367,249,3955,125,186,33.0,56,31.0,54.0,66.0,151,4,17,195,354,100.0,490,2013,38,70,19.0,95,51,92,39.0,141,242,148.0,58.0,21.0,19,10.0,29,10.0,9,2.0,8,68,24.0,62,1.0,55,120,15.0,190,87,277,8.0,15,10,5.0,28,1.0,11.0,38.0,1.0,17.0,1.0,9.0,66,9.0,17.0,48,99,11.0,16.0,103,6.0,4.0,136.0,16.0,64.0,12.0,47.0,24.0,2.0,21.0,47.0,24.0,9.0,10.0,141,565,6.0,12.0,0.6205128205128205,0.7289156626506024,0.5508474576271186,0.5428571428571428,0.5543478260869565,0.5508474576271186,0.5428571428571428,0.5543478260869565,0.5917874396135265,0.5792682926829268,0.5826446280991735,0.059322033898305086,0.08602150537634409,0.033112582781456956,21.18270079435128,0.42424242424242425,0.3488372093023256,0.01639344262295082,0.17216642754662842,0.08831908831908832,0.2029520295202952,0.10619469026548672,0.18078512396694216,0.09267241379310345,0.09012875536480687,0.10330578512396695,0.07048458149779736,0.08045977011494253,0.19230769230769232,0.15151515151515152,0.17857142857142858,0.18151815181518152,0.21182266009852216,0.17647058823529413,0.05970149253731343,0.5106382978723404,0.5254237288135594,0.6720430107526881,0.7352941176470589,0.688,0.4265536723163842,0.4370860927152318,0.4520547945205479,0.5,0.0480225988700565,0.23529411764705882,0.23529411764705882,0.5,0.8,0.5892857142857143,0.18181818181818182,0.5869565217391305,0.5740740740740741,0.5254237288135594,0.49913644067796603,0.5492267857142856,0.49593260869565214,0.15920398009950248,0.15920398009950248,0.19387755102040816,0.28775510204081634,4.392090395480225,0.28463476070528965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,155078.0,2585,305,5022,4991,1654,1236,657,10013,194,336,67.0,116,52.0,100.0,52.0,121,38,100,284,557,140.0,882,5128,78,138,24.0,189,78,165,48.0,261,244,324.0,122.0,45.0,207,60.0,267,44.0,110,44.0,53,594,34.0,144,6.0,131,439,48.0,618,184,802,22.0,75,48,27.0,86,18.0,67.0,64.0,7.0,19.0,1.0,9.0,150,9.0,45.0,122,227,22.0,17.0,170,18.0,3.0,202.0,29.0,98.0,18.0,59.0,52.0,,7.0,59.0,37.0,8.0,5.0,261,1654,23.0,17.0,0.4295774647887324,0.547085201793722,0.5098743267504489,0.5652173913043478,0.4727272727272727,0.5020297699594046,0.5729166666666666,0.46304347826086956,0.5338983050847458,0.590625,0.5,0.0807899461400359,0.09821428571428571,0.09090909090909091,16.950329975686003,0.5733333333333334,0.32,0.037267080745341616,0.2504278379920137,0.08401400233372229,0.18903318903318903,0.05214723926380368,0.2330335241210139,0.07523245984784446,0.11764705882352941,0.07339449541284404,0.06091370558375635,0.054,0.046052631578947366,0.20905923344947736,0.2709677419354839,0.2703081232492997,0.193359375,0.17679558011049723,0.0650887573964497,0.6271186440677966,0.4546684709066306,0.5773809523809523,0.6402640264026402,0.4072164948453608,0.16373477672530445,0.4297520661157025,0.4727272727272727,0.5,0.13531799729364005,0.38,0.3838383838383838,0.4473684210526316,0.8055555555555556,0.5775862068965517,0.05970149253731343,0.43478260869565216,0.52,0.7009472259810555,0.5209023939808484,0.543530737704918,0.5144078124999999,0.12128712871287128,0.15654952076677317,0.21428571428571427,0.29591836734693877,5.30718132854578,0.32935085623257665,16.0,35.0,8.0,14.0,42.0,147.0,3.0,6.0,11.0,51.0,58.0,182.0,3.0,6.0,19.0,65.0,147.0,27.0,7.0,140.0,42.0,1.0,16.0,1.0,2.0,1.0,0.8448275862068966,0.31868131868131866,0.5,0.2923076923076923,0.3314285714285714,0.2462787550744249,0.005494505494505495,0.01,0.006802721088435374,0.04736129905277402,0.45714285714285713,0.45714285714285713,0.9375,0.19891745602165087,0.2857142857142857,0.2876712328767123,0.8095238095238095,0.041666666666666664,0.5,0.6666666666666666,0.06086956521739131,0.5714285714285714,0.2217391304347826,0.21568627450980393,0.3,26.530769230769216,,,,,,,,,,,,,,,True
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,98376.0,1640,222,3190,3165,1081,818,409,6355,82,160,21.0,32,22.0,48.0,13.0,37,33,82,128,279,91.0,527,3199,25,38,11.0,76,35,75,50.0,177,142,114.0,28.0,27.0,111,33.0,144,16.0,57,25.0,29,321,16.0,42,2.0,39,101,11.0,151,60,211,9.0,62,29,33.0,34,8.0,24.0,44.0,4.0,10.0,2.0,3.0,78,7.0,25.0,30,102,11.0,21.0,133,7.0,9.0,130.0,15.0,51.0,20.0,12.0,8.0,3.0,1.0,13.0,5.0,5.0,,177,1081,15.0,20.0,0.5546875,0.6228070175438597,0.45878136200716846,0.6578947368421053,0.4666666666666667,0.48444444444444446,0.6132075471698113,0.4568345323741007,0.519723865877712,0.6129032258064516,0.5115606936416185,0.0967741935483871,0.1375,0.13513513513513514,16.075845012366035,0.4358974358974359,0.10784313725490197,0.019417475728155338,0.08851884312007012,0.03932584269662921,0.09443099273607748,0.03950617283950617,0.09009009009009009,0.03937542430414121,0.04891304347826087,0.023809523809523808,0.04395604395604396,0.04180064308681672,0.031914893617021274,0.08355795148247978,0.08552631578947369,0.0944206008583691,0.08637873754152824,0.11607142857142858,0.03896103896103896,0.38461538461538464,0.35555555555555557,0.5125,0.5942028985507246,0.573170731707317,0.08222222222222222,0.35135135135135137,0.40625,0.38461538461538464,0.18222222222222223,0.4024390243902439,0.4024390243902439,0.5757575757575758,0.6037735849056604,0.65625,0.23809523809523808,0.34532374100719426,0.4583333333333333,0.7355555555555555,0.5317341517857145,0.532171052631579,0.5312032608695653,0.10677618069815195,0.1619047619047619,0.1442125237191651,0.33586337760910817,7.118637992831541,0.33887147335423196,23.0,62.0,8.0,28.0,37.0,109.0,3.0,10.0,11.0,36.0,60.0,171.0,5.0,15.0,19.0,64.0,147.0,33.0,1.0,108.0,37.0,1.0,17.0,,,,0.8166666666666667,0.3508771929824561,0.3333333333333333,0.296875,0.35294117647058826,0.38,0.005847953216374269,,,0.13777777777777778,0.3709677419354839,0.3770491803278688,0.9565217391304348,0.24222222222222223,0.3394495412844037,0.3394495412844037,0.7297297297297297,0.18867924528301888,0.3,0.6666666666666666,0.2014388489208633,0.2857142857142857,0.2589928057553957,0.3055555555555556,0.3425925925925926,25.092982456140348,2.0,5.0,1.0,1.0,1.0,0.016129032258064516,0.09433962264150944,0.4,0.5,0.005813953488372093,,,,,True
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,71283.0,1188,117,2279,2288,648,559,291,4567,64,104,5.0,9,21.0,27.0,21.0,50,51,128,136,282,75.0,473,2286,7,17,3.0,29,39,73,28.0,148,120,152.0,4.0,15.0,52,25.0,77,20.0,27,13.0,12,179,4.0,13,1.0,38,69,1.0,108,18,126,4.0,46,24,22.0,22,3.0,11.0,21.0,3.0,11.0,1.0,6.0,43,1.0,15.0,56,85,2.0,3.0,62,3.0,4.0,91.0,4.0,30.0,13.0,15.0,12.0,2.0,1.0,15.0,9.0,1.0,,148,648,5.0,13.0,0.4411764705882353,0.44776119402985076,0.48226950354609927,0.4117647058823529,0.5342465753424658,0.4738095238095238,0.48148148148148145,0.5128205128205128,0.5108459869848156,0.5,0.5485074626865671,0.05319148936170213,0.09615384615384616,0.08,19.302949061662197,0.5116279069767442,0.015151515151515152,0.014705882352941176,0.08668341708542714,0.01643489254108723,0.10857142857142857,0.012861736334405145,0.09336823734729494,0.015426497277676952,0.019157088122605363,0.016597510373443983,0.01384083044982699,0.01639344262295082,,0.08333333333333333,0.08,0.09337349397590361,0.11627906976744186,0.08695652173913043,0.018433179723502304,0.6,0.24761904761904763,0.6153846153846154,0.6808510638297872,0.59375,0.11904761904761904,0.42,0.45652173913043476,0.14285714285714285,0.3047619047619048,0.3984375,0.4015748031496063,0.37254901960784315,0.3333333333333333,0.5555555555555556,0.2,0.23076923076923078,0.7777777777777778,0.5761904761904761,0.5043950483091787,0.5286375,0.4956955752212389,0.07142857142857142,0.09740259740259741,0.0613107822410148,0.3128964059196617,10.200709219858155,0.2843352347520842,7.0,29.0,2.0,12.0,35.0,109.0,4.0,10.0,12.0,32.0,42.0,138.0,4.0,10.0,14.0,44.0,120.0,6.0,6.0,102.0,34.0,,5.0,,1.0,,0.9523809523809523,0.30434782608695654,0.4,0.3181818181818182,0.3106060606060606,0.32857142857142857,,0.0078125,,0.06904761904761905,0.2413793103448276,0.2413793103448276,1.0,0.25952380952380955,0.3211009174311927,0.3211009174311927,0.9428571428571428,0.37037037037037035,0.4,1.0,0.10256410256410256,0.16666666666666666,0.27350427350427353,0.375,0.3333333333333333,26.57246376811594,,,2.0,,,,,,,0.014285714285714285,1.0,3.0,,,True
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,62671.0,1045,118,2017,2013,638,437,259,4030,58,93,5.0,7,20.0,31.0,15.0,40,33,71,106,204,40.0,417,2043,9,18,2.0,44,33,61,14.0,155,114,98.0,2.0,15.0,54,24.0,78,16.0,27,16.0,11,180,2.0,8,,23,52,,75,10,85,,33,25,8.0,22,4.0,19.0,27.0,3.0,3.0,4.0,6.0,49,2.0,12.0,22,82,2.0,8.0,59,,6.0,63.0,11.0,31.0,6.0,8.0,7.0,1.0,,8.0,4.0,,,155,638,13.0,5.0,0.5377358490566038,0.5428571428571428,0.5196078431372549,0.5,0.5409836065573771,0.5236111111111111,0.6774193548387096,0.6130434782608696,0.5401554404145078,0.6875,0.6300813008130082,0.07352941176470588,0.10752688172043011,0.1,18.747300215982722,0.4489795918367347,,,0.07282913165266107,0.011851851851851851,0.08041958041958042,0.006514657980456026,0.075,0.010183299389002037,0.01282051282051282,0.013888888888888888,0.008888888888888889,0.00423728813559322,0.014084507042253521,0.053497942386831275,0.09550561797752809,0.07508532423208192,0.09216589861751152,0.043478260869565216,,0.5,0.25833333333333336,0.6236559139784946,0.6987951807228916,0.6206896551724138,0.1111111111111111,0.375,0.4166666666666667,0.3333333333333333,0.19722222222222222,0.4647887323943662,0.4714285714285714,0.48484848484848486,0.22580645161290322,0.7142857142857143,0.4,0.26956521739130435,0.6451612903225806,0.6916666666666667,0.5217938547486035,0.49220208333333343,0.5245663716814158,0.08157894736842106,0.13839285714285715,0.10551558752997602,0.37170263788968827,8.29705882352941,0.31631135349529005,11.0,30.0,1.0,8.0,44.0,126.0,8.0,11.0,24.0,46.0,55.0,156.0,8.0,13.0,25.0,54.0,126.0,39.0,1.0,125.0,44.0,1.0,8.0,,1.0,,0.7636363636363637,0.3525641025641026,0.6153846153846154,0.46296296296296297,0.3548387096774194,0.43333333333333335,0.00641025641025641,0.014084507042253521,0.007936507936507936,0.08333333333333333,0.36666666666666664,0.36666666666666664,0.7272727272727273,0.35,0.3492063492063492,0.352,0.7727272727272727,0.3548387096774194,0.7272727272727273,0.75,0.06956521739130435,0.125,0.4,0.5217391304347826,0.352,25.47051282051282,,2.0,,,,,0.06451612903225806,,,,,,,,True
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,18571.0,310,20,611,600,246,202,96,1211,6,11,1.0,2,2.0,2.0,,2,12,25,18,38,13.0,85,631,3,7,,6,5,9,4.0,29,20,16.0,2.0,,16,6.0,22,5.0,11,1.0,4,50,9.0,4,,9,17,1.0,27,13,40,,10,7,3.0,5,1.0,3.0,5.0,1.0,2.0,,,10,1.0,1.0,16,42,4.0,3.0,15,3.0,4.0,17.0,1.0,4.0,3.0,4.0,4.0,,,4.0,2.0,,1.0,29,246,9.0,3.0,0.5555555555555556,0.5882352941176471,0.47368421052631576,0.42857142857142855,0.5555555555555556,0.45569620253164556,0.25,0.6578947368421053,0.4823529411764706,0.25,0.6363636363636364,,,,13.21279554937413,0.5,0.045454545454545456,,0.08056872037914692,0.01951219512195122,0.10344827586206896,0.08333333333333333,0.087248322147651,0.04153354632587859,0.014705882352941176,,0.04411764705882353,0.09195402298850575,0.047619047619047616,0.08333333333333333,0.07547169811320754,0.08139534883720931,0.07692307692307693,0.18181818181818182,,0.5,0.13924050632911392,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.02531645569620253,,,,0.31645569620253167,0.48,0.48,0.6666666666666666,0.16666666666666666,0.5,,0.10526315789473684,1.0,0.6582278481012658,0.5126,0.49320625000000007,0.48901052631578945,0.04878048780487805,0.0975609756097561,0.07058823529411765,0.3411764705882353,13.242105263157894,0.4026186579378069,4.0,13.0,1.0,3.0,8.0,28.0,,3.0,4.0,7.0,12.0,41.0,,5.0,5.0,10.0,30.0,6.0,,28.0,8.0,,1.0,,,,0.8333333333333334,0.2926829268292683,,0.5,0.2926829268292683,0.5189873417721519,,,,0.16455696202531644,0.3076923076923077,0.3076923076923077,1.0,0.35443037974683544,0.2857142857142857,0.2857142857142857,0.75,0.25,,,0.15789473684210525,0.3333333333333333,0.3684210526315789,0.5714285714285714,0.2857142857142857,24.98536585365854,,2.0,,,,,0.16666666666666666,,,,,4.0,,,True
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,82940.0,1382,190,2713,2680,886,671,351,5393,17,42,1.0,5,4.0,11.0,8.0,25,56,138,81,205,75.0,393,2791,6,11,8.0,38,22,53,41.0,133,78,84.0,,7.0,86,19.0,105,16.0,46,21.0,19,229,3.0,12,,25,52,1.0,78,15,93,5.0,52,35,17.0,36,5.0,28.0,15.0,2.0,8.0,,2.0,51,4.0,15.0,47,129,3.0,4.0,106,6.0,40.0,88.0,2.0,26.0,13.0,5.0,3.0,,2.0,5.0,3.0,,,133,886,22.0,14.0,0.48148148148148145,0.48148148148148145,0.3951219512195122,0.5454545454545454,0.41509433962264153,0.47041420118343197,0.6818181818181818,0.44660194174757284,0.5145888594164456,0.6851851851851852,0.5277777777777778,0.03414634146341464,0.14285714285714285,,13.806451612903226,0.7058823529411765,0.01098901098901099,,0.05603448275862069,0.012806830309498399,0.07122507122507123,0.01,0.060203283815480846,0.012126111560226353,0.02912621359223301,0.003278688524590164,0.006191950464396285,0.01282051282051282,,0.057432432432432436,0.05859375,0.05319148936170213,0.07364341085271318,0.06451612903225806,0.026041666666666668,0.6,0.1242603550295858,0.40476190476190477,0.4722222222222222,0.35294117647058826,0.07396449704142012,0.32,0.32,0.125,0.40828402366863903,0.4057971014492754,0.40875912408759124,0.5714285714285714,0.22727272727272727,0.2,1.0,0.10679611650485436,0.36363636363636365,0.5177514792899408,0.4981985163204748,0.534511111111111,0.4877098039215686,0.08241758241758242,0.11353711790393013,0.09669211195928754,0.3384223918575064,14.178048780487806,0.3265757464061924,21.0,46.0,6.0,12.0,31.0,87.0,3.0,6.0,10.0,38.0,52.0,133.0,6.0,11.0,16.0,50.0,147.0,9.0,,87.0,31.0,1.0,3.0,,,,0.9423076923076923,0.39097744360902253,0.5454545454545454,0.32,0.39097744360902253,0.39349112426035504,0.007518796992481203,0.007246376811594203,0.011494252873563218,0.13609467455621302,0.45652173913043476,0.45652173913043476,1.0,0.257396449704142,0.3563218390804598,0.36046511627906974,0.9032258064516129,0.2727272727272727,0.5,1.0,0.11650485436893204,0.5,0.36893203883495146,0.2631578947368421,0.3563218390804598,25.084210526315786,3.0,5.0,4.0,,,,0.22727272727272727,0.6,1.0,0.02962962962962963,,5.0,2.0,,True
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,109777.0,1830,279,3576,3546,1286,920,466,7122,130,234,20.0,34,42.0,90.0,139.0,296,141,350,410,880,298.0,1304,3671,40,76,26.0,121,137,310,159.0,514,310,510.0,22.0,43.0,132,67.0,199,39.0,93,17.0,22,465,10.0,34,2.0,62,106,5.0,173,46,219,11.0,68,34,34.0,82,15.0,45.0,62.0,7.0,37.0,1.0,11.0,144,10.0,49.0,36,119,6.0,23.0,285,11.0,8.0,357.0,28.0,146.0,38.0,10.0,7.0,,3.0,12.0,6.0,3.0,3.0,514,1286,22.0,36.0,0.3780487804878049,0.38847117794486213,0.4659090909090909,0.5263157894736842,0.44193548387096776,0.46617238183503246,0.5337078651685393,0.4448621553884712,0.5238480194017785,0.605,0.5279503105590062,0.048863636363636366,0.09829059829059829,0.04391891891891892,33.6996336996337,0.5694444444444444,0.047619047619047616,0.01834862385321101,0.08527755430410297,0.028404344193817876,0.12550607287449392,0.022271714922048998,0.09671848013816926,0.026731470230862697,0.03931203931203931,0.03116883116883117,0.014814814814814815,0.023952095808383235,0.017391304347826087,0.07729468599033816,0.08235294117647059,0.09406952965235174,0.1232876712328767,0.13178294573643412,0.02010968921389397,0.5,0.21686746987951808,0.5555555555555556,0.6161137440758294,0.4307692307692308,0.2743280815569972,0.46959459459459457,0.4911660777385159,0.3237410071942446,0.3243744207599629,0.40285714285714286,0.4110787172011662,0.3829787234042553,0.38202247191011235,0.5882352941176471,0.35,0.22556390977443608,0.4666666666666667,0.40129749768303985,0.46452893023255826,0.48079295774647873,0.45848472222222225,0.12427022518765637,0.1462925851703407,0.09279141104294479,0.3941717791411043,10.552159090909097,0.35961968680089484,8.0,24.0,4.0,10.0,54.0,175.0,1.0,7.0,23.0,79.0,62.0,199.0,5.0,13.0,27.0,89.0,120.0,66.0,4.0,171.0,54.0,1.0,28.0,,,,0.6451612903225806,0.31155778894472363,0.38461538461538464,0.30337078651685395,0.31794871794871793,0.18443002780352177,0.005025125628140704,0.02,0.005714285714285714,0.022242817423540315,0.3333333333333333,0.3333333333333333,0.5,0.16218721037998146,0.30857142857142855,0.3103448275862069,0.6666666666666666,0.07865168539325842,0.14285714285714285,1.0,0.02506265664160401,0.4,0.19799498746867167,0.2911392405063291,0.3157894736842105,26.11909547738694,4.0,6.0,3.0,2.0,1.0,,0.06741573033707865,0.6666666666666666,0.25,0.014925373134328358,,10.0,1.0,1.0,True
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,83901.0,1398,195,2730,2711,971,742,354,5441,156,232,56.0,85,45.0,71.0,83.0,189,24,55,263,476,198.0,724,2811,67,107,62.0,196,69,120,104.0,242,276,250.0,92.0,24.0,99,36.0,135,31.0,55,16.0,28,306,47.0,92,5.0,71,185,35.0,291,144,435,13.0,20,16,4.0,51,6.0,31.0,36.0,7.0,20.0,,4.0,87,11.0,32.0,51,104,11.0,10.0,210,25.0,13.0,252.0,23.0,100.0,37.0,66.0,45.0,6.0,15.0,71.0,37.0,6.0,1.0,242,971,18.0,34.0,0.5247148288973384,0.6359447004608295,0.5525210084033614,0.6261682242990654,0.575,0.5479166666666667,0.6261682242990654,0.5564516129032258,0.6085858585858586,0.7,0.654054054054054,0.05042016806722689,0.07327586206896551,0.031746031746031744,21.708638826904686,0.5862068965517241,0.3804347826086957,0.060240963855421686,0.19576719576719576,0.10372040586245772,0.19505494505494506,0.12401055408970976,0.19556913674560733,0.10979462875197472,0.14743589743589744,0.08955223880597014,0.07166123778501629,0.11498257839721254,0.15217391304347827,0.16510903426791276,0.2074688796680498,0.21409921671018275,0.19924812030075187,0.1836734693877551,0.06951871657754011,0.5211267605633803,0.48333333333333334,0.6724137931034483,0.7255813953488373,0.5897435897435898,0.39375,0.43915343915343913,0.453551912568306,0.39759036144578314,0.11458333333333333,0.43636363636363634,0.4444444444444444,0.5416666666666666,0.794392523364486,0.6588235294117647,0.21428571428571427,0.5725806451612904,0.6338028169014085,0.49166666666666664,0.4900344791666668,0.5509093023255814,0.49432862903225816,0.17953321364452424,0.18083182640144665,0.27071823204419887,0.3342541436464088,5.3960084033613445,0.3556776556776557,,,,,,4.0,,,,4.0,,4.0,,,,4.0,,,,4.0,,,5.0,,,,,,,,,0.008333333333333333,,0.01818181818181818,,,,,,0.008333333333333333,,,,,,,,,0.03225806451612903,,,28.5,,,,5.0,3.0,,,,,,,1.0,,2.0,True
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,7303.0,122,-14,234,233,77,40,35,467,2,4,,1,,,6.0,13,4,14,12,31,1.0,31,260,2,4,,10,6,10,,15,24,,,3.0,7,1.0,8,1.0,5,,2,17,1.0,4,,2,3,1.0,6,5,11,1.0,1,1,,3,,3.0,2.0,,,,1.0,5,,2.0,3,7,1.0,1.0,1,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,,,15,77,,,1.0,1.0,0.3870967741935484,0.5,0.6,0.375,0.7142857142857143,0.46875,0.3780487804878049,0.7142857142857143,0.46875,0.0967741935483871,0.5,0.07692307692307693,16.91176470588235,0.6,0.14285714285714285,,0.03614457831325301,0.044444444444444446,0.08695652173913043,0.04,0.04716981132075472,0.043478260869565216,0.034482758620689655,0.04,0.05555555555555555,0.05263157894736842,,,0.05,0.05555555555555555,0.1111111111111111,,0.043478260869565216,1.0,0.1,0.5,1.0,1.0,0.325,0.46153846153846156,0.5,1.0,0.35,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,,,,,0.325,0.45138749999999994,0.48045,0.45557499999999995,0.024390243902439025,0.03125,0.3225806451612903,0.4838709677419355,11.312903225806451,0.32905982905982906,,3.0,,3.0,2.0,6.0,2.0,2.0,1.0,3.0,2.0,9.0,2.0,3.0,1.0,6.0,3.0,3.0,,6.0,2.0,,,,,,0.5,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.2222222222222222,0.225,,,,0.075,,,,0.15,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,1.0,0.5,0.1875,,0.1875,0.3333333333333333,0.3333333333333333,25.288888888888888,,1.0,,,,,0.14285714285714285,,,,,,,,True
