EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FTDefRebounds,SelfOReb,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,LostBallSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Technical Free Throw Trips,SecondChanceCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,on,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,6568.0,109,5,224,219,108,92,28.0,443,12.0,15.0,5.0,6.0,3.0,6.0,6.0,12.0,8.0,19.0,26.0,46.0,10.0,62,248,5.0,8.0,4.0,14.0,9.0,23.0,5.0,23.0,18.0,34.0,4.0,2.0,5,3,8,3.0,3.0,1.0,1.0,19,4.0,4.0,5.0,8.0,13.0,8.0,21.0,2.0,2.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,15.0,3.0,1.0,10,14.0,4.0,8.0,1.0,7.0,1.0,1.0,2.0,2.0,3.0,8.0,7.0,1.0,23.0,108,2.0,1.0,0.34615384615384615,0.375,0.5652173913043478,0.625,0.391304347826087,0.5652173913043478,0.625,0.391304347826087,0.6078431372549019,0.7777777777777778,0.4423076923076923,0.043478260869565216,0.13333333333333333,23.4375,0.4444444444444444,0.1038961038961039,0.06349206349206349,0.23809523809523808,0.13793103448275862,0.1326530612244898,0.08695652173913043,0.19047619047619047,0.17647058823529413,0.08333333333333333,0.045454545454545456,0.21212121212121213,0.2857142857142857,0.14285714285714285,0.875,0.32608695652173914,0.8,0.9230769230769231,0.3333333333333333,0.2608695652173913,0.5,0.5,0.16666666666666666,0.41304347826086957,0.42105263157894735,0.42105263157894735,0.5,0.75,0.8333333333333334,0.4,0.2608695652173913,0.5,0.32608695652173914,0.45878260869565224,0.56845,0.4418304347826087,0.16,0.16,0.22580645161290322,0.3709677419354839,9.478260869565219,0.48214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,10441.0,174,-25,339,342,92,92,47.0,681,20.0,26.0,4.0,5.0,6.0,8.0,8.0,18.0,,3.0,28.0,47.0,5.0,61,383,7.0,9.0,,14.0,10.0,16.0,,20.0,40.0,16.0,10.0,3.0,1,2,3,2.0,,,1.0,8,11.0,8.0,10.0,21.0,38.0,19.0,57.0,2.0,2.0,5.0,,2.0,7.0,,3.0,3.0,12.0,1.0,3.0,15.0,25.0,4.0,3.0,10,8.0,,4.0,,8.0,,,8.0,,,8.0,3.0,1.0,20.0,92,1.0,,0.7142857142857143,0.8695652173913043,0.5957446808510638,0.7777777777777778,0.625,0.5957446808510638,0.7777777777777778,0.625,0.5980392156862745,0.7777777777777778,0.625,0.06382978723404255,0.07692307692307693,15.98984771573604,0.4166666666666667,0.18584070796460178,0.07407407407407407,0.24390243902439024,0.1774193548387097,0.2012987012987013,0.11176470588235295,0.10256410256410256,0.1590909090909091,0.2222222222222222,0.22857142857142856,0.14285714285714285,0.2727272727272727,0.125,0.375,0.5531914893617021,0.7692307692307693,0.8333333333333334,0.75,0.3829787234042553,0.4444444444444444,0.47058823529411764,0.625,0.06382978723404255,,,,0.5555555555555556,0.8,0.25,0.5,0.75,0.5531914893617021,0.5079872340425531,0.5592833333333332,0.49540625000000005,0.0784313725490196,0.0784313725490196,0.22950819672131148,0.32786885245901637,4.163829787234043,0.2713864306784661,7.0,1.0,2.0,1.0,2.0,0.05555555555555555,0.6363636363636364,0.037037037037037035,0.07142857142857142,0.20689655172413793,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,24362.0,406,28,783,784,337,239,98.0,1567,13.0,25.0,1.0,1.0,5.0,11.0,10.0,24.0,13.0,23.0,36.0,72.0,19.0,130,838,3.0,4.0,,9.0,14.0,33.0,8.0,48.0,14.0,58.0,,1.0,37,26,63,17.0,18.0,7.0,12.0,152,6.0,2.0,17.0,21.0,40.0,8.0,48.0,11.0,6.0,17.0,2.0,12.0,9.0,2.0,5.0,1.0,26.0,1.0,11.0,12.0,32.0,1.0,4.0,25,20.0,2.0,9.0,2.0,1.0,,,1.0,,,1.0,1.0,,48.0,337,4.0,2.0,0.19444444444444445,0.19444444444444445,0.5,0.75,0.42424242424242425,0.5,0.45,0.425531914893617,0.5416666666666666,0.45,0.47058823529411764,0.013888888888888888,0.04,16.38608305274972,0.6538461538461539,0.07581227436823104,0.00966183574879227,0.16666666666666666,0.04477611940298507,0.10026385224274406,0.02346041055718475,0.013888888888888888,0.043478260869565216,0.047619047619047616,0.04054054054054054,0.09090909090909091,0.14102564102564102,0.25,1.0,0.22522522522522523,0.52,0.5416666666666666,0.23076923076923078,0.21621621621621623,0.4166666666666667,0.4166666666666667,0.2,0.2072072072072072,0.5652173913043478,0.5652173913043478,0.15384615384615385,0.1,1.0,,0.23404255319148937,0.45454545454545453,0.5765765765765766,0.4849613636363636,0.5136833333333333,0.47754130434782605,0.07627118644067797,0.11392405063291139,0.06923076923076923,0.36923076923076925,8.5625,0.43039591315453385,2.0,2.0,1.0,2.0,2.0,,0.09523809523809523,,0.013333333333333334,0.08450704225352113,0.03389830508474576,5.0,11.0,1.0,2.0,2.0,8.0,28.0,1.0,5.0,2.0,12.0,13.0,39.0,1.0,6.0,4.0,14.0,36.0,3.0,1.0,27.0,8.0,9.0,5.0,0.9230769230769231,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.34210526315789475,0.35135135135135137,0.0990990990990991,0.45454545454545453,0.45454545454545453,1.0,0.25225225225225223,0.2857142857142857,0.2857142857142857,0.875,0.1,0.5,0.2,1.0,0.0425531914893617,1.0,0.2553191489361702,0.16666666666666666,0.2962962962962963,25.315384615384612,,,,,,,,,,,,True,,,,,,,,
1713,1610612753,Vince Carter,Vince Carter,1713,ORL,9440.0,157,48,310,308,141,100,43.0,618,5.0,16.0,1.0,1.0,1.0,6.0,6.0,15.0,8.0,25.0,19.0,56.0,35.0,106,292,3.0,6.0,2.0,8.0,5.0,19.0,24.0,52.0,8.0,30.0,2.0,1.0,7,7,14,2.0,4.0,1.0,2.0,35,1.0,1.0,7.0,24.0,31.0,2.0,33.0,2.0,1.0,7.0,,2.0,2.0,,5.0,1.0,9.0,,5.0,7.0,11.0,,,24,39.0,,10.0,9.0,1.0,,,1.0,,,1.0,1.0,,52.0,141,1.0,8.0,0.21052631578947367,0.2222222222222222,0.3392857142857143,0.5,0.2631578947368421,0.4382716049382716,0.5,0.4375,0.525,0.5714285714285714,0.5652173913043478,0.017857142857142856,,30.337078651685392,0.7777777777777778,0.2033898305084746,0.011904761904761904,0.15217391304347827,0.0196078431372549,0.18902439024390244,0.014814814814814815,0.029411764705882353,0.02857142857142857,,0.2,0.18518518518518517,0.17142857142857143,0.09090909090909091,1.0,0.19753086419753085,0.3125,0.3125,0.2,0.18518518518518517,0.4,0.42857142857142855,0.3333333333333333,0.30864197530864196,0.32,0.32,0.125,0.16666666666666666,1.0,,0.1875,0.16666666666666666,0.5061728395061729,0.46700740740740737,0.42775,0.448025,0.10989010989010989,0.15151515151515152,0.07547169811320754,0.49056603773584906,10.978571428571428,0.45483870967741935,,1.0,,,1.0,0.06666666666666667,,,,0.23076923076923078,0.020833333333333332,,2.0,,,2.0,11.0,23.0,,,6.0,11.0,11.0,25.0,,,6.0,13.0,18.0,15.0,,23.0,11.0,5.0,1.0,0.5454545454545454,0.44,,0.46153846153846156,0.44,0.30864197530864196,0.024691358024691357,,,,0.2839506172839506,0.4782608695652174,0.4782608695652174,0.5454545454545454,,,,,0.0625,,0.34375,0.5454545454545454,0.4782608695652174,26.344,2.0,,,,,,,,,,,True,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,16185.0,270,23,521,523,208,137,64.0,1044,5.0,8.0,,,,1.0,3.0,4.0,11.0,27.0,19.0,39.0,36.0,140,562,1.0,1.0,2.0,13.0,4.0,9.0,22.0,57.0,14.0,24.0,,2.0,14,13,27,8.0,9.0,4.0,1.0,67,,2.0,2.0,13.0,15.0,3.0,18.0,3.0,2.0,8.0,,5.0,5.0,,3.0,4.0,13.0,1.0,6.0,10.0,19.0,,1.0,35,44.0,2.0,14.0,4.0,,,,,,,,,,57.0,208,,4.0,0.3684210526315789,0.3684210526315789,0.48717948717948717,1.0,0.4444444444444444,0.6419753086419753,0.9166666666666666,0.603448275862069,0.695,0.9285714285714286,0.7,0.05128205128205128,0.25,19.120135363790187,0.6153846153846154,0.07065217391304347,0.015384615384615385,0.029850746268656716,,0.05976095617529881,0.00904977375565611,,,,0.05263157894736842,0.10227272727272728,0.02,0.058823529411764705,,0.09876543209876543,0.625,0.8333333333333334,0.4,0.04938271604938271,0.75,0.75,0.3333333333333333,0.3333333333333333,0.4074074074074074,0.4074074074074074,0.36363636363636365,,,,0.034482758620689655,,0.6172839506172839,0.502712962962963,0.4853166666666667,0.516098275862069,0.17708333333333334,0.27450980392156865,0.09285714285714286,0.40714285714285714,14.094871794871796,0.39923224568138194,,,,4.0,,,,0.05555555555555555,,0.02564102564102564,,8.0,10.0,2.0,5.0,6.0,14.0,32.0,1.0,3.0,4.0,14.0,22.0,42.0,3.0,5.0,9.0,20.0,63.0,3.0,,32.0,14.0,5.0,1.0,0.9545454545454546,0.5238095238095238,0.6,0.45,0.5238095238095238,0.5185185185185185,0.12345679012345678,0.8,0.8,1.0,0.3950617283950617,0.4375,0.4375,0.9285714285714286,0.3333333333333333,0.5,0.3333333333333333,1.0,0.20689655172413793,0.8333333333333334,0.4827586206896552,0.2857142857142857,0.4375,25.06666666666667,1.0,2.0,1.0,3.0,0.05555555555555555,1.0,1.0,0.06666666666666667,,,,True,,,,,,,,
2440,1610612753,Matt Barnes,Matt Barnes,2440,ORL,13492.0,225,4,425,425,163,116,55.0,850,14.0,22.0,3.0,5.0,5.0,7.0,2.0,5.0,4.0,8.0,20.0,35.0,1.0,65,465,3.0,8.0,,6.0,8.0,13.0,1.0,17.0,26.0,14.0,4.0,4.0,6,6,12,3.0,2.0,2.0,2.0,30,2.0,9.0,12.0,24.0,41.0,13.0,54.0,7.0,5.0,9.0,1.0,6.0,5.0,1.0,3.0,,14.0,1.0,9.0,12.0,28.0,3.0,3.0,6,1.0,1.0,1.0,,4.0,,,3.0,1.0,,4.0,2.0,,17.0,163,1.0,,0.65,0.7222222222222222,0.5714285714285714,0.375,0.6153846153846154,0.5079365079365079,0.2727272727272727,0.42105263157894735,0.5158730158730159,0.2727272727272727,0.4473684210526316,0.11428571428571428,0.09090909090909091,15.778688524590164,0.6428571428571429,0.15894039735099338,0.07964601769911504,0.25,0.024691358024691357,0.18090452261306533,0.05670103092783505,0.1,0.0196078431372549,0.03333333333333333,0.15,0.19230769230769232,0.2631578947368421,0.2,0.5,0.3492063492063492,0.6363636363636364,0.7,0.6428571428571429,0.07936507936507936,0.4,0.5,,0.12698412698412698,0.5,0.5714285714285714,1.0,0.45454545454545453,0.6,0.3333333333333333,0.3684210526315789,0.7142857142857143,0.7936507936507936,0.5482903225806453,0.52270625,0.5274710526315789,0.015873015873015872,0.02857142857142857,0.09230769230769231,0.26153846153846155,5.297142857142855,0.3835294117647059,5.0,2.0,1.0,1.0,,0.2,0.5,0.06060606060606061,0.075,0.09090909090909091,0.06666666666666667,4.0,16.0,2.0,,4.0,4.0,12.0,,1.0,,2.0,8.0,28.0,,3.0,,6.0,24.0,,1.0,11.0,4.0,3.0,2.0,1.0,0.2857142857142857,,,0.2962962962962963,0.4444444444444444,0.25396825396825395,0.25,0.25,1.0,0.19047619047619047,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.09090909090909091,,,0.21052631578947367,,0.10526315789473684,,0.36363636363636365,25.178571428571427,,,2.0,,0.10526315789473684,,,,0.125,,,True,,,,,,,,
1715,1610612753,Jason Williams,Jason Williams,1715,ORL,1013.0,17,5,30,30,7,10,2.0,60,,,,,,,1.0,1.0,,,1.0,1.0,,5,34,1.0,1.0,,2.0,,,,,2.0,,,,2,1,3,1.0,2.0,,,7,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,7,,,1.0,1.0,1.0,1.0,,1.25,1.0,,1.25,1.0,,,,6.0606060606060606,,0.15384615384615385,,,,0.14285714285714285,,,,,0.25,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,0.451525,0.3416,,,,0.4,,10.7,0.23333333333333334,,,,1.0,,,,,,0.25,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,3.0,,1.0,1.0,,,,1.0,,,1.0,0.5,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,26.1,,,,,,,,,,,,True,,,,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,6650.0,111,-20,216,217,121,90,24.0,433,3.0,6.0,,,2.0,3.0,1.0,3.0,4.0,8.0,8.0,17.0,3.0,49,242,,,,,5.0,7.0,2.0,30.0,12.0,4.0,,2.0,1,2,3,,,,1.0,8,,1.0,2.0,9.0,11.0,1.0,12.0,3.0,2.0,1.0,,1.0,5.0,,,,6.0,1.0,3.0,3.0,11.0,,3.0,8,6.0,,3.0,,1.0,,,1.0,,,1.0,,,30.0,121,2.0,,0.75,0.75,0.47058823529411764,,0.7142857142857143,0.5609756097560976,,0.6363636363636364,0.5568181818181818,,0.6521739130434783,0.11764705882352941,,20.66115702479339,0.16666666666666666,0.13846153846153847,0.01639344262295082,0.06451612903225806,,0.11458333333333333,0.010526315789473684,,,,0.3125,0.10714285714285714,0.043478260869565216,0.125,,0.14634146341463414,0.5,0.5,1.0,0.07317073170731707,0.3333333333333333,1.0,,0.1951219512195122,0.5,0.5,0.75,,,,0.13636363636363635,0.6666666666666666,0.7317073170731707,0.5088962499999999,0.58125,0.5105357142857143,0.06818181818181818,0.15,,0.6122448979591837,10.13529411764706,0.5601851851851852,,,,2.0,,0.6666666666666666,,,0.038461538461538464,0.047619047619047616,,3.0,8.0,2.0,2.0,5.0,7.0,16.0,,,4.0,10.0,10.0,24.0,,2.0,6.0,15.0,24.0,6.0,1.0,15.0,7.0,2.0,1.0,0.8,0.4166666666666667,,0.4,0.43478260869565216,0.5853658536585366,0.1951219512195122,0.375,0.375,1.0,0.3902439024390244,0.4375,0.4375,0.7142857142857143,1.0,,,,0.22727272727272727,0.4,0.45454545454545453,0.4,0.4666666666666667,27.391666666666666,,,,,,,,,,2.0,,True,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,11663.0,194,-23,373,374,122,84,52.0,747,9.0,20.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,8.0,14.0,33.0,15.0,79,423,4.0,6.0,3.0,17.0,4.0,10.0,6.0,23.0,10.0,18.0,6.0,5.0,8,3,11,3.0,4.0,4.0,,25,1.0,9.0,4.0,15.0,21.0,10.0,31.0,4.0,3.0,4.0,2.0,2.0,9.0,1.0,2.0,,13.0,,3.0,5.0,14.0,1.0,4.0,13,17.0,1.0,7.0,2.0,2.0,,,1.0,1.0,,2.0,,,23.0,122,1.0,1.0,0.35714285714285715,0.45454545454545453,0.42424242424242425,0.6666666666666666,0.4,0.42105263157894735,0.6363636363636364,0.4722222222222222,0.47023809523809523,0.6538461538461539,0.5476190476190477,0.15151515151515152,0.2,22.769953051643192,0.3076923076923077,0.12195121951219512,0.1,0.07692307692307693,0.013513513513513514,0.10857142857142857,0.06097560975609756,0.13333333333333333,,0.045454545454545456,0.2413793103448276,0.08064516129032258,0.07142857142857142,0.1,,0.2631578947368421,0.45,0.5625,0.3333333333333333,0.06578947368421052,0.2,0.25,,0.10526315789473684,0.5,0.5,0.5,0.45454545454545453,0.8,,0.2777777777777778,0.4,0.8289473684210527,0.5439263157894737,0.54115,0.48824166666666663,0.08536585365853659,0.1794871794871795,0.21518987341772153,0.2911392405063291,5.693939393939394,0.32707774798927614,2.0,3.0,2.0,2.0,,0.2,0.18181818181818182,0.20833333333333334,,0.09375,0.06666666666666667,4.0,15.0,4.0,1.0,2.0,8.0,28.0,,1.0,2.0,6.0,12.0,43.0,2.0,5.0,3.0,8.0,33.0,3.0,,28.0,8.0,,1.0,0.9166666666666666,0.27906976744186046,0.4,0.375,0.27906976744186046,0.5657894736842105,0.19736842105263158,0.26666666666666666,0.26666666666666666,1.0,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.875,0.36363636363636365,0.09090909090909091,,,0.1111111111111111,0.5,0.3333333333333333,0.3333333333333333,0.2857142857142857,24.77441860465116,,2.0,,,,0.5,1.0,,,2.0,,True,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,504.0,8,-11,16,17,7,12,,33,,,,,,,,,,,,,1.0,7,35,,,,,,,1.0,1.0,,,,,4,1,5,1.0,2.0,,2.0,11,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,2,2.0,,1.0,,,,,,,,,,,1.0,7,,,,,,,,1.5,,,1.1666666666666667,,0.5,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.534225,,,0.3333333333333333,1.0,,0.14285714285714285,,0.4375,,,,,,,,,,,,,,,,,2.0,2.0,,,,,2.0,2.0,,,,,6.0,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.45,,,,,,,,,,,,True,,,,,,,,
