EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,Fg3aBlocked,SelfOReb,Travels,Clear Path Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveMakes,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,on
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,26885.0,448,-43,886,885,222.0,193,101.0,1771,26.0,50.0,2.0,3.0,11.0,17.0,7.0,15.0,27.0,54.0,2.0,8.0,2.0,27.0,76.0,4.0,7.0,5.0,23.0,60.0,119.0,29.0,84.0,27.0,234.0,1004,4.0,6.0,4.0,9.0,1.0,21.0,20.0,33.0,5.0,23.0,5.0,60.0,36.0,84.0,63.0,24.0,4.0,2.0,74.0,27.0,7.0,44.0,20.0,64.0,14.0,6.0,25.0,2.0,17.0,148.0,5.0,10.0,1.0,11.0,18,1.0,30,16.0,46,18.0,13.0,5.0,22.0,3.0,15.0,11.0,1.0,7.0,1.0,33.0,1.0,10.0,19,43,1.0,2.0,38.0,9.0,34.0,6.0,1.0,3.0,18.0,1.0,1.0,1.0,1.0,60.0,222.0,7.0,0.3,0.3103448275862069,0.7241379310344828,0.34523809523809523,0.4444444444444444,0.21739130434782608,0.35365853658536583,0.5042016806722689,0.6666666666666666,0.6060606060606061,0.5098522167487685,0.6666666666666666,0.49107142857142855,0.5372093023255814,0.65625,0.5172413793103449,0.41379310344827586,0.058823529411764705,0.1,0.037037037037037035,24.676616915422883,0.6666666666666666,0.03333333333333333,0.043478260869565216,0.06040268456375839,0.03773584905660377,0.09565217391304348,0.03205128205128205,0.07021791767554479,0.035629453681710214,0.020833333333333332,0.05357142857142857,0.04424778761061947,0.031496062992125984,0.034482758620689655,0.017857142857142856,0.07526881720430108,0.0967741935483871,0.10227272727272728,0.07407407407407407,0.24630541871921183,0.52,0.5777777777777777,0.34615384615384615,0.07389162561576355,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.2660098522167488,0.5,0.5192307692307693,0.25925925925925924,0.03940886699507389,0.25,0.25,1.0,0.37438423645320196,0.35526315789473684,0.35526315789473684,0.7037037037037037,0.2,0.6666666666666666,0.13333333333333333,0.4666666666666667,0.5714285714285714,1.0,0.30357142857142855,0.6470588235294118,0.4107142857142857,0.21739130434782608,0.6600985221674877,0.36486486486486486,0.5164450248756216,0.5231499999999999,0.5110925925925925,0.08837209302325581,0.13740458015267176,0.011904761904761904,0.08974358974358974,0.2564102564102564,9.37647058823529,25.77380952380952,0.2505643340857788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101135,1610612752,David Lee,David Lee,101135,NYK,181142.0,3019,-259,5923,5924,1301.0,1399,631.0,11847,397.0,602.0,84.0,140.0,87.0,124.0,99.0,227.0,190.0,421.0,,1.0,,,7.0,,2.0,,2.0,686.0,1250.0,,8.0,268.0,1640.0,6651,108.0,197.0,,2.0,32.0,248.0,130.0,236.0,,3.0,71.0,331.0,876.0,496.0,,,150.0,,7.0,,103.0,147.0,148.0,295.0,121.0,27.0,87.0,14.0,46.0,738.0,71.0,154.0,3.0,172.0,468,81.0,721,228.0,949,85.0,61.0,24.0,119.0,27.0,64.0,70.0,9.0,55.0,2.0,189.0,18.0,36.0,132,257,26.0,24.0,256.0,8.0,330.0,52.0,,2.0,176.0,,40.0,34.0,40.0,331.0,1301.0,16.0,0.6384839650145773,0.7168576104746317,,,,,,0.5488,0.5482233502538071,0.5508474576271186,0.5453100158982512,0.542713567839196,0.5439330543933054,0.586676217765043,0.5767441860465117,0.5892857142857143,0.006359300476947536,0.0824,0.13122923588039867,0.014251781472684086,23.881271658882024,0.6296296296296297,0.4682080924855491,0.022900763358778626,0.24123711340206186,0.08685843203609701,0.23822714681440443,0.07085828343313373,0.24042073628850488,0.08108108108108109,0.1187214611872146,0.08659217877094973,0.059366754617414245,0.07233502538071065,0.06542056074766354,0.20709219858156028,0.29458917835671344,0.23777173913043478,0.2550091074681239,0.18497109826589594,0.4785373608903021,0.659468438538206,0.7590822179732314,0.5969773299748111,0.18044515103338632,0.43612334801762115,0.47368421052631576,0.494949494949495,0.33465818759936405,0.4513064133016627,0.4578313253012048,0.8,0.000794912559618442,,,,0.005564387917329093,,,,0.7035175879396985,0.6,,0.010050251256281407,,,0.5188284518828452,0.7016129032258065,0.008368200836820083,,0.4848966613672496,,0.4950582736674622,0.526497435897436,0.48544453781512625,0.12735166425470332,0.12809315866084425,,0.15121951219512195,0.20182926829268294,7.8280799999999955,27.2125,0.21965220327536722,1.0,2.0,32.0,5.0,1.0,15.0,14.0,1.0,5.0,26.0,2.0,2.0,9.0,13.0,0.25,0.07929515418502203,1.0,0.14285714285714285,0.06896551724137931,0.65,0.13095238095238096,0.0041841004184100415,,,,,,,,,,,True
1716,1610612752,Larry Hughes,Larry Hughes,1716,NYK,34490.0,575,-50,1157,1167,286.0,290,120.0,2324,23.0,48.0,4.0,6.0,7.0,13.0,7.0,22.0,22.0,59.0,8.0,21.0,1.0,13.0,45.0,1.0,4.0,3.0,10.0,52.0,129.0,21.0,66.0,52.0,219.0,1269,6.0,14.0,1.0,5.0,2.0,17.0,15.0,32.0,3.0,12.0,20.0,59.0,30.0,74.0,60.0,3.0,4.0,,45.0,13.0,9.0,59.0,15.0,74.0,12.0,3.0,43.0,6.0,10.0,163.0,1.0,11.0,1.0,18.0,46,1.0,65,13.0,78,24.0,15.0,9.0,18.0,7.0,13.0,18.0,1.0,5.0,2.0,36.0,3.0,10.0,17,38,,4.0,50.0,4.0,63.0,4.0,,,28.0,1.0,9.0,6.0,9.0,59.0,286.0,8.0,0.28846153846153844,0.3,0.9523809523809523,0.3181818181818182,0.2,0.25,0.3181818181818182,0.40310077519379844,0.42857142857142855,0.46875,0.4282051282051282,0.39473684210526316,0.4431818181818182,0.4888392857142857,0.425,0.5267857142857143,0.3384615384615385,0.06976744186046512,0.14583333333333334,0.01694915254237288,20.139426800929513,0.5,0.03333333333333333,0.03225806451612903,0.1318051575931232,0.03197674418604651,0.11320754716981132,0.005291005291005291,0.12598425196850394,0.0225140712945591,0.04065040650406504,0.014285714285714285,0.033112582781456956,0.006622516556291391,,0.13138686131386862,0.10526315789473684,0.14705882352941177,0.09166666666666666,0.1794871794871795,0.24615384615384617,0.4791666666666667,0.5609756097560976,0.17391304347826086,0.11282051282051282,0.3181818181818182,0.3333333333333333,,0.30256410256410254,0.3728813559322034,0.3793103448275862,0.5,0.1076923076923077,0.38095238095238093,0.38095238095238093,1.0,0.23076923076923078,0.28888888888888886,0.28888888888888886,0.9230769230769231,0.3157894736842105,0.6666666666666666,0.05263157894736842,0.21052631578947367,0.25,1.0,0.29545454545454547,0.5384615384615384,0.22727272727272727,0.3,0.5846153846153846,0.28888888888888886,0.5152059278350516,0.4887428571428571,0.4846988372093024,0.1318181818181818,0.1830065359477124,0.014925373134328358,0.0776255707762557,0.2694063926940639,10.234883720930235,25.000000000000007,0.24719101123595505,2.0,,4.0,4.0,,2.0,4.0,,3.0,4.0,,,,4.0,,0.045454545454545456,,,0.03571428571428571,0.4444444444444444,,0.045454545454545456,,,,,,,,,,,True
1733,1610612752,Al Harrington,Al Harrington,1733,NYK,88934.0,1482,-117,2917,2921,813.0,854,318.0,5838,122.0,215.0,21.0,33.0,39.0,73.0,22.0,63.0,35.0,99.0,20.0,65.0,4.0,88.0,233.0,8.0,13.0,24.0,57.0,179.0,377.0,108.0,298.0,154.0,836.0,3280,25.0,47.0,9.0,17.0,17.0,94.0,51.0,105.0,26.0,68.0,69.0,249.0,132.0,226.0,306.0,18.0,22.0,2.0,230.0,87.0,33.0,51.0,16.0,67.0,8.0,8.0,25.0,10.0,16.0,150.0,13.0,31.0,,41.0,124,20.0,185,44.0,229,44.0,25.0,19.0,34.0,8.0,18.0,46.0,5.0,16.0,3.0,80.0,7.0,18.0,71,137,10.0,16.0,157.0,14.0,198.0,20.0,,2.0,89.0,,19.0,16.0,19.0,249.0,813.0,18.0,0.3687150837988827,0.39285714285714285,0.9444444444444444,0.3624161073825503,0.5294117647058824,0.38235294117647056,0.3614864864864865,0.47480106100795755,0.5319148936170213,0.4857142857142857,0.5051851851851852,0.6015625,0.5202312138728323,0.5471821756225426,0.6351351351351351,0.5876777251184834,0.4414814814814815,0.08753315649867374,0.12093023255813953,0.020202020202020204,25.68639414276998,0.425,0.2,,0.13093980992608237,0.03634232121922626,0.119533527696793,0.025048169556840076,0.12790697674418605,0.03206997084548105,0.05099150141643059,0.0223463687150838,0.028037383177570093,0.01990049751243781,0.042735042735042736,0.1023391812865497,0.13821138211382114,0.1532033426183844,0.12260536398467432,0.10975609756097561,0.31851851851851853,0.5674418604651162,0.6455026455026455,0.4262295081967213,0.09333333333333334,0.3492063492063492,0.3793103448275862,0.18181818181818182,0.14666666666666667,0.35353535353535354,0.36082474226804123,0.2857142857142857,0.0962962962962963,0.3076923076923077,0.3076923076923077,1.0,0.3451851851851852,0.3776824034334764,0.3776824034334764,0.9318181818181818,0.515625,0.6363636363636364,0.0625,0.203125,0.6153846153846154,1.0,0.42196531791907516,0.5342465753424658,0.32947976878612717,0.42105263157894735,0.76,0.3782608695652174,0.5315521577380952,0.5361715909090908,0.5212715116279071,0.1196236559139785,0.19955156950672645,,0.11244019138755981,0.29784688995215314,6.394960212201591,25.06577181208054,0.27871100445663355,11.0,,10.0,7.0,,5.0,19.0,,3.0,12.0,,3.0,2.0,16.0,,0.07936507936507936,,,0.02865329512893983,0.631578947368421,0.23809523809523808,0.06358381502890173,1.0,2.0,1.0,0.25,1.0,0.18181818181818182,,,,,True
201163,1610612752,Wilson Chandler,Wilson Chandler,201163,NYK,109874.0,1831,-93,3579,3569,738.0,747,375.0,7148,179.0,266.0,33.0,50.0,54.0,69.0,47.0,120.0,77.0,202.0,18.0,47.0,1.0,14.0,68.0,,1.0,3.0,13.0,303.0,588.0,32.0,115.0,97.0,799.0,3917,42.0,66.0,1.0,2.0,13.0,100.0,73.0,125.0,7.0,24.0,30.0,197.0,284.0,322.0,96.0,,48.0,,68.0,14.0,38.0,62.0,45.0,107.0,33.0,12.0,36.0,5.0,21.0,259.0,19.0,46.0,1.0,56.0,121,15.0,192,66.0,258,38.0,29.0,9.0,33.0,8.0,15.0,58.0,6.0,18.0,4.0,91.0,4.0,19.0,77,141,5.0,23.0,100.0,8.0,122.0,17.0,,3.0,59.0,,42.0,29.0,42.0,197.0,738.0,16.0,0.46864686468646866,0.5089605734767025,1.0,0.2782608695652174,0.5,0.2916666666666667,0.2782608695652174,0.5153061224489796,0.6363636363636364,0.584,0.4992887624466572,0.6397058823529411,0.5604026845637584,0.5298408488063661,0.684931506849315,0.5933734939759037,0.16358463726884778,0.06462585034013606,0.10526315789473684,0.0049504950495049506,21.03688933200399,0.3626373626373626,0.1595744680851064,0.01282051282051282,0.1010016694490818,0.04151624548736462,0.1258426966292135,0.03220338983050847,0.10772976262933658,0.03828032979976443,0.05515587529976019,0.05909090909090909,0.021231422505307854,0.03455723542116631,0.023622047244094488,0.08767772511848342,0.09206349206349207,0.1193058568329718,0.13068181818181818,0.10752688172043011,0.3783783783783784,0.6729323308270677,0.7521008403361344,0.5195530726256983,0.17069701280227595,0.39166666666666666,0.42342342342342343,0.14893617021276595,0.28733997155049784,0.3811881188118812,0.38308457711442784,0.5454545454545454,0.06685633001422475,0.3829787234042553,0.3829787234042553,1.0,0.09672830725462304,0.20588235294117646,0.20588235294117646,1.0,0.7352941176470589,0.66,0.014705882352941176,0.014705882352941176,,,0.46308724832214765,0.782608695652174,0.087248322147651,0.23076923076923078,0.5419630156472262,0.20588235294117646,0.5074214793741109,0.547427358490566,0.5044751677852349,0.07919463087248323,0.09365079365079365,,0.1251564455569462,0.246558197747184,8.221598639455781,24.469565217391306,0.20620284995808885,11.0,,20.0,11.0,,3.0,9.0,1.0,12.0,28.0,,1.0,1.0,7.0,,0.075,,,0.06097560975609756,0.6666666666666666,0.21212121212121213,0.0738255033557047,1.0,4.0,,1.0,1.0,0.36363636363636365,,,,,True
201568,1610612752,Danilo Gallinari,Danilo Gallinari,201568,NYK,131489.0,2191,-136,4299,4286,892.0,955,443.0,8585,85.0,144.0,20.0,34.0,14.0,26.0,23.0,52.0,67.0,171.0,24.0,74.0,10.0,117.0,323.0,6.0,17.0,22.0,64.0,175.0,367.0,141.0,397.0,204.0,977.0,4785,28.0,50.0,8.0,27.0,14.0,94.0,35.0,72.0,31.0,83.0,67.0,230.0,156.0,194.0,393.0,30.0,24.0,2.0,321.0,117.0,16.0,83.0,25.0,108.0,14.0,11.0,34.0,12.0,37.0,241.0,19.0,29.0,1.0,67.0,175,7.0,249,49.0,298,65.0,39.0,26.0,38.0,7.0,22.0,52.0,10.0,16.0,1.0,90.0,5.0,18.0,86,158,4.0,13.0,224.0,27.0,239.0,12.0,,11.0,87.0,6.0,46.0,38.0,47.0,230.0,892.0,20.0,0.44571428571428573,0.4785276073619632,0.9290780141843972,0.35516372795969775,0.2962962962962963,0.37349397590361444,0.3569620253164557,0.4768392370572207,0.56,0.4861111111111111,0.5058900523560209,0.5194805194805194,0.5258064516129032,0.5575373993095513,0.5535714285714286,0.59375,0.5196335078534031,0.043596730245231606,0.08333333333333333,0.005847953216374269,19.954128440366972,0.4222222222222222,0.0603448275862069,0.012195121951219513,0.1247327156094084,0.02255054432348367,0.12593984962406016,0.026499302649930265,0.12506459948320414,0.023964053919121316,0.035940803382663845,0.015444015444015444,0.01444043321299639,0.028268551236749116,0.019867549668874173,0.08897485493230174,0.12429378531073447,0.15977443609022557,0.10513447432762836,0.1951219512195122,0.18848167539267016,0.5902777777777778,0.6439393939393939,0.4470588235294118,0.06806282722513089,0.4423076923076923,0.46938775510204084,0.34782608695652173,0.2238219895287958,0.391812865497076,0.3941176470588235,0.47761194029850745,0.0968586387434555,0.32432432432432434,0.3333333333333333,1.0,0.42277486910994766,0.3622291021671827,0.36335403726708076,0.9145299145299145,0.44155844155844154,0.5882352941176471,0.12987012987012986,0.22077922077922077,0.35294117647058826,1.0,0.16774193548387098,0.5384615384615384,0.4129032258064516,0.34375,0.7081151832460733,0.3644859813084112,0.5187729303547962,0.543048,0.4892176470588235,0.11005917159763313,0.19683257918552036,0.01488833746898263,0.09621289662231321,0.23541453428863868,10.458038147138966,25.24836272040303,0.20749011397999534,19.0,3.0,4.0,15.0,,4.0,24.0,2.0,6.0,32.0,1.0,1.0,2.0,21.0,0.007556675062972292,0.057692307692307696,0.02702702702702703,0.0030959752321981426,0.009523809523809525,0.6808510638297872,0.25,0.12258064516129032,2.0,9.0,,0.2,1.0,0.47368421052631576,1.0,1.0,,,True
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,64973.0,1083,-33,2066,2088,430.0,370,226.0,4154,46.0,82.0,23.0,35.0,6.0,13.0,3.0,6.0,11.0,24.0,5.0,22.0,,12.0,29.0,,2.0,3.0,9.0,60.0,112.0,17.0,51.0,42.0,213.0,2265,24.0,36.0,,2.0,13.0,61.0,8.0,20.0,4.0,14.0,9.0,37.0,70.0,50.0,51.0,,36.0,,29.0,12.0,16.0,40.0,23.0,63.0,21.0,2.0,28.0,3.0,9.0,149.0,24.0,43.0,1.0,15.0,73,3.0,91,68.0,159,42.0,22.0,20.0,20.0,3.0,14.0,21.0,2.0,6.0,3.0,41.0,2.0,5.0,62,112,4.0,8.0,78.0,25.0,59.0,7.0,,,29.0,,45.0,25.0,45.0,37.0,430.0,7.0,0.5833333333333334,0.8333333333333334,1.0,0.3333333333333333,,0.2857142857142857,0.3333333333333333,0.5357142857142857,0.6666666666666666,0.4,0.5245398773006135,0.631578947368421,0.4117647058823529,0.5634920634920635,0.6630434782608695,0.4625,0.3128834355828221,0.14285714285714285,0.15853658536585366,,9.875483039931302,0.4878048780487805,0.0625,0.020833333333333332,0.09733333333333333,0.06957928802588997,0.060240963855421686,0.06876790830945559,0.08808808808808809,0.06928645294725956,0.06896551724137931,0.08943089430894309,0.060836501901140684,0.06367041198501873,0.08536585365853659,0.09885931558935361,0.06989247311827956,0.11295681063122924,0.06153846153846154,0.05555555555555555,0.5030674846625767,0.5609756097560976,0.6666666666666666,0.4782608695652174,0.03680981595092025,0.5,1.0,0.6666666666666666,0.147239263803681,0.4583333333333333,0.4583333333333333,1.0,0.13496932515337423,0.22727272727272727,0.22727272727272727,1.0,0.17791411042944785,0.41379310344827586,0.41379310344827586,1.0,0.9210526315789473,0.6571428571428571,,0.05263157894736842,,,0.38235294117647056,0.46153846153846156,0.2647058823529412,0.3333333333333333,0.8159509202453987,0.41379310344827586,0.5486398773006136,0.5533629032258064,0.5174352941176471,0.15675675675675677,0.21641791044776118,,0.2863849765258216,0.17370892018779344,4.617857142857143,24.468627450980392,0.20813165537270087,5.0,,2.0,3.0,,9.0,4.0,3.0,17.0,32.0,5.0,,2.0,4.0,,0.5,,,0.029850746268656716,0.7111111111111111,0.08695652173913043,0.14705882352941177,,1.0,,,,0.2,,,1.0,,True
2768,1610612752,Chris Duhon,Chris Duhon,2768,NYK,106722.0,1779,-119,3486,3494,686.0,777,365.0,6980,45.0,93.0,3.0,8.0,9.0,21.0,12.0,29.0,15.0,53.0,9.0,25.0,3.0,75.0,202.0,5.0,12.0,10.0,32.0,72.0,175.0,84.0,227.0,63.0,459.0,3920,3.0,12.0,6.0,15.0,5.0,29.0,11.0,33.0,11.0,33.0,28.0,83.0,38.0,106.0,183.0,69.0,4.0,1.0,201.0,75.0,13.0,242.0,101.0,343.0,75.0,26.0,140.0,18.0,84.0,787.0,6.0,17.0,,46.0,76,1.0,123,23.0,146,44.0,31.0,13.0,59.0,19.0,46.0,35.0,4.0,13.0,4.0,94.0,4.0,17.0,33,71,1.0,5.0,82.0,14.0,89.0,3.0,,11.0,20.0,2.0,2.0,,2.0,83.0,686.0,10.0,0.2638888888888889,0.2714285714285714,0.7261904761904762,0.3700440528634361,0.4,0.3333333333333333,0.37168141592920356,0.4114285714285714,0.25,0.3333333333333333,0.4925373134328358,0.4444444444444444,0.4166666666666667,0.5159453302961275,0.48333333333333334,0.49404761904761907,0.5646766169154229,0.07428571428571429,0.0967741935483871,0.018867924528301886,13.655030800821354,0.6276595744680851,0.010526315789473684,,0.06816143497757847,0.01694915254237288,0.11031175059952038,0.009693053311793215,0.07963446475195822,0.014180024660912454,0.015424164524421594,0.026041666666666668,0.014218009478672985,0.004149377593360996,0.029197080291970802,0.06516290726817042,0.042105263157894736,0.08816705336426914,0.09748427672955975,0.15151515151515152,0.23134328358208955,0.4838709677419355,0.5357142857142857,0.2222222222222222,0.07213930348258707,0.41379310344827586,0.46153846153846156,0.16666666666666666,0.1318407960199005,0.2830188679245283,0.28846153846153844,0.4666666666666667,0.06218905472636816,0.36,0.36,0.8888888888888888,0.5024875621890548,0.3712871287128713,0.3712871287128713,0.7066666666666667,0.2962962962962963,0.375,0.1111111111111111,0.4444444444444444,0.4166666666666667,1.0,0.3181818181818182,0.42857142857142855,0.48484848484848486,0.3125,0.7960199004975125,0.373134328358209,0.5366680798004988,0.5352281249999999,0.5075915384615385,0.052256532066508314,0.10416666666666667,0.008733624454148471,0.06318082788671024,0.18082788671023964,7.381714285714286,25.54625550660793,0.19678714859437751,1.0,,6.0,2.0,,3.0,18.0,,2.0,2.0,,,,16.0,,0.10344827586206896,,,0.02654867256637168,1.0,0.3333333333333333,0.015151515151515152,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,True
201941,1610612752,Jordan Hill,Jordan Hill,201941,NYK,4137.0,69,-4,135,137,13.0,73,26.0,272,9.0,11.0,6.0,8.0,1.0,1.0,1.0,3.0,5.0,12.0,,,,,1.0,,,,,15.0,26.0,,1.0,,30.0,142,6.0,9.0,,,,12.0,1.0,1.0,,,,2.0,18.0,12.0,,,10.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,4.0,7.0,,3.0,7,2.0,12,11.0,23,2.0,2.0,,3.0,,2.0,1.0,,1.0,,4.0,,,6,10,2.0,,2.0,,1.0,1.0,,,1.0,,3.0,3.0,3.0,2.0,13.0,3.0,0.6,0.9,,,,,,0.5769230769230769,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,1.0,0.037037037037037035,0.038461538461538464,0.09090909090909091,,19.018404907975462,0.75,0.4,,0.16666666666666666,0.11290322580645161,0.16666666666666666,0.17391304347826086,0.16666666666666666,0.12941176470588237,0.18181818181818182,0.14285714285714285,0.06060606060606061,0.18181818181818182,,0.0625,0.14285714285714285,0.2631578947368421,0.23076923076923078,,0.4074074074074074,0.8181818181818182,0.9,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.4166666666666667,0.4166666666666667,0.8,,,,,0.037037037037037035,,,,0.8888888888888888,0.75,,,,,1.0,1.0,,,0.4444444444444444,,0.4703722222222222,0.50985,0.6697,0.037037037037037035,0.038461538461538464,,0.4,0.06666666666666667,9.773076923076925,25.2,0.0962962962962963,,,,,,,,,,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,True
1886,1610612752,Jonathan Bender,Jonathan Bender,1886,NYK,8133.0,136,-18,270,263,61.0,83,29.0,533,7.0,9.0,1.0,2.0,1.0,2.0,,3.0,2.0,7.0,2.0,7.0,,3.0,11.0,,,,2.0,9.0,19.0,5.0,18.0,15.0,48.0,282,2.0,4.0,,,2.0,6.0,2.0,3.0,,2.0,4.0,8.0,6.0,12.0,12.0,3.0,2.0,1.0,10.0,3.0,3.0,5.0,1.0,6.0,1.0,,3.0,,2.0,13.0,3.0,1.0,1.0,3.0,11,2.0,16,5.0,21,,,,11.0,,5.0,5.0,,6.0,,16.0,,2.0,8,12,,,10.0,,15.0,1.0,,,8.0,,9.0,7.0,9.0,8.0,61.0,1.0,0.3333333333333333,0.375,0.8,0.2777777777777778,,,0.29411764705882354,0.47368421052631576,0.5,0.6666666666666666,0.44594594594594594,0.5,0.4,0.5454545454545454,0.6,0.5714285714285714,0.4864864864864865,0.15789473684210525,0.2222222222222222,,20.06688963210702,0.6875,0.25,0.5,0.09322033898305085,0.014492753623188406,0.11538461538461539,0.05454545454545454,0.09722222222222222,0.03225806451612903,0.04,,,0.06521739130434782,,0.1111111111111111,0.05263157894736842,0.11428571428571428,0.10526315789473684,0.14285714285714285,0.24324324324324326,0.7777777777777778,1.0,0.2857142857142857,0.08108108108108109,,,,0.1891891891891892,0.2857142857142857,0.2857142857142857,0.5,0.1891891891891892,0.2857142857142857,0.2857142857142857,1.0,0.2972972972972973,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.5,0.5,,,,,0.4,0.5,0.4,,0.7297297297297297,0.3,0.5163083333333334,0.41115,0.4410875,0.18181818181818182,0.3076923076923077,,0.125,0.16666666666666666,8.694736842105263,26.61111111111111,0.22592592592592592,,,,3.0,,,,,2.0,6.0,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,True
