EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BlockedShortMidRange,FTOffRebounds,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips
101126,1610612738,Nate Robinson,Nate Robinson,101126,BOS,17435.0,291,-18.0,534,543,118,142.0,57.0,1077,4.0,13.0,1.0,1.0,3.0,7.0,12.0,28.0,3.0,4.0,1.0,1.0,1.0,27.0,60.0,3.0,6.0,8.0,18.0,19.0,48.0,30.0,64.0,4.0,132.0,578,3.0,7.0,9.0,2.0,5.0,9.0,19.0,3.0,34.0,14.0,24.0,51.0,39.0,60.0,27.0,3.0,32.0,8.0,40.0,7.0,1.0,12.0,4.0,16.0,88.0,1.0,1.0,7.0,16.0,1.0,24.0,2.0,26.0,1.0,18.0,9.0,9.0,8.0,3.0,5.0,9.0,3.0,1.0,2.0,17.0,1.0,1.0,13.0,36.0,3.0,2.0,16.0,2.0,3.0,9.0,1.0,2.0,2.0,34.0,118,5.0,2.0,0.3684210526315789,0.3684210526315789,0.5666666666666667,0.46875,0.42857142857142855,0.47368421052631576,0.46875,0.3958333333333333,0.4,0.5714285714285714,0.6428571428571429,0.6458333333333334,0.5689655172413793,0.6428571428571429,0.6296296296296297,0.5714285714285714,0.0625,0.15384615384615385,0.03571428571428571,22.129783693843596,0.47058823529411764,0.058823529411764705,0.09302325581395349,0.005555555555555556,0.1,0.014285714285714285,0.09504132231404959,0.008,0.01639344262295082,0.01639344262295082,0.05555555555555555,0.1111111111111111,0.1095890410958904,0.09615384615384616,0.1111111111111111,0.01694915254237288,0.11607142857142858,0.3076923076923077,0.36363636363636365,0.5,0.0625,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.25,0.42857142857142855,0.4444444444444444,0.25,0.03571428571428571,0.75,0.75,1.0,0.5357142857142857,0.45,0.45,0.5185185185185185,0.14285714285714285,0.8571428571428571,0.5,1.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.75,0.4444444444444444,0.6875,0.45,0.5111794642857144,0.53142,0.48880625000000005,0.017543859649122806,0.04,0.06818181818181818,0.25757575757575757,12.587499999999999,25.198437500000004,0.2209737827715356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,17114.0,285,-70.0,539,551,247,224.0,53.0,1090,24.0,44.0,8.0,17.0,11.0,21.0,14.0,33.0,2.0,3.0,,1.0,2.0,4.0,25.0,,4.0,1.0,9.0,49.0,98.0,6.0,28.0,50.0,166.0,613,,4.0,14.0,25.0,48.0,2.0,11.0,31.0,87.0,26.0,72.0,15.0,3.0,24.0,4.0,9.0,25.0,5.0,30.0,4.0,1.0,14.0,5.0,6.0,65.0,1.0,5.0,10.0,25.0,4.0,39.0,6.0,45.0,2.0,6.0,5.0,1.0,15.0,4.0,10.0,9.0,5.0,,1.0,24.0,2.0,10.0,11.0,17.0,,3.0,59.0,,4.0,60.0,1.0,26.0,8.0,87.0,247,1.0,8.0,0.2653061224489796,0.2826086956521739,0.8333333333333334,0.21428571428571427,,0.18181818181818182,0.2222222222222222,0.5,0.5208333333333334,0.4603174603174603,0.3333333333333333,0.4745762711864407,0.5496688741721855,0.4666666666666667,0.58,0.2222222222222222,0.09183673469387756,0.1590909090909091,0.06060606060606061,29.069767441860467,0.625,0.23529411764705882,0.1524390243902439,0.028409090909090908,0.15873015873015872,0.014084507042253521,0.15418502202643172,0.024291497975708502,0.019230769230769232,,0.08163265306122448,0.17777777777777778,0.18571428571428572,0.2,0.05555555555555555,0.03333333333333333,0.3492063492063492,0.5454545454545454,0.6486486486486487,0.375,0.16666666666666666,0.5238095238095238,0.5238095238095238,0.18181818181818182,0.2619047619047619,0.42424242424242425,0.45161290322580644,0.14285714285714285,0.023809523809523808,0.6666666666666666,0.6666666666666666,1.0,0.1984126984126984,0.16,0.16,0.75,,0.3333333333333333,,,0.288135593220339,0.47058823529411764,0.03389830508474576,0.5,0.15254237288135594,0.1111111111111111,0.5714285714285714,0.16666666666666666,0.5050715999999998,0.52576,0.48557672413793107,0.18181818181818182,0.22608695652173913,0.08433734939759036,0.5240963855421686,8.320408163265308,25.375000000000004,0.4582560296846011,4.0,5.0,4.0,8.0,6.0,6.0,1.0,1.0,9.0,3.0,3.0,3.0,1.0,2.0,0.5,0.037037037037037035,0.023255813953488372,0.05555555555555555,0.3333333333333333,0.4166666666666667,0.8,,,,,,,,,,,,,,,,,,True,,,,,
200749,1610612738,Shelden Williams,Shelden Williams,200749,BOS,7304.0,122,-7.0,236,239,87,104.0,25.0,475,10.0,14.0,3.0,5.0,,3.0,2.0,5.0,,,,,,,,,,,,12.0,22.0,,,11.0,35.0,246,,,,3.0,7.0,,,4.0,10.0,20.0,4.0,,,,,1.0,1.0,2.0,3.0,2.0,,,,1.0,8.0,2.0,4.0,1.0,11.0,4.0,16.0,6.0,22.0,,1.0,,1.0,1.0,1.0,,5.0,1.0,,,6.0,,2.0,11.0,19.0,2.0,2.0,10.0,3.0,,13.0,,7.0,,10.0,87,1.0,,0.8333333333333334,0.8333333333333334,,,,,,0.5454545454545454,0.42857142857142855,0.5454545454545454,,0.42857142857142855,0.625,,0.5555555555555556,,0.045454545454545456,0.07142857142857142,,12.734082397003746,0.16666666666666666,0.3076923076923077,0.1506849315068493,0.05128205128205128,0.034482758620689655,0.08695652173913043,0.11764705882352941,0.0594059405940594,0.09090909090909091,0.05555555555555555,0.06451612903225806,0.058823529411764705,0.32,0.05263157894736842,,,0.6363636363636364,0.7142857142857143,0.7692307692307693,0.8,0.13636363636363635,,,,0.22727272727272727,0.4,0.4,1.0,,,,,,,,,,,,,0.7142857142857143,0.6,,,,,0.6363636363636364,,0.5065136363636363,0.5600499999999999,0.5100142857142858,0.25,0.25,,0.2857142857142857,5.772727272727273,,0.3686440677966102,,3.0,,3.0,,,,2.0,1.0,3.0,2.0,3.0,1.0,,,0.041666666666666664,,0.2,0.3333333333333333,1.0,,1.0,,,,,,,,,,,,,,,,,True,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,55993.0,933,-86.0,1729,1750,532,548.0,195.0,3479,79.0,153.0,20.0,47.0,22.0,62.0,21.0,60.0,,2.0,,,2.0,,2.0,,,,1.0,122.0,275.0,,4.0,96.0,340.0,1890,,,57.0,32.0,73.0,,3.0,37.0,101.0,166.0,78.0,,,1.0,,50.0,14.0,21.0,35.0,17.0,4.0,7.0,4.0,3.0,91.0,28.0,68.0,21.0,69.0,14.0,104.0,101.0,205.0,8.0,21.0,15.0,6.0,20.0,4.0,11.0,33.0,9.0,,4.0,53.0,6.0,18.0,68.0,132.0,5.0,19.0,116.0,4.0,20.0,138.0,,68.0,9.0,101.0,532,16.0,7.0,0.680327868852459,0.7410714285714286,,,,,,0.44363636363636366,0.4383561643835616,0.43727598566308246,0.4423076923076923,0.42105263157894735,0.5,0.43846153846153846,0.51010101010101,0.014336917562724014,0.18181818181818182,0.27450980392156865,0.03333333333333333,20.143516145566373,0.37735849056603776,0.21875,0.12568306010928962,0.1195079086115993,0.1076923076923077,0.13930348258706468,0.12096774193548387,0.12467532467532468,0.08152173913043478,0.15527950310559005,0.13450292397660818,0.14093959731543623,0.1091703056768559,0.07746478873239436,0.18867924528301888,0.07766990291262135,0.5483870967741935,0.5163398692810458,0.7117117117117117,0.7215189873417721,0.2222222222222222,0.3548387096774194,0.39285714285714285,0.2727272727272727,0.21505376344086022,0.35,0.3620689655172414,0.9523809523809523,0.007168458781362007,,,,0.007168458781362007,,,,,,,,0.618421052631579,0.425531914893617,0.02631578947368421,,0.013157894736842105,,0.5627240143369175,,0.4967453068592057,0.5193625,0.5108313333333334,0.2054380664652568,0.20795107033639143,0.1676470588235294,0.29705882352941176,6.2843636363636355,34.325,0.3076923076923077,21.0,41.0,23.0,52.0,11.0,20.0,1.0,2.0,16.0,14.0,12.0,14.0,7.0,3.0,0.4423076923076923,0.16666666666666666,0.09554140127388536,0.075,0.5,0.7884615384615384,0.5121951219512195,2.0,5.0,1.0,4.0,0.0967741935483871,0.0684931506849315,0.2857142857142857,,,,,,,,,,,True,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,20936.0,349,-20.0,646,660,199,215.0,74.0,1306,25.0,42.0,8.0,14.0,20.0,41.0,6.0,7.0,1.0,3.0,2.0,,2.0,1.0,6.0,,,1.0,3.0,51.0,90.0,2.0,9.0,13.0,121.0,711,1.0,2.0,11.0,16.0,26.0,1.0,5.0,2.0,37.0,52.0,50.0,6.0,,5.0,1.0,8.0,14.0,7.0,21.0,5.0,2.0,7.0,3.0,4.0,49.0,3.0,5.0,11.0,14.0,5.0,30.0,8.0,38.0,3.0,10.0,8.0,2.0,6.0,1.0,3.0,7.0,3.0,1.0,4.0,13.0,,2.0,18.0,36.0,1.0,,22.0,,4.0,20.0,,12.0,1.0,37.0,199,7.0,,0.5098039215686274,0.52,1.0,0.2222222222222222,0.5,0.2,0.25,0.5666666666666667,0.6153846153846154,0.5454545454545454,0.45,0.5645161290322581,0.5707547169811321,0.4583333333333333,0.578125,0.09090909090909091,0.08888888888888889,0.14285714285714285,,16.346153846153847,0.46153846153846156,0.2,0.07142857142857142,0.023255813953488372,0.14285714285714285,0.045454545454545456,0.09157509157509157,0.028469750889679714,0.03125,0.05,0.017857142857142856,0.057692307692307696,0.11363636363636363,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.42424242424242425,0.5952380952380952,0.6944444444444444,0.64,0.41414141414141414,0.4878048780487805,0.5128205128205128,0.3,0.0707070707070707,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.030303030303030304,0.3333333333333333,0.3333333333333333,1.0,0.06060606060606061,0.16666666666666666,0.16666666666666666,1.0,0.2,,,,0.45161290322580644,0.5714285714285714,0.06451612903225806,,0.0967741935483871,0.3333333333333333,0.5151515151515151,0.2,0.5048510309278349,0.47814999999999996,0.5175258620689656,0.11428571428571428,0.125,0.09090909090909091,0.30578512396694213,6.14111111111111,30.044444444444448,0.3080495356037152,1.0,2.0,3.0,8.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,,0.375,0.03571428571428571,,,0.5,0.2,0.5,1.0,,,,0.04878048780487805,,,1.0,0.5,1.0,,,,,,,,True,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,24834.0,414,-23.0,779,794,244,253.0,85.0,1573,46.0,80.0,15.0,27.0,6.0,16.0,4.0,14.0,,,,,,,3.0,,,,3.0,56.0,110.0,,3.0,35.0,147.0,829,,,30.0,18.0,35.0,,3.0,4.0,40.0,64.0,48.0,,,1.0,,9.0,30.0,5.0,35.0,3.0,2.0,13.0,6.0,11.0,75.0,4.0,22.0,7.0,32.0,5.0,44.0,26.0,70.0,5.0,24.0,16.0,8.0,16.0,3.0,7.0,17.0,9.0,,6.0,33.0,2.0,9.0,14.0,44.0,2.0,4.0,48.0,,3.0,63.0,,32.0,2.0,40.0,244,5.0,2.0,0.5714285714285714,0.6530612244897959,,,,,,0.509090909090909,0.5142857142857142,0.49557522123893805,0.65,0.47368421052631576,0.5176056338028169,0.625,0.4878048780487805,0.02654867256637168,0.08181818181818182,0.05,0.14285714285714285,19.97716894977169,0.48484848484848486,0.17857142857142858,0.1198501872659176,0.08870967741935484,0.08536585365853659,0.05128205128205128,0.11174785100286533,0.07975460122699386,0.08333333333333333,0.06557377049180328,0.07954545454545454,0.10666666666666667,0.16346153846153846,0.07017543859649122,0.12,0.11363636363636363,0.7079646017699115,0.575,0.6052631578947368,0.5434782608695652,0.1415929203539823,0.375,0.46153846153846156,0.5,0.12389380530973451,0.2857142857142857,0.3333333333333333,1.0,,,,,0.02654867256637168,,,,,,,,0.7105263157894737,0.5555555555555556,,,0.07894736842105263,,0.7345132743362832,,0.5491427927927929,0.5495333333333333,0.5340569444444444,0.22857142857142856,0.23357664233576642,0.20408163265306123,0.272108843537415,4.097272727272727,49.53333333333333,0.31322207958921694,11.0,17.0,13.0,20.0,4.0,14.0,2.0,2.0,5.0,12.0,8.0,12.0,6.0,,0.65,0.10377358490566038,0.07142857142857142,,0.5,0.85,0.6470588235294118,2.0,,,,0.1875,,0.18181818181818182,,,,2.0,,,,,,,True,,,,,
714,1610612738,Michael Finley,Michael Finley,714,BOS,12850.0,214,-10.0,384,385,85,74.0,36.0,769,2.0,4.0,1.0,1.0,1.0,2.0,18.0,28.0,2.0,7.0,,1.0,1.0,14.0,23.0,,,2.0,5.0,21.0,34.0,16.0,30.0,1.0,91.0,426,,,6.0,3.0,3.0,3.0,6.0,,15.0,28.0,14.0,42.0,6.0,23.0,14.0,1.0,13.0,2.0,15.0,1.0,1.0,9.0,2.0,2.0,32.0,1.0,,5.0,22.0,,27.0,1.0,28.0,,4.0,4.0,,2.0,,2.0,4.0,,1.0,,6.0,,1.0,12.0,18.0,,2.0,4.0,1.0,,4.0,,2.0,,15.0,85,,,0.6666666666666666,0.6666666666666666,0.875,0.5333333333333333,,0.5,0.5333333333333333,0.6176470588235294,1.0,0.703125,1.0,0.8333333333333334,0.6893939393939394,1.0,0.8333333333333334,0.46875,0.029411764705882353,,,16.822429906542055,0.3333333333333333,,0.16296296296296298,,0.11363636363636363,0.02127659574468085,0.15083798882681565,0.005649717514124294,,0.02631578947368421,0.16666666666666666,0.19230769230769232,0.14925373134328357,0.12121212121212122,0.09090909090909091,,0.0625,0.5,0.5,1.0,0.03125,0.5,1.0,,0.4375,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.109375,0.2857142857142857,0.2857142857142857,1.0,0.359375,0.6086956521739131,0.6086956521739131,0.8571428571428571,,,,,0.1111111111111111,1.0,0.1111111111111111,1.0,0.5555555555555556,0.4,0.53125,0.6086956521739131,0.4798507812499999,0.4111,0.49335555555555555,0.030303030303030304,0.05555555555555555,0.06593406593406594,0.16483516483516483,16.229411764705883,25.169999999999998,0.22135416666666666,,,3.0,3.0,,,,1.0,,2.0,2.0,2.0,1.0,,1.0,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,True,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,22313.0,372,19.0,694,696,213,254.0,79.0,1390,22.0,26.0,3.0,3.0,5.0,13.0,11.0,30.0,5.0,16.0,1.0,,4.0,16.0,38.0,2.0,3.0,3.0,9.0,38.0,69.0,21.0,54.0,39.0,178.0,740,2.0,4.0,21.0,10.0,19.0,3.0,13.0,21.0,50.0,42.0,34.0,54.0,9.0,38.0,16.0,5.0,22.0,6.0,28.0,2.0,4.0,15.0,5.0,2.0,62.0,2.0,2.0,6.0,17.0,2.0,25.0,4.0,29.0,,9.0,7.0,2.0,8.0,2.0,6.0,10.0,2.0,,2.0,18.0,,5.0,16.0,32.0,,6.0,31.0,2.0,,45.0,10.0,10.0,6.0,50.0,213,3.0,6.0,0.5526315789473685,0.5675675675675675,0.8571428571428571,0.3888888888888889,0.5,0.23076923076923078,0.3888888888888889,0.5507246376811594,0.5263157894736842,0.5650406504065041,0.6153846153846154,0.453125,0.6213235294117647,0.6785714285714286,0.5853658536585366,0.43902439024390244,0.07246376811594203,0.07692307692307693,,19.84536082474227,0.4444444444444444,0.06896551724137931,0.0825242718446602,0.009478672985781991,0.07228915662650602,0.022988505747126436,0.07958477508650519,0.013422818791946308,,0.03076923076923077,0.06896551724137931,0.03225806451612903,0.12790697674418605,0.08620689655172414,0.04,,0.21138211382113822,0.8461538461538461,0.9166666666666666,0.5,0.10569105691056911,0.38461538461538464,0.5,0.6,0.24390243902439024,0.36666666666666664,0.36666666666666664,0.6363636363636364,0.13008130081300814,0.3125,0.3125,1.0,0.3089430894308943,0.42105263157894735,0.43243243243243246,0.8125,0.07692307692307693,0.23076923076923078,0.6666666666666666,1.0,0.09375,1.0,0.125,,0.28125,0.3333333333333333,0.6504065040650406,0.42105263157894735,0.5278459349593497,0.46966363636363634,0.48641562499999996,0.1,0.136986301369863,0.11797752808988764,0.2808988764044944,10.275362318840578,24.579629629629633,0.3069164265129683,2.0,2.0,5.0,9.0,5.0,2.0,,,6.0,3.0,2.0,3.0,2.0,,0.5555555555555556,0.022222222222222223,,,0.6666666666666666,0.15384615384615385,1.0,,,,,0.23076923076923078,,,,,,1.0,1.0,3.0,0.018518518518518517,0.02631578947368421,0.05263157894736842,,True,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,28372.0,473,-114.0,887,888,333,325.0,111.0,1775,47.0,83.0,16.0,29.0,11.0,28.0,7.0,22.0,1.0,3.0,1.0,1.0,2.0,6.0,17.0,2.0,2.0,2.0,10.0,65.0,133.0,7.0,20.0,39.0,190.0,1014,3.0,3.0,28.0,24.0,53.0,3.0,12.0,17.0,74.0,34.0,96.0,6.0,15.0,16.0,6.0,9.0,82.0,24.0,106.0,16.0,8.0,47.0,7.0,28.0,236.0,2.0,13.0,13.0,28.0,5.0,46.0,17.0,63.0,5.0,30.0,19.0,11.0,33.0,6.0,27.0,19.0,6.0,2.0,3.0,52.0,6.0,25.0,5.0,22.0,1.0,6.0,52.0,2.0,2.0,60.0,,23.0,8.0,74.0,333,3.0,8.0,0.26153846153846155,0.2698412698412698,0.2857142857142857,0.35,1.0,0.25,0.3684210526315789,0.48872180451127817,0.4528301886792453,0.4934640522875817,0.8214285714285714,0.43846153846153846,0.5277777777777778,0.7777777777777778,0.4625,0.13071895424836602,0.06766917293233082,0.10843373493975904,,22.924901185770754,0.6346153846153846,0.1388888888888889,0.10294117647058823,0.041666666666666664,0.13541666666666666,0.020202020202020204,0.11141304347826086,0.0364963503649635,0.05,0.013157894736842105,0.03488372093023256,0.10126582278481013,0.1588785046728972,0.1111111111111111,0.20833333333333334,0.08196721311475409,0.5424836601307189,0.5662650602409639,0.6351351351351351,0.2553191489361702,0.1830065359477124,0.39285714285714285,0.39285714285714285,0.18181818181818182,0.1437908496732026,0.3181818181818182,0.3181818181818182,0.42857142857142855,0.0196078431372549,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.35294117647058826,0.4,0.16666666666666666,0.07142857142857142,0.14285714285714285,1.0,0.5,0.4461538461538462,0.5517241379310345,0.03076923076923077,0.5,0.15384615384615385,0.2,0.673202614379085,0.375,0.5138628289473683,0.5216730769230769,0.47541250000000007,0.13953488372093023,0.152317880794702,0.14736842105263157,0.3894736842105263,5.716541353383457,26.73,0.3754227733934611,5.0,8.0,7.0,11.0,5.0,4.0,1.0,1.0,5.0,2.0,,2.0,1.0,3.0,0.6363636363636364,0.05303030303030303,0.0125,0.043478260869565216,0.5,0.5714285714285714,0.625,2.0,2.0,,,,0.05,0.4,1.0,1.0,1.0,,2.0,1.0,0.1,0.11764705882352941,0.047619047619047616,,True,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,6584.0,110,-55.0,208,204,100,62.0,21.0,412,10.0,14.0,3.0,6.0,2.0,6.0,,,,,,,,,2.0,,,,2.0,12.0,20.0,,2.0,7.0,31.0,245,,,8.0,4.0,9.0,,2.0,6.0,14.0,14.0,10.0,,,1.0,,3.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,2.0,3.0,6.0,14.0,,20.0,5.0,25.0,,1.0,,1.0,1.0,,1.0,5.0,,,2.0,6.0,1.0,1.0,1.0,9.0,,2.0,10.0,1.0,,15.0,,6.0,2.0,14.0,100,,2.0,0.5833333333333334,0.6363636363636364,,,,,,0.6,0.4444444444444444,0.5454545454545454,1.0,0.36363636363636365,0.5344827586206896,0.8,0.4375,0.09090909090909091,0.15,0.14285714285714285,,15.15151515151515,0.16666666666666666,,0.18666666666666668,0.04285714285714286,0.2,0.10526315789473684,0.19047619047619047,0.056179775280898875,0.047619047619047616,0.15384615384615385,0.13636363636363635,0.14285714285714285,0.25,0.17391304347826086,0.2857142857142857,,0.6363636363636364,0.7142857142857143,0.8333333333333334,0.6,0.2727272727272727,0.3333333333333333,0.4,0.5,,,,,,,,,0.09090909090909091,,,,,,,,0.5454545454545454,0.5,,,0.18181818181818182,,0.7272727272727273,,0.5630149999999999,0.5817666666666667,0.5887333333333333,0.2222222222222222,0.24,0.25806451612903225,0.45161290322580644,3.475,48.599999999999994,0.4807692307692308,3.0,3.0,3.0,3.0,2.0,2.0,1.0,,1.0,9.0,5.0,9.0,4.0,1.0,1.0,0.030303030303030304,0.0625,,0.4444444444444444,1.0,1.0,4.0,,,1.0,0.16666666666666666,,0.3333333333333333,,,,,,,,,,,True,,,,,
