EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Clear Path Fouls,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,BlockedLongMidRange,SecondChanceCorner3FGA,HeaveMakes,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,30518.0,509,45.0,969,963,204,139,109,1932,50,75,9.0,23.0,2.0,14.0,32,80,4,13,86,168,47.0,219,997,13.0,33.0,14.0,40.0,7,26,16.0,30,96,76,18.0,14.0,11,7.0,18,6.0,1.0,4.0,2.0,5.0,43,16.0,31.0,37.0,57,8.0,102,47.0,149,5.0,5.0,2.0,3.0,10.0,3.0,17.0,7.0,2.0,27.0,3.0,6.0,21,50,5.0,9.0,56,4.0,1.0,64,10.0,33,4.0,19.0,10.0,9.0,19.0,12.0,1.0,5.0,6.0,30,204,5.0,4.0,0.5581395348837209,0.6233766233766234,0.5119047619047619,0.3939393939393939,0.2692307692307692,0.5119047619047619,0.3939393939393939,0.2692307692307692,0.5615384615384615,0.47619047619047616,0.40540540540540543,0.08333333333333333,0.13333333333333333,0.05,20.07233273056058,0.37037037037037035,0.38095238095238093,0.1601123595505618,0.09117647058823529,0.26618705035971224,0.12307692307692308,0.1898989898989899,0.1,0.09615384615384616,0.09166666666666666,0.08620689655172414,0.1,0.2,0.13861386138613863,0.16666666666666666,0.16981132075471697,0.2830188679245283,0.21212121212121213,0.08064516129032258,0.631578947368421,0.44642857142857145,0.6666666666666666,0.7692307692307693,0.7,0.47619047619047616,0.4,0.42105263157894735,0.34375,0.07738095238095238,0.3076923076923077,0.3076923076923077,0.5,0.696969696969697,0.391304347826087,0.2222222222222222,0.5384615384615384,0.14285714285714285,0.44642857142857145,0.4789214285714286,0.5270807692307693,0.4660692307692307,0.17277486910994763,0.17277486910994763,0.182648401826484,0.136986301369863,5.248214285714283,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,62671.0,1045,118.0,2017,2013,638,437,259,4030,80,141,27.0,52.0,26.0,47.0,23,50,21,51,124,242,60.0,386,2043,31.0,61.0,13.0,78.0,39,78,14.0,125,118,130,48.0,16.0,76,23.0,99,16.0,7.0,44.0,13.0,19.0,221,10.0,65.0,56.0,187,12.0,255,78.0,333,14.0,32.0,20.0,12.0,28.0,23.0,25.0,5.0,2.0,53.0,3.0,16.0,44,96,11.0,7.0,79,11.0,,94,8.0,45,6.0,25.0,21.0,4.0,25.0,15.0,1.0,6.0,2.0,125,638,9.0,5.0,0.47580645161290325,0.59,0.512396694214876,0.5081967213114754,0.5,0.5,0.5078125,0.4955357142857143,0.5230352303523035,0.527027027027027,0.508130081300813,0.06611570247933884,0.09219858156028368,0.06,18.228941684665227,0.5283018867924528,0.24489795918367346,0.2619047619047619,0.0962962962962963,0.1958041958041958,0.03257328990228013,0.243,0.07637474541751528,0.12393162393162394,0.10185185185185185,0.06222222222222222,0.03389830508474576,0.028169014084507043,0.1934156378600823,0.29213483146067415,0.3003412969283277,0.1889400921658986,0.21739130434782608,0.09271523178807947,0.6,0.4325153374233129,0.5673758865248227,0.625,0.425,0.15337423312883436,0.46,0.48936170212765956,0.6521739130434783,0.15644171779141106,0.4117647058823529,0.4117647058823529,0.47619047619047616,0.8125,0.5192307692307693,0.037037037037037035,0.41964285714285715,0.5531914893617021,0.6901840490797546,0.5077053125,0.5412800000000001,0.5075555555555555,0.12396694214876033,0.16129032258064516,0.20207253886010362,0.3238341968911917,5.897520661157025,0.31631135349529005,7.0,13.0,4.0,5.0,19.0,71.0,1.0,3.0,7.0,29.0,26.0,84.0,1.0,3.0,11.0,34.0,63.0,15.0,6.0,65.0,19.0,3.0,5.0,2.0,1.0,1.0,0.8076923076923077,0.30952380952380953,0.3333333333333333,0.3235294117647059,0.3333333333333333,0.25766871165644173,0.043478260869565216,0.03987730061349693,0.5384615384615384,0.5384615384615384,1.0,0.21779141104294478,0.2676056338028169,0.2676056338028169,0.7368421052631579,0.046875,0.3333333333333333,1.0,0.044642857142857144,0.8,0.25892857142857145,0.2413793103448276,0.2923076923076923,27.767857142857142,,,,,,,,,,,,,,,,,,,,True,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,35774.0,596,48.0,1144,1148,427,296,149,2292,27,57,5.0,11.0,6.0,16.0,5,18,15,32,47,107,46.0,173,1142,6.0,15.0,6.0,18.0,10,30,26.0,52,50,44,8.0,9.0,40,13.0,53,8.0,5.0,22.0,8.0,10.0,119,10.0,16.0,15.0,38,5.0,58,28.0,86,7.0,24.0,12.0,12.0,20.0,13.0,12.0,7.0,,32.0,1.0,14.0,8,34,6.0,3.0,55,,3.0,63,5.0,24,10.0,4.0,1.0,1.0,4.0,2.0,,4.0,,52,427,3.0,10.0,0.5319148936170213,0.5813953488372093,0.4392523364485981,0.4,0.3333333333333333,0.37797619047619047,0.375,0.22807017543859648,0.43908629441624364,0.42857142857142855,0.3466666666666667,0.08411214953271028,0.12280701754385964,0.1111111111111111,17.335352006056016,0.625,0.15625,0.09429280397022333,0.04289544235924933,0.09615384615384616,0.05405405405405406,0.09481216457960644,0.04659498207885305,0.05925925925925926,0.02564102564102564,0.04132231404958678,0.050724637681159424,0.06382978723404255,0.109375,0.08163265306122448,0.0903954802259887,0.09565217391304348,0.0975609756097561,0.0707070707070707,0.5,0.3392857142857143,0.47368421052631576,0.54,0.5925925925925926,0.10714285714285714,0.2777777777777778,0.3125,0.6,0.19047619047619047,0.46875,0.46875,0.4,0.6875,0.45454545454545453,0.2,0.2807017543859649,0.375,0.7023809523809523,0.509952395209581,0.5016545454545455,0.5016589285714285,0.12834224598930483,0.19047619047619047,0.10404624277456648,0.30057803468208094,7.6000000000000005,0.3732517482517482,5.0,28.0,1.0,13.0,6.0,33.0,,1.0,1.0,14.0,11.0,61.0,,1.0,2.0,27.0,27.0,6.0,1.0,32.0,6.0,2.0,3.0,1.0,,,0.8181818181818182,0.18032786885245902,,0.07407407407407407,0.18333333333333332,0.3630952380952381,0.04878048780487805,0.16666666666666666,0.17857142857142858,0.17857142857142858,1.0,0.19642857142857142,0.18181818181818182,0.18181818181818182,0.6666666666666666,0.0625,,,0.22807017543859648,0.07692307692307693,0.24561403508771928,0.07142857142857142,0.1875,25.616393442622954,2.0,,,,,,,,,,,,,,,,,,,True,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,62123.0,1035,-41.0,1983,2003,462,398,239,3986,54,98,6.0,12.0,11.0,19.0,17,40,49,117,120,255,53.0,401,2101,7.0,17.0,2.0,22.0,25,54,10.0,93,114,126,6.0,15.0,50,25.0,75,17.0,8.0,22.0,16.0,12.0,175,4.0,15.0,36.0,58,3.0,97,19.0,116,6.0,37.0,21.0,16.0,20.0,9.0,19.0,11.0,4.0,39.0,2.0,13.0,44,70,2.0,4.0,50,1.0,2.0,63,3.0,29,3.0,17.0,15.0,2.0,17.0,7.0,,,,93,462,2.0,3.0,0.475,0.48717948717948717,0.47058823529411764,0.4117647058823529,0.46296296296296297,0.46774193548387094,0.38461538461538464,0.47701149425287354,0.49875311720698257,0.4074074074074074,0.5054347826086957,0.058823529411764705,0.10204081632653061,0.1,19.477644975652943,0.5128205128205128,0.05,0.08605341246290801,0.02177068214804064,0.1232876712328767,0.014285714285714285,0.09730848861283643,0.0196078431372549,0.03982300884955752,0.019801980198019802,0.007662835249042145,0.0182648401826484,,0.07480314960629922,0.0625,0.11153846153846154,0.12962962962962962,0.10526315789473684,0.031088082901554404,0.4117647058823529,0.26344086021505375,0.5510204081632653,0.6136363636363636,0.6666666666666666,0.10752688172043011,0.425,0.4722222222222222,0.11764705882352941,0.31451612903225806,0.4188034188034188,0.4224137931034483,0.3877551020408163,0.46153846153846156,0.5,0.3333333333333333,0.21839080459770116,0.5789473684210527,0.5779569892473119,0.5056681198910081,0.5220704545454545,0.497339156626506,0.0728643216080402,0.10320284697508897,0.05486284289276808,0.23192019950124687,10.146274509803924,0.2329803328290469,6.0,27.0,1.0,10.0,30.0,90.0,2.0,8.0,10.0,23.0,36.0,117.0,2.0,9.0,11.0,33.0,102.0,6.0,5.0,84.0,29.0,,4.0,1.0,,2.0,0.9444444444444444,0.3076923076923077,0.2222222222222222,0.3333333333333333,0.3125,0.31451612903225806,,0.07258064516129033,0.2222222222222222,0.2222222222222222,1.0,0.24193548387096775,0.3333333333333333,0.3333333333333333,0.9333333333333333,0.3076923076923077,0.25,1.0,0.11494252873563218,0.1,0.26436781609195403,0.43478260869565216,0.34523809523809523,26.183760683760685,,1.0,1.0,2.0,0.008547008547008548,0.038461538461538464,,,,,,,,,,,,,,True,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,88437.0,1474,59.0,2844,2849,851,649,351,5693,79,134,7.0,11.0,23.0,37.0,20,52,39,100,138,286,57.0,591,2951,11.0,23.0,2.0,51.0,38,75,18.0,181,134,142,4.0,20.0,92,35.0,127,25.0,10.0,45.0,25.0,22.0,289,3.0,11.0,37.0,79,1.0,117,14.0,131,,52.0,37.0,15.0,39.0,32.0,33.0,7.0,7.0,72.0,2.0,15.0,34,109,2.0,10.0,81,1.0,7.0,85,13.0,42,7.0,11.0,8.0,1.0,11.0,6.0,,,,181,851,15.0,6.0,0.4855072463768116,0.49264705882352944,0.4825174825174825,0.4782608695652174,0.5066666666666667,0.5184466019417475,0.5833333333333334,0.5659722222222222,0.5362976406533575,0.5930232558139535,0.5876623376623377,0.06993006993006994,0.1044776119402985,0.07692307692307693,19.103194103194102,0.5416666666666666,0.012048192771084338,0.07971745711402624,0.011434511434511435,0.09414758269720101,0.0071090047393364926,0.0838150289017341,0.010115606936416185,0.009375,0.013605442176870748,0.011494252873563218,0.006211180124223602,0.01,0.06353591160220995,0.1134453781512605,0.0741687979539642,0.10616438356164383,0.0594059405940594,,0.5454545454545454,0.26019417475728157,0.5895522388059702,0.6583333333333333,0.5443037974683544,0.10097087378640776,0.38461538461538464,0.4166666666666667,0.3,0.1941747572815534,0.39,0.3979591836734694,0.46153846153846156,0.2619047619047619,0.6363636363636364,0.2857142857142857,0.2569444444444444,0.6216216216216216,0.7048543689320388,0.5210967836257312,0.5065342857142858,0.5202549295774647,0.07720588235294118,0.13333333333333333,0.08629441624365482,0.3062605752961083,8.26713286713287,0.2992264416315049,19.0,45.0,2.0,10.0,67.0,184.0,9.0,16.0,27.0,59.0,86.0,229.0,9.0,19.0,29.0,69.0,195.0,63.0,1.0,183.0,67.0,,6.0,3.0,,1.0,0.7558139534883721,0.37554585152838427,0.47368421052631576,0.42028985507246375,0.37719298245614036,0.4446601941747573,,0.08737864077669903,0.4222222222222222,0.4222222222222222,0.7894736842105263,0.3572815533980582,0.3641304347826087,0.36813186813186816,0.746268656716418,0.38095238095238093,0.5625,0.7777777777777778,0.06944444444444445,0.2,0.4097222222222222,0.4576271186440678,0.366120218579235,25.377292576419215,2.0,3.0,,,0.02,0.07142857142857142,2.0,5.0,0.008733624454148471,0.010869565217391304,,,,,,,,,,True,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,41349.0,689,65.0,1342,1342,476,366,173,2684,72,118,29.0,45.0,22.0,40.0,35,80,10,24,117,222,111.0,345,1416,32.0,52.0,43.0,107.0,34,67,55.0,123,116,118,42.0,21.0,60,22.0,82,19.0,3.0,34.0,9.0,17.0,186,29.0,44.0,33.0,83,15.0,131,74.0,205,7.0,12.0,9.0,3.0,29.0,16.0,16.0,13.0,,45.0,6.0,17.0,30,52,7.0,3.0,119,13.0,7.0,135,12.0,55,18.0,39.0,29.0,6.0,42.0,29.0,,5.0,,123,476,8.0,15.0,0.49572649572649574,0.6041666666666666,0.527027027027027,0.6153846153846154,0.5074626865671642,0.5223214285714286,0.6153846153846154,0.4927536231884058,0.6035087719298246,0.722972972972973,0.6212121212121212,0.0945945945945946,0.13559322033898305,0.05,21.331609566903683,0.6444444444444445,0.375,0.19080459770114944,0.10501193317422435,0.1896551724137931,0.13488372093023257,0.19047619047619047,0.11514195583596215,0.15723270440251572,0.06557377049180328,0.07971014492753623,0.1282051282051282,0.15254237288135594,0.1871345029239766,0.20833333333333334,0.18452380952380953,0.19696969696969696,0.16666666666666666,0.08433734939759036,0.6904761904761905,0.5267857142857143,0.6101694915254238,0.7058823529411765,0.5555555555555556,0.35714285714285715,0.4375,0.4605263157894737,0.37142857142857144,0.10714285714285714,0.4166666666666667,0.43478260869565216,0.5,0.8653846153846154,0.6444444444444445,0.2413793103448276,0.5797101449275363,0.55,0.5357142857142857,0.4981484375000001,0.5543736842105262,0.4978166666666667,0.20599250936329588,0.20754716981132076,0.3101449275362319,0.3565217391304348,4.855405405405407,0.35469448584202684,,,,,,2.0,,,,2.0,,2.0,,,,2.0,,,,2.0,,1.0,5.0,2.0,,,,,,,,0.008928571428571428,0.022222222222222223,,,,,0.008928571428571428,,,,,,,,,0.028985507246376812,,,25.25,4.0,,,1.0,0.041666666666666664,,,,,,3.0,2.0,1.0,,,,,,,True,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,18587.0,310,,613,610,232,169,89,1223,5,8,1.0,1.0,1.0,2.0,1,5,18,32,24,45,16.0,118,617,6.0,8.0,,15.0,5,10,9.0,37,26,22,4.0,,14,6.0,20,4.0,2.0,7.0,1.0,6.0,46,8.0,6.0,3.0,25,2.0,30,14.0,44,,13.0,8.0,5.0,5.0,3.0,4.0,2.0,,9.0,2.0,3.0,13,35,3.0,4.0,19,4.0,5.0,20,1.0,4,4.0,2.0,2.0,,2.0,1.0,,,,37,232,3.0,4.0,0.5416666666666666,0.5909090909090909,0.5333333333333333,0.75,0.5,0.5204081632653061,0.6818181818181818,0.56,0.5476190476190477,0.6818181818181818,0.6,,,,15.877437325905293,0.5555555555555556,0.10526315789473684,0.11467889908256881,0.02666666666666667,0.036585365853658534,0.07272727272727272,0.09333333333333334,0.041791044776119404,0.014925373134328358,0.029850746268656716,0.03296703296703297,0.08791208791208792,,0.11702127659574468,0.14285714285714285,0.09333333333333334,0.045454545454545456,,,0.5,0.08163265306122448,0.625,0.625,0.6,0.05102040816326531,0.2,0.2,,0.32653061224489793,0.5625,0.5625,0.5555555555555556,0.09090909090909091,1.0,,0.08,0.5,0.6224489795918368,0.49814336734693876,0.4497,0.47480999999999995,0.04950495049504951,0.08333333333333333,0.1271186440677966,0.3135593220338983,14.471111111111112,0.37846655791190864,7.0,15.0,2.0,4.0,11.0,38.0,,2.0,4.0,11.0,18.0,53.0,1.0,3.0,6.0,15.0,45.0,9.0,,38.0,11.0,,,,,,0.8333333333333334,0.33962264150943394,0.3333333333333333,0.4,0.33962264150943394,0.5408163265306123,,0.15306122448979592,0.4666666666666667,0.4666666666666667,1.0,0.3877551020408163,0.2894736842105263,0.2894736842105263,0.7272727272727273,0.18181818181818182,,,0.16,0.5,0.44,0.36363636363636365,0.2894736842105263,25.05849056603774,,1.0,,4.0,,0.09090909090909091,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.018867924528301886,True,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,43913.0,732,141.0,1414,1413,499,357,170,2827,47,82,8.0,16.0,19.0,35.0,55,107,59,132,161,321,101.0,501,1441,14.0,27.0,7.0,38.0,57,115,57.0,198,118,204,16.0,19.0,57,25.0,82,17.0,8.0,40.0,6.0,11.0,189,,18.0,24.0,48,7.0,79,20.0,99,6.0,38.0,24.0,14.0,25.0,16.0,25.0,9.0,5.0,50.0,6.0,15.0,16,55,3.0,10.0,111,4.0,1.0,120,10.0,44,18.0,5.0,4.0,1.0,5.0,2.0,,1.0,1.0,198,499,7.0,16.0,0.36645962732919257,0.38562091503267976,0.5015576323987538,0.5185185185185185,0.4956521739130435,0.49261083743842365,0.484375,0.47315436241610737,0.5424836601307189,0.5277777777777778,0.5472222222222223,0.059190031152647975,0.10975609756097561,0.04672897196261682,31.471135940409685,0.5,0.17073170731707318,0.0967741935483871,0.04017857142857143,0.125,,0.10465116279069768,0.0273972602739726,0.07643312101910828,0.03007518796992481,0.012658227848101266,,,0.07777777777777778,0.06306306306306306,0.13170731707317074,0.136986301369863,0.08695652173913043,0.031578947368421054,0.4,0.2019704433497537,0.573170731707317,0.6438356164383562,0.3829787234042553,0.26354679802955666,0.514018691588785,0.5392156862745098,0.32727272727272727,0.3251231527093596,0.44696969696969696,0.4645669291338583,0.3898305084745763,0.5,0.5,0.25,0.2348993288590604,0.5428571428571428,0.41133004926108374,0.4521950372208436,0.4872351851851851,0.4538554421768707,0.10204081632653061,0.12394366197183099,0.07584830339321358,0.39520958083832336,10.753582554517132,0.35289957567185287,5.0,14.0,2.0,5.0,21.0,71.0,,4.0,7.0,29.0,26.0,85.0,1.0,5.0,9.0,34.0,54.0,24.0,3.0,68.0,21.0,2.0,6.0,1.0,,,0.6923076923076923,0.3058823529411765,0.2,0.2647058823529412,0.3170731707317073,0.20935960591133004,0.05,0.034482758620689655,0.35714285714285715,0.35714285714285715,0.6,0.1748768472906404,0.29577464788732394,0.3,0.7142857142857143,0.125,,,0.03355704697986577,0.4,0.19463087248322147,0.2413793103448276,0.3088235294117647,26.47411764705882,,1.0,,3.0,0.03787878787878788,0.03125,1.0,1.0,0.011764705882352941,0.014084507042253521,,,,1.0,,1.0,1.0,,0.011627906976744186,True,
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,9886.0,165,-24.0,330,329,95,76,28,659,5,7,1.0,2.0,2.0,3.0,10,20,6,16,21,43,4.0,52,352,3.0,7.0,,6.0,8,15,,16,28,14,4.0,4.0,11,4.0,15,4.0,,8.0,1.0,2.0,34,3.0,4.0,6.0,10,,16,7.0,23,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,7.0,,1.0,8,13,1.0,1.0,3,1.0,,4,,2,,1.0,1.0,,1.0,1.0,,,,16,95,,,0.6666666666666666,0.7368421052631579,0.4883720930232558,0.42857142857142855,0.5333333333333333,0.41379310344827586,0.2727272727272727,0.4,0.43333333333333335,0.2727272727272727,0.4,0.09302325581395349,0.14285714285714285,0.15,18.559556786703602,0.5714285714285714,,0.09345794392523364,0.039603960396039604,0.13636363636363635,0.06666666666666667,0.10596026490066225,0.04794520547945205,0.07142857142857142,0.06451612903225806,,0.08823529411764706,,0.10256410256410256,0.06451612903225806,0.10810810810810811,0.16666666666666666,0.07142857142857142,0.06451612903225806,1.0,0.1206896551724138,0.7142857142857143,0.8333333333333334,0.6,0.3448275862068966,0.5,0.5882352941176471,0.8,0.27586206896551724,0.375,0.375,0.5,0.18181818181818182,0.5,,0.15,0.6666666666666666,0.3793103448275862,0.45546465517241375,0.5383857142857142,0.46460750000000006,0.03333333333333333,0.044444444444444446,0.11538461538461539,0.3076923076923077,10.967441860465113,0.2878787878787879,1.0,7.0,,3.0,1.0,8.0,,1.0,,2.0,2.0,15.0,,4.0,,5.0,6.0,,,8.0,1.0,,,,,,1.0,0.13333333333333333,,,0.13333333333333333,0.25862068965517243,,0.1206896551724138,0.14285714285714285,0.14285714285714285,1.0,0.13793103448275862,0.125,0.125,1.0,0.09090909090909091,,,0.15,,0.1,,0.125,24.433333333333334,,3.0,,,,0.2727272727272727,,,,,,,,,,,,,,True,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,10682.0,178,-7.0,332,333,31,39,46,665,4,9,1.0,4.0,1.0,1.0,6,20,4,12,14,41,2.0,45,366,2.0,5.0,,7.0,1,2,2.0,4,12,16,,1.0,20,4.0,24,2.0,2.0,14.0,3.0,3.0,52,,6.0,4.0,14,1.0,19,6.0,25,3.0,7.0,7.0,,6.0,5.0,2.0,1.0,1.0,8.0,1.0,2.0,10,13,,,8,1.0,,2,,1,,,,,,,,,,4,31,,,0.42857142857142855,0.42857142857142855,0.34146341463414637,0.4,0.5,0.41346153846153844,0.5833333333333334,0.5,0.42452830188679247,0.5833333333333334,0.6666666666666666,0.024390243902439025,0.1111111111111111,,15.521628498727734,0.75,0.1,0.1076923076923077,0.045454545454545456,0.08695652173913043,,0.10227272727272728,0.034482758620689655,0.047619047619047616,0.041666666666666664,0.047619047619047616,,,0.10909090909090909,0.14285714285714285,0.0851063829787234,0.10714285714285714,0.05555555555555555,0.09375,,0.17307692307692307,0.4444444444444444,0.5,0.25,0.38461538461538464,0.3,0.3,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.25,,0.5,1.0,0.38461538461538464,0.45164903846153837,0.5258333333333334,0.4672,0.018867924528301886,0.023809523809523808,0.15555555555555556,0.08888888888888889,10.14878048780488,0.09337349397590361,2.0,4.0,,,3.0,7.0,,,,,5.0,11.0,1.0,1.0,,,12.0,3.0,,7.0,3.0,,1.0,,,,0.8,0.45454545454545453,1.0,,0.45454545454545453,0.21153846153846154,,0.07692307692307693,0.5,0.5,1.0,0.1346153846153846,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,0.42857142857142855,25.263636363636365,,1.0,,,,0.16666666666666666,,,,,,,,1.0,,,1.0,1.0,,True,
