EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Loose Ball Fouls,Technical Free Throw Trips,3SecondViolations,Travels,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,DefensiveGoaltends,on,Clear Path Fouls,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,3pt And 1 Free Throw Trips
101142,1610612744,Ronny Turiaf,Ronny Turiaf,101142,GSW,10126.0,169,15.0,347,345,71,89,32,692,15.0,17.0,5.0,5.0,4.0,4.0,3.0,6,2.0,2,20,25,6.0,46,373,5.0,5.0,2.0,12.0,6.0,6.0,1.0,13.0,32,8.0,8.0,1.0,18,7.0,25,5.0,2.0,9.0,2.0,7,57,1.0,9.0,5,8,5.0,18,10.0,28,1.0,7.0,5.0,2.0,5.0,2.0,4.0,5.0,1.0,1.0,10.0,1.0,1.0,17,21,2.0,11,2.0,1.0,9.0,3.0,5.0,1.0,9.0,8.0,1.0,9.0,6.0,13.0,71,1.0,0.8,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.8214285714285714,1.0,0.8125,0.04,0.058823529411764705,9.895833333333334,0.5,0.45454545454545453,0.06060606060606061,0.07692307692307693,0.10638297872340426,0.02040816326530612,0.07262569832402235,0.060240963855421686,0.04878048780487805,0.1111111111111111,0.08163265306122448,0.02702702702702703,0.045454545454545456,0.047619047619047616,0.08695652173913043,0.08571428571428572,0.16666666666666666,0.25,0.6666666666666666,0.68,0.8823529411764706,0.9375,0.7333333333333333,0.24,0.5,0.5,1.0,0.08,1.0,1.0,1.0,1.0,1.0,0.2,0.6666666666666666,1.0,0.68,0.52784,0.55678,0.5244833333333333,0.18518518518518517,0.18518518518518517,0.2608695652173913,0.2826086956521739,4.024,0.20461095100864554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,18125.0,302,-35.0,649,643,204,250,65,1292,34.0,60.0,1.0,2.0,5.0,17.0,7.0,21,14.0,42,55,123,40.0,189,768,3.0,5.0,,9.0,8.0,30.0,14.0,39.0,36,74.0,,9.0,22,12.0,34,9.0,3.0,15.0,1.0,6,80,2.0,2.0,6,13,1.0,20,4.0,24,2.0,16.0,10.0,6.0,11.0,3.0,5.0,6.0,,6.0,17.0,3.0,6.0,7,18,1.0,38,2.0,4.0,53.0,4.0,22.0,5.0,3.0,,2.0,3.0,1.0,39.0,204,4.0,0.32727272727272727,0.32727272727272727,0.44715447154471544,0.6,0.26666666666666666,0.44879518072289154,0.6428571428571429,0.26595744680851063,0.49736842105263157,0.6428571428571429,0.35454545454545455,0.07317073170731707,0.11666666666666667,28.492392807745503,0.6470588235294118,0.047619047619047616,0.07027027027027027,0.010362694300518135,0.07792207792207792,0.02040816326530612,0.07251908396946564,0.013745704467353952,0.014492753623188406,,0.014084507042253521,0.027777777777777776,0.04054054054054054,0.07272727272727272,0.10714285714285714,0.06896551724137931,0.10526315789473684,0.024390243902439025,0.3333333333333333,0.3614457831325301,0.5666666666666667,0.6415094339622641,0.38235294117647056,0.12650602409638553,0.3333333333333333,0.3684210526315789,0.14285714285714285,0.25301204819277107,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.5,,0.3617021276595745,0.29411764705882354,0.6204819277108434,0.5066472392638036,0.43205000000000005,0.4839077777777776,0.12432432432432433,0.15602836879432624,0.047619047619047616,0.20634920634920634,8.767479674796748,0.31432973805855163,3.0,9.0,1.0,4.0,10.0,34.0,1.0,2.0,2.0,13.0,13.0,43.0,1.0,2.0,3.0,17.0,30.0,9.0,3.0,31.0,10.0,1.0,1.0,1.0,1.0,4.0,0.7692307692307693,0.3023255813953488,0.5,0.17647058823529413,0.325,0.25903614457831325,0.023255813953488372,0.09523809523809523,0.029411764705882353,0.05421686746987952,0.3333333333333333,0.3333333333333333,1.0,0.20481927710843373,0.29411764705882354,0.30303030303030304,0.7,0.2857142857142857,0.5,1.0,0.0851063829787234,0.25,0.2765957446808511,0.15384615384615385,0.3225806451612903,0.022727272727272728,26.46511627906977,,,,,,,,,,,,,,,,True,,,,,,
1894,1610612744,Corey Maggette,Corey Maggette,1894,GSW,18135.0,302,-92.0,640,635,149,205,53,1275,32.0,55.0,4.0,5.0,8.0,13.0,8.0,21,23.0,48,63,124,70.0,202,811,6.0,8.0,3.0,15.0,13.0,23.0,20.0,46.0,64,62.0,6.0,14.0,15,10.0,25,7.0,3.0,9.0,1.0,5,60,2.0,4.0,8,20,3.0,31,6.0,37,,4.0,3.0,1.0,13.0,3.0,6.0,12.0,2.0,7.0,25.0,3.0,6.0,19,37,4.0,53,1.0,5.0,82.0,4.0,35.0,7.0,,,,,,46.0,149,4.0,0.5079365079365079,0.5333333333333333,0.5080645161290323,0.75,0.5652173913043478,0.5076923076923077,0.75,0.5416666666666666,0.5952380952380952,0.8333333333333334,0.6571428571428571,0.11290322580645161,0.18181818181818182,27.76978417266187,0.52,0.17647058823529413,0.09852216748768473,0.02040816326530612,0.14035087719298245,0.025974025974025976,0.1076923076923077,0.02197802197802198,0.03508771929824561,0.024390243902439025,0.01020408163265306,0.03278688524590164,0.1232876712328767,0.07936507936507936,0.08955223880597014,0.1111111111111111,0.25,,,0.4230769230769231,0.5818181818181818,0.7111111111111111,0.5,0.16153846153846155,0.38095238095238093,0.47058823529411764,0.5,0.36923076923076925,0.4791666666666667,0.4791666666666667,0.5217391304347826,0.625,0.8,0.25,0.5416666666666666,0.6153846153846154,0.46923076923076923,0.5077065384615385,0.5189142857142857,0.5114875000000001,0.21739130434782608,0.22580645161290322,0.07425742574257425,0.22772277227722773,9.25,0.2328125,2.0,4.0,,1.0,,2.0,,,,,2.0,6.0,,,,1.0,6.0,,,2.0,,,1.0,,,3.0,1.0,0.3333333333333333,,,0.3333333333333333,0.046153846153846156,,0.19047619047619047,,0.03076923076923077,0.5,0.5,1.0,0.015384615384615385,,,,,,,0.041666666666666664,,,,,,23.7,1.0,2.0,1.0,,,,,,,,,,,,,True,,,,,,
201228,1610612744,C.J. Watson,C.J. Watson,201228,GSW,18418.0,307,-11.0,642,651,190,219,64,1293,23.0,34.0,3.0,5.0,8.0,12.0,3.0,11,11.0,30,37,75,21.0,107,728,4.0,9.0,2.0,16.0,10.0,21.0,11.0,37.0,30,44.0,2.0,6.0,19,16.0,35,13.0,3.0,11.0,3.0,5,86,2.0,5.0,9,10,2.0,21,7.0,28,3.0,22.0,18.0,4.0,5.0,3.0,4.0,9.0,1.0,1.0,14.0,,4.0,8,22,2.0,24,,3.0,26.0,4.0,11.0,3.0,,,,,,37.0,190,3.0,0.40540540540540543,0.4166666666666667,0.49333333333333335,0.4444444444444444,0.47619047619047616,0.45263157894736844,0.5833333333333334,0.52,0.5,0.6666666666666666,0.5967741935483871,0.08,0.14705882352941177,16.666666666666668,0.35714285714285715,0.08695652173913043,0.05405405405405406,0.02577319587628866,0.1,0.01904761904761905,0.06909090909090909,0.023411371237458192,0.04285714285714286,,0.023809523809523808,0.02702702702702703,0.012345679012345678,0.1,0.078125,0.0967741935483871,0.10714285714285714,0.06521739130434782,,0.35789473684210527,0.6764705882352942,0.7931034482758621,0.34782608695652173,0.11578947368421053,0.2727272727272727,0.3,0.6666666666666666,0.3157894736842105,0.36666666666666664,0.36666666666666664,0.45454545454545453,0.4166666666666667,0.6,0.3333333333333333,0.48,0.6666666666666666,0.5684210526315789,0.5232808510638298,0.5267333333333334,0.551684,0.10784313725490197,0.13414634146341464,0.14953271028037382,0.34579439252336447,9.150666666666666,0.29595015576323985,2.0,9.0,1.0,2.0,2.0,11.0,2.0,3.0,1.0,2.0,4.0,20.0,2.0,3.0,2.0,4.0,12.0,,,11.0,2.0,,,,,7.0,1.0,0.2,0.6666666666666666,0.5,0.2,0.21052631578947367,,0.09090909090909091,,0.09473684210526316,0.2222222222222222,0.2222222222222222,1.0,0.11578947368421053,0.18181818181818182,0.18181818181818182,1.0,0.25,0.6666666666666666,1.0,0.08,0.5,0.08,0.5,0.18181818181818182,,25.419999999999998,,2.0,,1.0,1.0,,,,,,,,,,,True,,,,,,
202130,1610612744,Reggie Williams,Reggie Williams,202130,GSW,46887.0,781,-53.0,1633,1635,428,571,146,3268,65.0,95.0,7.0,11.0,18.0,26.0,15.0,41,27.0,55,107,191,52.0,365,1891,9.0,16.0,3.0,27.0,28.0,51.0,23.0,100.0,86,128.0,10.0,10.0,40,26.0,66,16.0,10.0,20.0,11.0,9,158,4.0,14.0,29,60,3.0,92,18.0,110,2.0,23.0,19.0,4.0,10.0,5.0,6.0,19.0,5.0,4.0,29.0,2.0,7.0,25,49,4.0,50,2.0,7.0,62.0,12.0,28.0,9.0,5.0,5.0,,6.0,2.0,100.0,428,7.0,0.40186915887850466,0.4215686274509804,0.5602094240837696,0.5625,0.5490196078431373,0.5530035335689046,0.46153846153846156,0.5422535211267606,0.5925324675324676,0.5,0.6024096385542169,0.05235602094240838,0.07368421052631578,18.729096989966553,0.3448275862068966,0.05555555555555555,0.11741682974559686,0.028112449799196786,0.1457286432160804,0.017094017094017096,0.12535211267605634,0.02459016393442623,0.029239766081871343,0.02608695652173913,0.02830188679245283,0.0058823529411764705,0.08205128205128205,0.11971830985915492,0.15517241379310345,0.18439716312056736,0.05172413793103448,0.015625,0.3333333333333333,0.33568904593639576,0.6842105263157895,0.7386363636363636,0.47692307692307695,0.14487632508833923,0.36585365853658536,0.39473684210526316,0.06666666666666667,0.19434628975265017,0.4909090909090909,0.4909090909090909,0.4074074074074074,0.4230769230769231,0.6363636363636364,0.2857142857142857,0.36619718309859156,0.6923076923076923,0.6607773851590106,0.5351154804270463,0.5286649999999999,0.5260098591549296,0.09364548494983277,0.13526570048309178,0.07397260273972603,0.273972602739726,7.7649214659685875,0.262094304960196,7.0,12.0,2.0,3.0,26.0,80.0,1.0,8.0,5.0,17.0,33.0,92.0,2.0,10.0,7.0,20.0,87.0,12.0,2.0,78.0,26.0,,,,,8.0,0.8787878787878788,0.358695652173913,0.2,0.35,0.36666666666666664,0.3250883392226148,,0.07317073170731707,,0.04240282685512368,0.5833333333333334,0.5833333333333334,1.0,0.2826855123674912,0.325,0.325,0.8461538461538461,0.3076923076923077,0.125,1.0,0.04225352112676056,0.6666666666666666,0.23943661971830985,0.29411764705882354,0.3333333333333333,,25.92717391304348,2.0,,,2.0,3.0,1.0,2.0,1.0,1.0,0.046875,0.07692307692307693,0.5,1.0,,,True,,,,,,
201627,1610612744,Anthony Morrow,Anthony Morrow,201627,GSW,20625.0,344,-31.0,705,707,168,280,61,1412,10.0,23.0,2.0,6.0,2.0,6.0,14.0,23,16.0,36,40,82,23.0,184,812,4.0,10.0,1.0,24.0,13.0,24.0,15.0,53.0,26,54.0,4.0,6.0,8,8.0,16,5.0,3.0,4.0,,4,40,1.0,10.0,12,25,1.0,38,11.0,49,5.0,8.0,2.0,6.0,5.0,1.0,2.0,4.0,,3.0,9.0,,,14,26,,24,2.0,1.0,24.0,4.0,8.0,6.0,2.0,2.0,,2.0,1.0,53.0,168,5.0,0.325,0.34210526315789475,0.4878048780487805,0.4,0.5416666666666666,0.6098484848484849,0.6764705882352942,0.6551724137931034,0.647887323943662,0.7058823529411765,0.7361111111111112,0.07317073170731707,0.08695652173913043,19.55958549222798,0.5555555555555556,0.03571428571428571,0.10548523206751055,0.047619047619047616,0.1348314606741573,0.009259259259259259,0.11349693251533742,0.03459119496855346,0.08333333333333333,0.025,0.030612244897959183,0.012345679012345678,0.05813953488372093,0.11594202898550725,0.14634146341463414,0.1,0.20689655172413793,0.08771929824561403,0.5,0.17424242424242425,0.43478260869565216,0.47619047619047616,0.4,0.17424242424242425,0.6086956521739131,0.6363636363636364,0.35714285714285715,0.2727272727272727,0.4444444444444444,0.48484848484848486,0.25,0.35294117647058826,0.3333333333333333,,0.20689655172413793,0.3333333333333333,0.553030303030303,0.4897094696969697,0.50991875,0.44695862068965514,0.058823529411764705,0.09302325581395349,0.13043478260869565,0.28804347826086957,11.08780487804878,0.23829787234042554,7.0,17.0,1.0,2.0,20.0,33.0,4.0,6.0,3.0,3.0,27.0,50.0,5.0,7.0,4.0,5.0,75.0,6.0,,33.0,20.0,,2.0,,,7.0,0.9259259259259259,0.54,0.7142857142857143,0.8,0.54,0.3787878787878788,,0.043478260869565216,,0.12878787878787878,0.4117647058823529,0.4117647058823529,1.0,0.25,0.6060606060606061,0.6060606060606061,0.9,0.35294117647058826,0.6666666666666666,0.5,0.06896551724137931,0.5,0.10344827586206896,1.0,0.6060606060606061,,24.991999999999997,,,,1.0,,1.0,1.0,,,,0.058823529411764705,1.0,1.0,0.08333333333333333,,True,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,32131.0,536,-54.0,1132,1134,289,414,90,2266,20.0,45.0,1.0,5.0,3.0,8.0,11.0,33,45.0,95,76,173,43.0,318,1312,6.0,12.0,4.0,31.0,13.0,35.0,23.0,97.0,42,110.0,2.0,10.0,68,35.0,103,23.0,12.0,43.0,6.0,19,241,5.0,9.0,14,48,2.0,64,14.0,78,2.0,30.0,20.0,10.0,27.0,5.0,18.0,19.0,3.0,9.0,46.0,2.0,12.0,25,42,3.0,49,3.0,7.0,47.0,2.0,14.0,9.0,4.0,4.0,,4.0,1.0,97.0,289,9.0,0.27631578947368424,0.28,0.4393063583815029,0.5,0.37142857142857144,0.5350194552529183,0.75,0.5606060606060606,0.5665467625899281,0.775,0.6153846153846154,0.057803468208092484,0.17777777777777778,26.362896663954437,0.5869565217391305,0.05555555555555555,0.128686327077748,0.026392961876832845,0.1076923076923077,0.03225806451612903,0.12326043737574553,0.028225806451612902,0.02631578947368421,0.0379746835443038,0.02027027027027027,0.01818181818181818,0.07801418439716312,0.125,0.1875,0.09574468085106383,0.1388888888888889,0.016,0.25,0.17509727626459143,0.4444444444444444,0.5405405405405406,0.45,0.12840466926070038,0.3333333333333333,0.3548387096774194,0.2727272727272727,0.36964980544747084,0.47368421052631576,0.47368421052631576,0.2,0.2777777777777778,0.2,,0.12121212121212122,0.375,0.5019455252918288,0.4906966535433071,0.517576923076923,0.47946796875,0.05204460966542751,0.07567567567567568,0.09748427672955975,0.3050314465408805,12.398265895953758,0.25530035335689044,10.0,21.0,6.0,7.0,31.0,63.0,2.0,3.0,10.0,24.0,41.0,84.0,5.0,6.0,16.0,31.0,78.0,45.0,2.0,61.0,31.0,,1.0,,,4.0,0.6341463414634146,0.4880952380952381,0.8333333333333334,0.5161290322580645,0.5,0.32684824902723736,,0.06060606060606061,,0.08171206225680934,0.47619047619047616,0.47619047619047616,0.9,0.245136186770428,0.49206349206349204,0.49206349206349204,0.5483870967741935,0.16666666666666666,0.6666666666666666,1.0,0.10606060606060606,0.8571428571428571,0.36363636363636365,0.4166666666666667,0.5081967213114754,,26.25714285714285,3.0,3.0,,3.0,,3.0,3.0,,,0.06666666666666667,0.16666666666666666,1.0,1.0,,,True,,,,,,
1904,1610612744,Devean George,Devean George,1904,GSW,19809.0,330,1.0,690,695,198,259,62,1385,4.0,9.0,,4.0,3.0,3.0,2.0,5,6.0,13,12,27,6.0,111,793,2.0,7.0,1.0,8.0,6.0,9.0,,30.0,10,14.0,4.0,,8,8.0,16,4.0,4.0,5.0,1.0,2,40,5.0,4.0,12,27,9.0,48,9.0,57,2.0,17.0,7.0,10.0,3.0,1.0,3.0,2.0,1.0,,5.0,,3.0,22,46,,8,,2.0,8.0,,4.0,,6.0,5.0,1.0,6.0,1.0,30.0,198,,0.4166666666666667,0.5,0.4444444444444444,0.2857142857142857,0.6666666666666666,0.603448275862069,0.2916666666666667,0.7142857142857143,0.6098901098901099,0.3076923076923077,0.7142857142857143,,,12.664907651715039,0.6,0.34615384615384615,0.13705583756345177,0.02030456852791878,0.13333333333333333,0.046296296296296294,0.13588850174216027,0.029508196721311476,,0.03636363636363636,0.02702702702702703,0.05,0.1375,0.11320754716981132,0.15625,0.1,0.2,0.043478260869565216,0.16666666666666666,0.10344827586206896,0.4444444444444444,0.4444444444444444,0.5,0.05747126436781609,0.4,0.4,0.5,0.14942528735632185,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.3333333333333333,,,0.14285714285714285,1.0,0.7931034482758621,0.5313155172413794,0.5352785714285715,0.49215238095238095,0.04395604395604396,0.12903225806451613,0.07207207207207207,0.2702702702702703,11.303703703703704,0.28695652173913044,12.0,23.0,3.0,4.0,15.0,37.0,,3.0,3.0,8.0,27.0,60.0,1.0,5.0,6.0,12.0,78.0,3.0,,37.0,15.0,,,,,9.0,0.9629629629629629,0.45,0.2,0.5,0.45,0.6896551724137931,,,,0.26436781609195403,0.5217391304347826,0.5217391304347826,1.0,0.42528735632183906,0.40540540540540543,0.40540540540540543,0.9333333333333333,0.25,,,0.19047619047619047,0.75,0.38095238095238093,0.375,0.40540540540540543,,24.943333333333335,2.0,,,,1.0,1.0,2.0,,,0.03571428571428571,0.16666666666666666,0.5,1.0,,1.0,True,,,,,,
201229,1610612744,Anthony Tolliver,Anthony Tolliver,201229,GSW,35196.0,587,-6.0,1221,1223,320,389,107,2444,34.0,55.0,4.0,8.0,6.0,15.0,7.0,16,16.0,49,57,120,63.0,231,1396,5.0,11.0,7.0,20.0,9.0,28.0,19.0,49.0,88,26.0,6.0,5.0,24,14.0,38,8.0,6.0,13.0,3.0,8,90,9.0,23.0,30,66,11.0,107,32.0,139,3.0,16.0,7.0,9.0,15.0,3.0,12.0,7.0,,3.0,22.0,4.0,4.0,33,49,2.0,65,7.0,8.0,83.0,3.0,36.0,7.0,20.0,15.0,5.0,20.0,9.0,49.0,320,5.0,0.7719298245614035,0.8148148148148148,0.475,0.45454545454545453,0.32142857142857145,0.46153846153846156,0.4642857142857143,0.3125,0.5202702702702703,0.5263157894736842,0.4083333333333333,0.041666666666666664,0.07272727272727272,18.236173393124066,0.6818181818181818,0.28205128205128205,0.1741424802110818,0.06284153005464481,0.1935483870967742,0.05232558139534884,0.1797752808988764,0.05947955390334572,0.06060606060606061,0.075,0.05844155844155844,0.040983606557377046,0.19148936170212766,0.16831683168316833,0.16058394160583941,0.21428571428571427,0.13953488372093023,0.03,0.45,0.3021978021978022,0.6181818181818182,0.6666666666666666,0.7647058823529411,0.08791208791208792,0.4375,0.4666666666666667,0.42857142857142855,0.2692307692307692,0.32653061224489793,0.32653061224489793,0.9375,0.5714285714285714,0.5,0.25,0.3125,0.4,0.6428571428571429,0.5146250000000001,0.5499958333333334,0.507534375,0.16744186046511628,0.23529411764705882,0.08658008658008658,0.21212121212121213,9.3225,0.2620802620802621,4.0,16.0,1.0,3.0,14.0,46.0,1.0,1.0,3.0,17.0,18.0,62.0,1.0,3.0,4.0,20.0,54.0,,,46.0,14.0,,,,,3.0,1.0,0.2903225806451613,0.3333333333333333,0.2,0.2903225806451613,0.34065934065934067,,0.0625,,0.08791208791208792,0.25,0.25,1.0,0.25274725274725274,0.30434782608695654,0.30434782608695654,1.0,0.07142857142857142,1.0,1.0,0.0625,0.3333333333333333,0.3541666666666667,0.17647058823529413,0.30434782608695654,,24.851612903225806,2.0,,,1.0,,,2.0,,,0.08,0.14285714285714285,,,,1.0,True,,,,,,
201805,1610612744,Chris Hunter,Chris Hunter,201805,GSW,14983.0,250,1.0,506,507,123,179,50,1013,23.0,38.0,7.0,11.0,2.0,10.0,7.0,16,5.0,13,35,67,15.0,85,571,8.0,14.0,2.0,18.0,7.0,17.0,6.0,20.0,46,24.0,14.0,8.0,8,4.0,12,4.0,,4.0,,4,28,3.0,15.0,8,23,3.0,34,18.0,52,2.0,3.0,2.0,1.0,4.0,6.0,3.0,9.0,,1.0,13.0,1.0,2.0,36,43,3.0,15,1.0,2.0,19.0,3.0,9.0,2.0,9.0,6.0,3.0,9.0,7.0,20.0,123,2.0,0.6571428571428571,0.8214285714285714,0.5223880597014925,0.5714285714285714,0.4117647058823529,0.5223880597014925,0.5714285714285714,0.4117647058823529,0.5666666666666667,0.6,0.5,0.11940298507462686,0.21052631578947367,15.630550621669627,0.3076923076923077,0.2,0.1503267973856209,0.08426966292134831,0.13114754098360656,0.046875,0.14485981308411214,0.0743801652892562,0.13114754098360656,0.1111111111111111,0.027777777777777776,0.06976744186046512,0.15,0.24390243902439024,0.07692307692307693,0.13157894736842105,0.13043478260869565,0.08333333333333333,0.7777777777777778,0.5671641791044776,0.6052631578947368,0.7666666666666667,0.5652173913043478,0.23880597014925373,0.4375,0.4375,0.7142857142857143,0.19402985074626866,0.38461538461538464,0.38461538461538464,1.0,0.7857142857142857,0.6363636363636364,,0.5882352941176471,0.2,0.5671641791044776,0.5126179104477611,0.5407666666666667,0.48487647058823524,0.1232876712328767,0.1232876712328767,0.21176470588235294,0.23529411764705882,6.070149253731343,0.24308300395256918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,True,,,,,,
