EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsAssisted2s,PtsPutbacks,DefTwoPtRebounds,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,FTDefRebounds,SelfOReb,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,AtRimPctBlocked,DefFTReboundPct,SelfORebPct,PenaltyArc3Frequency,Defensive 3 Seconds Violations,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,Corner3PctBlocked,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceTurnovers,BlockedLongMidRange,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls,BlockedShortMidRange,HeaveAttempts,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101150,1610612761,Lou Williams,Lou Williams,101150,TOR,1467.0,24,9,49,46,17.0,18.0,5.0,95,2.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,10.0,4.0,14.0,49.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,4.0,17.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5833333333333334,1.0,0.6666666666666666,0.1,0.16666666666666666,25.925925925925924,1.0,0.058823529411764705,1.0,0.06666666666666667,0.05263157894736842,0.14285714285714285,1.0,0.3,0.6666666666666666,0.6666666666666666,0.6,0.3333333333333333,0.4,0.1,1.0,1.0,0.5,1.0,0.5,1.0,0.3,0.42463999999999996,0.4675,0.33495,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857,7.030000000000001,0.3469387755102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,3016.0,50,-16,97,99,36.0,16.0,16.0,196,5.0,7.0,2.0,2.0,4.0,5.0,2.0,4.0,,,7.0,11.0,1.0,15.0,117.0,2.0,2.0,5.0,4.0,5.0,1.0,9.0,6.0,,3.0,3.0,3.0,6.0,4.0,5.0,8.0,4.0,12.0,1.0,1.0,,1.0,1.0,1.0,,6.0,5.0,1.0,,,4.0,2.0,9.0,36.0,1.0,0.6363636363636364,1.0,0.8,0.6363636363636364,1.0,0.8,0.5769230769230769,0.8333333333333334,0.6428571428571429,,,12.280701754385966,1.0,0.09523809523809523,0.3125,0.21621621621621623,0.0784313725490196,,0.4166666666666667,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.36363636363636365,0.5,0.5,,,,1.0,1.0,1.0,0.8,0.6363636363636364,0.4697090909090909,0.5137,0.5035000000000001,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.6,3.3545454545454545,0.3711340206185567,1.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.17647058823529413,0.07692307692307693,0.16666666666666666,0.2,0.1,0.5,0.6,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,4778.0,80,-9,151,155,28.0,9.0,22.0,306,6.0,11.0,2.0,2.0,1.0,3.0,,4.0,3.0,9.0,9.0,24.0,1.0,28.0,166.0,2.0,2.0,4.0,2.0,6.0,,4.0,12.0,1.0,8.0,11.0,3.0,25.0,3.0,2.0,7.0,3.0,10.0,1.0,,1.0,7.0,5.0,11.0,2.0,12.0,6.0,,,1.0,4.0,1.0,4.0,28.0,,0.375,1.0,0.3333333333333333,0.39705882352941174,0.6666666666666666,0.3333333333333333,0.3888888888888889,0.6666666666666666,0.2857142857142857,0.041666666666666664,0.25,26.857142857142858,0.6363636363636364,0.04838709677419355,0.10526315789473684,0.1076923076923077,0.038461538461538464,,0.06666666666666667,0.3235294117647059,0.5454545454545454,0.5454545454545454,0.11764705882352941,,,0.2647058823529412,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,0.3333333333333333,0.6176470588235294,0.5085014705882352,0.47938333333333333,0.46788333333333326,0.02857142857142857,0.04,0.14285714285714285,0.14285714285714285,9.216666666666667,0.18543046357615894,,6.0,2.0,5.0,6.0,1.0,,,,,0.3333333333333333,0.375,0.10869565217391304,0.11538461538461539,,,0.15384615384615385,0.13636363636363635,,0.3333333333333333,,,1.0,3.0,2.0,7.0,1.0,3.0,10.0,1.0,3.0,6.0,7.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3,0.3,0.29411764705882354,0.1,0.14285714285714285,0.25,0.3333333333333333,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.20588235294117646,0.2857142857142857,0.3333333333333333,0.5,0.3333333333333333,0.2857142857142857,24.740000000000002,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,5729.0,95,-15,185,185,49.0,37.0,24.0,370,5.0,6.0,,,1.0,1.0,3.0,12.0,11.0,27.0,19.0,45.0,9.0,56.0,211.0,1.0,4.0,2.0,3.0,10.0,4.0,10.0,32.0,4.0,8.0,15.0,6.0,37.0,3.0,2.0,8.0,3.0,11.0,5.0,3.0,2.0,3.0,,5.0,1.0,5.0,10.0,,,1.0,11.0,6.0,10.0,49.0,,0.4222222222222222,0.25,0.3,0.47959183673469385,0.25,0.2727272727272727,0.5192307692307693,0.25,0.375,0.08888888888888889,0.25,27.014218009478675,0.6,0.041666666666666664,0.09090909090909091,0.09210526315789473,0.03333333333333333,0.0625,0.11764705882352941,0.12244897959183673,0.8333333333333334,1.0,0.24489795918367346,0.25,0.3333333333333333,0.5510204081632653,0.4074074074074074,0.4074074074074074,,,0.09090909090909091,1.0,0.20408163265306123,0.4209724489795918,0.403775,0.34946363636363637,0.11538461538461539,0.125,0.03571428571428571,0.17857142857142858,13.351111111111113,0.2648648648648649,,6.0,,5.0,5.0,,,,,,0.15789473684210525,0.15789473684210525,0.09259259259259259,,0.08333333333333333,0.07142857142857142,0.07692307692307693,0.1111111111111111,,0.4,,,,,3.0,4.0,,3.0,4.0,,9.0,,4.0,3.0,,7.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,1.0,0.75,0.75,0.08163265306122448,,,,0.09090909090909091,,,,0.08163265306122448,0.75,0.75,1.0,,0.75,26.5,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.16666666666666666,0.16666666666666666,0.1,0.09090909090909091,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202685,1610612761,Jonas Valanciunas,Jonas Valanciunas,202685,TOR,6347.0,106,-15,206,207,60.0,37.0,27.0,413,14.0,20.0,6.0,8.0,5.0,5.0,4.0,17.0,1.0,1.0,19.0,38.0,7.0,45.0,228.0,8.0,10.0,19.0,5.0,11.0,,10.0,14.0,3.0,1.0,2.0,,5.0,9.0,5.0,28.0,9.0,37.0,2.0,1.0,1.0,1.0,,4.0,2.0,7.0,8.0,2.0,,,8.0,4.0,10.0,60.0,,0.5,0.8,0.45454545454545453,0.5,0.8,0.45454545454545453,0.5357142857142857,0.7916666666666666,0.45454545454545453,0.07894736842105263,,19.574468085106382,0.25,0.1111111111111111,0.2,0.2823529411764706,0.09,0.25,0.05263157894736842,0.5263157894736842,0.7,0.8235294117647058,0.4473684210526316,0.23529411764705882,0.23529411764705882,0.02631578947368421,1.0,1.0,0.8,0.75,0.45454545454545453,1.0,0.5263157894736842,0.4913131578947369,0.51097,0.46322727272727277,0.09523809523809523,0.09523809523809523,0.4222222222222222,0.2222222222222222,4.602631578947369,0.2912621359223301,3.0,24.0,8.0,19.0,1.0,1.0,1.0,1.0,1.0,,0.631578947368421,0.8,0.31666666666666665,0.027777777777777776,0.12,0.2,0.25,0.41379310344827586,,0.5714285714285714,0.75,0.16666666666666666,,,,,,,,,,,,,,1.0,,1.0,,1.0,,3.0,1.0,,1.0,3.0,,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,4.0,1.0,,,,,0.15,0.6666666666666666,0.0625,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202349,1610612761,Greivis Vasquez,Greivis Vasquez,202349,TOR,2243.0,37,-13,75,73,35.0,29.0,8.0,148,1.0,4.0,,,1.0,2.0,1.0,2.0,,,2.0,6.0,1.0,11.0,85.0,,,,2.0,4.0,1.0,8.0,4.0,,4.0,4.0,3.0,8.0,,1.0,2.0,,2.0,,,,1.0,1.0,2.0,,4.0,1.0,,,,1.0,1.0,8.0,35.0,1.0,0.3333333333333333,,0.5,0.5,,0.7,0.55,,0.8,,,14.457831325301205,0.5,,0.1111111111111111,0.07142857142857142,,,,0.4,0.25,0.25,0.2,0.5,0.5,,,,,,0.4,0.5,0.8,0.462025,0.5412,0.43534000000000006,0.1,0.16666666666666666,,0.7272727272727273,4.733333333333333,0.4666666666666667,,,,1.0,1.0,,,,,,,,0.05263157894736842,,,,,0.1111111111111111,,,,,,,2.0,4.0,1.0,2.0,4.0,1.0,6.0,,4.0,2.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,0.5,0.5,0.4,,,0.3333333333333333,,,,,0.4,0.5,0.5,1.0,1.0,0.5,25.225,1.0,1.0,,,,1.0,,,,,,0.2,,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,
202335,1610612761,Patrick Patterson,Patrick Patterson,202335,TOR,1405.0,23,-6,46,47,9.0,9.0,5.0,93,,,,,,,,,1.0,1.0,1.0,1.0,,8.0,53.0,,,,,,,,2.0,,1.0,2.0,,5.0,2.0,,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,,9.0,,1.0,,,1.0,,,1.0,,,,,7.8431372549019605,,0.1111111111111111,,0.05,0.09090909090909091,0.14285714285714285,,,,,,,,0.25,1.0,1.0,,,,,0.75,0.5196000000000001,,0.5763,,,,,17.6,0.1956521739130435,,,,1.0,,,,,,,,,0.05263157894736842,,0.5,,,0.1111111111111111,,,,,1.0,2.0,1.0,1.0,,2.0,3.0,,6.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,,,,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,1.0,24.666666666666668,,1.0,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,,,True,,,,,,,,,,,,,,,,
201949,1610612761,James Johnson,James Johnson,201949,TOR,609.0,10,-5,23,22,18.0,11.0,2.0,45,2.0,3.0,,,1.0,2.0,,2.0,,1.0,2.0,6.0,,4.0,25.0,,,,1.0,5.0,,2.0,2.0,,1.0,1.0,1.0,2.0,,,2.0,,2.0,,,,,,,,,3.0,,,,6.0,3.0,2.0,18.0,,0.3333333333333333,,0.2,0.3333333333333333,,0.2,0.2222222222222222,,0.14285714285714285,,,36.0,,,,0.2857142857142857,,,,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,0.16666666666666666,,,,,0.4,0.5,0.5,0.45916666666666667,,0.47951999999999995,0.3333333333333333,0.3333333333333333,,0.5,6.833333333333333,0.782608695652174,,2.0,,2.0,,,,,,,0.5,0.5,0.6666666666666666,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,4726.0,79,-21,154,157,43.0,19.0,21.0,311,1.0,1.0,,,,,1.0,3.0,2.0,5.0,4.0,9.0,,23.0,172.0,,1.0,,2.0,2.0,,4.0,,,3.0,4.0,2.0,9.0,,3.0,4.0,,4.0,2.0,2.0,,1.0,1.0,2.0,1.0,5.0,1.0,,1.0,,,,4.0,43.0,,0.4444444444444444,,1.0,0.5,,0.5,0.5,,0.5,,,14.124293785310734,0.5,,0.125,0.057971014492753624,,,0.16666666666666666,0.043478260869565216,1.0,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.21739130434782608,0.4,0.4,,,,,0.6521739130434783,0.5233673913043478,0.3811,0.5274625,,,,0.17391304347826086,12.433333333333334,0.2792207792207792,,8.0,,1.0,3.0,,4.0,1.0,4.0,2.0,1.0,1.0,0.022222222222222223,,,,,0.045454545454545456,0.5,1.0,1.0,,3.0,7.0,2.0,7.0,,5.0,14.0,,15.0,,7.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,0.35714285714285715,0.35714285714285715,0.6086956521739131,0.07142857142857142,,,1.0,0.30434782608695654,0.42857142857142855,0.5,0.30434782608695654,0.2857142857142857,0.2857142857142857,1.0,,0.2857142857142857,24.342857142857145,,2.0,,,,,,,,,,,,,,,,2.0,0.14285714285714285,1.0,0.5,1.0,3.0,True,,,,,,,,,,,,,,,,
201946,1610612761,Tyler Hansbrough,Tyler Hansbrough,201946,TOR,1297.0,22,11,39,39,,,4.0,78,1.0,2.0,,,,,,,,,1.0,2.0,2.0,4.0,34.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,0.5,,,0.5,,,0.6666666666666666,,,0.5,,6.818181818181818,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,1.0,0.4166,,,0.3333333333333333,0.3333333333333333,,,3.15,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
