EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,AtRimPctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,LongMidRangePctBlocked,on
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,21966.0,366,4.0,725,722,167,144.0,88,1447,13.0,18.0,1.0,2.0,14.0,28.0,25.0,49.0,4.0,19.0,42.0,2.0,3.0,2.0,7.0,52.0,95.0,19.0,46.0,26.0,187.0,764,3.0,4.0,2.0,3.0,12.0,8.0,18.0,2.0,7.0,15.0,37.0,2.0,102.0,24.0,33.0,42.0,19.0,2.0,1.0,74.0,12.0,86.0,8.0,4.0,40.0,15.0,19.0,184.0,1.0,4.0,11.0,27.0,1.0,39.0,5.0,44.0,1.0,19.0,10.0,9.0,14.0,3.0,11.0,9.0,3.0,2.0,23.0,3.0,3.0,10.0,2.0,26,1.0,1.0,3.0,38.0,1.0,1.0,2.0,27.0,3.0,9.0,6.0,3.0,1.0,2.0,3.0,3.0,37.0,166,3.0,6.0,0.019230769230769232,0.019230769230769232,0.42105263157894735,0.41304347826086957,0.6666666666666666,0.2857142857142857,0.41304347826086957,0.5473684210526316,0.75,0.4444444444444444,0.5709219858156028,0.8571428571428571,0.44,0.6111111111111112,0.8571428571428571,0.5606060606060606,0.3262411347517731,0.021739130434782608,0.021052631578947368,0.07142857142857142,0.023809523809523808,21.385176184690156,0.6086956521739131,0.034482758620689655,0.12385321100917432,0.018691588785046728,0.08943089430894309,0.008403361344537815,0.11143695014662756,0.015015015015015015,0.02857142857142857,0.03225806451612903,0.03125,0.10144927536231885,0.10714285714285714,0.16923076923076924,0.07142857142857142,0.1282051282051282,0.015151515151515152,1.0,0.1276595744680851,0.7222222222222222,0.7222222222222222,0.19858156028368795,0.5,0.5384615384615384,0.3475177304964539,0.5102040816326531,0.5102040816326531,0.04,0.028368794326241134,0.2978723404255319,0.4523809523809524,0.4634146341463415,0.42105263157894735,0.42857142857142855,0.6666666666666666,0.5,0.08,0.5,0.28,0.2857142857142857,0.45390070921985815,0.4523809523809524,0.4600716312056738,0.4197125,0.44654000000000005,0.061224489795918366,0.0891089108910891,0.06417112299465241,0.19786096256684493,11.859999999999998,25.62608695652174,0.2303448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,25058.0,418,39.0,835,847,202,173.0,96,1682,8.0,10.0,1.0,1.0,9.0,12.0,15.0,44.0,23.0,16.0,45.0,,1.0,4.0,12.0,32.0,66.0,25.0,68.0,25.0,164.0,882,4.0,7.0,,1.0,8.0,5.0,8.0,5.0,15.0,3.0,28.0,54.0,10.0,69.0,6.0,45.0,16.0,,1.0,11.0,6.0,17.0,5.0,1.0,9.0,1.0,1.0,40.0,,,11.0,11.0,2.0,24.0,,24.0,,8.0,7.0,1.0,16.0,2.0,15.0,7.0,1.0,1.0,23.0,,2.0,15.0,5.0,34,1.0,,1.0,23.0,2.0,,,27.0,1.0,7.0,,4.0,1.0,2.0,4.0,1.0,28.0,201,4.0,,0.84375,0.84375,0.92,0.36764705882352944,,0.3333333333333333,0.36764705882352944,0.48484848484848486,0.5714285714285714,0.625,0.5186567164179104,0.5,0.5434782608695652,0.5528169014084507,0.5,0.5625,0.5074626865671642,0.014705882352941176,,,0.022222222222222223,17.497348886532343,0.6956521739130435,0.05405405405405406,0.04330708661417323,,0.0718954248366013,,0.05405405405405406,,,,,0.021739130434782608,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.044444444444444446,,0.25,0.07462686567164178,0.8,0.8,0.08955223880597014,0.75,0.75,0.3283582089552239,0.3409090909090909,0.3409090909090909,0.8,0.17164179104477612,0.3358208955223881,0.35555555555555557,0.36363636363636365,0.9375,0.125,,,0.043478260869565216,1.0,0.5217391304347826,0.3333333333333333,0.582089552238806,0.35555555555555557,0.4910853383458647,0.4288571428571429,0.4904826086956522,0.06338028169014084,0.09722222222222222,0.04878048780487805,0.17073170731707318,14.684848484848484,25.05882352941177,0.24191616766467067,1.0,9.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,1.0,0.875,0.8888888888888888,0.391304347826087,0.391304347826087,0.8888888888888888,0.125,0.13043478260869565,0.3333333333333333,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,True
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,1872.0,31,-2.0,63,64,16,16.0,13,127,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,4.0,8.0,,,1.0,9.0,75,,,,,,1.0,4.0,,,,2.0,6.0,2.0,,,,,1.0,,,,,,,,,,,,3.0,,3.0,,3.0,4.0,7.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,3.0,1.0,,2.0,1.0,3,1.0,,,3.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,2.0,1.0,2.0,16,,,0.75,0.75,,,,,,0.5,,0.25,0.5,,0.25,0.5625,,0.25,,,0.125,0.5,,14.102564102564102,0.3333333333333333,,0.17647058823529413,0.125,,,0.11538461538461539,0.08823529411764706,0.16666666666666666,0.18181818181818182,,0.3333333333333333,0.14285714285714285,,,,,0.5,0.5,0.5,0.5,0.25,0.5,1.0,0.25,0.5,0.5,1.0,,,,,,,,,0.75,0.3333333333333333,,,0.5,,0.43851249999999997,,0.491375,0.125,0.125,,0.2222222222222222,7.975000000000001,,0.25396825396825395,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,True
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,28952.0,483,32.0,968,972,234,195.0,118,1940,56.0,74.0,16.0,18.0,2.0,7.0,,,,,,,,,,58.0,81.0,,,67.0,183.0,1032,18.0,31.0,,,51.0,17.0,19.0,,,53.0,87.0,84.0,32.0,,,,,3.0,,9.0,7.0,16.0,5.0,2.0,8.0,,1.0,39.0,20.0,28.0,50.0,67.0,21.0,138.0,49.0,187.0,2.0,16.0,12.0,4.0,6.0,3.0,3.0,11.0,3.0,,17.0,2.0,3.0,23.0,,42,,4.0,3.0,99.0,,7.0,,157.0,5.0,21.0,60.0,33.0,19.0,12.0,33.0,14.0,87.0,233,4.0,8.0,0.7241379310344828,0.9545454545454546,,,,,,0.7160493827160493,0.5806451612903226,0.8947368421052632,0.7160493827160493,0.5806451612903226,0.8947368421052632,0.5828025477707006,0.6071428571428571,0.5506329113924051,,,0.037037037037037035,0.14285714285714285,,15.482695810564662,0.35294117647058826,0.4883720930232558,0.23426573426573427,0.10486891385767791,0.29239766081871343,0.13157894736842105,0.25601750547045954,0.11455847255369929,0.07228915662650602,0.13953488372093023,0.175,0.26,0.18867924528301888,0.2625,0.30578512396694213,0.26,0.1,0.42424242424242425,0.9135802469135802,0.7567567567567568,0.7777777777777778,0.08641975308641975,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,0.9473684210526315,0.8888888888888888,,,0.9135802469135802,,0.6496407407407407,0.5652999999999999,0.687663157894737,0.21649484536082475,0.21649484536082475,0.2786885245901639,0.47540983606557374,1.5123456790123455,,0.24173553719008264,27.0,,,,,,2.0,,,2.0,0.7321428571428571,0.5,,,,0.8709677419354839,,,,1.0,0.015625,17.0,15.0,28.0,2.0,2.0,2.0,0.02702702702702703,0.10204081632653061,0.11607142857142858,0.6296296296296297,0.17647058823529413,,,,,,,,,,,True
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,12726.0,212,4.0,437,432,139,131.0,57,869,6.0,9.0,,1.0,11.0,30.0,7.0,21.0,6.0,8.0,34.0,1.0,4.0,1.0,10.0,24.0,60.0,12.0,40.0,12.0,96.0,505,3.0,7.0,2.0,5.0,12.0,4.0,13.0,2.0,12.0,5.0,19.0,16.0,32.0,21.0,15.0,33.0,8.0,5.0,2.0,13.0,1.0,14.0,,1.0,9.0,2.0,2.0,29.0,,2.0,5.0,6.0,,11.0,2.0,13.0,2.0,8.0,6.0,2.0,6.0,5.0,5.0,6.0,1.0,,12.0,,,6.0,,20,,1.0,,10.0,,,,14.0,,1.0,1.0,2.0,1.0,1.0,3.0,2.0,17.0,138,2.0,,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.3,0.4,0.16666666666666666,0.3076923076923077,0.4,0.42857142857142855,0.3076923076923077,0.42,0.5,0.28,0.45714285714285713,0.5,0.35185185185185186,0.4,0.05,0.08333333333333333,0.16666666666666666,0.058823529411764705,23.588709677419356,0.5,,0.05217391304347826,0.018018018018018018,0.07246376811594203,,0.059782608695652176,0.011428571428571429,,,,,0.09302325581395349,0.06896551724137931,0.057692307692307696,0.11764705882352941,0.03636363636363636,0.6666666666666666,0.09,0.6666666666666666,0.6666666666666666,0.3,0.36666666666666664,0.44,0.21,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.06,0.34,0.23529411764705882,0.25,0.375,0.3333333333333333,0.25,1.0,0.04,,0.4,0.1,0.49,0.24242424242424243,0.45841212121212116,0.43969500000000006,0.45807916666666665,0.038461538461538464,0.01639344262295082,0.125,0.19791666666666666,11.183333333333335,26.097500000000004,0.3180778032036613,,4.0,1.0,2.0,1.0,,,1.0,3.0,,0.16666666666666666,0.45454545454545453,0.6666666666666666,0.6666666666666666,1.0,,0.08,0.5,0.06976744186046512,,,,,,,,,,0.05,,,,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,,,True
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,19980.0,333,52.0,662,666,122,93.0,79,1328,16.0,27.0,,4.0,,3.0,1.0,3.0,26.0,7.0,28.0,,2.0,4.0,9.0,17.0,33.0,15.0,54.0,13.0,92.0,678,2.0,6.0,1.0,4.0,10.0,,5.0,4.0,10.0,5.0,17.0,34.0,,45.0,,28.0,7.0,7.0,1.0,12.0,4.0,16.0,2.0,2.0,9.0,2.0,1.0,36.0,6.0,6.0,19.0,19.0,2.0,40.0,13.0,53.0,1.0,18.0,13.0,5.0,6.0,3.0,6.0,7.0,,,13.0,1.0,1.0,23.0,1.0,44,2.0,2.0,,14.0,,1.0,1.0,18.0,2.0,8.0,2.0,3.0,2.0,,3.0,1.0,17.0,122,4.0,,1.0,1.0,1.0,0.2777777777777778,0.25,0.4,0.2777777777777778,0.5151515151515151,0.3333333333333333,,0.4540229885057471,0.35,0.4,0.4842105263157895,0.38461538461538464,0.4473684210526316,0.6206896551724138,0.018518518518518517,0.21212121212121213,0.3333333333333333,,14.361702127659575,0.46153846153846156,0.06060606060606061,0.09595959595959595,0.03260869565217391,0.15079365079365079,0.057692307692307696,0.11728395061728394,0.041666666666666664,0.01694915254237288,0.05263157894736842,0.0967741935483871,0.12307692307692308,0.0945945945945946,0.06779661016949153,0.1724137931034483,0.10256410256410256,0.02127659574468085,0.3333333333333333,0.3103448275862069,0.5925925925925926,0.7619047619047619,0.034482758620689655,,,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.2988505747126437,0.3218390804597701,0.25,0.25,1.0,0.2,,,0.26666666666666666,,0.6,0.4444444444444444,0.9310344827586207,0.25,0.5677500000000001,0.5037555555555556,0.5137366666666666,0.08602150537634409,0.20512820512820512,0.10869565217391304,0.18478260869565216,3.6636363636363636,24.65555555555556,0.18429003021148035,4.0,8.0,,1.0,,1.0,,,,1.0,1.0,,0.3076923076923077,0.32,1.0,0.4,0.06666666666666667,,,1.0,0.027777777777777776,2.0,3.0,,,1.0,,0.2222222222222222,0.029411764705882353,0.0410958904109589,0.5,1.0,1.0,2.0,,,,0.2,0.5,1.0,0.038461538461538464,,True
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,24900.0,415,22.0,834,837,201,162.0,95,1671,59.0,95.0,18.0,18.0,24.0,54.0,20.0,48.0,,1.0,3.0,,,1.0,1.0,103.0,197.0,1.0,3.0,51.0,260.0,879,13.0,26.0,,,35.0,26.0,31.0,1.0,1.0,14.0,69.0,130.0,76.0,3.0,,3.0,1.0,16.0,,40.0,30.0,70.0,19.0,11.0,25.0,6.0,9.0,170.0,5.0,19.0,23.0,53.0,9.0,85.0,27.0,112.0,11.0,11.0,5.0,6.0,28.0,3.0,18.0,9.0,10.0,2.0,37.0,3.0,10.0,20.0,1.0,32,,3.0,1.0,71.0,2.0,3.0,1.0,75.0,13.0,36.0,8.0,6.0,5.0,1.0,6.0,4.0,69.0,200,1.0,7.0,0.6310679611650486,0.6565656565656566,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5228426395939086,0.5,0.8387096774193549,0.5225,0.5,0.859375,0.5627705627705628,0.5645161290322581,0.8625,0.015,,0.08121827411167512,0.1111111111111111,,28.541001064962725,0.7567567567567568,0.23684210526315788,0.212,0.08260869565217391,0.15753424657534246,0.03937007874015748,0.1919191919191919,0.06722689075630252,0.136986301369863,0.08955223880597014,0.02631578947368421,0.11764705882352941,0.2857142857142857,0.22972972972972974,0.13725490196078433,0.20454545454545456,0.13924050632911392,0.6666666666666666,0.475,0.6210526315789474,0.686046511627907,0.27,0.4444444444444444,0.5,0.24,0.4166666666666667,0.425531914893617,0.8,,0.015,0.3333333333333333,0.3333333333333333,1.0,,,,0.5625,1.0,0.03125,1.0,0.49,0.3333333333333333,0.49345276381909553,0.5255285714285715,0.51258125,0.16143497757847533,0.16363636363636364,0.1346153846153846,0.2653846153846154,7.19035532994924,26.53333333333333,0.24100719424460432,19.0,,,,3.0,,3.0,,,,0.6271186440677966,0.5,,,,0.7307692307692307,,,,3.0,0.05357142857142857,10.0,9.0,8.0,,,,0.09473684210526316,0.03333333333333333,0.0449438202247191,0.5263157894736842,0.3,,,,,,,,,,0.020833333333333332,True
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,7240.0,121,-16.0,248,251,79,49.0,33,499,13.0,18.0,1.0,2.0,3.0,15.0,1.0,4.0,3.0,6.0,15.0,2.0,4.0,,3.0,17.0,37.0,7.0,18.0,6.0,61.0,280,1.0,1.0,2.0,4.0,8.0,3.0,8.0,1.0,4.0,,9.0,6.0,28.0,18.0,3.0,15.0,6.0,5.0,,6.0,1.0,7.0,,1.0,4.0,1.0,1.0,15.0,,2.0,4.0,4.0,1.0,9.0,3.0,12.0,,8.0,7.0,1.0,3.0,,2.0,4.0,1.0,1.0,7.0,1.0,2.0,9.0,1.0,16,,,1.0,10.0,,1.0,,9.0,3.0,6.0,,,,,,,9.0,79,3.0,,0.17647058823529413,0.17647058823529413,0.8571428571428571,0.3888888888888889,0.5,0.25,0.3888888888888889,0.4594594594594595,1.0,0.375,0.5,0.8,0.375,0.5258620689655172,0.8,0.375,0.32727272727272727,,0.13513513513513514,0.06666666666666667,,23.049645390070925,0.42857142857142855,0.1,0.057971014492753624,0.031746031746031744,0.09302325581395349,,0.07142857142857142,0.02,0.0625,0.037037037037037035,,0.06666666666666667,0.07692307692307693,,0.06060606060606061,0.2,,,0.32727272727272727,0.7222222222222222,0.9285714285714286,0.2727272727272727,0.2,0.21428571428571427,0.07272727272727272,0.25,0.25,,0.05454545454545454,0.2727272727272727,0.4,0.4,0.8333333333333334,0.8,0.5,1.0,0.16666666666666666,0.5,0.25,,0.6545454545454545,0.4,0.5026564814814815,0.507675,0.44982083333333334,0.10344827586206896,0.15,0.13114754098360656,0.14754098360655737,6.383783783783784,25.327777777777776,0.3185483870967742,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.23076923076923078,,0.3333333333333333,0.3333333333333333,1.0,0.2,0.08333333333333333,1.0,,1.0,0.037037037037037035,1.0,,,,,,0.2222222222222222,,,1.0,1.0,,,,,,,,,,,True
2563,1610612746,Dahntay Jones,Dahntay Jones,2563,LAC,32.0,1,-5.0,2,2,2,2.0,1,4,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,766.0,13,-7.0,22,21,1,,6,43,,1.0,,,,,,,1.0,,4.0,,2.0,,,,1.0,1.0,5.0,,3.0,27,,,,2.0,,,,,,,,,,3.0,,4.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,3,,1.0,,1.0,,,,,,,,,,,,,,1,,,,,1.0,0.2,,,0.2,,,,0.25,,,0.25,,,0.8333333333333334,,,,,21.428571428571427,,,0.25,,,0.14285714285714285,0.1,0.08333333333333333,,,,,0.3333333333333333,,,,,,0.16666666666666666,,,,,,,,,,0.16666666666666666,0.6666666666666666,,,,1.0,,,,,,,1.0,,0.565125,0.44609999999999994,,,,,,0.5,25.04,0.045454545454545456,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,True
