EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyFtPoints,OffThreePtRebounds,SecondChanceTurnovers,Technical Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Charge Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,OffCorner3ReboundPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,OffAtRimReboundPct,ShortMidRangeAssists,BlockingFouls,on,FTOffRebounds,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,OffFTReboundPct,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,184.0,3,5,6,5,2,1.0,11,6,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201973,1610612738,Jonas Jerebko,Jonas Jerebko,201973,BOS,4072.0,68,131,134,49,61,19.0,265,132,49,0.37404580152671757,6.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,5.0,11.0,4.0,1.0,11.0,2.0,3.0,4.0,3.0,5.0,2.0,6.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,10.0,4.0,14.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,9.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,0.6,1.0,0.45454545454545453,0.6666666666666666,0.6,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.34375,0.6666666666666666,0.42857142857142855,0.26666666666666666,0.09090909090909091,0.16666666666666666,12.418300653594772,0.6666666666666666,0.42857142857142855,0.0851063829787234,0.1,0.14285714285714285,0.10294117647058823,0.06451612903225806,0.3,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.058823529411764705,0.1875,0.2222222222222222,1.0,0.4,0.5,0.6,0.6666666666666666,0.26666666666666666,0.25,0.25,0.06666666666666667,1.0,1.0,1.0,0.2,0.06666666666666667,0.6666666666666666,0.5,0.2857142857142857,0.5,0.2857142857142857,0.6666666666666666,0.5046499999999999,0.5413,0.4886928571428571,0.0625,0.08333333333333333,0.36363636363636365,0.5454545454545454,5.836363636363637,23.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,2153.0,36,69,70,21,18,6.0,139,70,21,0.30434782608695654,-1.0,1.0,5.0,,,1.0,3.0,3.0,5.0,1.0,1.0,,,1.0,5.0,11.0,1.0,2.0,15.0,,,,1.0,3.0,1.0,5.0,,10.0,,1.0,2.0,4.0,4.0,3.0,8.0,,2.0,6.0,2.0,10.0,,10.0,,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,,3.0,,2.0,,2.0,1.0,,,,,5.0,,,,0.45454545454545453,,0.3333333333333333,0.5416666666666666,,0.625,0.5769230769230769,,0.625,0.08333333333333333,0.18181818181818182,0.4,22.36842105263158,0.75,1.0,0.25,,0.16666666666666666,0.2222222222222222,,,,,0.2857142857142857,0.36363636363636365,0.1,,,0.4166666666666667,0.2,0.3333333333333333,,0.4166666666666667,0.6,0.6,0.08333333333333333,1.0,1.0,,,0.08333333333333333,,,0.75,0.3333333333333333,,0.5,0.5170791666666666,,0.6423375,0.07692307692307693,0.08333333333333333,,0.3333333333333333,5.6909090909090905,25.2,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,2329.0,39,73,73,34,31,12.0,146,74,34,0.4657534246575342,13.0,3.0,3.0,,,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,6.0,9.0,6.0,3.0,18.0,,,,3.0,5.0,5.0,10.0,6.0,6.0,,5.0,,,,,,,,3.0,,3.0,1.0,4.0,,1.0,,1.0,2.0,1.0,,2.0,,1.0,1.0,,1.0,,3.0,1.0,,,,,10.0,,0.5,0.5,0.6666666666666666,,0.6,0.5,,0.45,0.53125,,0.45,0.4,,,20.689655172413794,1.0,,0.10344827586206896,,,0.075,0.029411764705882353,,,0.09090909090909091,0.14285714285714285,0.09090909090909091,,,,0.2,1.0,1.0,0.3333333333333333,0.13333333333333333,0.5,0.5,0.26666666666666666,0.5,0.5,0.5,0.06666666666666667,0.3333333333333333,,,0.2,1.0,0.1,0.6,0.5050899999999999,,0.5241100000000001,0.0625,0.1,,0.5555555555555556,10.622222222222222,24.883333333333336,,,4.0,1.0,1.0,3.0,,,,1.0,,,1.0,0.16666666666666666,0.2,0.16666666666666666,,,,,0.4,,,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,2413.0,40,80,83,42,60,14.0,163,82,42,0.525,3.0,3.0,7.0,,,2.0,6.0,1.0,2.0,2.0,5.0,1.0,,5.0,6.0,14.0,6.0,6.0,21.0,1.0,1.0,2.0,4.0,9.0,3.0,17.0,,12.0,,5.0,3.0,7.0,10.0,5.0,23.0,,1.0,5.0,1.0,7.0,,7.0,,2.0,1.0,1.0,7.0,6.0,2.0,9.0,6.0,2.0,3.0,,8.0,,6.0,1.0,,,,,17.0,1.0,,,0.42857142857142855,1.0,0.4444444444444444,0.375,1.0,0.4583333333333333,0.45652173913043476,1.0,0.5666666666666667,0.3,0.21428571428571427,0.42857142857142855,33.333333333333336,0.7777777777777778,0.14285714285714285,0.18518518518518517,,0.06666666666666667,0.14285714285714285,,,,0.18181818181818182,,0.3,0.09090909090909091,,,0.35,0.42857142857142855,0.75,,0.1,0.5,0.5,0.25,0.4,0.4,,0.05,0.25,,,0.5,0.3333333333333333,,0.65,0.5050825000000001,0.3468,0.5132083333333334,0.047619047619047616,0.06666666666666667,0.09523809523809523,0.8095238095238095,7.214285714285714,25.316666666666666,1.0,1.0,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,0.16666666666666666,0.3333333333333333,0.16666666666666666,,0.2,0.2,,0.25,0.3333333333333333,0.2,,,6.0,,,,,,,,,,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,1778.0,30,56,58,18,21,12.0,114,61,18,0.32142857142857145,-5.0,4.0,5.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,,5.0,5.0,8.0,5.0,6.0,19.0,1.0,1.0,5.0,2.0,3.0,2.0,7.0,4.0,6.0,2.0,5.0,,1.0,3.0,1.0,8.0,1.0,1.0,1.0,,2.0,3.0,5.0,,1.0,1.0,,,,1.0,1.0,,1.0,5.0,,7.0,,12.0,4.0,1.0,,1.0,1.0,7.0,1.0,0.4,0.5,0.625,1.0,0.6666666666666666,0.5,0.3333333333333333,0.4,0.5277777777777778,0.5,0.5,0.38461538461538464,,,27.536231884057973,,,0.05555555555555555,0.047619047619047616,0.14285714285714285,0.08,0.09375,0.16666666666666666,,0.125,,,,,1.0,0.38461538461538464,0.8,0.8,0.5,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,0.38461538461538464,0.3333333333333333,1.0,0.4,0.5,,0.7692307692307693,0.5211346153846155,0.6006750000000001,0.49762000000000006,0.29411764705882354,0.36363636363636365,0.2631578947368421,0.3684210526315789,7.675000000000001,26.119999999999997,1.0,,2.0,1.0,,3.0,1.0,,,,,,1.0,0.2,,0.2,1.0,0.2,0.2,1.0,0.4,,0.2,,,3.0,2.0,,,0.18181818181818182,0.1111111111111111,,,,,,,2.0,2.0,,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,,,,True,,,,,,,,,,,,,,,
203092,1610612738,Tyler Zeller,Tyler Zeller,203092,BOS,2027.0,34,64,66,15,18,6.0,130,63,15,0.234375,9.0,3.0,7.0,,1.0,,1.0,,,1.0,2.0,,,,4.0,9.0,,3.0,11.0,,1.0,,1.0,2.0,,2.0,8.0,,,,2.0,,,,,,1.0,6.0,,7.0,,7.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,3.0,2.0,,,,,2.0,,1.0,1.0,0.4444444444444444,,0.5,0.4444444444444444,,0.5,0.55,,0.5,,0.2222222222222222,0.2857142857142857,15.277777777777779,,,0.25,,0.125,0.21875,,,,0.2857142857142857,0.16666666666666666,0.2727272727272727,0.14285714285714285,,,0.7777777777777778,0.42857142857142855,0.6,1.0,,,,0.2222222222222222,0.5,0.5,1.0,,,1.0,,0.5,,,0.7777777777777778,0.6047333333333333,0.3417,0.56855,0.2,0.2,,0.18181818181818182,4.844444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
203096,1610612738,Jared Sullinger,Jared Sullinger,203096,BOS,1314.0,22,42,43,15,27,8.0,85,45,15,0.35714285714285715,-1.0,4.0,7.0,3.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,4.0,5.0,9.0,4.0,2.0,15.0,3.0,4.0,8.0,1.0,1.0,,3.0,2.0,8.0,6.0,4.0,1.0,,,,,3.0,2.0,2.0,,4.0,3.0,7.0,,,,,,,,,,2.0,3.0,,4.0,1.0,3.0,1.0,1.0,,1.0,1.0,3.0,1.0,0.2,0.5,0.5555555555555556,0.75,1.0,0.5,0.75,1.0,0.5357142857142857,0.8,0.75,0.3076923076923077,0.1111111111111111,0.14285714285714285,27.45098039215686,,,0.15384615384615385,0.2727272727272727,0.2222222222222222,0.18181818181818182,0.13636363636363635,,0.3333333333333333,0.16666666666666666,,0.25,0.2857142857142857,,1.0,0.5384615384615384,0.5714285714285714,0.6666666666666666,,0.07692307692307693,,,0.07692307692307693,1.0,1.0,1.0,,0.3076923076923077,1.0,0.75,1.0,1.0,,0.8461538461538461,0.487426923076923,0.52655,0.4669,0.07692307692307693,0.1111111111111111,0.5333333333333333,0.2,4.544444444444444,25.099999999999998,1.0,,,1.0,,3.0,1.0,,,,,,1.0,0.25,,0.25,,0.25,0.25,1.0,,,0.25,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,0.3333333333333333,,,True,,,,,,,,,,,,,,,
203109,1610612738,Jae Crowder,Jae Crowder,203109,BOS,2481.0,41,83,85,24,33,8.0,168,80,24,0.2891566265060241,6.0,7.0,8.0,2.0,3.0,,1.0,,1.0,,,,,2.0,7.0,9.0,2.0,5.0,22.0,2.0,3.0,6.0,,1.0,1.0,1.0,8.0,6.0,4.0,2.0,,3.0,4.0,,9.0,1.0,2.0,3.0,1.0,6.0,4.0,10.0,,3.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,9.0,1.0,4.0,,6.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,0.5714285714285714,0.8,0.7777777777777778,0.6666666666666666,,0.7727272727272727,0.6666666666666666,,0.8461538461538461,0.75,0.16666666666666666,0.18181818181818182,,,19.35483870967742,0.4,0.5,0.1,0.04,0.15384615384615385,0.11627906976744186,0.1111111111111111,,,0.16666666666666666,0.1111111111111111,,0.18181818181818182,,0.3333333333333333,0.7272727272727273,0.875,0.875,0.5714285714285714,0.09090909090909091,,,,,,,,0.18181818181818182,1.0,0.6666666666666666,0.5,,,0.9090909090909091,0.6417863636363637,,0.521825,0.3076923076923077,0.36363636363636365,0.2727272727272727,0.045454545454545456,1.4777777777777776,25.1,1.0,,1.0,1.0,,3.0,1.0,1.0,,,,,1.0,0.5,,0.5,,0.5,0.5,1.0,0.5,,0.5,,,1.0,3.0,1.0,,0.2727272727272727,0.375,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,2.0,,2.0,,,,0.08333333333333333,2.0,1.0,True,,,,,,,,,,,,,,,
203540,1610612738,Gigi Datome,Gigi Datome,203540,BOS,285.0,5,10,11,3,7,,21,7,3,0.3,5.0,,,,,,,1.0,2.0,,,,,,1.0,2.0,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,0.5,,,0.5,,,0.5,,,,,,20.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,0.37335,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
