EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,Corner3FGM,Corner3FGA,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyTsPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,Arc3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,HeaveAttempts,BlockingFouls,Offensive Fouls,TwoPtShootingFoulsDrawn,AtRimPctBlocked,DefAtRimReboundPct,TwoPtShootingFoulsDrawnPct,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,Travels,SecondChanceTurnovers,Blocked3s,BlockedArc3,OffFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,BlockedShortMidRange,PenaltyCorner3Frequency,on,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,ShortMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,RecoveredBlocks,SecondChanceFg3Pct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,596.0,10,-6,15,19,2.0,2.0,34,2.0,2.0,1.0,2.0,2.0,1.0,4.0,21,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,22.22222222222222,1.0,0.25,0.125,0.25,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.47923333333333334,15.7,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,1205.0,20,-12,42,38,10.0,1.0,80,,1.0,1.0,,1.0,2.0,5.0,48,,1.0,,1.0,,3.0,,,,,,,,,2.0,,0.5,0.625,0.6666666666666666,9.30232558139535,,,,,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.44485,17.0,24.049999999999997,15.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.4239,0.3354,0.4,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,766.0,13,-7,22,21,,6.0,43,,,,3.0,3.0,,6.0,27,2.0,,1.0,1.0,1.0,2.0,3.0,4.0,6.0,,,,,,,1.0,1.0,1.0,,10.714285714285714,,0.5,0.4,0.5,,,,,1.0,0.7166666666666667,0.9,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.045454545454545456,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.25,0.2857142857142857,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,2669.0,44,-36,86,83,25.0,7.0,169,3.0,8.0,7.0,6.0,19.0,8.0,22.0,105,10.0,7.0,3.0,5.0,3.0,12.0,3.0,4.0,4.0,,,3.0,3.0,4.0,4.0,0.3157894736842105,0.3333333333333333,0.3793103448275862,0.2962962962962963,35.1063829787234,0.75,0.15,0.10526315789473684,0.125,0.2962962962962963,0.375,0.375,0.25925925925925924,0.37037037037037035,0.41123653846153846,11.521052631578948,27.325,25.0,,1.0,4.0,2.0,4.0,2.0,4.0,2.0,9.0,,2.0,1.0,1.0,,,5.0,1.0,9.0,25.0,1.0,,0.25,0.25,0.375,0.037037037037037035,,,,0.36363636363636365,0.23,0.40593,0.4090909090909091,0.29069767441860467,1.0,2.0,,,,,2.0,,,1.0,,,,,0.16666666666666666,0.16666666666666666,,,,0.05555555555555555,,,,,0.07692307692307693,0.07407407407407407,0.5,0.5,,,,,1.0,2.0,2.0,9.0,2.0,1.0,2.0,7.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2857142857142857,0.3181818181818182,0.125,0.15789473684210525,0.3333333333333333,0.14285714285714285,0.25,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.18181818181818182,0.5,0.25,0.2857142857142857,0.03571428571428571,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,3269.0,54,-33,106,106,43.0,7.0,212,2.0,3.0,12.0,2.0,4.0,13.0,10.0,119,2.0,12.0,2.0,4.0,2.0,10.0,2.0,6.0,7.0,4.0,1.0,1.0,,2.0,2.0,0.5,0.29411764705882354,0.29411764705882354,0.7647058823529411,16.666666666666668,0.5,0.08333333333333333,0.08695652173913043,0.10526315789473684,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.7058823529411765,0.8235294117647058,0.4932735294117647,15.65,26.00769230769231,33.0,1.0,1.0,3.0,2.0,,,3.0,,3.0,6.0,2.0,,10.0,,,,,3.0,33.0,,1.0,0.15384615384615385,0.15384615384615385,0.375,0.058823529411764705,1.0,1.0,1.0,0.75,0.44609999999999994,0.4795625,0.3,0.3113207547169811,,1.0,,,,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,0.09090909090909091,0.043478260869565216,0.018867924528301886,0.05,,0.125,0.058823529411764705,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,2.0,1.0,1.0,,0.3333333333333333,,0.375,,,,,,,,,0.5,0.08333333333333333,0.08333333333333333,,,0.3333333333333333,0.08333333333333333,,,2.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,1466.0,24,-26,45,47,19.0,1.0,92,,1.0,1.0,2.0,6.0,1.0,5.0,62,,,,,,,2.0,5.0,5.0,1.0,,1.0,,3.0,1.0,0.3333333333333333,0.2857142857142857,0.3125,0.14285714285714285,23.404255319148938,0.3333333333333333,0.18181818181818182,0.20833333333333334,0.2857142857142857,0.14285714285714285,,,0.14285714285714285,0.8571428571428571,0.5293,4.6499999999999995,53.6,14.0,,,1.0,,1.0,,1.0,,,,,,6.0,,,2.0,,,14.0,,,,,,,,,,0.5,,0.4801,,0.3111111111111111,2.0,5.0,,,,,4.0,,,3.0,,,,,1.0,1.0,,,,0.23076923076923078,,,,,0.1,0.7142857142857143,0.4,0.5,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,2.0,,,,,,0.16666666666666666,,,,,,,,,,0.5,,,,0.125,,,,,1.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,0.2,0.6666666666666666,0.14285714285714285,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,2525.0,42,-32,79,78,27.0,7.0,157,1.0,2.0,3.0,4.0,10.0,4.0,15.0,94,6.0,3.0,1.0,1.0,,2.0,1.0,2.0,4.0,1.0,,1.0,1.0,2.0,2.0,0.4,0.5,0.5,0.2857142857142857,19.54022988505747,0.5,0.05263157894736842,0.05555555555555555,0.06666666666666667,0.14285714285714285,0.5,0.5,0.21428571428571427,0.5714285714285714,0.4773928571428572,7.17,25.475,25.0,,1.0,2.0,2.0,1.0,1.0,2.0,,5.0,6.0,,,1.0,,,2.0,,5.0,25.0,,1.0,0.5,0.5,0.625,0.07142857142857142,,,,0.5,,0.4747875,0.3333333333333333,0.31645569620253167,3.0,4.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,,1.0,0.25,0.25,1.0,1.0,1.0,0.058823529411764705,,0.024390243902439025,,,0.08333333333333333,0.2857142857142857,0.75,0.75,0.3333333333333333,1.0,1.0,0.13333333333333333,1.0,2.0,,4.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,,1.0,,0.5,0.5,0.625,,0.1,0.25,,,0.2857142857142857,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.06666666666666667,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.045454545454545456,0.125,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,539.0,9,-4,21,20,10.0,,41,,1.0,1.0,1.0,2.0,1.0,6.0,18,,1.0,1.0,1.0,,2.0,1.0,6.0,6.0,,,1.0,1.0,1.0,3.0,0.5,0.3333333333333333,0.6,0.3333333333333333,28.571428571428573,1.0,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.5386,8.8,25.6,8.0,,,1.0,,4.0,,1.0,4.0,4.0,,,,1.0,,1.0,4.0,2.0,4.0,8.0,2.0,,,,0.6666666666666666,,,,,1.0,,0.3843,0.6666666666666666,0.38095238095238093,1.0,1.0,,,,,2.0,,,2.0,,,,,1.0,1.0,,,,0.4,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,0.6666666666666666,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612746,Spencer Hawes,Spencer Hawes,201150,LAC,696.0,12,-5,24,24,16.0,,48,,,1.0,,,1.0,3.0,24,,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,1.5,1.5,1.0,4.166666666666667,,0.25,0.16666666666666666,0.3333333333333333,,,,1.0,1.0,0.4344,,27.8,8.0,,,,1.0,,,,,,3.0,,,2.0,,,,,,8.0,,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201991,1610612746,Lester Hudson,Lester Hudson,201991,LAC,995.0,17,1,36,37,26.0,,73,1.0,1.0,2.0,3.0,5.0,3.0,6.0,31,2.0,2.0,1.0,2.0,1.0,5.0,,,,2.0,2.0,2.0,1.0,3.0,,0.6,0.375,0.375,0.375,30.555555555555557,0.6666666666666666,,,,0.125,1.0,1.0,0.25,0.75,0.49275625,7.140000000000001,24.96666666666667,18.0,,1.0,1.0,,,,2.0,,,,1.0,,3.0,,,,,,18.0,,,,,,0.125,,,,0.25,,0.44476249999999995,,0.5,2.0,3.0,,,,,4.0,,,,,1.0,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.375,0.6666666666666666,1.0,1.0,,,,,1.0,,1.0,,,,2.0,,,,2.0,,1.0,,1.0,,,,,,0.4,1.0,,,0.125,,,,,,0.25,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
