EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,PenaltyOffPossExcludingTakeFouls,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2M,FtPoints,Points,PtsAssisted2s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,BadPassTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,DefThreePtRebounds,BlockedAtRim,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGM,Arc3FGM,PenaltyFtPoints,PtsPutbacks,NonHeaveArc3FGM,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LongMidRangeFGM,Offensive Fouls Drawn,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Loose Ball Fouls,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,PtsUnassisted3s,SecondChanceArc3FGA,SecondChanceFG3A,LostBallSteals,DefCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyArc3FGM,HeaveAttempts,PenaltyArc3Accuracy,on,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Blocked3s,BlockedArc3,OffensiveGoaltends,FTOffRebounds,BlockingFoulsDrawn,OffFTReboundPct,Corner3PctBlocked,3pt And 1 Free Throw Trips
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,388.0,6,-2.0,12,11,8,11,2.0,23,2.0,2.0,15,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,8,12.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.25,0.5,0.5,1.0,0.41665,0.4254,0.41665,10.25,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,1594.0,27,-8.0,45,46,12,6,5.0,91,1.0,4.0,57,1.0,1.0,3.0,1.0,1.0,3.0,4.0,,12,15.094339622641508,0.05,0.15789473684210525,0.043478260869565216,0.11538461538461539,0.25,,,0.25,0.46392500000000003,0.3429,0.3429,2.875,0.26666666666666666,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.4166666666666667,0.75,0.6666666666666666,1.0,0.5,0.14285714285714285,0.1,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,1365.0,23,-14.0,40,40,7,2,5.0,80,2.0,10.0,52,2.0,3.0,,,,,,,7,31.25,,,,,,,,0.18181818181818182,0.5581545454545455,0.4229,0.45342499999999997,5.66,0.175,4.0,6.0,1.0,1.0,4.0,4.0,12.0,2.0,,2.0,5.0,1.0,12.0,,,2.0,,,2.0,,,1.0,,2.0,,5.0,1.0,,,,0.25,0.25,0.4,0.36363636363636365,0.46153846153846156,,,,1.0,,,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.25,0.5,0.25,0.6363636363636364,0.15384615384615385,0.09090909090909091,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.5,0.25,0.6666666666666666,0.25,0.09090909090909091,0.18181818181818182,0.09090909090909091,1.0,1.0,0.25,0.5,0.3333333333333333,0.16666666666666666,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612739,Mike Miller,Mike Miller,2034,CLE,3913.0,65,-13.0,119,120,52,48,11.0,239,,,130,,,,8.0,10.0,,10.0,,52,4.477611940298507,0.18604651162790697,,0.1694915254237288,,,0.07692307692307693,,,0.56559,,0.5721,,0.4369747899159664,,,,,,,9.0,,,,,,,1.0,1.0,1.0,,,1.0,,3.0,6.0,,1.0,,,,1.0,,1.0,,,,0.9,0.9,,,,1.0,,0.25,,,,,,,1.0,,,,,,2.0,1.0,5.0,,,,,4.0,9.0,,2.0,,,,,,1.0,1.0,,9.0,,,,1.125,,1.125,1.0,,0.4,,,0.25,,,1.0,25.02,3.0,3.0,3.0,3.0,3.0,3.0,9.0,2.0,1.0,1.0,0.6,0.75,0.6,0.125,0.21428571428571427,0.14285714285714285,0.6,1.0,1.0,1.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,2588.0,43,-7.0,77,75,25,19,8.0,152,10.0,24.0,87,3.0,10.0,2.0,4.0,10.0,2.0,12.0,1.0,25,40.229885057471265,0.16,0.07407407407407407,0.17647058823529413,0.05263157894736842,,0.25,0.0625,0.35714285714285715,0.4446392857142857,0.4756333333333333,0.41241363636363637,8.791666666666666,0.3246753246753247,5.0,7.0,2.0,3.0,8.0,8.0,30.0,,1.0,6.0,9.0,3.0,24.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,,7.0,,9.0,3.0,1.0,,1.0,,,0.3333333333333333,0.39285714285714285,0.46875,0.041666666666666664,0.14285714285714285,,0.6666666666666666,,0.07692307692307693,0.25,0.7142857142857143,0.8333333333333334,,0.6666666666666666,0.2727272727272727,0.39285714285714285,0.1,0.11538461538461539,2.0,3.0,7.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,12.0,16.0,4.0,3.0,3.0,1.0,,2.0,1.0,1.0,,12.0,0.6666666666666666,0.4,0.6666666666666666,0.36363636363636365,0.8333333333333334,0.46153846153846156,0.14285714285714285,0.25,0.14285714285714285,1.0,1.0,0.09090909090909091,,0.16666666666666666,0.4,28.574999999999996,,,,,2.0,,6.0,2.0,1.0,1.0,0.5,,0.5,0.2222222222222222,0.25,0.25,,,,,,,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,0.6666666666666666,0.2857142857142857,0.3,0.3,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,1981.0,33,-4.0,56,61,24,21,7.0,117,1.0,4.0,63,1.0,3.0,3.0,2.0,2.0,5.0,7.0,,24,7.692307692307692,0.08695652173913043,0.17647058823529413,0.0625,0.18518518518518517,0.25,0.16666666666666666,,0.25,0.6328,0.5655,0.7002,2.3249999999999997,0.42857142857142855,3.0,3.0,1.0,3.0,4.0,2.0,10.0,8.0,,,,,,,,,,,,,1.0,3.0,,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,0.2,0.1111111111111111,0.75,1.0,1.0,1.0,1.0,1.0,0.75,,,1.0,3.0,,,,,1.0,,2.0,3.0,,6.0,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,2.0,0.2,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612739,Matthew Dellavedova,Matthew Dellavedova,203521,CLE,1429.0,24,-4.0,42,45,18,20,4.0,87,2.0,6.0,44,,3.0,,1.0,2.0,,2.0,,18,29.787234042553195,0.0625,,0.09090909090909091,,,,,0.18181818181818182,0.4041954545454546,,0.38865,15.333333333333334,0.42857142857142855,,,,,2.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0,9.0,1.0,1.0,2.0,,1.0,2.0,,,2.0,,2.0,,2.0,,,,,0.5,0.5,0.3333333333333333,0.18181818181818182,0.20833333333333334,0.3333333333333333,,0.5,1.0,,0.14285714285714285,,,,,,,0.45454545454545453,,,,,4.0,5.0,2.0,5.0,,,,,2.0,1.0,2.0,5.0,3.0,,3.0,,,1.0,1.0,,1.0,,,,,,0.08333333333333333,0.45454545454545453,0.36363636363636365,0.45454545454545453,,,0.4,,,0.2,25.940000000000005,,,,,,,,1.0,,,,,,0.16666666666666666,,0.16666666666666666,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,1.0,0.25,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,1596.0,27,1.0,54,52,34,31,4.0,106,,,51,,,,2.0,4.0,,4.0,,34,10.16949152542373,0.125,,0.16666666666666666,,,,,,0.4754625,,0.4535,,0.6296296296296297,,,,,,2.0,2.0,,,,,,,2.0,2.0,,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,,3.0,,,,,,,,,0.2,,,,,,0.3333333333333333,,,,,,,1.0,0.2,,,,,2.0,1.0,4.0,,,,,3.0,2.0,,2.0,,,,,,,1.0,1.0,2.0,,,,,,0.25,1.0,,0.5,,,0.3333333333333333,0.2,,1.0,25.075000000000003,,2.0,,2.0,,,,2.0,,,,,,0.25,0.16666666666666666,0.2857142857142857,0.5,,,,0.6666666666666666,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,1610612739,Kendrick Perkins,Kendrick Perkins,2570,CLE,740.0,12,-4.0,25,25,16,20,1.0,50,4.0,4.0,23,,2.0,,4.0,5.0,,5.0,,16,26.923076923076923,0.5,,0.35714285714285715,,,0.3333333333333333,,1.0,0.375025,,0.4059,6.225,0.64,,,,,1.0,3.0,5.0,,,,,,,,,,1.0,,1.0,,,2.0,1.0,2.0,,4.0,,,,,,,0.25,0.25,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,1.0,,3.0,,,,,,0.375,,,,,,,,,0.6,,,,,,,,,1.0,,,,,,0.16666666666666666,0.6,0.2,,,,,,,1.0,,3.0,,,,,,2.0,2.0,,,0.25,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203925,1610612739,Joe Harris,Joe Harris,203925,CLE,658.0,11,,23,22,14,17,,45,,1.0,18,,1.0,,,1.0,,1.0,,14,21.73913043478261,,,0.09090909090909091,,,,,,0.724625,,0.8302,0.4,0.6086956521739131,1.0,1.0,,1.0,1.0,3.0,8.0,,,1.0,1.0,,3.0,,,1.0,,,1.0,,,1.0,,2.0,,4.0,1.0,,,,,,1.0,1.25,1.0,,,,1.0,,,0.5,1.0,1.0,,,1.0,1.0,0.3333333333333333,0.5,,1.0,,1.0,,1.0,,,,1.0,,3.0,2.0,1.0,,1.0,,,,1.0,,,3.0,,1.0,,1.0,,0.75,0.5,,0.5,,1.0,,,,0.375,24.3,,,,,1.0,,,1.0,,,1.0,,1.0,0.2,,0.25,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
