EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,BlockingFouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Travels,SecondChanceAtRimPctAssisted,Offensive Fouls,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,FTOffRebounds,OffFTReboundPct
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,1198.0,20,3.0,41,42,9.0,8.0,6.0,83,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,2.0,2.0,6.0,38.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,9.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.25,19.148936170212767,0.125,0.25,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.25,0.5,0.5,0.125,0.375,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.5,0.45340625,0.6139,0.1111111111111111,0.14285714285714285,0.3333333333333333,12.766666666666667,26.1,0.21951219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,2277.0,38,11.0,86,86,22.0,41.0,11.0,172,2.0,4.0,1.0,1.0,,,10.0,3.0,2.0,5.0,13.0,,19.0,96.0,,2.0,2.0,3.0,2.0,10.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,6.0,9.0,13.0,1.0,,,,22.0,0.4,0.5277777777777778,0.5277777777777778,0.16666666666666666,0.7222222222222222,17.475728155339805,0.3333333333333333,0.15384615384615385,0.25806451612903225,0.42857142857142855,0.18181818181818182,0.2222222222222222,0.5,0.6666666666666666,0.05555555555555555,,,,0.5555555555555556,0.2,0.6,0.9444444444444444,0.5525611111111111,0.49503,,,0.10526315789473684,1.9,24.300000000000004,0.2558139534883721,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,8.0,2.0,15.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,8.0,0.5,1.0,1.0,0.38461538461538464,0.6666666666666666,0.38461538461538464,0.25,0.5,0.16666666666666666,0.8,0.8,0.2,0.25,0.16666666666666666,0.08333333333333333,0.11764705882352941,0.0975609756097561,0.14285714285714285,0.125,0.07692307692307693,0.25,0.3333333333333333,0.2,1.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.4,0.49289999999999995,0.42105263157894735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,7040.0,117,24.0,247,251,96.0,101.0,33.0,498,14.0,19.0,6.0,10.0,9.0,27.0,18.0,8.0,30.0,56.0,20.0,6.0,87.0,270.0,2.0,10.0,21.0,9.0,36.0,17.0,14.0,3.0,17.0,3.0,9.0,37.0,6.0,1.0,7.0,9.0,10.0,2.0,10.0,4.0,96.0,0.5357142857142857,0.5328947368421053,0.54375,1.25,0.2631578947368421,30.0,0.015151515151515152,0.13636363636363635,0.06363636363636363,,0.14285714285714285,0.25,0.7368421052631579,0.7368421052631579,0.13157894736842105,0.35526315789473684,0.3333333333333333,0.3333333333333333,0.23684210526315788,0.2,0.26666666666666666,0.5131578947368421,0.49554666666666664,0.48181379310344835,0.05063291139240506,0.06779661016949153,0.11494252873563218,10.710714285714287,26.345,0.38866396761133604,,,3.0,,2.0,,7.0,2.0,3.0,7.0,1.0,1.0,2.0,9.0,3.0,30.0,24.0,12.0,,7.0,1.0,,1.0,1.0,,2.0,8.0,3.0,5.0,7.0,1.0,1.0,1.0,,30.0,0.4,0.4,0.5714285714285714,0.35,0.3333333333333333,0.3684210526315789,1.0,0.42857142857142855,1.3333333333333333,0.45,0.46875,0.017857142857142856,,,0.012987012987012988,0.02631578947368421,0.017391304347826087,,0.03571428571428571,0.03333333333333333,,,0.058823529411764705,,0.5714285714285714,0.02631578947368421,,,,0.3888888888888889,0.3888888888888889,0.5714285714285714,,,,0.6666666666666666,0.5,0.375,0.4117647058823529,0.53925,0.3448275862068966,7.0,1.0,2.0,2.0,3.0,9.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,7.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.7142857142857143,0.1111111111111111,0.02702702702702703,0.7,0.7777777777777778,0.2857142857142857,0.2222222222222222,1.0,0.5,0.03333333333333333,,,,,,,,,,,,,,,,,,,True,,,,,,
202329,1610612742,Al-Farouq Aminu,Al-Farouq Aminu,202329,DAL,9007.0,150,18.0,313,317,106.0,109.0,40.0,630,9.0,12.0,2.0,8.0,,,4.0,2.0,10.0,20.0,11.0,15.0,56.0,333.0,2.0,11.0,4.0,5.0,14.0,4.0,4.0,2.0,6.0,2.0,2.0,14.0,9.0,9.0,22.0,36.0,11.0,,19.0,8.0,106.0,0.5,0.6612903225806451,0.7,0.6111111111111112,0.3548387096774194,12.396694214876034,0.10465116279069768,0.15254237288135594,0.12413793103448276,0.1111111111111111,0.12244897959183673,0.3870967741935484,0.75,0.9,0.25806451612903225,,,,0.12903225806451613,0.2222222222222222,0.2222222222222222,0.7419354838709677,0.5569548387096773,0.5681555555555556,0.21052631578947367,0.2962962962962963,0.19642857142857142,3.3650000000000007,23.727272727272727,0.33865814696485624,2.0,4.0,2.0,4.0,7.0,1.0,3.0,,1.0,7.0,3.0,7.0,1.0,2.0,3.0,19.0,6.0,21.0,6.0,3.0,4.0,,5.0,9.0,4.0,14.0,10.0,6.0,3.0,15.0,8.0,2.0,8.0,4.0,19.0,0.3,0.42857142857142855,1.0,0.6363636363636364,0.6,0.6363636363636364,0.42857142857142855,0.5,0.5625,0.7222222222222222,0.7916666666666666,0.2,0.16666666666666666,0.21052631578947367,0.09278350515463918,0.09433962264150944,0.09333333333333334,0.15384615384615385,0.10256410256410256,0.125,,0.06896551724137931,0.14285714285714285,0.5,0.3333333333333333,0.22580645161290322,0.5714285714285714,0.5714285714285714,1.0,0.75,0.75,1.0,0.5,0.5,0.125,,1.0,0.5,0.75,0.4999,0.3392857142857143,1.0,3.0,,1.0,6.0,,,,2.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,,6.0,3.0,1.0,,1.0,,2.0,2.0,1.0,1.0,0.25,0.16666666666666666,0.3,0.2,0.125,0.16666666666666666,,,,,0.3333333333333333,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0.03125,1.0,1.0,0.6666666666666666,,,,,,,,True,,,,,,
2210,1610612742,Richard Jefferson,Richard Jefferson,2210,DAL,233.0,4,-10.0,9,12,9.0,6.0,1.0,21,,,,,,,1.0,1.0,,,1.0,,,15.0,,,,1.0,,1.0,,,,,,,,,,,,,,,9.0,,,,,1.0,22.22222222222222,,,,,,,,,,,,,1.0,,1.0,1.0,0.2394,0.2394,,,,,29.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2405,1610612742,Amar'e Stoudemire,Amar'e Stoudemire,2405,DAL,3562.0,59,10.0,123,120,34.0,40.0,16.0,243,7.0,12.0,4.0,9.0,2.0,5.0,,,12.0,26.0,,8.0,32.0,125.0,1.0,7.0,9.0,,8.0,,2.0,1.0,3.0,,2.0,7.0,2.0,2.0,6.0,11.0,10.0,,9.0,4.0,34.0,0.46153846153846156,0.46153846153846156,0.5333333333333333,0.5,,25.694444444444446,0.05263157894736842,0.08,0.06349206349206349,0.058823529411764705,0.08695652173913043,0.46153846153846156,0.5833333333333334,0.7777777777777778,0.34615384615384615,0.19230769230769232,0.4,0.4,,0.4444444444444444,,0.46153846153846156,0.4697076923076923,0.4843777777777778,0.13793103448275862,0.13793103448275862,0.21875,6.9,,0.2764227642276423,2.0,5.0,3.0,,,,,,,,3.0,7.0,,4.0,,11.0,16.0,,,,5.0,1.0,2.0,3.0,2.0,5.0,1.0,,5.0,12.0,2.0,,2.0,2.0,11.0,0.6666666666666666,0.6666666666666666,,,,,0.42857142857142855,0.4444444444444444,0.42857142857142855,0.4444444444444444,0.55,0.19230769230769232,0.25,0.2857142857142857,0.06521739130434782,0.13333333333333333,0.08196721311475409,0.09090909090909091,0.047619047619047616,0.1111111111111111,0.16666666666666666,0.0625,,1.0,0.8571428571428571,,,,,,,,0.7142857142857143,0.4,,,0.75,,,0.448725,0.34375,3.0,,,,3.0,,,,,,1.0,4.0,,2.0,3.0,,2.0,7.0,1.0,1.0,,1.0,,1.0,,1.0,,0.2222222222222222,0.5714285714285714,,,0.3333333333333333,0.42857142857142855,,1.0,,,,,,1.0,1.0,,,2.0,0.07142857142857142,,,,2.0,1.0,,,,,,True,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,6918.0,115,33.0,235,237,54.0,72.0,31.0,472,6.0,10.0,1.0,12.0,2.0,4.0,13.0,5.0,15.0,26.0,14.0,5.0,44.0,229.0,,2.0,3.0,5.0,24.0,12.0,18.0,9.0,27.0,6.0,11.0,63.0,4.0,6.0,11.0,15.0,13.0,1.0,6.0,2.0,54.0,0.5769230769230769,0.4875,0.5116279069767442,0.25,0.35,20.512820512820515,0.08333333333333333,0.0784313725490196,0.08130081300813008,0.06896551724137931,0.09302325581395349,0.25,0.6,0.6666666666666666,0.3,0.1,0.5,0.5,0.325,0.125,0.625,0.6,0.5274051282051283,0.5094357142857143,0.047619047619047616,0.07142857142857142,0.045454545454545456,7.276923076923077,26.2,0.2297872340425532,1.0,1.0,,,1.0,,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,12.0,6.0,6.0,,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,13.0,,,,,12.0,0.2,0.2,0.6666666666666666,0.21428571428571427,0.4,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.25,0.5,0.6,0.11538461538461539,0.1,0.09090909090909091,0.014925373134328358,0.06976744186046512,0.03636363636363636,,,0.06060606060606061,0.1,0.04,0.16666666666666666,,0.3333333333333333,0.025,,,,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.25,1.0,,0.25,,0.4,0.25,0.3236,0.2727272727272727,7.0,,,,4.0,3.0,1.0,2.0,5.0,1.0,2.0,8.0,1.0,7.0,5.0,1.0,1.0,13.0,3.0,2.0,,,,1.0,2.0,1.0,,0.16666666666666666,0.6153846153846154,,0.05555555555555555,0.5833333333333334,0.7,,0.5,,,,,,,1.0,1.0,2.0,,0.045454545454545456,,,,1.0,,1.0,,,,,True,,,,,,
2199,1610612742,Tyson Chandler,Tyson Chandler,2199,DAL,5269.0,88,2.0,183,191,66.0,63.0,23.0,374,10.0,15.0,4.0,,,,,,10.0,15.0,,5.0,25.0,208.0,,8.0,4.0,,6.0,,1.0,,1.0,,,2.0,6.0,5.0,13.0,26.0,13.0,,16.0,6.0,66.0,0.6666666666666666,0.6666666666666666,0.5434782608695652,0.5,,11.428571428571429,0.1111111111111111,0.18181818181818182,0.14102564102564102,0.1111111111111111,0.16,1.0,0.6666666666666666,0.7692307692307693,,,,,,1.0,,1.0,0.6735066666666667,0.60385,0.2857142857142857,0.2857142857142857,0.32,0.7466666666666667,,0.36065573770491804,4.0,6.0,2.0,,,,,,,,4.0,6.0,,2.0,,6.0,14.0,,6.0,,2.0,,6.0,7.0,2.0,13.0,1.0,1.0,7.0,11.0,2.0,1.0,3.0,1.0,6.0,0.7,1.0,,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.14583333333333334,0.17142857142857143,0.1566265060240964,0.15384615384615385,0.16666666666666666,0.13793103448275862,0.3333333333333333,0.15384615384615385,0.07142857142857142,0.3333333333333333,0.7,,,,,,,,1.0,0.6666666666666666,,,0.5,,,0.63564,0.24,,,,,2.0,,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,2.0,1.0,2.0,,,1.0,0.25,,,,,,,,,,,,,3.0,2.0,1.0,0.11764705882352941,,,,,0.25,,1.0,1.0,,,True,,,,,,
203108,1610612742,Bernard James,Bernard James,203108,DAL,111.0,2,3.0,4,3,4.0,3.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,111.0,2,2.0,4,4,4.0,4.0,,8,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,4.0,,,,,,25.0,,1.0,0.3333333333333333,,1.0,,,,,1.0,,,,,,,0.3876,0.3876,,,,20.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
