EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,LostBallSteals,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,PenaltyPointsPct,Offensive Fouls Drawn,Travels,PenaltyTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,LostBallOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Charge Fouls,ShortMidRangePctBlocked,DefCorner3ReboundPct,on,SecondChanceTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Loose Ball Fouls Drawn,OffensiveGoaltends,LongMidRangePctBlocked,Charge Fouls Drawn,BlockingFouls,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,4732.0,79,-34.0,150,150,8.0,16.0,19.0,300,2.0,7.0,1.0,2.0,3.0,7.0,6.0,9.0,2.0,7.0,17.0,1.0,11.0,23.0,7.0,19.0,2.0,45.0,172,1.0,3.0,2.0,1.0,12.0,10.0,15.0,6.0,17.0,7.0,1.0,1.0,7.0,2.0,9.0,2.0,4.0,1.0,2.0,20.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,8.0,0.5454545454545454,0.5454545454545454,0.7142857142857143,0.3684210526315789,0.3684210526315789,0.4782608695652174,0.3333333333333333,0.5119047619047619,0.3333333333333333,0.5232558139534884,0.3333333333333333,0.4523809523809524,0.05263157894736842,0.043478260869565216,0.14285714285714285,0.058823529411764705,27.906976744186046,0.6,0.08571428571428572,0.017857142857142856,0.037037037037037035,0.06451612903225806,0.012195121951219513,0.045454545454545456,0.14285714285714285,0.125,0.043478260869565216,0.045454545454545456,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.5,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.047619047619047616,0.40476190476190477,0.4117647058823529,0.4375,0.7142857142857143,0.6666666666666666,0.5,1.0,1.0,0.6190476190476191,0.4117647058823529,0.47244166666666665,0.5675,0.53985,0.046511627906976744,0.08333333333333333,0.044444444444444446,10.926086956521738,25.826315789473686,0.05333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,60.0,1,-5.0,3,4,,,,7,,,,,,,,,,,1.0,,,,,1.0,,,5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,0.5097,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201600,1610612740,Omer Asik,Omer Asik,201600,NOP,4753.0,79,-36.0,151,151,8.0,16.0,19.0,302,2.0,10.0,1.0,6.0,,,,,,,,,2.0,10.0,,,4.0,8.0,174,1.0,6.0,3.0,,,4.0,,,,,3.0,,6.0,,6.0,,2.0,,4.0,12.0,7.0,6.0,10.0,17.0,12.0,29.0,,5.0,4.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,10.0,5.0,7.0,1.0,3.0,,,,8.0,,,,,,0.2,0.16666666666666666,0.2,0.16666666666666666,0.3076923076923077,0.21428571428571427,,,0.3,0.3,,10.404624277456648,0.4,0.2857142857142857,0.125,0.21428571428571427,0.25396825396825395,0.14457831325301204,0.18181818181818182,0.42857142857142855,0.25,0.25,,1.0,0.2,0.2857142857142857,,,,,,,,,,,,,,,1.0,0.16666666666666666,,,1.0,,0.52255,0.5555,,0.25,0.25,0.375,1.86,,0.052980132450331126,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.25,0.18518518518518517,0.1111111111111111,0.0625,0.2,0.14285714285714285,0.25,0.125,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202347,1610612740,Quincy Pondexter,Quincy Pondexter,202347,NOP,3890.0,65,-27.0,127,128,2.0,5.0,15.0,255,3.0,5.0,,1.0,1.0,4.0,,1.0,2.0,2.0,5.0,,4.0,10.0,2.0,7.0,2.0,16.0,140,,3.0,,,4.0,4.0,6.0,,5.0,2.0,,,3.0,,3.0,,,1.0,2.0,6.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,5.0,3.0,1.0,,1.0,,,1.0,4.0,7.0,3.0,2.0,,1.0,,,,2.0,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,0.4,,0.4117647058823529,,0.4444444444444444,,0.4117647058823529,,,,,13.10344827586207,1.0,0.11538461538461539,0.02127659574468085,0.041666666666666664,0.08,0.029411764705882353,0.047619047619047616,,0.09090909090909091,0.047619047619047616,0.09090909090909091,0.29411764705882354,0.6,0.6,0.6666666666666666,0.23529411764705882,0.25,0.25,,0.058823529411764705,,,,0.11764705882352941,0.29411764705882354,0.4,0.4,1.0,0.3333333333333333,,,,0.7058823529411765,0.4,0.5219911764705882,0.4919,,0.05555555555555555,0.09090909090909091,,6.51,24.914285714285715,0.015748031496062992,,,,,1.0,,2.0,,,,,,,,0.047619047619047616,,,0.0625,,0.2222222222222222,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202708,1610612740,Norris Cole,Norris Cole,202708,NOP,1223.0,20,-15.0,35,38,6.0,8.0,4.0,73,1.0,1.0,,,,,,,3.0,,1.0,,1.0,1.0,,4.0,,2.0,45,,,,,,2.0,,,1.0,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,6.0,,,,,,1.0,,0.2,,0.2,,0.8,,,,,15.384615384615383,,,,,,,,,,,,0.2,1.0,1.0,,,,,,,,,,0.6,0.2,,,,,,,,1.0,,0.5156,,,,,,2.6,24.849999999999998,0.17142857142857143,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,4010.0,67,-27.0,126,124,8.0,16.0,17.0,250,5.0,9.0,,1.0,,1.0,1.0,4.0,,2.0,5.0,,6.0,14.0,2.0,5.0,4.0,22.0,152,,1.0,,,2.0,10.0,3.0,3.0,5.0,2.0,3.0,,5.0,2.0,7.0,2.0,,3.0,2.0,16.0,,5.0,3.0,8.0,1.0,9.0,,3.0,3.0,1.0,,1.0,1.0,,2.0,1.0,2.0,5.0,6.0,,3.0,1.0,,1.0,8.0,0.16666666666666666,0.16666666666666666,0.5,0.4,0.4,0.42857142857142855,,0.47368421052631576,,0.5,,0.2631578947368421,,0.21428571428571427,0.3333333333333333,,16.438356164383563,0.5,0.1,,0.21739130434782608,0.1509433962264151,0.014492753623188406,,0.14285714285714285,,0.2631578947368421,,0.47368421052631576,0.5555555555555556,0.8333333333333334,0.2,0.05263157894736842,,,,0.21052631578947367,0.25,0.25,,,0.2631578947368421,0.4,0.4,0.5,1.0,,,,0.7368421052631579,0.4,0.5250052631578948,,0.5161333333333333,0.13636363636363635,0.17647058823529413,,6.735714285714286,25.8,0.06349206349206349,,,4.0,,1.0,,,,,,4.0,,0.6666666666666666,,0.045454545454545456,,,0.058823529411764705,,0.2,0.18181818181818182,,,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,True,,,,,,,,,,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,290.0,5,-5.0,11,10,,,1.0,21,,,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,33.333333333333336,1.0,,0.2,,,0.14285714285714285,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.45459999999999995,,,,,,14.05,27.2,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,4693.0,78,-31.0,148,147,8.0,16.0,19.0,295,3.0,6.0,1.0,1.0,8.0,17.0,7.0,15.0,,,1.0,,18.0,38.0,,1.0,9.0,45.0,169,2.0,5.0,10.0,,28.0,8.0,,,1.0,,1.0,,1.0,4.0,5.0,4.0,1.0,,,14.0,1.0,3.0,7.0,11.0,3.0,14.0,1.0,4.0,2.0,4.0,,3.0,4.0,1.0,8.0,2.0,5.0,7.0,10.0,,5.0,5.0,2.0,5.0,8.0,0.7777777777777778,0.7777777777777778,,,,0.47368421052631576,0.4,0.46153846153846156,0.4,0.5113636363636364,0.625,0.02564102564102564,,0.02631578947368421,,,30.58823529411765,0.5,0.2,0.017857142857142856,0.1111111111111111,0.16129032258064516,0.037037037037037035,,0.14285714285714285,0.1875,0.08695652173913043,0.05,0.15384615384615385,0.5,0.5,1.0,0.4358974358974359,0.47058823529411764,0.5,0.625,0.38461538461538464,0.4666666666666667,0.4666666666666667,0.8571428571428571,,0.02564102564102564,,,,0.2,1.0,1.0,,0.1794871794871795,,0.4348794871794871,,0.4062666666666667,0.11363636363636363,0.11627906976744186,0.2222222222222222,11.218421052631578,28.4,0.05405405405405406,6.0,,,,2.0,1.0,2.0,,2.0,,,,,0.3333333333333333,0.08,0.05555555555555555,,0.1111111111111111,,0.25,,,,,,,,3.0,1.0,3.0,4.0,,,0.8,,,1.0,0.058823529411764705,0.25,True,,,,,,,,,,,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,114.0,2,,4,3,,3.0,1.0,7,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,3872.0,65,-6.0,132,128,43.0,49.0,13.0,260,1.0,2.0,,,1.0,2.0,2.0,4.0,1.0,6.0,12.0,3.0,4.0,8.0,6.0,13.0,3.0,29.0,156,,,,3.0,2.0,6.0,15.0,3.0,12.0,6.0,1.0,,5.0,1.0,6.0,1.0,1.0,1.0,3.0,13.0,,1.0,2.0,3.0,1.0,4.0,,1.0,,4.0,1.0,1.0,1.0,3.0,5.0,1.0,7.0,4.0,3.0,1.0,2.0,1.0,,1.0,42.0,0.25,0.25,0.8333333333333334,0.46153846153846156,0.46153846153846156,0.5,,0.6190476190476191,,0.6590909090909091,,0.6190476190476191,,0.125,0.5,,18.367346938775512,0.8,0.05405405405405406,,0.041666666666666664,0.04918032786885246,0.01694915254237288,,0.06666666666666667,0.1111111111111111,0.047619047619047616,,0.09523809523809523,0.5,1.0,,0.09523809523809523,0.5,0.5,,0.19047619047619047,0.5,0.5,0.5,0.047619047619047616,0.5714285714285714,0.5,0.5,0.8333333333333334,,,,0.42857142857142855,0.7142857142857143,0.5,0.4694047619047619,,0.41845,0.09090909090909091,0.2222222222222222,,10.85,25.37692307692308,0.32575757575757575,,1.0,5.0,,1.0,,1.0,,,,5.0,,0.35714285714285715,,0.05,,,0.05555555555555555,,,0.1724137931034483,,,3.0,,,2.0,4.0,,1.0,1.0,0.5,0.2857142857142857,1.0,,,,,,False,1.0,1.0,2.0,,,,,,,,,,,,
