EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,ShortMidRangeFrequency,ShortMidRangeFGM,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,DefTwoPtRebounds,ShootingFouls,Fouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFGM,LongMidRangeFGA,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,Corner3Frequency,on,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,FG3M,PtsAssisted3s,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Travels,Blocked3s,BlockedArc3,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,OffensiveGoaltends,Arc3PctBlocked,Defensive 3 Seconds Violations
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,252.0,4,-1,10,9,9,19,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,20.0,0.5,1.0,1.0,1.0,0.5,1.0,0.6866,0.1,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101198,1610612764,Will Bynum,Will Bynum,101198,WAS,252.0,4,-1,10,9,9,19,,,,,1.0,,,7,,,,,,,,,10.0,,,,,,,0.4545,4.8,,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202338,1610612764,Kevin Seraphin,Kevin Seraphin,202338,WAS,314.0,5,-4,12,11,11,23,,,,2.0,3.0,,4.0,12,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,33.333333333333336,,,,,,,0.38656666666666667,7.599999999999999,,3.0,,,,,,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612764,Rasual Butler,Rasual Butler,2446,WAS,314.0,5,-4,12,11,11,23,,,1.0,,,1.0,,12,,1.0,,,,,,1.0,8.333333333333334,,,,,1.0,1.0,0.4992,,27.4,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,0.2,0.2,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612764,Kris Humphries,Kris Humphries,2743,WAS,314.0,5,-4,12,11,11,23,,,,1.0,1.0,,2.0,12,2.0,,1.0,1.0,1.0,1.0,1.0,,8.333333333333334,,,,,,,0.3757,20.2,,,,,,,,,,,,,1.0,3.0,3.0,,,,,0.5,,,2.0,,1.0,0.4,0.4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201196,1610612764,Ramon Sessions,Ramon Sessions,201196,WAS,62.0,1,-3,2,2,2,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,62.0,1,-3,2,2,2,4,,,,,,1.0,,5,,,,,,,,1.0,50.0,,,,,,1.0,0.67665,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,18426.0,307,21,606,606,178,1212,33.0,46.0,,54.0,86.0,,124.0,638,78.0,,0.7222222222222222,0.8666666666666667,0.627906976744186,0.627906976744186,0.6458333333333334,,16.35036496350365,0.5348837209302325,0.717391304347826,0.75,0.7272727272727273,,0.5348837209302325,0.5059976744186048,5.652325581395348,,28.0,16.0,22.0,5.0,10.0,50.0,6.0,4.0,0.32558139534883723,14.0,30.0,2.0,61.0,88.0,6.0,3.0,16.0,0.375,0.14285714285714285,0.5,0.5384615384615384,41.0,10.0,29.0,0.20603015075376885,0.18971061093247588,0.21739130434782608,7.0,12.0,3.0,0.14516129032258066,0.13953488372093023,0.5833333333333334,0.5833333333333334,0.8571428571428571,,,False,158.0,72.0,10.0,14.0,9.0,10.0,16.0,13.0,20.0,2.0,28.0,13.0,18.0,9.0,35.0,18.0,4.0,6.0,4.0,2.0,1.0,7.0,19.0,1.0,18.0,27.0,2.0,2.0,2.0,3.0,10.0,2.0,1.0,2.0,10.0,5.0,31.0,1.0,7.0,4.0,24.0,4.0,10.0,4.0,11.0,2.0,9.0,11.0,6.0,1.0,35.0,157.0,4.0,0.65,0.7222222222222222,0.65,0.7222222222222222,0.6666666666666666,0.7291666666666666,0.046511627906976744,0.043478260869565216,0.07142857142857142,0.05555555555555555,0.09223300970873786,0.16071428571428573,0.0875,0.09090909090909091,0.17391304347826086,0.08620689655172414,0.02531645569620253,0.10526315789473684,0.043478260869565216,0.25,0.16470588235294117,0.14814814814814814,0.07142857142857142,0.5454545454545454,0.6428571428571429,0.7,0.7142857142857143,0.1,0.5555555555555556,0.9,0.5554466666666666,0.5117166666666666,0.10869565217391304,0.10869565217391304,0.22580645161290322,0.28225806451612906,0.2607260726072607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101198,1610612764,Will Bynum,Will Bynum,101198,WAS,1635.0,27,-6,57,58,12,115,6.0,9.0,,6.0,11.0,2.0,19.0,64,2.0,,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.5769230769230769,0.6333333333333333,0.15384615384615385,30.3030303030303,0.6923076923076923,0.6666666666666666,0.75,0.16666666666666666,,0.8461538461538461,0.5980538461538462,4.545454545454546,24.05,,1.0,1.0,1.0,,2.0,1.0,1.0,,,10.0,,1.0,3.0,3.0,1.0,5.0,0.6,,,,1.0,3.0,6.0,0.05,0.038461538461538464,,,2.0,1.0,,0.15384615384615385,,,,2.0,0.15384615384615385,False,11.0,8.0,,,,1.0,4.0,,,,,,2.0,2.0,2.0,,1.0,,,,,,2.0,,,2.0,,,1.0,2.0,2.0,1.0,,,,,4.0,,,,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,10.0,,,,,,,0.3333333333333333,0.09090909090909091,0.1111111111111111,,,0.13333333333333333,,,0.08333333333333333,0.25,,,,,0.25,,,,,,,,,0.5,,,0.4869,0.14285714285714285,0.16666666666666666,,0.10526315789473684,0.19298245614035087,1.0,1.0,3.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612764,Paul Pierce,Paul Pierce,1718,WAS,17866.0,298,10,588,576,161,1164,7.0,11.0,50.0,15.0,36.0,63.0,146.0,611,14.0,50.0,0.4666666666666667,0.4666666666666667,0.4166666666666667,0.6515151515151515,0.6697247706422018,0.6363636363636364,17.577548005908422,0.1111111111111111,0.6363636363636364,0.7,0.7142857142857143,0.5050505050505051,0.7474747474747475,0.49778888888888884,10.516666666666666,25.457142857142856,11.0,8.0,9.0,5.0,2.0,19.0,6.0,,0.1111111111111111,2.0,16.0,3.0,42.0,42.0,6.0,2.0,10.0,0.6,0.25,0.18181818181818182,0.2,22.0,17.0,33.0,0.11398963730569948,0.13087248322147652,0.15151515151515152,6.0,14.0,4.0,0.13333333333333333,0.1414141414141414,0.42857142857142855,0.42857142857142855,0.3333333333333333,13.0,0.13131313131313133,False,147.0,79.0,,,2.0,2.0,17.0,1.0,1.0,,11.0,3.0,6.0,7.0,40.0,,2.0,1.0,1.0,,1.0,,,,17.0,,,6.0,,4.0,4.0,1.0,1.0,1.0,3.0,2.0,21.0,,1.0,2.0,20.0,,7.0,3.0,6.0,3.0,3.0,7.0,4.0,,40.0,145.0,3.0,1.0,0.5,0.6875,0.75,0.6875,0.7692307692307693,0.05555555555555555,0.09090909090909091,0.09090909090909091,,,0.1619047619047619,,,,,,,,0.05970149253731343,0.17721518987341772,0.11538461538461539,,0.5714285714285714,,,,,0.09090909090909091,1.0,0.5293214285714286,0.4906181818181819,0.0660377358490566,0.16279069767441862,0.07534246575342465,0.273972602739726,0.25,6.0,33.0,96.0,2.0,0.9696969696969697,0.5238095238095238,0.5238095238095238,0.46153846153846156,0.5,1.0,1.0,3.0,6.0,27.0,3.0,6.0,6.0,10.0,3.0,7.0,9.0,16.0,3.0,27.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.5625,0.015873015873015872,0.07692307692307693,0.54,0.54,0.9629629629629629,0.125,0.75,0.5,1.0,0.2727272727272727,0.5,0.45454545454545453,0.6,0.54,,,,,,,,,,,,,,,
