EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,LongMidRangeFGM,Blocked3s,BlockedArc3,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,BlockingFouls,3pt And 1 Free Throw Trips,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Offensive Fouls,on,BlockedLongMidRange,Charge Fouls Drawn,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,3886.0,65,-12,123,125,43,47,12,248,7.0,8.0,1.0,1.0,4.0,5.0,9.0,14.0,16.0,22.0,5.0,37.0,155,2.0,2.0,4.0,9.0,13.0,2.0,20.0,18.0,14.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,12.0,3.0,1.0,3.0,8.0,2.0,13.0,4.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,7.0,8.0,4.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,42,2.0,0.5625,0.6,0.7272727272727273,1.0,0.6923076923076923,0.7272727272727273,1.0,0.6923076923076923,0.74,1.0,0.6666666666666666,0.18181818181818182,0.125,0.21428571428571427,20.43795620437956,0.6666666666666666,0.18181818181818182,0.22857142857142856,0.030303030303030304,0.15789473684210525,0.17647058823529413,0.2037037037037037,0.08,0.1111111111111111,0.2727272727272727,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.1875,0.36363636363636365,0.875,1.0,0.7142857142857143,0.6363636363636364,0.6428571428571429,0.8181818181818182,0.4444444444444444,0.5,1.0,0.38461538461538464,0.8,0.36363636363636365,0.45957272727272724,0.45575,0.4666846153846154,0.08695652173913043,0.08695652173913043,0.10810810810810811,0.5405405405405406,5.986363636363637,0.34959349593495936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,7870.0,131,-15,256,264,87,104,34,520,7.0,12.0,1.0,2.0,2.0,5.0,,7.0,7.0,21.0,18.0,56.0,301,1.0,4.0,12.0,2.0,6.0,11.0,15.0,4.0,10.0,,3.0,17.0,15.0,32.0,12.0,9.0,79.0,1.0,3.0,5.0,13.0,2.0,20.0,4.0,24.0,4.0,2.0,2.0,10.0,7.0,4.0,3.0,14.0,3.0,3.0,19.0,30.0,,1.0,23.0,2.0,7.0,4.0,6.0,2.0,6.0,,,15.0,85,4.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,0.4418604651162791,0.6111111111111112,0.2,0.5283018867924528,0.6,0.46875,0.14285714285714285,0.08333333333333333,0.14285714285714285,22.789115646258505,0.7142857142857143,0.1,0.18571428571428572,0.0379746835443038,0.13513513513513514,0.022727272727272728,0.16822429906542055,0.032520325203252036,0.058823529411764705,,0.21052631578947367,0.1,0.22580645161290322,0.13333333333333333,0.27906976744186046,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.16279069767441862,,,,0.2222222222222222,0.5,0.5,0.4,0.7906976744186046,0.509609756097561,0.56223,0.48167499999999996,0.16326530612244897,0.2692307692307692,0.21428571428571427,0.26785714285714285,4.9190476190476184,0.33984375,2.0,3.0,6.0,1.0,1.0,5.0,16.0,2.0,4.0,4.0,8.0,22.0,3.0,5.0,1.0,4.0,24.0,2.0,14.0,5.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,0.36363636363636365,0.6,0.4,0.5116279069767442,0.045454545454545456,0.5,0.0625,0.058823529411764705,0.09090909090909091,0.14285714285714285,0.05,0.5,0.046511627906976744,0.13953488372093023,0.5,0.5,1.0,0.37209302325581395,0.3125,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,0.4444444444444444,0.5,1.0,0.4,0.35714285714285715,0.043478260869565216,26.981818181818184,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,2285.0,38,19,73,77,18,16,8,150,1.0,1.0,,,,,,,1.0,2.0,4.0,9.0,71,,,,,1.0,2.0,5.0,2.0,,,,2.0,3.0,5.0,2.0,1.0,13.0,2.0,,,6.0,,6.0,2.0,8.0,,,,,,,,,,,1.0,2.0,,,5.0,,2.0,,,,,,,5.0,18,,1.0,1.0,0.5,,,0.4166666666666667,,0.75,0.5,,0.8333333333333334,,,,9.75609756097561,,,0.25,,,0.15384615384615385,0.1875,0.06666666666666667,,0.2222222222222222,,0.16666666666666666,0.38461538461538464,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,0.8333333333333334,0.5385,,0.4242,0.25,0.5,,0.5555555555555556,11.700000000000001,0.2465753424657534,1.0,,,,,1.0,4.0,,,1.0,1.0,4.0,,,,1.0,3.0,,4.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,0.25,,0.25,0.6666666666666666,,,,,,,0.25,,0.16666666666666666,,,,,0.6666666666666666,0.25,0.25,1.0,,,,,,,0.5,0.25,,28.424999999999997,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,2310.0,38,-1,72,76,14,18,12,148,3.0,5.0,,,,1.0,1.0,5.0,4.0,10.0,4.0,12.0,72,,1.0,,,1.0,,,6.0,2.0,,2.0,1.0,2.0,3.0,2.0,1.0,8.0,,4.0,3.0,2.0,,5.0,4.0,9.0,1.0,1.0,,2.0,2.0,1.0,,3.0,,,2.0,7.0,,1.0,11.0,1.0,4.0,2.0,,,,,,,14,1.0,0.75,0.75,0.4,,,0.4,,,0.4,,,0.2,0.2,0.2,21.42857142857143,0.6666666666666666,,0.08,0.16,0.3,,0.14285714285714285,0.09090909090909091,0.16666666666666666,,,,0.14285714285714285,0.25,0.5,0.6,0.75,0.6666666666666666,0.5,0.2,0.25,1.0,,,1.0,,0.5,0.49766000000000005,0.323,0.6177,0.3076923076923077,0.3076923076923077,,,3.75,0.19444444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,0.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,2792.0,47,-8,89,95,34,40,12,184,1.0,3.0,,,,2.0,,,2.0,4.0,2.0,18.0,106,,,3.0,,2.0,1.0,1.0,4.0,,,,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,8.0,1.0,1.0,,1.0,,,1.0,1.0,,2.0,4.0,3.0,,,3.0,1.0,1.0,1.0,,,1.0,,,,32,,1.0,1.0,0.5,,,0.6666666666666666,1.5,,0.6923076923076923,1.5,0.1,,,,13.861386138613861,1.0,0.2,0.125,0.037037037037037035,0.15384615384615385,0.0625,0.13513513513513514,0.046511627906976744,,0.07142857142857142,,0.16666666666666666,0.13333333333333333,0.1,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.5,,0.9166666666666666,0.5474874999999999,,0.5899875,0.08333333333333333,0.25,0.16666666666666666,0.05555555555555555,6.2,0.38202247191011235,1.0,2.0,2.0,1.0,1.0,2.0,6.0,,,2.0,4.0,8.0,1.0,1.0,,2.0,12.0,,6.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,,,,,,0.3333333333333333,,1.0,0.08333333333333333,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,0.5,0.3333333333333333,,25.2625,,,,,,,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,1018.0,17,3,38,36,19,19,4,74,,,,,,,,,,1.0,,3.0,35,,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,3.0,,3.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,19,,,,,,,0.3,,,0.3,,,,,,11.904761904761905,,0.14285714285714285,0.2222222222222222,,,,0.15384615384615385,,,,0.6666666666666666,,,,,,,,,,,,,,,,0.8,0.53137,,0.3962,,,,,21.2,0.5,1.0,,2.0,,,1.0,2.0,,,,1.0,4.0,,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,1.0,0.25,,0.25,0.8,,,,,,,,,0.2,0.4,,,,0.4,0.5,0.5,1.0,,,,,,,,0.5,,24.775,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,4632.0,77,26,152,157,56,58,21,309,1.0,3.0,,,,,,3.0,3.0,10.0,7.0,55.0,159,,,6.0,,2.0,4.0,19.0,4.0,2.0,,,3.0,,3.0,,2.0,6.0,1.0,1.0,6.0,4.0,,10.0,2.0,12.0,2.0,2.0,,1.0,1.0,1.0,,2.0,,3.0,14.0,5.0,,,7.0,,1.0,2.0,,,,,,19.0,56,2.0,0.6666666666666666,0.6666666666666666,0.3,,,0.75,0.75,0.6818181818181818,0.7857142857142857,0.75,0.7307692307692307,,,,21.264367816091955,0.5,,0.08888888888888889,0.023809523809523808,0.2608695652173913,0.038461538461538464,0.14705882352941177,0.029411764705882353,,0.05263157894736842,0.07692307692307693,0.09090909090909091,0.09523809523809523,0.3157894736842105,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.09375,,,,,,,,0.78125,0.511165,0.55245,0.47806666666666664,0.06060606060606061,0.09090909090909091,0.10909090909090909,0.34545454545454546,10.599999999999998,0.3684210526315789,4.0,4.0,6.0,1.0,2.0,10.0,16.0,1.0,2.0,7.0,14.0,22.0,2.0,4.0,,9.0,36.0,,16.0,10.0,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,0.8571428571428571,0.6363636363636364,0.5,0.6363636363636364,0.6875,,,,0.045454545454545456,,,0.06666666666666667,,0.125,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.5,0.625,0.625,0.8,0.5,0.5,1.0,0.5,0.5,1.0,0.6363636363636364,0.625,0.045454545454545456,25.19090909090909,3.0,5.0,,0.5555555555555556,0.42857142857142855,,2.0,,,,0.5,0.5,0.5,2.0,2.0,6.0,4.0,1.0,0.18181818181818182,1.0,,,,,,True,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,5750.0,96,-14,184,187,61,69,27,371,8.0,13.0,1.0,1.0,3.0,4.0,3.0,10.0,12.0,26.0,6.0,36.0,224,1.0,4.0,2.0,4.0,6.0,3.0,17.0,22.0,2.0,,,7.0,4.0,11.0,1.0,3.0,26.0,1.0,5.0,7.0,4.0,1.0,12.0,6.0,18.0,1.0,1.0,,4.0,2.0,2.0,2.0,6.0,3.0,5.0,12.0,6.0,,1.0,8.0,,2.0,2.0,3.0,1.0,3.0,,,17.0,60,2.0,0.9166666666666666,0.9166666666666666,0.46153846153846156,0.25,0.6666666666666666,0.45454545454545453,0.16666666666666666,0.7777777777777778,0.4864864864864865,0.16666666666666666,0.7727272727272727,,,,20.0,0.6666666666666666,0.1,0.08163265306122448,0.08333333333333333,0.2413793103448276,0.034482758620689655,0.14102564102564102,0.06741573033707865,0.25,0.04,0.07142857142857142,0.058823529411764705,0.1111111111111111,0.25,0.3939393939393939,0.6153846153846154,0.6153846153846154,0.875,0.30303030303030304,0.3,0.3,1.0,0.16666666666666666,1.0,0.4444444444444444,0.75,0.6060606060606061,0.47001818181818183,0.46615,0.49488888888888893,0.05714285714285714,0.07142857142857142,0.05555555555555555,0.4722222222222222,6.053846153846154,0.33152173913043476,3.0,,,,,2.0,7.0,,2.0,3.0,2.0,7.0,,2.0,,3.0,6.0,,7.0,2.0,,3.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,,2.0,,1.0,1.0,0.2857142857142857,,0.2857142857142857,0.21212121212121213,,,,0.03571428571428571,,0.2,0.10526315789473684,,0.09090909090909091,,,,,0.21212121212121213,0.2857142857142857,0.2857142857142857,1.0,,,,0.3333333333333333,,,0.3333333333333333,0.2857142857142857,,25.099999999999998,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,0.05,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,1.0,,,,True,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,2484.0,41,-18,78,81,23,39,9,159,1.0,5.0,,,,,2.0,3.0,4.0,11.0,2.0,10.0,103,,,,,1.0,,,6.0,2.0,,2.0,3.0,1.0,4.0,1.0,1.0,9.0,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,2.0,1.0,,1.0,2.0,1.0,1.0,5.0,2.0,,,2.0,,1.0,,,,,,,,21,,0.75,0.75,0.36363636363636365,,,0.25,,,0.29411764705882354,,,0.18181818181818182,0.4,,21.11111111111111,1.0,,0.045454545454545456,,0.09090909090909091,,0.06060606060606061,,,,,,0.1111111111111111,0.125,0.3125,0.2,0.3333333333333333,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.5,,,,,0.625,0.49151875,0.56865,0.280925,0.058823529411764705,0.08333333333333333,,,7.40909090909091,0.2948717948717949,3.0,,3.0,,,,2.0,,1.0,1.0,,5.0,,1.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,0.3125,,,,,,,,,0.1875,0.1875,,,,0.125,,,,,,,1.0,,,0.5,,,24.419999999999998,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,True,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,4481.0,75,-32,148,151,53,77,20,299,3.0,6.0,2.0,2.0,,1.0,4.0,11.0,11.0,27.0,13.0,44.0,193,2.0,2.0,6.0,3.0,8.0,9.0,21.0,12.0,10.0,,3.0,4.0,4.0,8.0,1.0,3.0,20.0,2.0,1.0,1.0,1.0,6.0,8.0,4.0,12.0,1.0,,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,10.0,,2.0,20.0,,6.0,4.0,1.0,1.0,1.0,,,19.0,51,3.0,0.5454545454545454,0.5454545454545454,0.4074074074074074,1.0,0.375,0.4305555555555556,0.6666666666666666,0.5,0.4782608695652174,0.75,0.5526315789473685,0.1111111111111111,,0.18181818181818182,29.239766081871345,0.5,0.4,0.029411764705882353,0.02127659574468085,0.045454545454545456,0.08,0.03571428571428571,0.041666666666666664,0.08333333333333333,0.1111111111111111,,,0.07692307692307693,,0.16666666666666666,0.5,0.5,0.6666666666666666,0.3055555555555556,0.36363636363636365,0.4444444444444444,0.75,0.6666666666666666,1.0,0.08333333333333333,,0.4166666666666667,0.4443763888888888,0.47555000000000003,0.4228625000000001,0.14285714285714285,0.18181818181818182,0.13636363636363635,0.4772727272727273,9.84074074074074,0.3581081081081081,10.0,1.0,2.0,,,2.0,7.0,,1.0,4.0,3.0,9.0,,1.0,2.0,4.0,9.0,,7.0,2.0,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.25,0.1111111111111111,0.1,0.14285714285714285,,,0.14285714285714285,0.05555555555555555,,0.2777777777777778,0.05555555555555555,0.5,0.5,1.0,0.19444444444444445,0.2857142857142857,0.3333333333333333,1.0,,,,0.3333333333333333,,,0.3333333333333333,0.2857142857142857,,24.98888888888889,2.0,2.0,,0.5,0.5,,4.0,,,,0.4,0.4444444444444444,0.25,,,,,,,,,0.5,1.0,0.14285714285714285,,True,,,,,
