EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,PenaltyAtRimFGM,PenaltyAtRimFGA,LostBallOutOfBoundsTurnovers,Charge Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Travels,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,Offensive Fouls,Loose Ball Fouls Drawn,OffensiveGoaltends,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,Charge Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,OffCorner3ReboundPct,on,BlockingFouls,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,8604.0,143.0,-40,282,278,51.0,65.0,32.0,560,3.0,9.0,1.0,2.0,4.0,9.0,8.0,13.0,3.0,13.0,29.0,4.0,15.0,31.0,13.0,32.0,5.0,74.0,328,1.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,14.0,16.0,30.0,9.0,29.0,13.0,2.0,1.0,12.0,3.0,15.0,3.0,5.0,2.0,5.0,33.0,1.0,1.0,2.0,5.0,7.0,2.0,9.0,1.0,2.0,1.0,1.0,7.0,3.0,3.0,3.0,4.0,10.0,1.0,3.0,3.0,11.0,8.0,1.0,6.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,50.0,2.0,0.4666666666666667,0.4666666666666667,0.7692307692307693,0.40625,0.40625,0.4838709677419355,0.3333333333333333,0.5,0.5476190476190477,0.3333333333333333,0.25,0.5692307692307692,0.3333333333333333,0.3125,0.5079365079365079,0.03125,0.06451612903225806,0.2222222222222222,0.034482758620689655,23.510971786833856,0.7,0.06944444444444445,0.010526315789473684,0.0392156862745098,0.021739130434782608,0.056910569105691054,0.014184397163120567,0.02857142857142857,0.02702702702702703,0.09090909090909091,0.12,0.045454545454545456,0.03125,0.5,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.4444444444444444,0.4444444444444444,0.25,0.20634920634920634,0.6153846153846154,0.6153846153846154,0.625,0.047619047619047616,0.4603174603174603,0.4482758620689655,0.4642857142857143,0.7692307692307693,0.6666666666666666,0.5,1.0,0.5,0.6507936507936508,0.4482758620689655,0.4714293650793651,0.5675,0.433625,0.06153846153846154,0.12121212121212122,0.02702702702702703,0.06756756756756757,10.906451612903224,25.643749999999997,0.18085106382978725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201582,1610612740,Alexis Ajinca,Alexis Ajinca,201582,NOP,88.0,1.0,-1,3,3,3.0,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,6248.0,104.0,-29,199,192,34.0,43.0,21.0,391,9.0,16.0,,1.0,1.0,2.0,1.0,5.0,,2.0,9.0,1.0,11.0,23.0,2.0,9.0,8.0,36.0,236,,1.0,,3.0,5.0,1.0,2.0,8.0,4.0,18.0,3.0,3.0,9.0,2.0,4.0,,12.0,4.0,16.0,4.0,3.0,5.0,4.0,36.0,1.0,,8.0,5.0,13.0,1.0,14.0,,4.0,4.0,,1.0,,1.0,3.0,,4.0,,1.0,3.0,8.0,11.0,,15.0,1.0,7.0,1.0,1.0,,1.0,1.0,8.0,33.0,,0.18181818181818182,0.18181818181818182,0.5,0.2222222222222222,0.2222222222222222,0.4782608695652174,,0.6,0.4375,,0.5,0.46153846153846156,,0.5,0.28125,,0.17391304347826086,0.25,,19.19642857142857,0.25,0.10204081632653061,,0.20512820512820512,0.02702702702702703,0.14772727272727273,0.010101010101010102,,0.03333333333333333,0.11764705882352941,0.0625,0.24242424242424243,,1.0,0.5,0.5625,0.75,0.2222222222222222,0.0625,0.5,0.5,,0.15625,0.2,0.2,,,0.28125,0.2222222222222222,0.2222222222222222,0.5,1.0,,,0.16666666666666666,0.78125,0.2222222222222222,0.5147171875000001,,0.5495249999999999,0.18421052631578946,0.2413793103448276,,0.2222222222222222,5.821739130434783,26.01111111111111,0.1708542713567839,,3.0,4.0,1.0,2.0,1.0,1.0,0.125,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,True,,,,,
202708,1610612740,Norris Cole,Norris Cole,202708,NOP,3260.0,54.0,-8,107,110,30.0,36.0,14.0,217,3.0,6.0,,,,1.0,1.0,6.0,3.0,,4.0,2.0,4.0,13.0,,7.0,2.0,10.0,120,,1.0,,,3.0,2.0,2.0,2.0,4.0,4.0,,,4.0,,2.0,,5.0,1.0,6.0,1.0,3.0,2.0,,13.0,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,,2.0,,1.0,1.0,3.0,6.0,,3.0,1.0,2.0,,,,,,2.0,30.0,1.0,0.5,0.5,,,,0.3076923076923077,,,0.2,,,0.23809523809523808,,0.16666666666666666,0.35,,0.15384615384615385,0.3333333333333333,,18.852459016393443,0.5,,0.02631578947368421,0.05263157894736842,,0.02,0.018518518518518517,0.1,,,,,,,0.3,0.5,0.75,0.6666666666666666,0.05,,,,0.3,0.16666666666666666,0.16666666666666666,,0.15,0.2,,,,,,,0.4,0.65,,0.492835,0.3787,0.47057000000000004,0.09523809523809523,0.14285714285714285,,0.2,10.915384615384616,25.400000000000002,0.2803738317757009,,,1.0,,,,,,0.2,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,8196.0,137.0,-32,266,261,47.0,59.0,29.0,527,15.0,19.0,5.0,5.0,15.0,31.0,11.0,22.0,,,2.0,,41.0,72.0,,2.0,32.0,114.0,301,6.0,10.0,22.0,5.0,12.0,,8.0,18.0,62.0,20.0,,,2.0,,2.0,,1.0,4.0,5.0,4.0,1.0,,,14.0,2.0,6.0,6.0,16.0,24.0,8.0,32.0,1.0,4.0,2.0,2.0,5.0,,3.0,6.0,2.0,11.0,,,5.0,9.0,22.0,1.0,36.0,1.0,15.0,9.0,7.0,2.0,9.0,6.0,17.0,46.0,,0.7560975609756098,0.8157894736842105,,,,0.5694444444444444,0.6,0.4166666666666667,0.5540540540540541,0.5454545454545454,0.4166666666666667,0.6195652173913043,0.6875,0.5294117647058824,0.02702702702702703,,0.027777777777777776,,,34.0,0.45454545454545453,0.2318840579710145,0.06593406593406594,0.125,0.046511627906976744,0.18803418803418803,0.05970149253731343,0.11764705882352941,0.058823529411764705,0.14285714285714285,0.17391304347826086,0.11904761904761904,0.03225806451612903,0.6666666666666666,0.25675675675675674,0.7894736842105263,0.7894736842105263,0.6666666666666666,0.4189189189189189,0.4838709677419355,0.5,0.7333333333333333,0.2972972972972973,0.5,0.5238095238095238,0.9090909090909091,,0.02702702702702703,,,,0.45454545454545453,1.0,0.4,,0.28378378378378377,,0.4703797297297297,0.7023250000000001,0.417975,0.17045454545454544,0.1744186046511628,0.19298245614035087,0.15789473684210525,9.244444444444445,26.35,0.17669172932330826,,1.0,1.0,1.0,2.0,4.0,2.0,0.36,0.08333333333333333,1.0,,0.16666666666666666,1.0,1.0,10.0,6.0,2.0,2.0,1.0,1.0,0.03225806451612903,0.045454545454545456,0.25,0.06451612903225806,0.09090909090909091,,,,,True,,,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,3270.0,54.0,7,114,109,36.0,43.0,12.0,223,2.0,6.0,,3.0,,2.0,3.0,5.0,,2.0,7.0,1.0,5.0,13.0,2.0,7.0,2.0,18.0,131,,3.0,,2.0,5.0,1.0,2.0,6.0,8.0,2.0,6.0,,7.0,2.0,1.0,,4.0,2.0,6.0,2.0,3.0,1.0,,14.0,,3.0,2.0,,3.0,3.0,6.0,,,,,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,6.0,9.0,4.0,,2.0,,,1.0,1.0,,1.0,,6.0,35.0,1.0,0.8,0.8,1.0,0.2857142857142857,0.2857142857142857,0.38461538461538464,,0.4,0.4,,0.3333333333333333,0.42857142857142855,,0.42857142857142855,0.35,,0.07692307692307693,0.16666666666666666,,18.75,0.6666666666666666,,0.09090909090909091,0.10526315789473684,,0.038461538461538464,0.058823529411764705,0.08333333333333333,,,,0.125,,,0.3,0.3333333333333333,0.4,1.0,0.1,,,,0.25,0.6,0.6,0.6666666666666666,,0.35,0.2857142857142857,0.2857142857142857,1.0,1.0,,,0.16666666666666666,0.65,0.2857142857142857,0.4812975,0.5995333333333334,0.4856416666666667,,,,0.3333333333333333,8.86923076923077,26.61428571428571,0.3157894736842105,,1.0,2.0,,,1.0,1.0,,0.3333333333333333,0.5,,,,,,,1.0,1.0,,,,,0.16666666666666666,,,1.0,2.0,0.18181818181818182,,True,,,,,
201600,1610612740,Omer Asik,Omer Asik,201600,NOP,4732.0,79.0,-34,150,150,8.0,16.0,19.0,300,2.0,10.0,1.0,6.0,,,,,,,,,2.0,10.0,,,4.0,8.0,172,1.0,6.0,3.0,,,,1.0,1.0,,4.0,,,,,3.0,,6.0,,6.0,,2.0,,4.0,12.0,5.0,7.0,6.0,10.0,17.0,12.0,29.0,,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,,,3.0,10.0,5.0,,7.0,1.0,3.0,,,,,,1.0,8.0,,,,,,,0.2,0.16666666666666666,,0.2,0.16666666666666666,,0.3076923076923077,0.21428571428571427,0.5,,,0.3,0.3,,10.465116279069768,0.4,0.2857142857142857,0.125,0.2222222222222222,0.19230769230769232,0.25806451612903225,0.14634146341463414,0.18181818181818182,0.21052631578947367,0.42857142857142855,0.25,0.2608695652173913,,,1.0,0.2,0.2857142857142857,,,,,,,,,,,,,,,1.0,0.16666666666666666,,,1.0,,0.52255,0.5555,,0.25,0.25,0.375,0.125,1.86,,0.05333333333333334,2.0,,,,,1.0,1.0,0.25,,,,,,,1.0,2.0,1.0,2.0,,,,,0.25,0.1111111111111111,,,,0.0625,0.14285714285714285,True,,,,,
202347,1610612740,Quincy Pondexter,Quincy Pondexter,202347,NOP,6132.0,102.0,-39,203,203,22.0,37.0,24.0,406,4.0,7.0,,1.0,1.0,5.0,,1.0,3.0,2.0,6.0,,5.0,13.0,2.0,9.0,3.0,19.0,239,,3.0,,,1.0,,,,6.0,4.0,6.0,,6.0,2.0,1.0,,8.0,,8.0,,3.0,2.0,3.0,16.0,2.0,1.0,4.0,7.0,12.0,3.0,15.0,1.0,7.0,4.0,3.0,1.0,,1.0,,,1.0,,,5.0,11.0,5.0,,3.0,1.0,2.0,,,,,,,22.0,2.0,0.6,0.6,1.0,0.2222222222222222,0.2222222222222222,0.38461538461538464,,,0.36363636363636365,,,0.41304347826086957,,,0.4090909090909091,,0.07692307692307693,,,10.38961038961039,1.0,0.15217391304347827,0.013888888888888888,0.10810810810810811,0.06451612903225806,0.13253012048192772,0.02912621359223301,0.03225806451612903,0.08333333333333333,0.13333333333333333,0.13333333333333333,0.125,0.07142857142857142,,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.75,0.22727272727272727,0.2,0.25,,0.045454545454545456,,,,0.13636363636363635,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,0.7272727272727273,0.3333333333333333,0.5129727272727272,0.4919,0.4729,0.08695652173913043,0.14285714285714285,,,5.953846153846154,24.866666666666664,0.10837438423645321,,,1.0,,,,,0.1875,1.0,,,,,,,,1.0,,,,0.2,,0.14285714285714285,,,,1.0,,,True,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,813.0,14.0,-19,31,29,10.0,11.0,3.0,60,,,,,,2.0,,1.0,,,1.0,,,3.0,,1.0,2.0,2.0,36,,,,,1.0,,2.0,2.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,,,1.0,1.0,2.0,,2.0,,,,,,,,2.0,9.0,,,,,,,,,,,,,0.2,,0.5,0.25,,,,,20.0,1.0,0.1,0.07142857142857142,,,0.06666666666666667,0.05263157894736842,,,0.3333333333333333,,,0.25,,,,,,0.5,,,,0.25,,,,,0.25,,,,,,,,0.25,,0.3867625,,0.4138,,,,1.0,13.766666666666666,31.7,0.3225806451612903,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.2,,,1.0,,,True,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,1677.0,28.0,-5,55,55,14.0,15.0,6.0,110,3.0,3.0,2.0,2.0,,,,,,,,,3.0,3.0,,,1.0,7.0,75,2.0,2.0,5.0,,,,,,2.0,4.0,,,,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,2.0,,4.0,4.0,3.0,7.0,,2.0,2.0,,,,,,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,14.0,,0.3333333333333333,1.0,,,,1.0,1.0,,1.0,1.0,,1.1666666666666667,1.25,,,,,,,4.918032786885246,,0.26666666666666666,0.15384615384615385,,0.125,0.16666666666666666,0.14285714285714285,0.5,0.125,,0.4,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.6683666666666667,0.6365,,0.3333333333333333,0.3333333333333333,0.7142857142857143,,0.8333333333333334,,0.2545454545454545,,,,,,,,0.5,,,,,,,1.0,4.0,,,,,,,,,,,,0.16666666666666666,,True,,,,,
