EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,DefThreePtRebounds,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Loose Ball Fouls Drawn,Steals,BadPassSteals,on,Corner3FGA,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PtsUnassisted3s,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedCorner3,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Defensive 3 Seconds Violations
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,2049.0,34,-15,65,65,9.0,27,8.0,130,3.0,4.0,1.0,1.0,2.0,7.0,2.0,5.0,1.0,1.0,7.0,16.0,1.0,1.0,4.0,21.0,82,1.0,1.0,2.0,2.0,4.0,10.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,9.0,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,0.4375,1.0,0.5,1.0,0.5526315789473685,1.0,0.058823529411764705,0.0625,0.25,27.397260273972602,1.0,1.0,0.13793103448275862,0.041666666666666664,0.125,0.03333333333333333,0.125,0.1111111111111111,0.25,1.0,0.23529411764705882,0.75,1.0,0.3333333333333333,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.5,0.29411764705882354,0.4,0.4,0.058823529411764705,1.0,1.0,1.0,1.0,1.0,0.29411764705882354,1.0,0.4723264705882353,0.6298,0.37129999999999996,0.10526315789473684,0.1111111111111111,0.09523809523809523,9.7625,25.3,0.13846153846153847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201167,1610612757,Arron Afflalo,Arron Afflalo,201167,POR,466.0,8,-4,13,14,,1,,27,,1.0,,,,,,,,,,1.0,,,,,16,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,7.692307692307692,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.7214,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,1694.0,28,-12,53,53,14.0,30,6.0,106,,1.0,,1.0,,1.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,5.0,,10.0,71,,1.0,,1.0,4.0,,6.0,,5.0,2.0,,3.0,4.0,1.0,,9.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,14.0,1.0,1.0,1.0,0.4,0.4,0.4,,0.5,,0.5,,0.5,,,18.333333333333336,1.0,,0.05263157894736842,0.0625,0.047619047619047616,0.043478260869565216,0.14285714285714285,0.14285714285714285,,,0.1,,,,0.1,,,,0.3,0.6666666666666666,0.6666666666666666,0.5,0.4,0.4,1.0,1.0,,0.6,0.4,0.50027,0.6914,0.5021333333333334,,,,13.819999999999999,25.740000000000002,0.2641509433962264,2.0,2.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,1563.0,26,-4,50,51,8.0,27,6.0,101,4.0,5.0,,,1.0,1.0,1.0,3.0,,2.0,6.0,9.0,,2.0,2.0,14.0,59,,,,1.0,6.0,6.0,,,2.0,,,2.0,3.0,1.0,,7.0,,5.0,,5.0,,5.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,3.0,,,,,8.0,0.5,0.5,,,,0.6666666666666666,,0.5454545454545454,,0.5,,0.18181818181818182,,,28.57142857142857,0.5,,0.21739130434782608,,0.20833333333333334,,,0.25,0.1,,0.45454545454545453,0.8,0.8,0.75,0.09090909090909091,1.0,1.0,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.18181818181818182,,,,,,0.6363636363636364,,0.5624545454545454,,0.6384,0.21428571428571427,0.25,,8.166666666666666,26.6,0.16,,,1.0,,,2.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,1.0,1.0,,,,0.14285714285714285,1.0,1.0,1.0,1.0,0.4,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612757,Chris Kaman,Chris Kaman,2549,POR,2225.0,37,-11,70,70,14.0,30,8.0,140,3.0,4.0,2.0,2.0,1.0,3.0,,1.0,,,4.0,8.0,,,1.0,9.0,86,2.0,3.0,5.0,1.0,4.0,4.0,,4.0,,,1.0,2.0,3.0,2.0,,7.0,5.0,8.0,,9.0,5.0,14.0,2.0,,3.0,3.0,5.0,4.0,1.0,1.0,,,,,14.0,0.5,1.0,,,,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5625,0.8333333333333334,,0.125,0.25,14.102564102564102,0.6666666666666666,,0.25806451612903225,0.20833333333333334,0.2647058823529412,0.15625,0.25,0.5555555555555556,0.14285714285714285,,0.5,0.75,1.0,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,,,,,,,0.6666666666666666,1.0,0.5,,0.53715,0.4956333333333333,0.4155,0.125,0.125,0.5555555555555556,6.5625,,0.2,,,1.0,,,2.0,1.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,0.2222222222222222,,,,1.0,0.125,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.125,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,1669.0,28,-1,52,52,11.0,26,6.0,104,1.0,4.0,,1.0,1.0,1.0,,,2.0,3.0,2.0,5.0,2.0,3.0,5.0,15.0,61,,1.0,,,2.0,2.0,6.0,,3.0,2.0,1.0,,,,,,,2.0,,2.0,,2.0,,,,2.0,2.0,3.0,6.0,1.0,,,,,11.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.4,,0.625,,0.6818181818181818,,0.375,0.2,0.25,18.965517241379313,,,0.07692307692307693,,0.07142857142857142,,,,0.09090909090909091,,0.5,0.25,0.3333333333333333,,0.125,1.0,1.0,1.0,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,1.0,,0.875,0.6666666666666666,0.5109875,0.3314,0.5727,0.1111111111111111,0.16666666666666666,,4.36,25.566666666666666,0.21153846153846154,1.0,2.0,,1.0,2.0,5.0,,,,,,,5.0,,0.5,,0.75,0.8333333333333334,,1.0,0.5,0.3333333333333333,,,,,0.125,,,,,,,,,,,,2.0,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,662.0,11,-7,20,19,6.0,3,2.0,39,,1.0,,,,,1.0,2.0,,2.0,1.0,3.0,,2.0,2.0,4.0,27,,,,1.0,,2.0,,,2.0,,,1.0,2.0,,1.0,5.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,6.0,,,,,,0.3333333333333333,,0.2,,0.3333333333333333,,0.4,,,31.818181818181817,1.0,,,,,,,,,,0.2,,,,,,,,0.4,0.5,0.5,0.4,,,,,,0.6,,0.46879,,0.466375,,,,12.5,25.25,0.3,,1.0,,,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,,,,0.3333333333333333,,0.5,,0.5,,1.0,,,,0.5,,,,,,,,,,,2.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203459,1610612757,Allen Crabbe,Allen Crabbe,203459,POR,621.0,10,-5,22,21,3.0,3,4.0,43,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,24,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,3.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,4.0,,,0.1,,0.1,,,,0.3333333333333333,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,0.781,,,,,,0.2,,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201577,1610612757,Robin Lopez,Robin Lopez,201577,POR,176.0,3,4,5,5,5.0,3,,10,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,10461.0,174,-26,333,328,101.0,70,43.0,661,16.0,36.0,9.0,14.0,5.0,24.0,6.0,25.0,2.0,8.0,27.0,85.0,2.0,10.0,28.0,88.0,365,9.0,16.0,21.0,14.0,16.0,38.0,6.0,14.0,8.0,2.0,8.0,3.0,6.0,1.0,1.0,15.0,14.0,25.0,3.0,30.0,20.0,50.0,4.0,3.0,7.0,5.0,15.0,27.0,32.0,16.0,11.0,5.0,11.0,4.0,98.0,0.2962962962962963,0.4,1.0,0.2,0.2,0.3176470588235294,0.5625,0.3157894736842105,0.5625,0.4036697247706422,0.6176470588235294,0.10526315789473684,0.09411764705882353,0.1388888888888889,30.208333333333336,0.5714285714285714,0.3333333333333333,0.17123287671232876,0.11764705882352941,0.15606936416184972,0.1043956043956044,0.06060606060606061,0.2222222222222222,0.1568627450980392,0.36363636363636365,0.37894736842105264,0.4444444444444444,0.5161290322580645,0.3125,0.25263157894736843,0.20833333333333334,0.23809523809523808,0.2,0.2631578947368421,0.24,0.24,0.08421052631578947,0.25,0.25,1.0,0.875,0.6428571428571429,0.4842105263157895,0.25,0.49293631578947367,0.5826214285714286,0.5424555555555557,0.14953271028037382,0.16494845360824742,0.23863636363636365,8.618823529411767,25.169999999999998,0.3033033033033033,1.0,4.0,6.0,1.0,4.0,24.0,3.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,0.25,0.42857142857142855,0.4166666666666667,0.5454545454545454,0.3333333333333333,0.2222222222222222,0.25,0.2727272727272727,6.0,8.0,,3.0,0.12195121951219512,0.4444444444444444,0.75,3.0,2.0,2.0,1.0,4.0,0.07407407407407407,0.26666666666666666,,0.14285714285714285,9.0,2.0,1.0,3.0,2.0,1.0,False,2.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,0.125,0.25,0.07936507936507936,0.058823529411764705,0.16666666666666666,0.05,0.06896551724137931,0.021052631578947368,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
