EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,OffShortMidRangeReboundPct,OffCorner3ReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,BlockingFouls,Offensive Fouls,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3PctAssisted,BlockedLongMidRange
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,7197.0,120,-35,236,234,52,48.0,31,470,8.0,15.0,3.0,5.0,2.0,3.0,1.0,5.0,5.0,15.0,2.0,14.0,3.0,14,35,2.0,14.0,7.0,41,261,3.0,6.0,6.0,2.0,5.0,3.0,1.0,5.0,20.0,8.0,3.0,3.0,4.0,14.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,6.0,10.0,16.0,6.0,22.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,5.0,9,1.0,7.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,52,1.0,0.7142857142857143,0.8333333333333334,0.5,0.14285714285714285,0.14285714285714285,0.4,0.5,0.4,0.3469387755102041,0.5,0.25,0.37962962962962965,0.5,0.25,0.2857142857142857,0.05714285714285714,0.06666666666666667,0.2,21.85185185185185,0.8,0.16393442622950818,0.04672897196261682,0.15384615384615385,0.04,0.16,0.045454545454545456,0.09523809523809523,0.02857142857142857,0.041666666666666664,0.21739130434782608,0.17647058823529413,0.09523809523809523,0.12121212121212122,0.3333333333333333,0.03225806451612903,0.6666666666666666,0.30612244897959184,0.5333333333333333,0.5714285714285714,0.625,0.10204081632653061,0.2,0.25,1.0,0.30612244897959184,0.3333333333333333,0.3333333333333333,0.8,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5,0.8333333333333334,0.6,0.375,0.6666666666666666,0.375,0.5918367346938775,0.14285714285714285,0.5019418367346938,0.533,0.5702375,0.07547169811320754,0.10256410256410256,0.14634146341463414,0.12195121951219512,10.322857142857144,25.49285714285714,0.22033898305084745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201564,1610612749,O.J. Mayo,O.J. Mayo,201564,MIL,4725.0,79,-19,156,157,53,68.0,17,313,1.0,7.0,,1.0,,4.0,,1.0,3.0,8.0,1.0,6.0,3.0,4,16,2.0,8.0,10.0,24,168,,1.0,,,4.0,3.0,4.0,7.0,6.0,2.0,6.0,,,6.0,1.0,1.0,8.0,1.0,9.0,,5.0,19.0,,,2.0,3.0,7.0,,7.0,,2.0,,2.0,3.0,3.0,1.0,4.0,,1.0,4.0,9,,9.0,,,,,10.0,3.0,2.0,1.0,,,1.0,,1.0,,7.0,53,1.0,0.75,0.75,1.0,0.25,0.25,0.25,,,0.2916666666666667,,0.21428571428571427,0.4107142857142857,,0.3888888888888889,0.3333333333333333,0.0625,0.14285714285714285,,18.07909604519774,0.75,0.057692307692307696,,0.07407407407407407,,0.06329113924050633,,,,,0.038461538461538464,,0.13333333333333333,0.1,,,,0.2916666666666667,0.14285714285714285,0.16666666666666666,1.0,0.041666666666666664,,,,0.3333333333333333,0.375,0.375,0.6666666666666666,0.25,0.16666666666666666,0.16666666666666666,1.0,0.5,,0.5714285714285714,,0.42857142857142855,0.625,0.16666666666666666,0.4848729166666667,0.447975,0.5414714285714286,0.11538461538461539,0.16666666666666666,,0.2916666666666667,9.4625,25.225,0.33974358974358976,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.2222222222222222,0.08333333333333333,0.5,0.5,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201573,1610612749,Jerryd Bayless,Jerryd Bayless,201573,MIL,788.0,13,-12,27,27,10,14.0,2,54,1.0,1.0,,,,,,,1.0,1.0,,,,2,2,,,1.0,5,38,,,,,,,1.0,1.0,4.0,,,,,,,,2.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,1,,1.0,,,,,2.0,,1.0,,,,,,,,1.0,10,1.0,1.0,1.0,,,,1.0,,,1.0,,,0.8333333333333334,,0.5,,,,,10.344827586206897,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,,0.604,,,,,,0.2,9.65,,0.37037037037037035,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203089,1610612749,John Henson,John Henson,203089,MIL,5144.0,86,-37,163,166,54,75.0,24,329,13.0,20.0,6.0,7.0,4.0,10.0,1.0,4.0,,,,,,14,24,,,2.0,30,183,6.0,7.0,12.0,5.0,11.0,,1.0,11.0,16.0,12.0,,,12.0,,,1.0,2.0,,2.0,,,4.0,3.0,9.0,2.0,8.0,13.0,12.0,25.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,,,3.0,5,,5.0,,1.0,,,7.0,3.0,1.0,3.0,,,3.0,,3.0,2.0,11.0,54,1.0,0.5714285714285714,1.0,,,,0.5833333333333334,0.8571428571428571,0.45454545454545453,0.5833333333333334,0.8571428571428571,0.45454545454545453,0.5555555555555556,0.8571428571428571,0.4583333333333333,,0.041666666666666664,0.05,,16.931216931216934,0.6,0.14545454545454545,0.1323529411764706,0.07407407407407407,0.15,0.12195121951219512,0.13636363636363635,0.15151515151515152,0.13636363636363635,0.0625,0.1935483870967742,,0.14285714285714285,0.09523809523809523,,0.2222222222222222,0.6666666666666666,0.8333333333333334,0.65,0.6842105263157895,0.5384615384615384,0.16666666666666666,0.25,0.25,1.0,,,,,,,,,1.0,0.8571428571428571,0.9090909090909091,0.4,,0.8333333333333334,,0.5823208333333334,0.6639857142857143,0.5497272727272727,0.11538461538461539,0.11538461538461539,0.4,0.36666666666666664,2.433333333333333,,0.3312883435582822,,,,,,,,1.0,1.0,3.0,1.0,1.0,,2.0,,0.3333333333333333,,,,,,,1.0,0.07692307692307693,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203487,1610612749,Michael Carter-Williams,Michael Carter-Williams,203487,MIL,11459.0,191,-73,374,374,107,104.0,49,748,15.0,31.0,,3.0,1.0,6.0,11.0,23.0,7.0,19.0,,4.0,2.0,33,73,,5.0,7.0,73,413,1.0,9.0,2.0,7.0,16.0,2.0,2.0,16.0,12.0,54.0,,,,3.0,,7.0,22.0,7.0,29.0,3.0,10.0,65.0,,1.0,10.0,15.0,26.0,1.0,27.0,,7.0,5.0,2.0,9.0,4.0,7.0,16.0,1.0,7.0,6.0,14,,13.0,,,1.0,,12.0,7.0,1.0,6.0,,,3.0,3.0,6.0,3.0,16.0,107,1.0,0.18181818181818182,0.18181818181818182,,,,0.4520547945205479,0.1111111111111111,0.4375,0.4230769230769231,0.1111111111111111,0.3888888888888889,0.4451219512195122,0.1111111111111111,0.4,0.0641025641025641,0.0958904109589041,0.16129032258064516,0.043478260869565216,22.790697674418606,0.5625,0.13392857142857142,0.0058823529411764705,0.15873015873015872,,0.14285714285714285,0.004807692307692308,,0.016666666666666666,,0.14285714285714285,0.07692307692307693,0.16216216216216217,0.14,0.23076923076923078,,0.5,0.3974358974358974,0.4838709677419355,0.5769230769230769,0.2,0.2948717948717949,0.4782608695652174,0.5,0.09090909090909091,0.24358974358974358,0.3684210526315789,0.3888888888888889,0.2857142857142857,0.05128205128205128,,,,0.3333333333333333,,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.46153846153846156,,0.4934694805194806,0.49944285714285713,0.4747705882352941,0.08641975308641975,0.09210526315789473,0.0273972602739726,0.2191780821917808,7.631506849315069,33.22,0.28609625668449196,,1.0,,,,,4.0,6.0,6.0,1.0,4.0,4.0,,,,0.08333333333333333,0.01282051282051282,,,,,,,,,1.0,1.0,5.0,1.0,1.0,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,True,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,10409.0,173,-70,341,338,98,98.0,44,679,7.0,14.0,2.0,2.0,4.0,6.0,5.0,10.0,6.0,23.0,4.0,17.0,4.0,18,47,8.0,23.0,12.0,72,369,4.0,7.0,17.0,7.0,14.0,7.0,4.0,30.0,24.0,12.0,21.0,3.0,2.0,17.0,4.0,5.0,9.0,,9.0,,4.0,18.0,,5.0,5.0,3.0,10.0,5.0,15.0,2.0,10.0,5.0,5.0,2.0,2.0,4.0,6.0,2.0,2.0,5.0,11,1.0,12.0,1.0,,1.0,,13.0,7.0,1.0,2.0,,,,2.0,2.0,2.0,30.0,98,1.0,0.6666666666666666,0.7058823529411765,0.875,0.34782608695652173,0.34782608695652173,0.3829787234042553,0.5714285714285714,0.5,0.42857142857142855,0.7,0.6190476190476191,0.48,0.7727272727272727,0.6818181818181818,0.32857142857142857,0.10638297872340426,0.14285714285714285,,20.66326530612245,0.3333333333333333,0.02857142857142857,0.03289473684210526,0.08620689655172414,,0.049079754601226995,0.02631578947368421,0.046153846153846156,0.02040816326530612,,0.044444444444444446,,0.02857142857142857,0.08695652173913043,0.08333333333333333,0.05128205128205128,1.0,0.2,0.5,0.5833333333333334,0.7142857142857143,0.14285714285714285,0.5,0.5,0.6,0.32857142857142857,0.2608695652173913,0.3,0.6666666666666666,0.24285714285714285,0.23529411764705882,0.23529411764705882,1.0,0.2,1.0,0.2857142857142857,0.6666666666666666,0.19047619047619047,0.5285714285714286,0.23529411764705882,0.4913228571428572,0.4869222222222222,0.5119809523809524,0.0945945945945946,0.13725490196078433,0.2361111111111111,0.4166666666666667,10.765957446808509,25.339130434782607,0.2873900293255132,4.0,6.0,2.0,2.0,3.0,4.0,,1.0,4.0,2.0,1.0,3.0,,,0.5714285714285714,0.18181818181818182,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.75,0.2,0.5,,0.02631578947368421,,,,,,,0.13043478260869565,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.1,1.0,0.5,1.0,0.14285714285714285,0.6666666666666666,,,True,,
2585,1610612749,Zaza Pachulia,Zaza Pachulia,2585,MIL,6288.0,105,-36,209,205,51,26.0,25,414,3.0,12.0,2.0,6.0,1.0,4.0,3.0,7.0,7.0,17.0,,,,13,36,,,6.0,32,230,3.0,7.0,6.0,3.0,8.0,,4.0,10.0,18.0,8.0,,,4.0,,,7.0,5.0,2.0,7.0,,4.0,16.0,2.0,9.0,7.0,15.0,22.0,11.0,33.0,3.0,8.0,8.0,,5.0,2.0,,5.0,,2.0,4.0,13,,7.0,,1.0,1.0,2.0,6.0,2.0,1.0,3.0,,,2.0,1.0,3.0,2.0,10.0,51,1.0,0.6923076923076923,0.8181818181818182,,,,0.3611111111111111,0.42857142857142855,0.375,0.3611111111111111,0.42857142857142855,0.375,0.41025641025641024,0.42857142857142855,0.5,,0.19444444444444445,0.5,,18.410041841004183,1.0,0.2727272727272727,0.08823529411764706,0.19444444444444445,0.1111111111111111,0.24175824175824176,0.09166666666666666,0.10810810810810811,0.07894736842105263,0.11764705882352941,0.2777777777777778,0.21428571428571427,0.30434782608695654,0.2413793103448276,,0.1875,0.6666666666666666,0.3333333333333333,0.25,0.5,0.3333333333333333,0.19444444444444445,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.4722222222222222,0.4117647058823529,0.4375,0.8571428571428571,,,,,0.8571428571428571,0.3333333333333333,0.5,0.25,,0.3333333333333333,,0.4798388888888889,0.5329,0.4579125,0.05263157894736842,0.05263157894736842,0.1875,0.3125,10.641666666666667,,0.24401913875598086,,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,0.07407407407407407,,,,3.0,,3.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,True,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,8918.0,149,-51,287,288,79,59.0,43,575,12.0,29.0,4.0,8.0,2.0,6.0,3.0,14.0,4.0,10.0,,1.0,1.0,19,53,,1.0,14.0,52,309,4.0,8.0,11.0,7.0,18.0,1.0,4.0,18.0,20.0,18.0,,,4.0,1.0,,6.0,12.0,,12.0,,5.0,24.0,,10.0,6.0,16.0,25.0,10.0,35.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,8.0,,,6.0,15,2.0,15.0,,1.0,,,18.0,9.0,1.0,9.0,,,6.0,3.0,9.0,7.0,18.0,79,1.0,0.5263157894736842,0.5882352941176471,,,,0.3584905660377358,0.5,0.3888888888888889,0.35185185185185186,0.5,0.3684210526315789,0.41935483870967744,0.6111111111111112,0.4090909090909091,0.018518518518518517,0.11320754716981132,0.10344827586206896,0.21428571428571427,20.833333333333336,0.375,0.19047619047619047,0.07042253521126761,0.11538461538461539,,0.16176470588235295,0.057803468208092484,0.10526315789473684,0.058823529411764705,,0.14285714285714285,0.23809523809523808,0.21428571428571427,0.12195121951219512,0.09090909090909091,0.07142857142857142,0.7777777777777778,0.5370370370370371,0.41379310344827586,0.46153846153846156,0.5833333333333334,0.25925925925925924,0.21428571428571427,0.2727272727272727,0.3333333333333333,0.18518518518518517,0.4,0.4,0.5,0.018518518518518517,,,,1.0,0.5,0.3157894736842105,0.3333333333333333,0.05263157894736842,0.5555555555555556,,0.5207703703703704,0.6112125,0.45173684210526327,0.14754098360655737,0.15,0.21153846153846154,0.34615384615384615,6.343396226415094,26.0,0.27526132404181186,,,,,,,,1.0,6.0,3.0,,2.0,,1.0,,0.375,,,,,,,,0.029411764705882353,,,1.0,1.0,1.0,3.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,True,,
201162,1610612749,Jared Dudley,Jared Dudley,201162,MIL,2367.0,39,-32,77,81,31,28.0,10,158,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,5,1.0,2.0,2.0,11,94,1.0,1.0,2.0,2.0,3.0,1.0,2.0,9.0,6.0,,3.0,,,1.0,1.0,1.0,2.0,,2.0,,1.0,4.0,,,1.0,2.0,3.0,1.0,4.0,,4.0,3.0,1.0,1.0,1.0,,1.0,,,4.0,5,,2.0,,,,,4.0,,2.0,1.0,,,1.0,,1.0,1.0,9.0,31,2.0,1.0,1.0,1.0,0.5,0.5,0.6,1.0,0.6666666666666666,0.6428571428571429,1.0,0.875,0.6111111111111112,1.0,0.75,0.2857142857142857,0.2,0.5,,11.363636363636363,1.0,0.06666666666666667,,0.07692307692307693,,0.06976744186046512,,,,,0.058823529411764705,,0.1111111111111111,,0.3333333333333333,,1.0,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,,,0.5,0.5,0.25,0.5714285714285714,1.0,0.5199857142857144,0.411,0.5618125,,,0.18181818181818182,0.8181818181818182,10.94,24.4,0.4025974025974026,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,0.14285714285714285,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.25,True,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,1334.0,22,-20,41,42,7,10.0,4,83,,,,,,,,1.0,1.0,2.0,3.0,5.0,2.0,1,3,3.0,9.0,,11,57,,,,,,3.0,,3.0,2.0,,9.0,,,5.0,3.0,1.0,1.0,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1,,1.0,1.0,,,,,,,,,,,,,,3.0,7,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.4583333333333333,,0.5,0.4583333333333333,,0.5,0.75,0.3333333333333333,,1.0,26.666666666666664,,0.08333333333333333,,,,0.058823529411764705,,,,,,,0.3333333333333333,,,,,,,,,0.08333333333333333,,,,0.16666666666666666,0.5,0.5,1.0,0.4166666666666667,0.6,0.6,1.0,,,,,0.6666666666666666,0.75,0.6,0.5357916666666668,,0.55565,,,,0.2727272727272727,12.733333333333334,24.4,0.17073170731707318,,4.0,,1.0,,1.0,,,1.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,False,,
