EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,Corner3FGA,SecondChanceCorner3FGA,FtPoints,SecondChanceFG3A,LongMidRangeAssists,FTA,TwoPtShootingFoulsDrawn,Corner3Frequency,SecondChanceCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,ShootingFouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,FTOffRebounds,FTDefRebounds,Loose Ball Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Corner3FGM,HeaveAttempts,Technical Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffShortMidRangeReboundPct,Offensive Fouls,AtRimPctBlocked,DefCorner3ReboundPct,PenaltyCorner3FGA,LostBallTurnovers,PenaltyCorner3Frequency,on,SecondChanceFtPoints,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,DefensiveGoaltends,OffensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,LongMidRangePctBlocked
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,1350.0,22,47,46,13.0,23,4.0,93,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,3.0,3.0,4.0,3.0,7.0,15.0,56,1.0,1.0,2.0,3.0,8.0,6.0,3.0,6.0,7.0,3.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,13.0,2.0,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.75,1.0,0.6818181818181818,1.0,0.6818181818181818,1.0,0.6363636363636364,23.076923076923077,1.0,0.06666666666666667,0.043478260869565216,0.25,0.09090909090909091,1.0,1.0,0.09090909090909091,1.0,1.0,0.18181818181818182,0.5,0.5,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.75,0.6666666666666666,0.7272727272727273,0.42857142857142855,0.4791636363636363,0.421025,0.5333333333333333,12.75,25.47142857142857,0.2765957446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,1319.0,22,49,49,10.0,24,4.0,98,1.0,1.0,,,,,1.0,2.0,,,1.0,1.0,1.0,4.0,7.0,56,,,,,,2.0,3.0,,2.0,1.0,2.0,,2.0,,,1.0,4.0,,,,1.0,1.0,,,,,3.0,,10.0,,1.0,0.25,,0.25,1.0,,0.5,,0.5833333333333334,,0.8,11.320754716981131,,,,,0.2,1.0,1.0,,,,,,,0.4,0.5,0.5,1.0,,,1.0,0.5,0.5787599999999999,,,2.6,24.425,0.20408163265306123,6.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.4,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612746,Spencer Hawes,Spencer Hawes,201150,LAC,3399.0,57,118,119,27.0,52,8.0,237,3.0,4.0,2.0,5.0,1.0,2.0,3.0,6.0,1.0,1.0,6.0,11.0,3.0,6.0,23.0,130,1.0,1.0,1.0,1.0,7.0,2.0,9.0,,6.0,3.0,3.0,2.0,5.0,1.0,3.0,,12.0,7.0,10.0,13.0,2.0,2.0,1.0,1.0,1.0,12.0,3.0,7.0,27.0,3.0,1.0,0.5,1.0,0.5,0.5454545454545454,1.0,0.6176470588235294,1.25,0.6388888888888888,1.1666666666666667,0.35294117647058826,14.960629921259843,1.0,0.22580645161290322,0.19607843137254902,0.16666666666666666,0.23529411764705882,0.75,0.75,0.29411764705882354,0.4,0.4,0.11764705882352941,0.5,0.5,0.35294117647058826,0.5,0.5,1.0,0.5,1.0,0.5882352941176471,0.5,0.5060411764705882,0.486425,0.30434782608695654,7.972727272727272,25.55,0.2288135593220339,2.0,,,2.0,1.0,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,10.0,2.0,1.0,2.0,1.0,3.0,3.0,7.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.25,1.25,0.03333333333333333,0.15,0.06451612903225806,0.04918032786885246,0.14285714285714285,0.041666666666666664,0.14285714285714285,0.09090909090909091,0.5,0.1875,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.45604999999999996,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,1105.0,18,40,38,12.0,22,5.0,78,4.0,4.0,1.0,3.0,,3.0,,,,,5.0,10.0,,,12.0,45,2.0,3.0,,,6.0,2.0,,,,,,,,,,,,2.0,6.0,7.0,,,,,,1.0,3.0,6.0,12.0,,,,,,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5454545454545454,0.75,,23.913043478260867,,0.18181818181818182,0.1875,0.3333333333333333,0.4,1.0,1.0,0.3,0.3333333333333333,0.5,0.3,,,,,,,,,0.4,,0.48392999999999997,0.5378,0.5,7.529999999999999,,0.3,-2.0,,,2.0,,,2.0,1.0,,,0.09090909090909091,0.09090909090909091,,,1.0,1.0,,,,,,,2.0,8.0,,,,,1.0,1.0,1.0,,,,,,,,,0.8,0.8,,,,,,0.2,,,,,,0.25,,0.25,,0.75,1.0,,,,,,,0.3333333333333333,1.0,,,1.0,1.0,3.0,1.0,0.1,0.3333333333333333,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,2533.0,42,86,89,27.0,34,6.0,175,7.0,10.0,2.0,5.0,1.0,2.0,3.0,8.0,1.0,3.0,10.0,17.0,3.0,10.0,32.0,101,2.0,6.0,1.0,3.0,7.0,16.0,6.0,3.0,8.0,3.0,3.0,1.0,4.0,,2.0,1.0,9.0,2.0,5.0,5.0,1.0,,,,1.0,4.0,3.0,7.0,27.0,1.0,0.6666666666666666,0.3,0.3333333333333333,0.3,0.5882352941176471,0.3333333333333333,0.5370370370370371,0.3888888888888889,0.5714285714285714,0.3888888888888889,0.37037037037037035,31.18279569892473,,0.08,0.09302325581395349,0.08333333333333333,0.37037037037037035,0.7,0.7,0.18518518518518517,0.4,0.4,0.07407407407407407,0.5,0.5,0.2962962962962963,0.375,0.375,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7407407407407407,0.375,0.5067370370370371,0.45063888888888887,0.21875,5.958823529411764,25.679999999999996,0.313953488372093,,2.0,1.0,3.0,1.0,,4.0,3.0,0.07407407407407407,0.3333333333333333,0.10714285714285714,0.16666666666666666,,1.0,1.0,4.0,,,,2.0,,,,4.0,,1.0,,,2.0,,,,,1.0,1.0,,2.0,,,0.2,0.2,,,,,,0.1111111111111111,,,,,,0.14285714285714285,,0.14285714285714285,,0.2857142857142857,,,0.3333333333333333,,,,,0.4444444444444444,0.25,0.420125,,,,1.0,,,,0.2,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,2132.0,36,74,73,21.0,28,6.0,147,2.0,2.0,3.0,6.0,,2.0,,6.0,,3.0,5.0,10.0,1.0,8.0,13.0,86,2.0,2.0,,3.0,4.0,8.0,3.0,,5.0,,2.0,,2.0,,2.0,,4.0,1.0,2.0,2.0,2.0,1.0,,,,2.0,,4.0,21.0,,1.0,0.125,,0.14285714285714285,0.5,1.0,0.3611111111111111,0.4,0.3611111111111111,0.4,0.4444444444444444,22.22222222222222,,0.043478260869565216,0.05405405405405406,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.5,0.5,0.1111111111111111,,,0.3333333333333333,,,,0.6,,0.5555555555555556,,0.4489882352941177,0.38515,0.3076923076923077,9.879999999999999,27.212500000000002,0.28378378378378377,-16.0,2.0,,,1.0,,1.0,,0.1111111111111111,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,0.2,0.2,,,,,,0.07142857142857142,,,,,,,0.16666666666666666,0.09090909090909091,,0.5,,,,,1.0,,,0.2,1.0,0.50745,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,751.0,13,26,25,3.0,6,1.0,51,,,,,,,,,,,,,1.0,2.0,3.0,32,,,,,,,3.0,,,,,2.0,2.0,2.0,,,6.0,1.0,1.0,2.0,,,,,,,,,3.0,,1.0,0.5,,0.5,,,0.75,,0.75,,1.0,7.4074074074074066,,0.125,0.09090909090909091,,,,,,,,,,,,,,,,,1.0,,0.6126750000000001,,,,23.2,0.11538461538461539,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.16666666666666666,,,0.1,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,0.5,1.0,0.25,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,552.0,9,15,17,,1,1.0,32,1.0,3.0,,1.0,,,,,,,1.0,4.0,,,3.0,29,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.25,,0.25,,0.3,,,37.5,,,,,0.75,0.3333333333333333,0.5,0.25,,,,,,,,,,,,0.75,,0.54645,,,2.6500000000000004,,,-21.0,,,1.0,,,2.0,1.0,,,0.2,0.2,1.0,1.0,,,,,1.0,1.0,,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.1111111111111111,,,0.1,0.3333333333333333,,,,,,,,,,1.0,1.0,,,,,,0.7721,0.6666666666666666,1.0,,,,0.25,,,,,,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,828.0,14,29,30,4.0,7,1.0,59,3.0,4.0,,1.0,,,,,,,3.0,5.0,,,9.0,24,,,,,3.0,2.0,,,,,,1.0,1.0,1.0,,,3.0,1.0,5.0,6.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,,,,,,0.6,,0.6,,0.6428571428571429,0.75,,23.333333333333336,,0.09090909090909091,0.2222222222222222,0.16666666666666666,0.8,0.75,0.75,0.2,,,,,,,,,,,,0.8,,0.49842,,0.3333333333333333,4.680000000000001,,0.13793103448275862,20.0,,,3.0,,,4.0,1.0,,,0.16666666666666666,0.16666666666666666,1.0,1.0,,,,,1.0,1.0,,2.0,3.0,4.0,2.0,,1.0,,3.0,1.0,1.0,,1.0,,,,,,,0.6666666666666666,1.0,,1.0,1.0,1.0,,0.42857142857142855,0.2,0.1,,0.25,,,,0.4,,0.6666666666666666,,,1.0,1.0,,,,,,,0.2222222222222222,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201991,1610612746,Lester Hudson,Lester Hudson,201991,LAC,1019.0,17,35,36,7.0,19,2.0,71,3.0,3.0,,,,,1.0,3.0,,,3.0,3.0,1.0,4.0,9.0,34,,,,1.0,,2.0,,3.0,3.0,1.0,2.0,,2.0,,2.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,3.0,,,7.0,,,0.25,,0.25,1.0,,0.6428571428571429,,0.6428571428571429,,0.5714285714285714,21.62162162162162,1.0,0.25,0.1111111111111111,,0.42857142857142855,1.0,1.0,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,1.0,0.3333333333333333,0.5903714285714285,0.5286,,1.633333333333333,24.625,0.2,,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,0.5,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
