EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,Corner3Assists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,LiveBallTurnoverPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,Arc3FGM,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,BadPassTurnovers,Charge Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGA,PtsPutbacks,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,LongMidRangeFGM,Blocked3s,BlockedArc3,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyFG2M,PenaltyTurnovers,BlockedCorner3,PenaltyFg2Pct,PenaltyEfgPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,BlockingFouls,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,on,PenaltyAtRimFGM,BlockedLongMidRange,3SecondViolations,PenaltyAtRimAccuracy,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,4826.0,80,-11.0,151,155,8.0,8.0,19.0,306,4.0,9.0,1.0,4.0,10.0,17.0,2.0,14.0,28.0,1.0,29.0,158,2.0,5.0,4.0,16.0,12.0,3.0,7.0,1.0,8.0,1.0,6.0,1.0,17.0,1.0,4.0,1.0,5.0,12.0,3.0,20.0,6.0,26.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,8.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,8.0,0.5714285714285714,0.5714285714285714,0.5,0.4,0.5,0.4,0.46774193548387094,0.4,0.10714285714285714,0.1111111111111111,0.11764705882352941,18.285714285714285,0.5,0.09090909090909091,0.22641509433962265,0.06153846153846154,0.21739130434782608,0.05555555555555555,0.2236842105263158,0.060240963855421686,0.05555555555555555,0.13043478260869565,0.09090909090909091,0.4117647058823529,0.09090909090909091,0.16,0.125,0.42857142857142855,0.09090909090909091,1.0,0.32142857142857145,0.4444444444444444,0.5,1.0,0.6071428571428571,0.5882352941176471,0.6666666666666666,0.4,0.07142857142857142,0.8,0.25,1.0,0.32142857142857145,0.44258571428571425,0.48965000000000003,0.16129032258064516,0.16129032258064516,0.13793103448275862,6.328571428571428,0.052980132450331126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,2310.0,38,-1.0,72,76,14.0,18.0,12.0,148,2.0,2.0,,,,3.0,2.0,2.0,7.0,2.0,12.0,72,,1.0,3.0,2.0,2.0,1.0,2.0,5.0,7.0,4.0,1.0,1.0,19.0,1.0,1.0,,,4.0,,4.0,2.0,6.0,,2.0,3.0,4.0,,2.0,8.0,,4.0,2.0,3.0,3.0,1.0,3.0,1.0,,14.0,0.5,0.5,0.2857142857142857,,0.3333333333333333,0.375,0.375,0.375,0.14285714285714285,,,23.80952380952381,,,0.16,0.04,,0.05263157894736842,0.11428571428571428,0.045454545454545456,,0.16666666666666666,,0.16666666666666666,0.2,0.14285714285714285,,,,0.3333333333333333,0.13333333333333333,1.0,1.0,0.5,0.2,,,,0.13333333333333333,,,,0.6666666666666666,0.48316,0.4506,0.1875,0.375,0.25,8.942857142857141,0.19444444444444445,2.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,8.0,1.0,3.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.3333333333333333,0.25,0.5333333333333333,0.5,0.25,0.16666666666666666,0.2,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,1.0,1.0,0.5,0.5,0.36895,24.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,2433.0,41,,79,84,13.0,16.0,7.0,163,,,,,,,1.0,,1.0,4.0,13.0,71,,,,,,,1.0,2.0,3.0,1.0,1.0,,8.0,2.0,,,1.0,6.0,,7.0,2.0,9.0,1.0,,1.0,2.0,,2.0,3.0,,5.0,,1.0,,,,,,13.0,,,,,0.5,,0.5454545454545454,,,,,14.942528735632184,,,0.2,,0.1,0.11764705882352941,0.175,0.05263157894736842,,,0.16666666666666666,,0.09090909090909091,0.3333333333333333,0.14285714285714285,,0.2,,,,,,,,,,0.1111111111111111,,,,0.8888888888888888,0.48276111111111114,,0.1,0.5,,20.6,0.16455696202531644,1.0,1.0,,,7.0,,1.0,3.0,8.0,,,,1.0,6.0,7.0,1.0,1.0,,1.0,1.0,,,,,,,0.6666666666666666,0.375,,0.375,0.8888888888888888,,0.5,,0.1111111111111111,1.0,1.0,1.0,0.7777777777777778,,,,,1.0,0.19245,25.5375,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,7396.0,123,-16.0,234,240,25.0,31.0,31.0,474,8.0,18.0,2.0,5.0,1.0,6.0,,9.0,24.0,6.0,24.0,240,2.0,6.0,4.0,14.0,4.0,7.0,6.0,3.0,9.0,2.0,4.0,,21.0,1.0,12.0,,7.0,10.0,1.0,18.0,13.0,31.0,,,3.0,7.0,9.0,17.0,20.0,,19.0,1.0,8.0,1.0,1.0,1.0,,,25.0,0.7777777777777778,0.875,0.375,0.3333333333333333,0.375,0.3333333333333333,0.36363636363636365,0.2857142857142857,0.2916666666666667,0.2777777777777778,0.3333333333333333,14.814814814814813,0.09090909090909091,,0.12658227848101267,0.13333333333333333,0.21212121212121213,0.02631578947368421,0.15178571428571427,0.1015625,0.2,0.07142857142857142,0.038461538461538464,0.047619047619047616,0.05555555555555555,0.2,0.20833333333333334,0.2222222222222222,,,0.75,0.4444444444444444,0.6153846153846154,0.75,0.25,0.16666666666666666,0.25,1.0,,0.8333333333333334,0.4,0.5,0.75,0.5303166666666667,0.54552,0.25806451612903225,0.25806451612903225,0.16666666666666666,2.8333333333333335,0.10683760683760683,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,4.0,,2.0,2.0,2.0,1.0,,,,,,,,0.5714285714285714,,,,,,,,,,,,0.6177,,,,,,,2.0,,,2.0,,1.0,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13513513513513514,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,5122.0,85,-7.0,161,163,7.0,10.0,22.0,324,4.0,4.0,1.0,1.0,,2.0,3.0,6.0,9.0,,30.0,171,1.0,2.0,5.0,10.0,2.0,,4.0,1.0,5.0,,2.0,1.0,11.0,,2.0,,3.0,5.0,1.0,9.0,2.0,11.0,,,,,1.0,3.0,1.0,,,,,,,1.0,1.0,,7.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.5555555555555556,0.5,0.5555555555555556,0.5,,,,14.43850267379679,0.2,,0.1,0.029850746268656716,0.13043478260869565,,0.1095890410958904,0.02247191011235955,,0.045454545454545456,,0.07692307692307693,0.3333333333333333,0.03571428571428571,0.16666666666666666,,,1.0,0.14814814814814814,1.0,1.0,0.75,0.07407407407407407,,,,0.1111111111111111,0.2,1.0,,0.8148148148148148,0.5269407407407407,0.47919999999999996,,,0.16666666666666666,9.011111111111111,0.043478260869565216,3.0,7.0,1.0,1.0,11.0,2.0,,6.0,18.0,1.0,3.0,,,18.0,11.0,1.0,3.0,3.0,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.25925925925925924,0.42857142857142855,0.42857142857142855,1.0,0.4074074074074074,0.2,1.0,1.0,0.4,,,24.70555555555556,3.0,,,,3.0,,,,,,,,0.2727272727272727,0.2727272727272727,1.0,0.2727272727272727,,,,1.0,,,,,,1.0,0.037037037037037035,,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,5718.0,95,-24.0,180,182,19.0,20.0,24.0,362,6.0,8.0,1.0,1.0,7.0,15.0,12.0,19.0,35.0,8.0,52.0,190,3.0,4.0,6.0,12.0,26.0,3.0,4.0,1.0,5.0,,4.0,,11.0,1.0,4.0,,6.0,8.0,4.0,18.0,5.0,23.0,1.0,2.0,3.0,6.0,3.0,8.0,7.0,,10.0,,5.0,,,1.0,1.0,,19.0,0.3157894736842105,0.35294117647058826,0.5428571428571428,0.75,0.5365853658536586,0.75,0.5652173913043478,0.75,0.08571428571428572,,0.13333333333333333,24.880382775119617,0.6666666666666666,,0.13793103448275862,0.056338028169014086,0.23076923076923078,0.04,0.16666666666666666,0.052083333333333336,0.047619047619047616,0.09523809523809523,0.058823529411764705,0.10526315789473684,0.08333333333333333,0.18518518518518517,0.29411764705882354,0.1111111111111111,0.058823529411764705,1.0,0.1951219512195122,0.75,0.75,0.3333333333333333,0.36585365853658536,0.4666666666666667,0.5384615384615384,0.2857142857142857,0.2926829268292683,0.25,1.0,,0.34146341463414637,0.46506463414634147,0.487975,0.10869565217391304,0.125,0.11538461538461539,10.454285714285716,0.10555555555555556,1.0,2.0,,,4.0,,,2.0,6.0,,,4.0,,6.0,4.0,1.0,3.0,1.0,2.0,3.0,,3.0,,,3.0,,1.0,0.3333333333333333,,0.3333333333333333,0.14634146341463414,0.08333333333333333,0.5,,0.04878048780487805,0.5,0.5,1.0,0.0975609756097561,,,,,,0.378,24.933333333333334,1.0,3.0,9.0,,1.0,,,,,9.0,,0.75,0.25,0.25,1.0,0.25,0.17307692307692307,,4.0,,,1.0,1.0,,,2.0,0.034482758620689655,,6.0,1.0,,0.5,0.5454545454545454,0.3333333333333333,3.0,3.0,1.0,0.75,0.75,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,4788.0,80,-28.0,150,154,8.0,11.0,19.0,304,5.0,10.0,1.0,3.0,4.0,14.0,17.0,13.0,41.0,2.0,28.0,163,1.0,3.0,2.0,2.0,24.0,4.0,6.0,2.0,8.0,1.0,,2.0,18.0,,1.0,1.0,,4.0,,4.0,2.0,6.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,,3.0,1.0,2.0,,,,,,8.0,0.07692307692307693,0.07692307692307693,0.3170731707317073,0.3333333333333333,0.28888888888888886,0.3333333333333333,0.30434782608695654,0.3333333333333333,0.0975609756097561,0.3,0.07142857142857142,29.885057471264368,,0.08333333333333333,0.0784313725490196,0.015151515151515152,,,0.05405405405405406,0.011904761904761904,,,,,0.1,0.125,,,0.03571428571428571,,0.2222222222222222,0.5,0.7142857142857143,0.2,0.3111111111111111,0.2857142857142857,0.3076923076923077,,0.37777777777777777,1.0,0.3333333333333333,,0.3111111111111111,0.46845888888888887,0.5542,0.043478260869565216,0.047619047619047616,0.07142857142857142,10.565853658536584,0.05333333333333334,,3.0,,,1.0,,,,4.0,,,3.0,,,1.0,1.0,,,,5.0,,3.0,,,,,,,,,0.08888888888888889,,0.8333333333333334,,0.06666666666666667,,,,0.022222222222222223,,,,,,0.3993,24.0,,,2.0,,,2.0,,,,2.0,,0.3333333333333333,,,,,0.07142857142857142,,,4.0,,,,,1.0,,0.04,,4.0,,,0.23529411764705882,0.23529411764705882,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,2424.0,40,16.0,79,80,17.0,20.0,11.0,159,1.0,2.0,,,,1.0,2.0,1.0,5.0,4.0,24.0,69,,,6.0,2.0,,,1.0,2.0,3.0,1.0,1.0,,8.0,,,,3.0,3.0,,6.0,,6.0,,,1.0,1.0,2.0,5.0,2.0,,4.0,,1.0,,,,,,17.0,1.0,1.0,0.2,,0.5882352941176471,1.0,0.631578947368421,1.0,,,,22.22222222222222,,,0.1111111111111111,,0.3333333333333333,,0.16666666666666666,,,,,0.25,0.14285714285714285,0.0625,0.42857142857142855,,,,0.11764705882352941,0.5,0.5,1.0,0.058823529411764705,,,,0.11764705882352941,,,,0.8235294117647058,0.51366875,0.55245,0.05555555555555555,0.16666666666666666,0.25,9.08,0.21518987341772153,2.0,3.0,1.0,1.0,9.0,2.0,4.0,6.0,12.0,2.0,3.0,,5.0,15.0,9.0,1.0,1.0,1.0,,,1.0,,,,,,0.8333333333333334,0.5,0.6666666666666666,0.5,0.7058823529411765,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.5294117647058824,0.3333333333333333,1.0,1.0,0.6666666666666666,0.8,0.4875375,25.116666666666664,4.0,2.0,8.0,3.0,4.0,,,,1.0,8.0,1.0,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.75,0.4444444444444444,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,0.6,1.0,1.0,1.0,1.0,2.0,2.0,0.4,0.5,1.0,0.2,1.0,0.25,True,,,,,,,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,1527.0,25,,51,47,13.0,15.0,9.0,98,1.0,3.0,,,1.0,3.0,2.0,3.0,8.0,,9.0,50,,2.0,,6.0,,,1.0,2.0,3.0,,,,8.0,1.0,,,1.0,2.0,,3.0,1.0,4.0,,,1.0,1.0,,3.0,,,,,,,,,,,13.0,1.0,1.0,0.375,,0.45,,0.45,,,,,18.333333333333336,,,0.13333333333333333,,0.2,0.09090909090909091,0.15,0.034482758620689655,,,0.1,,,0.25,0.25,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,0.5,0.45652499999999996,0.4095166666666667,,,,8.7875,0.2549019607843137,,,,,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,1.0,0.5,,0.5,0.2,,,,,,,,0.2,,,,0.3333333333333333,0.5,0.45740000000000003,26.25,1.0,,3.0,,1.0,,,,,3.0,,0.75,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,,1.0,,,,1.0,,,,0.5,1.0,,,0.5,0.5,1.0,,,,,0.75,,,,1.0,1.0,,1.0,,,,,1.0,True,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,395.0,7,-8.0,12,17,1.0,6.0,1.0,29,,,,,,,,,,,3.0,14,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,0.5,,,,,23.076923076923077,,,0.16666666666666666,,,,0.1111111111111111,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,0.5512,,,,,,0.08333333333333333,,2.0,,,1.0,,,1.0,3.0,,,,,3.0,1.0,,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,24.7,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
