EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,NonHeaveArc3FGA,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,OffThreePtRebounds,BadPassSteals,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAssists,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFg2Pct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsAssisted3s,BadPassOutOfBoundsTurnovers,Assisted3sPct,OffCorner3ReboundPct,Arc3PctAssisted,on,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,LongMidRangeAssists,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,OffAtRimReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,HeaveAttempts,FTOffRebounds,Travels,Charge Fouls,Charge Fouls Drawn,ShortMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3SecondViolations,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips
1891,1610612745,Jason Terry,Jason Terry,1891,HOU,76.0,1,-3,4,4,3.0,4,8,3,3.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612745,Corey Brewer,Corey Brewer,201147,HOU,685.0,11,-1,24,24,14.0,11,48,15,14.0,0.5833333333333334,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,20.0,1.0,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.5,0.125,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.7467,0.69675,0.25,0.3333333333333333,0.5,0.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,58.0,1,-3,3,3,2.0,3,6,3,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203123,1610612745,Kostas Papanikolaou,Kostas Papanikolaou,203123,HOU,1254.0,21,-10,46,45,31.0,20,91,35,31.0,0.6739130434782609,4.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,,,4.0,1.0,5.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.25,0.3,0.16666666666666666,0.75,19.607843137254903,0.8,,0.125,0.08,,0.06666666666666667,,,,,0.25,,0.5,0.75,0.4808,0.515775,,,0.3333333333333333,7.1,24.866666666666664,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,58.0,1,-3,3,3,2.0,3,6,3,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203910,1610612745,Nick Johnson,Nick Johnson,203910,HOU,1196.0,20,-7,43,42,29.0,17,85,32,29.0,0.6744186046511628,4.0,1.0,2.0,1.0,,,1.0,4.0,5.0,,5.0,2.0,3.0,,3.0,,2.0,,2.0,3.0,,,1.0,,1.0,,,,3.0,,,0.25,0.2777777777777778,0.2777777777777778,0.3,0.5555555555555556,20.833333333333336,1.0,,0.125,0.08,,0.13333333333333333,0.2222222222222222,0.5,1.0,,,0.2,,0.7777777777777778,0.4724166666666666,0.46103000000000005,,,0.6,6.324999999999999,25.839999999999996,,2.0,5.0,3.0,5.0,1.0,,,,,,,,0.2222222222222222,,,,0.5555555555555556,0.6,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.5,0.5,0.3,0.5,0.2,0.25,0.5,0.2,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.2,0.2,0.25,1.0,0.5,0.3333333333333333,0.2,0.5643,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,1196.0,20,-7,43,42,29.0,17,85,32,29.0,0.6744186046511628,4.0,,,,,,1.0,2.0,,2.0,4.0,1.0,,2.0,2.0,2.0,5.0,2.0,7.0,8.0,1.0,,,,,3.0,6.0,3.0,2.0,1.0,1.0,0.5,0.5,0.4,0.25,,10.416666666666668,,0.2222222222222222,0.3125,0.28,,0.3333333333333333,,,,,,,,,0.38565,0.3227,0.6,0.6,0.5,4.9,,1.0,2.0,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,0.05555555555555555,,,,,,,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201595,1610612745,Joey Dorsey,Joey Dorsey,201595,HOU,770.0,13,-7,30,28,21.0,16,58,25,21.0,0.7,3.0,,,,,,,2.0,,1.0,1.0,2.0,,,,,,3.0,3.0,4.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,0.16666666666666666,,,11.76470588235294,1.0,1.0,,0.21428571428571427,1.0,,,,,,,,,,0.42535,0.42535,0.3333333333333333,0.3333333333333333,,8.3,,,2.0,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,,,,,,0.2,0.09090909090909091,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,252.0,4,-5,9,9,9.0,2,18,8,9.0,1.0,,,1.0,1.0,,,1.0,3.0,,,2.0,3.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,33.333333333333336,,,0.3333333333333333,0.14285714285714285,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,0.3333333333333333,0.5872,0.5872,,,1.0,8.6,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203143,1610612745,Pablo Prigioni,Pablo Prigioni,203143,HOU,725.0,12,-4,25,25,15.0,7,50,19,15.0,0.6,4.0,,,,,,,1.0,4.0,,6.0,1.0,3.0,,6.0,,2.0,,2.0,3.0,1.0,1.0,1.0,,2.0,2.0,,,6.0,,,,0.6,0.6,0.75,0.8,23.333333333333336,0.5,,0.25,0.15384615384615385,,0.2857142857142857,,,,,,,,0.8,0.5097200000000001,0.505075,,,1.0,18.9,25.825000000000003,,,4.0,3.0,4.0,1.0,1.0,1.0,,1.0,,,,,,,,0.8,0.75,,,,,2.0,2.0,2.0,,,,2.0,,,,2.0,,,1.0,,1.0,,,2.0,,1.0,,0.5,0.6666666666666666,0.5,,,0.75,,,,,,,0.09090909090909091,,,0.5,0.5,,,0.6666666666666666,0.5,,,,1.0,,,,,,,0.2,,,,,1.0,,,,1.0,,,0.2,,,6.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
