EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Assists,Corner3Assists,AssistPoints,LongMidRangeFGA,FG2A,PenaltyFG2A,LongMidRangeFrequency,Avg2ptShotDistance,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,on,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Arc3Assists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockingFouls,Blocked3s,BlockedArc3,OffensiveGoaltends,HeaveAttempts,FTOffRebounds,Charge Fouls Drawn,BlockingFoulsDrawn,OffFTReboundPct,Corner3PctBlocked,3pt And 1 Free Throw Trips
2034,1610612739,Mike Miller,Mike Miller,2034,CLE,121.0,2,5,5,5,5,10,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5,1.0,1.0,3.0,3.0,3.0,5,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64935,0.64935,1.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203925,1610612739,Joe Harris,Joe Harris,203925,CLE,121.0,2,5,5,5,5,10,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1610612739,Brendan Haywood,Brendan Haywood,2217,CLE,121.0,2,5,5,5,5,10,,,,,,,,5,,,,,,5,,,,,,,,,,20.0,,,,,,,,0.3576,0.3576,,,1.0,,,,,1.0,1.0,1.0,1.0,15.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,1610612739,Kendrick Perkins,Kendrick Perkins,2570,CLE,121.0,2,5,5,5,5,10,,,,,,,,5,,,,,,5,,,,,,,,,,20.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,121.0,2,5,5,5,5,10,,,,,,,2.0,5,,,2.0,,2.0,5,,,,,,,1.0,1.0,,20.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,0.5,0.5,0.5,2.0,2.0,1.0,3.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,1528.0,25,49,46,20,29,95,,,,,,,2.0,49,,,,,,20,,,,,0.16666666666666666,,0.16666666666666666,,,10.526315789473685,,,,,,,0.3333333333333333,0.4762166666666667,0.41135,,,0.40816326530612246,1.0,1.0,,3.0,,6.0,4.0,,6.716666666666666,1.0,4.0,6.0,,,,1.0,,0.1111111111111111,0.17391304347826086,0.125,,,,,,,,False,-1.0,6.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.16666666666666666,0.5,0.5,0.5,0.16666666666666666,0.5,0.21428571428571427,0.1111111111111111,0.07407407407407407,0.5,0.08333333333333333,0.5,0.25,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,1.0,0.4764,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,31725.0,529,985,991,158,157,1976,,,,,,,212.0,980,,,40.0,,40.0,158,,,,,0.5,0.6111111111111112,0.5668449197860963,0.6666666666666666,,19.310344827586206,,,,,,,0.6824324324324325,0.5685195945945946,0.6052777777777778,0.18867924528301888,,0.16040609137055836,6.0,13.0,1.0,32.0,25.0,148.0,18.0,0.16891891891891891,5.054054054054054,34.0,89.0,146.0,21.0,37.0,7.0,57.0,6.0,0.17346938775510204,0.1575984990619137,0.16049382716049382,64.0,18.0,61.0,81.0,,0.1853932584269663,,False,80.0,143.0,65.0,101.0,12.0,23.0,22.0,74.0,12.0,27.0,42.0,18.0,16.0,18.0,5.0,40.0,50.0,57.0,3.0,8.0,6.0,0.5,0.4444444444444444,0.4444444444444444,0.5384615384615384,0.12162162162162163,0.1485148514851485,0.14836795252225518,0.11834319526627218,0.1102514506769826,0.1368421052631579,0.13333333333333333,0.16393442622950818,0.05357142857142857,0.6824324324324325,0.6435643564356436,0.7558139534883721,0.14864864864864866,0.8518518518518519,0.5217391304347826,0.5804239999999999,0.19811320754716982,10.0,16.0,4.0,5.0,18.0,11.0,130.0,7.0,3.0,2.0,2.0,17.0,5.0,2.0,16.0,3.0,5.0,2.0,11.0,1.0,4.0,6.0,34.0,1.0,7.0,13.0,3.0,33.0,9.0,36.0,19.0,2.0,15.0,36.0,22.0,5.0,3.0,3.0,9.0,0.8783783783783784,0.9848484848484849,0.6111111111111112,0.13636363636363635,0.43243243243243246,0.17857142857142858,0.09497206703910614,0.08333333333333333,0.08396946564885496,0.125,0.17142857142857143,0.10909090909090909,0.23529411764705882,0.6111111111111112,0.8615384615384616,0.18181818181818182,0.21052631578947367,1.0,0.2,0.2,1.0,0.25,0.8888888888888888,0.625,0.1853932584269663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,27858.0,464,882,872,245,243,1754,4.0,9.0,,2.0,27.0,60.0,247.0,924,6.0,16.0,67.0,57.0,62.0,241,0.7037037037037037,0.45,0.375,0.45,0.5108108108108108,0.4230769230769231,0.572429906542056,0.5153846153846153,0.32432432432432434,22.80701754385965,0.04864864864864865,0.4444444444444444,0.4444444444444444,0.75,0.038461538461538464,,0.6216216216216216,0.5036251351351351,0.48217115384615383,0.27125506072874495,25.274999999999995,0.2777777777777778,18.0,50.0,7.0,118.0,41.0,125.0,36.0,0.22162162162162163,8.587200000000003,13.0,37.0,47.0,7.0,20.0,6.0,29.0,1.0,0.09352517985611511,0.08131868131868132,0.09243697478991597,58.0,23.0,47.0,69.0,3.0,0.11707317073170732,0.047619047619047616,False,54.0,127.0,29.0,55.0,1.0,4.0,29.0,54.0,3.0,8.0,29.0,86.0,,11.0,11.0,7.0,24.0,10.0,3.0,17.0,13.0,0.432,0.375,0.525,0.6041666666666666,0.088,0.09090909090909091,0.0759493670886076,0.026615969581749048,0.02242152466367713,0.011494252873563218,0.047058823529411764,0.06504065040650407,0.03296703296703297,0.2972972972972973,0.5272727272727272,0.58,0.15675675675675677,0.2,0.25,0.5184999999999998,0.11740890688259109,7.0,17.0,11.0,14.0,8.0,13.0,22.0,32.0,18.0,4.0,10.0,3.0,,4.0,13.0,2.0,10.0,1.0,3.0,1.0,2.0,3.0,13.0,,1.0,,4.0,21.0,9.0,11.0,9.0,,2.0,11.0,5.0,,,5.0,6.0,0.2037037037037037,0.2037037037037037,0.3611111111111111,0.1724137931034483,0.65,,0.01639344262295082,0.02197802197802198,0.015267175572519083,0.019230769230769232,0.05434782608695652,0.10891089108910891,0.1,0.45454545454545453,0.1724137931034483,0.3793103448275862,0.4583333333333333,0.18181818181818182,0.34146341463414637,0.35,0.2857142857142857,,0.3269230769230769,0.4117647058823529,0.14788732394366197,1.0,4.0,23.0,51.0,4.0,8.0,6.0,14.0,5.0,12.0,24.0,51.0,23.0,1.0,1.0,4.0,0.4166666666666667,0.016666666666666666,0.024390243902439025,0.0196078431372549,0.2756756756756757,0.45098039215686275,0.46,0.6956521739130435,0.2,0.25,1.0,0.4,0.5,1.0,0.2692307692307692,0.42857142857142855,0.45098039215686275,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,43613.0,727,1360,1367,387,391,2727,,,,,,,193.0,1424,,,71.0,,71.0,382,,,,,0.5581395348837209,0.6176470588235294,0.5778443113772455,0.6120689655172413,,11.22894572676232,,,,,,,0.5968992248062015,0.538227906976744,0.5471617647058824,0.36787564766839376,,0.28455882352941175,4.0,9.0,2.0,22.0,3.0,129.0,34.0,0.023255813953488372,3.8240310077519384,38.0,128.0,216.0,10.0,15.0,4.0,50.0,4.0,0.1450381679389313,0.17847025495750707,0.15609756097560976,49.0,29.0,74.0,83.0,,0.18243243243243243,,False,28.0,204.0,49.0,77.0,20.0,35.0,49.0,72.0,23.0,45.0,57.0,54.0,26.0,8.0,2.0,60.0,88.0,88.0,9.0,5.0,4.0,0.5581395348837209,0.5111111111111111,0.5111111111111111,0.5377358490566038,0.06201550387596899,0.06493506493506493,0.1981981981981982,0.13761467889908258,0.12553495007132667,0.183206106870229,0.15723270440251572,0.2111801242236025,0.1836734693877551,0.5968992248062015,0.6363636363636364,0.6805555555555556,0.3798449612403101,0.7777777777777778,0.5714285714285714,0.5421457142857145,0.29533678756476683,17.0,25.0,21.0,2.0,11.0,21.0,90.0,5.0,4.0,,1.0,28.0,2.0,1.0,5.0,,2.0,2.0,3.0,,,2.0,27.0,1.0,8.0,20.0,8.0,27.0,19.0,23.0,17.0,,6.0,24.0,14.0,1.0,2.0,6.0,14.0,0.625,0.7627118644067796,0.6176470588235294,0.04081632653061224,0.3333333333333333,0.0625,0.10566037735849057,0.07534246575342465,0.1,0.12307692307692308,0.1656441717791411,0.225,0.10526315789473684,0.5833333333333334,0.6326530612244898,0.42857142857142855,0.44680851063829785,0.6190476190476191,0.6666666666666666,1.0,0.5,0.15,0.7352941176470589,0.68,0.18243243243243243,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,41721.0,695,1303,1308,374,358,2611,15.0,46.0,2.0,8.0,33.0,93.0,181.0,1350,6.0,18.0,48.0,93.0,44.0,367,0.9393939393939394,0.3548387096774194,0.3333333333333333,0.3626373626373626,0.4603658536585366,0.43243243243243246,0.49184782608695654,0.5106382978723404,0.5670731707317073,12.90956749672346,0.2804878048780488,0.32608695652173914,0.32608695652173914,1.0,0.21621621621621623,0.25,0.7378048780487805,0.5179432098765431,0.5039557142857144,0.26519337016574585,25.18817204301075,0.2870299309286262,12.0,23.0,4.0,58.0,26.0,71.0,19.0,0.15853658536585366,9.726760563380283,33.0,75.0,98.0,6.0,13.0,4.0,50.0,,0.13095238095238096,0.09792284866468842,0.12886597938144329,30.0,16.0,33.0,40.0,,0.05747126436781609,,False,69.0,192.0,10.0,28.0,2.0,6.0,17.0,26.0,3.0,10.0,15.0,32.0,,9.0,8.0,12.0,33.0,23.0,1.0,25.0,12.0,0.36619718309859156,0.3,0.1956521739130435,0.2777777777777778,0.1267605633802817,0.21428571428571427,0.07819905213270142,0.0297029702970297,0.03338391502276176,0.03225806451612903,0.026490066225165563,0.043478260869565216,0.011363636363636364,0.17073170731707318,0.35714285714285715,0.45454545454545453,0.10365853658536585,0.2608695652173913,0.3333333333333333,0.5195535714285715,0.08287292817679558,2.0,8.0,3.0,13.0,6.0,7.0,20.0,11.0,6.0,3.0,2.0,10.0,9.0,13.0,7.0,1.0,6.0,,1.0,2.0,,2.0,17.0,3.0,,,,10.0,10.0,15.0,8.0,,7.0,16.0,11.0,1.0,,6.0,5.0,0.38461538461538464,0.38461538461538464,0.3684210526315789,0.17647058823529413,0.5384615384615384,0.24324324324324326,0.0392156862745098,0.031007751937984496,0.04838709677419355,0.014492753623188406,0.09395973154362416,0.10714285714285714,0.13793103448275862,0.6875,0.4,0.17647058823529413,0.21428571428571427,0.3333333333333333,0.5,0.5,0.38461538461538464,1.0,0.21621621621621623,0.25,0.12345679012345678,1.0,8.0,18.0,47.0,,5.0,4.0,10.0,1.0,13.0,6.0,45.0,18.0,,7.0,,0.07692307692307693,,,,0.2865853658536585,0.3829787234042553,0.3829787234042553,0.8888888888888888,0.34782608695652173,0.125,1.0,0.21739130434782608,,,0.2702702702702703,0.4,0.4,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,0.024390243902439025,,
