EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,OffThreePtRebounds,OffRebounds,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,PenaltyArc3Accuracy,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,LiveBallTurnoverPct,OffCorner3ReboundPct,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,FTDefRebounds,DefFTReboundPct,DefArc3ReboundPct,Fg2aBlocked,PenaltyTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,Offensive Fouls,on,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,Corner3Assists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockingFouls,SecondChanceCorner3FGM,FTOffRebounds,3SecondViolations,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,218.0,4.0,2,8,7,7.0,1.0,15,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,11.11111111111111,0.2,0.2,0.3333333333333333,1.0,0.3049,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,885.0,15.0,10,28,27,11.0,2.0,55,,2.0,21,,,,1.0,1.0,26.666666666666668,,,,,0.4961714285714286,2.3,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,0.4,0.4,0.5,1.0,1.0,0.5714285714285714,1.0,0.5,0.625,1.0,0.5,0.7142857142857143,0.2857142857142857,0.5,0.5,1.0,0.7142857142857143,0.4,0.4,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.4,0.636675,0.125,0.3333333333333333,0.2,0.2,26.76,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,1283.0,21.0,9,42,40,16.0,3.0,82,1.0,2.0,39,2.0,2.0,3.0,,2.0,13.333333333333332,0.13333333333333333,0.09090909090909091,,0.16666666666666666,0.5138166666666667,4.0,11.0,1.0,1.0,,,,,2.0,3.0,2.0,2.0,2.0,4.0,,10.0,,,,,,2.0,3.0,4.0,,3.0,2.0,,,,,,,,,,,,3.0,11.0,1.0,1.0,0.5,0.5,1.0,,,0.8333333333333334,,0.75,0.8333333333333334,,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,,,,1.0,0.8333333333333334,0.6666666666666666,0.46275,,,,0.3,25.125,0.2619047619047619,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,0.09090909090909091,0.06666666666666667,0.125,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,1262.0,21.0,12,42,39,16.0,3.0,81,1.0,1.0,36,5.0,5.0,6.0,,,15.555555555555555,0.35714285714285715,0.23809523809523808,0.375,0.2,0.46676,12.4,11.0,,,,,,,1.0,3.0,1.0,1.0,1.0,4.0,,5.0,,,,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,,2.0,11.0,1.0,1.0,0.25,0.25,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.8,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,0.5,0.8,0.3333333333333333,0.43865,,,,0.4,25.174999999999997,0.2619047619047619,1.0,1.0,,,3.0,1.0,1.0,,1.0,,0.09090909090909091,0.06666666666666667,,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,1610612737,Mike Muscala,Mike Muscala,203488,ATL,1283.0,21.0,9,42,40,16.0,3.0,82,,7.0,39,1.0,2.0,3.0,,,22.22222222222222,0.06666666666666667,0.09090909090909091,,,0.6432833333333333,6.128571428571429,11.0,5.0,5.0,1.0,1.0,2.0,2.0,,1.0,,7.0,,2.0,,14.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,10.0,,1.0,,,,,,,,,,3.0,,,4.0,11.0,0.7142857142857143,0.8333333333333334,,,1.0,1.0,1.0,0.7777777777777778,1.0,0.6666666666666666,0.7777777777777778,1.0,0.6666666666666666,0.2222222222222222,0.5555555555555556,1.0,1.0,0.8,0.1111111111111111,,,1.0,1.0,,0.6666666666666666,1.0,,0.7777777777777778,,0.7491833333333333,,,0.14285714285714285,0.2857142857142857,25.15,0.2619047619047619,,1.0,,,,,1.0,,,,,0.06666666666666667,,0.16666666666666666,,,,0.1111111111111111,,,,,1.0,1.0,,,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.5,0.25,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,0.6943,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,471.0,8.0,1,16,16,7.0,1.0,32,,1.0,21,,2.0,2.0,1.0,1.0,17.64705882352941,,0.16666666666666666,,,0.5236,2.2,5.0,1.0,1.0,,,,,,,,1.0,,,2.0,4.0,,,,,,,,,,,,3.0,,3.0,,2.0,1.0,,6.0,2.0,4.0,2.0,,5.0,,,,,1.0,,,1.0,,,0.6666666666666666,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,0.6666666666666666,0.6666666666666666,,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,720.0,12.0,-5,23,22,7.0,2.0,45,1.0,4.0,33,,1.0,1.0,3.0,4.0,24.0,,0.125,,0.2,0.58072,5.325,11.0,2.0,2.0,1.0,1.0,,,,1.0,,2.0,,1.0,,4.0,1.0,1.0,2.0,,1.0,,,,,1.0,,2.0,2.0,4.0,2.0,2.0,,,10.0,,,,,11.0,,,,,0.5,1.0,,0.4,1.0,,0.4,1.0,,0.2,0.4,1.0,1.0,,0.2,,,1.0,1.0,,,,,0.6,,0.4159,,,0.5,,24.9,0.4782608695652174,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,4.0,,,1.0,,,,,,0.3333333333333333,,0.5,0.2,,,,,,,,,1.0,1.0,0.25,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203544,1610612737,Pero Antic,Pero Antic,203544,ATL,293.0,5.0,7,9,9,,,18,,,1,3.0,5.0,5.0,,1.0,22.22222222222222,0.75,0.5,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,0.25,,0.5,,,,,,,1.0,1.0,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,13.0,,-3,1,2,1.0,,3,,,3,,,,,2.0,100.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,33982.0,566.0,54,1102,1098,196.0,126.0,2200,58.0,160.0,1152,60.0,103.0,139.0,28.0,52.0,22.177742193755005,0.15748031496062992,0.17391304347826086,0.14655172413793102,0.27751196172248804,0.5138004784688994,5.766875,283.0,46.0,82.0,9.0,19.0,10.0,21.0,12.0,38.0,10.0,70.0,15.0,49.0,58.0,243.0,12.0,24.0,30.0,19.0,40.0,11.0,78.0,90.0,,38.0,12.0,29.0,26.0,55.0,18.0,24.0,3.0,2.0,136.0,70.0,78.0,36.0,78.0,277.0,0.6428571428571429,0.6923076923076923,0.30612244897959184,0.30612244897959184,0.4375,0.5,0.475,0.44258373205741625,0.48214285714285715,0.49019607843137253,0.5,0.5172413793103449,0.6,0.23444976076555024,0.3923444976076555,0.5609756097560976,0.6216216216216216,0.6521739130434783,0.18181818181818182,0.3157894736842105,0.3157894736842105,0.6785714285714286,0.47368421052631576,0.4444444444444444,0.4117647058823529,0.47619047619047616,0.19607843137254902,0.6267942583732058,0.3157894736842105,0.5166696078431373,0.15611814345991562,0.1925133689839572,0.12345679012345678,0.32098765432098764,24.883673469387755,0.25680580762250454,17.0,11.0,3.0,4.0,45.0,15.0,36.0,3.0,1.0,0.36363636363636365,0.07246376811594203,0.06691449814126393,0.062111801242236024,0.1953125,0.29310344827586204,0.30357142857142855,0.5882352941176471,0.05263157894736842,1.0,0.3,14.0,10.0,20.0,34.0,0.4117647058823529,0.10869565217391304,7.0,20.0,1.0,50.0,10.0,21.0,36.0,25.0,16.0,6.0,2.0,0.0634441087613293,0.21052631578947367,0.043859649122807015,0.24561403508771928,0.09569377990430622,0.35,0.35,0.7142857142857143,0.0196078431372549,0.5585555555555556,7.0,0.19444444444444445,0.19298245614035087,10.0,8.0,0.0625,0.034482758620689655,5.0,False,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,28.0,8.0,6.0,9.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,4.0,9.0,1.0,6.0,13.0,1.0,10.0,1.0,3.0,14.0,9.0,3.0,6.0,0.25,0.0975609756097561,0.08461538461538462,0.05747126436781609,0.13138686131386862,0.05309734513274336,0.6428571428571429,0.2727272727272727,0.2727272727272727,1.0,0.07142857142857142,0.07142857142857142,0.5,1.0,1.0,0.02,,,,,,,,,,,,,,,,,
