EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,Corner3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FtPoints,Points,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,FTDefRebounds,Charge Fouls Drawn,PenaltyFg3Pct,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Blocked3s,BlockedCorner3,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3M,SelfOReb,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,Travels,Offensive Fouls,BlockedLongMidRange,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,SecondChanceFtPoints,SecondChanceTurnovers,BlockingFouls,BlockedShortMidRange,3SecondViolations,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,722.0,12,-12.0,22,24,6.0,9.0,1.0,46,2.0,1.0,1.0,1.0,2.0,1.0,29,1.0,1.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,0.3333333333333333,1.0,1.0,17.391304347826086,0.2,0.14285714285714285,0.14285714285714285,0.1,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.65505,0.6614,0.6823,1.1,23.1,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101127,1610612751,Jarrett Jack,Jarrett Jack,101127,BKN,2623.0,44,-2.0,86,92,15.0,22.0,4.0,178,1.0,,1.0,,16.0,3.0,91,,5.0,,3.0,4.0,1.0,,9.0,,2.0,5.0,,5.0,,,6.0,15.0,0.15789473684210525,,,28.88888888888889,0.10526315789473684,,0.125,,,0.16666666666666666,0.05263157894736842,,,0.2,0.21052631578947367,0.4328222222222222,,0.4516,11.475,35.03333333333333,0.1744186046511628,1.0,1.0,4.0,9.0,5.0,6.0,1.0,3.0,10.0,1.0,4.0,27.0,4.0,2.0,10.0,8.0,12.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,5.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,10.0,1.0,0.4,0.4,1.0,0.3333333333333333,0.5,0.625,0.8,0.6052631578947368,0.8,0.675,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.2,0.1875,1.0,1.0,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.5,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.4,0.15789473684210525,0.3333333333333333,0.5,1.0,1.0,0.5,0.10526315789473684,0.125,0.37037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,2577.0,43,-9.0,85,91,13.0,24.0,4.0,176,2.0,,,2.0,4.0,7.0,91,,1.0,,1.0,2.0,,,5.0,,1.0,5.0,,5.0,1.0,1.0,4.0,13.0,0.6363636363636364,,,17.97752808988764,0.05263157894736842,,0.1,,,,0.18181818181818182,0.18181818181818182,,,0.8181818181818182,0.5515636363636364,,0.4987,10.2,24.485714285714288,0.15294117647058825,1.0,,,,1.0,2.0,3.0,5.0,2.0,5.0,1.0,20.0,,1.0,4.0,,4.0,12.0,,5.0,3.0,,1.0,,1.0,3.0,2.0,2.0,3.0,1.0,2.0,,1.0,3.0,5.0,,2.0,,,1.0,4.0,1.0,,,0.8,0.7142857142857143,0.7142857142857143,0.5,,0.8636363636363636,0.75,0.8333333333333334,0.6666666666666666,,,0.75,0.14285714285714285,,0.125,0.5,0.5,,,,,0.18181818181818182,0.5,0.5,,0.45454545454545453,0.6,0.6,0.6666666666666666,,0.6,,,0.2,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.2,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201152,1610612751,Thaddeus Young,Thaddeus Young,201152,BKN,788.0,13,1.0,27,30,2.0,9.0,,57,4.0,,,,6.0,,20,,,1.0,,2.0,,,6.0,,,1.0,,1.0,,1.0,2.0,2.0,,0.16666666666666666,0.25,29.629629629629626,,,0.07692307692307693,,,,0.6666666666666666,,,,0.6666666666666666,0.5394166666666667,,,5.666666666666667,,0.07407407407407407,3.0,,,1.0,,1.0,,,3.0,,,6.0,,,,6.0,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,0.5,,0.5,,0.5,,,,0.5,0.25,,0.25,0.75,1.0,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612751,Mason Plumlee,Mason Plumlee,203486,BKN,2952.0,49,-14.0,95,103,17.0,29.0,4.0,198,6.0,1.0,2.0,,6.0,,105,1.0,2.0,1.0,1.0,2.0,,,5.0,1.0,4.0,6.0,2.0,8.0,,1.0,3.0,17.0,,0.16666666666666666,0.16666666666666666,14.141414141414142,0.18181818181818182,0.043478260869565216,0.13636363636363635,0.05714285714285714,,0.25,1.0,,1.0,1.0,1.0,0.6398166666666666,0.6302,0.65025,1.4000000000000001,,0.17894736842105263,4.0,1.0,,,,,,,4.0,,4.0,12.0,1.0,2.0,4.0,4.0,4.0,,,,,,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,5.0,10.0,6.0,,11.0,1.0,3.0,3.0,4.0,2.0,0.5,0.6666666666666666,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5454545454545454,0.3333333333333333,,,0.6666666666666666,0.09090909090909091,,0.11764705882352941,0.6666666666666666,0.8,,,,,,,,,,,,,0.5,,0.375,0.375,0.3333333333333333,,,,,,,,,,,,0.25,,,,,,,,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.1111111111111111,0.125,0.5,1.0,0.16666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,2227.0,37,-18.0,68,75,17.0,27.0,2.0,143,,,,1.0,6.0,3.0,83,,,,3.0,4.0,,1.0,9.0,,4.0,10.0,,10.0,,,,17.0,0.3333333333333333,,,14.285714285714286,0.3076923076923077,,0.3333333333333333,,,,,0.1111111111111111,,,0.3333333333333333,0.4421833333333333,,,13.700000000000001,24.400000000000002,0.25,,,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,10.0,,,,4.0,2.0,,,2.0,1.0,,1.0,1.0,2.0,6.0,1.0,1.0,,,,,,2.0,2.0,,2.0,,1.0,,,,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.5,,,,,0.35294117647058826,1.0,0.3076923076923077,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,,,0.5,0.1,0.14285714285714285,,,,,,,3.0,,,,,,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,460.0,8,-7.0,15,17,7.0,3.0,1.0,32,,,,1.0,1.0,3.0,18,,,,,,,,,,,1.0,,1.0,,,,7.0,0.75,,,25.0,,,0.125,,,,,0.25,,,0.75,0.528175,,0.58545,9.6,24.366666666666664,0.4666666666666667,,,,1.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.16666666666666666,,,0.25,,,,,,,,0.5,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202711,1610612751,Bojan Bogdanovic,Bojan Bogdanovic,202711,BKN,1750.0,29,-3.0,57,61,5.0,16.0,2.0,118,2.0,,,3.0,3.0,4.0,59,,,,1.0,3.0,,1.0,8.0,,2.0,3.0,,3.0,,1.0,3.0,5.0,0.5714285714285714,,,16.949152542372882,0.125,,0.10714285714285714,,,0.3333333333333333,0.2857142857142857,0.42857142857142855,,,0.8571428571428571,0.5596142857142857,,,6.3,23.549999999999997,0.08771929824561403,2.0,,,,,1.0,,1.0,2.0,2.0,1.0,11.0,,,,2.0,2.0,6.0,,1.0,,,2.0,,,1.0,,,2.0,2.0,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,,0.7142857142857143,,0.7857142857142857,,,,0.6666666666666666,0.08333333333333333,,,1.0,1.0,,,,,0.14285714285714285,,,,0.14285714285714285,,,,,,0.14285714285714285,0.3333333333333333,,2.0,,,,,,2.0,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,1.0,0.5,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,BKN,330.0,6,,9,10,3.0,6.0,2.0,19,1.0,1.0,,,2.0,,12,1.0,,,,,,,,,2.0,2.0,1.0,3.0,,,,3.0,,,,18.181818181818183,0.5,,0.4,0.5,,1.0,0.5,,1.0,,0.5,0.5498,,,5.8,,0.3333333333333333,1.0,,,1.0,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,0.5,,,,,,0.5,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612751,Earl Clark,Earl Clark,201947,BKN,331.0,6,-6.0,11,12,,,,23,,,,,2.0,2.0,17,,,,,,,,,,,1.0,,1.0,,,,,0.5,,,36.36363636363637,,,0.2,,,,,,,,0.5,0.46055,,,21.45,24.950000000000003,,,,,,,2.0,1.0,2.0,,1.0,,3.0,,,,,,3.0,,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,0.5,0.5,,,0.375,,0.375,,,,,0.25,,,,,,,,,0.5,,,,0.5,0.5,0.5,1.0,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
