EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,BlockingFouls,Blocked3s,BlockedArc3,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,Charge Fouls Drawn,BlockingFoulsDrawn,Corner3PctBlocked,on,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,OffensiveGoaltends
2592,1610612739,James Jones,James Jones,2592,CLE,5795.0,97,180,175,85,60,29.0,355,192,13.0,85,0.4722222222222222,-3.0,,,,,,,,,1.0,2.0,1.0,2.0,4.0,27.0,,,,3.0,1.0,2.0,2.0,16.0,2.0,,,,2.0,,2.0,,2.0,,,4.0,,,1.0,6.0,1.0,8.0,,8.0,,2.0,1.0,1.0,,,,,,,,,,,5.0,,2.0,,5.0,,4.0,,2.0,,1.0,1.0,,,1.0,1.0,,,16.0,2.0,,1.0,1.0,0.5,,0.5,0.38333333333333336,0.75,0.5384615384615384,0.421875,0.75,0.5714285714285714,,,,15.165876777251185,,0.16666666666666666,0.09523809523809523,,0.037037037037037035,,0.07777777777777778,,,,,,,0.14285714285714285,0.13333333333333333,,0.047619047619047616,,,1.0,,,,,,,,,0.06666666666666667,0.5,0.5,1.0,,,,,,0.9333333333333333,0.5437883333333334,0.60165,0.537873076923077,0.0625,0.5,0.1111111111111111,0.5925925925925926,18.75,5.0,14.0,1.0,2.0,6.0,2.0,14.0,,,1.0,5.0,7.0,28.0,1.0,2.0,4.0,11.0,21.0,,14.0,2.0,1.0,,,,,,1.0,0.25,0.5,0.36363636363636365,0.25,0.9333333333333333,0.03571428571428571,,,0.4666666666666667,0.35714285714285715,0.38461538461538464,1.0,0.4666666666666667,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,1.0,,,,0.46153846153846156,0.38461538461538464,0.2,0.14285714285714285,,24.56785714285714,,,,3.0,,0.5,1.0,,0.07142857142857142,True,,,,
2570,1610612739,Kendrick Perkins,Kendrick Perkins,2570,CLE,940.0,16,34,33,21,23,5.0,67,40,4.0,21,0.6176470588235294,-3.0,,2.0,,1.0,,2.0,1.0,2.0,,,1.0,4.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,3.0,,,,,2.0,,1.0,1.0,1.0,,,3.0,1.0,3.0,2.0,,1.0,,3.0,,6.0,,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,,,5.0,1.0,1.0,,,0.25,0.5,0.25,0.25,0.5,0.25,0.35714285714285715,0.5,0.4166666666666667,0.25,0.5,,26.31578947368421,0.6666666666666666,,0.125,0.25,,0.14285714285714285,0.06666666666666667,0.18181818181818182,0.3333333333333333,,,0.16666666666666666,,,0.3333333333333333,,,,,1.0,0.5,,,,0.5,0.5,0.5,,,,,,0.5,,,0.5,,0.5,0.44425000000000003,0.42469999999999997,0.44425000000000003,0.3333333333333333,0.3333333333333333,0.6,1.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,1321.0,22,43,41,19,26,5.0,84,45,,19,0.4418604651162791,-1.0,1.0,2.0,1.0,1.0,,,,4.0,,,1.0,6.0,,2.0,1.0,2.0,,2.0,,4.0,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,,2.0,1.0,3.0,,4.0,2.0,6.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.5,,0.16666666666666666,0.5,,0.16666666666666666,0.5,,0.16666666666666666,0.5,,12.5,,,0.25,0.15384615384615385,0.125,,0.2,0.09523809523809523,1.0,0.1111111111111111,,,,0.5,,,0.14285714285714285,,0.25,,0.3333333333333333,0.5,1.0,,0.6666666666666666,,,,,,,,0.5,1.0,,,,0.3333333333333333,0.4762166666666667,0.4764,0.41135,,,1.0,,6.716666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,15258.0,254,469,474,84,61,73.0,943,468,22.0,84,0.1791044776119403,33.0,29.0,44.0,4.0,10.0,6.0,10.0,2.0,7.0,3.0,12.0,34.0,63.0,36.0,104.0,4.0,11.0,11.0,19.0,6.0,11.0,11.0,23.0,62.0,6.0,6.0,6.0,2.0,2.0,4.0,1.0,2.0,,,10.0,9.0,21.0,17.0,14.0,3.0,34.0,30.0,64.0,2.0,3.0,2.0,1.0,10.0,1.0,4.0,8.0,6.0,,1.0,18.0,3.0,3.0,15.0,,3.0,3.0,38.0,11.0,46.0,2.0,18.0,6.0,15.0,6.0,1.0,8.0,15.0,10.0,3.0,1.0,23.0,,6.0,0.9117647058823529,1.0,0.5396825396825397,0.36363636363636365,0.5454545454545454,0.5396825396825397,0.36363636363636365,0.5454545454545454,0.611764705882353,0.5,0.6052631578947368,0.09523809523809523,0.11363636363636363,0.14285714285714285,18.327402135231317,0.5555555555555556,0.2,0.10218978102189781,0.12650602409638553,0.1559633027522936,0.1111111111111111,0.12601626016260162,0.1214574898785425,0.1956521739130435,0.1111111111111111,0.08333333333333333,0.06451612903225806,0.2631578947368421,0.044444444444444446,0.16,0.09523809523809523,0.1411764705882353,0.20833333333333334,0.08695652173913043,0.6666666666666666,0.6984126984126984,0.6590909090909091,0.7435897435897436,0.896551724137931,0.1111111111111111,0.2857142857142857,0.3333333333333333,1.0,0.19047619047619047,0.25,0.25,1.0,0.9090909090909091,0.4,0.25,0.9090909090909091,0.6,0.6984126984126984,0.5672301587301588,0.5913600000000001,0.5904909090909091,0.22784810126582278,0.22784810126582278,0.18269230769230768,0.22115384615384615,5.1,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
203521,1610612739,Matthew Dellavedova,Matthew Dellavedova,203521,CLE,24810.0,414,769,777,206,230,106.0,1546,768,42.0,203,0.26788036410923277,25.0,2.0,5.0,1.0,2.0,,1.0,17.0,38.0,4.0,15.0,23.0,58.0,23.0,132.0,6.0,8.0,6.0,27.0,2.0,9.0,8.0,24.0,8.0,38.0,4.0,7.0,24.0,16.0,40.0,13.0,14.0,1.0,9.0,96.0,2.0,7.0,8.0,17.0,,25.0,9.0,34.0,1.0,9.0,6.0,3.0,24.0,3.0,16.0,7.0,8.0,1.0,2.0,31.0,2.0,9.0,7.0,,3.0,,31.0,2.0,28.0,2.0,9.0,6.0,,,,,,,,,24.0,8.0,4.0,0.17391304347826086,0.19047619047619047,0.39655172413793105,0.75,0.2222222222222222,0.43951612903225806,0.8076923076923077,0.34782608695652173,0.48175182481751827,0.84375,0.41379310344827586,0.1206896551724138,,0.13157894736842105,18.645948945615984,0.7741935483870968,,0.06967213114754098,0.02880658436213992,0.05194805194805195,0.0136986301369863,0.06281407035175879,0.02313624678663239,,0.0380952380952381,0.043478260869565216,0.008620689655172414,0.03333333333333333,0.09090909090909091,0.04807692307692308,0.07936507936507936,0.06837606837606838,,0.014492753623188406,,0.04032258064516129,0.4,0.4,,0.3064516129032258,0.4473684210526316,0.5151515151515151,0.058823529411764705,0.12096774193548387,0.26666666666666666,0.3076923076923077,0.75,0.15384615384615385,0.5,,0.043478260869565216,,0.5725806451612904,0.4624731707317073,0.47269090909090905,0.45035000000000003,0.06870229007633588,0.13846153846153847,0.20454545454545456,0.18181818181818182,10.40344827586207,5.0,11.0,2.0,2.0,2.0,16.0,55.0,1.0,3.0,3.0,12.0,21.0,66.0,3.0,5.0,4.0,14.0,54.0,9.0,54.0,16.0,,3.0,1.0,8.0,,,0.8571428571428571,0.3181818181818182,0.6,0.2857142857142857,0.3230769230769231,0.532258064516129,,0.13333333333333333,,0.08870967741935484,0.45454545454545453,0.45454545454545453,1.0,0.4435483870967742,0.2909090909090909,0.2909090909090909,0.8125,0.15384615384615385,1.0,1.0,0.23076923076923078,0.3333333333333333,1.0,0.08695652173913043,0.5217391304347826,0.25,0.2962962962962963,,25.75757575757576,3.0,,,1.0,1.0,0.5,1.0,,,False,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,27166.0,453,848,852,247,234,120.0,1700,862,31.0,244,0.29127358490566035,37.0,68.0,109.0,9.0,14.0,17.0,31.0,23.0,88.0,22.0,64.0,113.0,261.0,76.0,365.0,13.0,30.0,15.0,50.0,29.0,76.0,36.0,115.0,44.0,182.0,8.0,18.0,42.0,47.0,89.0,34.0,26.0,9.0,7.0,225.0,6.0,17.0,46.0,62.0,10.0,118.0,24.0,142.0,8.0,17.0,11.0,6.0,34.0,3.0,18.0,14.0,16.0,1.0,2.0,48.0,4.0,9.0,15.0,4.0,1.0,2.0,81.0,,105.0,5.0,35.0,19.0,9.0,7.0,,2.0,9.0,5.0,,,113.0,3.0,12.0,0.19469026548672566,0.2018348623853211,0.4329501915708812,0.43333333333333335,0.3815789473684211,0.4405487804878049,0.4861111111111111,0.398989898989899,0.48143236074270557,0.5434782608695652,0.4672131147540984,0.06896551724137931,0.07339449541284404,0.11363636363636363,42.48496993987976,0.7083333333333334,0.3225806451612903,0.24031007751937986,0.06319702602230483,0.2598870056497175,0.03680981595092025,0.2482758620689655,0.05324074074074074,0.10227272727272728,0.07407407407407407,,0.03937007874015748,0.027777777777777776,0.21951219512195122,0.1926605504587156,0.34328358208955223,0.25,0.28888888888888886,0.04678362573099415,0.5555555555555556,0.3323170731707317,0.6238532110091743,0.6732673267326733,0.20588235294117646,0.2682926829268293,0.26136363636363635,0.2948717948717949,0.08695652173913043,0.1951219512195122,0.34375,0.34375,0.2727272727272727,0.3888888888888889,0.6428571428571429,,0.31313131313131315,0.5483870967741935,0.5365853658536586,0.48751509146341465,0.47624833333333333,0.45993888888888895,0.09776536312849161,0.12027491408934708,0.136986301369863,0.3150684931506849,7.688122605363985,2.0,5.0,2.0,3.0,2.0,19.0,62.0,1.0,3.0,6.0,21.0,21.0,67.0,3.0,6.0,7.0,23.0,30.0,33.0,62.0,19.0,,13.0,2.0,,2.0,,0.47619047619047616,0.31343283582089554,0.5,0.30434782608695654,0.31343283582089554,0.20426829268292682,,,,0.01524390243902439,0.4,0.4,0.5,0.18902439024390244,0.3064516129032258,0.3064516129032258,0.47368421052631576,0.08333333333333333,0.6666666666666666,0.5,0.08333333333333333,0.3333333333333333,,0.020202020202020204,0.21212121212121213,0.2857142857142857,0.3064516129032258,,25.799999999999997,1.0,,,1.0,,0.5,,5.0,,False,1.0,0.03125,,
2747,1610612739,JR Smith,JR Smith,2747,CLE,20299.0,338,634,636,231,221,89.0,1270,667,34.0,228,0.3643533123028391,-5.0,9.0,11.0,3.0,3.0,2.0,2.0,1.0,9.0,9.0,22.0,19.0,42.0,13.0,141.0,4.0,4.0,1.0,15.0,7.0,14.0,7.0,54.0,16.0,22.0,2.0,2.0,11.0,3.0,14.0,1.0,10.0,,1.0,31.0,1.0,5.0,17.0,24.0,8.0,49.0,6.0,55.0,,10.0,8.0,2.0,3.0,4.0,1.0,6.0,2.0,,1.0,9.0,,2.0,19.0,,2.0,,16.0,,18.0,1.0,6.0,2.0,8.0,6.0,,2.0,9.0,6.0,,,54.0,6.0,2.0,0.42105263157894735,0.4444444444444444,0.4523809523809524,1.0,0.5,0.5289256198347108,0.4666666666666667,0.5222222222222223,0.5465116279069767,0.46875,0.5510204081632653,0.047619047619047616,0.09090909090909091,,18.548387096774192,0.3333333333333333,0.32,0.12972972972972974,0.025,0.13934426229508196,0.007575757575757576,0.13355048859934854,0.018072289156626505,,0.03529411764705882,0.038461538461538464,0.00980392156862745,,0.07142857142857142,0.175,0.12244897959183673,0.1276595744680851,0.17857142857142858,,0.6666666666666666,0.09090909090909091,0.8181818181818182,0.9,0.3333333333333333,0.0743801652892562,0.1111111111111111,0.1111111111111111,,0.18181818181818182,0.4090909090909091,0.42857142857142855,0.5555555555555556,0.2,1.0,0.6666666666666666,0.044444444444444446,1.0,0.743801652892562,0.4945042016806724,0.5448692307692308,0.47577674418604654,0.05511811023622047,0.1276595744680851,0.10638297872340426,0.3829787234042553,11.854761904761904,8.0,19.0,,5.0,8.0,22.0,60.0,2.0,6.0,9.0,23.0,30.0,79.0,2.0,11.0,11.0,31.0,66.0,24.0,59.0,22.0,3.0,2.0,1.0,,,1.0,0.7333333333333333,0.379746835443038,0.18181818181818182,0.3548387096774194,0.38461538461538464,0.6528925619834711,0.0379746835443038,0.045454545454545456,,0.15702479338842976,0.42105263157894735,0.5,0.5,0.49586776859504134,0.36666666666666664,0.36666666666666664,0.8181818181818182,0.3333333333333333,,,0.4,0.3333333333333333,1.0,0.17777777777777778,0.5111111111111111,0.391304347826087,0.3728813559322034,0.0125,25.674683544303804,1.0,1.0,1.0,2.0,1.0,0.25,,1.0,0.15789473684210525,False,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,12835.0,214,419,413,174,164,53.0,832,435,29.0,173,0.4152744630071599,18.0,,,,,,,2.0,4.0,1.0,5.0,3.0,9.0,9.0,60.0,,1.0,,3.0,1.0,3.0,2.0,22.0,6.0,,,,3.0,4.0,7.0,4.0,1.0,1.0,1.0,18.0,1.0,,7.0,12.0,1.0,20.0,1.0,21.0,,6.0,6.0,,1.0,,,4.0,1.0,,,5.0,1.0,2.0,14.0,,3.0,3.0,15.0,,10.0,,,,1.0,,,1.0,2.0,1.0,,,22.0,3.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5666666666666667,0.375,0.5263157894736842,0.625,0.375,0.55,,,,11.01871101871102,0.2,0.05555555555555555,0.09917355371900827,,0.09859154929577464,0.0125,0.09895833333333333,0.005025125628140704,,,,0.017543859649122806,,0.09090909090909091,0.0851063829787234,0.13333333333333333,0.10344827586206896,0.07692307692307693,,0.5,,,,,0.08888888888888889,0.5,0.5,1.0,0.1111111111111111,0.2,0.2,1.0,,,,,,0.8,0.493951111111111,0.5670333333333333,0.48418157894736835,0.08333333333333333,,0.05,0.36666666666666664,14.333333333333336,7.0,14.0,,1.0,8.0,8.0,22.0,1.0,2.0,3.0,8.0,15.0,36.0,1.0,3.0,6.0,16.0,45.0,,22.0,8.0,,,1.0,1.0,,4.0,1.0,0.4166666666666667,0.3333333333333333,0.375,0.4166666666666667,0.8,,,,0.3111111111111111,0.5,0.5,1.0,0.4888888888888889,0.36363636363636365,0.36363636363636365,1.0,0.25,,,0.5,0.5,1.0,0.42105263157894735,0.42105263157894735,0.375,0.36363636363636365,0.10256410256410256,24.600000000000005,,1.0,1.0,3.0,,0.375,4.0,,,False,,,1.0,
203925,1610612739,Joe Harris,Joe Harris,203925,CLE,940.0,16,33,31,18,21,1.0,64,31,1.0,18,0.5454545454545454,-8.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,3.0,3.0,8.0,,,,,1.0,2.0,1.0,3.0,,2.0,,,,1.0,1.0,,,,,3.0,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,2.0,,4.0,,1.0,1.0,,,,,,,,,3.0,,1.0,,,0.3333333333333333,,0.5,0.4166666666666667,,0.5,0.5,,0.5,,,,26.470588235294116,1.0,,,,0.14285714285714285,,0.06666666666666667,,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,0.16666666666666666,,,,,,,0.5,1.0,0.6666666666666666,0.5337166666666667,,0.5939,0.14285714285714285,0.25,,0.375,8.8,,2.0,,1.0,,1.0,1.0,,,,,1.0,3.0,,1.0,,,,3.0,1.0,1.0,,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,0.5,,,,0.3333333333333333,,,,0.16666666666666666,1.0,1.0,,1.0,,,,,,,,,1.0,,23.833333333333332,,,,,,,,,,False,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,23680.0,395,735,745,217,221,110.0,1480,750,27.0,215,0.29523809523809524,-4.0,24.0,40.0,11.0,20.0,9.0,13.0,11.0,26.0,,1.0,35.0,67.0,21.0,91.0,12.0,25.0,4.0,28.0,11.0,18.0,13.0,35.0,38.0,32.0,12.0,4.0,1.0,2.0,3.0,,1.0,,,8.0,10.0,31.0,26.0,45.0,2.0,73.0,41.0,114.0,4.0,3.0,2.0,1.0,2.0,,1.0,6.0,1.0,,,8.0,2.0,1.0,13.0,1.0,5.0,2.0,41.0,12.0,43.0,4.0,13.0,11.0,13.0,9.0,,4.0,13.0,9.0,1.0,1.0,35.0,5.0,7.0,0.5428571428571428,0.6551724137931034,0.5223880597014925,0.48,0.6111111111111112,0.5223880597014925,0.48,0.6111111111111112,0.5229885057471264,0.4827586206896552,0.5833333333333334,0.05970149253731343,0.075,,10.689655172413794,0.25,0.09523809523809523,0.20089285714285715,0.12704918032786885,0.16149068322981366,0.07142857142857142,0.18441558441558442,0.10677083333333333,0.17567567567567569,0.14285714285714285,0.05555555555555555,0.07142857142857142,0.07142857142857142,0.2328767123287671,0.14432989690721648,0.25925925925925924,0.175,0.12195121951219512,0.14285714285714285,0.6923076923076923,0.5970149253731343,0.6,0.6486486486486487,0.5833333333333334,0.3880597014925373,0.4230769230769231,0.4230769230769231,0.45454545454545453,0.014925373134328358,,,,0.8,0.55,0.09090909090909091,0.7222222222222222,0.6923076923076923,0.5970149253731343,0.5187820895522388,0.5378736842105263,0.5060611111111111,0.17105263157894737,0.17105263157894737,0.3076923076923077,0.38461538461538464,3.9567164179104473,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,1.0
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,22599.0,377,703,715,196,182,104.0,1418,707,28.0,193,0.27880512091038406,44.0,4.0,18.0,,4.0,1.0,7.0,,8.0,6.0,12.0,10.0,38.0,15.0,89.0,1.0,7.0,3.0,8.0,3.0,13.0,8.0,29.0,6.0,14.0,,6.0,6.0,8.0,14.0,5.0,3.0,1.0,2.0,36.0,7.0,5.0,20.0,18.0,4.0,42.0,13.0,55.0,,12.0,5.0,7.0,4.0,,3.0,2.0,1.0,,,6.0,,3.0,9.0,2.0,,,18.0,,24.0,,5.0,7.0,10.0,4.0,,6.0,11.0,8.0,1.0,,27.0,2.0,4.0,0.3,0.3,0.2631578947368421,0.14285714285714285,0.23076923076923078,0.44047619047619047,0.22727272727272727,0.4375,0.4635416666666667,0.3076923076923077,0.48333333333333334,0.15789473684210525,0.2777777777777778,0.125,12.289156626506022,0.6666666666666666,0.16666666666666666,0.08530805687203792,0.021929824561403508,0.1282051282051282,0.05384615384615385,0.10354223433242507,0.0335195530726257,0.029411764705882353,0.010752688172043012,0.029850746268656716,0.07142857142857142,,0.05263157894736842,0.12643678160919541,0.0625,0.13157894736842105,0.11904761904761904,,0.7272727272727273,0.21428571428571427,0.2222222222222222,0.3076923076923077,,0.09523809523809523,,,,0.14285714285714285,0.5,0.5,0.5,0.36363636363636365,,,0.2916666666666667,0.14285714285714285,0.7619047619047619,0.5220313253012049,0.4756,0.521291304347826,0.056179775280898875,0.11627906976744186,0.0898876404494382,0.3258426966292135,8.58157894736842,6.0,20.0,1.0,2.0,4.0,12.0,26.0,,2.0,4.0,7.0,18.0,46.0,1.0,4.0,5.0,11.0,51.0,3.0,25.0,12.0,,3.0,,4.0,,,0.9444444444444444,0.391304347826087,0.25,0.45454545454545453,0.4,0.5476190476190477,,,,0.23809523809523808,0.3,0.3,1.0,0.30952380952380953,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.18181818181818182,0.5,1.0,0.18181818181818182,,,0.16666666666666666,0.2916666666666667,0.5714285714285714,0.48,,24.858695652173914,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,,False,1.0,0.041666666666666664,,
2034,1610612739,Mike Miller,Mike Miller,2034,CLE,2548.0,42,79,80,45,46,6.0,159,78,5.0,45,0.569620253164557,1.0,,,,,,,,,,,,,,6.0,,,,,,,,6.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,4.651162790697675,1.0,,0.043478260869565216,,0.09090909090909091,,0.058823529411764705,,,,,,,,,0.16666666666666666,0.1,,,,,,,,,,,,,,,,,,,,,1.0,0.5545,,0.5545,,,,1.0,,2.0,2.0,,,2.0,,1.0,,,,1.0,2.0,3.0,,,2.0,3.0,6.0,,1.0,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,1.0,,,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,24.53333333333333,,,,2.0,,1.0,,,,False,,,,
2570,1610612739,Kendrick Perkins,Kendrick Perkins,2570,CLE,1019.0,17,34,36,25,30,1.0,70,40,2.0,25,0.7352941176470589,-10.0,,,,,,,1.0,4.0,,,1.0,4.0,3.0,5.0,,,,,,2.0,3.0,3.0,,2.0,,,,,,,,,,,,,1.0,5.0,,6.0,,6.0,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,2.0,,4.0,,,2.0,1.0,,1.0,,1.0,,,,3.0,1.0,2.0,,,0.25,,,0.25,,,0.4166666666666667,,0.375,,,,20.0,,,0.45454545454545453,,0.125,,0.3157894736842105,,,,,,,0.3333333333333333,1.0,0.42857142857142855,0.14285714285714285,,,,,,,,1.0,0.25,0.25,,,,,,,,,,,,0.375025,,0.4059,,,,0.6,6.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,614.0,10,19,20,3,4,2.0,39,24,1.0,3,0.15789473684210525,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714286,0.5,,,,,0.5,,0.14285714285714285,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3981,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
2217,1610612739,Brendan Haywood,Brendan Haywood,2217,CLE,121.0,2,5,5,5,5,,10,5,,5,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3576,,0.3576,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
