EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG3A,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGA,AtRimAssists,FTDefRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Arc3Assists,BadPassSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,OffensiveGoaltends,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,BlockingFouls,BlockedAtRim,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,on,PtsUnassisted3s,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,3949.0,66,-19.0,126,127,42.0,27,14,253,3.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,6.0,7.0,17,4.0,18.0,147,1.0,2.0,2.0,5.0,6.0,8.0,2.0,4.0,6.0,1.0,7.0,1.0,3.0,3.0,15.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,42.0,2.0,0.42857142857142855,0.5,0.4117647058823529,0.5,0.4117647058823529,0.5,0.45,0.5,0.23529411764705882,0.5714285714285714,15.714285714285715,0.16666666666666666,0.0625,0.021739130434782608,0.05405405405405406,0.058823529411764705,0.057971014492753624,0.031746031746031744,0.08333333333333333,0.0625,0.07692307692307693,0.1,0.047619047619047616,0.0625,1.0,0.4117647058823529,0.42857142857142855,1.0,0.3333333333333333,0.23529411764705882,0.25,0.25,0.35294117647058826,0.5,0.5,0.6666666666666666,1.0,0.5,0.4,0.4117647058823529,0.4756,0.36,0.39770000000000005,0.25,0.25,0.1111111111111111,8.823529411764708,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201973,1610612738,Jonas Jerebko,Jonas Jerebko,201973,BOS,2329.0,39,13.0,73,73,34.0,31,12,146,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,8,,8.0,74,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,,1.0,,,,2.0,,2.0,,1.0,2.0,5.0,2.0,7.0,,,1.0,2.0,4.0,,2.0,,,,1.0,,,1.0,1.0,1.0,34.0,1.0,0.5,1.0,0.5,1.0,0.4,1.0,0.4,1.0,0.125,0.25,12.64367816091954,,0.06896551724137931,0.09523809523809523,0.09090909090909091,,0.075,0.058823529411764705,,,,0.09090909090909091,0.14285714285714285,,1.0,0.4,0.5,0.6666666666666666,0.5,0.3,0.3333333333333333,0.3333333333333333,0.1,1.0,1.0,1.0,0.5,1.0,0.2,0.6,0.47017499999999995,0.5346500000000001,0.42063999999999996,,,0.5,6.6375,0.4657534246575342,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.4,0.4,0.2,1.0,0.4,0.5,0.09090909090909091,0.4,0.1,0.1,0.2,0.5,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,5336.0,89,-1.0,171,169,68.0,45,21,340,4.0,9.0,,,7.0,4.0,8.0,4.0,14.0,12.0,31,6.0,36.0,186,,,,14.0,4.0,20.0,,4.0,15.0,4.0,19.0,1.0,2.0,3.0,42.0,,,,10.0,10.0,21.0,,21.0,,1.0,7.0,2.0,10.0,,7.0,7.0,1.0,4.0,,,,,,,68.0,,0.16666666666666666,0.16666666666666666,0.3870967741935484,,0.4411764705882353,,0.4864864864864865,,0.12903225806451613,0.4444444444444444,22.797927461139896,,0.18867924528301888,,0.2564102564102564,,0.21739130434782608,,,,0.375,0.2,0.25925925925925924,0.25,,0.2647058823529412,0.4444444444444444,0.8,0.25,0.23529411764705882,0.5,0.5,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.25,,,0.4375,0.35294117647058826,0.5004235294117647,,0.581553125,0.10810810810810811,0.11764705882352941,,9.680645161290323,0.39766081871345027,1.0,1.0,2.0,3.0,6.0,2.0,21.0,2.0,10.0,1.0,,3.0,2.0,6.0,4.0,1.0,,21.0,0.42857142857142855,0.5625,0.6176470588235294,0.08823529411764706,0.8571428571428571,0.3333333333333333,,,,0.029411764705882353,0.058823529411764705,0.0625,0.5833333333333334,25.066666666666666,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,1.0,0.5714285714285714,1.0,0.0625,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,7987.0,133,-17.0,260,259,114.0,98,30,519,6.0,10.0,,2.0,4.0,1.0,5.0,7.0,16.0,14.0,31,6.0,49.0,286,1.0,3.0,5.0,11.0,22.0,6.0,,1.0,2.0,1.0,3.0,,1.0,1.0,7.0,2.0,1.0,,4.0,8.0,12.0,3.0,15.0,1.0,1.0,3.0,5.0,13.0,,6.0,7.0,,3.0,,,,,,,114.0,,0.7857142857142857,0.7857142857142857,0.45161290322580644,0.3333333333333333,0.43,0.4166666666666667,0.4528301886792453,0.4166666666666667,0.03225806451612903,0.1,19.112627986348123,,0.11594202898550725,0.011627906976744186,0.06557377049180328,0.046511627906976744,0.09230769230769231,0.023255813953488372,0.03225806451612903,0.05128205128205128,0.1,0.125,0.08108108108108109,0.041666666666666664,,0.2,0.6,0.6666666666666666,0.6666666666666666,0.1,0.2,0.2,0.32,0.4375,0.4375,0.8571428571428571,0.3333333333333333,,0.2,0.58,0.50275,0.53159,0.518145,0.05660377358490566,0.08823529411764706,0.10204081632653061,11.400000000000002,0.43846153846153846,4.0,3.0,15.0,19.0,6.0,9.0,18.0,15.0,,,,3.0,1.0,2.0,1.0,,,18.0,0.5454545454545454,0.375,0.40476190476190477,0.38,0.6666666666666666,,,0.12,,0.08,0.3,0.15,0.3673469387755102,24.873684210526314,3.0,2.0,1.0,3.0,,6.0,5.0,1.0,3.0,15.0,3.0,1.0,2.0,1.0,,,,,1.0,0.2631578947368421,0.1111111111111111,0.2631578947368421,0.5,0.5,1.0,0.2,0.2,1.0,0.75,0.3333333333333333,0.3,,0.2,1.0,3.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,4322.0,72,-3.0,149,145,103.0,84,19,294,5.0,10.0,,,10.0,1.0,3.0,2.0,7.0,8.0,20,23.0,45.0,157,1.0,1.0,5.0,15.0,2.0,14.0,,5.0,12.0,5.0,17.0,3.0,,3.0,39.0,,1.0,,3.0,5.0,9.0,1.0,10.0,1.0,3.0,7.0,4.0,8.0,,14.0,24.0,,6.0,,,,,,,103.0,1.0,0.125,0.125,0.4,1.0,0.34375,1.0,0.5113636363636364,0.8333333333333334,0.25,0.4,30.17751479289941,,0.14705882352941177,0.022222222222222223,0.08108108108108109,,0.11267605633802817,0.013513513513513514,0.05555555555555555,,0.1111111111111111,0.23076923076923078,,0.17647058823529413,,0.3125,0.5,0.8333333333333334,,0.09375,0.3333333333333333,0.5,0.21875,0.2857142857142857,0.2857142857142857,0.5,,,0.45454545454545453,0.6875,0.523859375,0.3468,0.5457318181818182,0.15789473684210525,0.23076923076923078,0.1111111111111111,8.129999999999999,0.6912751677852349,,,12.0,12.0,7.0,7.0,38.0,12.0,9.0,1.0,,1.0,,4.0,2.0,5.0,,38.0,0.4666666666666667,0.38636363636363635,0.5757575757575758,0.375,0.5714285714285714,0.14285714285714285,,0.08333333333333333,,,0.375,,0.8444444444444444,25.141666666666666,5.0,,,2.0,1.0,7.0,2.0,1.0,21.0,6.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,0.16666666666666666,0.14285714285714285,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,1.0,0.5,,0.3181818181818182,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,3.0,1.0,1.0,6.0,5.0,0.3333333333333333,,,,,True,,,,,,,
203092,1610612738,Tyler Zeller,Tyler Zeller,203092,BOS,3998.0,67,-19.0,125,127,28.0,18,11,252,6.0,10.0,,,2.0,5.0,8.0,2.0,5.0,13.0,23,4.0,30.0,145,3.0,4.0,6.0,5.0,22.0,4.0,2.0,3.0,2.0,,2.0,,,2.0,4.0,,1.0,,4.0,4.0,10.0,1.0,11.0,,,3.0,4.0,5.0,,7.0,5.0,1.0,3.0,1.0,,,,1.0,1.0,28.0,,0.8461538461538461,0.9166666666666666,0.5652173913043478,0.75,0.5652173913043478,0.75,0.6,0.75,0.13043478260869565,0.3,20.43795620437956,,0.0975609756097561,0.023809523809523808,0.14814814814814814,,0.11764705882352941,0.017241379310344827,0.07142857142857142,,0.07692307692307693,0.0625,0.16666666666666666,0.1111111111111111,1.0,0.43478260869565216,0.6,0.8571428571428571,1.0,0.34782608695652173,0.625,0.625,0.21739130434782608,0.4,0.4,1.0,,,0.4,0.43478260869565216,0.5081826086956522,0.36469999999999997,0.47258000000000006,0.12,0.12,0.2,7.0,0.224,,,,,1.0,,2.0,,,2.0,,,,3.0,2.0,1.0,,2.0,0.2,0.2,0.2,,1.0,0.6666666666666666,,0.16666666666666666,,,,,0.06666666666666667,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,1.0,1.0,,,True,,,,,,,
203096,1610612738,Jared Sullinger,Jared Sullinger,203096,BOS,2952.0,49,5.0,105,102,69.0,64,13,207,7.0,11.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,10.0,18,2.0,25.0,102,2.0,3.0,6.0,8.0,14.0,6.0,4.0,2.0,1.0,,1.0,,,1.0,2.0,,4.0,,6.0,7.0,13.0,4.0,17.0,,2.0,4.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,,,,2.0,2.0,69.0,2.0,0.7,0.875,0.5555555555555556,0.6666666666666666,0.5,0.6666666666666666,0.5,0.75,0.1111111111111111,0.18181818181818182,24.166666666666668,,0.3888888888888889,0.12903225806451613,0.21428571428571427,,0.2826086956521739,0.07547169811320754,0.07692307692307693,,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.09090909090909091,1.0,0.4782608695652174,0.6363636363636364,0.7777777777777778,0.5714285714285714,0.17391304347826086,0.5,0.5,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.6956521739130435,0.5032,0.5464333333333333,0.525825,0.043478260869565216,0.05555555555555555,0.24,5.522222222222222,0.6571428571428571,,,5.0,5.0,4.0,,9.0,5.0,,,,,,2.0,1.0,2.0,1.0,9.0,0.5,0.5,0.45,0.21739130434782608,0.5,,0.125,0.4444444444444444,,,0.21739130434782608,,0.36,25.4,3.0,,,1.0,,,1.0,,1.0,3.0,1.0,,,1.0,,1.0,,,1.0,0.2,,0.2,,,,0.2,0.2,1.0,0.75,,,,0.2,,,,,1.0,,,1.0,,,,2.0,1.0,,2.0,2.0,,,2.0,0.2,,True,,,,,,,
203482,1610612738,Kelly Olynyk,Kelly Olynyk,203482,BOS,2273.0,38,,69,66,26.0,35,9,135,3.0,4.0,2.0,2.0,3.0,1.0,2.0,,,4.0,6,1.0,18.0,71,2.0,2.0,4.0,4.0,6.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,,2.0,,2.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,8.0,,2.0,2.0,,1.0,1.0,,,,1.0,1.0,26.0,1.0,0.75,1.0,0.6666666666666666,1.0,0.7727272727272727,0.6666666666666666,0.75,0.6666666666666666,0.16666666666666666,,17.5,,0.058823529411764705,0.08,0.14285714285714285,,0.0967741935483871,0.05,0.125,,,,0.14285714285714285,0.14285714285714285,1.0,0.36363636363636365,0.75,0.75,0.6666666666666666,0.18181818181818182,0.5,1.0,,,,,0.6666666666666666,1.0,0.5,0.8181818181818182,0.550409090909091,0.6196666666666667,0.5530416666666667,0.08333333333333333,0.14285714285714285,0.2222222222222222,4.166666666666667,0.37681159420289856,2.0,1.0,3.0,5.0,2.0,2.0,10.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,,10.0,0.5,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.5,,,0.125,,0.18181818181818182,0.2727272727272727,0.16666666666666666,0.5555555555555556,24.48,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,9.0,1.0,,1.0,,2.0,,1.0,,1.0,0.6,1.0,0.6,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.16666666666666666,1.0,0.3333333333333333,,1.0,,1.0,,,,1.0,0.3333333333333333,,,,,,,,0.5,,1.0,0.1111111111111111,0.5,True,,,,,,,
203109,1610612738,Jae Crowder,Jae Crowder,203109,BOS,3581.0,60,-26.0,115,117,43.0,42,9,232,5.0,7.0,1.0,3.0,2.0,,,1.0,2.0,6.0,9,5.0,17.0,138,1.0,3.0,3.0,2.0,6.0,6.0,2.0,1.0,3.0,2.0,5.0,,1.0,1.0,12.0,1.0,3.0,,2.0,3.0,7.0,4.0,11.0,,2.0,3.0,3.0,10.0,1.0,6.0,8.0,2.0,3.0,2.0,,,,2.0,1.0,43.0,4.0,0.5,0.6,0.6666666666666666,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.53125,0.375,0.1111111111111111,0.14285714285714285,14.960629921259843,,0.08823529411764706,0.07894736842105263,0.06896551724137931,0.05,0.07936507936507936,0.06896551724137931,0.07142857142857142,0.05555555555555555,0.1111111111111111,0.125,0.058823529411764705,0.08333333333333333,0.5,0.5384615384615384,0.7142857142857143,0.8333333333333334,0.4,,,,0.15384615384615385,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.8461538461538461,0.5561076923076924,0.6520999999999999,0.6008625000000001,0.21428571428571427,0.3,0.17647058823529413,5.644444444444445,0.3739130434782609,1.0,,3.0,4.0,1.0,2.0,5.0,3.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,5.0,0.5,0.25,0.35714285714285715,0.3076923076923077,0.3333333333333333,0.5,0.18181818181818182,0.058823529411764705,,0.07692307692307693,0.23076923076923078,,0.29411764705882354,24.25,1.0,,,,,2.0,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,1.0,,,,,,,1.0,,1.0,2.0,1.0,,1.0,2.0,,,True,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,2679.0,45,-29.0,86,90,29.0,33,10,176,5.0,5.0,1.0,1.0,2.0,,,2.0,2.0,7.0,7,4.0,21.0,110,1.0,1.0,4.0,2.0,2.0,12.0,2.0,,1.0,1.0,2.0,,,,5.0,1.0,2.0,,4.0,1.0,5.0,3.0,8.0,,1.0,2.0,2.0,5.0,,6.0,5.0,1.0,3.0,1.0,,,,1.0,1.0,29.0,1.0,0.14285714285714285,0.16666666666666666,1.0,1.0,0.6538461538461539,0.5,0.7,0.6666666666666666,,,17.708333333333336,,0.07142857142857142,0.06451612903225806,0.2,0.06666666666666667,0.14705882352941177,0.06521739130434782,,0.06666666666666667,,,0.07142857142857142,0.5,1.0,0.38461538461538464,1.0,1.0,0.2,,,,0.15384615384615385,1.0,1.0,,0.5,1.0,0.6666666666666666,0.8461538461538461,0.5254615384615385,0.6855,0.5613833333333333,0.2,0.3333333333333333,0.19047619047619047,6.028571428571429,0.3372093023255814,,,6.0,6.0,2.0,1.0,7.0,6.0,1.0,,,,,1.0,1.0,1.0,1.0,7.0,1.0,0.6666666666666666,0.7,0.46153846153846156,0.5,,0.14285714285714285,0.25,,,0.46153846153846156,,0.3333333333333333,25.88333333333333,2.0,,,1.0,,1.0,1.0,,3.0,3.0,1.0,1.0,,,,2.0,,,1.0,0.16666666666666666,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,,0.3333333333333333,,0.16666666666666666,,1.0,,1.0,,,,,0.5,,,2.0,1.0,,,,,1.0,1.0,0.07142857142857142,,True,,,,,,,
