EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGA,ShortMidRangeFGM,Fg2aBlocked,Steals,BadPassSteals,Charge Fouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,BlockingFouls,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,BlockingFoulsDrawn,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,Offensive Fouls Drawn,DefFTReboundPct,SecondChanceArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,on,Corner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,SecondChanceAtRimPctAssisted,Travels,OffensiveGoaltends,OffShortMidRangeReboundPct,OffCorner3ReboundPct
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,1677.0,28,-5.0,55,55,14.0,15.0,6.0,110,2.0,2.0,2.0,3.0,4.0,10.0,2.0,4.0,5.0,4.0,10.0,4.0,24.0,75,1.0,2.0,2.0,1.0,3.0,2.0,6.0,9.0,3.0,10.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3,3.0,4.0,2.0,3.0,3.0,14.0,0.25,0.25,0.75,0.4,0.4,0.8,0.5,0.6666666666666666,0.25,0.75,0.375,0.6666666666666666,32.78688524590164,0.75,0.1111111111111111,0.041666666666666664,0.125,0.13333333333333333,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.4,0.4,0.75,0.5,0.8,0.4,0.5013766666666667,0.46768750000000003,0.1875,0.5,0.125,10.7,25.520000000000003,0.2545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,3162.0,53,14.0,100,104,25.0,18.0,9.0,204,2.0,6.0,5.0,5.0,3.0,5.0,1.0,7.0,13.0,3.0,5.0,6.0,29.0,116,,,1.0,4.0,4.0,8.0,6.0,9.0,,5.0,3.0,6.0,1.0,7.0,1.0,2.0,1.0,15.0,4.0,6.0,11.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,5,6.0,6.0,,1.0,4.0,25.0,0.5714285714285714,0.6666666666666666,1.0,0.6,0.6,0.5384615384615384,,0.6388888888888888,,0.6904761904761905,0.6666666666666666,0.2777777777777778,22.32142857142857,0.5,0.21052631578947367,0.10909090909090909,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2777777777777778,1.0,1.0,0.6,0.2777777777777778,0.6,0.6,1.0,1.0,0.6111111111111112,0.6,0.501325,0.5595,0.05263157894736842,0.07142857142857142,0.13793103448275862,8.923076923076923,25.9,0.25,1.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.05555555555555555,0.18518518518518517,0.13157894736842105,0.18181818181818182,0.3,0.14285714285714285,0.125,0.5,0.1111111111111111,1.0,0.25,0.550575,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,1935.0,32,-11.0,58,62,15.0,16.0,3.0,120,1.0,5.0,,1.0,,3.0,2.0,2.0,9.0,,3.0,3.0,7.0,81,,2.0,2.0,3.0,3.0,2.0,2.0,,,3.0,,4.0,2.0,6.0,2.0,1.0,2.0,14.0,2.0,4.0,6.0,,,,1.0,,1.0,,,1.0,3,3.0,4.0,,2.0,3.0,15.0,0.5,0.5,,,,0.2222222222222222,,0.16666666666666666,,0.25,0.25,0.25,23.80952380952381,,0.13333333333333333,0.10526315789473684,0.15384615384615385,0.4166666666666667,0.2,0.5,0.08333333333333333,,,,0.25,,,,0.5,0.6666666666666666,,0.39649166666666663,0.31520000000000004,0.14285714285714285,0.18181818181818182,0.42857142857142855,6.2555555555555555,25.666666666666668,0.25862068965517243,,2.0,3.0,,2.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,0.08695652173913043,0.125,0.08695652173913043,0.16666666666666666,0.2,0.14285714285714285,,1.0,0.25,1.0,,0.44575,,1.0,1.0,4.0,1.0,1.0,1.0,0.4444444444444444,0.6,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,4519.0,75,8.0,143,149,44.0,36.0,11.0,292,5.0,5.0,3.0,5.0,,,,9.0,11.0,,,3.0,21.0,165,2.0,2.0,,,4.0,12.0,6.0,,,,,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,14.0,18.0,,,,,,,,,4.0,7,4.0,3.0,1.0,2.0,4.0,44.0,0.6666666666666666,1.0,,,,0.8181818181818182,1.0,0.8181818181818182,1.0,0.875,1.0,,7.643312101910828,,0.03225806451612903,0.16279069767441862,,0.45454545454545453,1.0,1.0,0.45454545454545453,0.6,0.75,1.0,,,,,,0.45454545454545453,,0.5193636363636365,0.5729,0.16666666666666666,0.16666666666666666,0.19047619047619047,10.00909090909091,,0.3076923076923077,3.0,3.0,1.0,3.0,3.0,7.0,6.0,,2.0,13.0,4.0,,1.0,,,,,4.0,3.0,4.0,,1.0,1.0,1.1666666666666667,0.23636363636363636,0.04878048780487805,0.07272727272727272,0.07142857142857142,0.0625,0.3333333333333333,,0.4,0.09090909090909091,1.0,1.0,0.6365,0.3333333333333333,1.0,1.0,1.0,3.0,3.0,,0.09090909090909091,,,0.13043478260869565,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,3139.0,52,13.0,98,103,36.0,25.0,7.0,201,5.0,9.0,3.0,8.0,,,,12.0,24.0,,,7.0,31.0,103,3.0,8.0,,,6.0,18.0,6.0,,,,,3.0,,3.0,,1.0,2.0,6.0,7.0,15.0,15.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,3,5.0,8.0,,4.0,6.0,36.0,0.75,0.75,,,,0.5,0.375,0.5,0.375,0.5535714285714286,0.375,,27.777777777777775,0.5,0.2692307692307692,0.22058823529411764,0.2857142857142857,0.375,0.5555555555555556,0.625,0.3333333333333333,0.375,0.42857142857142855,1.0,,,,,,0.375,,0.4697708333333333,0.47797500000000004,0.14285714285714285,0.14285714285714285,0.1935483870967742,8.304166666666667,,0.3673469387755102,,,7.0,,1.0,,,,,8.0,,,,,,,,3.0,2.0,3.0,,,,,0.19047619047619047,,,,,0.38461538461538464,,0.4,0.2916666666666667,,,,,4.0,4.0,2.0,1.0,1.0,1.0,0.08333333333333333,0.1111111111111111,,0.10526315789473684,0.5714285714285714,0.5714285714285714,0.5,3.0,,,,1.0,1.0,,0.125,,,0.1,0.2,0.3333333333333333,1.0,0.75,1.0,,,,,,,,,,,,,True,,,,,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,2315.0,39,13.0,73,79,27.0,24.0,7.0,152,,,4.0,7.0,1.0,2.0,,6.0,11.0,1.0,2.0,2.0,17.0,74,1.0,2.0,,2.0,4.0,4.0,8.0,3.0,,2.0,1.0,8.0,3.0,11.0,3.0,2.0,2.0,25.0,,1.0,2.0,2.0,,2.0,1.0,,3.0,,,1.0,2,2.0,2.0,,1.0,4.0,27.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5454545454545454,0.5,0.5769230769230769,0.5,0.6071428571428571,0.6666666666666666,0.15384615384615385,20.238095238095237,0.6666666666666666,,0.02,,,,,0.5384615384615384,0.5714285714285714,0.5714285714285714,0.25,0.15384615384615385,0.5,0.5,1.0,,0.15384615384615385,0.5,0.41514230769230775,0.38805,0.07142857142857142,0.08333333333333333,0.23529411764705882,14.172727272727274,25.8,0.3698630136986301,,,4.0,,,,,4.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,0.03225806451612903,0.043478260869565216,0.034482758620689655,0.09090909090909091,,,,,0.3076923076923077,,,,,,2.0,1.0,1.0,,,0.09090909090909091,,0.25,0.08333333333333333,0.5,0.6666666666666666,,,,,,,1.0,,,,,,,1.0,0.5,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,
202708,1610612740,Norris Cole,Norris Cole,202708,NOP,3505.0,58,17.0,113,115,40.0,25.0,8.0,228,4.0,5.0,3.0,6.0,2.0,6.0,2.0,9.0,13.0,2.0,6.0,2.0,26.0,113,,2.0,2.0,2.0,2.0,8.0,10.0,6.0,,6.0,2.0,2.0,,2.0,,1.0,,4.0,1.0,4.0,4.0,3.0,,2.0,2.0,1.0,5.0,,2.0,5.0,10,3.0,3.0,1.0,2.0,2.0,40.0,0.4444444444444444,0.4444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.6923076923076923,,0.631578947368421,,0.65,0.2,0.3157894736842105,20.491803278688526,0.6,0.041666666666666664,0.028169014084507043,0.047619047619047616,0.2631578947368421,0.8,0.8,0.3157894736842105,0.5,0.5,0.3333333333333333,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5789473684210527,0.3333333333333333,0.47401052631578955,0.4484375,0.1,0.14285714285714285,0.07692307692307693,10.884615384615385,26.833333333333332,0.35398230088495575,,,2.0,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,0.02127659574468085,,,,,,,0.5,0.10526315789473684,,,0.41464999999999996,,1.0,2.0,,,,1.0,,,,,1.0,1.0,0.25,,,,,1.0,,1.0,,,,0.07692307692307693,,,0.5,,,,,1.0,1.0,2.0,1.0,1.0,0.5,,,,,True,,,,,,,,,,
202347,1610612740,Quincy Pondexter,Quincy Pondexter,202347,NOP,1693.0,28,-2.0,54,57,17.0,14.0,2.0,111,2.0,3.0,,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,10.0,66,1.0,2.0,1.0,3.0,8.0,4.0,,,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,11.0,3.0,6.0,6.0,,,,,,,,,1.0,2,2.0,4.0,,2.0,8.0,17.0,1.0,1.0,,1.0,1.0,0.3333333333333333,0.5,0.5,0.8333333333333334,0.5555555555555556,0.8,0.14285714285714285,16.363636363636363,,0.3,0.17647058823529413,0.3333333333333333,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,0.3333333333333333,0.5714285714285714,1.0,0.4131,0.3827,0.2222222222222222,0.25,0.8,6.233333333333332,33.1,0.3148148148148148,,,2.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,0.125,,,,,,,1.0,0.2857142857142857,,,,,1.0,,2.0,,,,0.3333333333333333,0.3333333333333333,0.5,0.25,,,0.3333333333333333,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,
201600,1610612740,Omer Asik,Omer Asik,201600,NOP,114.0,2,,4,3,,3.0,1.0,7,,1.0,,,,,,,1.0,,,,,5,,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,,1.0,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,,,20.0,,,,,1.0,,,,,,,,,,,,1.0,,0.3481,,,,,3.3,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201582,1610612740,Alexis Ajinca,Alexis Ajinca,201582,NOP,536.0,9,-7.0,17,18,2.0,4.0,1.0,35,1.0,1.0,,,,,,4.0,4.0,,,,8.0,27,1.0,1.0,,,2.0,6.0,2.0,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,1.0,1,1.0,,,,2.0,2.0,0.75,0.75,,,,1.0,1.0,1.0,1.0,1.0,1.0,,22.22222222222222,,,0.25,,0.25,1.0,1.0,,,,,,,,,,0.25,,0.386,0.3622,,,0.25,7.55,,0.11764705882352941,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,1.0,0.75,,,,,,3.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,0.6666666666666666,,,1.0,,,,,,,,,,,,True,,,,,,,,,,
