EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BlockingFouls,Charge Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Defensive 3 Seconds Violations,HeaveMakes,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Travels,Blocked3s,BlockedCorner3
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,21326.0,355,33,647,656,97,116,102,1303,23.0,57,9.0,24.0,2.0,5.0,6.0,13.0,1.0,29.0,71,7.0,65,662,9.0,26.0,4.0,22.0,3.0,6.0,2.0,8.0,40.0,18.0,10.0,8.0,25.0,10.0,35.0,6.0,4.0,19.0,5.0,1.0,80.0,10.0,30.0,1.0,19,58.0,4.0,81,41.0,122,2.0,8.0,3.0,5.0,13.0,4.0,12.0,5.0,1.0,18.0,1.0,3.0,16.0,33.0,3.0,25.0,7.0,1.0,18.0,7.0,2.0,14.0,13.0,1.0,14.0,7.0,1.0,8.0,97,2.0,2.0,0.6896551724137931,0.8333333333333334,0.4084507042253521,0.34615384615384615,0.5,0.4084507042253521,0.34615384615384615,0.5,0.40625,0.3793103448275862,0.4444444444444444,0.11267605633802817,0.08771929824561403,0.23076923076923078,12.877792378449408,0.7222222222222222,0.3333333333333333,0.07142857142857142,0.2283464566929134,0.12875536480686695,0.20430107526881722,0.1,0.2219020172910663,0.12012012012012012,0.08,0.1746031746031746,0.15714285714285714,0.09302325581395349,0.14285714285714285,0.21212121212121213,0.19672131147540983,0.26595744680851063,0.25,0.047619047619047616,0.06060606060606061,0.5,0.8028169014084507,0.40350877192982454,0.4423076923076923,0.7391304347826086,0.18309859154929578,0.46153846153846156,0.6,0.5,0.014084507042253521,0.9230769230769231,0.375,0.4444444444444444,0.8333333333333334,0.4,0.8028169014084507,0.5572239436619719,0.5825666666666667,0.4982333333333333,0.08974358974358974,0.08974358974358974,0.3384615384615385,0.12307692307692308,2.698591549295775,0.14992272024729522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201166,1610612741,Aaron Brooks,Aaron Brooks,201166,CHI,5059.0,84,-24,157,152,52,45,23,309,5.0,11,2.0,2.0,2.0,4.0,3.0,6.0,6.0,10.0,23,,38,170,3.0,3.0,,9.0,2.0,7.0,,10.0,4.0,16.0,,3.0,3.0,1.0,4.0,,1.0,2.0,1.0,,9.0,1.0,1.0,,2,2.0,1.0,5,2.0,7,1.0,2.0,,2.0,4.0,1.0,3.0,3.0,1.0,7.0,,1.0,4.0,10.0,,4.0,,1.0,,,,1.0,,1.0,1.0,,,10.0,52,,,0.2,0.2,0.43478260869565216,1.0,0.2857142857142857,0.4634146341463415,0.9,0.3333333333333333,0.4634146341463415,0.9,0.3333333333333333,0.13043478260869565,0.2727272727272727,,26.666666666666664,0.5714285714285714,0.16666666666666666,,0.041666666666666664,0.01818181818181818,0.10526315789473684,0.041666666666666664,0.05970149253731343,0.02531645569620253,,,0.05,,0.2,,,0.1111111111111111,0.07142857142857142,0.2,0.05,,0.2682926829268293,0.45454545454545453,0.625,0.2,0.14634146341463414,0.5,0.5,,0.14634146341463414,0.4,1.0,,0.26666666666666666,0.5,0.7073170731707317,0.4715670731707317,0.4772625,0.42091666666666666,,,0.23684210526315788,0.2631578947368421,7.208695652173913,0.33121019108280253,2.0,6.0,18.0,1.0,2.0,2.0,8.0,6.0,18.0,1.0,2.0,2.0,8.0,9.0,9.0,18.0,6.0,1.0,2.0,0.5,0.3333333333333333,0.5,0.25,0.3333333333333333,0.43902439024390244,0.3333333333333333,0.3333333333333333,0.5,0.43902439024390244,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.5333333333333333,0.25,0.3333333333333333,25.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,25454.0,424,81,780,783,190,213,112,1563,31.0,65,3.0,7.0,7.0,16.0,11.0,39.0,49.0,62.0,153,33.0,223,778,5.0,14.0,2.0,21.0,12.0,31.0,8.0,53.0,26.0,98.0,4.0,23.0,44.0,28.0,72.0,17.0,11.0,22.0,5.0,17.0,172.0,6.0,5.0,,15,25.0,2.0,42,11.0,53,3.0,13.0,9.0,4.0,23.0,6.0,17.0,12.0,6.0,35.0,7.0,7.0,10.0,19.0,,36.0,1.0,,37.0,17.0,2.0,6.0,3.0,2.0,6.0,4.0,,53.0,189,1.0,2.0,0.20967741935483872,0.21666666666666667,0.40522875816993464,0.35714285714285715,0.3870967741935484,0.4377880184331797,0.475,0.42452830188679247,0.47435897435897434,0.5,0.45614035087719296,0.1503267973856209,0.26153846153846155,0.15384615384615385,29.62555066079295,0.6571428571428571,0.1111111111111111,,0.08090614886731391,0.01818181818181818,0.12195121951219512,0.04838709677419355,0.09259259259259259,0.02756892230576441,0.017241379310344827,0.0273972602739726,0.011627906976744186,0.04854368932038835,0.047619047619047616,0.064,0.0641025641025641,0.11320754716981132,0.10416666666666667,0.18518518518518517,0.02830188679245283,0.6666666666666666,0.2995391705069124,0.47692307692307695,0.6458333333333334,0.2903225806451613,0.17972350230414746,0.28205128205128205,0.3333333333333333,0.18181818181818182,0.22580645161290322,0.35,0.42857142857142855,0.3333333333333333,0.3018867924528302,0.4375,0.5944700460829493,0.48837720930232553,0.452546875,0.47339117647058826,0.07327586206896551,0.10119047619047619,0.09417040358744394,0.23766816143497757,8.699346405228757,0.24358974358974358,20.0,21.0,62.0,3.0,6.0,7.0,21.0,22.0,64.0,3.0,6.0,7.0,22.0,39.0,27.0,60.0,21.0,,2.0,0.5909090909090909,0.34375,0.5,0.3181818181818182,0.3548387096774194,0.29493087557603687,0.40816326530612246,0.40816326530612246,0.1,0.2857142857142857,0.3387096774193548,0.35,0.5714285714285714,0.3,0.5,0.39622641509433965,0.3333333333333333,0.35,26.587499999999995,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.03125,0.03225806451612903,0.009216589861751152,0.5,0.5,1.0,0.6666666666666666,0.018867924528301886,,,,,,,,,,,,,,,,,True,,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,30380.0,506,54,935,937,246,258,134,1872,40.0,67,4.0,7.0,10.0,15.0,9.0,28.0,46.0,66.0,141,59.0,275,953,8.0,15.0,4.0,26.0,18.0,38.0,21.0,90.0,70.0,62.0,6.0,15.0,27.0,11.0,38.0,8.0,3.0,12.0,3.0,12.0,87.0,3.0,14.0,1.0,12,35.0,2.0,49,18.0,67,5.0,29.0,19.0,10.0,11.0,4.0,8.0,10.0,3.0,21.0,2.0,5.0,15.0,27.0,1.0,58.0,1.0,,72.0,31.0,7.0,9.0,3.0,5.0,9.0,3.0,,90.0,245,2.0,7.0,0.5303030303030303,0.5555555555555556,0.46808510638297873,0.5333333333333333,0.47368421052631576,0.5070422535211268,0.5238095238095238,0.5655737704918032,0.5612244897959183,0.5652173913043478,0.6,0.10638297872340426,0.08955223880597014,0.25,24.516129032258064,0.5238095238095238,0.08333333333333333,0.045454545454545456,0.09831460674157304,0.042682926829268296,0.08450704225352113,0.020833333333333332,0.09437751004016064,0.036016949152542374,0.051470588235294115,0.04597701149425287,0.02857142857142857,0.025423728813559324,,0.10416666666666667,0.056818181818181816,0.12096774193548387,0.09009009009009009,0.06451612903225806,0.050505050505050504,0.3333333333333333,0.3145539906103286,0.5970149253731343,0.6557377049180327,0.6,0.13145539906103287,0.32142857142857145,0.42857142857142855,0.3333333333333333,0.215962441314554,0.3333333333333333,0.5714285714285714,0.25,0.2459016393442623,0.6666666666666666,0.6525821596244131,0.5198976525821595,0.46062058823529417,0.4999877049180328,0.13445378151260504,0.18787878787878787,0.09454545454545454,0.32727272727272727,8.10354609929078,0.2631016042780749,17.0,20.0,51.0,2.0,4.0,8.0,16.0,28.0,72.0,2.0,6.0,11.0,23.0,69.0,15.0,51.0,20.0,,1.0,0.8214285714285714,0.3888888888888889,0.3333333333333333,0.4782608695652174,0.3888888888888889,0.3380281690140845,0.3695652173913043,0.38636363636363635,0.47058823529411764,0.23943661971830985,0.39215686274509803,0.39215686274509803,0.75,0.19047619047619047,0.5,0.26229508196721313,0.5,0.39215686274509803,25.037500000000005,8.0,21.0,7.0,,,2.0,1.0,2.0,1.0,7.0,,1.0,,,0.09859154929577464,0.38095238095238093,0.38095238095238093,1.0,1.0,0.11475409836065574,2.0,3.0,1.0,1.0,0.043478260869565216,0.09523809523809523,0.42857142857142855,0.0136986301369863,,,,,,,,,True,,,
203503,1610612741,Tony Snell,Tony Snell,203503,CHI,5063.0,84,2,151,159,45,44,26,310,2.0,3,,,,1.0,,,4.0,3.0,7,2.0,26,148,,,,,,2.0,,3.0,6.0,,,1.0,3.0,,3.0,,,3.0,,,6.0,,,,6,3.0,1.0,10,,10,,,,,1.0,,,1.0,1.0,2.0,1.0,2.0,5.0,9.0,,2.0,,1.0,2.0,1.0,,2.0,2.0,,2.0,1.0,,3.0,45,1.0,,1.0,1.0,0.42857142857142855,,,0.5217391304347826,,0.21428571428571427,0.5416666666666666,,0.21428571428571427,0.14285714285714285,,,14.444444444444445,0.5,0.3333333333333333,,0.04918032786885246,,0.25,,0.10588235294117647,,,,,,,,0.07692307692307693,0.07142857142857142,0.1875,0.375,,0.5,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,,,,,0.17391304347826086,,,,0.14285714285714285,,0.8260869565217391,0.4969065217391303,,0.4872214285714285,0.041666666666666664,0.125,,0.11538461538461539,11.357142857142858,0.2980132450331126,1.0,5.0,12.0,,,1.0,4.0,6.0,16.0,,,1.0,5.0,18.0,,12.0,5.0,,1.0,1.0,0.375,,0.2,0.375,0.6956521739130435,0.25,0.3333333333333333,1.0,0.5217391304347826,0.4166666666666667,0.4166666666666667,1.0,,,0.5714285714285714,0.25,0.4166666666666667,24.981249999999996,1.0,4.0,1.0,,,,,,,,,,,,0.17391304347826086,0.25,0.25,1.0,,0.14285714285714285,,,,,0.25,,,,,,,,,,,,True,,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,13351.0,223,-9,406,412,139,150,58,818,19.0,30,5.0,9.0,8.0,12.0,5.0,9.0,13.0,27.0,52,15.0,69,429,5.0,13.0,3.0,13.0,9.0,15.0,10.0,28.0,38.0,16.0,10.0,7.0,7.0,4.0,11.0,4.0,,5.0,,2.0,26.0,6.0,11.0,,14,18.0,,32,17.0,49,,4.0,4.0,,5.0,,3.0,3.0,2.0,8.0,1.0,2.0,11.0,20.0,3.0,22.0,2.0,1.0,20.0,6.0,5.0,10.0,8.0,1.0,10.0,8.0,1.0,26.0,138,1.0,4.0,0.7037037037037037,0.8636363636363636,0.5192307692307693,0.38461538461538464,0.6,0.5192307692307693,0.38461538461538464,0.6,0.5655737704918032,0.43333333333333335,0.6363636363636364,0.1346153846153846,0.16666666666666666,0.2222222222222222,14.526315789473685,0.625,,,0.125,0.07006369426751592,0.18666666666666668,0.11538461538461539,0.1461187214611872,0.08133971291866028,0.10606060606060606,0.030303030303030304,0.05172413793103448,0.0975609756097561,0.18181818181818182,0.15789473684210525,0.07894736842105263,0.12244897959183673,0.19298245614035087,0.16666666666666666,,0.8,0.5769230769230769,0.6333333333333333,0.76,0.6842105263157895,0.17307692307692307,0.5555555555555556,0.7142857142857143,0.8,0.25,0.6923076923076923,0.5555555555555556,,0.8,0.6666666666666666,0.5769230769230769,0.5452961538461539,0.5036454545454545,0.5922466666666667,0.10714285714285714,0.10714285714285714,0.18840579710144928,0.4057971014492754,5.923076923076924,0.34236453201970446,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,0.23076923076923078,0.23076923076923078,0.6666666666666666,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,
202703,1610612741,Nikola Mirotic,Nikola Mirotic,202703,CHI,6909.0,115,22,217,208,69,67,37,425,6.0,10,2.0,3.0,3.0,5.0,,5.0,7.0,6.0,22,12.0,36,229,2.0,4.0,3.0,10.0,3.0,9.0,2.0,14.0,10.0,2.0,,7.0,5.0,2.0,7.0,2.0,,4.0,1.0,,16.0,2.0,2.0,,2,6.0,1.0,9,4.0,13,,5.0,5.0,,4.0,,1.0,1.0,3.0,5.0,,,8.0,20.0,,10.0,,,16.0,6.0,1.0,6.0,3.0,2.0,6.0,2.0,,14.0,69,3.0,1.0,0.8333333333333334,0.8333333333333334,0.2727272727272727,0.5,0.3333333333333333,0.2857142857142857,0.5833333333333334,0.3333333333333333,0.3673469387755102,0.625,0.35,0.3181818181818182,0.4,0.2,21.09375,0.8,0.125,,0.07792207792207792,0.028169014084507043,0.07142857142857142,0.05263157894736842,0.0761904761904762,0.03669724770642202,0.06666666666666667,,,0.06451612903225806,,0.09375,0.06666666666666667,0.06666666666666667,0.08695652173913043,,,0.3333333333333333,0.23809523809523808,0.6,1.0,0.8333333333333334,0.11904761904761904,,,,0.16666666666666666,0.5,0.6666666666666666,1.0,0.2777777777777778,0.6,0.7142857142857143,0.47986125,0.39826,0.459125,0.14583333333333334,0.2222222222222222,0.2777777777777778,0.3888888888888889,7.890909090909091,0.31797235023041476,,2.0,16.0,1.0,1.0,1.0,7.0,4.0,20.0,1.0,2.0,2.0,9.0,12.0,,13.0,1.0,1.0,,1.0,0.2,0.5,0.2222222222222222,0.16666666666666666,0.47619047619047616,,,,0.38095238095238093,0.125,0.125,1.0,0.16666666666666666,1.0,0.3888888888888889,0.14285714285714285,0.07692307692307693,28.655,2.0,4.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,0.09523809523809523,0.5,0.5,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,,0.2857142857142857,0.16666666666666666,0.5,0.047619047619047616,,,1.0,,,,,,True,,,
2399,1610612741,Mike Dunleavy,Mike Dunleavy,2399,CHI,21478.0,358,83,670,664,171,188,89,1334,10.0,17,3.0,3.0,2.0,3.0,,2.0,11.0,14.0,30,17.0,123,669,3.0,4.0,2.0,23.0,3.0,4.0,6.0,24.0,18.0,10.0,4.0,4.0,17.0,11.0,28.0,9.0,2.0,9.0,3.0,5.0,67.0,1.0,6.0,,20,19.0,,39,7.0,46,,9.0,6.0,3.0,9.0,,9.0,6.0,,15.0,1.0,3.0,11.0,26.0,1.0,24.0,6.0,2.0,18.0,4.0,2.0,5.0,2.0,2.0,5.0,2.0,,24.0,170,4.0,2.0,0.6428571428571429,0.75,0.4666666666666667,0.75,0.75,0.654320987654321,0.875,0.8181818181818182,0.6918604651162791,0.8846153846153846,0.8461538461538461,0.13333333333333333,0.17647058823529413,0.5,13.082901554404145,0.6,,,0.07251908396946564,0.02643171806167401,0.19047619047619047,0.01,0.10626702997275204,0.021406727828746176,0.043478260869565216,,0.028169014084507043,0.012345679012345678,,0.06542056074766354,0.058823529411764705,0.09195402298850575,0.18823529411764706,0.2,,0.4,0.20987654320987653,0.5882352941176471,0.7142857142857143,0.6,0.024691358024691357,,,,0.13580246913580246,0.25,1.0,,0.2727272727272727,0.6666666666666666,0.8395061728395061,0.5430222222222222,0.5093111111111112,0.5782181818181819,0.07142857142857142,0.125,0.18699186991869918,0.1951219512195122,7.933333333333334,0.25522388059701495,4.0,14.0,35.0,2.0,5.0,1.0,3.0,26.0,51.0,5.0,8.0,4.0,7.0,78.0,,35.0,14.0,,,1.0,0.5098039215686274,0.625,0.5714285714285714,0.5098039215686274,0.6296296296296297,0.36363636363636365,0.36363636363636365,0.75,0.43209876543209874,0.4,0.4117647058823529,1.0,0.4166666666666667,0.4,0.2727272727272727,0.3333333333333333,0.4,25.009803921568622,12.0,16.0,4.0,,1.0,2.0,2.0,2.0,,2.0,4.0,1.0,0.0196078431372549,0.02857142857142857,0.19753086419753085,0.75,0.75,1.0,1.0,0.36363636363636365,3.0,3.0,2.0,,,0.25,0.75,0.038461538461538464,,,,3.0,1.0,1.0,1.0,1.0,True,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,5171.0,86,-48,153,163,62,70,21,316,,2,,,,2.0,2.0,2.0,2.0,2.0,6,2.0,18,198,,,,,,2.0,,9.0,4.0,,,1.0,5.0,3.0,8.0,,3.0,5.0,,,19.0,,,,1,1.0,,2,,2,,2.0,1.0,1.0,,,,,,,,,5.0,7.0,,2.0,,,3.0,2.0,,1.0,,1.0,1.0,1.0,,9.0,61,1.0,,1.0,1.0,0.3333333333333333,,,0.6153846153846154,,0.9,0.6428571428571429,,0.9,0.16666666666666666,0.5,,8.045977011494253,,,,0.025,,0.041666666666666664,,0.03125,,,,,,,,,0.1,0.05263157894736842,,,1.0,0.15384615384615385,,,,0.15384615384615385,1.0,1.0,1.0,0.15384615384615385,,,,0.4,,0.6923076923076923,0.5279538461538462,,0.6014999999999999,0.14285714285714285,0.2857142857142857,,0.5,9.4,0.40522875816993464,,,2.0,,,,,4.0,7.0,,,3.0,3.0,12.0,,2.0,,,,1.0,0.5714285714285714,,1.0,0.5714285714285714,0.5384615384615384,,,,0.15384615384615385,,,,,,,,,24.199999999999996,4.0,5.0,3.0,,,,,,,1.0,,,,,0.38461538461538464,0.8,0.8,1.0,,0.6,,3.0,,,,,1.0,,,,,,,,,,True,,,
2200,1610612741,Pau Gasol,Pau Gasol,2200,CHI,17709.0,295,76,559,551,159,139,68,1110,19.0,30,4.0,9.0,6.0,10.0,10.0,31.0,42.0,53.0,103,28.0,134,529,8.0,16.0,10.0,26.0,10.0,22.0,15.0,35.0,92.0,14.0,8.0,5.0,18.0,9.0,27.0,5.0,4.0,12.0,2.0,4.0,63.0,1.0,13.0,,10,55.0,9.0,74,14.0,88,1.0,4.0,3.0,1.0,13.0,1.0,11.0,5.0,2.0,18.0,2.0,7.0,8.0,18.0,5.0,33.0,4.0,,36.0,14.0,6.0,21.0,13.0,5.0,21.0,11.0,,35.0,159,4.0,6.0,0.8679245283018868,0.9387755102040817,0.5145631067961165,0.5,0.45454545454545453,0.4953271028037383,0.5,0.4,0.5447154471544715,0.5909090909090909,0.5303030303030303,0.04854368932038835,0.1,0.06451612903225806,22.239747634069403,0.7222222222222222,0.6428571428571429,,0.24017467248908297,0.07222222222222222,0.12987012987012986,0.011764705882352941,0.21241830065359477,0.052830188679245285,0.10144927536231885,0.05454545454545454,0.05357142857142857,0.015151515151515152,,0.1875,0.3050847457627119,0.25675675675675674,0.14516129032258066,0.06666666666666667,0.02127659574468085,0.5238095238095238,0.2803738317757009,0.6333333333333333,0.7037037037037037,0.8421052631578947,0.2897196261682243,0.3225806451612903,0.3448275862068966,0.6,0.3925233644859813,0.5625,0.4444444444444444,0.25,0.4,0.6,0.3177570093457944,0.47667500000000007,0.5518454545454545,0.5130708333333335,0.11965811965811966,0.12389380530973451,0.19402985074626866,0.26119402985074625,10.033009708737865,0.2844364937388193,24.0,,1.0,,,,1.0,,4.0,,,,3.0,,,,,2.0,,,,,,,0.037383177570093455,0.5714285714285714,0.5714285714285714,1.0,0.009345794392523364,,,,,,0.04,,,27.875,,3.0,2.0,1.0,,1.0,2.0,1.0,,4.0,,3.0,,,0.028037383177570093,,,,,0.08,,,,,,,,,,,,,1.0,,,,True,,,
