EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,Loose Ball Fouls,DefensiveGoaltends,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,HeaveAttempts,on,LongMidRangePctBlocked
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,17449.0,291,63.0,579,571,142,96,65.0,1150,12.0,19.0,2.0,5.0,12.0,23.0,17.0,38.0,1.0,3.0,20.0,39.0,2.0,3.0,4.0,10.0,41.0,80.0,21.0,42.0,30.0,175.0,587,1.0,1.0,2.0,3.0,2.0,10.0,8.0,18.0,4.0,10.0,23.0,51.0,2.0,80.0,33.0,30.0,39.0,20.0,1.0,58.0,13.0,71.0,9.0,4.0,33.0,9.0,16.0,155.0,3.0,7.0,19.0,1.0,27.0,3.0,30.0,1.0,13.0,7.0,6.0,12.0,3.0,10.0,8.0,2.0,2.0,20.0,3.0,3.0,7.0,1.0,20.0,1.0,2.0,36.0,1.0,1.0,2.0,33.0,2.0,1.0,9.0,8.0,2.0,2.0,2.0,2.0,51.0,142,3.0,8.0,0.024390243902439025,0.024390243902439025,0.5238095238095238,0.5,0.6666666666666666,0.4,0.5,0.5125,1.0,0.4444444444444444,0.5942622950819673,1.0,0.5,0.635036496350365,1.0,0.6219512195121951,0.3442622950819672,0.0125,0.043478260869565216,24.042879019908117,0.6,0.037037037037037035,0.10052910052910052,0.018633540372670808,0.06930693069306931,0.0896551724137931,0.01195219123505976,0.019230769230769232,0.047619047619047616,0.109375,0.08333333333333333,0.11320754716981132,0.05970149253731343,0.08823529411764706,0.017857142857142856,1.0,0.1557377049180328,0.631578947368421,0.631578947368421,0.1885245901639344,0.5217391304347826,0.5454545454545454,0.3114754098360656,0.4473684210526316,0.4473684210526316,0.058823529411764705,0.02459016393442623,0.3333333333333333,0.3333333333333333,1.0,0.319672131147541,0.5128205128205128,0.5128205128205128,0.5,0.75,0.6666666666666666,0.5,0.17857142857142858,0.4,0.35714285714285715,0.4,0.5,0.5128205128205128,0.46573264462809916,0.447075,0.43918333333333337,0.06976744186046512,0.10344827586206896,0.05714285714285714,0.2914285714285714,10.981250000000001,25.84761904761905,0.2452504317789292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,21353.0,356,63.0,719,720,202,171,78.0,1439,8.0,10.0,2.0,2.0,7.0,10.0,14.0,42.0,8.0,20.0,17.0,42.0,,1.0,6.0,13.0,29.0,62.0,25.0,62.0,21.0,154.0,727,3.0,6.0,,1.0,,6.0,5.0,9.0,8.0,17.0,5.0,39.0,50.0,8.0,75.0,,42.0,17.0,,11.0,3.0,14.0,3.0,,7.0,3.0,1.0,31.0,,8.0,9.0,2.0,19.0,,19.0,,7.0,6.0,1.0,14.0,1.0,14.0,7.0,,1.0,21.0,1.0,1.0,12.0,4.0,25.0,1.0,2.0,17.0,1.0,,,23.0,1.0,7.0,6.0,1.0,5.0,2.0,5.0,1.0,39.0,202,2.0,1.0,0.8620689655172413,0.8620689655172413,1.0,0.4032258064516129,,0.47058823529411764,0.4032258064516129,0.46774193548387094,0.5,0.5555555555555556,0.5362903225806451,0.42857142857142855,0.6538461538461539,0.5648854961832062,0.42857142857142855,0.6785714285714286,0.5,,,18.7192118226601,0.6666666666666666,0.047619047619047616,0.04186046511627907,,0.058394160583941604,0.048295454545454544,,,,,0.08536585365853659,0.03389830508474576,0.07446808510638298,0.023255813953488372,,0.2,0.08064516129032258,0.8,0.8,0.08064516129032258,0.7,0.7,0.3387096774193548,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.16129032258064516,0.4,0.4,1.0,0.3387096774193548,0.40476190476190477,0.4146341463414634,1.0,0.14285714285714285,,,0.07692307692307693,1.0,0.5,0.46153846153846156,0.5806451612903226,0.40476190476190477,0.4955158536585367,0.4317166666666667,0.5157788461538462,0.05384615384615385,0.08955223880597014,0.03896103896103896,0.2532467532467532,14.688709677419356,24.89032258064516,0.2809457579972184,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.016129032258064516,0.023809523809523808,1.0,0.8571428571428571,0.14285714285714285,0.15384615384615385,0.5,0.015873015873015872,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201150,1610612746,Spencer Hawes,Spencer Hawes,201150,LAC,751.0,13,2.0,26,25,3,6,1.0,51,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,3.0,3.0,1.0,2.0,,9.0,32,,,1.0,1.0,,3.0,,,,,,,6.0,,3.0,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,3,,,1.0,1.0,1.0,0.5,1.0,,0.5,1.0,,,0.9,1.5,,0.9,1.5,,0.4,,,18.51851851851852,,,0.125,,0.3333333333333333,0.18181818181818182,,,,0.5,,,0.5,,,,0.2,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0,,,,,0.4,0.5,0.5,1.0,1.0,1.0,1.0,,,,,0.6,0.5,0.47617000000000004,0.4941,,,,0.3333333333333333,,11.133333333333333,24.75,0.11538461538461539,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,22000.0,367,74.0,741,741,195,161,79.0,1482,55.0,82.0,19.0,24.0,19.0,52.0,16.0,42.0,,,,3.0,,,,1.0,90.0,176.0,,3.0,51.0,231.0,750,12.0,24.0,,,7.0,31.0,24.0,41.0,,1.0,17.0,65.0,102.0,78.0,,,3.0,,17.0,34.0,35.0,69.0,23.0,12.0,19.0,4.0,11.0,173.0,17.0,20.0,48.0,14.0,82.0,25.0,107.0,7.0,10.0,5.0,5.0,18.0,3.0,12.0,9.0,6.0,1.0,27.0,2.0,5.0,19.0,1.0,30.0,,1.0,68.0,2.0,4.0,1.0,71.0,11.0,,36.0,5.0,8.0,2.0,8.0,6.0,65.0,195,1.0,3.0,0.5666666666666667,0.5930232558139535,,,,,,0.5113636363636364,0.5,0.5853658536585366,0.5027932960893855,0.5,0.5714285714285714,0.5526315789473685,0.5535714285714286,0.65,0.01675977653631285,0.09659090909090909,0.17307692307692307,28.177458033573142,0.6666666666666666,0.3181818181818182,0.20869565217391303,0.08095238095238096,0.14705882352941177,0.18579234972677597,0.06769230769230769,0.08955223880597014,0.09836065573770492,0.1,0.313953488372093,0.203125,0.13829787234042554,0.16666666666666666,0.10294117647058823,0.75,0.4581005586592179,0.6707317073170732,0.7432432432432432,0.2905027932960894,0.36538461538461536,0.4418604651162791,0.2346368715083799,0.38095238095238093,0.38095238095238093,0.8125,,,,,0.01675977653631285,,,,,,,0.5714285714285714,0.7916666666666666,0.023809523809523808,,0.4748603351955307,,0.4862101123595505,0.5131611111111112,0.48069523809523806,0.17647058823529413,0.1791044776119403,0.1341991341991342,0.2813852813852814,7.13409090909091,25.0,0.2631578947368421,17.0,,,,4.0,,2.0,,6.0,,,,0.5454545454545454,0.42105263157894735,0.7083333333333334,,,,10.0,8.0,5.0,3.0,3.0,1.0,0.0975609756097561,0.08823529411764706,0.043478260869565216,0.06097560975609756,0.037037037037037035,0.058823529411764705,0.5882352941176471,0.4,,,,,,,,,,,,True,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,24515.0,409,67.0,825,824,227,192,91.0,1649,20.0,33.0,4.0,10.0,,3.0,2.0,4.0,8.0,28.0,8.0,32.0,,2.0,5.0,10.0,22.0,40.0,16.0,60.0,15.0,107.0,857,4.0,9.0,1.0,4.0,3.0,14.0,5.0,12.0,5.0,11.0,7.0,32.0,42.0,2.0,48.0,,32.0,8.0,8.0,15.0,7.0,22.0,5.0,2.0,12.0,2.0,1.0,51.0,9.0,22.0,28.0,5.0,55.0,16.0,71.0,1.0,20.0,14.0,6.0,7.0,3.0,6.0,9.0,1.0,,16.0,1.0,4.0,28.0,2.0,54.0,2.0,2.0,17.0,,1.0,1.0,20.0,2.0,,8.0,3.0,9.0,,10.0,4.0,32.0,227,5.0,1.0,0.9545454545454546,1.0,1.0,0.26666666666666666,0.25,0.45454545454545453,0.26666666666666666,0.55,0.4444444444444444,0.4166666666666667,0.46,0.4230769230769231,0.5434782608695652,0.4908256880733945,0.4375,0.5714285714285714,0.6,0.2,0.3333333333333333,13.42642320085929,0.4375,0.10204081632653061,0.11336032388663968,0.03862660944206009,0.14473684210526316,0.12531328320802004,0.04178272980501393,0.013333333333333334,0.07142857142857142,0.12941176470588237,0.125,0.07575757575757576,0.16037735849056603,0.10869565217391304,0.018867924528301886,0.4,0.33,0.6060606060606061,0.7692307692307693,0.03,,,0.04,0.5,0.5,1.0,0.28,0.2857142857142857,0.2962962962962963,1.0,0.32,0.25,0.25,1.0,0.15384615384615385,,,0.43478260869565216,0.4,0.43478260869565216,0.5,0.93,0.25,0.5706210000000002,0.5504583333333334,0.5535695652173913,0.07547169811320754,0.17391304347826086,0.1308411214953271,0.29906542056074764,3.7324999999999995,24.680000000000003,0.27515151515151515,7.0,,1.0,1.0,,1.0,1.0,,8.0,1.0,0.016666666666666666,,0.95,,0.5384615384615384,0.043478260869565216,,,4.0,2.0,6.0,1.0,2.0,,0.21212121212121213,0.02564102564102564,0.047619047619047616,0.03409090909090909,0.033707865168539325,0.08108108108108109,0.5714285714285714,0.75,1.0,2.0,1.0,1.0,1.0,0.03571428571428571,0.15384615384615385,0.5,1.0,,,True,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,2872.0,48,-16.0,99,102,52,51,9.0,201,3.0,6.0,2.0,4.0,2.0,4.0,2.0,5.0,,,,,,,,,7.0,15.0,,,,14.0,129,,,,,,,3.0,9.0,,,,6.0,12.0,2.0,,,,,3.0,,,,,,,,,,1.0,2.0,3.0,1.0,6.0,1.0,7.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,5.0,1.0,9.0,,,2.0,2.0,,,,,,,,,,,,6.0,52,1.0,,0.8571428571428571,0.8571428571428571,,,,,,0.4666666666666667,,0.3333333333333333,0.4666666666666667,,0.3333333333333333,0.4666666666666667,,0.3333333333333333,,0.2,0.25,14.285714285714285,,0.1111111111111111,0.14285714285714285,0.03125,0.125,0.13513513513513514,0.021739130434782608,0.08333333333333333,,0.2857142857142857,0.09090909090909091,,0.18181818181818182,,,,0.4,0.5,0.75,0.26666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.4,0.4,1.0,,,,,,,,,,,,0.4444444444444444,0.5,,,0.4,,0.43330666666666673,,0.4328444444444444,,,,0.42857142857142855,9.2,,0.5252525252525253,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,19980.0,333,52.0,662,666,122,93,79.0,1328,31.0,45.0,9.0,11.0,2.0,6.0,,,,,,,,,,,33.0,51.0,,,38.0,104.0,678,10.0,20.0,,,9.0,29.0,10.0,12.0,,,27.0,47.0,48.0,18.0,,,,,3.0,7.0,5.0,12.0,4.0,1.0,7.0,,,29.0,20.0,35.0,46.0,14.0,95.0,34.0,129.0,2.0,11.0,9.0,2.0,5.0,2.0,2.0,6.0,3.0,,11.0,1.0,2.0,15.0,,30.0,,1.0,57.0,,4.0,,88.0,4.0,,13.0,33.0,22.0,9.0,22.0,9.0,47.0,122,2.0,5.0,0.7272727272727273,0.9230769230769231,,,,,,0.6470588235294118,0.5,0.8333333333333334,0.6470588235294118,0.5,0.8333333333333334,0.5591397849462365,0.5576923076923077,0.5465116279069767,,0.058823529411764705,0.16666666666666666,13.430851063829788,0.45454545454545453,0.42424242424242425,0.23232323232323232,0.10869565217391304,0.2777777777777778,0.25,0.11458333333333333,0.0847457627118644,0.12280701754385964,0.23076923076923078,0.20270270270270271,0.2711864406779661,0.27586206896551724,0.28205128205128205,0.13333333333333333,0.4090909090909091,0.8823529411764706,0.6888888888888889,0.7209302325581395,0.11764705882352941,0.3333333333333333,0.4,,,,,,,,,,,,,,,,0.9166666666666666,0.8181818181818182,,,0.8823529411764706,,0.6244372549019608,0.5475428571428572,0.6417,0.21666666666666667,0.21666666666666667,0.27884615384615385,0.4519230769230769,1.8372549019607844,,0.18429003021148035,17.0,,,,,,1.0,,13.0,,,,0.7419354838709677,0.5,0.85,,,,9.0,14.0,13.0,1.0,3.0,1.0,0.044444444444444446,0.027777777777777776,0.125,0.11764705882352941,0.0958904109589041,0.1935483870967742,0.5294117647058824,0.2222222222222222,,,,,1.0,,,,,2.0,,True,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,7703.0,128,39.0,275,266,129,118,28.0,541,6.0,11.0,2.0,7.0,9.0,14.0,9.0,19.0,2.0,4.0,6.0,21.0,,2.0,1.0,9.0,24.0,44.0,8.0,25.0,11.0,83.0,308,2.0,3.0,,2.0,,4.0,6.0,15.0,2.0,11.0,8.0,26.0,18.0,30.0,18.0,6.0,20.0,6.0,2.0,11.0,1.0,12.0,,1.0,8.0,1.0,2.0,25.0,4.0,6.0,4.0,1.0,11.0,5.0,16.0,2.0,6.0,4.0,2.0,5.0,2.0,5.0,2.0,,,7.0,,1.0,3.0,,10.0,,,8.0,,,1.0,14.0,,1.0,2.0,3.0,,,1.0,1.0,26.0,129,,3.0,0.375,0.375,0.75,0.32,,0.18181818181818182,0.3333333333333333,0.5454545454545454,0.6666666666666666,0.4,0.5217391304347826,0.4,0.34615384615384615,0.5533333333333333,0.4,0.43333333333333335,0.36231884057971014,0.045454545454545456,0.07142857142857142,26.623376623376622,0.7142857142857143,0.04,0.056338028169014086,0.05714285714285714,0.13043478260869565,0.08547008547008547,0.038834951456310676,0.1,0.043478260869565216,,0.06451612903225806,0.14285714285714285,0.15151515151515152,0.07692307692307693,0.06060606060606061,1.0,0.15942028985507245,0.5454545454545454,0.6,0.2028985507246377,0.6428571428571429,0.6923076923076923,0.2753623188405797,0.47368421052631576,0.47368421052631576,0.3333333333333333,0.057971014492753624,0.5,0.5,1.0,0.30434782608695654,0.2857142857142857,0.3,0.6666666666666666,0.4,,,0.2692307692307692,0.2857142857142857,0.34615384615384615,0.1111111111111111,0.5217391304347826,0.3,0.4546716417910449,0.42207,0.48264599999999996,0.041666666666666664,0.043478260869565216,0.04819277108433735,0.3132530120481928,11.047727272727274,26.212,0.4690909090909091,,1.0,2.0,1.0,,,,1.0,,,0.04,0.047619047619047616,0.3333333333333333,0.4444444444444444,,0.07692307692307693,0.5,0.038461538461538464,,,,1.0,,,0.09090909090909091,0.09090909090909091,,0.037037037037037035,,,,,,,1.0,1.0,,,,,,,1.0,True,
2563,1610612746,Dahntay Jones,Dahntay Jones,2563,LAC,72.0,1,-2.0,1,4,1,4,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.25,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,4891.0,82,7.0,166,169,49,53,21.0,335,9.0,15.0,2.0,2.0,,8.0,2.0,3.0,2.0,3.0,5.0,9.0,2.0,2.0,,1.0,11.0,26.0,7.0,12.0,4.0,47.0,178,1.0,2.0,2.0,2.0,,8.0,3.0,5.0,2.0,3.0,2.0,14.0,8.0,14.0,18.0,3.0,9.0,5.0,5.0,6.0,1.0,7.0,,1.0,3.0,1.0,2.0,15.0,4.0,2.0,4.0,1.0,7.0,4.0,11.0,1.0,7.0,6.0,1.0,3.0,,2.0,3.0,1.0,1.0,6.0,2.0,1.0,6.0,,8.0,,,8.0,,1.0,,7.0,1.0,,3.0,1.0,1.0,,1.0,,14.0,49,1.0,1.0,0.36363636363636365,0.36363636363636365,0.8571428571428571,0.5833333333333334,1.0,0.6666666666666666,0.5833333333333334,0.4230769230769231,0.5,0.6,0.5657894736842105,1.0,0.75,0.573170731707317,1.0,0.7777777777777778,0.3157894736842105,0.19230769230769232,0.125,24.86772486772487,0.5,0.06666666666666667,0.09302325581395349,0.08695652173913043,0.058823529411764705,0.07792207792207792,0.05714285714285714,0.05555555555555555,0.125,0.11764705882352941,0.11764705882352941,,,0.3333333333333333,0.06666666666666667,,0.39473684210526316,0.6,0.8181818181818182,0.21052631578947367,,,0.07894736842105263,0.6666666666666666,0.6666666666666666,0.5,0.07894736842105263,0.6666666666666666,0.6666666666666666,1.0,0.23684210526315788,0.5555555555555556,0.5555555555555556,0.8,0.5,1.0,1.0,0.25,1.0,0.125,,0.7105263157894737,0.5555555555555556,0.50995,0.5286,0.46624375,0.075,0.10714285714285714,0.1702127659574468,0.2978723404255319,5.446153846153846,25.091666666666665,0.29518072289156627,2.0,2.0,2.0,,2.0,,,,1.0,,,,0.3333333333333333,,0.5,0.25,1.0,,1.0,,,,,,0.26666666666666666,,,0.08333333333333333,,,0.5,1.0,,,,,,,,,,,,True,
