EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,HeaveAttempts,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations,DefensiveGoaltends,on
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,21600.0,360.0,43,722.0,714.0,206.0,181.0,84.0,1436.0,15.0,22.0,2.0,5.0,14.0,28.0,26.0,56.0,1.0,5.0,21.0,46.0,2.0,3.0,5.0,13.0,55.0,106.0,22.0,51.0,31.0,207.0,744,3.0,4.0,2.0,3.0,2.0,14.0,14.0,31.0,5.0,13.0,24.0,67.0,2.0,108.0,30.0,36.0,46.0,21.0,2.0,75.0,12.0,87.0,9.0,3.0,43.0,13.0,19.0,186.0,1.0,4.0,9.0,28.0,1.0,38.0,5.0,43.0,1.0,17.0,9.0,8.0,12.0,3.0,10.0,10.0,2.0,1.0,2.0,22.0,3.0,4.0,8.0,1.0,26,1.0,1.0,3.0,42.0,1.0,1.0,2.0,33.0,3.0,10.0,8.0,2.0,1.0,1.0,2.0,2.0,67.0,205.0,5.0,8.0,0.01818181818181818,0.01818181818181818,0.45454545454545453,0.43137254901960786,0.6666666666666666,0.38461538461538464,0.43137254901960786,0.5188679245283019,0.75,0.45161290322580644,0.5605095541401274,0.8571428571428571,0.48863636363636365,0.6017441860465116,0.875,0.5877192982456141,0.3248407643312102,0.018867924528301886,0.07142857142857142,23.745410036719708,0.5454545454545454,0.02631578947368421,0.1278538812785388,0.018604651162790697,0.07258064516129033,0.00847457627118644,0.10787172011661808,0.015015015015015015,0.02857142857142857,0.034482758620689655,0.029411764705882353,0.125,0.08433734939759036,0.1875,0.05952380952380952,0.1,0.013333333333333334,1.0,0.14012738853503184,0.6818181818181818,0.6818181818181818,0.17834394904458598,0.5,0.5384615384615384,0.35668789808917195,0.4642857142857143,0.4642857142857143,0.038461538461538464,0.03184713375796178,0.2,0.2,1.0,0.2929936305732484,0.45652173913043476,0.45652173913043476,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,0.11363636363636363,0.4,0.29545454545454547,0.38461538461538464,0.46496815286624205,0.45652173913043476,0.4539160256410257,0.4197125,0.41977325581395347,0.06097560975609756,0.08849557522123894,0.06763285024154589,0.32367149758454106,11.961320754716983,25.813725490196077,0.2853185595567867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,32409.0,540.0,39,1112.0,1101.0,363.0,326.0,119.0,2213.0,9.0,11.0,2.0,2.0,10.0,14.0,16.0,48.0,12.0,29.0,23.0,59.0,,1.0,10.0,21.0,35.0,73.0,35.0,88.0,33.0,208.0,1173,4.0,8.0,,2.0,,8.0,8.0,13.0,13.0,27.0,9.0,64.0,60.0,10.0,99.0,6.0,59.0,23.0,,17.0,7.0,24.0,6.0,1.0,12.0,3.0,2.0,55.0,,,12.0,16.0,2.0,30.0,,30.0,,10.0,9.0,1.0,18.0,2.0,16.0,8.0,2.0,1.0,1.0,26.0,1.0,2.0,15.0,5.0,36,1.0,1.0,2.0,28.0,3.0,1.0,,35.0,1.0,8.0,3.0,5.0,2.0,2.0,5.0,1.0,64.0,362.0,4.0,3.0,0.8571428571428571,0.8571428571428571,0.9428571428571428,0.3977272727272727,,0.48148148148148145,0.3977272727272727,0.4794520547945205,0.5,0.6153846153846154,0.5434782608695652,0.4,0.6875,0.5809248554913294,0.4,0.7159090909090909,0.546583850931677,,,15.98393574297189,0.6923076923076923,0.03076923076923077,0.050156739811912224,,0.0594059405940594,,0.053742802303262956,,,,,0.02608695652173913,0.06666666666666667,0.05952380952380952,0.06993006993006994,0.03389830508474576,,0.2,0.06832298136645963,0.8181818181818182,0.8181818181818182,0.08695652173913043,0.7142857142857143,0.7142857142857143,0.2981366459627329,0.3333333333333333,0.3333333333333333,0.8125,0.18012422360248448,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.36645962732919257,0.3898305084745763,0.39655172413793105,0.9565217391304348,0.1,,,0.05,1.0,0.525,0.47619047619047616,0.6149068322981367,0.3898305084745763,0.4949446875,0.42823750000000005,0.4952775000000001,0.058823529411764705,0.1,0.038461538461538464,0.3076923076923077,14.46986301369863,24.965909090909097,0.32643884892086333,1.0,1.0,3.0,6.0,1.0,1.0,1.0,8.0,2.0,1.0,0.011363636363636364,0.01694915254237288,0.8888888888888888,0.9,0.1,0.1,0.15,0.5,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,True
201150,1610612746,Spencer Hawes,Spencer Hawes,201150,LAC,1319.0,22.0,6,49.0,49.0,10.0,24.0,4.0,98.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,,,3.0,4.0,1.0,3.0,,9.0,56,,,1.0,1.0,,3.0,,,,,,,6.0,,3.0,,3.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,2.0,3.0,,5.0,1.0,6.0,,,,,,,,,,,,,,,3.0,,6,,,,2.0,,,,,,,,,,,,,,10.0,2.0,,1.0,1.0,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.75,,,0.6428571428571429,1.5,,0.6428571428571429,1.5,,0.42857142857142855,,,13.20754716981132,,,0.21428571428571427,,0.2222222222222222,0.07142857142857142,0.21739130434782608,0.041666666666666664,,,0.25,0.125,,0.6666666666666666,0.2857142857142857,,,,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,0.5714285714285714,0.3333333333333333,0.4741571428571429,0.4941,,,,0.3333333333333333,,13.075,25.066666666666666,0.20408163265306123,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,29149.0,486.0,46,999.0,986.0,311.0,273.0,107.0,1985.0,72.0,109.0,25.0,28.0,29.0,69.0,25.0,62.0,,,1.0,5.0,,,1.0,3.0,126.0,240.0,1.0,5.0,63.0,318.0,1028,17.0,33.0,,,7.0,41.0,39.0,59.0,1.0,3.0,28.0,109.0,156.0,96.0,3.0,,5.0,1.0,22.0,40.0,38.0,78.0,24.0,14.0,23.0,6.0,11.0,194.0,7.0,24.0,37.0,66.0,26.0,129.0,34.0,163.0,12.0,12.0,5.0,7.0,29.0,3.0,19.0,11.0,10.0,,1.0,40.0,3.0,12.0,23.0,1.0,38,,4.0,2.0,85.0,2.0,5.0,1.0,89.0,11.0,38.0,12.0,9.0,7.0,2.0,9.0,6.0,109.0,310.0,3.0,10.0,0.6190476190476191,0.6610169491525424,1.0,0.2,,0.3333333333333333,0.2,0.525,0.5151515151515151,0.6610169491525424,0.5204081632653061,0.5151515151515151,0.6532258064516129,0.5598591549295775,0.5540540540540541,0.689873417721519,0.02040816326530612,0.09166666666666666,0.14492753623188406,28.839285714285715,0.725,0.41935483870967744,0.22758620689655173,0.08421052631578947,0.20555555555555555,0.04375,0.21914893617021278,0.0696629213483146,0.10344827586206896,0.1111111111111111,0.0625,0.14,0.29357798165137616,0.24691358024691357,0.2109375,0.19230769230769232,0.13043478260869565,0.6666666666666666,0.4448979591836735,0.6605504587155964,0.7346938775510204,0.2816326530612245,0.42028985507246375,0.4915254237288136,0.2530612244897959,0.4032258064516129,0.4098360655737705,0.84,,,,,0.02040816326530612,0.2,0.2,1.0,,,,0.45161290322580644,0.8928571428571429,0.04838709677419355,0.3333333333333333,0.46530612244897956,0.2,0.48562131147540977,0.5141111111111112,0.47497741935483867,0.13970588235294118,0.14232209737827714,0.1289308176100629,0.34276729559748426,7.513333333333333,26.139999999999997,0.3113113113113113,24.0,,,,,5.0,3.0,,,,,,0.5972222222222222,0.4827586206896552,0.7272727272727273,,,,,14.0,16.0,3.0,0.10091743119266056,0.016129032258064516,0.058823529411764705,0.05128205128205128,0.03571428571428571,0.5833333333333334,0.21428571428571427,,,,,,,,,,,True
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,8668.0,144.0,-21,312.0,305.0,125.0,108.0,32.0,617.0,13.0,19.0,2.0,3.0,4.0,16.0,4.0,8.0,2.0,4.0,6.0,19.0,1.0,2.0,,4.0,21.0,43.0,8.0,23.0,10.0,76.0,353,,1.0,1.0,3.0,,3.0,5.0,10.0,2.0,8.0,2.0,18.0,10.0,32.0,24.0,,19.0,6.0,5.0,13.0,1.0,14.0,,1.0,2.0,3.0,8.0,29.0,,2.0,2.0,4.0,2.0,8.0,2.0,10.0,1.0,4.0,4.0,,1.0,1.0,1.0,5.0,,1.0,,6.0,1.0,3.0,9.0,,16,,,1.0,15.0,,1.0,1.0,15.0,5.0,9.0,1.0,1.0,1.0,,1.0,,18.0,125.0,2.0,1.0,0.23809523809523808,0.23809523809523808,1.0,0.34782608695652173,0.3333333333333333,0.25,0.34782608695652173,0.4883720930232558,,0.5,0.5,0.375,0.4444444444444444,0.5352112676056338,0.375,0.47368421052631576,0.3484848484848485,0.11627906976744186,0.0625,22.448979591836732,0.16666666666666666,0.09523809523809523,0.04819277108433735,0.02666666666666667,0.034482758620689655,,0.0425531914893617,0.015748031496062992,,0.047619047619047616,,0.05128205128205128,0.06896551724137931,,0.021739130434782608,0.08333333333333333,0.03225806451612903,,0.2878787878787879,0.6842105263157895,0.8666666666666667,0.24242424242424243,0.25,0.26666666666666666,0.12121212121212122,0.5,0.5,0.5,0.06060606060606061,0.5,0.5,1.0,0.2878787878787879,0.3157894736842105,0.3157894736842105,1.0,0.5,0.5,1.0,0.16666666666666666,0.6666666666666666,0.2222222222222222,,0.6363636363636364,0.3157894736842105,0.48689307692307693,0.5000625000000001,0.46473888888888887,0.12857142857142856,0.19148936170212766,0.039473684210526314,0.23684210526315788,7.548837209302326,25.36086956521739,0.40064102564102566,1.0,1.0,2.0,4.0,,2.0,,,,,,,0.23076923076923078,,0.25,0.25,0.2222222222222222,0.5,,,,,0.21052631578947367,,,0.03333333333333333,,,,,,,,,,,,,,True
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,15483.0,258.0,9,557.0,537.0,260.0,246.0,56.0,1094.0,10.0,17.0,4.0,9.0,11.0,23.0,9.0,27.0,2.0,8.0,6.0,40.0,1.0,6.0,2.0,19.0,30.0,67.0,8.0,48.0,19.0,103.0,618,,1.0,2.0,8.0,,6.0,13.0,29.0,2.0,23.0,11.0,43.0,14.0,46.0,12.0,12.0,37.0,6.0,6.0,19.0,4.0,23.0,1.0,3.0,12.0,3.0,4.0,50.0,,3.0,13.0,2.0,1.0,16.0,3.0,19.0,1.0,9.0,5.0,4.0,9.0,3.0,8.0,3.0,1.0,,,12.0,,1.0,6.0,,24,,1.0,,13.0,,,1.0,20.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,41.0,259.0,3.0,2.0,0.23333333333333334,0.23333333333333334,0.5,0.16666666666666666,0.25,0.08695652173913043,0.17777777777777778,0.44776119402985076,,0.4482758620689655,0.3652173913043478,0.3333333333333333,0.3076923076923077,0.4186991869918699,0.3333333333333333,0.37719298245614036,0.41739130434782606,0.08955223880597014,0.17391304347826086,21.88006482982172,0.75,0.02564102564102564,0.013986013986013986,0.02,0.13541666666666666,,0.06276150627615062,0.012875536480686695,0.04878048780487805,0.022222222222222223,,,0.03636363636363636,,0.14492753623188406,0.1111111111111111,0.015873015873015872,0.5,0.14782608695652175,0.5882352941176471,0.6666666666666666,0.2,0.4782608695652174,0.5789473684210527,0.23478260869565218,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06956521739130435,0.25,0.25,1.0,0.34782608695652173,0.15,0.16216216216216217,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.17307692307692307,0.4444444444444444,0.36538461538461536,0.10526315789473684,0.5652173913043478,0.16216216216216217,0.4577405405405406,0.4718374999999999,0.4502854166666667,0.05,0.043478260869565216,0.05825242718446602,0.4174757281553398,11.16865671641791,26.935416666666665,0.466786355475763,,2.0,,4.0,3.0,,,,3.0,,0.0625,0.075,0.1,0.2727272727272727,,0.2222222222222222,0.07692307692307693,,0.058823529411764705,,,,0.11764705882352941,,,,,,,1.0,3.0,0.5,1.0,,,,,,,True
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,21353.0,356.0,63,719.0,720.0,202.0,171.0,78.0,1439.0,18.0,31.0,4.0,10.0,,3.0,2.0,4.0,8.0,28.0,8.0,31.0,,2.0,5.0,10.0,20.0,38.0,16.0,59.0,10.0,98.0,727,4.0,9.0,1.0,4.0,,11.0,5.0,12.0,5.0,11.0,5.0,30.0,38.0,2.0,48.0,,31.0,8.0,8.0,13.0,6.0,19.0,4.0,2.0,11.0,1.0,1.0,44.0,5.0,8.0,20.0,25.0,4.0,49.0,14.0,63.0,1.0,16.0,13.0,3.0,6.0,2.0,6.0,8.0,,1.0,,14.0,1.0,3.0,19.0,2.0,42,2.0,2.0,2.0,13.0,,1.0,1.0,14.0,2.0,5.0,3.0,8.0,7.0,,9.0,3.0,30.0,202.0,4.0,1.0,0.95,1.0,1.0,0.2711864406779661,0.25,0.45454545454545453,0.2711864406779661,0.5263157894736842,0.4444444444444444,0.4166666666666667,0.4536082474226804,0.4230769230769231,0.5434782608695652,0.47572815533980584,0.39285714285714285,0.5555555555555556,0.6082474226804123,0.21052631578947367,0.3333333333333333,14.408866995073893,0.42857142857142855,0.09523809523809523,0.11627906976744186,0.03827751196172249,0.145985401459854,0.04424778761061947,0.1278409090909091,0.040372670807453416,0.014705882352941176,0.0847457627118644,0.08571428571428572,0.12162162162162163,0.13414634146341464,0.0847457627118644,0.1702127659574468,0.09302325581395349,0.019230769230769232,0.3333333333333333,0.31958762886597936,0.5806451612903226,0.75,0.030927835051546393,,,0.041237113402061855,0.5,0.5,1.0,0.28865979381443296,0.2857142857142857,0.2962962962962963,1.0,0.31958762886597936,0.25806451612903225,0.25806451612903225,1.0,0.15384615384615385,,,0.43478260869565216,0.4,0.43478260869565216,0.5,0.9278350515463918,0.25806451612903225,0.5660304123711342,0.5504583333333334,0.5535695652173913,0.05,0.12195121951219512,0.11224489795918367,0.30612244897959184,3.9236842105263157,24.65084745762712,0.2809457579972184,7.0,2.0,,1.0,1.0,,1.0,,,1.0,0.01694915254237288,,0.9444444444444444,,0.5384615384615384,0.15384615384615385,0.043478260869565216,,,4.0,2.0,1.0,0.22580645161290322,,0.02857142857142857,0.024390243902439025,0.02564102564102564,0.5714285714285714,0.75,1.0,,0.5,1.0,1.0,1.0,1.0,0.03571428571428571,,,True
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,4880.0,81.0,-14,179.0,171.0,98.0,92.0,16.0,350.0,4.0,11.0,3.0,8.0,2.0,4.0,3.0,6.0,,,,1.0,,,,1.0,9.0,21.0,,1.0,6.0,24.0,197,,,,,,,6.0,15.0,,1.0,5.0,17.0,18.0,,,,,,5.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,,3.0,2.0,6.0,1.0,9.0,4.0,13.0,,2.0,,2.0,1.0,,1.0,4.0,,,1.0,5.0,1.0,2.0,10.0,1.0,17,,1.0,1.0,8.0,3.0,1.0,1.0,7.0,1.0,3.0,1.0,5.0,3.0,2.0,5.0,3.0,17.0,98.0,2.0,1.0,1.0,1.0,,,,,,0.42857142857142855,,0.4,0.4090909090909091,,0.375,0.48,,0.4473684210526316,0.045454545454545456,0.23809523809523808,0.25,15.306122448979592,0.2,0.08333333333333333,0.13953488372093023,0.05263157894736842,0.05714285714285714,,0.10256410256410256,0.03571428571428571,0.2,,,0.25,0.13636363636363635,,0.043478260869565216,0.08333333333333333,,0.6,0.5,0.36363636363636365,0.5714285714285714,0.18181818181818182,0.5,0.6666666666666666,0.2727272727272727,0.5,0.5,1.0,,,,,0.045454545454545456,,,,,,,0.5,0.375,0.0625,,0.5454545454545454,,0.44868571428571424,,0.4648466666666667,0.125,0.13043478260869565,,0.7083333333333334,7.714285714285714,53.6,0.547486033519553,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,0.36363636363636365,,0.16666666666666666,,,,,,1.0,,,,,,,1.0,,True
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,25058.0,418.0,39,835.0,847.0,202.0,173.0,96.0,1682.0,47.0,65.0,13.0,15.0,2.0,6.0,,,,,,,,,,,49.0,71.0,,,59.0,157.0,882,15.0,27.0,,,11.0,41.0,14.0,16.0,,,48.0,76.0,72.0,26.0,,,,,3.0,7.0,6.0,13.0,4.0,2.0,6.0,,1.0,32.0,17.0,24.0,47.0,58.0,19.0,124.0,42.0,166.0,1.0,15.0,11.0,4.0,4.0,3.0,2.0,9.0,2.0,,,13.0,2.0,2.0,20.0,,37,,4.0,2.0,85.0,,6.0,,136.0,4.0,17.0,53.0,30.0,18.0,10.0,30.0,12.0,76.0,201.0,4.0,8.0,0.7346938775510204,0.9473684210526315,,,,,,0.6901408450704225,0.5555555555555556,0.875,0.6901408450704225,0.5555555555555556,0.875,0.572992700729927,0.5694444444444444,0.5588235294117647,,0.04225352112676056,0.16666666666666666,15.482502651113467,0.3076923076923077,0.5135135135135135,0.2283464566929134,0.10434782608695652,0.30718954248366015,0.12781954887218044,0.257985257985258,0.11294765840220386,0.07894736842105263,0.14084507042253522,0.16216216216216217,0.25,0.2,0.2361111111111111,0.3148148148148148,0.28888888888888886,0.05263157894736842,0.4,0.9154929577464789,0.7230769230769231,0.746031746031746,0.08450704225352113,0.3333333333333333,0.4,,,,,,,,,,,,,,,,0.9375,0.8666666666666667,,,0.9154929577464789,,0.6488014084507041,0.5714111111111111,0.6915125000000001,0.20238095238095238,0.20238095238095238,0.2611464968152866,0.4840764331210191,1.5098591549295772,,0.24191616766467067,24.0,,,,,,2.0,,,2.0,,,0.7446808510638298,0.5,0.8888888888888888,,,,,14.0,22.0,1.0,0.03076923076923077,,0.0196078431372549,0.0963855421686747,0.11458333333333333,0.5833333333333334,0.21428571428571427,,,,,,,1.0,,2.0,1.0,True
2563,1610612746,Dahntay Jones,Dahntay Jones,2563,LAC,89.0,1.0,-6,1.0,6.0,1.0,6.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.25,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
