EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BlockingFouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on,Blocked3s,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,23701.0,395,12,718,727,104,121,110,1445,24.0,58,10.0,25.0,2.0,5.0,7.0,17.0,1.0,31.0,76,7.0,69,745,10.0,27.0,4.0,24.0,3.0,7.0,2.0,8.0,40.0,22.0,12.0,9.0,27.0,11.0,38.0,7.0,4.0,20.0,6.0,1.0,87.0,10.0,34.0,1.0,22,59.0,6.0,87,45.0,132,2.0,10.0,4.0,6.0,15.0,4.0,13.0,5.0,2.0,20.0,2.0,3.0,19.0,37.0,4.0,28.0,1.0,7.0,1.0,20.0,8.0,2.0,14.0,13.0,1.0,14.0,7.0,1.0,1.0,8.0,104,2.0,2.0,0.6451612903225806,0.8,0.40789473684210525,0.37037037037037035,0.42857142857142855,0.40789473684210525,0.37037037037037035,0.42857142857142855,0.4011627906976744,0.4,0.4,0.11842105263157894,0.08620689655172414,0.23529411764705882,12.514757969303423,0.75,0.375,0.058823529411764705,0.21851851851851853,0.12927756653992395,0.2037037037037037,0.08695652173913043,0.21428571428571427,0.1164021164021164,0.08490566037735849,0.16,0.15853658536585366,0.08,0.13333333333333333,0.20192307692307693,0.19047619047619047,0.2524271844660194,0.2413793103448276,0.047619047619047616,0.05714285714285714,0.5,0.7631578947368421,0.41379310344827586,0.4528301886792453,0.7083333333333334,0.2236842105263158,0.4117647058823529,0.5384615384615384,0.42857142857142855,0.013157894736842105,0.9259259259259259,0.4,0.4,0.7142857142857143,0.4,0.7631578947368421,0.547367105263158,0.579868,0.4906714285714285,0.09523809523809523,0.09523809523809523,0.34782608695652173,0.11594202898550725,2.9460526315789473,0.14484679665738162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201166,1610612741,Aaron Brooks,Aaron Brooks,201166,CHI,4720.0,79,-36,139,139,13,14,18,278,6.0,10,3.0,3.0,2.0,2.0,3.0,10.0,3.0,11.0,23,2.0,33,163,4.0,5.0,,8.0,2.0,3.0,,4.0,6.0,16.0,,3.0,4.0,4.0,8.0,3.0,1.0,3.0,,1.0,20.0,,1.0,,3,3.0,1.0,7,1.0,8,,1.0,,1.0,5.0,1.0,3.0,1.0,2.0,6.0,,,5.0,11.0,,7.0,,,1.0,5.0,2.0,,1.0,,1.0,1.0,,,,4.0,13,,,0.2727272727272727,0.2727272727272727,0.4782608695652174,0.8,0.6666666666666666,0.44285714285714284,0.6666666666666666,0.4,0.44594594594594594,0.6666666666666666,0.4,0.13043478260869565,0.2,0.1,26.70807453416149,0.8333333333333334,0.16666666666666666,,0.08571428571428572,0.021739130434782608,0.14285714285714285,,0.10714285714285714,0.013888888888888888,,,0.06666666666666667,,,,,0.15,0.16666666666666666,,,,0.2857142857142857,0.6,0.75,0.3333333333333333,0.2857142857142857,0.3,0.3333333333333333,,0.08571428571428572,0.5,1.0,0.3333333333333333,0.4,1.0,0.6285714285714286,0.47893714285714284,0.46213,0.4941,0.05405405405405406,0.08,0.24242424242424243,0.12121212121212122,6.88695652173913,0.09352517985611511,2.0,3.0,12.0,1.0,2.0,3.0,12.0,1.0,2.0,3.0,6.0,12.0,3.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.34285714285714286,0.6666666666666666,0.6666666666666666,0.5,0.34285714285714286,0.25,0.25,0.3333333333333333,0.16666666666666666,0.4,0.25,26.299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,19413.0,324,53,590,597,90,106,93,1187,25.0,49,3.0,7.0,4.0,7.0,12.0,34.0,36.0,51.0,119,24.0,180,589,5.0,13.0,2.0,18.0,7.0,18.0,2.0,28.0,22.0,80.0,4.0,17.0,35.0,20.0,55.0,12.0,8.0,15.0,5.0,15.0,130.0,3.0,7.0,,9,19.0,1.0,29,10.0,39,4.0,9.0,5.0,4.0,16.0,4.0,10.0,9.0,6.0,25.0,5.0,3.0,10.0,16.0,,26.0,2.0,1.0,,26.0,13.0,1.0,4.0,2.0,1.0,4.0,3.0,,,28.0,90,,1.0,0.21568627450980393,0.22448979591836735,0.42857142857142855,0.38461538461538464,0.3888888888888889,0.4508670520231214,0.5,0.40625,0.4864864864864865,0.5294117647058824,0.42424242424242425,0.14285714285714285,0.22448979591836735,0.17647058823529413,30.085959885386817,0.64,0.09090909090909091,,0.08050847457627118,0.03167420814479638,0.1,0.03225806451612903,0.08588957055214724,0.03184713375796178,0.021739130434782608,0.03278688524590164,0.04411764705882353,0.037037037037037035,,0.07608695652173914,0.05,0.10714285714285714,0.08450704225352113,0.15789473684210525,0.047058823529411764,0.75,0.2832369942196532,0.5102040816326531,0.6578947368421053,0.24,0.19653179190751446,0.35294117647058826,0.42857142857142855,0.25,0.20809248554913296,0.4375,0.42857142857142855,0.3333333333333333,0.21875,0.5714285714285714,0.5953757225433526,0.48850843023255813,0.4571346153846154,0.45953064516129033,0.07065217391304347,0.1,0.1,0.15555555555555556,8.505882352941176,0.15254237288135594,14.0,17.0,52.0,3.0,13.0,18.0,54.0,3.0,14.0,30.0,24.0,51.0,17.0,,,0.5555555555555556,0.3333333333333333,0.33962264150943394,0.31213872832369943,0.3888888888888889,0.3888888888888889,0.14285714285714285,0.30057803468208094,0.3269230769230769,0.3333333333333333,0.5294117647058824,0.1875,0.40625,0.3333333333333333,26.175925925925927,1.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.2857142857142857,0.018518518518518517,0.019230769230769232,0.011560693641618497,0.5,0.5,1.0,0.6666666666666666,0.5,0.03125,0.3076923076923077,,,,,,,,,,,,,,,True,,,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,8264.0,138,-34,243,252,25,40,36,495,9.0,17,1.0,4.0,,1.0,3.0,7.0,13.0,13.0,37,5.0,31,276,1.0,7.0,2.0,4.0,,3.0,1.0,1.0,20.0,6.0,2.0,5.0,4.0,3.0,7.0,3.0,,4.0,,,17.0,5.0,7.0,1.0,6,17.0,1.0,24,13.0,37,,3.0,3.0,,3.0,,3.0,5.0,,8.0,1.0,,5.0,13.0,2.0,12.0,,1.0,,10.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,25,,1.0,0.7692307692307693,0.8333333333333334,0.35135135135135137,0.14285714285714285,,0.35135135135135137,0.14285714285714285,,0.36904761904761907,0.2222222222222222,0.125,0.13513513513513514,0.17647058823529413,0.2857142857142857,17.24137931034483,0.375,0.125,0.16666666666666666,0.20987654320987653,0.0707070707070707,0.13043478260869565,0.16129032258064516,0.18110236220472442,0.09230769230769231,0.05555555555555555,0.12,0.05263157894736842,0.14285714285714285,0.3333333333333333,0.25925925925925924,0.1875,0.18421052631578946,0.08333333333333333,0.3,,1.0,0.4594594594594595,0.5294117647058824,0.6428571428571429,0.7777777777777778,0.1891891891891892,0.42857142857142855,0.6,0.6666666666666666,0.35135135135135137,0.5714285714285714,0.25,,0.3333333333333333,,0.4594594594594595,0.506,0.5087999999999999,0.4964,0.075,0.075,0.12903225806451613,0.03225806451612903,7.667567567567565,0.102880658436214,1.0,,,,,,,,,,,,,,,,,,,0.07692307692307693,0.07692307692307693,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,
2399,1610612741,Mike Dunleavy,Mike Dunleavy,2399,CHI,16319.0,272,43,503,499,78,89,74,1002,8.0,14,4.0,4.0,1.0,2.0,,2.0,10.0,12.0,26,10.0,91,506,4.0,5.0,3.0,23.0,2.0,3.0,5.0,12.0,16.0,8.0,4.0,4.0,15.0,8.0,23.0,7.0,1.0,8.0,3.0,4.0,54.0,1.0,5.0,,15,10.0,,25,6.0,31,,6.0,5.0,1.0,7.0,,7.0,5.0,,12.0,1.0,3.0,12.0,25.0,1.0,18.0,1.0,5.0,1.0,11.0,4.0,2.0,5.0,2.0,2.0,5.0,2.0,,,12.0,78,2.0,2.0,0.6666666666666666,0.8,0.46153846153846156,0.8,0.6666666666666666,0.6230769230769231,0.9090909090909091,0.875,0.6521739130434783,0.9583333333333334,0.9166666666666666,0.15384615384615385,0.21428571428571427,0.5,13.728813559322033,0.5833333333333334,,,0.052083333333333336,0.026881720430107527,0.19480519480519481,0.0136986301369863,0.09293680297397769,0.023166023166023165,0.0410958904109589,,0.03636363636363636,0.01639344262295082,,0.02666666666666667,0.06,0.07462686567164178,0.1875,0.23076923076923078,,0.4,0.2153846153846154,0.5714285714285714,0.7272727272727273,0.625,0.03076923076923077,,,,0.15384615384615385,0.36363636363636365,1.0,0.25,0.5,0.5,0.8153846153846154,0.5388176923076923,0.53201,0.53685,0.05970149253731343,0.14285714285714285,0.25274725274725274,0.13186813186813187,8.288461538461538,0.1550695825049702,4.0,9.0,26.0,3.0,,19.0,39.0,6.0,1.0,57.0,,26.0,9.0,,1.0,1.0,0.48717948717948717,0.48717948717948717,0.6,0.4,0.4,0.75,0.4,0.34615384615384615,0.36,1.0,0.2727272727272727,,0.34615384615384615,24.966666666666665,10.0,13.0,1.0,1.0,,4.0,1.0,,1.0,1.0,,2.0,,2.0,1.0,0.6666666666666666,1.0,0.02564102564102564,0.038461538461538464,0.2,0.7692307692307693,0.7692307692307693,1.0,0.3333333333333333,1.0,0.25,,,3.0,3.0,1.0,1.0,0.2727272727272727,1.0,1.0,1.0,,,,,,True,,,,
202703,1610612741,Nikola Mirotic,Nikola Mirotic,202703,CHI,4970.0,83,-22,152,152,24,28,32,304,3.0,9,,1.0,,1.0,,4.0,6.0,4.0,19,10.0,33,181,,3.0,3.0,6.0,,2.0,1.0,4.0,8.0,,,7.0,3.0,1.0,4.0,1.0,,2.0,1.0,,9.0,2.0,2.0,,3,4.0,1.0,8,4.0,12,1.0,1.0,1.0,,7.0,,3.0,,4.0,7.0,1.0,1.0,6.0,8.0,,7.0,,,,12.0,5.0,,4.0,2.0,2.0,4.0,1.0,,,4.0,24,1.0,,1.0,1.0,0.21052631578947367,,,0.3382352941176471,0.3,0.375,0.4230769230769231,0.42857142857142855,0.4,0.3684210526315789,0.3333333333333333,0.5,24.46808510638298,1.0,0.16666666666666666,,0.07692307692307693,0.03636363636363636,0.15,0.06666666666666667,0.09722222222222222,0.047058823529411764,0.07692307692307693,,,0.07407407407407407,,0.1111111111111111,,0.08,0.16666666666666666,,0.058823529411764705,0.25,0.2647058823529412,0.3333333333333333,0.5,1.0,0.11764705882352941,,,,0.17647058823529413,0.2,,,0.25,,0.7058823529411765,0.49633939393939397,0.4391,0.44688333333333335,0.15384615384615385,0.21739130434782608,0.18181818181818182,0.12121212121212122,7.989473684210527,0.15789473684210525,1.0,5.0,13.0,1.0,1.0,5.0,15.0,2.0,2.0,15.0,,11.0,4.0,,,1.0,0.3333333333333333,0.2857142857142857,0.4411764705882353,0.16666666666666666,0.25,1.0,0.38235294117647056,0.38461538461538464,0.38461538461538464,1.0,0.2,0.25,0.36363636363636365,26.5,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,0.5,0.5,,,0.058823529411764705,,,,1.0,1.0,0.25,1.0,,,1.0,,,0.2,,,,1.0,1.0,0.3333333333333333,0.0625,,True,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,3858.0,64,-26,114,120,22,37,20,234,,1,,,,1.0,1.0,1.0,2.0,1.0,4,2.0,16,140,,,,,,1.0,,6.0,2.0,,,1.0,5.0,3.0,8.0,,3.0,5.0,,,19.0,,,,1,2.0,,3,,3,,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,6.0,8.0,,4.0,,,,3.0,2.0,,,,,,,,,6.0,22,1.0,,1.0,1.0,0.25,,,0.6363636363636364,,1.0,0.6666666666666666,,1.0,0.25,1.0,,9.352517985611511,,,,0.07692307692307693,,0.05555555555555555,,0.06818181818181818,,,,,,,,0.25,0.1111111111111111,0.06666666666666667,,,,0.09090909090909091,,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,,,,0.3333333333333333,,0.7272727272727273,0.5162954545454546,,0.5905166666666667,0.16666666666666666,0.4,,0.375,11.95,0.19298245614035087,,1.0,4.0,,,4.0,7.0,,2.0,12.0,,4.0,1.0,,,1.0,0.5714285714285714,0.5714285714285714,0.6363636363636364,,,,0.36363636363636365,0.25,0.25,1.0,,,0.25,24.914285714285715,3.0,3.0,2.0,,,,2.0,,,,,,1.0,1.0,,,1.0,,,0.2727272727272727,1.0,1.0,1.0,,,0.6666666666666666,,,,,2.0,,,,,1.0,,,,,,True,,,,
202710,1610612741,Jimmy Butler,Jimmy Butler,202710,CHI,21326.0,355,33,647,656,97,116,102,1303,32.0,50,3.0,6.0,5.0,6.0,4.0,17.0,32.0,46.0,99,40.0,189,662,6.0,12.0,4.0,22.0,8.0,17.0,7.0,41.0,52.0,40.0,6.0,11.0,18.0,8.0,26.0,6.0,2.0,8.0,3.0,7.0,60.0,2.0,13.0,,10,23.0,2.0,35,15.0,50,5.0,20.0,15.0,5.0,7.0,4.0,5.0,7.0,2.0,14.0,1.0,,12.0,19.0,,38.0,2.0,,,46.0,22.0,3.0,4.0,2.0,1.0,4.0,1.0,,,41.0,97,,3.0,0.5652173913043478,0.6046511627906976,0.46464646464646464,0.5,0.47058823529411764,0.5,0.5294117647058824,0.5862068965517241,0.5625,0.5789473684210527,0.6212121212121212,0.1111111111111111,0.08,0.29411764705882354,23.915900131406044,0.5,0.16666666666666666,,0.09055118110236221,0.055793991416309016,0.10752688172043011,0.02,0.09510086455331412,0.04504504504504504,0.07,0.047619047619047616,0.04285714285714286,0.023255813953488372,,0.08080808080808081,0.06557377049180328,0.11702127659574468,0.1111111111111111,0.09523809523809523,0.07142857142857142,0.25,0.33557046979865773,0.64,0.6956521739130435,0.65625,0.11409395973154363,0.23529411764705882,0.3333333333333333,0.5,0.21476510067114093,0.35294117647058826,0.5,,0.20689655172413793,0.8333333333333334,0.6711409395973155,0.5293117449664428,0.4801730769230769,0.500596551724138,0.1393939393939394,0.19298245614035087,0.1164021164021164,0.21693121693121692,8.083838383838383,0.14992272024729522,10.0,14.0,38.0,3.0,8.0,19.0,50.0,5.0,12.0,48.0,9.0,38.0,14.0,,,0.8421052631578947,0.38,0.38,0.33557046979865773,0.3125,0.3333333333333333,0.3,0.2550335570469799,0.3684210526315789,0.3684210526315789,0.7857142857142857,0.17647058823529413,0.27586206896551724,0.3684210526315789,25.046000000000003,5.0,12.0,4.0,2.0,4.0,2.0,6.0,,,1.0,,1.0,,7.0,1.0,0.4,0.5,,,0.08053691275167785,0.4166666666666667,0.4166666666666667,1.0,0.6666666666666666,1.0,0.13793103448275862,0.5,,,2.0,2.0,,0.11764705882352941,,,0.5,,1.0,0.0625,0.0196078431372549,1.0,True,,,,
203503,1610612741,Tony Snell,Tony Snell,203503,CHI,5454.0,91,-16,158,169,29,26,24,327,1.0,3,,,,1.0,1.0,2.0,6.0,4.0,11,2.0,31,162,,,,3.0,,3.0,,,8.0,,,1.0,3.0,,3.0,,,3.0,,,6.0,,,,4,5.0,1.0,10,,10,,,,,2.0,,,1.0,2.0,3.0,1.0,2.0,6.0,10.0,,2.0,,,1.0,2.0,1.0,,2.0,2.0,,2.0,1.0,,,,29,1.0,,1.0,1.0,0.36363636363636365,,,0.5178571428571429,0.75,,0.5344827586206896,0.75,,0.09090909090909091,,,17.02127659574468,0.6666666666666666,0.25,,0.07936507936507936,,0.15384615384615385,,0.10112359550561797,,,,,,,0.05,0.08333333333333333,0.0967741935483871,0.15,0.16666666666666666,,0.5,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.5,0.5,1.0,0.21428571428571427,,,,0.2,,0.7142857142857143,0.4905500000000001,0.57735,0.47380999999999995,0.034482758620689655,0.08333333333333333,0.0967741935483871,,11.790909090909093,0.18354430379746836,2.0,5.0,14.0,2.0,2.0,7.0,17.0,2.0,2.0,21.0,,14.0,5.0,,,1.0,0.4117647058823529,0.4117647058823529,0.6071428571428571,0.3333333333333333,0.4,1.0,0.5,0.35714285714285715,0.35714285714285715,1.0,1.0,0.4,0.35714285714285715,25.105882352941176,2.0,3.0,,1.0,,1.0,,,,,1.0,,,,,0.5,,,,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,,0.16666666666666666,,,True,,,,
2200,1610612741,Pau Gasol,Pau Gasol,2200,CHI,10480.0,175,53,326,324,38,28,41,650,12.0,15,3.0,5.0,1.0,1.0,8.0,22.0,28.0,37.0,65,10.0,84,301,7.0,10.0,5.0,19.0,3.0,4.0,2.0,8.0,66.0,8.0,6.0,3.0,6.0,4.0,10.0,2.0,2.0,4.0,,2.0,24.0,1.0,6.0,,7,30.0,1.0,38,7.0,45,,3.0,2.0,1.0,6.0,1.0,5.0,3.0,1.0,9.0,1.0,1.0,4.0,9.0,2.0,19.0,1.0,2.0,,12.0,7.0,,13.0,8.0,3.0,13.0,8.0,,,8.0,38,2.0,,0.8918918918918919,0.9705882352941176,0.5692307692307692,0.7,0.75,0.5522388059701493,0.7,0.6,0.5833333333333334,0.7916666666666666,0.6666666666666666,0.046153846153846156,0.06666666666666667,0.09090909090909091,21.715817694369974,0.6666666666666666,0.3333333333333333,,0.2127659574468085,0.057692307692307696,0.17073170731707318,0.019230769230769232,0.2032967032967033,0.04487179487179487,0.0975609756097561,,0.06896551724137931,0.022727272727272728,,0.16666666666666666,0.2702702702702703,0.22727272727272727,0.17647058823529413,0.14285714285714285,,0.6153846153846154,0.22388059701492538,0.8,0.8571428571428571,0.8333333333333334,0.3283582089552239,0.36363636363636365,0.4,0.75,0.417910447761194,0.5,0.6,0.3333333333333333,0.2,1.0,0.2537313432835821,0.4748731343283582,0.5543833333333333,0.52147,0.09722222222222222,0.1,0.2261904761904762,0.09523809523809523,10.821538461538461,0.1165644171779141,17.0,,,,,,2.0,,1.0,,,,,2.0,,,,,0.029850746268656716,0.6071428571428571,0.6071428571428571,1.0,,,,,,,,23.45,,2.0,1.0,,,,,,,,,1.0,,2.0,2.0,,,,,0.029850746268656716,,,,,,0.2,,,,,,1.0,,,,,,,,,,True,,,,
