EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,SecondChanceFG2A,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,DefThreePtRebounds,Offensive Fouls Drawn,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeAssists,LostBallTurnovers,AtRimPctBlocked,SecondChanceArc3FGA,SecondChanceFG3A,Charge Fouls Drawn,SecondChanceArc3Frequency,SecondChanceFtPoints,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,Travels,on,2pt And 1 Free Throw Trips,SecondChanceCorner3FGA,OffThreePtRebounds,BlockingFouls,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Charge Fouls,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,Offensive Fouls,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,91.0,2,-2.0,7,6,5.0,6,13,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,12.0,2.0,3.0,6.0,6.0,2.0,1.0,2.0,6.0,5.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,42.857142857142854,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.5,0.44090000000000007,0.44090000000000007,1.0,26.2,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,1692.0,28,-20.0,65,66,13.0,19,131,,1.0,,,1.0,1.0,,,1.0,2.0,8.0,77.0,,,1.0,3.0,1.0,1.0,5.0,1.0,13.0,,1.0,0.5,,0.5,0.2777777777777778,,0.36363636363636365,0.5,0.2222222222222222,19.444444444444446,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,,,,,0.2222222222222222,1.0,0.43625555555555556,,0.125,24.15,0.2,7.0,4.0,1.0,3.0,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.25,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4098,0.1,0.125,11.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,1397.0,23,-12.0,54,55,11.0,17,109,,,,,1.0,1.0,,,1.0,1.0,12.0,66.0,,,2.0,3.0,1.0,1.0,3.0,2.0,11.0,1.0,1.0,1.0,,1.0,0.6875,0.3333333333333333,0.75,0.3333333333333333,0.125,19.672131147540984,,,,,0.125,1.0,1.0,1.0,,,,,0.375,1.0,0.4673375,0.46950000000000003,0.16666666666666666,27.4,0.2037037037037037,6.0,3.0,1.0,2.0,4.0,7.0,1.0,1.0,,4.0,,,,,,,,,,,,3.0,3.0,1.0,,4.0,1.0,2.0,4.0,1.0,,,,0.5714285714285714,,,0.75,0.375,0.25,0.5,0.5,0.6538,0.125,,8.871428571428572,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.5,0.2857142857142857,0.05,0.2,0.038461538461538464,0.2,0.4,0.16666666666666666,0.3333333333333333,0.25,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,1055.0,18,9.0,39,38,13.0,12,77,,,,,,,,,,,12.0,33.0,,,6.0,,,,3.0,6.0,13.0,,,,,,0.6666666666666666,0.75,0.6666666666666666,0.75,,22.727272727272727,,,,,,,,,,,,,0.4444444444444444,,0.5133444444444444,0.517675,0.5,,0.3333333333333333,4.0,4.0,,1.0,6.0,9.0,,,,8.0,,2.0,2.0,4.0,1.0,1.0,2.0,10.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,0.6666666666666666,,,1.0,0.4444444444444444,0.1111111111111111,,,,,,6.922222222222222,3.0,4.0,,,2.0,3.0,3.0,,,3.0,4.0,4.0,,,1.0,,2.0,,2.0,,,,,0.3333333333333333,0.3333333333333333,,0.75,,,,0.06666666666666667,,0.1,,,,,0.5,0.4444444444444444,0.75,0.75,0.6666666666666666,0.75,0.75,,,,0.75,0.6666666666666666,,,1.0,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202718,1610612742,Chandler Parsons,Chandler Parsons,202718,DAL,2207.0,37,-16.0,84,84,17.0,22,168,,,,,,4.0,,1.0,,4.0,10.0,92.0,,1.0,,,4.0,,1.0,,17.0,,,,,,0.3333333333333333,,0.3333333333333333,,0.26666666666666666,17.204301075268816,,,,,0.26666666666666666,,,,,,1.0,,0.7333333333333333,,0.5490833333333334,0.5187,,25.1,0.20238095238095238,8.0,3.0,,1.0,5.0,11.0,,,,4.0,1.0,1.0,1.0,2.0,1.0,,,5.0,,,,1.0,,,,1.0,,1.0,1.0,,,,,0.45454545454545453,0.09090909090909091,,1.0,0.2,0.06666666666666667,,,,,,4.000000000000001,5.0,7.0,,,,,,,,,,6.0,,,5.0,,6.0,,6.0,,,,,0.6,0.6,,,,,,0.2,,0.16666666666666666,,,0.1111111111111111,0.2727272727272727,0.2,0.4666666666666667,0.7142857142857143,0.8333333333333334,0.6,,,,,,,,,,1.0,,0.09090909090909091,0.125,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612742,Rajon Rondo,Rajon Rondo,200765,DAL,1362.0,23,-26.0,52,53,3.0,10,105,1.0,1.0,,,,1.0,,,1.0,2.0,13.0,72.0,,,,3.0,1.0,,2.0,,3.0,,1.0,0.5,,0.5,0.4642857142857143,,0.4642857142857143,,0.14285714285714285,26.315789473684212,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,,,,,,,,0.42857142857142855,,0.4579785714285714,,,24.55,0.057692307692307696,5.0,4.0,3.0,4.0,5.0,12.0,,,,8.0,1.0,3.0,,3.0,,,2.0,6.0,,,,1.0,1.0,,,1.0,,2.0,3.0,,,,,0.4166666666666667,0.08333333333333333,0.25,1.0,0.2857142857142857,0.2857142857142857,0.75,0.75,0.5301,,,8.866666666666667,2.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,0.2857142857142857,0.5,0.5,,,,0.3333333333333333,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612742,Tyson Chandler,Tyson Chandler,2199,DAL,1566.0,26,-20.0,59,60,8.0,15,119,,,,,,,,,,,7.0,74.0,,,,,,,2.0,,8.0,,,,,,0.6,,0.5833333333333334,,,11.940298507462686,,,,,,,,,,,,,0.8,,0.60002,,,,0.13559322033898305,7.0,1.0,,,3.0,5.0,1.0,4.0,,6.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,,,2.0,2.0,1.0,,,0.6,0.2,1.0,0.5,0.2,,,,0.655775,0.16666666666666666,0.16666666666666666,2.58,3.0,4.0,3.0,4.0,,,,3.0,7.0,,,,6.0,6.0,5.0,1.0,8.0,6.0,14.0,,1.0,,,,,0.75,,0.75,0.7,0.5,0.3125,0.25,0.30434782608695654,0.2,0.3333333333333333,0.5,0.16666666666666666,0.25,0.8,0.75,0.75,,,,,1.0,0.75,,,,1.0,2.0,,0.2857142857142857,0.25,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202329,1610612742,Al-Farouq Aminu,Al-Farouq Aminu,202329,DAL,667.0,11,,24,24,5.0,3,48,,1.0,,,,,,,,1.0,2.0,16.0,,,,,,,2.0,,5.0,,,,,,0.5,,0.5,,0.5,8.0,0.5,,,,,,,,,,,,1.0,,0.59885,,,23.5,0.20833333333333334,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.6193,,,1.2,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,,1.0,1.0,,0.1,0.1111111111111111,0.07142857142857142,0.08333333333333333,0.5,0.3333333333333333,,,0.5,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1610612742,Amar'e Stoudemire,Amar'e Stoudemire,2405,DAL,593.0,10,3.0,21,20,5.0,3,41,,,,,,,,,,,6.0,11.0,,,,,,,2.0,,5.0,,,,,,0.25,,0.3333333333333333,,,45.45454545454545,,,,,,,,,,,,,0.375,,0.3862,0.4007,,,0.23809523809523808,1.0,4.0,,1.0,2.0,8.0,2.0,,,2.0,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,0.25,0.375,0.25,,0.5,0.125,,,,0.1111111111111111,0.1111111111111111,7.9375,1.0,3.0,,,,1.0,1.0,,,,2.0,2.0,,,1.0,2.0,3.0,,3.0,,,,,0.5,0.5,,,,,1.0,0.1111111111111111,,0.07692307692307693,,,,0.2,,0.375,0.3333333333333333,1.0,1.0,0.25,0.3333333333333333,,,,0.5,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,1.0,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,405.0,7,4.0,15,14,5.0,3,29,,2.0,,1.0,,,,,,2.0,,7.0,,1.0,,,,,,,5.0,,,,,,,,,,1.0,17.64705882352941,1.0,,,,,,,,1.0,,,,1.0,,0.599175,0.61545,,23.5,0.3333333333333333,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,2.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
