EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,PlusMinus,DefPoss,TotalPoss,FtPoints,Points,OpponentPoints,Fouls,FTA,TwoPtShootingFoulsDrawn,TsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondsPlayed,Minutes,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,BlockedArc3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PtsUnassisted3s,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,FTOffRebounds,3SecondViolations,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockingFouls,Technical Free Throw Trips
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,-1.0,1,1,1.0,1.0,1,1,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,101.0,760,1537,35.0,168.0,775,34,51.0,24.0,0.5029940119760479,0.14814814814814814,0.183206106870229,23731.0,396.0,777.0,202.0,119.0,93.0,33.0,61.0,7.0,16.0,8.0,16.0,13.0,39.0,4.0,14.0,2.0,7.0,1.0,9.0,24.0,2.0,5.0,50.0,114.0,11.0,31.0,10.0,21.0,1.0,3.0,23.0,16.0,28.0,2.0,5.0,20.0,58.0,62.0,38.0,33.0,8.0,24.0,9.0,7.0,20.0,22.0,42.0,14.0,8.0,16.0,2.0,2.0,106.0,12.0,17.0,24.0,44.0,5.0,73.0,29.0,102.0,5.0,17.0,10.0,7.0,10.0,6.0,8.0,14.0,2.0,2.0,1.0,2.0,24.0,2.0,4.0,18.0,2.0,3.0,1.0,48.0,1.0,4.0,1.0,3.0,7.0,5.0,13.0,1.0,10.0,1.0,3.0,14.0,9.0,2.0,58.0,196.0,3.0,5.0,0.62,0.6739130434782609,1.0,0.3548387096774194,0.4,0.3548387096774194,0.43859649122807015,0.47619047619047616,0.5714285714285714,0.4586206896551724,0.45454545454545453,0.5757575757575758,0.5,0.6744186046511628,0.21379310344827587,0.06140350877192982,0.08196721311475409,0.05128205128205128,21.557562076749438,0.4166666666666667,0.22727272727272727,0.16,0.0735930735930736,0.21428571428571427,0.08759124087591241,0.17571059431524547,0.07880434782608696,0.1,0.04225352112676056,0.06666666666666667,0.08737864077669903,0.08823529411764706,0.10679611650485436,0.15789473684210525,0.21875,0.18666666666666668,0.2702702702702703,0.06578947368421052,0.6428571428571429,0.4206896551724138,0.5409836065573771,0.5892857142857143,0.6666666666666666,0.2689655172413793,0.3333333333333333,0.35135135135135137,0.46153846153846156,0.09655172413793103,0.2857142857142857,0.2857142857142857,0.75,0.04827586206896552,0.2857142857142857,0.2857142857142857,1.0,0.16551724137931034,0.375,0.375,1.0,0.7272727272727273,0.4375,0.42857142857142855,0.045454545454545456,0.48484848484848486,0.5,0.15151515151515152,0.4,0.6344827586206897,0.375,0.5103731034482758,0.5537535714285714,0.5267727272727273,0.13690476190476192,0.34523809523809523,5.642982456140349,24.761290322580646,0.25997425997426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,70.0,800,1608,13.0,189.0,771,27,17.0,7.0,0.5308988764044944,0.03977272727272727,0.041916167664670656,24621.0,410.0,808.0,183.0,152.0,95.0,50.0,62.0,13.0,17.0,11.0,15.0,10.0,30.0,25.0,69.0,2.0,6.0,,,3.0,,1.0,85.0,161.0,2.0,9.0,13.0,22.0,,,26.0,18.0,32.0,1.0,5.0,3.0,42.0,132.0,38.0,6.0,18.0,2.0,,4.0,25.0,19.0,44.0,14.0,5.0,15.0,4.0,6.0,107.0,11.0,24.0,18.0,56.0,7.0,81.0,35.0,116.0,5.0,11.0,6.0,5.0,9.0,1.0,3.0,11.0,2.0,6.0,2.0,,20.0,2.0,3.0,14.0,,3.0,6.0,27.0,1.0,6.0,,,1.0,2.0,15.0,2.0,11.0,,4.0,17.0,14.0,,41.0,177.0,4.0,,0.7764705882352941,0.868421052631579,1.0,0.2222222222222222,0.2,0.25,0.5279503105590062,0.5909090909090909,0.5625,0.5176470588235295,0.5909090909090909,0.527027027027027,0.5909090909090909,0.5384615384615384,0.052941176470588235,0.024844720496894408,,0.1,21.59214830970556,0.45,0.30434782608695654,0.19310344827586207,0.09302325581395349,0.14754098360655737,0.07586206896551724,0.1796116504854369,0.08684863523573201,0.16470588235294117,0.08235294117647059,0.03409090909090909,0.10091743119266056,,0.20430107526881722,0.20238095238095238,0.17699115044247787,0.12790697674418605,0.19444444444444445,0.06578947368421052,0.8235294117647058,0.36470588235294116,0.8064516129032258,0.8064516129032258,0.76,0.17647058823529413,0.3333333333333333,0.37037037037037035,0.5,0.40588235294117647,0.36231884057971014,0.36764705882352944,0.92,0.03529411764705882,0.3333333333333333,0.3333333333333333,1.0,0.01764705882352941,,,,0.7727272727272727,0.7647058823529411,0.3076923076923077,,0.40540540540540543,0.7333333333333333,0.02702702702702703,,0.4176470588235294,,0.4833097633136095,0.5554949999999999,0.49378888888888894,0.13756613756613756,0.2222222222222222,9.680745341614907,26.46666666666667,0.2264851485148515,1.0,4.0,1.0,2.0,1.0,0.014492753623188406,0.10810810810810811,0.25,,,,,,,,,,,,,,,,,,,,,,True,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,96.0,744,1511,33.0,192.0,745,24,41.0,16.0,0.5,0.08602150537634409,0.1111111111111111,23229.0,387.0,767.0,164.0,106.0,96.0,35.0,70.0,1.0,5.0,9.0,20.0,15.0,39.0,7.0,22.0,2.0,3.0,,13.0,39.0,2.0,11.0,57.0,131.0,15.0,42.0,2.0,7.0,2.0,2.0,6.0,12.0,30.0,2.0,11.0,18.0,48.0,18.0,96.0,24.0,2.0,39.0,13.0,6.0,63.0,26.0,89.0,16.0,10.0,41.0,5.0,17.0,204.0,2.0,6.0,4.0,27.0,,31.0,8.0,39.0,4.0,19.0,7.0,12.0,28.0,4.0,20.0,9.0,3.0,8.0,,1.0,37.0,3.0,14.0,10.0,,,1.0,41.0,,,1.0,1.0,3.0,6.0,4.0,1.0,,1.0,2.0,5.0,3.0,,44.0,160.0,2.0,4.0,0.15789473684210525,0.16071428571428573,0.5333333333333333,0.35714285714285715,0.18181818181818182,0.35714285714285715,0.4351145038167939,0.2857142857142857,0.4,0.4595375722543353,0.2222222222222222,0.36585365853658536,0.3,0.4528301886792453,0.24277456647398843,0.04580152671755725,0.04285714285714286,0.07692307692307693,26.052332195676907,0.7567567567567568,,0.10344827586206896,0.024193548387096774,0.037037037037037035,0.014492753623188406,0.08401084010840108,0.02072538860103627,0.03225806451612903,0.024096385542168676,0.013888888888888888,0.018867924528301886,,0.07692307692307693,0.0547945205479452,0.16494845360824742,0.05405405405405406,,0.043478260869565216,0.6,0.4046242774566474,0.5,0.5223880597014925,0.22857142857142856,0.2254335260115607,0.38461538461538464,0.4166666666666667,,0.12716763005780346,0.3181818181818182,0.3181818181818182,0.14285714285714285,0.017341040462427744,0.6666666666666666,0.6666666666666666,1.0,0.2254335260115607,0.3333333333333333,0.34210526315789475,0.46153846153846156,0.5555555555555556,0.2,1.0,,0.4878048780487805,0.45,0.2682926829268293,0.18181818181818182,0.6473988439306358,0.3333333333333333,0.5240245664739883,0.53703,0.5303768292682927,0.03125,0.25,6.327480916030534,25.44047619047619,0.2138200782268579,,,,,,,,,2.0,21.0,1.0,2.0,0.023809523809523808,0.02564102564102564,0.2222222222222222,,,,,,,,,,,,,,,True,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,60.0,1018,2051,13.0,156.0,1032,27,16.0,4.0,0.5611510791366906,0.043795620437956206,0.16,31535.0,526.0,1033.0,267.0,209.0,127.0,2.0,4.0,,,,,1.0,2.0,10.0,17.0,6.0,22.0,2.0,33.0,88.0,7.0,23.0,13.0,23.0,39.0,110.0,2.0,4.0,16.0,,22.0,,,10.0,27.0,4.0,34.0,22.0,4.0,111.0,,88.0,33.0,,28.0,5.0,33.0,3.0,2.0,21.0,2.0,5.0,71.0,,1.0,24.0,42.0,3.0,69.0,1.0,70.0,,20.0,9.0,11.0,15.0,3.0,9.0,6.0,1.0,6.0,,,21.0,2.0,6.0,13.0,1.0,2.0,,24.0,3.0,,2.0,,2.0,2.0,14.0,1.0,10.0,1.0,1.0,15.0,7.0,,32.0,261.0,1.0,1.0,0.8461538461538461,0.8461538461538461,0.9487179487179487,0.35454545454545455,0.37037037037037035,0.35454545454545455,0.5652173913043478,0.5,,0.5375939849624061,0.55,0.5555555555555556,0.55,0.5862068965517241,0.8270676691729323,,,,13.582342954159593,0.7142857142857143,0.09090909090909091,0.11830985915492957,0.003115264797507788,0.15584415584415584,,0.12966601178781925,0.0019305019305019305,0.00819672131147541,,,,,0.1349206349206349,0.11,0.10852713178294573,0.1651376146788991,0.13333333333333333,,0.4666666666666667,0.03007518796992481,0.5,0.5,1.0,0.015037593984962405,0.5,0.5,1.0,0.12781954887218044,0.5882352941176471,0.5882352941176471,0.8,0.16541353383458646,0.2727272727272727,0.2857142857142857,1.0,0.6616541353383458,0.375,0.3793103448275862,0.9393939393939394,,,,0.1,,,0.8518518518518519,0.30434782608695654,0.8571428571428571,0.375,0.5191864661654135,0.5147266666666668,0.5062,0.14102564102564102,0.21794871794871795,14.908695652173915,25.182727272727274,0.2584704743465634,3.0,4.0,,,,,0.14814814814814814,0.75,14.0,6.0,2.0,3.0,0.01818181818181818,0.011363636363636364,0.7,6.0,6.0,2.0,0.375,0.045454545454545456,0.42857142857142855,0.8333333333333334,0.017857142857142856,,,,,,,True,,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,73.0,691,1392,27.0,184.0,703,20,33.0,14.0,0.6388888888888888,0.10638297872340426,0.15384615384615385,21409.0,357.0,701.0,153.0,102.0,93.0,38.0,52.0,9.0,12.0,7.0,8.0,6.0,21.0,3.0,8.0,10.0,17.0,3.0,11.0,32.0,2.0,6.0,47.0,81.0,21.0,49.0,12.0,18.0,8.0,,30.0,9.0,13.0,2.0,8.0,6.0,30.0,70.0,24.0,60.0,16.0,32.0,11.0,7.0,15.0,9.0,24.0,7.0,2.0,8.0,2.0,5.0,57.0,9.0,12.0,7.0,29.0,6.0,42.0,21.0,63.0,2.0,10.0,9.0,1.0,5.0,1.0,4.0,6.0,1.0,1.0,,1.0,11.0,3.0,4.0,9.0,,2.0,3.0,26.0,1.0,1.0,1.0,,4.0,3.0,2.0,1.0,1.0,1.0,,3.0,2.0,,28.0,148.0,1.0,2.0,0.7446808510638298,0.8974358974358975,0.9523809523809523,0.42857142857142855,0.25,0.42857142857142855,0.5802469135802469,0.6666666666666666,0.6923076923076923,0.6038461538461538,0.5769230769230769,0.5714285714285714,0.5769230769230769,0.625,0.3769230769230769,0.08641975308641975,0.057692307692307696,0.14285714285714285,19.15945611866502,0.45454545454545453,0.35294117647058826,0.11788617886178862,0.05309734513274336,0.0707070707070707,0.07086614173228346,0.10434782608695652,0.059490084985835696,0.06097560975609756,0.05333333333333334,0.043478260869565216,0.07216494845360824,0.06666666666666667,0.10344827586206896,0.08571428571428572,0.15730337078651685,0.08823529411764706,0.03225806451612903,0.0392156862745098,0.6666666666666666,0.4,0.7307692307692307,0.7755102040816326,0.7368421052631579,0.16153846153846155,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.06153846153846154,0.375,0.42857142857142855,1.0,0.13076923076923078,0.5882352941176471,0.5882352941176471,1.0,0.24615384615384617,0.34375,0.36666666666666664,0.9090909090909091,0.46153846153846156,0.75,0.2222222222222222,0.11538461538461539,0.38095238095238093,0.875,0.2857142857142857,0.3333333333333333,0.7769230769230769,0.34375,0.5356419230769232,0.49614444444444444,0.5189571428571428,0.16304347826086957,0.16304347826086957,4.870370370370369,24.665306122448982,0.21825962910128388,,2.0,,,1.0,0.125,0.09523809523809523,,5.0,3.0,2.0,1.0,0.04081632653061224,0.0625,0.19230769230769232,2.0,2.0,1.0,0.25,,0.4,1.0,0.02,,,,,,,True,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,-10.0,42,80,,6.0,46,2,,,0.5,,,1153.0,19.0,38.0,7.0,12.0,5.0,3.0,3.0,,,,,,,,1.0,,1.0,,,1.0,,,3.0,4.0,,2.0,,,,,,,,,,,,2.0,4.0,,,1.0,,,2.0,,2.0,,,2.0,,,4.0,,,1.0,,,1.0,,1.0,,4.0,1.0,3.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.75,,,0.5,,,,,0.3333333333333333,,,,16.27906976744186,1.0,,,,0.2,,0.0625,,,,,,,,,,0.2,,,,0.5,1.0,1.0,0.3333333333333333,,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,,0.8333333333333334,,0.6644583333333333,,,,,4.775,24.8,0.18421052631578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,-9.0,245,485,11.0,33.0,241,12,15.0,6.0,0.4714285714285714,0.18181818181818182,0.3,7443.0,124.0,240.0,95.0,94.0,27.0,7.0,11.0,,,4.0,5.0,1.0,3.0,,1.0,2.0,10.0,,,3.0,,2.0,8.0,15.0,2.0,13.0,1.0,3.0,1.0,1.0,3.0,5.0,8.0,2.0,8.0,3.0,19.0,16.0,,6.0,,3.0,,1.0,3.0,1.0,4.0,1.0,,3.0,,,9.0,,,7.0,9.0,4.0,20.0,,20.0,,5.0,2.0,3.0,3.0,,3.0,2.0,,,,1.0,5.0,,1.0,6.0,,1.0,,14.0,1.0,1.0,,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,6.0,3.0,,18.0,93.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,0.25,0.15384615384615385,0.5333333333333333,0.3333333333333333,0.625,0.39285714285714285,0.25,0.5,0.375,0.5277777777777778,0.4642857142857143,0.06666666666666667,0.09090909090909091,,14.814814814814813,0.6,0.36363636363636365,0.10588235294117647,,0.16666666666666666,,0.12598425196850394,,,,,,,0.1111111111111111,0.08,0.12121212121212122,0.10344827586206896,0.3076923076923077,,0.5,0.39285714285714285,0.6363636363636364,0.7,1.0,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.03571428571428571,,,,0.35714285714285715,0.2,0.2,1.0,0.10714285714285714,,,,,,,,0.3125,0.8,0.125,,0.8571428571428571,,0.538962962962963,0.4075,0.5603866666666666,0.09090909090909091,0.5757575757575758,4.8133333333333335,24.961538461538467,0.3958333333333333,2.0,6.0,,1.0,,,0.375,0.3333333333333333,1.0,,,,,,0.25,,,,,,,,,,,,,,,True,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,-41.0,320,641,14.0,81.0,340,11,18.0,9.0,0.4308510638297872,0.0967741935483871,0.11688311688311688,9905.0,165.0,321.0,116.0,111.0,34.0,22.0,40.0,2.0,4.0,11.0,21.0,1.0,14.0,6.0,16.0,1.0,4.0,1.0,2.0,12.0,,5.0,29.0,70.0,3.0,16.0,3.0,7.0,2.0,2.0,11.0,14.0,35.0,,5.0,5.0,33.0,14.0,44.0,6.0,,12.0,2.0,10.0,25.0,9.0,34.0,5.0,4.0,14.0,4.0,7.0,77.0,,2.0,4.0,12.0,,16.0,2.0,18.0,1.0,8.0,4.0,4.0,10.0,4.0,6.0,8.0,1.0,4.0,,1.0,18.0,2.0,3.0,1.0,1.0,,1.0,13.0,,,,1.0,2.0,1.0,,,,,,,,,33.0,115.0,3.0,1.0,0.2413793103448276,0.2413793103448276,0.6666666666666666,0.1875,,0.1875,0.4142857142857143,0.42857142857142855,0.4,0.38953488372093026,0.5,0.35,0.55,0.39285714285714285,0.18604651162790697,0.14285714285714285,0.15,0.2857142857142857,31.372549019607845,0.5555555555555556,,0.11214953271028037,0.021739130434782608,0.07272727272727272,,0.09876543209876543,0.012738853503184714,,0.037037037037037035,0.03333333333333333,,,0.06976744186046512,0.034482758620689655,0.22857142857142856,0.046511627906976744,0.16666666666666666,0.022727272727272728,,0.46511627906976744,0.55,0.6470588235294118,0.13636363636363635,0.16279069767441862,0.07142857142857142,0.1,,0.18604651162790697,0.375,0.375,0.6666666666666666,0.046511627906976744,0.25,0.25,1.0,0.13953488372093023,0.16666666666666666,0.16666666666666666,0.5,0.4444444444444444,0.5,,0.1111111111111111,0.525,0.5238095238095238,0.125,,0.6511627906976745,0.16666666666666666,0.5064267441860465,0.53494375,0.49012874999999995,0.13580246913580246,0.4074074074074074,6.618571428571428,24.7625,0.3613707165109034,,,,,,,,,1.0,3.0,,,,,0.1111111111111111,1.0,1.0,,0.5,,1.0,1.0,,,,,,,,True,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,-15.0,144,295,2.0,26.0,159,5,2.0,2.0,0.48148148148148145,0.07407407407407407,0.1111111111111111,4565.0,76.0,151.0,30.0,41.0,21.0,9.0,13.0,4.0,5.0,1.0,1.0,,4.0,,1.0,1.0,3.0,1.0,1.0,6.0,,2.0,9.0,18.0,2.0,9.0,4.0,5.0,2.0,1.0,9.0,1.0,1.0,,2.0,,2.0,8.0,10.0,6.0,8.0,6.0,1.0,1.0,,,,,,,,,,5.0,4.0,3.0,6.0,2.0,11.0,9.0,20.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,2.0,,,2.0,,,1.0,3.0,,1.0,,,2.0,,,,,,,,,,2.0,30.0,2.0,,0.4444444444444444,0.8,1.0,0.2222222222222222,,0.2222222222222222,0.5,0.8,1.0,0.4444444444444444,0.5714285714285714,0.3333333333333333,0.6428571428571429,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.07692307692307693,,16.666666666666668,0.5,0.2222222222222222,0.13333333333333333,0.09090909090909091,0.125,0.125,0.13043478260869565,0.10714285714285714,0.2,,0.06666666666666667,0.1,0.2,0.13636363636363635,0.16666666666666666,0.09090909090909091,0.11764705882352941,0.14285714285714285,,,0.48148148148148145,0.6923076923076923,0.75,0.4444444444444444,0.14814814814814814,,,,0.037037037037037035,,,,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.7142857142857143,0.8,,0.14285714285714285,0.3333333333333333,1.0,0.6666666666666666,,0.8148148148148148,0.16666666666666666,0.5500370370370371,0.62005,0.4202333333333333,0.34615384615384615,0.07692307692307693,4.272222222222222,24.88888888888889,0.1986754966887417,,,,,,,,,1.0,,,,,,0.14285714285714285,,,,,,,,,,,,,,,True,,
