EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,PlusMinus,DefPoss,TotalPoss,FtPoints,Points,OpponentPoints,Fouls,FTA,TwoPtShootingFoulsDrawn,TsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondsPlayed,Minutes,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,SecondChanceTurnovers,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,PtsUnassisted3s,Fg3aBlocked,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockingFouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,DefensiveGoaltends,FTOffRebounds,3SecondViolations,OffFTReboundPct,Technical Free Throw Trips
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,-1.0,1,1,1.0,1.0,1,1,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,115.0,683,1373,37.0,154.0,673,30,52.0,26.0,0.5238095238095238,0.18181818181818182,0.23008849557522124,21144.0,352.0,690.0,140.0,104.0,73.0,32.0,49.0,8.0,12.0,6.0,8.0,10.0,33.0,3.0,13.0,3.0,8.0,1.0,1.0,1.0,6.0,22.0,1.0,1.0,4.0,45.0,95.0,9.0,30.0,9.0,15.0,2.0,3.0,21.0,10.0,18.0,2.0,5.0,14.0,40.0,54.0,36.0,27.0,8.0,22.0,6.0,5.0,24.0,13.0,37.0,11.0,2.0,19.0,3.0,2.0,87.0,8.0,12.0,22.0,40.0,5.0,67.0,20.0,87.0,3.0,13.0,7.0,6.0,7.0,4.0,6.0,11.0,1.0,1.0,1.0,2.0,18.0,2.0,18.0,2.0,2.0,1.0,44.0,1.0,4.0,2.0,8.0,4.0,12.0,1.0,9.0,1.0,3.0,13.0,8.0,40.0,134.0,2.0,4.0,0.6,0.6585365853658537,1.0,0.3,0.4,0.3,0.47368421052631576,0.6,0.5555555555555556,0.468,0.5294117647058824,0.5652173913043478,0.5833333333333334,0.6666666666666666,0.24,0.05263157894736842,0.061224489795918366,0.06060606060606061,21.262886597938145,0.3888888888888889,0.22727272727272727,0.1593625498007968,0.06030150753768844,0.205607476635514,0.06779661016949153,0.17318435754189945,0.06309148264984227,0.11594202898550725,0.015384615384615385,0.046153846153846156,0.06521739130434782,0.07692307692307693,0.14634146341463414,0.12987012987012986,0.1956521739130435,0.18055555555555555,0.2571428571428571,0.046153846153846156,0.6153846153846154,0.392,0.6530612244897959,0.6956521739130435,0.625,0.264,0.30303030303030304,0.3225806451612903,0.5,0.104,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.064,0.375,0.375,1.0,0.176,0.2727272727272727,0.2727272727272727,1.0,0.7058823529411765,0.6666666666666666,0.5,0.058823529411764705,0.058823529411764705,0.34782608695652173,0.75,0.043478260869565216,1.0,0.17391304347826086,0.25,0.632,0.2727272727272727,0.513082,0.5355090909090909,0.5093978260869566,0.13636363636363635,0.2597402597402597,5.642105263157894,24.730000000000004,0.2028985507246377,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,41.0,1015,2033,15.0,231.0,1011,34,20.0,9.0,0.525,0.04128440366972477,0.0430622009569378,31298.0,522.0,1018.0,229.0,213.0,112.0,56.0,68.0,14.0,18.0,13.0,17.0,14.0,44.0,35.0,90.0,2.0,6.0,,1.0,4.0,,3.0,,,1.0,105.0,202.0,2.0,9.0,15.0,27.0,,,30.0,21.0,42.0,1.0,5.0,3.0,48.0,166.0,44.0,6.0,18.0,2.0,,7.0,37.0,22.0,59.0,16.0,6.0,20.0,9.0,8.0,140.0,14.0,26.0,23.0,65.0,10.0,98.0,40.0,138.0,5.0,13.0,7.0,6.0,11.0,2.0,4.0,14.0,2.0,7.0,2.0,,25.0,3.0,18.0,,4.0,7.0,34.0,1.0,6.0,,2.0,2.0,20.0,3.0,14.0,,5.0,23.0,16.0,47.0,223.0,4.0,,0.7904761904761904,0.8645833333333334,1.0,0.2222222222222222,0.2,0.25,0.5198019801980198,0.5555555555555556,0.5,0.5118483412322274,0.5555555555555556,0.4787234042553192,0.5555555555555556,0.4897959183673469,0.04265402843601896,0.034653465346534656,,0.09090909090909091,21.37870855148342,0.44,0.2702702702702703,0.17955801104972377,0.08201892744479496,0.1411042944785276,0.07329842931937172,0.1676190476190476,0.07874015748031496,0.1414141414141414,0.0660377358490566,0.044642857142857144,0.08666666666666667,0.024390243902439025,0.17543859649122806,0.19469026548672566,0.17037037037037037,0.1415929203539823,0.14,0.053763440860215055,0.6956521739130435,0.3222748815165877,0.8235294117647058,0.8235294117647058,0.7857142857142857,0.20853080568720378,0.3181818181818182,0.35,0.5,0.4265402843601896,0.3888888888888889,0.40229885057471265,0.9142857142857143,0.02843601895734597,0.3333333333333333,0.3333333333333333,1.0,0.014218009478672985,,,,0.6666666666666666,0.7777777777777778,0.35714285714285715,,,0.3617021276595745,0.7647058823529411,0.0851063829787234,0.25,0.02127659574468085,,0.36492890995260663,,0.47181166666666674,0.5360954545454544,0.4729282608695652,0.12987012987012986,0.2077922077922078,10.210891089108912,26.46666666666667,0.224950884086444,1.0,2.0,3.0,1.0,1.0,0.03333333333333333,,,,,,,,,,,,,,,,,,True,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,81.0,733,1486,30.0,179.0,734,26,34.0,14.0,0.5085227272727273,0.08139534883720931,0.10852713178294573,22984.0,383.0,753.0,132.0,100.0,83.0,29.0,55.0,1.0,5.0,4.0,9.0,16.0,37.0,10.0,25.0,2.0,3.0,,,,11.0,40.0,2.0,2.0,9.0,55.0,117.0,13.0,43.0,2.0,6.0,2.0,4.0,8.0,7.0,17.0,2.0,9.0,13.0,33.0,16.0,94.0,21.0,2.0,40.0,11.0,6.0,61.0,23.0,84.0,15.0,8.0,40.0,4.0,17.0,191.0,2.0,6.0,4.0,23.0,,27.0,8.0,35.0,4.0,18.0,6.0,12.0,25.0,3.0,17.0,9.0,3.0,8.0,,1.0,34.0,10.0,10.0,,,2.0,36.0,,,1.0,2.0,4.0,5.0,,,,3.0,5.0,2.0,29.0,128.0,2.0,2.0,0.14545454545454545,0.14814814814814814,0.5384615384615384,0.3023255813953488,0.2222222222222222,0.3023255813953488,0.4700854700854701,0.3333333333333333,0.4117647058823529,0.465625,0.25,0.38461538461538464,0.4,0.4852941176470588,0.26875,0.05128205128205128,0.07272727272727272,0.05405405405405406,24.734982332155475,0.7352941176470589,,0.09163346613545817,0.02564102564102564,0.03508771929824561,0.014598540145985401,0.07397260273972603,0.0215633423180593,0.041666666666666664,0.024390243902439025,0.0125,0.01834862385321101,,0.0759493670886076,0.05128205128205128,0.13829787234042554,0.04878048780487805,,0.04819277108433735,0.4,0.34375,0.5272727272727272,0.5686274509803921,0.20689655172413793,0.23125,0.43243243243243246,0.45714285714285713,0.0625,0.15625,0.4,0.4,0.1,0.01875,0.6666666666666666,0.6666666666666666,1.0,0.25,0.275,0.28205128205128205,0.45454545454545453,0.625,0.2,1.0,,0.25,0.34615384615384615,0.4444444444444444,,,0.34615384615384615,0.2222222222222222,0.6125,0.275,0.5186859375,0.5708125,0.4852557692307693,0.0446927374301676,0.18435754189944134,7.135897435897435,25.430232558139537,0.1752988047808765,,3.0,,2.0,,,18.0,1.0,1.0,0.023255813953488372,0.025,,,,,,,,,,,,,True,,,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,70.0,800,1608,5.0,119.0,771,20,7.0,2.0,0.5666666666666667,0.028846153846153848,0.10526315789473684,24621.0,410.0,808.0,183.0,152.0,95.0,2.0,4.0,,,,,1.0,1.0,9.0,14.0,4.0,16.0,1.0,1.0,1.0,26.0,68.0,11.0,5.0,16.0,12.0,19.0,30.0,84.0,2.0,3.0,12.0,,19.0,,,6.0,17.0,2.0,20.0,22.0,2.0,84.0,,68.0,26.0,,22.0,2.0,24.0,1.0,1.0,16.0,2.0,4.0,50.0,,1.0,20.0,32.0,1.0,53.0,1.0,54.0,,16.0,6.0,10.0,11.0,2.0,7.0,4.0,1.0,4.0,,,15.0,4.0,9.0,,2.0,,15.0,2.0,,,2.0,1.0,8.0,1.0,5.0,1.0,,9.0,5.0,18.0,177.0,1.0,,0.9166666666666666,0.9166666666666666,0.9333333333333333,0.35714285714285715,0.35294117647058826,0.35714285714285715,0.631578947368421,0.6666666666666666,,0.5533980582524272,0.6333333333333333,0.5294117647058824,0.6333333333333333,0.5555555555555556,0.8155339805825242,,,,13.086150490730644,0.7333333333333333,0.043478260869565216,0.1103448275862069,0.003875968992248062,0.16393442622950818,,0.1262135922330097,0.0024813895781637717,0.011764705882352941,,,,,0.11827956989247312,0.10714285714285714,0.10619469026548672,0.1744186046511628,0.1388888888888889,,0.5555555555555556,0.038834951456310676,0.5,0.5,1.0,0.009708737864077669,1.0,1.0,1.0,0.13592233009708737,0.6428571428571429,0.6428571428571429,0.8888888888888888,0.1553398058252427,0.25,0.26666666666666666,1.0,0.6601941747572816,0.38235294117647056,0.3880597014925373,0.9230769230769231,,,,0.06666666666666667,0.7333333333333333,,,0.058823529411764705,1.0,0.9411764705882353,0.3125,0.8543689320388349,0.38235294117647056,0.5200640776699029,0.5279045454545455,0.502164705882353,0.15966386554621848,0.16806722689075632,14.231578947368423,25.22142857142857,0.2264851485148515,,1.0,,3.0,,,6.0,2.0,2.0,0.023809523809523808,0.014705882352941176,5.0,5.0,1.0,0.4166666666666667,0.0625,0.45454545454545453,0.8,0.011764705882352941,,,,,True,,,,,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,64.0,773,1548,30.0,188.0,779,28,37.0,16.0,0.6103896103896104,0.11258278145695365,0.16842105263157894,23939.0,399.0,775.0,152.0,125.0,86.0,35.0,51.0,7.0,10.0,7.0,9.0,8.0,21.0,3.0,11.0,7.0,15.0,3.0,,1.0,15.0,40.0,5.0,3.0,9.0,46.0,83.0,22.0,55.0,10.0,16.0,8.0,,29.0,10.0,14.0,3.0,10.0,6.0,35.0,72.0,20.0,63.0,12.0,40.0,15.0,8.0,15.0,8.0,23.0,6.0,2.0,6.0,3.0,6.0,54.0,9.0,12.0,10.0,36.0,8.0,54.0,21.0,75.0,2.0,12.0,11.0,1.0,8.0,1.0,5.0,6.0,1.0,3.0,,1.0,14.0,4.0,15.0,,2.0,3.0,30.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,33.0,147.0,,2.0,0.782608695652174,0.9,0.9545454545454546,0.4,0.3,0.4,0.5542168674698795,0.625,0.7142857142857143,0.572463768115942,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.625,0.39855072463768115,0.0963855421686747,0.0784313725490196,0.14285714285714285,19.243986254295532,0.5714285714285714,0.32,0.13186813186813187,0.0502092050209205,0.08547008547008547,0.06521739130434782,0.11794871794871795,0.05570291777188329,0.06493506493506493,0.05063291139240506,0.03614457831325301,0.0625,0.07692307692307693,0.15294117647058825,0.06976744186046512,0.16666666666666666,0.0759493670886076,0.10526315789473684,0.034482758620689655,0.6,0.3695652173913043,0.6862745098039216,0.7446808510638298,0.7714285714285715,0.15217391304347827,0.38095238095238093,0.4444444444444444,0.75,0.07971014492753623,0.2727272727272727,0.3,1.0,0.10869565217391304,0.4666666666666667,0.4666666666666667,1.0,0.2898550724637681,0.375,0.39473684210526316,0.9333333333333333,0.4166666666666667,0.7,0.2857142857142857,0.125,0.20833333333333334,0.375,0.7777777777777778,0.041666666666666664,,0.375,0.3333333333333333,0.7681159420289855,0.375,0.5352985507246377,0.49754444444444446,0.52233125,0.15425531914893617,0.18617021276595744,5.277108433734939,24.832727272727272,0.19612903225806452,,3.0,,1.0,,0.09090909090909091,3.0,2.0,1.0,0.03636363636363636,0.05,3.0,3.0,1.0,0.375,,0.6,1.0,0.017857142857142856,1.0,,,,True,,,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,-42.0,94,179,,15.0,105,3,,,0.46875,,,2721.0,45.0,85.0,16.0,21.0,8.0,3.0,3.0,,,,,,2.0,,2.0,,1.0,,,,3.0,8.0,,1.0,2.0,3.0,7.0,3.0,9.0,,,,,,,,1.0,2.0,,3.0,2.0,4.0,3.0,,8.0,3.0,1.0,4.0,,4.0,,,3.0,,1.0,8.0,,1.0,1.0,2.0,1.0,4.0,1.0,5.0,,3.0,1.0,2.0,2.0,,1.0,,,1.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,3.0,16.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.42857142857142855,,,0.46875,,0.75,,0.75,0.5625,0.14285714285714285,,0.5,19.148936170212767,1.0,0.125,0.06896551724137931,0.03225806451612903,0.047619047619047616,,0.06,0.018518518518518517,,0.07142857142857142,,,,,,0.2,0.0625,,,,0.1875,1.0,1.0,0.3333333333333333,0.125,,,,0.125,,,,0.0625,,,,0.5,0.375,0.375,0.3333333333333333,,,,,,,,,,1.0,0.5,0.75,0.375,0.55716875,,0.560025,,0.2,7.571428571428571,25.611111111111114,0.18823529411764706,,,,,,,6.0,,,,,,,,,,,,,,,,,True,,,,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,-20.0,308,606,9.0,47.0,305,11,11.0,5.0,0.4895833333333333,0.10638297872340426,0.15151515151515152,9236.0,154.0,298.0,93.0,128.0,31.0,13.0,20.0,3.0,3.0,4.0,9.0,3.0,6.0,,3.0,,6.0,,,2.0,2.0,8.0,1.0,,2.0,16.0,29.0,2.0,14.0,4.0,6.0,1.0,1.0,9.0,5.0,13.0,,4.0,2.0,12.0,30.0,2.0,6.0,,8.0,2.0,2.0,3.0,,3.0,,,2.0,1.0,,6.0,,1.0,12.0,11.0,7.0,30.0,1.0,31.0,,10.0,5.0,5.0,1.0,,1.0,1.0,,,,,2.0,,6.0,,,1.0,12.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,11.0,91.0,3.0,,0.9375,0.9375,1.0,0.14285714285714285,,0.14285714285714285,0.5517241379310345,0.6666666666666666,0.38461538461538464,0.4418604651162791,0.5714285714285714,0.29411764705882354,0.6428571428571429,0.3333333333333333,0.32558139534883723,0.06896551724137931,0.05,0.16666666666666666,14.970059880239521,0.5,0.4375,0.09565217391304348,0.011494252873563218,0.21052631578947367,,0.13372093023255813,0.006622516556291391,,0.037037037037037035,,,,0.03225806451612903,0.09523809523809523,0.14285714285714285,0.24324324324324326,0.15,,0.6,0.46511627906976744,0.65,0.6842105263157895,0.9230769230769231,0.13953488372093023,0.5,0.6,1.0,0.06976744186046512,,,,0.13953488372093023,,,,0.18604651162790697,0.25,0.25,1.0,0.42857142857142855,1.0,1.0,,0.14285714285714285,0.5294117647058824,0.4444444444444444,0.11764705882352941,,0.11764705882352941,,0.7906976744186046,0.25,0.5466130952380953,0.5468,0.56429375,0.19148936170212766,0.2553191489361702,4.610344827586206,25.47142857142857,0.31208053691275167,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,-33.0,338,674,17.0,79.0,342,15,21.0,11.0,0.4072164948453608,0.1134020618556701,0.14285714285714285,10433.0,174.0,336.0,112.0,115.0,34.0,19.0,36.0,2.0,4.0,10.0,21.0,1.0,15.0,5.0,16.0,1.0,3.0,,,,3.0,17.0,1.0,,4.0,25.0,67.0,4.0,20.0,3.0,7.0,1.0,2.0,11.0,12.0,34.0,,4.0,6.0,30.0,16.0,34.0,9.0,,17.0,3.0,11.0,29.0,8.0,37.0,5.0,3.0,14.0,3.0,12.0,82.0,1.0,2.0,4.0,12.0,,16.0,3.0,19.0,1.0,8.0,5.0,3.0,10.0,5.0,6.0,7.0,2.0,4.0,,,17.0,3.0,4.0,,,,14.0,,,,1.0,,,,,,,,,30.0,111.0,3.0,,0.32,0.32,0.75,0.2,,0.2,0.373134328358209,0.42857142857142855,0.35294117647058826,0.3563218390804598,0.5625,0.3157894736842105,0.6111111111111112,0.36585365853658536,0.22988505747126436,0.16417910447761194,0.19444444444444445,0.26666666666666666,30.56300268096515,0.5882352941176471,,0.09375,0.019230769230769232,0.06779661016949153,0.015151515151515152,0.0855614973262032,0.01764705882352941,,0.030303030303030304,0.025,0.018867924528301886,,0.06818181818181818,0.025,0.18181818181818182,0.05,0.10526315789473684,0.021739130434782608,,0.41379310344827586,0.5277777777777778,0.6551724137931034,0.21052631578947367,0.1724137931034483,0.06666666666666667,0.09090909090909091,,0.1839080459770115,0.3125,0.3125,0.8,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.19540229885057472,0.17647058823529413,0.1875,0.6666666666666666,0.5,0.5,,,0.125,0.5526315789473685,0.47619047619047616,,,0.10526315789473684,,0.6436781609195402,0.17647058823529413,0.5133729885057472,0.53494375,0.4993,0.13924050632911392,0.379746835443038,6.9402985074626855,24.825000000000003,0.3333333333333333,,2.0,,,,,3.0,1.0,,0.05,0.058823529411764705,1.0,1.0,,1.0,,1.0,1.0,,,,,,True,,,,,
203544,1610612737,Pero Antic,Pero Antic,203544,ATL,4.0,122,247,1.0,9.0,112,14,2.0,,0.3,,,3551.0,59.0,125.0,35.0,56.0,14.0,1.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,9.0,,,,1.0,3.0,2.0,11.0,,,1.0,,3.0,,,,1.0,1.0,1.0,2.0,,6.0,,9.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,3.0,7.0,1.0,11.0,,11.0,,,,,1.0,,1.0,,,,,,1.0,,5.0,,4.0,,4.0,,2.0,,,1.0,,,,,,,,1.0,35.0,3.0,1.0,1.0,1.0,1.0,0.18181818181818182,,0.18181818181818182,0.3333333333333333,,,0.2857142857142857,1.5,,1.5,0.25,0.7857142857142857,0.3333333333333333,0.5,,11.678832116788321,1.0,0.25,0.17073170731707318,,0.2,,0.17857142857142858,,,,,,,0.25,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.25,,,0.14285714285714285,0.5,1.0,1.0,,,,,0.07142857142857142,,,,0.14285714285714285,0.5,0.5,1.0,0.6428571428571429,0.1111111111111111,0.1111111111111111,1.0,,,,1.0,,,,1.0,,,,0.9285714285714286,0.1111111111111111,0.515575,0.6213,0.41355,0.3333333333333333,0.1111111111111111,6.300000000000001,25.727272727272727,0.28,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,True,,,,,
