EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,BlockingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,3SecondViolations,on
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,893.0,15.0,-8,27.0,26,7.0,6.0,6.0,53,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,34.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,0.3333333333333333,0.2,0.3,0.4,14.705882352941176,0.18181818181818182,0.2,0.1875,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.2,0.2,1.0,1.0,0.2,0.4,1.0,0.6,0.48633000000000004,0.5046,0.2,0.3333333333333333,11.066666666666668,24.950000000000003,0.25925925925925924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,2294.0,38.0,2,88.0,88,25.0,46.0,11.0,176,3.0,1.0,2.0,,9.0,4.0,2.0,5.0,12.0,,22.0,112.0,5.0,2.0,9.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,3.0,6.0,10.0,10.0,1.0,,,,25.0,0.4,0.6470588235294118,0.6470588235294118,0.7058823529411765,16.19047619047619,0.2,0.16666666666666666,0.18518518518518517,0.16666666666666666,0.3333333333333333,,0.17647058823529413,0.11764705882352941,0.5,0.5,,0.5294117647058824,0.5714285714285714,0.8823529411764706,0.5171911764705883,0.4831071428571429,,,2.4,24.700000000000003,0.2840909090909091,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,11.0,2.0,18.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,0.5,1.0,1.0,0.5,0.6,0.5,0.25,0.5,0.2,0.7857142857142857,0.2,0.7857142857142857,0.2,0.3333333333333333,0.16666666666666666,0.07407407407407407,0.15384615384615385,0.1,0.125,0.09090909090909091,0.1,0.3333333333333333,0.18181818181818182,1.0,0.3333333333333333,0.5,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.4444444444444444,1.0,0.6,0.3333333333333333,0.2,0.14285714285714285,1.0,0.14285714285714285,1.0,0.5,0.4444444444444444,0.49289999999999995,0.09090909090909091,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,11819.0,197.0,-4,421.0,420,138.0,149.0,53.0,841,28.0,11.0,19.0,34.0,25.0,9.0,41.0,81.0,30.0,15.0,130.0,476.0,11.0,48.0,24.0,20.0,6.0,26.0,4.0,13.0,58.0,7.0,4.0,12.0,16.0,18.0,18.0,20.0,1.0,8.0,138.0,0.5061728395061729,0.5180180180180181,0.5416666666666666,0.2702702702702703,27.983539094650205,0.03305785123966942,0.1076923076923077,0.05913978494623656,0.04,0.023255813953488372,0.10526315789473684,0.25225225225225223,0.17117117117117117,0.5789473684210527,0.6875,0.3063063063063063,0.22522522522522523,0.225,0.5225225225225225,0.49600909090909096,0.47712692307692295,0.06779661016949153,0.09090909090909091,9.917283950617286,25.78666666666667,0.32779097387173395,20.0,1.0,1.0,5.0,9.0,1.0,5.0,1.0,2.0,10.0,3.0,4.0,11.0,2.0,4.0,4.0,12.0,13.0,29.0,5.0,47.0,34.0,24.0,2.0,10.0,3.0,2.0,1.0,3.0,1.0,4.0,10.0,2.0,3.0,2.0,3.0,2.0,47.0,2.0,0.4146341463414634,0.425,0.7272727272727273,0.36666666666666664,0.45454545454545453,0.3793103448275862,0.5,0.4482758620689655,0.625,0.5125,0.6666666666666666,0.5340909090909091,0.037037037037037035,,0.037037037037037035,0.022058823529411766,0.016666666666666666,0.02040816326530612,0.025,0.038461538461538464,0.02127659574468085,,0.10869565217391304,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.2727272727272727,0.04504504504504504,0.2,0.2,1.0,0.4,0.4,0.7,0.125,1.0,0.375,0.225,0.5555555555555556,0.05,0.5,0.4444444444444444,0.4166666666666667,0.5202714285714286,0.09230769230769231,0.36153846153846153,10.0,1.0,2.0,2.0,2.0,6.0,9.0,1.0,2.0,5.0,1.0,10.0,4.0,6.0,10.0,3.0,8.0,6.0,2.0,2.0,1.0,16.0,7.0,2.0,6.0,1.0,2.0,1.0,2.0,0.5,0.15789473684210525,0.625,0.03571428571428571,0.01818181818181818,0.6,0.29411764705882354,0.29411764705882354,0.2,0.125,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,True
202329,1610612742,Al-Farouq Aminu,Al-Farouq Aminu,202329,DAL,7040.0,117.0,24,247.0,251,96.0,101.0,33.0,498,10.0,1.0,6.0,,4.0,2.0,8.0,16.0,10.0,15.0,52.0,270.0,5.0,10.0,4.0,4.0,2.0,6.0,2.0,2.0,14.0,8.0,8.0,20.0,32.0,15.0,11.0,19.0,1.0,8.0,96.0,0.5,0.7115384615384616,0.7428571428571429,0.38461538461538464,13.793103448275863,0.12121212121212122,0.18181818181818182,0.14545454545454545,0.14814814814814814,0.045454545454545456,0.3333333333333333,0.38461538461538464,0.23076923076923078,0.16666666666666666,0.2,,0.15384615384615385,0.2222222222222222,0.7692307692307693,0.5778769230769231,0.5681555555555556,0.24242424242424243,0.34782608695652173,3.25,23.75,0.38866396761133604,7.0,2.0,4.0,2.0,2.0,4.0,6.0,2.0,3.0,3.0,,1.0,7.0,3.0,7.0,1.0,11.0,2.0,4.0,3.0,19.0,6.0,21.0,6.0,3.0,3.0,,3.0,9.0,4.0,12.0,3.0,1.0,4.0,1.0,4.0,1.0,19.0,2.0,0.375,0.6,1.0,0.7,0.6,0.7,0.42857142857142855,0.5,0.5625,0.7222222222222222,0.6111111111111112,0.7916666666666666,0.1875,0.2,0.23529411764705882,0.11688311688311688,0.07894736842105263,0.10434782608695652,0.18181818181818182,0.14285714285714285,0.1,,0.14285714285714285,0.25,0.7,0.875,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,1.0,0.5,0.5,,0.2222222222222222,1.0,0.3333333333333333,0.6666666666666666,0.5,0.75,0.4999,0.21153846153846154,0.36538461538461536,,1.0,,1.0,2.0,6.0,,,,2.0,2.0,9.0,5.0,4.0,1.0,2.0,1.0,5.0,1.0,,,6.0,3.0,,,,2.0,3.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.25,0.42857142857142855,,,,0.125,,,1.0,2.0,1.0,1.0,1.0,0.037037037037037035,1.0,1.0,,,,,,,,,,,,,True
2210,1610612742,Richard Jefferson,Richard Jefferson,2210,DAL,2659.0,44.0,-20,92.0,92,20.0,26.0,9.0,184,4.0,,1.0,1.0,3.0,1.0,2.0,6.0,5.0,2.0,12.0,121.0,1.0,,3.0,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,8.0,3.0,2.0,,1.0,20.0,0.3333333333333333,0.45454545454545453,0.5,0.45454545454545453,13.861386138613861,0.03225806451612903,0.1111111111111111,0.05,,,0.2,0.36363636363636365,0.09090909090909091,,,0.09090909090909091,0.2727272727272727,1.0,0.8181818181818182,0.5836772727272728,0.60615,0.08333333333333333,0.14285714285714285,4.866666666666667,24.38,0.21739130434782608,2.0,,,,,1.0,2.0,,,1.0,,1.0,2.0,,,,,,,1.0,3.0,4.0,6.0,,1.0,1.0,,,,,,3.0,1.0,,,,,3.0,,1.0,1.0,1.0,0.4,1.0,0.4,,,,1.5,,1.5,0.16666666666666666,,,,,,,,,,,,0.5,0.5,,0.18181818181818182,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,0.3333333333333333,,,0.25,,,,,,,,,,,,2.0,2.0,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,1.0,0.5,0.14285714285714285,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True
2405,1610612742,Amar'e Stoudemire,Amar'e Stoudemire,2405,DAL,2921.0,49.0,18,109.0,105,52.0,56.0,14.0,214,14.0,3.0,6.0,5.0,,,13.0,25.0,,6.0,32.0,111.0,,12.0,,2.0,1.0,3.0,,2.0,7.0,2.0,2.0,6.0,11.0,10.0,11.0,9.0,3.0,5.0,52.0,0.52,0.52,0.5714285714285714,,24.806201550387595,0.05263157894736842,0.11764705882352941,0.07272727272727272,0.058823529411764705,0.07692307692307693,,0.56,0.24,0.5,0.6,0.2,,,0.56,0.4913040000000001,0.5545846153846153,0.18518518518518517,0.18518518518518517,6.336,,0.47706422018348627,8.0,3.0,7.0,6.0,8.0,,,,,,,,,4.0,8.0,,9.0,7.0,13.0,,18.0,14.0,,,,3.0,1.0,2.0,2.0,2.0,5.0,5.0,,2.0,,2.0,2.0,18.0,1.0,0.5384615384615384,0.5384615384615384,,,,,0.5,0.5384615384615384,0.5,0.5384615384615384,0.5625,0.6,0.12,0.14285714285714285,0.2222222222222222,0.047619047619047616,0.2,0.07692307692307693,0.07142857142857142,,0.14285714285714285,0.3333333333333333,0.14285714285714285,1.0,0.5714285714285714,0.6666666666666666,,,,,,,,,0.875,0.42857142857142855,,0.6153846153846154,0.75,,,,,0.5309333333333334,0.28125,0.5625,2.0,,,,1.0,4.0,,,,,,1.0,,1.0,2.0,,1.0,2.0,,1.0,1.0,4.0,,,,,1.0,2.0,1.0,,0.16666666666666666,0.5,,,0.625,0.4,0.4,1.0,,,,,1.0,1.0,,,0.07142857142857142,,,1.0,0.3333333333333333,1.0,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,8978.0,150.0,14,317.0,310,110.0,102.0,40.0,627,5.0,12.0,26.0,23.0,11.0,4.0,28.0,54.0,13.0,24.0,89.0,338.0,5.0,26.0,11.0,9.0,2.0,11.0,2.0,7.0,24.0,6.0,29.0,43.0,46.0,16.0,22.0,25.0,,3.0,110.0,0.5185185185185185,0.48507462686567165,0.5641025641025641,0.19402985074626866,23.835616438356166,0.29896907216494845,0.12,0.23809523809523808,0.3170731707317073,0.3333333333333333,0.16666666666666666,0.07462686567164178,0.3880597014925373,0.46153846153846156,0.46153846153846156,0.34328358208955223,0.16417910447761194,0.18181818181818182,0.26865671641791045,0.4449268656716417,0.45730000000000004,0.07042253521126761,0.05263157894736842,12.114814814814814,24.623076923076926,0.3470031545741325,4.0,2.0,3.0,2.0,3.0,,2.0,,1.0,3.0,2.0,2.0,3.0,3.0,9.0,2.0,14.0,9.0,17.0,2.0,43.0,30.0,9.0,4.0,3.0,,,,3.0,8.0,3.0,12.0,,2.0,1.0,2.0,1.0,43.0,1.0,0.5357142857142857,0.5769230769230769,1.0,0.23076923076923078,0.4,0.23076923076923078,0.3333333333333333,0.5294117647058824,0.4090909090909091,0.5454545454545454,0.5384615384615384,0.6774193548387096,,,0.38095238095238093,0.029411764705882353,,0.020134228187919462,0.06451612903225806,0.02631578947368421,,,0.09375,0.5,0.8,0.8,0.25,0.029850746268656716,,,,0.2727272727272727,0.2727272727272727,1.0,0.2727272727272727,0.6666666666666666,0.18181818181818182,0.13636363636363635,0.6666666666666666,0.045454545454545456,,0.5,0.2727272727272727,0.4746428571428572,0.15730337078651685,0.48314606741573035,12.0,,1.0,1.0,5.0,19.0,,,2.0,,,2.0,1.0,1.0,6.0,2.0,5.0,3.0,,1.0,,9.0,3.0,,1.0,1.0,7.0,1.0,6.0,0.5,,0.6666666666666666,0.21739130434782608,,0.5,0.5217391304347826,0.5217391304347826,0.8333333333333334,,0.5,1.0,,,1.0,5.0,1.0,,,,,,,1.0,1.0,2.0,0.14285714285714285,,,,,,True
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,6991.0,117.0,41,244.0,242,77.0,89.0,33.0,486,13.0,4.0,12.0,5.0,13.0,6.0,11.0,30.0,13.0,5.0,39.0,248.0,6.0,18.0,12.0,19.0,12.0,31.0,7.0,11.0,74.0,4.0,9.0,14.0,19.0,13.0,11.0,6.0,,2.0,77.0,0.36666666666666664,0.3953488372093023,0.42391304347826086,0.3023255813953488,20.350877192982455,0.11538461538461539,0.08888888888888889,0.10569105691056911,0.11764705882352941,0.08333333333333333,0.09090909090909091,0.3023255813953488,0.27906976744186046,0.3333333333333333,0.4444444444444444,0.11627906976744186,0.3023255813953488,0.46153846153846156,0.6046511627906976,0.5251011904761904,0.5553750000000001,0.044444444444444446,0.0625,7.003333333333333,26.37692307692308,0.3155737704918033,5.0,1.0,1.0,3.0,6.0,,,,,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,7.0,2.0,16.0,4.0,6.0,,4.0,5.0,5.0,3.0,2.0,1.0,5.0,4.0,2.0,,,,,16.0,2.0,0.18181818181818182,0.18181818181818182,0.5,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.25,0.46153846153846156,0.25,0.5333333333333333,0.16666666666666666,0.15384615384615385,0.07142857142857142,0.025974025974025976,0.09090909090909091,0.045454545454545456,,,0.07407407407407407,0.16666666666666666,0.08823529411764706,,0.38461538461538464,0.45454545454545453,,,,,,0.3076923076923077,0.3076923076923077,0.5,0.25,1.0,0.25,0.46153846153846156,0.5,,,0.3333333333333333,0.3333333333333333,0.3236,0.05128205128205128,0.41025641025641024,2.0,,,,,4.0,6.0,1.0,2.0,6.0,1.0,3.0,2.0,1.0,8.0,,7.0,4.0,1.0,1.0,1.0,12.0,3.0,2.0,,,1.0,,1.0,,0.25,0.6666666666666666,0.15,0.045454545454545456,0.2,0.4,0.4,0.5,,,,,,2.0,1.0,,0.07142857142857142,,,,,,1.0,,,,,,,,,True
2199,1610612742,Tyson Chandler,Tyson Chandler,2199,DAL,8785.0,146.0,-26,305.0,308,80.0,86.0,38.0,613,23.0,,1.0,,,,18.0,24.0,,12.0,48.0,358.0,,18.0,,1.0,,1.0,,,2.0,6.0,14.0,25.0,48.0,15.0,16.0,24.0,,10.0,80.0,0.75,0.75,0.6666666666666666,,11.781609195402298,0.17073170731707318,0.125,0.15384615384615385,0.21875,0.13333333333333333,0.1875,0.9583333333333334,0.041666666666666664,,,,,,0.9583333333333334,0.6823666666666667,0.62468,0.29411764705882354,0.29411764705882354,0.9458333333333333,,0.26229508196721313,18.0,9.0,12.0,3.0,5.0,,,,,,,,,9.0,12.0,,18.0,3.0,5.0,,8.0,18.0,,18.0,,2.0,,8.0,15.0,5.0,23.0,8.0,,4.0,1.0,5.0,2.0,8.0,1.0,0.5,1.0,,,,,0.75,0.6,0.75,0.6,0.6428571428571429,0.5714285714285714,0.08333333333333333,0.043478260869565216,0.2777777777777778,0.16304347826086957,0.1702127659574468,0.16546762589928057,0.24,0.1891891891891892,0.13157894736842105,0.3333333333333333,0.09375,0.4,0.782608695652174,0.8181818181818182,,,,,,,,,1.0,0.75,,1.0,0.6,,,,,0.6572833333333333,0.375,0.16666666666666666,,,,,,2.0,,,1.0,,1.0,3.0,3.0,,2.0,,1.0,3.0,,1.0,,5.0,1.0,,1.0,,2.0,3.0,2.0,,1.0,0.4,0.15,0.25,0.5,,,,,,,,,,3.0,1.0,0.06666666666666667,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,True
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,2997.0,50.0,-8,115.0,115,69.0,51.0,12.0,230,4.0,2.0,4.0,2.0,5.0,3.0,8.0,10.0,8.0,6.0,22.0,135.0,5.0,6.0,4.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,3.0,5.0,6.0,7.0,6.0,7.0,1.0,1.0,69.0,0.8,0.4444444444444444,0.5238095238095238,0.4444444444444444,18.3206106870229,0.12,0.07142857142857142,0.10256410256410256,0.09090909090909091,0.1,0.25,0.2222222222222222,0.2222222222222222,0.5,0.5,0.1111111111111111,0.2777777777777778,0.3,0.6666666666666666,0.5208323529411765,0.4904444444444444,0.05555555555555555,0.1,8.010000000000002,28.912499999999998,0.6,4.0,,,1.0,1.0,,3.0,,2.0,,,,,,,,,3.0,5.0,,12.0,10.0,,,,,,,1.0,1.0,1.0,3.0,,,,,,12.0,1.0,0.625,0.625,,,,,,0.6,,0.3,,0.46153846153846156,,,0.09090909090909091,0.027777777777777776,,0.0196078431372549,,,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,0.1,1.0,0.2,,,,,,0.5454545454545454,2.0,,,,,6.0,,1.0,1.0,,,2.0,2.0,,1.0,,,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,,3.0,,3.0,,,0.3333333333333333,0.25,,0.75,1.0,1.0,,,,,,,,,1.0,0.08333333333333333,,,,,,,,,,,,,,,True
