EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyArc3FGM,SecondChanceFG2A,Blocked3s,BlockedArc3,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,HeaveAttempts,OffTwoPtRebounds,OffRebounds,SelfOReb,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,FTDefRebounds,TwoPtShootingFoulsDrawn,LongMidRangePctBlocked,DefFTReboundPct,DefShortMidRangeReboundPct,TwoPtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Offensive Fouls Drawn,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceCorner3Frequency,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Corner3PctBlocked,3SecondViolations
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,830.0,14,4.0,33,31,22,20,2.0,64,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,32,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,22,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.625,0.8333333333333334,0.625,0.8333333333333334,0.5,11.428571428571429,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,0.485,0.45516666666666666,1.0,7.85,24.35,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612746,Spencer Hawes,Spencer Hawes,201150,LAC,1019.0,17,,35,36,7,19,2.0,71,,3.0,,,,,1.0,5.0,1.0,2.0,5.0,34,,,,,,2.0,3.0,,2.0,,4.0,,7,1.0,1.0,1.0,0.5,,0.5,0.2,,0.35714285714285715,,0.35714285714285715,,0.2857142857142857,18.91891891891892,0.42857142857142855,,,,,,,,,,0.5714285714285714,0.56005,,,5.279999999999999,26.35,0.2,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.3333333333333333,1.0,0.5,0.25,1.0,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201991,1610612746,Lester Hudson,Lester Hudson,201991,LAC,2266.0,38,2.0,83,84,38,51,5.0,167,,2.0,1.0,2.0,,1.0,4.0,7.0,2.0,7.0,14.0,79,,2.0,,2.0,,4.0,3.0,1.0,7.0,,15.0,,38,0.5,0.5,0.5,0.2857142857142857,,0.2857142857142857,0.5714285714285714,,0.5,,0.5,,0.5,19.318181818181817,0.14285714285714285,,,,0.14285714285714285,0.5,0.5,1.0,0.25,,0.7857142857142857,0.5165035714285714,0.44476249999999995,,6.414285714285714,24.728571428571428,0.4578313253012048,3.0,4.0,1.0,5.0,5.0,1.0,6.0,4.0,,1.0,1.0,1.0,2.0,,3.0,8.0,1.0,,1.0,,0.05,,0.03225806451612903,,0.25,,,0.2857142857142857,0.75,1.0,0.6666666666666666,0.35714285714285715,0.2,0.2,,0.2,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.25,0.5,0.6666666666666666,0.07142857142857142,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,935.0,16,-8.0,30,33,14,20,2.0,63,1.0,2.0,,,,,3.0,6.0,2.0,5.0,12.0,34,1.0,2.0,1.0,3.0,5.0,,3.0,,,,,5.0,14,,,0.5,0.4,0.3333333333333333,0.4,0.5,0.5,0.5454545454545454,0.5,0.5454545454545454,0.5,0.45454545454545453,34.375,0.18181818181818182,0.5,0.5,,,,,,,,0.7272727272727273,0.47545909090909094,0.45708000000000004,0.4166666666666667,6.866666666666667,26.3,0.4666666666666667,2.0,3.0,2.0,5.0,5.0,2.0,,,2.0,,2.0,2.0,,,,1.0,,,1.0,,,0.2857142857142857,0.15384615384615385,,,0.4,,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.45454545454545453,0.4,0.4,0.5,0.4,2.0,,1.0,3.0,6.0,3.0,,,,,,,,,,,,,,1.0,,,,,0.09090909090909091,,,0.4,0.6,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,1373.0,23,-9.0,53,50,30,28,4.0,103,3.0,5.0,,1.0,,1.0,5.0,9.0,,5.0,14.0,57,3.0,6.0,,5.0,8.0,2.0,,2.0,3.0,2.0,8.0,8.0,30,0.2,0.2,,,,,0.5555555555555556,0.5,0.35714285714285715,0.2727272727272727,0.4375,0.3333333333333333,0.35714285714285715,29.824561403508774,0.35714285714285715,0.6,1.0,,0.07142857142857142,,,,0.09090909090909091,,0.5,0.45665833333333333,0.47044444444444444,0.5714285714285714,9.4,31.26,0.5660377358490566,1.0,2.0,,4.0,3.0,,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,,,,,,0.16666666666666666,0.05,,,0.2,,0.14285714285714285,0.5,0.5,,0.2857142857142857,,,,,2.0,1.0,2.0,4.0,8.0,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,0.2222222222222222,,0.4,1.0,0.14285714285714285,0.5,0.5,0.18181818181818182,0.36363636363636365,1.0,,1.0,,,0.5,,0.4407,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.037037037037037035,0.2,0.2,1.0,0.06666666666666667,0.16666666666666666,0.14285714285714285,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,792.0,13,-13.0,32,29,22,21,1.0,61,,2.0,,,,,1.0,4.0,,,2.0,33,,2.0,,,,,,,,,,,22,,,,,,,0.25,,0.25,,0.25,,,12.121212121212121,0.5,,,,,,,,,,0.25,0.502675,0.3782,,6.475,,0.6875,1.0,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,0.14285714285714285,,0.09090909090909091,0.5,,,,0.25,1.0,1.0,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,0.25,,0.5,,0.25,,,,,,,1.0,,,,,0.7721,,1.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,0.07692307692307693,0.05263157894736842,,,,,,1.0,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,615.0,10,2.0,24,25,13,15,3.0,49,,1.0,,,,,3.0,6.0,,1.0,9.0,24,,2.0,,,3.0,4.0,,,,,,3.0,13,0.6666666666666666,0.6666666666666666,,,,,0.5,,0.42857142857142855,,0.5,0.375,0.14285714285714285,37.03703703703704,0.14285714285714285,,,,,,,,,,0.42857142857142855,0.4642714285714286,0.34955,0.3333333333333333,11.816666666666668,24.5,0.5416666666666666,2.0,2.0,,1.0,1.0,,,,,3.0,5.0,5.0,,,,,,,,,0.3333333333333333,,0.3,0.3333333333333333,,,,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,,,,,,1.0,3.0,,2.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,0.16666666666666666,,,1.0,0.42857142857142855,0.3333333333333333,0.5,,,,,,,,,,,3.0,,,3.0,,,,,3.0,4.0,,1.0,1.0,,,,,,,,,0.125,,,,,,,,,2.0,1.0,0.3333333333333333,1.0,0.5,0.14285714285714285,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,995.0,17,1.0,36,37,18,26,,73,,,1.0,1.0,,,,,2.0,7.0,6.0,31,,,1.0,3.0,3.0,,6.0,2.0,4.0,,10.0,3.0,18,,,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,,,0.42857142857142855,0.5,0.42857142857142855,0.5,1.0,22.22222222222222,,,,,0.14285714285714285,1.0,1.0,1.0,,,1.0,0.5026285714285714,0.49725,0.5,,26.242857142857144,0.5,,,1.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,0.125,0.125,0.125,,,0.16666666666666666,,,,,,0.8571428571428571,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,,,,3.0,,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,0.16666666666666666,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,421.0,7,-5.0,16,16,9,10,1.0,32,,,,,,,,,,,,18,,,,,,,,,1.0,,2.0,,9,,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,,0.5625,,,,,,,1.0,1.0,,,,,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,440.0,7,17.0,15,16,3,3,3.0,31,,,,,,,3.0,3.0,,,8.0,9,1.0,1.0,,,4.0,4.0,,,,,,4.0,3,0.6666666666666666,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,22.22222222222222,,,,,,,,,,,1.0,0.7913,0.7751,0.5,0.10000000000000002,,0.2,3.0,3.0,,,,,,,2.0,5.0,7.0,8.0,,,,1.0,,,,,0.625,1.0,0.7,0.6666666666666666,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,4.0,2.0,,,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,0.25,,,,0.25,,0.5,1.0,1.0,2.0,,1.0,1.0,,1.0,,,0.3333333333333333,0.25,,2.0,1.0,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
