EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedShortMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,Travels,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,on
201945,1610612757,Gerald Henderson,Gerald Henderson,201945,POR,6445.0,107,-24.0,213,217,50,50,27,430,7.0,10.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,18.0,1.0,3.0,3.0,6.0,1.0,2.0,3.0,11.0,34.0,4.0,9.0,3.0,37.0,239,3.0,6.0,1.0,6.0,2.0,8.0,2.0,3.0,10.0,12.0,10.0,9.0,3.0,4.0,6.0,3.0,4.0,5.0,3.0,8.0,3.0,3.0,1.0,1.0,19.0,3.0,3.0,1.0,8.0,1.0,10.0,6.0,16.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,11.0,7.0,3.0,4.0,2.0,10.0,50,2.0,0.5454545454545454,0.6666666666666666,0.75,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.3235294117647059,0.5,0.25,0.3953488372093023,0.42857142857142855,0.45454545454545453,0.4111111111111111,0.42857142857142855,0.45454545454545453,0.20930232558139536,0.11764705882352941,0.1,0.5,18.623481781376515,1.0,0.08333333333333333,0.11764705882352941,0.04,0.03333333333333333,0.07317073170731707,0.09183673469387756,0.05172413793103448,0.09090909090909091,0.045454545454545456,0.0967741935483871,0.1111111111111111,0.09090909090909091,0.14285714285714285,0.045454545454545456,0.041666666666666664,0.23255813953488372,0.7,0.7777777777777778,0.5714285714285714,0.13953488372093023,0.16666666666666666,0.3333333333333333,1.0,0.4186046511627907,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,0.13953488372093023,0.5,0.5,0.6666666666666666,0.2857142857142857,1.0,0.14285714285714285,0.18181818181818182,1.0,0.2727272727272727,0.6666666666666666,0.4418604651162791,0.5,0.4496953488372093,0.46065,0.4675,0.044444444444444446,0.05555555555555555,0.16216216216216217,0.2702702702702703,11.855882352941178,24.822222222222223,0.2347417840375587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202329,1610612757,Al-Farouq Aminu,Al-Farouq Aminu,202329,POR,22292.0,372,-12.0,755,755,203,189,110,1510,20.0,34.0,4.0,11.0,5.0,8.0,3.0,9.0,5.0,15.0,16.0,30.0,12.0,40.0,4.0,3.0,13.0,28.0,58.0,28.0,70.0,21.0,161.0,817,4.0,13.0,6.0,19.0,5.0,11.0,8.0,20.0,38.0,38.0,18.0,81.0,3.0,6.0,40.0,12.0,5.0,9.0,11.0,20.0,6.0,6.0,3.0,,51.0,4.0,18.0,26.0,39.0,7.0,72.0,23.0,95.0,,8.0,5.0,3.0,11.0,9.0,21.0,13.0,31.0,21.0,1.0,29.0,13.0,38.0,201,,0.6785714285714286,0.76,0.9642857142857143,0.4,0.4,0.4,0.4827586206896552,0.3076923076923077,0.45454545454545453,0.546875,0.3684210526315789,0.5483870967741935,0.5669014084507042,0.41304347826086957,0.5428571428571428,0.546875,0.08620689655172414,0.14705882352941177,,18.459796149490373,0.5238095238095238,0.22580645161290322,0.16115702479338842,0.07317073170731707,0.21138211382113822,0.025477707006369428,0.1780821917808219,0.05459057071960298,0.16842105263157894,0.030303030303030304,0.024793388429752067,0.125,0.1744186046511628,0.17857142857142858,0.21505376344086022,,0.265625,0.5882352941176471,0.6896551724137931,0.6,0.0703125,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1171875,0.3333333333333333,0.3333333333333333,1.0,0.234375,0.5333333333333333,0.5333333333333333,1.0,0.3125,0.3,0.3,0.9166666666666666,0.5789473684210527,0.36363636363636365,0.21052631578947367,0.25806451612903225,0.625,0.41935483870967744,0.23076923076923078,0.8125,0.3,0.5362572,0.5591590909090909,0.5482112903225806,0.09285714285714286,0.18571428571428572,0.11801242236024845,0.2360248447204969,6.627586206896551,24.68857142857143,0.26887417218543047,2.0,5.0,7.0,2.0,2.0,5.0,4.0,5.0,1.0,4.0,10.0,1.0,2.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,10.0,10.0,6.0,1.0,2.0,0.3333333333333333,0.041666666666666664,0.027777777777777776,0.2,0.6,0.10526315789473684,0.5,1.0,0.22580645161290322,0.7142857142857143,,,,,,,,,,,,,,,,,,,,True
202334,1610612757,Ed Davis,Ed Davis,202334,POR,5965.0,99,-5.0,193,199,58,52,25,392,8.0,13.0,4.0,6.0,,,2.0,5.0,,,,,,1.0,,,,10.0,18.0,,1.0,4.0,24.0,218,5.0,8.0,,11.0,1.0,2.0,,,4.0,12.0,8.0,,,8.0,1.0,,2.0,6.0,2.0,8.0,,2.0,2.0,2.0,18.0,5.0,8.0,3.0,17.0,,20.0,13.0,33.0,,1.0,,1.0,4.0,3.0,6.0,5.0,14.0,11.0,,10.0,4.0,4.0,58,2.0,0.6,1.0,,,,,0.5555555555555556,0.625,0.5,0.5263157894736842,0.625,0.5,0.5,0.55,0.4,0.05263157894736842,0.1111111111111111,0.15384615384615385,,13.392857142857142,0.6666666666666666,,0.25,0.13793103448275862,0.125,0.13157894736842105,0.21739130434782608,0.13541666666666666,0.3888888888888889,0.058823529411764705,0.10714285714285714,0.16666666666666666,0.34782608695652173,0.23809523809523808,0.058823529411764705,,0.6842105263157895,0.6153846153846154,0.7272727272727273,0.5,0.2631578947368421,0.4,0.4,1.0,,,,,,,,,0.05263157894736842,,,,0.75,0.6666666666666666,,,,,,0.7368421052631579,,0.519321052631579,0.5613666666666667,0.4024,0.17391304347826086,0.18181818181818182,0.4583333333333333,0.16666666666666666,3.0,34.2,0.3005181347150259,,,,,,1.0,2.0,2.0,,,2.0,,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,,,1.0,4.0,2.0,4.0,3.0,,,,,0.2,0.2857142857142857,0.75,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,True
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,20194.0,337,-9.0,687,684,201,184,104,1371,25.0,53.0,3.0,6.0,11.0,24.0,6.0,18.0,9.0,33.0,2.0,5.0,25.0,77.0,2.0,6.0,21.0,40.0,104.0,27.0,82.0,53.0,214.0,744,6.0,12.0,4.0,21.0,14.0,42.0,8.0,26.0,86.0,30.0,50.0,30.0,51.0,4.0,76.0,25.0,8.0,29.0,27.0,56.0,13.0,21.0,1.0,7.0,139.0,4.0,6.0,8.0,21.0,,29.0,10.0,39.0,3.0,11.0,6.0,5.0,16.0,12.0,25.0,9.0,15.0,41.0,2.0,57.0,17.0,84.0,199,5.0,0.375,0.39473684210526316,0.37037037037037035,0.32926829268292684,0.3076923076923077,0.3333333333333333,0.38461538461538464,0.5,0.3333333333333333,0.4327956989247312,0.5625,0.38235294117647056,0.5024038461538461,0.5882352941176471,0.5,0.44086021505376344,0.07692307692307693,0.1509433962264151,,28.836633663366335,0.64,,0.09722222222222222,0.026905829596412557,0.06956521739130435,0.02702702702702703,0.08761329305135952,0.026954177897574125,0.05555555555555555,0.01694915254237288,0.017543859649122806,0.10606060606060606,0.05128205128205128,0.1388888888888889,0.08045977011494253,0.028037383177570093,0.2849462365591398,0.4716981132075472,0.5555555555555556,0.4,0.0967741935483871,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.1774193548387097,0.2727272727272727,0.2727272727272727,0.4444444444444444,0.026881720430107527,0.4,0.4,1.0,0.41397849462365593,0.3246753246753247,0.3333333333333333,0.32,0.375,0.5,0.125,0.35294117647058826,0.4583333333333333,0.3088235294117647,0.2857142857142857,0.7258064516129032,0.32894736842105265,0.4968692934782609,0.5025045454545455,0.4870059701492538,0.09950248756218906,0.1452991452991453,0.09813084112149532,0.40186915887850466,8.289423076923075,26.2609756097561,0.2925764192139738,2.0,2.0,5.0,1.0,2.0,3.0,34.0,14.0,,4.0,9.0,3.0,4.0,,2.0,4.0,,,,,4.0,,4.0,7.0,2.0,1.0,2.0,2.0,,6.0,0.5,,0.058823529411764705,0.03571428571428571,1.0,0.125,0.5,1.0,0.07352941176470588,0.4,,,1.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,1.0,0.024390243902439025,0.025974025974025976,0.3333333333333333,0.5,1.0,0.03571428571428571,,,True
203459,1610612757,Allen Crabbe,Allen Crabbe,203459,POR,9369.0,156,-16.0,327,330,129,118,44,657,3.0,6.0,,1.0,,1.0,5.0,8.0,3.0,9.0,3.0,4.0,9.0,16.0,1.0,2.0,6.0,11.0,23.0,12.0,20.0,6.0,64.0,378,2.0,5.0,1.0,7.0,3.0,6.0,2.0,6.0,13.0,14.0,8.0,36.0,,2.0,15.0,9.0,1.0,4.0,1.0,5.0,1.0,2.0,,2.0,11.0,2.0,,7.0,1.0,2.0,10.0,2.0,12.0,,4.0,4.0,,3.0,2.0,5.0,6.0,13.0,11.0,2.0,7.0,2.0,13.0,127,2.0,0.6363636363636364,0.7,1.0,0.6,0.3333333333333333,0.631578947368421,0.4782608695652174,0.4,0.5,0.6744186046511628,0.5833333333333334,0.5,0.7111111111111111,0.5833333333333334,0.5,0.46511627906976744,0.043478260869565216,,0.125,13.227513227513228,0.6,0.14285714285714285,0.011235955056179775,,0.13725490196078433,0.03333333333333333,0.05714285714285714,0.0125,,,0.02040816326530612,0.03333333333333333,,,0.175,,0.13953488372093023,0.5,0.5,0.6666666666666666,0.18604651162790697,0.625,0.7142857142857143,0.6,0.20930232558139536,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.09302325581395349,0.75,0.75,1.0,0.37209302325581395,0.5625,0.5625,1.0,0.16666666666666666,,0.16666666666666666,0.08333333333333333,,0.5,0.3333333333333333,0.6046511627906976,0.6,0.49301625,0.42511666666666664,0.477105,0.06818181818181818,0.08695652173913043,0.109375,0.203125,10.665217391304349,26.825,0.3944954128440367,,,,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,,1.0,,,,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,0.09090909090909091,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,0.047619047619047616,,,True
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,19909.0,332,10.0,672,668,165,149,99,1340,12.0,20.0,1.0,3.0,1.0,3.0,10.0,27.0,22.0,50.0,3.0,11.0,9.0,30.0,4.0,2.0,7.0,44.0,97.0,12.0,41.0,23.0,147.0,723,7.0,11.0,6.0,22.0,10.0,17.0,3.0,10.0,38.0,26.0,62.0,27.0,9.0,4.0,30.0,9.0,4.0,10.0,12.0,22.0,7.0,6.0,3.0,1.0,56.0,1.0,4.0,10.0,16.0,1.0,27.0,5.0,32.0,2.0,7.0,2.0,5.0,9.0,2.0,11.0,5.0,16.0,25.0,1.0,29.0,12.0,38.0,163,1.0,0.29545454545454547,0.30952380952380953,0.75,0.2926829268292683,0.3,0.2926829268292683,0.4536082474226804,0.6363636363636364,0.5882352941176471,0.4492753623188406,0.5882352941176471,0.5370370370370371,0.4867549668874172,0.6111111111111112,0.59375,0.2971014492753623,0.041237113402061855,0.2,,20.689655172413794,0.8181818181818182,0.038461538461538464,0.0730593607305936,0.018433179723502304,0.08849557522123894,0.007194244604316547,0.0783132530120482,0.014044943820224719,0.011764705882352941,0.017857142857142856,0.009433962264150943,0.06060606060606061,0.07692307692307693,0.08,0.07142857142857142,0.02564102564102564,0.14492753623188406,0.6,0.75,0.25,0.1956521739130435,0.37037037037037035,0.37037037037037035,0.3,0.36231884057971014,0.44,0.44,0.3181818181818182,0.07971014492753623,0.2727272727272727,0.2727272727272727,1.0,0.21739130434782608,0.3,0.3,0.6666666666666666,0.17647058823529413,0.3333333333333333,0.23529411764705882,0.1111111111111111,0.3333333333333333,0.25925925925925924,0.2857142857142857,0.4420289855072464,0.3,0.46474492753623176,0.4577857142857143,0.4677333333333333,0.087248322147651,0.11214953271028037,0.14965986394557823,0.2585034013605442,12.25979381443299,25.051219512195118,0.24553571428571427,2.0,1.0,3.0,1.0,2.0,2.0,9.0,5.0,,1.0,2.0,,7.0,,,1.0,1.0,,1.0,1.0,,,2.0,2.0,4.0,,4.0,3.0,,2.0,0.3333333333333333,,,0.13793103448275862,0.75,0.11764705882352941,0.25,1.0,0.1111111111111111,0.3333333333333333,3.0,,1.0,,,,,,,1.0,1.0,,,,0.5,1.0,0.023809523809523808,0.02631578947368421,,True
2549,1610612757,Chris Kaman,Chris Kaman,2549,POR,246.0,4,,10,10,3,9,3,20,,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,,,,2.0,6,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,4.0,,,,,2.0,3,1.0,1.0,1.0,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,,23.076923076923077,1.0,,0.4,0.3333333333333333,,,0.4,0.16666666666666666,,,,0.5,0.5,,,1.0,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,0.405,,0.3831,,,,1.0,16.4,,0.3,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True
203090,1610612757,Maurice Harkless,Maurice Harkless,203090,POR,11327.0,189,-8.0,384,382,82,78,58,766,19.0,33.0,5.0,10.0,2.0,3.0,3.0,9.0,,1.0,7.0,14.0,6.0,20.0,5.0,,1.0,22.0,43.0,13.0,34.0,8.0,91.0,393,5.0,10.0,6.0,15.0,2.0,6.0,,5.0,5.0,28.0,16.0,36.0,3.0,10.0,20.0,6.0,5.0,3.0,1.0,4.0,,3.0,,,9.0,5.0,12.0,5.0,12.0,7.0,24.0,17.0,41.0,1.0,7.0,5.0,2.0,4.0,1.0,10.0,11.0,28.0,23.0,3.0,21.0,8.0,5.0,81,3.0,0.6363636363636364,0.8235294117647058,0.9230769230769231,0.38235294117647056,,0.38235294117647056,0.5116279069767442,0.5,0.3333333333333333,0.538961038961039,0.40625,0.18181818181818182,0.5229885057471264,0.4166666666666667,0.19230769230769232,0.44155844155844154,0.11627906976744186,0.06060606060606061,0.3333333333333333,21.507760532150776,0.4,0.5384615384615384,0.08823529411764706,0.09302325581395349,0.078125,0.056818181818181816,0.085,0.07834101382488479,0.057692307692307696,0.1388888888888889,0.06060606060606061,0.05405405405405406,0.09803921568627451,0.10416666666666667,0.08333333333333333,0.02702702702702703,0.42857142857142855,0.5757575757575758,0.6129032258064516,0.7368421052631579,0.11688311688311688,0.3333333333333333,0.5,,0.012987012987012988,,,,0.18181818181818182,0.5,0.5,1.0,0.2597402597402597,0.3,0.3,0.8333333333333334,0.625,0.5,0.3125,0.2727272727272727,0.6666666666666666,0.09090909090909091,,0.8701298701298701,0.3,0.5600571428571429,0.5628153846153846,0.5678954545454545,0.09523809523809523,0.16,0.16483516483516483,0.054945054945054944,3.1697674418604653,24.788235294117644,0.21354166666666666,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,,1.0,6.0,2.0,3.0,,1.0,3.0,,1.0,1.0,2.0,1.0,,1.0,3.0,2.0,1.0,2.0,2.0,,1.0,0.16666666666666666,,0.045454545454545456,0.0625,1.0,0.0625,0.2,1.0,0.36363636363636365,,1.0,,,,,,,,,,,,,,,,,0.0975609756097561,,True
203148,1610612757,Brian Roberts,Brian Roberts,203148,POR,147.0,2,1.0,9,10,9,8,1,19,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,11,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.44745,,0.44745,,,,,,24.1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True
203486,1610612757,Mason Plumlee,Mason Plumlee,203486,POR,15566.0,259,3.0,525,520,115,108,79,1045,19.0,40.0,2.0,8.0,6.0,8.0,4.0,18.0,,,,,,,,,,23.0,58.0,,,19.0,65.0,556,3.0,9.0,,12.0,7.0,10.0,,,22.0,30.0,16.0,,,2.0,,,10.0,30.0,16.0,46.0,11.0,19.0,4.0,7.0,108.0,14.0,17.0,31.0,43.0,6.0,80.0,31.0,111.0,4.0,6.0,3.0,3.0,9.0,7.0,18.0,17.0,35.0,27.0,,29.0,9.0,21.0,114,2.0,0.6521739130434783,0.6818181818181818,,,,,0.39655172413793105,0.3333333333333333,0.7,0.39655172413793105,0.3333333333333333,0.7,0.4513888888888889,0.46153846153846156,0.6875,,0.1724137931034483,0.15,0.2222222222222222,14.563106796116505,0.5,0.2857142857142857,0.25903614457831325,0.09497206703910614,0.3263157894736842,0.1308411214953271,0.2835249042145594,0.10839160839160839,0.09333333333333334,0.08695652173913043,0.12941176470588237,0.2727272727272727,0.2903225806451613,0.21666666666666667,0.35135135135135137,0.16,0.6896551724137931,0.475,0.5588235294117647,0.6842105263157895,0.3103448275862069,0.2222222222222222,0.2857142857142857,0.5,,,,,,,,,,,,,0.8888888888888888,0.25,,0.8,0.75,,,0.6896551724137931,,0.5646603448275861,0.4729666666666666,0.56861,0.13636363636363635,0.13636363636363635,0.18461538461538463,0.3384615384615385,3.412068965517241,,0.21904761904761905,,,,,,6.0,8.0,5.0,,3.0,9.0,1.0,2.0,,1.0,4.0,2.0,3.0,6.0,2.0,6.0,,1.0,6.0,9.0,7.0,9.0,7.0,,5.0,,,0.13636363636363635,0.23809523809523808,0.7777777777777778,,,,,,2.0,,,,,,,,,,,,,,,,,0.10344827586206896,1.0,True
