EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,BlockedLongMidRange,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,BadPassTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,DefAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,BadPassSteals,Loose Ball Fouls Drawn,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,OffTwoPtRebounds,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Fg3aBlocked,LongMidRangeAssists,Charge Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SelfOReb,DefensiveGoaltends,SelfORebPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,on,BlockingFoulsDrawn,FTOffRebounds,BlockingFouls,OffFTReboundPct,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations
1626166,1610612760,Cameron Payne,Cameron Payne,1626166,OKC,1470.0,24.0,-16.0,49,50.0,35.0,27.0,3.0,99,2.0,4.0,4.0,4.0,4.0,2.0,8.0,4.0,2.0,6.0,54.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,35.0,1.0,0.5,0.5,0.25,0.3333333333333333,0.16666666666666666,0.2,0.23076923076923078,1.0,0.2,0.3333333333333333,0.125,0.25,28.846153846153847,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4058454545454545,0.4207444444444444,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.6666666666666666,14.037500000000001,34.724999999999994,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1737,1610612760,Nazr Mohammed,Nazr Mohammed,1737,OKC,563.0,9.0,3.0,17,18.0,11.0,7.0,3.0,35,,,1.0,,,1.0,2.0,,,2.0,10.0,,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,2.0,3.0,,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,2.0,11.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,0.5,,,,15.0,,,,,,,0.5,,,0.5,0.5486,0.5486,,,,1.0,11.6,,0.6470588235294118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,0.16666666666666666,0.2222222222222222,0.1,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200751,1610612760,Randy Foye,Randy Foye,200751,OKC,2108.0,35.0,2.0,73,70.0,38.0,32.0,7.0,143,,,2.0,5.0,1.0,3.0,6.0,6.0,,15.0,70.0,,,3.0,4.0,2.0,12.0,4.0,2.0,,5.0,1.0,2.0,,2.0,,,1.0,4.0,,7.0,7.0,,,2.0,1.0,,4.0,,2.0,1.0,,,,,,,,12.0,38.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.625,1.0,0.625,,1.0,0.5,0.16666666666666666,,20.0,,,,,,,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.8333333333333334,0.5583375,0.5816083333333334,,,,0.8,6.8999999999999995,24.466666666666665,0.5205479452054794,1.0,4.0,1.0,2.0,,3.0,4.0,,1.0,1.0,,,0.13333333333333333,0.42857142857142855,,0.1891891891891892,,,0.1111111111111111,0.25,0.3333333333333333,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.5,0.25,0.5,0.21428571428571427,0.6666666666666666,1.0,1.0,0.5,0.08333333333333333,1.0,1.0,1.0,0.4,0.4,0.5,0.16666666666666666,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201627,1610612760,Anthony Morrow,Anthony Morrow,201627,OKC,4575.0,76.0,1.0,155,151.0,61.0,61.0,22.0,306,2.0,3.0,4.0,10.0,5.0,6.0,10.0,14.0,10.0,37.0,156.0,,3.0,2.0,4.0,6.0,15.0,6.0,6.0,,10.0,,1.0,,1.0,,,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,,4.0,1.0,5.0,6.0,10.0,1.0,,,,,,15.0,60.0,1.0,0.5,0.5,0.6,0.5,0.5625,0.5,0.6607142857142857,0.375,0.625,0.5833333333333334,,,17.877094972067038,,,0.125,0.6666666666666666,0.6666666666666666,,0.16666666666666666,0.4166666666666667,0.5,0.7083333333333334,0.5108166666666666,0.5100549999999999,0.1111111111111111,0.09090909090909091,0.08108108108108109,0.40540540540540543,11.370000000000001,24.571428571428573,0.3935483870967742,2.0,3.0,1.0,2.0,,,2.0,,,,,,0.03389830508474576,,,0.024390243902439025,,,,,0.125,0.6666666666666666,0.6666666666666666,1.0,0.2,0.5,2.0,2.0,4.0,,1.0,3.0,2.0,5.0,2.0,15.0,,3.0,,2.0,1.0,2.0,1.0,1.0,0.35714285714285715,0.3333333333333333,0.35714285714285715,,0.5,0.043478260869565216,,0.5,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.3,0.3,1.0,0.1,,0.4,0.3,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.375,0.05555555555555555,0.25,1.0,1.0,0.5,0.48803749999999996,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,981.0,16.0,-10.0,34,33.0,25.0,22.0,3.0,67,,1.0,,,,,1.0,1.0,,,34.0,,,,,1.0,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,,,25.0,,,,,,,,,,,0.5,,,8.108108108108109,,,0.5,,,,,,,0.5,0.45915,0.4695,0.3333333333333333,0.5,,,7.4,22.2,0.7352941176470589,,,,,,1.0,2.0,,,,,,0.16666666666666666,0.16666666666666666,,0.16666666666666666,,,,0.2,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,756.0,13.0,7.0,24,24.0,22.0,12.0,1.0,48,,,,,,2.0,2.0,,,4.0,23.0,,,2.0,2.0,,4.0,4.0,,,,,1.0,,1.0,,,1.0,2.0,1.0,3.0,3.0,1.0,,,,,,,3.0,1.0,,,,,,,,4.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,8.0,1.0,,,,,,,,,1.0,0.68065,0.68065,,,,1.0,1.5,,0.9166666666666666,2.0,2.0,2.0,2.0,,,2.0,,,,,,0.2,,,0.14285714285714285,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202683,1610612760,Enes Kanter,Enes Kanter,202683,OKC,2573.0,43.0,2.0,86,86.0,26.0,34.0,12.0,172,1.0,2.0,1.0,,,10.0,14.0,,8.0,28.0,87.0,2.0,12.0,3.0,5.0,,8.0,10.0,10.0,,,2.0,,1.0,1.0,,1.0,,3.0,,14.0,23.0,1.0,1.0,3.0,,,5.0,1.0,7.0,6.0,9.0,4.0,3.0,1.0,1.0,3.0,1.0,8.0,25.0,,0.5,0.7142857142857143,0.7142857142857143,0.6,0.7142857142857143,0.6,0.7368421052631579,0.75,0.6666666666666666,,0.14285714285714285,,23.232323232323232,,0.3333333333333333,0.14285714285714285,0.5,1.0,,0.07142857142857142,,,0.7857142857142857,0.6084285714285714,0.6726599999999999,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.2857142857142857,3.028571428571428,,0.3023255813953488,8.0,11.0,3.0,5.0,2.0,4.0,10.0,9.0,1.0,,,1.0,0.2777777777777778,0.23529411764705882,0.18181818181818182,0.2641509433962264,0.25,,0.2727272727272727,0.3333333333333333,0.7857142857142857,0.7272727272727273,0.8,0.5,1.0,0.6,1.0,,,,,,,,,,,,,2.0,1.0,5.0,,,,,,0.09090909090909091,0.4,0.38461538461538464,,1.0,1.0,1.0,,,,,,,,,,,,,,,7.0,,,2.0,1.0,2.0,,1.0,,,0.7142857142857143,0.16666666666666666,,,,,0.6124799999999999,,,,4.0,6.0,5.0,6.0,7.0,0.7142857142857143,0.5,0.28,0.5,0.14285714285714285,0.25,0.8571428571428571,0.6666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,2386.0,40.0,-4.0,81,79.0,19.0,34.0,14.0,160,1.0,4.0,5.0,3.0,1.0,6.0,15.0,4.0,3.0,18.0,88.0,,,2.0,5.0,1.0,5.0,6.0,6.0,1.0,2.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,15.0,1.0,8.0,8.0,,,1.0,,,4.0,1.0,2.0,3.0,3.0,2.0,1.0,,,2.0,1.0,5.0,19.0,,0.5,0.5,0.4,0.4,0.39473684210526316,0.3333333333333333,0.45,,0.4166666666666667,0.21052631578947367,0.13333333333333333,,24.742268041237114,0.3333333333333333,0.5,0.21052631578947367,0.25,0.25,1.0,0.2631578947368421,0.15789473684210525,0.16666666666666666,0.5263157894736842,0.478875,0.56624,0.1,0.125,,0.2777777777777778,8.713333333333333,30.275000000000002,0.2345679012345679,4.0,6.0,2.0,3.0,,2.0,5.0,,,,,1.0,0.16666666666666666,0.15384615384615385,,0.16279069767441862,,,0.125,0.2,0.3157894736842105,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,,1.0,,,1.0,,1.0,,,3.0,1.0,,3.0,2.0,1.0,,,0.25,,0.3333333333333333,0.3333333333333333,0.75,0.18181818181818182,,0.2,0.2,,0.05263157894736842,,,,0.3333333333333333,0.5,,,,,0.5,,,,,,,1.0,1.0,,,,,,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,True,,,,,,,,,,,,
203079,1610612760,Dion Waiters,Dion Waiters,203079,OKC,2322.0,39.0,-19.0,78,76.0,23.0,32.0,13.0,154,1.0,3.0,1.0,3.0,1.0,2.0,8.0,4.0,2.0,6.0,83.0,,,,1.0,1.0,,,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,,7.0,1.0,4.0,5.0,1.0,,2.0,,,3.0,,2.0,2.0,4.0,2.0,,,,,,,22.0,,,,0.25,,0.16666666666666666,,0.21428571428571427,,,0.3333333333333333,0.125,,18.279569892473116,0.3333333333333333,,0.25,0.3333333333333333,0.3333333333333333,,0.08333333333333333,0.25,0.5,0.6666666666666666,0.41902727272727275,0.349775,0.14285714285714285,0.2,,,5.5125,28.625,0.2948717948717949,1.0,4.0,,,,1.0,2.0,1.0,1.0,,,,0.08,0.1,,0.08571428571428572,0.024390243902439025,,,0.1111111111111111,0.3333333333333333,0.25,0.3333333333333333,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,0.25,0.3333333333333333,0.18181818181818182,,,,,0.08333333333333333,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,0.5,0.336575,,1.0,,,,,,1.0,,,0.038461538461538464,,,,,,,2.0,1.0,,,,,,0.125,,,,,,True,,,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,1667.0,28.0,22.0,58,55.0,14.0,11.0,9.0,113,,,3.0,1.0,,2.0,4.0,2.0,,7.0,58.0,,2.0,1.0,2.0,,2.0,2.0,2.0,,1.0,,,,,,,,,1.0,9.0,10.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,,2.0,13.0,1.0,0.5,0.5,0.5,0.5,0.5833333333333334,0.5,0.5833333333333334,1.0,0.5,0.3333333333333333,,,8.955223880597014,0.5,,,,,,0.5,0.16666666666666666,,0.5,0.46405,0.3988,,,0.2857142857142857,0.2857142857142857,12.625,25.25,0.2413793103448276,1.0,1.0,1.0,1.0,,4.0,4.0,1.0,,,,,0.17391304347826086,0.4444444444444444,,0.25,0.05555555555555555,,0.2857142857142857,0.3333333333333333,0.16666666666666666,1.0,1.0,,0.5,1.0,1.0,,1.0,,,1.0,,1.0,,3.0,,1.0,,,,,,1.0,0.5,,0.5,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,0.2,,,,,0.3812,,,,1.0,1.0,1.0,,1.0,1.0,,0.08333333333333333,,,,1.0,1.0,,,,,,,,,0.2,1.0,1.0,0.3333333333333333,,,True,,,,,,,,,,,,
