EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,Offensive Fouls Drawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,BadPassSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,PenaltyCorner3FGM,Charge Fouls Drawn,Corner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,HeaveMakes,HeaveAttempts,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,557.0,9,-6.0,17,18,10,10,35,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,8.0,22.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,10,1.0,1.0,1.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.4,35.29411764705882,0.2,0.25,0.2222222222222222,1.0,0.5,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.6,0.51779,0.4142,0.16666666666666666,0.25,0.5,7.833333333333333,24.9,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,3285.0,55,-19.0,109,107,69,58,216,4.0,6.0,1.0,4.0,,1.0,,5.0,11.0,,3.0,13.0,101.0,3.0,8.0,1.0,7.0,4.0,,4.0,8.0,14.0,18.0,5.0,12.0,4.0,4.0,1.0,7.0,69,0.4,1.0,0.45454545454545453,0.375,0.45454545454545453,0.375,0.5,0.3888888888888889,,15.254237288135593,0.21621621621621623,0.25,0.22641509433962265,0.3,0.25,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.25,0.36363636363636365,0.25,0.25,1.0,0.09090909090909091,,,,,0.5454545454545454,0.6085090909090909,0.5837,0.08333333333333333,0.08333333333333333,0.5384615384615384,4.8,,0.6330275229357798,8.0,4.0,4.0,2.0,4.0,4.0,5.0,8.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.8,0.8,0.8,0.2,0.4,0.10714285714285714,0.043478260869565216,0.0784313725490196,0.5,0.05555555555555555,0.25,0.15789473684210525,0.25,1.0,0.8,1.0,0.25,0.5,0.5,0.681325,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,1509.0,25,-22.0,46,48,20,16,94,,,,,1.0,1.0,3.0,1.0,1.0,5.0,,8.0,60.0,,,,3.0,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,3.0,20,,,1.0,,0.6666666666666666,0.75,0.6666666666666666,0.75,0.8333333333333334,12.765957446808512,,0.1111111111111111,0.041666666666666664,,0.125,,,,,,,,,0.16666666666666666,1.0,1.0,,0.5,0.8333333333333334,0.5234583333333332,0.644775,,,0.375,15.9,24.6,0.43478260869565216,1.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,0.4227,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,0.5,0.4,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612739,Richard Jefferson,Richard Jefferson,2210,CLE,2823.0,47,-12.0,91,91,51,49,182,2.0,6.0,,1.0,1.0,3.0,2.0,3.0,10.0,3.0,5.0,14.0,80.0,2.0,6.0,5.0,9.0,2.0,2.0,3.0,12.0,15.0,18.0,,,4.0,6.0,,9.0,51,0.3333333333333333,0.5,0.3,0.3333333333333333,0.34615384615384615,0.2857142857142857,0.4375,0.45,0.23076923076923078,19.191919191919194,0.3333333333333333,0.17647058823529413,0.2830188679245283,0.08333333333333333,0.2,0.46153846153846156,0.3333333333333333,0.5,,0.07692307692307693,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,0.6923076923076923,0.5587230769230769,0.6446928571428572,,,0.6428571428571429,6.38,24.400000000000002,0.5604395604395604,6.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,,10.0,,3.0,,3.0,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,,,,1.0,3.0,,,,,,,3.0,0.5,0.5,0.5,0.3333333333333333,,0.13043478260869565,,0.06818181818181818,0.14285714285714285,,0.42857142857142855,0.47058823529411764,,,1.0,0.5,,0.7142857142857143,0.4,0.7079,0.14285714285714285,,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,,1.0,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.07692307692307693,,,0.5,0.5,1.0,,0.14285714285714285,,,0.5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3333333333333333,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,4085.0,68,-20.0,137,135,89,78,272,1.0,2.0,1.0,1.0,3.0,12.0,13.0,5.0,15.0,13.0,1.0,20.0,123.0,3.0,9.0,1.0,16.0,6.0,13.0,3.0,3.0,6.0,6.0,3.0,8.0,5.0,2.0,,16.0,89,0.6,0.6,0.3333333333333333,0.3333333333333333,0.3392857142857143,0.4166666666666667,0.3448275862068966,0.42105263157894735,0.4642857142857143,26.53061224489796,0.0625,0.13043478260869565,0.08450704225352113,,0.1111111111111111,0.07142857142857142,0.5,0.5,1.0,0.03571428571428571,1.0,1.0,1.0,0.42857142857142855,0.25,0.25,0.3333333333333333,0.4642857142857143,0.5357142857142857,0.4557357142857143,0.4418222222222222,,,0.8,14.366666666666667,25.707692307692305,0.6496350364963503,9.0,,,,,,,,4.0,,2.0,3.0,,7.0,,,,,4.0,1.0,3.0,7.0,1.0,,10.0,4.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,0.3,,,,,,,,0.13043478260869565,0.2,,,,,,,,,,,,3.0,,3.0,9.0,3.0,,3.0,9.0,3.0,6.0,3.0,1.0,,,,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.23076923076923078,,,,0.23076923076923078,0.23076923076923078,0.3333333333333333,,,0.5,0.3333333333333333,0.23076923076923078,,1.0,1.0,,1.0,,2.0,,,,,,3.0,5.0,1.0,1.0,2.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612739,Dahntay Jones,Dahntay Jones,2563,CLE,2624.0,44,-5.0,91,88,70,60,179,4.0,5.0,,,,3.0,,4.0,8.0,3.0,1.0,12.0,70.0,4.0,7.0,1.0,12.0,2.0,,1.0,4.0,6.0,6.0,1.0,3.0,3.0,2.0,1.0,12.0,70,0.25,0.25,0.5,0.5714285714285714,0.5,0.6111111111111112,0.5,0.6,0.2727272727272727,13.0,0.12903225806451613,0.07142857142857142,0.1111111111111111,,,0.45454545454545453,0.8,0.8,0.25,,,,,0.2727272727272727,,,,,0.7272727272727273,0.5331363636363636,0.5405777777777777,0.08333333333333333,0.1111111111111111,1.0,7.687499999999999,23.566666666666666,0.7692307692307693,8.0,,,4.0,5.0,,1.0,,6.0,,1.0,2.0,1.0,5.0,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,0.2,,,,,,,0.25,0.25,,,,,0.5555555555555556,0.8,,,1.0,3.0,2.0,,,,,1.0,,1.0,2.0,3.0,,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,0.2222222222222222,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,3025.0,50,-9.0,102,99,69,58,201,,,,,1.0,3.0,6.0,1.0,3.0,7.0,1.0,6.0,85.0,,2.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,,1.0,69,1.0,1.0,0.3333333333333333,,0.25,,0.25,0.0625,0.7,11.711711711711711,0.05405405405405406,0.07142857142857142,0.058823529411764705,,0.1,,,,,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.6,0.7,0.484,0.48593333333333333,,,0.16666666666666666,18.73333333333333,24.742857142857144,0.6764705882352942,8.0,,,,,,1.0,,,,1.0,3.0,,8.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,2.0,,,,,,,2.0,,,,1.0,,,0.05,0.020833333333333332,,0.06666666666666667,0.25,,,,,,,,,0.3617,,,1.0,1.0,1.0,,,3.0,1.0,,,4.0,3.0,,1.0,,,,,1.0,0.14285714285714285,,0.14285714285714285,0.1,,,0.16666666666666666,0.16666666666666666,1.0,,0.16666666666666666,0.5,,0.16666666666666666,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203521,1610612739,Matthew Dellavedova,Matthew Dellavedova,203521,CLE,1066.0,18,-16.0,40,41,32,27,81,,,3.0,5.0,,1.0,1.0,3.0,6.0,2.0,3.0,12.0,47.0,2.0,5.0,3.0,10.0,2.0,1.0,1.0,,1.0,1.0,,1.0,2.0,4.0,1.0,10.0,32,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5625,0.5833333333333334,0.6,0.625,0.25,26.82926829268293,,0.3333333333333333,0.09090909090909091,,,,,,,0.625,0.6,0.6,0.3333333333333333,0.125,,,,0.125,0.25,0.40495625,0.40815833333333335,0.1111111111111111,0.14285714285714285,0.8333333333333334,10.333333333333334,25.25,0.8,2.0,,,,,1.0,1.0,2.0,4.0,,2.0,2.0,2.0,4.0,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,,,0.3718,0.16666666666666666,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,,1.0,,,,,1.0,0.5,1.0,0.5,0.125,,,1.0,1.0,1.0,,,0.16666666666666666,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203895,1610612739,Jordan McRae,Jordan McRae,203895,CLE,177.0,3,8.0,7,6,7,6,13,1.0,1.0,1.0,1.0,,,,2.0,2.0,,,4.0,1.0,2.0,2.0,,4.0,,,1.0,,1.0,1.0,,,,,,4.0,7,,,1.0,1.0,1.0,1.0,1.0,1.0,,25.0,,0.5,0.2,,0.5,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,0.5,0.6276,0.6276,,,1.0,3.1,,1.0,1.0,,,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,116.0,2,,4,3,3,3,7,,,,,,,,,,,2.0,2.0,2.0,,,2.0,2.0,,,,,,,,,1.0,2.0,1.0,2.0,3,,,,,,,1.0,1.0,,25.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
