EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,FTDefRebounds,BadPassTurnovers,Technical Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallSteals,PenaltyTurnovers,Clear Path Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGA,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,OffCorner3ReboundPct,PenaltyArc3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Loose Ball Fouls,Charge Fouls,Travels,on,BlockingFouls,Loose Ball Fouls Drawn,BlockedShortMidRange,BlockingFoulsDrawn,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,Blocked3s,BlockedArc3
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,1808.0,30.0,-13,55,57.0,3,3.0,6.0,112,4.0,9.0,2.0,3.0,4.0,9.0,1.0,9.0,58,2.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,0.5,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5,0.8333333333333334,17.741935483870968,0.5,0.1875,0.125,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.12903225806451613,0.23076923076923078,0.2,0.16666666666666666,0.4,0.1111111111111111,0.2,0.2,1.0,0.4444444444444444,0.4444444444444444,0.5,1.0,0.6666666666666666,0.5,1.0,0.5410333333333334,0.52895,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.9333333333333331,0.05454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612754,CJ Miles,CJ Miles,101139,IND,3288.0,55.0,-34,100,104.0,6,7.0,13.0,204,1.0,6.0,1.0,2.0,4.0,14.0,,8.0,119,2.0,4.0,,4.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,3.0,2.0,7.0,12.0,4.0,16.0,1.0,,,3.0,,2.0,3.0,1.0,5.0,6.0,,1.0,,,,6,0.5,0.6666666666666666,0.2857142857142857,0.5,0.16,0.5,0.16,0.5,24.56140350877193,1.0,0.2413793103448276,0.07317073170731707,0.08,0.0625,0.16666666666666666,0.07017543859649122,0.05263157894736842,0.08333333333333333,0.23076923076923078,0.125,0.10526315789473684,,0.05555555555555555,0.24,0.16666666666666666,0.25,,0.5,0.5,,0.68,0.48776458333333333,0.45776666666666666,,,0.5,7.9142857142857155,0.06,1.0,1.0,1.0,5.0,2.0,3.0,2.0,9.0,11.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.44,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.75,0.07692307692307693,0.1111111111111111,0.375,1.0,0.2,0.2,0.2,0.12,0.6666666666666666,0.6666666666666666,1.0,0.08,0.36,1.0,1.0,0.5869,0.25,28.027272727272734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201155,1610612754,Rodney Stuckey,Rodney Stuckey,201155,IND,4029.0,67.0,-35,126,127.0,29,32.0,15.0,253,1.0,5.0,,,8.0,21.0,5.0,27.0,142,,,4.0,4.0,10.0,6.0,,3.0,6.0,1.0,2.0,15.0,,,4.0,4.0,8.0,,8.0,,2.0,1.0,5.0,,3.0,5.0,,2.0,5.0,9.0,9.0,,2.0,,29,0.625,0.625,0.38095238095238093,,0.4074074074074074,,0.43548387096774194,1.0,25.35211267605634,1.0,0.1111111111111111,,0.14814814814814814,,0.12698412698412698,,,,0.125,0.1,0.15,0.14285714285714285,,0.18518518518518517,0.2,0.3333333333333333,1.0,,,,0.4074074074074074,0.43372407407407415,,0.1,0.08695652173913043,0.14814814814814814,10.704761904761906,0.23015873015873015,,,3.0,9.0,4.0,7.0,2.0,4.0,6.0,1.0,2.0,4.0,,4.0,2.0,,,2.0,,1.0,,1.0,,4.0,0.5,0.3333333333333333,0.4,0.2222222222222222,,0.09523809523809523,0.4,,,,,0.1,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25925925925925924,0.5714285714285714,0.5714285714285714,0.75,0.07407407407407407,0.14814814814814814,,,0.45531666666666665,0.14814814814814814,24.8,1.0,2.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612754,Ty Lawson,Ty Lawson,201951,IND,4414.0,74.0,-37,139,140.0,37,38.0,17.0,279,3.0,8.0,,,6.0,15.0,4.0,16.0,159,,,,,,12.0,,7.0,10.0,1.0,5.0,23.0,1.0,,1.0,5.0,6.0,1.0,7.0,,3.0,3.0,3.0,3.0,1.0,6.0,,6.0,8.0,5.0,6.0,,2.0,,37,,,0.4,,0.3333333333333333,,0.38095238095238093,,17.197452229299362,0.5,0.13157894736842105,,0.034482758620689655,0.043478260869565216,0.08955223880597014,0.0136986301369863,,,0.125,0.09090909090909091,0.045454545454545456,,,0.4444444444444444,0.375,0.5,,,,,0.6111111111111112,0.5167805555555556,,0.1,0.11764705882352941,,7.933333333333334,0.26618705035971224,,,2.0,3.0,1.0,4.0,,3.0,3.0,1.0,3.0,4.0,,3.0,2.0,,,2.0,,,,,,4.0,0.3333333333333333,0.2,0.3333333333333333,0.16666666666666666,,0.13333333333333333,0.25,,,,,0.18181818181818182,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.25,0.25,,,0.16666666666666666,,,0.38866,0.25,25.833333333333332,,,,2.0,2.0,,,3.0,3.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.4,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
202331,1610612754,Paul George,Paul George,202331,IND,1439.0,24.0,-4,44,45.0,20,22.0,5.0,89,3.0,5.0,,1.0,4.0,8.0,6.0,23.0,50,,1.0,2.0,2.0,2.0,6.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,3.0,,3.0,2.0,,,,,,1.0,2.0,4.0,6.0,,3.0,,20,0.25,0.25,0.5,,0.6538461538461539,,0.71875,0.5,32.6530612244898,,0.1,,0.1,0.125,0.1,0.05555555555555555,,0.2,,,0.125,,,0.38461538461538464,0.6,0.6,,1.0,,,0.7692307692307693,0.5588807692307692,,0.1875,0.2727272727272727,0.08695652173913043,5.175000000000001,0.45454545454545453,2.0,4.0,,1.0,1.0,2.0,1.0,4.0,5.0,3.0,6.0,14.0,,4.0,2.0,,,,,1.0,,1.0,1.0,14.0,0.5,0.6,0.6363636363636364,0.38461538461538464,,0.25,,,,,,0.5,1.0,0.07692307692307693,,,0.15384615384615385,0.5,1.0,1.0,0.07692307692307693,0.3076923076923077,0.4,0.5,0.554845,0.6086956521739131,24.86,1.0,2.0,3.0,4.0,2.0,6.0,2.0,,,,1.0,,,,,,1.0,1.0,,0.6666666666666666,0.6,0.6,,0.5,0.5,0.5,0.1,0.5,,3.0,,,,,,0.3,1.0,1.0,1.0,2.0,3.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,
203524,1610612754,Solomon Hill,Solomon Hill,203524,IND,3629.0,60.0,-20,116,116.0,30,32.0,16.0,232,,2.0,,,,3.0,7.0,13.0,121,,,,,,,,2.0,2.0,1.0,1.0,4.0,1.0,,1.0,3.0,4.0,1.0,5.0,,,,1.0,1.0,,2.0,,4.0,7.0,5.0,8.0,,4.0,,30,,,,,0.375,,0.5416666666666666,,10.526315789473683,0.5,0.09090909090909091,,0.043478260869565216,0.05,0.07142857142857142,0.015625,,0.06666666666666667,0.07692307692307693,,0.058823529411764705,,,0.25,,,,,,,0.875,0.52178125,,0.3333333333333333,0.5714285714285714,,5.933333333333333,0.25862068965517243,,,,,,1.0,2.0,3.0,5.0,,1.0,2.0,,3.0,1.0,,,1.0,,,,,,2.0,,,0.3333333333333333,0.625,,0.3333333333333333,0.5,,,,,0.18181818181818182,,,,,0.125,,,,0.25,0.375,,,0.43069999999999997,0.15384615384615385,24.639999999999997,1.0,2.0,2.0,1.0,2.0,6.0,2.0,,,,,2.0,,,,,,,,1.0,0.4,0.4,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612754,George Hill,George Hill,201588,IND,266.0,4.0,7,9,10.0,4,3.0,2.0,19,2.0,2.0,,,2.0,2.0,,4.0,5,,,,,4.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,4,1.0,1.0,1.0,,1.0,,1.0,,18.181818181818183,,,,0.5,,0.2,,,,,,0.5,,,1.0,1.0,1.0,1.0,,,,1.0,0.7515,,,,,0.75,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,1861.0,31.0,-11,59,58.0,17,19.0,10.0,117,6.0,7.0,4.0,4.0,9.0,14.0,,18.0,64,4.0,5.0,,8.0,10.0,8.0,4.0,,,,,,3.0,1.0,2.0,,2.0,4.0,6.0,,2.0,1.0,2.0,1.0,1.0,3.0,,,4.0,,,,,,17,0.5555555555555556,0.7142857142857143,0.6428571428571429,0.8,0.6,0.8,0.6,0.8,26.086956521739133,0.6666666666666666,,0.05,0.14285714285714285,0.21428571428571427,0.0625,0.11764705882352941,,0.18181818181818182,,,0.16666666666666666,,,0.4666666666666667,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.8,1.0,0.25,0.5333333333333333,0.4643933333333333,0.6118,,,0.4444444444444444,9.471428571428573,0.288135593220339,1.0,1.0,,2.0,3.0,5.0,,1.0,1.0,2.0,2.0,4.0,,1.0,,,,1.0,,3.0,,3.0,3.0,4.0,1.0,0.6666666666666666,0.6666666666666666,0.06666666666666667,,,,,,,0.25,,1.0,0.13333333333333333,,,0.3333333333333333,0.6,0.6,1.0,,0.06666666666666667,0.3333333333333333,1.0,0.4861,0.2222222222222222,25.0,,,,1.0,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,
201941,1610612754,Jordan Hill,Jordan Hill,201941,IND,476.0,8.0,-6,16,15.0,13,12.0,,31,,,,,,2.0,,,22,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,13,,,,,,,,,12.5,,0.3333333333333333,,,,0.3333333333333333,,,,,0.5,,,,,,,,,,,,0.3921,,,,,11.4,0.8125,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,0.3761,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
202730,1610612754,Lavoy Allen,Lavoy Allen,202730,IND,457.0,8.0,-16,16,16.0,11,10.0,1.0,32,,,,,1.0,1.0,,2.0,28,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,1.0,1.0,,1.0,,1.0,,5.88235294117647,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,17.8,0.6875,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
