EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,Loose Ball Fouls,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGA,PenaltyFG3A,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,PenaltyArc3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,Corner3Assists,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Charge Fouls,SecondChanceAtRimPctAssisted,BlockedShortMidRange,HeaveAttempts,2pt And 1 Free Throw Trips,on,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,Charge Fouls Drawn,Defensive 3 Seconds Violations
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,5772.0,96,-63,173,182,33.0,37,21.0,355,4.0,10.0,2.0,1.0,8.0,6.0,9.0,2.0,2.0,6.0,2.0,3.0,11.0,27,2.0,8.0,28,231,1.0,1.0,2.0,3.0,8.0,4.0,8.0,14.0,6.0,6.0,2.0,3.0,11.0,3.0,14.0,3.0,3.0,4.0,4.0,31.0,1.0,1.0,4.0,3.0,1.0,8.0,2.0,10.0,2.0,3.0,2.0,1.0,6.0,4.0,2.0,1.0,2.0,8.0,2.0,4.0,1.0,10.0,1.0,1.0,33.0,0.36363636363636365,0.36363636363636365,1.0,0.25,0.6666666666666666,0.25,0.4074074074074074,1.0,0.4,1.0,0.4,1.0,0.22857142857142856,0.1111111111111111,0.2,0.1111111111111111,22.05128205128205,0.75,0.14285714285714285,0.05,0.014925373134328358,0.13333333333333333,0.043478260869565216,0.07777777777777778,0.022222222222222223,0.045454545454545456,0.14285714285714285,0.034482758620689655,0.14285714285714285,0.15,0.1,0.10526315789473684,0.2857142857142857,0.4,0.5,0.25,0.22857142857142856,0.125,0.125,0.2571428571428571,0.6666666666666666,0.75,0.5,0.05714285714285714,0.17142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,1.0,0.5,0.5142857142857142,0.3333333333333333,0.48362,0.5671499999999999,0.472275,0.2857142857142857,9.90740740740741,24.3,0.1907514450867052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,312.0,5,-8,10,12,2.0,1,1.0,22,,,,,3.0,,,,1.0,1.0,,,,3,1.0,1.0,5,14,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,1.0,1.0,,1.0,,,0.375,,0.5,,0.25,,,,45.45454545454545,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,0.25,1.0,1.0,1.0,,,,,0.25,1.0,0.41523750000000004,,,,9.466666666666667,24.5,0.2,2.0,1.0,1.0,2.0,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101114,1610612742,Deron Williams,Deron Williams,101114,DAL,1515.0,25,-19,47,50,9.0,9,8.0,97,1.0,3.0,1.0,,,,2.0,,3.0,4.0,,,1.0,5,3.0,4.0,11,52,,,,,,3.0,,2.0,,4.0,3.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,2.0,1.0,,3.0,,1.0,,3.0,,,9.0,,,,0.75,,0.75,0.2,,0.6111111111111112,,0.6111111111111112,,0.4444444444444444,,,,21.818181818181817,0.3333333333333333,,0.07142857142857142,,,,0.041666666666666664,,,,,0.25,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.2222222222222222,,,,,0.4444444444444444,0.75,0.75,,,,,0.25,0.7777777777777778,0.75,0.5368888888888889,,0.45925,,8.36,24.5,0.19148936170212766,,,,,,,,1.0,1.0,9.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,5813.0,97,-72,177,184,30.0,39,22.0,361,,2.0,,1.0,2.0,3.0,6.0,7.0,3.0,13.0,,,4.0,10,6.0,20.0,30,245,,,,1.0,,1.0,4.0,4.0,18.0,13.0,3.0,2.0,1.0,,1.0,,,,1.0,2.0,,2.0,6.0,2.0,,8.0,2.0,10.0,,3.0,2.0,1.0,,,1.0,,,1.0,,2.0,,5.0,,10.0,30.0,0.5,0.5,1.0,0.3,,0.3,0.4,,0.43333333333333335,,0.46875,,0.6666666666666666,0.2,0.5,,16.5,,,0.037037037037037035,0.029411764705882353,0.2,,0.09523809523809523,0.020833333333333332,0.1,,0.03333333333333333,,0.19047619047619047,0.2222222222222222,,0.06666666666666667,,,,0.06666666666666667,0.5,1.0,0.2,0.5,0.5,0.6666666666666666,0.23333333333333334,0.43333333333333335,0.23076923076923078,0.23076923076923078,1.0,,,,,0.7333333333333333,0.23076923076923078,0.50541,,0.50805,,12.720000000000002,23.959999999999997,0.1694915254237288,4.0,,,4.0,2.0,0.0625,0.16666666666666666,1.0,2.0,,,0.3333333333333333,3.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,8.0,2.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.5,0.07692307692307693,0.42857142857142855,0.42857142857142855,1.0,1.0,0.3333333333333333,1.0,1.0,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2585,1610612742,Zaza Pachulia,Zaza Pachulia,2585,DAL,6713.0,112,-72,202,210,37.0,46,27.0,412,6.0,14.0,3.0,2.0,6.0,1.0,4.0,,,,,,9.0,24,,,33,274,1.0,6.0,,,7.0,4.0,14.0,4.0,,,,2.0,10.0,6.0,16.0,4.0,5.0,1.0,4.0,38.0,2.0,8.0,1.0,10.0,6.0,17.0,10.0,27.0,,3.0,3.0,,2.0,,,,2.0,2.0,,5.0,,13.0,,13.0,37.0,0.7777777777777778,0.875,,,,,0.375,0.16666666666666666,0.375,0.16666666666666666,0.5,0.3888888888888889,,0.08333333333333333,0.14285714285714285,,14.655172413793105,1.0,0.75,0.15873015873015872,0.10126582278481013,0.02702702702702703,0.06666666666666667,0.11,0.09174311926605505,0.07692307692307693,0.1,0.12903225806451613,0.21428571428571427,0.04,,,0.5833333333333334,0.42857142857142855,0.5,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.25,1.0,,,,,,,,,0.75,0.5833333333333334,,0.49988333333333324,0.5037799999999999,0.49465,0.21212121212121213,5.5249999999999995,,0.18316831683168316,15.0,3.0,,17.0,4.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,1.0,,9.0,,,3.0,1.0,9.0,2.0,,0.25,0.25,0.5625,,0.16666666666666666,,,,,,,,0.2727272727272727,1.0,5.0,1.0,5.0,7.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,0.10714285714285714,0.12,0.05,1.0,1.0,0.8333333333333334,0.2,0.3333333333333333,,,,,,True,,,,,,,,
1626147,1610612742,Justin Anderson,Justin Anderson,1626147,DAL,1833.0,31,-21,52,57,4.0,12,9.0,109,3.0,6.0,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,,,4.0,9,2.0,4.0,14,82,1.0,3.0,,,2.0,1.0,6.0,2.0,6.0,3.0,1.0,,,2.0,2.0,2.0,,,,6.0,3.0,2.0,,1.0,,1.0,5.0,6.0,1.0,,,,,,1.0,,,1.0,,,,3.0,,2.0,4.0,0.75,0.75,1.0,0.5,,0.5,0.4444444444444444,0.3333333333333333,0.5384615384615384,0.3333333333333333,0.5,0.3333333333333333,0.3076923076923077,,,,23.4375,,,0.07142857142857142,0.10526315789473684,,0.375,0.043478260869565216,0.18518518518518517,0.25,0.3333333333333333,,,,,0.14285714285714285,0.46153846153846156,0.5,0.5,1.0,0.07692307692307693,1.0,1.0,0.15384615384615385,,,,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,0.7692307692307693,0.3333333333333333,0.6290615384615384,0.5197,0.8896,0.14285714285714285,4.822222222222223,24.325,0.07692307692307693,,,,2.0,1.0,0.07142857142857142,0.1,,,,,,1.0,,,,,1.0,,2.0,,,,1.0,2.0,,,1.0,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,,0.14285714285714285,1.0,3.0,1.0,,,,,,,,,,,,,0.4,,,1.0,0.3333333333333333,1.0,1.0,1.0,,,,True,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,2034.0,34,-17,58,62,8.0,13,10.0,120,4.0,7.0,2.0,,,1.0,4.0,,,,,,5.0,11,,,10,77,1.0,4.0,,,2.0,3.0,8.0,2.0,,,,1.0,3.0,1.0,4.0,1.0,1.0,,2.0,9.0,1.0,4.0,2.0,2.0,,4.0,5.0,9.0,,,,,1.0,,,,1.0,1.0,,3.0,,3.0,,2.0,8.0,0.8,0.8,,,,,0.45454545454545453,0.25,0.45454545454545453,0.25,0.4166666666666667,0.25,,0.09090909090909091,0.14285714285714285,,18.84057971014493,1.0,,0.125,0.14814814814814814,0.2,0.09090909090909091,0.15384615384615385,0.13157894736842105,0.2,,,,,0.5,,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.75,,,,0.36363636363636365,0.25,0.25,1.0,,,,,,,,,0.6666666666666666,0.6363636363636364,,0.5415454545454546,0.542875,0.47363333333333335,0.2,7.590909090909091,,0.13793103448275862,,,,2.0,1.0,0.08333333333333333,0.08333333333333333,,,,,,,,,,,1.0,,2.0,,,,,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2857142857142857,,,,,,,,0.2,1.0,2.0,1.0,,,,,,,,,,,,0.2727272727272727,0.14285714285714285,,,0.5,0.5,0.5,,,,,,True,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,4135.0,69,-35,128,127,27.0,28,16.0,255,5.0,6.0,1.0,5.0,12.0,7.0,15.0,1.0,3.0,4.0,1.0,1.0,17.0,33,4.0,5.0,49,171,,,1.0,1.0,3.0,7.0,22.0,12.0,12.0,4.0,3.0,,1.0,1.0,2.0,,1.0,,,5.0,,1.0,2.0,7.0,,9.0,1.0,10.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,3.0,1.0,4.0,,6.0,1.0,6.0,27.0,0.6470588235294118,0.6470588235294118,1.0,0.8,1.0,0.8,0.5151515151515151,,0.6052631578947368,1.5,0.6125,1.5,0.13157894736842105,,,,29.45205479452055,0.6666666666666666,,0.175,0.022222222222222223,0.08,,0.13846153846153847,0.01694915254237288,,,0.2,0.18181818181818182,0.05555555555555555,0.14285714285714285,,0.15789473684210525,0.8333333333333334,0.8333333333333334,0.4,0.3157894736842105,0.4166666666666667,0.4166666666666667,0.39473684210526316,0.4666666666666667,0.4666666666666667,1.0,0.02631578947368421,0.10526315789473684,0.75,0.75,1.0,1.0,1.0,1.0,0.14285714285714285,0.2894736842105263,0.75,0.44791710526315787,,0.43042857142857144,0.061224489795918366,11.769696969696968,23.94,0.2109375,3.0,1.0,,4.0,,,,,,,,,1.0,,,,,4.0,,11.0,,,2.0,,11.0,,,0.5714285714285714,0.5714285714285714,0.6111111111111112,,0.1111111111111111,1.0,1.0,1.0,,,,,0.22448979591836735,,,1.0,,3.0,,1.0,2.0,1.0,,1.0,1.0,2.0,0.07142857142857142,,,1.0,0.4,,,1.0,,,1.0,,,True,,,,,,,,
101135,1610612742,David Lee,David Lee,101135,DAL,387.0,6,-17,11,13,,2,,24,,,,2.0,2.0,,,,,,,,2.0,2,,,4,21,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.5,0.5,,,,,1.0,,1.0,,1.0,,,,,,18.181818181818183,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.36735,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,True,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,2357.0,39,-26,69,71,14.0,23,11.0,140,3.0,5.0,1.0,,,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,6,1.0,7.0,14,98,,,1.0,2.0,5.0,1.0,6.0,2.0,3.0,3.0,1.0,,3.0,1.0,4.0,,1.0,1.0,1.0,9.0,,,3.0,3.0,,6.0,,6.0,,1.0,,1.0,,,,,,,,2.0,,4.0,,3.0,14.0,0.75,0.75,1.0,0.14285714285714285,0.5,0.16666666666666666,0.6666666666666666,,0.4230769230769231,0.75,0.5,0.8333333333333334,0.5384615384615384,,,,16.867469879518072,,,0.15,,0.1875,,0.16666666666666666,,,,0.125,0.2,0.25,0.125,,0.38461538461538464,0.6,0.6,0.6666666666666666,,,,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,0.3076923076923077,0.25,0.25,1.0,0.5,1.0,1.0,0.3333333333333333,0.9230769230769231,0.3333333333333333,0.6013499999999999,0.5886,0.60265,0.35714285714285715,4.533333333333334,27.142857142857142,0.2028985507246377,3.0,,,4.0,3.0,0.21428571428571427,0.42857142857142855,1.0,2.0,,,0.3333333333333333,,1.0,,1.0,,1.0,,2.0,,,,,2.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,0.5,0.3333333333333333,,,0.14285714285714285,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,2.0,True,,,,,,,,
