EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,FTDefRebounds,TwoPtShootingFoulsDrawn,DefFTReboundPct,LongMidRangePctAssisted,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,Corner3Assists,BlockingFouls,DefensiveGoaltends,Charge Fouls Drawn,LongMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,3SecondViolations,on,Charge Fouls,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,3339.0,56.0,25.0,110,110,49,40,14.0,220,2.0,5.0,1.0,2.0,1.0,3.0,9.0,15.0,4.0,9.0,1.0,5.0,12.0,23.0,4.0,9.0,8.0,44.0,111,2.0,2.0,4.0,2.0,8.0,1.0,5.0,8.0,15.0,4.0,20.0,6.0,6.0,9.0,4.0,3.0,11.0,3.0,14.0,3.0,7.0,1.0,3.0,31.0,1.0,4.0,2.0,6.0,1.0,7.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,8.0,4.0,15.0,49,3.0,4.0,0.16666666666666666,0.16666666666666666,0.5,0.4444444444444444,0.2,0.4444444444444444,0.5217391304347826,1.0,0.25,0.5625,1.0,0.2692307692307692,0.6111111111111112,1.0,0.4411764705882353,0.28125,0.13043478260869565,0.6,29.133858267716533,1.0,0.06451612903225806,0.029411764705882353,0.2,0.11764705882352941,0.022222222222222223,0.058823529411764705,0.07142857142857142,0.125,0.125,0.5,0.15625,0.4,1.0,1.0,0.09375,0.3333333333333333,0.3333333333333333,0.46875,0.6,0.6,0.28125,0.4444444444444444,0.4444444444444444,0.5,0.15384615384615385,0.5,0.38461538461538464,0.2,0.4375,0.4444444444444444,0.44540625,0.41725,0.4413653846153846,0.09090909090909091,0.3409090909090909,12.708695652173914,26.944444444444443,0.44545454545454544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,3191.0,53.0,-12.0,102,104,21,18,13.0,206,,1.0,,,,1.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,7.0,1.0,5.0,1.0,6.0,104,,,,,,1.0,2.0,,3.0,2.0,,3.0,,4.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,5.0,6.0,,6.0,2.0,1.0,1.0,2.0,2.0,2.0,,6.0,6.0,2.0,,4.0,,3.0,21,,,1.0,1.0,1.0,0.2,0.5,0.2,0.14285714285714285,,,0.20833333333333334,,0.75,0.21428571428571427,,0.75,0.4166666666666667,,,13.793103448275863,1.0,0.14285714285714285,,,0.08771929824561403,,,0.2,0.2,,,0.08333333333333333,,,,0.08333333333333333,,,0.4166666666666667,0.2,0.2,0.3333333333333333,0.25,0.25,1.0,,,1.0,0.5,0.5,0.25,0.4692541666666667,,0.531375,,0.5,15.257142857142856,25.560000000000002,0.20588235294117646,1.0,1.0,2.0,0.2,1.0,0.08333333333333333,0.14285714285714285,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,7008.0,117.0,6.0,228,226,91,75,29.0,454,16.0,21.0,5.0,6.0,1.0,2.0,,,,,,,17.0,23.0,,,21.0,55.0,237,7.0,10.0,19.0,6.0,7.0,,,17.0,29.0,18.0,16.0,,,,,,5.0,1.0,6.0,1.0,2.0,2.0,1.0,13.0,15.0,10.0,22.0,39.0,22.0,61.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,6.0,11.0,28.0,,51.0,19.0,29.0,91,,3.0,0.5294117647058824,0.8181818181818182,,,,,0.7391304347826086,0.7,0.8571428571428571,0.7391304347826086,0.7,0.8571428571428571,0.5729166666666666,0.59375,0.5178571428571429,,,,20.0,0.6,0.3235294117647059,0.20270270270270271,0.20833333333333334,0.27586206896551724,0.19811320754716982,0.17647058823529413,0.21739130434782608,0.38095238095238093,0.20512820512820512,0.2222222222222222,0.9130434782608695,0.7619047619047619,0.7619047619047619,0.5625,0.08695652173913043,0.5,0.5,,,,,,,,0.8571428571428571,0.8333333333333334,,,0.9130434782608695,,0.6980304347826087,0.61303,0.7033571428571429,0.34545454545454546,0.5272727272727272,1.265217391304348,,0.3991228070175439,,7.0,7.0,0.875,,,0.2413793103448276,0.2413793103448276,6.0,9.0,5.0,12.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,6.0,1.0,7.0,4.0,0.041666666666666664,0.1875,0.3076923076923077,0.18518518518518517,0.25,0.375,0.5,0.5714285714285714,0.9,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,3280.0,55.0,6.0,107,106,40,27,11.0,213,4.0,6.0,1.0,2.0,1.0,4.0,3.0,10.0,,,,,8.0,20.0,,1.0,15.0,31.0,122,1.0,3.0,2.0,1.0,5.0,,,5.0,7.0,12.0,4.0,,,,,2.0,5.0,3.0,8.0,3.0,3.0,1.0,1.0,19.0,1.0,4.0,6.0,12.0,2.0,14.0,1.0,1.0,,3.0,1.0,3.0,3.0,1.0,5.0,9.0,,17.0,2.0,7.0,40,1.0,2.0,0.75,0.75,,,,,0.4,0.3333333333333333,0.2,0.38095238095238093,0.3333333333333333,0.2,0.5344827586206896,0.3333333333333333,0.5,0.047619047619047616,0.1,0.16666666666666666,26.446280991735538,1.0,0.20689655172413793,0.03225806451612903,0.18181818181818182,0.19607843137254902,0.023809523809523808,0.058823529411764705,0.07692307692307693,0.2857142857142857,0.16666666666666666,0.25,0.2857142857142857,0.6666666666666666,0.8,0.75,0.19047619047619047,0.25,0.3333333333333333,0.47619047619047616,0.3,0.3,,,,,0.4,0.5,,,0.3333333333333333,,0.4505071428571429,0.4324666666666667,0.4227,0.06451612903225806,0.22580645161290322,10.879999999999999,23.8,0.37383177570093457,1.0,2.0,7.0,0.5,1.0,0.047619047619047616,0.25925925925925924,0.2692307692307692,,1.0,,,,1.0,,,,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,0.09090909090909091,,,,,0.3333333333333333,,1.0,0.3333333333333333,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,11953.0,199.0,11.0,393,393,142,124,46.0,786,7.0,11.0,6.0,8.0,13.0,30.0,15.0,41.0,4.0,18.0,2.0,9.0,35.0,82.0,4.0,21.0,22.0,104.0,410,2.0,4.0,8.0,15.0,34.0,2.0,9.0,8.0,44.0,16.0,54.0,12.0,,18.0,4.0,3.0,11.0,2.0,13.0,2.0,7.0,2.0,2.0,28.0,2.0,6.0,5.0,11.0,2.0,13.0,10.0,8.0,2.0,6.0,4.0,9.0,3.0,3.0,9.0,20.0,,25.0,2.0,44.0,142,1.0,2.0,0.22857142857142856,0.22857142857142856,1.0,0.19047619047619047,0.2222222222222222,0.19047619047619047,0.4268292682926829,0.5,0.4411764705882353,0.39805825242718446,0.2,0.4186046511627907,0.45614035087719296,0.3333333333333333,0.46808510638297873,0.20388349514563106,0.036585365853658534,0.09090909090909091,27.57847533632287,0.6666666666666666,0.04132231404958678,0.014814814814814815,0.08,0.05612244897959184,0.010752688172043012,0.03389830508474576,,0.02564102564102564,0.0847457627118644,0.0625,0.10679611650485436,0.6363636363636364,0.7,0.14285714285714285,0.2912621359223301,0.43333333333333335,0.4642857142857143,0.39805825242718446,0.36585365853658536,0.36585365853658536,0.17475728155339806,0.2222222222222222,0.2222222222222222,1.0,0.18604651162790697,0.75,0.20930232558139536,0.2222222222222222,0.3106796116504854,0.2222222222222222,0.4337203883495145,0.5002083333333334,0.426603488372093,0.07692307692307693,0.4230769230769231,12.446341463414633,26.485714285714288,0.361323155216285,3.0,,8.0,,0.2,0.02912621359223301,0.08928571428571429,0.0898876404494382,1.0,1.0,4.0,,,,1.0,,3.0,2.0,,,1.0,,1.0,,,,,,,,,,,0.0975609756097561,0.01694915254237288,,0.1,1.0,0.06666666666666667,2.0,4.0,6.0,2.0,2.0,0.3076923076923077,1.0,0.2,0.4,0.08695652173913043,,,,,,,,,,,,,,,,,,,True,,,,,,,,
202332,1610612746,Cole Aldrich,Cole Aldrich,202332,LAC,4187.0,70.0,2.0,137,136,34,32,15.0,273,4.0,4.0,,,4.0,8.0,,,,,,,8.0,12.0,,,1.0,17.0,140,1.0,1.0,2.0,1.0,2.0,,,1.0,3.0,12.0,4.0,,,,,,1.0,2.0,3.0,,1.0,,,8.0,6.0,5.0,10.0,20.0,6.0,26.0,5.0,2.0,3.0,,,2.0,,4.0,11.0,4.0,1.0,4.0,1.0,3.0,34,2.0,1.0,0.75,0.8571428571428571,,,,,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6071428571428571,1.0,0.5,,,,10.596026490066226,,0.23809523809523808,0.11764705882352941,0.22727272727272727,0.234375,0.08823529411764706,0.18181818181818182,0.25,0.2,0.23529411764705882,0.2,0.3333333333333333,1.0,1.0,0.75,0.6666666666666666,0.5,0.5,,,,,,,,,,,,0.3333333333333333,,0.42300000000000004,0.6494,0.4202,0.11764705882352941,0.17647058823529413,4.991666666666666,,0.24817518248175183,,5.0,1.0,0.7142857142857143,,,0.07692307692307693,0.07692307692307693,1.0,1.0,,2.0,,,,1.0,2.0,,,2.0,1.0,,,3.0,1.0,2.0,3.0,2.0,,,0.2,,,0.26666666666666666,,0.6666666666666666,1.0,1.0,,,,,,,0.75,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,5036.0,84.0,7.0,169,161,75,55,18.0,330,4.0,6.0,3.0,4.0,,2.0,6.0,12.0,6.0,13.0,3.0,6.0,10.0,20.0,6.0,13.0,2.0,40.0,186,2.0,3.0,4.0,6.0,9.0,3.0,6.0,2.0,23.0,20.0,,18.0,,13.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,,2.0,3.0,5.0,,5.0,,,,2.0,1.0,2.0,1.0,2.0,5.0,5.0,,2.0,1.0,23.0,75,,1.0,1.0,1.0,1.0,0.46153846153846156,0.5,0.46153846153846156,0.5,0.6666666666666666,0.6666666666666666,0.5757575757575758,0.5,0.7,0.5882352941176471,0.5,0.71875,0.3939393939393939,0.1,,19.047619047619047,1.0,0.07894736842105263,,0.0625,0.07142857142857142,,,,0.15384615384615385,0.06896551724137931,,0.18181818181818182,0.6666666666666666,0.6666666666666666,1.0,0.06060606060606061,,,0.36363636363636365,0.5,0.5454545454545454,0.3939393939393939,0.46153846153846156,0.46153846153846156,1.0,0.26666666666666666,0.75,0.4,0.5,0.5757575757575758,0.46153846153846156,0.46301060606060607,0.4169333333333333,0.48331999999999997,0.1,0.575,12.275,26.076923076923077,0.4437869822485207,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,0.09090909090909091,,,,,0.5,,1.0,1.0,,,,,,0.25,,,,,1.0,0.08333333333333333,,,,,,,,,,,,,,True,,,,,,,,
201145,1610612746,Jeff Green,Jeff Green,201145,LAC,8182.0,136.0,9.0,269,265,84,79,29.0,534,12.0,19.0,4.0,5.0,3.0,8.0,1.0,5.0,2.0,8.0,1.0,1.0,16.0,32.0,4.0,10.0,15.0,59.0,277,3.0,3.0,7.0,5.0,7.0,3.0,3.0,,19.0,10.0,22.0,12.0,,8.0,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,1.0,5.0,9.0,14.0,2.0,16.0,6.0,4.0,2.0,1.0,,3.0,1.0,6.0,12.0,15.0,,25.0,,19.0,84,3.0,,0.3125,0.3125,1.0,0.4,1.0,0.4,0.5,1.0,0.7142857142857143,0.5238095238095238,0.75,0.95,0.5462962962962963,0.7,0.8636363636363636,0.23809523809523808,0.0625,0.05263157894736842,18.811881188118814,0.3333333333333333,0.10112359550561797,0.010416666666666666,0.10638297872340426,0.10294117647058823,0.007751937984496124,0.023255813953488372,0.06896551724137931,0.03571428571428571,0.058823529411764705,0.23076923076923078,0.4523809523809524,0.631578947368421,0.6666666666666666,0.25,0.19047619047619047,0.375,0.42857142857142855,0.11904761904761904,0.2,0.2,0.19047619047619047,0.25,0.25,1.0,0.5,0.8,0.1,1.0,0.6904761904761905,0.25,0.5168583333333333,0.43983333333333335,0.633305,0.11864406779661017,0.3220338983050847,5.918749999999998,25.25,0.31226765799256506,2.0,,13.0,,1.0,0.047619047619047616,0.24074074074074073,0.29545454545454547,2.0,2.0,1.0,,,1.0,,,2.0,1.0,,2.0,,1.0,1.0,2.0,2.0,,2.0,2.0,0.06666666666666667,,,,,0.1875,,1.0,0.5,1.0,0.125,,1.0,1.0,2.0,,0.3333333333333333,,,0.25,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.2,1.0,,,,,True,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,7537.0,126.0,-9.0,246,251,89,73,27.0,497,12.0,16.0,3.0,4.0,6.0,17.0,,3.0,4.0,14.0,1.0,5.0,18.0,36.0,4.0,15.0,4.0,52.0,262,3.0,3.0,7.0,6.0,10.0,1.0,5.0,1.0,16.0,4.0,32.0,6.0,6.0,13.0,4.0,1.0,8.0,3.0,11.0,3.0,2.0,1.0,5.0,25.0,3.0,5.0,7.0,12.0,4.0,16.0,2.0,1.0,1.0,6.0,3.0,7.0,2.0,4.0,12.0,10.0,2.0,7.0,2.0,16.0,89,1.0,1.0,0.1111111111111111,0.11764705882352941,0.5,0.26666666666666666,0.2,0.2857142857142857,0.5,1.0,0.6,0.47058823529411764,0.6,0.5,0.49056603773584906,0.5833333333333334,0.5,0.29411764705882354,0.027777777777777776,0.0625,21.58273381294964,0.8571428571428571,0.0875,0.034482758620689655,0.1111111111111111,0.096,0.03225806451612903,0.03125,0.08,0.06896551724137931,0.11764705882352941,0.09090909090909091,0.3137254901960784,0.75,0.8,0.16666666666666666,0.3333333333333333,0.35294117647058826,0.35294117647058826,0.058823529411764705,,,0.27450980392156865,0.2857142857142857,0.2857142857142857,0.5,0.26666666666666666,0.75,0.3333333333333333,0.2,0.6078431372549019,0.3076923076923077,0.47745102040816323,0.5003166666666666,0.46010000000000006,0.1346153846153846,0.3076923076923077,6.341666666666666,26.6,0.3617886178861789,1.0,,3.0,,,0.0196078431372549,0.058823529411764705,0.08333333333333333,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,3.0,,,,1.0,3.0,,,,,,,0.02702702702702703,0.05263157894736842,0.027777777777777776,,0.11538461538461539,0.038461538461538464,,0.4,1.0,,,2.0,2.0,,,,,,0.4,,,,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,,True,,,,,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,4040.0,67.0,27.0,134,137,51,63,21.0,271,1.0,1.0,,,,1.0,1.0,3.0,1.0,2.0,,1.0,2.0,5.0,1.0,5.0,3.0,10.0,113,2.0,2.0,4.0,,,,4.0,,,,4.0,3.0,,2.0,1.0,,2.0,,2.0,,2.0,,,4.0,4.0,4.0,9.0,13.0,5.0,18.0,1.0,1.0,,,,1.0,,3.0,6.0,2.0,1.0,3.0,,,51,,,,,1.0,0.2,,0.2,0.4,1.0,,0.35,1.0,,0.45454545454545453,1.0,,0.5,,,7.594936708860759,,0.1836734693877551,0.07692307692307693,0.15384615384615385,0.17333333333333334,0.06944444444444445,0.08333333333333333,0.14285714285714285,0.23529411764705882,0.15789473684210525,0.14285714285714285,0.1,1.0,1.0,,0.1,,,0.3,0.3333333333333333,0.3333333333333333,0.2,0.5,0.5,1.0,,,0.25,,0.6,0.5,0.5053722222222221,0.4679,0.6037499999999999,0.4,,12.760000000000002,24.64,0.3805970149253731,3.0,,,,,0.3,0.09090909090909091,,1.0,1.0,,4.0,1.0,,,,1.0,,,,,,,4.0,2.0,2.0,4.0,3.0,,0.05,,0.10526315789473684,0.0625,0.16666666666666666,,0.75,0.5,1.0,,,,,,1.0,,,,,0.16666666666666666,,,,,,,,3.0,,,,,0.75,,,,,1.0,True,,,,,,,,
