EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,Steals,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Charge Fouls,Loose Ball Fouls,Offensive Fouls,OffLongMidRangeReboundPct,PenaltyFtPoints,Arc3Assists,FTDefRebounds,BadPassSteals,BadPassTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,Fg3aBlocked,SelfOReb,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,on,3SecondViolations,Corner3PctBlocked,FTOffRebounds,BlockingFouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,Charge Fouls Drawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101161,1610612738,Amir Johnson,Amir Johnson,101161,BOS,1635.0,27,-5.0,49,51,10,10.0,2.0,100,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,49,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1.0,1.0,0.3333333333333333,0.25,0.25,0.25,0.6666666666666666,1.0,11.11111111111111,0.5,0.11764705882352941,0.08333333333333333,0.25,0.1724137931034483,0.038461538461538464,0.2,0.1111111111111111,0.5,0.2727272727272727,1.0,0.5,0.25,1.0,1.0,1.0,0.25,0.5,0.5,0.5,0.5,0.75,0.5337625,0.622175,0.622175,2.8666666666666667,23.9,0.20408163265306123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,5915.0,99,-26.0,186,190,57,52.0,23.0,376,6.0,1.0,3.0,1.0,2.0,6.0,,3.0,5.0,12.0,11.0,24.0,191,3.0,,5.0,5.0,4.0,6.0,,4.0,6.0,,14.0,,7.0,7.0,14.0,3.0,17.0,1.0,1.0,,1.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,57,0.4,0.5,0.4166666666666667,0.4782608695652174,0.5,0.4782608695652174,,,12.093023255813954,0.5,0.125,,0.16666666666666666,0.14285714285714285,0.027777777777777776,,0.06666666666666667,0.1,0.19444444444444445,0.6666666666666666,0.2608695652173913,0.08695652173913043,0.5,0.5,,0.2608695652173913,0.3333333333333333,,0.3,0.3,0.7391304347826086,0.537558695652174,0.3845,0.55352,8.583333333333332,24.518181818181816,0.3064516129032258,3.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,15.0,6.0,12.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,15.0,1.0,0.36363636363636365,0.6,0.36363636363636365,0.3333333333333333,0.6,0.3333333333333333,0.75,0.5,0.75,0.06666666666666667,0.02857142857142857,0.2,0.25,0.5,0.5,0.3333333333333333,0.17391304347826086,0.25,0.25,1.0,0.21739130434782608,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2,0.5,0.6666666666666666,0.3333333333333333,0.041666666666666664,0.07692307692307693,0.16666666666666666,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201973,1610612738,Jonas Jerebko,Jonas Jerebko,201973,BOS,2984.0,50,-18.0,96,97,32,25.0,14.0,193,4.0,2.0,2.0,2.0,2.0,2.0,,1.0,6.0,7.0,3.0,15.0,104,2.0,,2.0,1.0,8.0,2.0,,3.0,3.0,2.0,6.0,2.0,4.0,6.0,10.0,2.0,12.0,,2.0,,,2.0,,6.0,,,,,32,0.6666666666666666,1.0,0.8571428571428571,0.75,0.75,0.3,,,10.714285714285714,,0.20689655172413793,0.05405405405405406,0.19047619047619047,0.2,0.03571428571428571,,0.125,0.2,0.21052631578947367,,0.4,0.2,1.0,1.0,1.0,0.2,1.0,,0.6666666666666666,0.3333333333333333,0.7,0.50526,0.5204500000000001,0.5335166666666668,5.185714285714285,24.133333333333336,0.3333333333333333,4.0,2.0,2.0,,1.0,,1.0,,,1.0,,1.0,,2.0,,4.0,2.0,,4.0,4.0,3.0,4.0,1.0,,,1.0,,,,,,,,,,,,4.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,,,0.375,1.0,1.0,0.5,0.1,,,,0.1,,,,0.5,0.5,1.0,1.0,1.0,,,,0.5,,,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,3324.0,55,-21.0,103,108,21,24.0,10.0,211,7.0,,1.0,3.0,7.0,,,,6.0,20.0,3.0,14.0,113,,,3.0,1.0,,,1.0,6.0,8.0,1.0,18.0,,,5.0,6.0,,6.0,2.0,,,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,21,,,0.3,0.2608695652173913,0.2916666666666667,0.13043478260869565,0.05,0.14285714285714285,22.608695652173914,1.0,0.1282051282051282,,,0.08196721311475409,,,0.09090909090909091,0.16666666666666666,,0.5,0.30434782608695654,0.30434782608695654,0.42857142857142855,0.42857142857142855,,,,,0.25,,0.43478260869565216,0.4939347826086957,,0.4830875,9.115,22.933333333333334,0.20388349514563106,3.0,,,,6.0,,3.0,,1.0,,,,2.0,,,,,,2.0,12.0,,,,2.0,1.0,4.0,1.0,,3.0,,,,4.0,,2.0,,,2.0,,,,,,,,,,0.2,,,,0.18181818181818182,0.42857142857142855,0.5,,0.2608695652173913,,,,0.13043478260869565,,,,,,,,,0.25,,,,,,,0.14285714285714285,,1.0,,,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,2477.0,41,-17.0,78,81,23,30.0,8.0,159,10.0,,3.0,,1.0,9.0,,2.0,8.0,13.0,9.0,19.0,77,,,3.0,2.0,8.0,9.0,1.0,1.0,2.0,,5.0,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,,1.0,4.0,1.0,3.0,2.0,2.0,2.0,,23,0.5,0.5,0.6153846153846154,0.36363636363636365,0.41304347826086957,0.4090909090909091,0.07692307692307693,0.1,29.670329670329668,0.5,,0.045454545454545456,0.05555555555555555,0.02702702702702703,0.02040816326530612,0.07692307692307693,,,,,0.45454545454545453,0.045454545454545456,,,,0.4090909090909091,,,0.6,0.4,0.8636363636363636,0.5288954545454545,,0.4244,5.43076923076923,26.511111111111113,0.2948717948717949,6.0,,1.0,2.0,2.0,,,,,,,,3.0,,,,1.0,,3.0,8.0,,,,1.0,,,1.0,,1.0,1.0,,,6.0,1.0,4.0,2.0,,3.0,,,,,,0.3333333333333333,,0.2,,0.3,,,,,0.6,0.6666666666666666,0.5,0.09090909090909091,1.0,1.0,0.5,,,,,,,,,0.3333333333333333,,,,,0.08695652173913043,0.14285714285714285,,0.15789473684210525,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,3624.0,60,-28.0,115,121,36,48.0,15.0,236,12.0,3.0,5.0,,,10.0,,4.0,5.0,14.0,12.0,29.0,131,3.0,1.0,5.0,5.0,2.0,9.0,3.0,2.0,5.0,1.0,13.0,3.0,2.0,1.0,3.0,4.0,7.0,5.0,2.0,,1.0,7.0,1.0,3.0,,,,,36,0.2,0.25,0.35714285714285715,0.36538461538461536,0.46774193548387094,0.46153846153846156,0.21428571428571427,0.25,28.787878787878785,0.7142857142857143,0.03225806451612903,0.07142857142857142,0.06451612903225806,0.04838709677419355,0.0625,0.09523809523809523,0.058823529411764705,,0.07692307692307693,,0.46153846153846156,,,,,0.38461538461538464,0.75,,0.5,0.4,0.9230769230769231,0.52061,0.508175,0.5870388888888889,4.678571428571428,30.350000000000005,0.3130434782608696,4.0,1.0,1.0,1.0,2.0,,2.0,,1.0,3.0,,3.0,10.0,1.0,2.0,4.0,1.0,,10.0,8.0,3.0,2.0,3.0,3.0,1.0,,1.0,1.0,4.0,1.0,1.0,3.0,11.0,1.0,12.0,5.0,,10.0,0.3333333333333333,0.25,,0.2727272727272727,0.3333333333333333,0.2,0.25,0.1,0.4,0.35714285714285715,0.045454545454545456,0.05555555555555555,,,0.3333333333333333,0.4444444444444444,,0.07692307692307693,0.5,0.5,1.0,0.07692307692307693,,,,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.1,,,0.3333333333333333,0.1724137931034483,0.29411764705882354,0.13793103448275862,0.3448275862068966,,,1.0,,8.0,2.0,,3.0,4.0,,2.0,2.0,,1.0,,,2.0,,0.08333333333333333,0.1,,,1.0,6.0,1.0,1.0,1.0,0.14285714285714285,0.25,,,,,,,,,True,,,,,,,,,,,,,,
203109,1610612738,Jae Crowder,Jae Crowder,203109,BOS,2567.0,43,-11.0,80,82,25,24.0,9.0,162,4.0,1.0,,,2.0,10.0,,2.0,3.0,7.0,14.0,24.0,80,1.0,,1.0,4.0,,10.0,,,1.0,,3.0,1.0,4.0,2.0,6.0,1.0,7.0,,,,,,1.0,3.0,,,,,25,,,0.42857142857142855,0.5,0.5454545454545454,0.6666666666666666,,,23.913043478260867,,0.1,0.041666666666666664,0.2222222222222222,0.15789473684210525,0.02127659574468085,0.1,0.2,,0.2,,0.19047619047619047,0.09523809523809523,,,,0.47619047619047616,1.0,,,0.4,0.8571428571428571,0.527554761904762,0.6041,0.51605,6.385714285714286,24.428571428571427,0.3125,3.0,1.0,,,1.0,3.0,4.0,1.0,2.0,2.0,,5.0,3.0,1.0,,2.0,,1.0,3.0,6.0,12.0,2.0,2.0,1.0,1.0,,,,2.0,,,,4.0,,3.0,2.0,,3.0,0.8,0.35714285714285715,0.25,0.35714285714285715,1.0,,1.0,0.3,1.0,0.3,,,,,0.75,0.75,,0.047619047619047616,,,,0.19047619047619047,0.75,0.75,1.0,0.2,0.2,0.5,1.0,,0.4,0.5,,0.2,0.09090909090909091,0.25,0.08333333333333333,0.125,,1.0,,,,,,2.0,,2.0,,,,,,,1.0,,,,0.3333333333333333,,,3.0,,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,1535.0,26,4.0,49,47,18,5.0,6.0,96,1.0,,,,1.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,45,,2.0,1.0,1.0,,4.0,,3.0,3.0,1.0,6.0,1.0,3.0,,3.0,1.0,4.0,,,,,,,2.0,,,,,18,,,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.5714285714285714,,,12.06896551724138,,,0.058823529411764705,0.3,0.13636363636363635,0.034482758620689655,0.1111111111111111,,,0.3333333333333333,,0.14285714285714285,0.14285714285714285,,,,0.5714285714285714,,1.0,,0.5,0.7142857142857143,0.5293714285714285,0.46335,0.508525,10.733333333333334,25.025,0.3673469387755102,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,3.0,,1.0,3.0,2.0,3.0,,1.0,,,2.0,,,,,,,,,,,,3.0,1.0,0.25,1.0,0.25,,,0.75,0.75,0.75,0.75,,,,,1.0,1.0,,0.14285714285714285,,,,,,,,0.25,0.3333333333333333,1.0,,,,,1.0,0.25,,,0.6,0.6,,,,,,,,,,,,,,1.0,,,,,0.25,0.25,,,,,,,,,,1.0,1.0,0.5,0.5,1.0,,,,True,,,,,,,,,,,,,,
1626175,1610612738,Jordan Mickey,Jordan Mickey,1626175,BOS,607.0,10,-2.0,18,19,9,2.0,3.0,37,3.0,,2.0,,,,,,2.0,4.0,,4.0,17,,,2.0,,4.0,,,1.0,2.0,1.0,5.0,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,,9,1.0,1.0,0.5,0.5,0.5,,,,19.047619047619047,,0.1111111111111111,,,0.08333333333333333,0.09090909090909091,,,1.0,,,0.75,,,,,,,,1.0,,0.75,0.682975,,0.7234,4.800000000000001,,0.5,2.0,,1.0,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,0.5,,0.5,,0.5,0.2,,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203092,1610612738,Tyler Zeller,Tyler Zeller,203092,BOS,1780.0,30,5.0,55,55,14,3.0,8.0,110,2.0,1.0,,1.0,2.0,,,,4.0,9.0,,12.0,50,1.0,,2.0,,8.0,,,1.0,2.0,1.0,5.0,2.0,2.0,6.0,8.0,2.0,10.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,14,1.0,1.0,0.4444444444444444,0.4444444444444444,0.5,,,,20.0,1.0,0.3157894736842105,0.1,0.2,0.27586206896551724,0.0625,0.16666666666666666,0.5454545454545454,,0.2222222222222222,1.0,0.2222222222222222,0.2222222222222222,0.5,0.5,1.0,,1.0,,,,0.2222222222222222,0.4482111111111111,0.7296,0.38655,12.577777777777776,,0.2545454545454545,1.0,,,2.0,5.0,,,,,,,,4.0,,1.0,1.0,1.0,,3.0,,,,,1.0,,,,,,,1.0,,7.0,,6.0,2.0,,3.0,,,,,,0.5,,0.5,0.25,0.5,,,,,0.5,0.5,1.0,0.5555555555555556,0.4,0.4,1.0,,,,,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.08333333333333333,0.25,,,,0.1111111111111111,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
