EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,PtsUnassisted2s,Steals,LostBallSteals,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,BadPassSteals,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ThreePtAssists,Assists,Arc3Assists,AssistPoints,ShootingFouls,Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefLongMidRangeReboundPct,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,TwoPtAssists,AtRimAssists,NonShootingPenaltyNonTakeFouls,on,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,FTDefRebounds,DefFTReboundPct,SecondChanceFtPoints,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockingFouls,DefensiveGoaltends,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,3SecondViolations
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,342.0,6,6.0,11,10,5.0,4.0,1.0,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,0.75,1.5,0.75,1.5,0.5,16.666666666666668,0.2,0.125,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.46892500000000004,0.55395,1.0,18.0,26.9,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612746,Jeff Green,Jeff Green,201145,LAC,194.0,3,1.0,6,6,,,,12,1.0,,,,,3.0,,,4.0,5,,,,,,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,50.0,,,,0.3333333333333333,,,,,,,0.6666666666666666,,0.6144999999999999,,,6.8999999999999995,,,2.0,2.0,2.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202332,1610612746,Cole Aldrich,Cole Aldrich,202332,LAC,300.0,5,4.0,11,10,5.0,4.0,1.0,21,,,,,,3.0,,,5.0,7,,,5.0,,,,1.0,2.0,3.0,5.0,5.0,,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,,25.0,0.5,0.5,1.0,,,,,,,,1.0,,0.5439333333333333,0.5439333333333333,1.0,1.8333333333333333,,0.45454545454545453,2.0,3.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.2,0.5,0.16666666666666666,0.25,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.635,0.3333333333333333,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,342.0,6,6.0,11,10,5.0,4.0,1.0,21,2.0,,1.0,,1.0,4.0,,1.0,6.0,7,,1.0,4.0,,1.0,,,,,4.0,5.0,,,,,0.6,0.6666666666666666,0.6,0.6666666666666666,0.2,41.66666666666667,,,,0.4,0.2,,,,0.3333333333333333,,0.4,,0.45258000000000004,0.47786666666666666,0.6666666666666666,10.625,26.6,0.45454545454545453,1.0,1.0,3.0,6.0,1.0,,0.75,0.2,1.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,1.0,,,,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203912,1610612746,CJ Wilcox,CJ Wilcox,203912,LAC,448.0,7,9.0,16,14,10.0,8.0,2.0,30,1.0,,,,,1.0,,,,9,,,,,,,,1.0,1.0,,10.0,,,,,,,,,,5.555555555555555,,0.1111111111111111,,1.0,,,,,,,,,0.398,0.398,,17.8,,0.625,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,0.25,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,148.0,2,5.0,5,4,5.0,4.0,1.0,9,,,,,,,,,,2,,,,,,,1.0,1.0,1.0,,5.0,,,,,,,,,,16.666666666666668,0.3333333333333333,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,254.0,4,8.0,10,8,10.0,8.0,2.0,18,,,,,,,,1.0,,4,,1.0,,,,,,1.0,1.0,,10.0,,,,,,,,,1.0,8.333333333333334,,0.16666666666666666,,,,,,,,,1.0,,0.60765,0.60765,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201965,1610612746,Jeff Ayres,Jeff Ayres,201965,LAC,106.0,2,3.0,5,4,5.0,4.0,1.0,9,,,,,,,,,,2,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203143,1610612746,Pablo Prigioni,Pablo Prigioni,203143,LAC,106.0,2,3.0,5,4,5.0,4.0,1.0,9,,,1.0,,1.0,,,1.0,,2,,1.0,,,1.0,,,,,,5.0,,,,,,,,,1.0,16.666666666666668,,,,,1.0,,,,1.0,,1.0,,0.43965,0.43965,,,27.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,7518.0,125,30.0,246,250,72.0,54.0,30.0,496,32.0,6.0,19.0,1.0,7.0,56.0,6.0,20.0,95.0,235,1.0,7.0,29.0,12.0,19.0,6.0,3.0,13.0,16.0,29.0,72.0,0.6666666666666666,0.3,0.14285714285714285,0.3,0.5263157894736842,0.375,0.5662650602409639,0.5370370370370371,0.2631578947368421,31.182795698924732,0.03529411764705882,0.09154929577464789,0.044444444444444446,0.42105263157894735,0.25,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.35,0.14285714285714285,0.4342105263157895,0.3157894736842105,0.45452400000000004,0.43544,0.30526315789473685,12.466071428571428,26.48,0.2926829268292683,8.0,13.0,31.0,52.0,9.0,4.0,0.5535714285714286,0.17105263157894737,0.6153846153846154,0.8,2.0,2.0,2.0,3.0,15.0,5.0,5.0,10.0,6.0,13.0,14.0,10.0,2.0,2.0,10.0,3.0,17.0,15.0,,1.0,0.16129032258064516,0.16666666666666666,1.0,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.022727272727272728,0.17543859649122806,0.025,0.05,0.16279069767441862,0.375,0.3333333333333333,1.0,0.15,0.6666666666666666,0.5216999999999999,0.012987012987012988,0.017543859649122806,0.10526315789473684,5.0,11.0,18.0,5.0,0.14473684210526316,0.45454545454545453,0.45454545454545453,0.5625,0.5806451612903226,6.0,29.0,5.0,64.0,4.0,12.0,1.0,6.0,6.0,,1.0,,0.013157894736842105,,23.0,12.0,4.0,False,1.0,1.0,6.0,4.0,1.0,3.0,8.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.23076923076923078,0.03125,0.75,0.03125,0.038461538461538464,0.05263157894736842,0.21428571428571427,0.2,0.05555555555555555,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
