EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,DefTwoPtRebounds,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFG2A,PenaltyFtPoints,LiveBallTurnovers,BadPassTurnovers,ThreePtShootingFoulsDrawn,LiveBallTurnoverPct,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,OffRebounds,BadPassSteals,BlockingFouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffTwoPtRebounds,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,Charge Fouls Drawn,LongMidRangeFGM,SelfOReb,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangeAssists,FTOffRebounds,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,on,SecondChanceArc3FGA,HeaveAttempts,Travels,SecondChanceArc3Frequency,BlockedLongMidRange,PtsUnassisted3s,Charge Fouls,DefCorner3ReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctBlocked,SecondChanceArc3FGM,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations
1626166,1610612760,Cameron Payne,Cameron Payne,1626166,OKC,1334.0,22,-3.0,43,43,32.0,20,6.0,86,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,8.0,1.0,2.0,6.0,43.0,2.0,2.0,2.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,32.0,1.0,0.5,0.5,0.25,0.2857142857142857,0.2222222222222222,0.25,0.3,1.0,0.25,0.1111111111111111,0.125,0.3333333333333333,22.448979591836736,0.5,0.14285714285714285,0.041666666666666664,0.2,0.5,0.1111111111111111,0.4444444444444444,0.5,0.5,0.5,0.3333333333333333,0.1111111111111111,0.125,0.125,0.2222222222222222,0.4223611111111111,0.43446874999999996,0.1,0.1111111111111111,0.3333333333333333,0.6666666666666666,12.3,27.5,0.7441860465116279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1737,1610612760,Nazr Mohammed,Nazr Mohammed,1737,OKC,83.0,1,,3,3,3.0,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200751,1610612760,Randy Foye,Randy Foye,200751,OKC,1654.0,28,-8.0,53,51,33.0,28,7.0,104,3.0,1.0,,,,4.0,2.0,2.0,3.0,4.0,,7.0,54.0,,,1.0,1.0,2.0,5.0,2.0,2.0,4.0,,3.0,1.0,4.0,,2.0,9.0,1.0,,2.0,2.0,,,2.0,1.0,2.0,,4.0,1.0,,,1.0,1.0,,1.0,,5.0,33.0,2.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.8333333333333334,0.5,,0.8333333333333334,0.5714285714285714,,,15.0,,0.16666666666666666,0.07142857142857142,0.25,,0.42857142857142855,,,,,,0.5714285714285714,0.3333333333333333,0.6666666666666666,1.0,0.5396785714285715,0.5737833333333334,,,,0.7142857142857143,2.2333333333333334,25.225,0.6226415094339622,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.045454545454545456,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201627,1610612760,Anthony Morrow,Anthony Morrow,201627,OKC,981.0,16,-10.0,34,33,25.0,22,3.0,67,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,7.0,34.0,,,2.0,4.0,2.0,7.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,7.0,25.0,,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.3333333333333333,,,21.62162162162162,,,,,,0.3333333333333333,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5214666666666666,0.5214666666666666,0.14285714285714285,,,1.0,8.375,25.549999999999997,0.7352941176470589,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,1.0,,,,0.5,,,1.0,3.0,1.0,1.0,1.0,1.0,0.3848,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,3034.0,51,-11.0,96,95,50.0,34,13.0,191,2.0,,1.0,3.0,,1.0,1.0,1.0,5.0,4.0,,8.0,99.0,,3.0,,,4.0,6.0,2.0,,1.0,,,,,,,,1.0,,6.0,7.0,1.0,,,,,,4.0,2.0,2.0,1.0,,,,,,6.0,50.0,1.0,1.0,1.0,0.2,,0.4444444444444444,0.75,0.4,0.75,0.6,0.4444444444444444,,,9.09090909090909,,0.1,0.12244897959183673,0.125,,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.1111111111111111,,0.25,0.6666666666666666,0.45781111111111106,0.52245,0.1,0.16666666666666666,0.375,0.75,7.0,23.499999999999996,0.5208333333333334,,,,,2.0,2.0,6.0,,,,5.0,3.0,,,1.0,0.5,0.5,0.5,0.1282051282051282,,,,,,,,,,,1.0,,,,,,0.44,,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0625,0.02040816326530612,0.09090909090909091,0.23076923076923078,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202683,1610612760,Enes Kanter,Enes Kanter,202683,OKC,1858.0,31,-7.0,57,57,28.0,13,11.0,114,10.0,6.0,,,2.0,1.0,,5.0,12.0,2.0,4.0,14.0,61.0,,4.0,3.0,6.0,,6.0,2.0,8.0,1.0,1.0,1.0,,1.0,,,2.0,,,6.0,12.0,,,,,2.0,1.0,2.0,4.0,6.0,2.0,,,,,,6.0,28.0,,0.2,0.3333333333333333,0.4166666666666667,0.5,0.35714285714285715,0.5,0.4117647058823529,0.4,0.42857142857142855,0.14285714285714285,0.08333333333333333,,27.536231884057973,,,0.18181818181818182,,,0.7142857142857143,,,,,0.14285714285714285,0.07142857142857142,1.0,,0.8571428571428571,0.5589571428571428,0.67285,0.125,0.14285714285714285,0.2857142857142857,0.42857142857142855,4.050000000000001,23.8,0.49122807017543857,5.0,3.0,,,,,,,,1.0,6.0,2.0,,,,,,,0.21428571428571427,0.2222222222222222,0.5,0.5555555555555556,0.2,,,,0.5,,,5.0,,2.0,1.0,,1.0,0.655425,,5.0,,1.0,,,,,,,2.0,6.0,,,1.0,,0.4,0.2,0.17647058823529413,0.2857142857142857,0.2727272727272727,0.125,0.07142857142857142,,,,1.0,,,,,,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0.4,0.1,0.16666666666666666,0.2857142857142857,0.4,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,1181.0,20,4.0,35,37,23.0,17,5.0,72,3.0,3.0,,,,,,3.0,3.0,,,6.0,36.0,,,3.0,3.0,,6.0,6.0,,,,2.0,,2.0,,2.0,4.0,,2.0,4.0,4.0,2.0,1.0,,,,,3.0,1.0,,,,,,,,6.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,7.5,1.0,,0.1111111111111111,,,1.0,,,,,,,1.0,,1.0,0.6981333333333333,0.6981333333333333,,,,1.0,1.2333333333333334,,0.6571428571428571,3.0,3.0,,,,,,,,,2.0,,,,,,,,0.13333333333333333,0.25,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,414.0,7,-6.0,15,13,4.0,3,3.0,28,2.0,,,,,1.0,1.0,,2.0,1.0,,,16.0,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,0.3333333333333333,,,17.64705882352941,,,,,,0.6666666666666666,,,,,,0.3333333333333333,,1.0,1.0,0.4354166666666666,0.31965,,,,,2.55,28.4,0.26666666666666666,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203079,1610612760,Dion Waiters,Dion Waiters,203079,OKC,1722.0,29,-1.0,51,51,20.0,13,9.0,102,5.0,2.0,,1.0,3.0,2.0,2.0,4.0,9.0,3.0,4.0,15.0,51.0,,,2.0,4.0,3.0,7.0,2.0,6.0,2.0,,1.0,1.0,2.0,,1.0,5.0,,,4.0,5.0,,,1.0,,2.0,1.0,1.0,6.0,7.0,4.0,,,,,,7.0,20.0,,0.25,0.25,0.4444444444444444,0.5,0.4583333333333333,0.5,0.5,,0.5,0.25,,,27.868852459016395,,,0.16666666666666666,,,0.4166666666666667,0.08333333333333333,,,,0.25,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.5268916666666666,0.5261285714285714,0.26666666666666666,0.3333333333333333,,0.4666666666666667,7.7666666666666675,24.53333333333333,0.39215686274509803,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,4.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.14285714285714285,0.6,0.6,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,0.5,,,1.0,,,0.5,,,,,1.0,,,,1.0,,,,1.0,,,,,,,0.037037037037037035,,0.14285714285714285,0.3333333333333333,0.08333333333333333,,,,,,,,0.14285714285714285,,,,,1.0,1.0,1.0,,,,,0.05555555555555555,0.1111111111111111,,,1.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,820.0,14,,26,26,12.0,5,2.0,52,4.0,1.0,,,1.0,1.0,,3.0,5.0,2.0,6.0,12.0,29.0,,,1.0,1.0,1.0,6.0,2.0,4.0,1.0,,2.0,1.0,3.0,1.0,1.0,7.0,1.0,,4.0,6.0,1.0,,1.0,,1.0,1.0,,4.0,6.0,2.0,,,,,,6.0,12.0,,0.3333333333333333,0.3333333333333333,0.6,1.0,0.42857142857142855,0.5,0.6,,0.75,0.2857142857142857,,,37.931034482758626,,0.5,0.2857142857142857,0.5,,0.5714285714285714,,,,,0.14285714285714285,0.14285714285714285,0.5,,0.8571428571428571,0.6449357142857143,0.6139749999999999,0.2222222222222222,0.2857142857142857,,0.5,3.9800000000000004,23.65,0.46153846153846156,3.0,1.0,,,,,,,,,3.0,,,,,,,,0.25,0.14285714285714285,0.75,0.75,0.3333333333333333,,,,1.0,,,,4.0,,,,,0.55695,,,,1.0,,1.0,,1.0,,1.0,,2.0,1.0,,,,,,0.1,,0.3333333333333333,0.5,0.14285714285714285,,,,,1.0,,,0.5,,,,,1.0,,,1.0,1.0,,,0.14285714285714285,,,,,,1.0,,,,,,1.0,1.0,0.5,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
