EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,Assisted3sPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,3SecondViolations,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,HeaveAttempts,Travels,FTOffRebounds,OffFTReboundPct
1626192,1610612757,Pat Connaughton,Pat Connaughton,1626192,POR,119.0,2,3,4,5,4.0,5,9,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,25.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41655,0.41655,1.0,26.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626242,1610612757,Luis Montero,Luis Montero,1626242,POR,119.0,2,3,4,5,4.0,5,9,,,,,,,2.0,2,,,2.0,,,,,,,2.0,4.0,,,,1.0,1.0,1.0,1.0,,25.0,,,,,,,,,,,0.378,0.378,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203148,1610612757,Brian Roberts,Brian Roberts,203148,POR,232.0,4,7,9,9,9.0,9,18,,,,,,,,5,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203486,1610612757,Mason Plumlee,Mason Plumlee,203486,POR,18369.0,306,-10,620,618,148.0,167,1238,,,,,,,77.0,676,,,24.0,,,,52.0,93.0,130.0,23.0,147.0,,,,0.4,0.7272727272727273,0.4476744186046512,0.6666666666666666,,15.18467852257182,0.2639593908629442,0.2814569536423841,0.22535211267605634,,,,,,0.6857142857142857,,0.5630842857142857,0.6023454545454545,0.3116883116883117,,0.23870967741935484,6.0,22.0,28.0,70.0,8.0,11.0,40.0,0.7142857142857143,0.7407407407407407,0.4,0.7272727272727273,0.3142857142857143,0.2727272727272727,0.3333333333333333,0.6666666666666666,3.3914285714285715,92.0,22.0,48.0,3.0,13.0,7.0,9.0,21.0,5.0,16.0,6.0,16.0,8.0,16.0,2.0,12.0,35.0,18.0,53.0,12.0,6.0,21.0,7.0,7.0,124.0,14.0,23.0,33.0,8.0,37.0,4.0,7.0,4.0,3.0,15.0,3.0,11.0,10.0,1.0,4.0,25.0,1.0,6.0,19.0,3.0,42.0,3.0,7.0,3.0,31.0,7.0,33.0,1.0,10.0,7.0,11.0,9.0,2.0,11.0,8.0,1.0,1.0,4.0,6.0,0.3125,0.3125,0.4,0.17142857142857143,0.16666666666666666,0.18181818181818182,0.6,0.2962962962962963,0.10747663551401869,0.3142857142857143,0.1111111111111111,0.10882352941176471,0.10989010989010989,0.1016949152542373,0.109375,0.1134020618556701,0.10344827586206896,0.2727272727272727,0.29577464788732394,0.34146341463414637,0.21739130434782608,0.13333333333333333,0.7272727272727273,0.6857142857142857,0.4583333333333333,0.55,0.7272727272727273,0.8125,0.23076923076923078,0.3333333333333333,0.8181818181818182,0.7777777777777778,0.5183230769230769,0.12658227848101267,0.12658227848101267,0.2077922077922078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203943,1610612757,Noah Vonleh,Noah Vonleh,203943,POR,119.0,2,3,4,5,4.0,5,9,,,,,,,,2,,,,,,,,2.0,2.0,,4.0,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201945,1610612757,Gerald Henderson,Gerald Henderson,201945,POR,3687.0,61,-9,123,124,34.0,36,247,1.0,4.0,,1.0,1.0,6.0,19.0,147,,3.0,7.0,,4.0,1.0,3.0,3.0,7.0,7.0,34.0,0.16666666666666666,,0.16666666666666666,0.3125,0.375,0.35185185185185186,0.3888888888888889,0.25,18.620689655172413,0.075,0.05454545454545454,0.058823529411764705,0.16666666666666666,0.25,0.25,0.125,,0.5,0.25,0.4793020833333333,0.5422312499999999,0.3684210526315789,25.03333333333333,0.2764227642276423,2.0,7.0,6.0,18.0,3.0,5.0,8.0,0.6666666666666666,1.0,0.3333333333333333,0.6,0.2916666666666667,0.2857142857142857,0.4,1.0,9.461111111111112,17.0,3.0,6.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,9.0,1.0,4.0,4.0,3.0,4.0,,4.0,,,,2.0,2.0,8.0,2.0,2.0,,,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,3.0,,7.0,,1.0,,3.0,,6.0,,3.0,,1.0,,1.0,1.0,,,,2.0,,0.6,0.5,0.5625,0.16666666666666666,0.16666666666666666,0.2857142857142857,,,0.041666666666666664,,0.1111111111111111,0.06060606060606061,0.1,,,0.18181818181818182,,,0.14285714285714285,,,0.07142857142857142,,0.25,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,,0.25,1.0,0.47509999999999997,0.1111111111111111,0.14285714285714285,0.47368421052631576,1.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,0.20833333333333334,0.2,0.2,1.0,0.08333333333333333,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202329,1610612757,Al-Farouq Aminu,Al-Farouq Aminu,202329,POR,15566.0,259,3,525,520,115.0,108,1045,9.0,27.0,2.0,7.0,21.0,49.0,110.0,556,5.0,10.0,20.0,3.0,27.0,9.0,27.0,48.0,63.0,20.0,114.0,0.42857142857142855,0.5,0.42857142857142855,0.5337078651685393,0.5666666666666667,0.55,0.5555555555555556,0.550561797752809,19.255663430420714,0.16265060240963855,0.17624521072796934,0.21666666666666667,0.30337078651685395,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.2857142857142857,0.7865168539325843,0.3333333333333333,0.5317172413793103,0.5340799999999999,0.18181818181818182,24.622448979591837,0.21904761904761905,3.0,7.0,16.0,40.0,1.0,5.0,24.0,0.75,0.8571428571428571,0.4,0.2,0.07865168539325842,0.42857142857142855,0.42857142857142855,0.6666666666666666,7.282499999999999,79.0,10.0,21.0,2.0,7.0,1.0,3.0,15.0,2.0,9.0,5.0,12.0,3.0,8.0,4.0,5.0,6.0,8.0,14.0,4.0,4.0,5.0,1.0,,36.0,2.0,13.0,19.0,2.0,15.0,,4.0,2.0,2.0,10.0,3.0,8.0,9.0,1.0,2.0,19.0,7.0,2.0,10.0,1.0,26.0,2.0,1.0,1.0,15.0,1.0,22.0,,9.0,2.0,7.0,7.0,,7.0,5.0,,,,2.0,0.2222222222222222,0.2692307692307692,0.35294117647058826,0.125,0.23809523809523808,,0.5263157894736842,0.09523809523809523,0.07262569832402235,0.2,0.018691588785046728,0.05244755244755245,0.14666666666666667,0.043478260869565216,,0.011764705882352941,0.045454545454545456,0.09090909090909091,0.16129032258064516,0.21621621621621623,0.14285714285714285,,0.7142857142857143,0.23595505617977527,0.47619047619047616,0.625,0.7,0.5384615384615384,0.2857142857142857,,0.2,0.3333333333333333,0.5180083333333333,0.09183673469387756,0.1836734693877551,0.10909090909090909,3.0,12.0,22.0,3.0,2.0,4.0,60.0,0.9523809523809523,0.1348314606741573,0.25,0.25,1.0,0.24719101123595505,0.8888888888888888,0.15384615384615385,0.2,12.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5454545454545454,0.5454545454545454,1.0,0.15384615384615385,0.5,1.0,1.0,,,,,,,,,,,,,True,,,,
202334,1610612757,Ed Davis,Ed Davis,202334,POR,411.0,7,-4,14,16,,11,30,,,,,,,,20,,,,,,,,,1.0,,,,,,,,,,,10.526315789473685,,,,,,,,,1.0,,0.48595,,,,,,,,2.0,,,,,,,,,,,,1.7999999999999998,4.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,0.1111111111111111,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,0.5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203459,1610612757,Allen Crabbe,Allen Crabbe,203459,POR,6681.0,111,-23,233,235,77.0,101,468,6.0,10.0,2.0,4.0,8.0,14.0,41.0,283,2.0,4.0,9.0,,10.0,6.0,3.0,11.0,13.0,9.0,76.0,0.5714285714285714,0.5,0.5714285714285714,0.7307692307692307,0.5714285714285714,0.7321428571428571,0.5625,0.5384615384615384,12.13235294117647,0.047619047619047616,0.08333333333333333,0.041666666666666664,0.38461538461538464,0.6,0.6,0.5714285714285714,0.5,0.7307692307692307,0.6,0.524352,0.5086833333333333,0.21951219512195122,25.042857142857144,0.33047210300429186,1.0,3.0,7.0,12.0,1.0,3.0,10.0,0.7142857142857143,0.7142857142857143,0.5833333333333334,0.3333333333333333,0.11538461538461539,0.3333333333333333,0.5,1.0,9.141666666666666,33.0,4.0,5.0,,1.0,,1.0,3.0,,3.0,,3.0,1.0,4.0,,1.0,6.0,3.0,9.0,3.0,,2.0,1.0,3.0,21.0,1.0,1.0,5.0,3.0,2.0,,5.0,5.0,,3.0,,2.0,2.0,,1.0,5.0,,1.0,6.0,,11.0,,,1.0,11.0,1.0,5.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,,0.375,0.375,0.08333333333333333,,0.3333333333333333,0.6,0.23076923076923078,0.012658227848101266,0.15151515151515152,0.023809523809523808,0.01652892561983471,0.02857142857142857,,,0.029411764705882353,,0.05,0.05263157894736842,0.13793103448275862,0.25,,,0.19230769230769232,0.8,0.8,0.5,0.25,,,0.14285714285714285,,0.470275,0.07407407407407407,0.15384615384615385,0.07317073170731707,2.0,4.0,4.0,,,1.0,24.0,1.0,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,1.0,,,2.0,1.0,,,1.0,1.0,3.0,,,1.0,0.5,0.5,1.0,0.25,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,17542.0,292,-11,592,588,144.0,160,1180,24.0,65.0,5.0,14.0,26.0,67.0,190.0,648,7.0,16.0,66.0,42.0,65.0,24.0,18.0,26.0,35.0,66.0,143.0,0.3880597014925373,0.4375,0.3880597014925373,0.47096774193548385,0.4659090909090909,0.5375722543352601,0.5803571428571429,0.432258064516129,27.10413694721826,0.0967741935483871,0.09027777777777778,0.13846153846153847,0.41935483870967744,0.36923076923076925,0.38095238095238093,0.3181818181818182,0.35714285714285715,0.7032258064516129,0.36923076923076925,0.5029048387096774,0.5016,0.3473684210526316,26.422388059701493,0.24324324324324326,7.0,16.0,34.0,88.0,10.0,28.0,32.0,0.47058823529411764,0.48484848484848486,0.38636363636363635,0.35714285714285715,0.1032258064516129,0.4375,0.4375,0.2857142857142857,8.678409090909092,89.0,18.0,42.0,2.0,6.0,7.0,13.0,44.0,5.0,11.0,3.0,19.0,25.0,36.0,2.0,8.0,21.0,25.0,46.0,13.0,12.0,17.0,1.0,3.0,117.0,5.0,4.0,8.0,,9.0,1.0,10.0,6.0,4.0,13.0,2.0,10.0,4.0,1.0,3.0,17.0,1.0,2.0,5.0,,15.0,,1.0,,37.0,2.0,46.0,3.0,13.0,7.0,1.0,,,1.0,1.0,,,6.0,7.0,0.45454545454545453,0.5333333333333333,0.5625,0.09090909090909091,0.19047619047619047,,0.7647058823529411,,0.019417475728155338,0.0784313725490196,0.04065040650406504,0.02735562310030395,0.045454545454545456,,,0.031578947368421054,0.07142857142857142,0.09433962264150944,0.058823529411764705,0.0875,0.045454545454545456,0.011764705882352941,1.0,0.2709677419354839,0.42857142857142855,0.5294117647058824,0.5,0.4,0.3333333333333333,0.5,0.29545454545454547,0.5384615384615384,0.5256500000000001,0.09036144578313253,0.1326530612244898,0.1,9.0,30.0,2.0,2.0,3.0,4.0,36.0,0.46153846153846156,0.1935483870967742,0.3,0.3,0.5555555555555556,0.012903225806451613,0.4166666666666667,0.2,0.045454545454545456,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,,0.5,1.0,1.0,1.0,0.06666666666666667,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,0.029850746268656716,0.03076923076923077,0.029411764705882353,True,,,,
