EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGA,DefThreePtRebounds,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChancePointsPct,SecondChanceAtRimFGM,PtsPutbacks,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,Arc3FGM,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,HeaveAttempts,Fg3aBlocked,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,Loose Ball Fouls,AtRimPctBlocked,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LongMidRangeAssists,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,DefAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LongMidRangePctAssisted,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,RecoveredBlocks,BlocksRecoveredPct,on,SecondChanceCorner3FGM,BlockingFouls,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,FTOffRebounds,Loose Ball Fouls Drawn,BlockedShortMidRange,OffFTReboundPct,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations
1626153,1610612761,Delon Wright,Delon Wright,1626153,TOR,1499.0,25,1.0,51,47,37.0,25,9.0,98,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,6.0,1.0,5.0,9.0,37,1.0,1.0,4.0,1.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,3.0,1.0,7.0,37.0,1.0,0.5,0.5,0.3333333333333333,0.25,0.2857142857142857,0.2,0.45,0.4375,0.14285714285714285,18.64406779661017,0.13333333333333333,0.045454545454545456,0.07692307692307693,0.03225806451612903,0.1,0.18181818181818182,0.2,0.7142857142857143,0.4,0.4,0.5,0.14285714285714285,0.14285714285714285,1.0,0.8,0.25,0.2,0.8571428571428571,0.6451071428571428,0.6483,0.69075,0.3333333333333333,0.375,0.7777777777777778,2.9499999999999997,22.7,0.7254901960784313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,1397.0,23,4.0,47,44,37.0,25,9.0,91,3.0,6.0,,2.0,4.0,5.0,1.0,1.0,6.0,13.0,5.0,2.0,17.0,32,3.0,5.0,11.0,4.0,2.0,15.0,4.0,8.0,,,,,,,1.0,5.0,,5.0,,,,,,,,1.0,2.0,,,1.0,15.0,37.0,1.0,0.3333333333333333,0.3333333333333333,0.46153846153846156,0.45454545454545453,0.4166666666666667,0.43333333333333335,0.4473684210526316,0.46875,0.2777777777777778,34.54545454545454,0.06666666666666667,,0.19230769230769232,,,,,0.3333333333333333,0.5,0.5,0.3333333333333333,0.2777777777777778,0.05555555555555555,,0.26666666666666666,0.5,0.06666666666666667,0.6111111111111112,0.5328194444444444,0.38903333333333334,0.5166866666666666,,,0.8823529411764706,9.676923076923076,25.520000000000003,0.7872340425531915,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,0.2,0.25,0.2,0.3333333333333333,0.25,0.25,0.36363636363636365,0.5,0.375,0.3333333333333333,0.1111111111111111,1.0,1.0,0.5,0.2,0.2,1.0,1.0,1.0,0.2222222222222222,0.25,1.0,0.2,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201574,1610612761,Jason Thompson,Jason Thompson,201574,TOR,969.0,16,6.0,33,30,24.0,11,8.0,63,1.0,2.0,2.0,1.0,2.0,,,,1.0,3.0,,,2.0,20,2.0,1.0,3.0,,,2.0,,2.0,1.0,1.0,1.0,,2.0,4.0,2.0,3.0,4.0,7.0,1.0,,,,,,,1.0,2.0,,1.0,,2.0,24.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,,10.0,0.25,0.23529411764705882,0.1875,0.19047619047619047,0.375,0.2857142857142857,0.5,0.6666666666666666,0.5,0.5,,,,1.0,0.6666666666666666,0.5,,0.6666666666666666,0.5545666666666667,0.62965,0.5545666666666667,0.25,0.25,1.0,2.766666666666667,,0.7272727272727273,,1.0,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,0.5,0.5,0.3333333333333333,0.125,,0.2,,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201949,1610612761,James Johnson,James Johnson,201949,TOR,5855.0,98,-23.0,185,181,41.0,60,18.0,366,6.0,8.0,,,1.0,3.0,3.0,,8.0,16.0,9.0,2.0,30.0,188,,,4.0,1.0,2.0,2.0,12.0,4.0,3.0,6.0,2.0,1.0,15.0,2.0,7.0,12.0,3.0,15.0,,5.0,7.0,,7.0,13.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,41.0,1.0,0.75,0.75,0.5,,0.56,,0.5769230769230769,0.16666666666666666,0.36,16.336633663366335,0.18421052631578946,0.03508771929824561,0.12658227848101267,0.031914893617021274,,0.25,,0.32,0.75,0.75,0.6666666666666666,0.12,0.12,,0.2,,,0.68,0.53274,,0.51079,0.04,0.0625,0.06666666666666667,6.143749999999999,24.2,0.22162162162162163,2.0,5.0,,3.0,,6.0,,1.0,4.0,,,,,12.0,6.0,3.0,3.0,2.0,1.0,0.4444444444444444,,0.4444444444444444,,,,0.07317073170731707,0.3,0.06666666666666667,0.09090909090909091,0.2,0.4,0.5,1.0,,,1.0,1.0,1.0,0.24,,,0.2,,,,0.05263157894736842,,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0625,0.2,0.2857142857142857,0.5,0.02702702702702703,0.045454545454545456,0.034482758620689655,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
202709,1610612761,Cory Joseph,Cory Joseph,202709,TOR,2789.0,46,-19.0,86,86,8.0,15,7.0,172,3.0,3.0,1.0,,,2.0,1.0,1.0,3.0,10.0,5.0,2.0,8.0,84,1.0,,,1.0,,,,6.0,1.0,4.0,1.0,,11.0,,3.0,7.0,1.0,8.0,,1.0,1.0,,1.0,3.0,,1.0,2.0,,1.0,,,8.0,,,,0.3,,0.2,,0.25,,0.3333333333333333,18.085106382978726,0.15789473684210525,,0.19444444444444445,0.021739130434782608,,0.2857142857142857,,0.2,1.0,1.0,,0.13333333333333333,0.06666666666666667,1.0,,,1.0,0.5333333333333333,0.4441535714285715,0.565,0.5349,0.0625,0.09090909090909091,,7.9799999999999995,28.339999999999996,0.09302325581395349,,5.0,,,,4.0,,,,1.0,,2.0,,,3.0,4.0,2.0,2.0,,,,,1.0,1.0,1.0,0.23529411764705882,0.25,0.16666666666666666,0.4,0.3333333333333333,,,,,,,,,0.26666666666666666,,,,0.25,1.0,,,1.0,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,1.0,0.1,0.2,,,0.045454545454545456,,0.0625,,,,,1.0,1.0,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,2854.0,48,-14.0,89,87,17.0,6,11.0,176,,2.0,1.0,,1.0,2.0,3.0,,1.0,5.0,10.0,1.0,12.0,94,1.0,1.0,2.0,1.0,,2.0,,2.0,2.0,2.0,2.0,,4.0,,,2.0,,2.0,,2.0,3.0,,,4.0,1.0,3.0,2.0,,1.0,,2.0,17.0,,,,0.2,0.5,0.36666666666666664,0.3333333333333333,0.375,0.3333333333333333,0.6666666666666666,19.0,,,0.05714285714285714,,,,,0.13333333333333333,,,,0.13333333333333333,0.2,1.0,0.3333333333333333,,,0.8,0.5233533333333333,0.6035,0.4852166666666667,0.0625,0.16666666666666666,0.16666666666666666,9.52,24.58,0.19101123595505617,,1.0,1.0,1.0,,7.0,,1.0,3.0,,,,,9.0,7.0,2.0,3.0,3.0,1.0,0.3,,0.3,,,,0.11764705882352941,,0.16666666666666666,,0.06666666666666667,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.4666666666666667,,,0.3333333333333333,,,,,,2.0,2.0,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,0.2,,0.3333333333333333,,,,,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203512,1610612761,Lucas Nogueira,Lucas Nogueira,203512,TOR,718.0,12,1.0,26,23,19.0,17,2.0,49,2.0,2.0,,1.0,1.0,1.0,,,2.0,3.0,,,4.0,19,,1.0,2.0,,,2.0,4.0,,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,2.0,19.0,,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,11.11111111111111,,0.1111111111111111,0.0625,0.07692307692307693,0.3333333333333333,,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,0.5,1.0,,0.6666666666666666,0.6892333333333333,,0.5916,,,0.5,5.266666666666667,,0.7307692307692307,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2449,1610612761,Luis Scola,Luis Scola,2449,TOR,400.0,7,-5.0,13,13,10.0,13,,26,,,,,,,,,,1.0,,4.0,4.0,17,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,4.0,,2.0,,,10.0,,,,,,,,0.6666666666666666,,,23.076923076923077,,,,,,,,,,,,,,,,,,,0.3677,,0.3677,0.6666666666666666,0.6666666666666666,,7.9,,0.7692307692307693,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,4178.0,70,-19.0,129,129,2.0,32,9.0,258,4.0,5.0,1.0,,,6.0,1.0,,9.0,17.0,15.0,9.0,39.0,141,2.0,,,1.0,3.0,6.0,2.0,16.0,6.0,8.0,4.0,1.0,18.0,2.0,2.0,7.0,3.0,10.0,,2.0,7.0,,1.0,4.0,,9.0,10.0,1.0,4.0,,6.0,2.0,,0.1111111111111111,0.125,0.5294117647058824,,0.46875,1.5,0.5416666666666666,1.5,0.46875,31.159420289855074,0.09090909090909091,0.06060606060606061,0.1346153846153846,0.04918032786885246,,,,0.15625,0.8,1.0,0.25,0.1875,0.03125,0.25,,,,0.625,0.469803125,0.4334,0.48345,0.1388888888888889,0.2,0.15384615384615385,9.223529411764707,25.94,0.015503875968992248,2.0,6.0,3.0,,,14.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,6.0,14.0,5.0,1.0,,0.5,0.26666666666666666,1.0,0.26666666666666666,0.5,0.625,0.625,0.16666666666666666,0.14285714285714285,0.18181818181818182,0.125,0.1875,0.3333333333333333,0.4,,0.5,0.5,,,,0.4375,0.25,,1.0,0.1282051282051282,1.0,2.0,0.0625,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,,1.0,5.0,1.0,,,5.0,,,,,0.11764705882352941,0.16666666666666666,0.7142857142857143,,0.03571428571428571,0.09090909090909091,0.045454545454545456,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,,,1.0,,,2.0,0.2,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,0.1,0.25,1.0,1.0,1.0,0.0625,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,2826.0,47,-14.0,86,85,4.0,34,5.0,171,,,,,,11.0,1.0,,10.0,18.0,2.0,3.0,23.0,101,1.0,,1.0,,,,6.0,14.0,1.0,4.0,,1.0,11.0,,1.0,3.0,,3.0,,1.0,3.0,,1.0,2.0,,3.0,3.0,,1.0,,,4.0,,0.3,0.3,0.5555555555555556,,0.5,,0.5238095238095238,,0.1,26.373626373626372,0.07142857142857142,,0.09090909090909091,,,,,,,,,0.55,0.05,,,,,0.1,0.402705,,0.3344,0.047619047619047616,0.05263157894736842,,14.155555555555557,24.1,0.046511627906976744,4.0,7.0,6.0,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,0.10526315789473684,,0.13333333333333333,,0.35,0.5714285714285714,0.6666666666666666,,0.5454545454545454,0.5454545454545454,,,,0.05,,,,,,,,,,,1.0,3.0,1.0,2.0,,,,2.0,,,1.0,2.0,,1.0,,,0.05555555555555555,0.14285714285714285,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.16666666666666666,,,,,,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,
