EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,FTOffRebounds,SelfOReb,BlockingFoulsDrawn,SecondChanceFg2Pct,OffFTReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFtPoints,BlockingFouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedShortMidRange,OffensiveGoaltends,LongMidRangePctBlocked,BlockedCorner3,Charge Fouls,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,on,Defensive 3 Seconds Violations,SecondChanceArc3FGM,Fg3aBlocked,Travels,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,1362.0,23,8,44,46,2,4,5,90,2,3,1.0,1.0,1.0,2.0,1.0,2,5,1.0,4,37,2.0,1.0,1,2,4,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2,3,3.0,6,2.0,2.0,2.0,1.0,2.0,2.0,6,2.0,1.0,3.0,3.0,3.0,2.0,2,2,1.0,1.0,0.4,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,15.686274509803921,0.09523809523809523,0.25,0.08333333333333333,0.09090909090909091,0.12,0.3333333333333333,0.25,0.1111111111111111,0.2,0.14285714285714285,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.5,1.0,1.0,0.6666666666666666,0.5295166666666667,0.5218,0.8766,0.5,3.3599999999999994,26.8,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,2600.0,43,26,90,95,24,28,8,185,3,6,,,1.0,2.0,15.0,5,9,16.0,37,89,,,1,5,4,14.0,,4.0,,8.0,,1.0,5,6,,6,2.0,1.0,2.0,,5.0,,3,,1.0,,,,,5,24,0.4,0.4,0.5555555555555556,,0.62,0.1875,0.6666666666666666,0.2777777777777778,0.64,32.323232323232325,0.18518518518518517,,0.058823529411764705,0.13636363636363635,,,,0.1111111111111111,0.4444444444444444,0.07692307692307693,,0.24,0.5,0.6,0.3333333333333333,0.08,0.6,,0.125,,0.88,0.5199130434782608,,0.4875666666666667,0.13513513513513514,3.7333333333333343,30.518749999999997,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,7.0,6.0,1.0,1.0,3.0,1.0,7.0,2.0,6.0,9.0,12.0,1.0,6.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.42857142857142855,0.4375,1.0,0.14285714285714285,0.4666666666666667,1.5,1.5,0.1111111111111111,0.16666666666666666,0.6,0.5,0.5,1.0,0.04,1.0,1.0,0.04,1.0,1.0,1.0,0.4,0.4,0.3333333333333333,1.0,1.0,1.0,0.875,0.14285714285714285,0.42857142857142855,0.07692307692307693,0.2,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,8641.0,144,6,275,283,40,45,26,558,6,9,2.0,,,16.0,6.0,17,37,13.0,51,305,3.0,2.0,3,8,14,6.0,3.0,9.0,,21.0,4.0,3.0,12,16,6.0,22,2.0,,1.0,,3.0,4.0,6,,,,,,,8,40,0.4117647058823529,0.4117647058823529,0.4594594594594595,0.6666666666666666,0.46,0.875,0.4811320754716981,0.8,0.26,18.12297734627832,0.1276595744680851,0.04819277108433735,0.06976744186046512,0.10948905109489052,0.048,,0.10810810810810811,0.17647058823529413,0.06666666666666667,0.06451612903225806,,0.18,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.32,0.12,0.5,,,0.44,0.480945,0.45494999999999997,0.45399999999999996,0.1568627450980392,9.99189189189189,24.392307692307693,0.14545454545454545,6.0,5.0,12.0,2.0,7.0,,1.0,2.0,,,4.0,5.0,,1.0,,1.0,1.0,1.0,20.0,9.0,3.0,,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,,7.0,1.0,,4.0,,,,0.75,0.3076923076923077,,1.0,0.3076923076923077,,,0.05405405405405406,,0.6666666666666666,0.375,0.42857142857142855,0.16666666666666666,0.24,0.4166666666666667,0.4166666666666667,0.14,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.5,0.25,,,,,0.3333333333333333,0.07547169811320754,0.1,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,0.125,0.14285714285714285,0.047619047619047616,0.06896551724137931,0.13333333333333333,0.08333333333333333,0.4,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,6782.0,113,47,229,235,79,81,15,464,10,13,2.0,4.0,4.0,3.0,15.0,14,20,15.0,50,232,2.0,5.0,7,13,12,15.0,5.0,20.0,,45.0,1.0,9.0,13,27,2.0,29,6.0,5.0,3.0,,9.0,7.0,10,,,2.0,2.0,2.0,2.0,13,79,0.42857142857142855,0.5,0.7,0.7142857142857143,0.5714285714285714,0.5416666666666666,0.5952380952380952,0.5416666666666666,0.42857142857142855,20.56451612903226,0.16883116883116883,0.022727272727272728,0.21951219512195122,0.1864406779661017,0.012195121951219513,0.0625,,0.25925925925925924,0.15789473684210525,0.1724137931034483,1.0,0.37142857142857144,0.7692307692307693,0.8333333333333334,0.5,0.08571428571428572,0.42857142857142855,1.0,0.3333333333333333,1.0,0.8,0.5270785714285716,0.59295,0.5126499999999999,0.26,6.209999999999999,26.23333333333333,0.34497816593886466,,4.0,4.0,,,,,4.0,1.0,5.0,4.0,10.0,,,4.0,1.0,5.0,,16.0,9.0,3.0,,4.0,1.0,15.0,7.0,6.0,1.0,6.0,6.0,,2.0,14.0,1.0,15.0,1.0,,8.0,,1.0,,0.75,0.26666666666666666,,0.2,0.26666666666666666,1.0,1.0,0.05,0.07692307692307693,0.6666666666666666,,,,0.11428571428571428,1.0,1.0,,,,,0.26666666666666666,0.26666666666666666,0.75,,,,0.4166666666666667,0.2,0.26666666666666666,0.19047619047619047,0.2962962962962963,0.08,,,5.0,2.0,,5.0,3.0,,2.0,,0.625,,,0.0967741935483871,0.3333333333333333,0.25,,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.06666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,15260.0,254,31,507,521,165,174,44,1028,23,36,6.0,7.0,10.0,16.0,17.0,40,60,28.0,129,530,10.0,10.0,14,34,46,17.0,6.0,15.0,2.0,36.0,7.0,9.0,7,16,11.0,27,11.0,3.0,1.0,,11.0,12.0,24,1.0,,1.0,1.0,1.0,1.0,34,165,0.575,0.5897435897435898,0.6666666666666666,0.7142857142857143,0.6420454545454546,0.6190476190476191,0.6581632653061225,0.6296296296296297,0.3181818181818182,19.395017793594306,0.044585987261146494,0.05223880597014925,0.1111111111111111,0.06722689075630252,0.05045871559633028,0.02631578947368421,0.05357142857142857,0.06666666666666667,0.045454545454545456,0.13559322033898305,1.0,0.4090909090909091,0.6388888888888888,0.7666666666666667,0.4782608695652174,0.18181818181818182,0.19318181818181818,0.46153846153846156,0.47619047619047616,0.7,0.7272727272727273,0.5198801136363639,0.53768,0.5271119047619047,0.26356589147286824,6.176666666666666,24.999999999999996,0.3254437869822485,10.0,7.0,8.0,7.0,11.0,2.0,2.0,4.0,,4.0,11.0,16.0,2.0,3.0,23.0,2.0,7.0,8.0,34.0,30.0,3.0,,4.0,8.0,9.0,3.0,1.0,8.0,10.0,6.0,4.0,5.0,17.0,,21.0,,,4.0,5.0,,5.0,0.9090909090909091,0.39285714285714285,0.6666666666666666,0.2857142857142857,0.39285714285714285,0.6923076923076923,0.71875,0.13333333333333333,0.16666666666666666,0.9090909090909091,0.625,0.7142857142857143,0.7,0.09090909090909091,0.875,0.875,0.125,0.6363636363636364,0.6363636363636364,1.0,0.23529411764705882,0.23529411764705882,0.75,0.15384615384615385,1.0,1.0,0.19047619047619047,,0.23529411764705882,0.053763440860215055,0.0625,0.17829457364341086,2.0,3.0,4.0,5.0,4.0,,1.0,1.0,,0.125,,0.047619047619047616,0.046875,0.018867924528301886,0.045454545454545456,0.7142857142857143,0.14285714285714285,0.6666666666666666,3.0,6.0,2.0,,4.0,,0.6,,0.14285714285714285,0.5,1.0,5.0,1.0,3.0,1.0,0.075,0.05,0.3333333333333333,0.07692307692307693,0.034482758620689655,,,,,,,,,,,,True,,,,,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,6426.0,107,37,210,218,45,57,19,428,3,4,,,,15.0,,18,33,,40,212,,1.0,4,4,16,,9.0,23.0,3.0,55.0,,5.0,7,16,2.0,18,2.0,1.0,1.0,,7.0,2.0,9,1.0,,1.0,,3.0,2.0,4,45,0.4444444444444444,0.4444444444444444,0.5454545454545454,0.25,0.5454545454545454,0.25,0.5555555555555556,0.3333333333333333,,18.29787234042553,0.09859154929577464,,0.1388888888888889,0.11214953271028037,0.02247191011235955,,,0.10714285714285714,0.1,0.11538461538461539,0.6666666666666666,0.12121212121212122,0.75,1.0,1.0,0.45454545454545453,,,,,0.12121212121212122,0.44339090909090917,,0.37385,0.1,11.945454545454545,,0.21428571428571427,7.0,8.0,14.0,,,,,,,,,4.0,,,,,,2.0,20.0,,,,,1.0,14.0,8.0,2.0,1.0,6.0,5.0,1.0,1.0,6.0,,6.0,,,1.0,2.0,2.0,2.0,,,,,,,,0.030303030303030304,0.25,0.8571428571428571,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.42424242424242425,0.5714285714285714,0.5714285714285714,,,,,,,,,,,,,,0.029411764705882353,0.029411764705882353,,,,6.0,4.0,2.0,4.0,,,1.0,,0.5714285714285714,0.06451612903225806,,0.08695652173913043,0.2,0.375,,,,,,,,,,,,,,,,,,,0.2,,,,1.0,2.0,2.0,1.0,,,,,,,,True,,,,,,,,,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,10387.0,173,23,341,353,94,92,28,694,5,8,,,2.0,4.0,11.0,9,20,20.0,50,367,1.0,1.0,5,14,6,10.0,10.0,28.0,4.0,66.0,,7.0,14,23,2.0,25,4.0,1.0,3.0,,7.0,4.0,9,,2.0,2.0,,3.0,1.0,14,94,0.3333333333333333,0.3333333333333333,0.45,0.2,0.525,0.5,0.5555555555555556,0.5384615384615384,0.5,13.793103448275861,0.13592233009708737,,0.12280701754385964,0.13125,0.013888888888888888,,,0.1,0.2222222222222222,0.1,0.3333333333333333,0.2,0.625,0.7142857142857143,0.2,0.1,0.275,,0.18181818181818182,,0.7,0.534221794871795,0.5776,0.50625,0.28,9.555,27.555,0.2756598240469208,1.0,3.0,8.0,3.0,9.0,1.0,2.0,5.0,2.0,4.0,8.0,8.0,1.0,3.0,4.0,3.0,6.0,3.0,12.0,21.0,3.0,1.0,5.0,1.0,18.0,11.0,2.0,3.0,4.0,4.0,,1.0,12.0,,10.0,,,5.0,,1.0,,0.875,0.4,0.3333333333333333,0.5,0.42105263157894735,0.375,0.4,0.05,0.125,0.5714285714285714,0.25,0.25,,0.2,0.375,0.375,0.225,0.3333333333333333,0.3333333333333333,1.0,0.45454545454545453,0.45454545454545453,0.8,0.5,0.5,1.0,0.36363636363636365,0.5,0.5,0.1111111111111111,0.2,0.08,1.0,2.0,6.0,5.0,2.0,2.0,,,,,0.18181818181818182,0.03508771929824561,0.046511627906976744,0.1111111111111111,0.17647058823529413,0.6666666666666666,0.18181818181818182,0.5,,,,,,,,,,,1.0,1.0,,2.0,,,,,0.25,,,1.0,1.0,2.0,1.0,,,,,,,True,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,4754.0,79,7,158,160,66,49,11,318,6,8,1.0,4.0,5.0,8.0,17.0,10,20,21.0,56,173,1.0,5.0,9,28,10,17.0,4.0,6.0,3.0,16.0,,6.0,2,8,,8,1.0,,2.0,,5.0,,3,,2.0,,,,,28,66,0.5,0.5,0.5,0.5555555555555556,0.573170731707317,0.6470588235294118,0.6222222222222222,0.7368421052631579,0.5121951219512195,28.901734104046245,0.05,,0.1935483870967742,0.11267605633802817,,,,0.08333333333333333,,0.24,,0.1951219512195122,0.75,1.0,0.3333333333333333,0.1951219512195122,0.4146341463414634,0.5,0.29411764705882354,0.8,0.7073170731707317,0.4840012195121951,0.36645,0.45955,0.5,7.555,25.87142857142857,0.4177215189873418,3.0,1.0,4.0,2.0,4.0,,,7.0,4.0,8.0,9.0,9.0,,1.0,5.0,4.0,8.0,6.0,10.0,21.0,6.0,,7.0,3.0,2.0,,,1.0,3.0,3.0,,3.0,11.0,,11.0,2.0,,3.0,2.0,,2.0,0.7777777777777778,0.42857142857142855,,0.5,0.42857142857142855,0.5,0.625,0.15,0.25,0.6,0.375,0.375,0.6666666666666666,0.0975609756097561,0.25,0.3333333333333333,0.0975609756097561,0.5,0.5,1.0,0.4117647058823529,0.4117647058823529,0.7142857142857143,,,,0.47058823529411764,0.5,0.4117647058823529,0.09302325581395349,0.14285714285714285,0.08928571428571429,,,1.0,2.0,,,,,,,,,,0.05555555555555555,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,3.0,,,1.0,,,,0.5,0.045454545454545456,,,,,,0.25,,,,,,True,,,,,,,,,,
201575,1610612744,Brandon Rush,Brandon Rush,201575,GSW,3514.0,59,-7,115,118,66,67,9,233,1,1,,,,1.0,3.0,4,7,4.0,15,121,,,2,1,4,3.0,,1.0,,2.0,,2.0,8,12,,12,1.0,,,,1.0,4.0,4,,,1.0,1.0,2.0,2.0,1,66,0.5,0.5,0.5714285714285714,,0.6363636363636364,,0.625,0.16666666666666666,0.36363636363636365,10.236220472440944,0.23529411764705882,,0.11764705882352941,0.19607843137254902,,,,0.15384615384615385,0.3,0.14285714285714285,1.0,0.09090909090909091,1.0,1.0,,0.09090909090909091,0.2727272727272727,,,,0.45454545454545453,0.4473090909090909,,0.32585,0.06666666666666667,14.385714285714286,25.4,0.5739130434782609,1.0,2.0,5.0,,1.0,,,2.0,,,2.0,1.0,,,,,,1.0,4.0,6.0,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,2.0,,2.0,,,1.0,,,,1.0,0.5,,,0.5,,,,,1.0,1.0,1.0,,0.45454545454545453,0.4,0.4,0.09090909090909091,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.6666666666666666,0.08333333333333333,0.125,,,,,,,2.0,,,,,0.4,,,0.2727272727272727,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,True,,,,,,,,,,
201578,1610612744,Marreese Speights,Marreese Speights,201578,GSW,6361.0,106,-3,216,216,76,79,20,432,6,12,5.0,1.0,2.0,8.0,19.0,17,39,22.0,74,224,7.0,2.0,8,27,24,19.0,1.0,6.0,1.0,13.0,5.0,4.0,10,17,6.0,23,1.0,,8.0,,12.0,7.0,19,2.0,3.0,3.0,,3.0,1.0,27,76,0.7058823529411765,0.8,0.4358974358974359,0.25,0.5245901639344263,0.5789473684210527,0.5522388059701493,0.6136363636363636,0.36065573770491804,33.054393305439326,0.1724137931034483,0.07692307692307693,0.13333333333333333,0.1590909090909091,0.06,0.11764705882352941,0.13636363636363635,0.2222222222222222,0.23529411764705882,0.19047619047619047,0.3333333333333333,0.19672131147540983,0.5,0.5,0.6666666666666666,0.13114754098360656,0.3114754098360656,0.5555555555555556,0.10526315789473684,0.5,0.5573770491803278,0.47081475409836065,0.5408999999999999,0.487828947368421,0.36486486486486486,10.764102564102565,25.722727272727273,0.35185185185185186,3.0,8.0,19.0,1.0,3.0,,1.0,9.0,5.0,8.0,10.0,10.0,,2.0,7.0,6.0,11.0,5.0,10.0,30.0,,,9.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,15.0,4.0,14.0,2.0,,7.0,1.0,3.0,1.0,1.0,0.45454545454545453,,0.5454545454545454,0.45454545454545453,0.3333333333333333,0.3888888888888889,0.05128205128205128,,0.3333333333333333,0.375,0.42857142857142855,0.3333333333333333,0.3114754098360656,0.42105263157894735,0.4444444444444444,0.04918032786885246,0.3333333333333333,0.3333333333333333,1.0,0.47368421052631576,0.47368421052631576,1.0,0.1111111111111111,,,0.42105263157894735,0.625,0.47368421052631576,0.10606060606060606,0.1590909090909091,0.0945945945945946,1.0,3.0,,2.0,1.0,3.0,3.0,1.0,1.0,0.125,0.5,0.02857142857142857,,,,0.875,0.15789473684210525,0.3333333333333333,2.0,3.0,4.0,,4.0,1.0,0.42857142857142855,,0.125,0.4,1.0,1.0,,,,,0.09090909090909091,,0.1111111111111111,,,,,2.0,,0.05263157894736842,,1.0,1.0,1.0,,True,,,,,,,,,,
