EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,TwoPtAssists,Arc3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Arc3FGM,Arc3FGA,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Steals,BadPassSteals,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceFtPoints,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,OffLongMidRangeReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,PenaltyArc3FGA,Offensive Fouls,ShortMidRangePctAssisted,PenaltyArc3Frequency,AtRimAssists,LostBallSteals,ShootingFouls,Blocked3s,BlockedArc3,PtsPutbacks,FTDefRebounds,DefFTReboundPct,OffAtRimReboundPct,BlockingFouls,on,Fg2aBlocked,LostBallTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,DefThreePtRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffArc3ReboundPct,HeaveAttempts,BlockedCorner3,SelfOReb,LostBallOutOfBoundsTurnovers,SelfORebPct,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,DefensiveGoaltends,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,1036.0,17,-12.0,31,33,8.0,14.0,3,64,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,38,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,8.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.375,1.0,0.75,14.705882352941176,1.0,0.2,0.1,0.2,0.18181818181818182,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.4146,0.4695,0.4695,0.25,0.25,0.6666666666666666,1.0,13.766666666666666,0.25806451612903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200770,1610612763,Jordan Farmar,Jordan Farmar,200770,MEM,956.0,16,-4.0,28,29,8.0,17.0,3,57,,2.0,,,,1.0,,1.0,4.0,,8.0,34,,,,,1.0,,3.0,2.0,1.0,2.0,,5.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,3.0,8.0,0.25,,,0.5,,0.75,0.5,,0.75,32.25806451612903,0.5,0.125,,,0.125,,,,,,0.25,,,,,,0.5,,0.75,0.54361875,,0.6886,,,,0.375,4.85,0.2857142857142857,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,1.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202362,1610612763,Lance Stephenson,Lance Stephenson,202362,MEM,720.0,12,-2.0,21,22,11.0,,2,43,,,,,,,2.0,1.0,2.0,,5.0,25,,,,,,,,2.0,1.0,2.0,1.0,5.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,11.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,13.043478260869565,,0.14285714285714285,,,0.125,,,,0.5,,,,,0.6666666666666666,,,,,0.3333333333333333,0.43915,,,,,,,15.7,0.5238095238095238,,,,,,,1.0,1.0,,,3.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,967.0,16,-11.0,28,30,6.0,13.0,2,58,1.0,1.0,,,1.0,1.0,2.0,2.0,3.0,1.0,5.0,33,,,1.0,2.0,2.0,,4.0,,,,,,,1.0,2.0,2.0,1.0,3.0,,,,,1.0,,2.0,1.0,4.0,6.0,0.6666666666666666,,1.0,0.5,,1.0,0.5,0.5,1.0,16.666666666666668,,0.2,0.1,,0.18181818181818182,0.06666666666666667,,,,,0.25,1.0,1.0,0.5,,,0.5,1.0,0.5,0.5463,,0.6475,0.2,0.25,0.2,0.8,12.1,0.21428571428571427,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,0.25,0.4,,,,,0.25,,,,,,23.9,1.0,,,,,,,,0.5,0.5,,,,,,1.0,4.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203798,1610612763,PJ Hairston,PJ Hairston,203798,MEM,1331.0,22,-9.0,39,41,11.0,19.0,5,80,,1.0,,1.0,,,1.0,1.0,3.0,,5.0,47,,1.0,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,11.0,0.3333333333333333,,,0.4166666666666667,,0.75,0.35714285714285715,,0.75,18.181818181818183,,,,,,,,,,,0.16666666666666666,,,0.16666666666666666,1.0,,,,0.6666666666666666,0.5059583333333334,,0.539175,0.14285714285714285,0.25,,0.6,11.666666666666666,0.28205128205128205,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,,,,,,1.0,1.0,,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,,,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,23.633333333333336,,,1.0,1.0,,,1.0,1.0,,,0.16666666666666666,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204098,1610612763,Xavier Munford,Xavier Munford,204098,MEM,1194.0,20,-7.0,36,37,11.0,19.0,5,73,,2.0,,,,,2.0,3.0,7.0,,6.0,42,,,,1.0,2.0,,2.0,6.0,,2.0,,4.0,,,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,2.0,11.0,0.42857142857142855,,0.5,0.375,,0.5,0.375,,0.5,21.951219512195124,1.0,0.25,,,0.2222222222222222,,,,,0.3333333333333333,0.25,,,0.25,,,,,0.375,0.4733,,0.38555,,,,0.3333333333333333,8.8,0.3055555555555556,1.0,3.0,,,,,,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,0.125,0.2,,0.375,0.3333333333333333,0.3333333333333333,,,,,,,26.5,2.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,206.0,3,,6,6,,6.0,2,12,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,4.0,8,1.0,1.0,2.0,,,,,2.0,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,25.0,,,0.5,,,0.3333333333333333,,,,,0.5,1.0,1.0,0.5,1.0,1.0,,,0.5,0.48245,0.6598,,,,0.5,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,2.0,0.5,1.0,,,1.0,,,,,,,,,,2.0,1.0,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,52.0,1,-2.0,1,2,,2.0,1,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,1610612763,Chris Andersen,Chris Andersen,2365,MEM,193.0,3,2.0,5,5,,5.0,2,10,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,6,1.0,1.0,2.0,,,,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,14.285714285714285,,,0.5,,,0.3333333333333333,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.6335,0.6335,,,,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,1738.0,29,-14.0,55,57,5.0,16.0,6,112,2.0,5.0,,1.0,,1.0,,2.0,5.0,2.0,6.0,60,,1.0,,,1.0,,,,,,,,,2.0,1.0,1.0,2.0,3.0,1.0,,2.0,1.0,2.0,,4.0,2.0,,5.0,0.4,,,0.4,,,0.42857142857142855,,,14.516129032258064,0.5,0.0625,0.07407407407407407,,0.043478260869565216,0.06666666666666667,0.125,,0.16666666666666666,,1.0,0.4,0.5,,1.0,,1.0,,1.0,0.66972,0.4953,0.6915,0.2857142857142857,0.2857142857142857,,,1.1,0.09090909090909091,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,4.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,0.125,,False,1.0,1.0,1.0,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
