EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,FTDefRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,AtRimPctAssisted,SecondChanceAtRimFGA,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceTurnovers,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,Offensive Fouls,Loose Ball Fouls Drawn,OffAtRimReboundPct,2pt And 1 Free Throw Trips,Corner3Assists,Charge Fouls Drawn,RecoveredBlocks,BlocksRecoveredPct,on,LongMidRangePctBlocked,BlockedShortMidRange,PenaltyArc3FGM,Travels,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,3264.0,54,-24.0,100,110,19.0,28.0,11,210,3.0,6.0,4.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,18,3.0,6.0,27.0,128,2.0,2.0,1.0,1.0,7.0,3.0,4.0,1.0,2.0,9.0,18.0,9.0,1.0,3.0,2.0,3.0,7.0,2.0,9.0,2.0,4.0,3.0,20.0,4.0,2.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,9.0,18.0,1.0,1.0,1.0,0.5,1.0,0.5,0.6,0.5,1.0,0.75,0.5625,1.1666666666666667,0.75,0.54,1.1666666666666667,0.6428571428571429,0.25,0.16666666666666666,0.3333333333333333,0.125,24.56140350877193,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.1,0.07142857142857142,0.25,0.3333333333333333,0.25,0.5,0.75,0.3333333333333333,0.5,0.5714285714285714,0.16666666666666666,0.5,0.5,0.08333333333333333,0.5,0.5,1.0,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.6666666666666666,0.4659,0.5871,0.39895,0.25925925925925924,0.3333333333333333,8.777777777777779,29.066666666666666,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,989.0,16,-3.0,33,35,18.0,16.0,3,68,2.0,2.0,,4.0,,,,,,,1.0,4.0,,,2.0,2.0,6,1.0,4.0,7.0,32,,,,,,,1.0,,2.0,,,3.0,,4.0,1.0,,1.0,,1.0,,1.0,,2.0,1.0,,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,17.0,,,1.0,0.25,,,0.25,0.3333333333333333,,,0.35,,,0.35,,,0.4,,,,29.72972972972973,1.0,,0.14285714285714285,0.08333333333333333,,,0.16666666666666666,,0.2,1.0,1.0,0.4,,,,,,,,,,0.4,0.25,0.25,1.0,,,,,,0.6666666666666666,0.6,0.25,0.49892000000000003,,0.45026666666666665,,,5.816666666666666,25.15,0.5454545454545454,4.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101135,1610612742,David Lee,David Lee,101135,DAL,987.0,16,2.0,33,32,13.0,17.0,3,65,3.0,4.0,,1.0,,,,,,,,,,,,3.0,5,,,6.0,34,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,2.0,,3.0,4.0,,,,,,,,,,,,3.0,,,,,13.0,1.0,,,,,,,0.6,,,0.6,,,0.6,,,,,,,13.88888888888889,,,0.25,0.2,,,0.2857142857142857,,0.8,0.75,0.75,0.2,,,,,,,,,,,,,,,,,,,,0.8,,0.63778,0.4037,,,,1.6600000000000001,,0.3939393939393939,6.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.06666666666666667,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1626147,1610612742,Justin Anderson,Justin Anderson,1626147,DAL,5695.0,95,-15.0,177,184,34.0,47.0,23,361,11.0,17.0,1.0,1.0,1.0,6.0,1.0,3.0,,,3.0,10.0,,1.0,2.0,13.0,24,4.0,13.0,47.0,216,2.0,5.0,,1.0,5.0,2.0,4.0,,2.0,8.0,6.0,12.0,,10.0,3.0,1.0,3.0,4.0,7.0,4.0,2.0,,18.0,4.0,7.0,11.0,20.0,4.0,,2.0,2.0,3.0,,,5.0,1.0,5.0,2.0,12.0,9.0,14.0,1.0,8.0,33.0,1.0,,1.0,0.3076923076923077,,,0.3076923076923077,0.5416666666666666,0.4,0.5,0.5135135135135135,0.3333333333333333,0.3333333333333333,0.5340909090909091,0.35714285714285715,0.4444444444444444,0.35135135135135137,0.041666666666666664,0.058823529411764705,,23.902439024390247,0.4,0.16279069767441862,0.12121212121212122,0.14473684210526316,0.14285714285714285,0.05555555555555555,0.16,,0.4594594594594595,0.6470588235294118,0.6875,0.02702702702702703,1.0,1.0,0.16216216216216217,0.16666666666666666,0.16666666666666666,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.2702702702702703,0.3,0.3,1.0,0.16666666666666666,,,,,0.3333333333333333,0.8108108108108109,0.3,0.6006067567567568,0.591875,0.5889666666666667,0.10638297872340426,0.1702127659574468,5.195833333333334,24.23846153846154,0.192090395480226,20.0,,0.7692307692307693,0.8333333333333334,,0.8181818181818182,5.0,1.0,3.0,9.0,,0.05357142857142857,0.09523809523809523,0.05263157894736842,0.8333333333333334,2.0,2.0,3.0,9.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,6.0,3.0,2.0,1.0,3.0,0.125,0.17857142857142858,0.1111111111111111,0.19047619047619047,0.14285714285714285,0.36363636363636365,0.10526315789473684,1.0,0.4,0.5,0.5,0.6666666666666666,0.13953488372093023,0.2,,,,,,,,,,,,,,,,True,,,,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,1862.0,31,-31.0,60,67,8.0,24.0,8,127,,1.0,1.0,1.0,1.0,3.0,,2.0,,1.0,2.0,3.0,,,,2.0,5,2.0,5.0,15.0,96,,1.0,,,,,2.0,,1.0,1.0,4.0,6.0,,3.0,2.0,1.0,4.0,,4.0,,3.0,,8.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,2.0,,3.0,4.0,5.0,,1.0,7.0,,,1.0,0.4,,,0.4,0.4,,,0.5,,,0.5833333333333334,,,0.5,0.2,1.0,,18.571428571428573,1.0,0.06666666666666667,,0.047619047619047616,0.25,,,,0.1,,,0.1,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,0.2,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,0.3333333333333333,,,0.6,0.6666666666666666,0.488735,,0.5139333333333334,,0.06666666666666667,12.06,23.6,0.13333333333333333,,,,,,,1.0,1.0,,1.0,,,0.030303030303030304,,1.0,,,1.0,5.0,,1.0,,1.0,,,1.0,,,,2.0,,,,,,0.07142857142857142,,0.08333333333333333,,,,,,,0.3333333333333333,,0.16666666666666666,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,3412.0,57,7.0,104,106,15.0,25.0,15,210,6.0,8.0,1.0,1.0,,,,1.0,,,2.0,6.0,1.0,1.0,1.0,7.0,9,2.0,7.0,23.0,124,,,1.0,2.0,5.0,,,,1.0,,8.0,3.0,1.0,5.0,2.0,,5.0,1.0,6.0,1.0,3.0,,13.0,3.0,3.0,6.0,6.0,2.0,1.0,2.0,2.0,,,,2.0,1.0,4.0,1.0,11.0,5.0,6.0,,,15.0,2.0,,0.5,0.2857142857142857,0.5,,0.3333333333333333,0.7777777777777778,,,0.625,0.75,,0.6052631578947368,0.8333333333333334,,0.4375,,,,17.073170731707318,1.0,0.11538461538461539,0.14285714285714285,0.1276595744680851,,0.18181818181818182,0.14285714285714285,0.14285714285714285,0.5,0.75,0.75,0.0625,1.0,1.0,,,,0.0625,,,,0.375,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,,,1.0,0.9375,0.4,0.5898266666666667,0.5886,,0.21739130434782608,,1.6555555555555554,27.67142857142857,0.14423076923076922,6.0,,0.42857142857142855,0.42857142857142855,,0.3333333333333333,,2.0,,,,,,,,,,,3.0,2.0,,,,,,1.0,,,,3.0,,,,,,,,,,0.14285714285714285,,,,,,,0.15789473684210525,0.25,1.0,,1.0,3.0,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,
201580,1610612742,JaVale McGee,JaVale McGee,201580,DAL,637.0,11,3.0,21,21,14.0,8.0,2,42,,,,,,1.0,,,,,,,,,,,1,,,2.0,13,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0,,,,3.0,,,3.0,2.0,,,1.0,3.0,4.0,,1.0,14.0,,,,,,,,,,,,,,0.3333333333333333,0.5,0.25,,,,,25.0,,,0.14285714285714285,0.08333333333333333,,,0.16666666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3866,,0.3866,1.0,0.5,18.2,,0.6666666666666666,,,,,,,,,1.0,2.0,,0.14285714285714285,0.2222222222222222,,,,,,2.0,2.0,1.0,,1.0,,,1.0,2.0,,,2.0,,,,,,0.5,,0.5,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,1.0,1.0,1.0,,,,,,True,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,1898.0,32,-9.0,56,61,21.0,23.0,7,117,4.0,6.0,,,,2.0,,,,,,1.0,,,1.0,4.0,8,,1.0,13.0,65,,3.0,,,,2.0,2.0,,1.0,7.0,,,,1.0,,,,1.0,1.0,1.0,,,3.0,,4.0,4.0,7.0,1.0,,,,,,,,,1.0,,1.0,6.0,7.0,2.0,6.0,20.0,,1.0,,,,,,0.5,,1.0,0.4444444444444444,,0.6666666666666666,0.5416666666666666,,0.7,0.1111111111111111,,,,18.18181818181818,,0.25,,0.14285714285714285,0.25,0.25,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.2222222222222222,,,,,,,0.1111111111111111,,,,,,,,,0.3333333333333333,0.7777777777777778,,0.6238777777777778,0.5809333333333334,0.6356,,0.5384615384615384,5.199999999999999,25.0,0.375,8.0,,1.0,1.0,,1.0,2.0,,3.0,3.0,,0.14285714285714285,0.10714285714285714,0.2,0.6666666666666666,,2.0,2.0,5.0,,3.0,,,,,1.0,,,,2.0,,,,,,,0.16666666666666666,,,0.25,,,,,0.6666666666666666,1.0,0.2,0.2222222222222222,,,,,,,,,,,1.0,,,,,True,,,,,,,,
2585,1610612742,Zaza Pachulia,Zaza Pachulia,2585,DAL,1833.0,31,-21.0,52,57,4.0,12.0,9,109,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,3.0,6,,,13.0,82,,1.0,,,2.0,,,,,,2.0,,,,,,3.0,3.0,6.0,2.0,3.0,,15.0,,1.0,1.0,5.0,,,1.0,,,,1.0,1.0,,1.0,,3.0,6.0,8.0,,,4.0,,,,,,,,0.5,,,0.5,,,0.65,0.5,,,,,,17.1875,1.0,0.07142857142857142,,0.043478260869565216,,,,,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,0.16666666666666666,,0.3901833333333333,0.3457,,0.15384615384615385,,8.916666666666666,,0.07692307692307693,4.0,,0.6666666666666666,0.6666666666666666,,,,,3.0,4.0,,0.15789473684210525,0.14814814814814814,0.3333333333333333,,,,,7.0,2.0,,,1.0,,,,,,,4.0,,,,,,0.125,,,0.3333333333333333,0.5,,1.0,,,,,0.4,0.4,,,,,,1.0,,,1.0,0.2,,1.0,,,,True,,,,,,,,
101114,1610612742,Deron Williams,Deron Williams,101114,DAL,289.0,5,-1.0,10,9,,,2,19,,1.0,,1.0,,,,1.0,,,,1.0,,,,,2,,2.0,,9,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,33.333333333333336,,0.3333333333333333,,0.25,,0.3333333333333333,,,0.25,,,0.25,,,,,,0.25,,,,0.25,,,,,,,,,,0.75,,0.513175,,,,,5.7,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
