EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Charge Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,ShortMidRangeAssists,Travels,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,OffShortMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceFtPoints,LongMidRangeAssists,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls,HeaveAttempts,BlockingFoulsDrawn,on
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,3182.0,53,1.0,90,91,38.0,42.0,10.0,181,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,8.0,4.0,6.0,20.0,102,1.0,1.0,2.0,2.0,2.0,2.0,4.0,10.0,2.0,6.0,12.0,2.0,1.0,6.0,5.0,11.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,10.0,38.0,1.0,0.25,0.25,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,1.0,0.7142857142857143,1.0,0.8333333333333334,0.7142857142857143,1.0,0.8333333333333334,0.42857142857142855,15.533980582524272,0.16666666666666666,0.25,0.2037037037037037,0.23076923076923078,0.2857142857142857,0.2,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.5,0.5,0.2857142857142857,0.75,0.75,1.0,0.14285714285714285,0.5,0.5,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6428571428571429,0.5,0.5183821428571429,0.57035,0.1,0.5,7.675,24.21666666666667,0.4222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201229,1610612765,Anthony Tolliver,Anthony Tolliver,201229,DET,626.0,10,-2.0,18,18,2.0,4.0,2.0,36,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.25,,0.14285714285714285,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,8141.0,136,-5.0,246,242,74.0,60.0,22.0,488,9.0,14.0,2.0,2.0,5.0,10.0,2.0,6.0,2.0,6.0,1.0,1.0,1.0,4.0,,1.0,16.0,30.0,3.0,10.0,51.0,286,3.0,5.0,6.0,5.0,6.0,1.0,2.0,18.0,20.0,12.0,9.0,4.0,1.0,10.0,16.0,28.0,34.0,3.0,1.0,,1.0,4.0,,3.0,10.0,,9.0,18.0,74.0,3.0,0.625,0.7142857142857143,1.0,0.3,0.5,0.3,0.5333333333333333,0.6,0.8333333333333334,0.5125,0.6,0.8125,0.5666666666666667,0.6,0.8181818181818182,0.25,18.081180811808117,0.23529411764705882,0.16393442622950818,0.20155038759689922,0.38461538461538464,0.15,0.13953488372093023,0.2222222222222222,0.35,0.6428571428571429,0.75,0.5555555555555556,0.25,0.5,0.5555555555555556,0.15,0.3333333333333333,0.3333333333333333,0.15,0.3333333333333333,0.3333333333333333,1.0,0.1,0.25,0.25,1.0,0.25,1.0,0.125,1.0,0.125,,0.6,0.25,0.5165975,0.461575,0.11764705882352941,0.35294117647058826,7.0600000000000005,24.39,0.3008130081300813,2.0,3.0,10.0,5.0,4.0,3.0,4.0,6.0,10.0,4.0,2.0,4.0,26.0,3.0,2.0,1.0,2.0,6.0,2.0,2.0,3.0,3.0,1.0,11.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,0.1,0.14285714285714285,0.1,0.75,0.5,0.1111111111111111,0.028985507246376812,0.07317073170731707,0.045454545454545456,0.08695652173913043,0.07142857142857142,0.07692307692307693,0.13636363636363635,0.11764705882352941,0.6,1.0,0.6,0.6666666666666666,0.5190333333333333,0.11363636363636363,0.14705882352941177,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
203484,1610612765,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DET,9664.0,161,-19.0,289,288,90.0,76.0,29.0,577,5.0,8.0,2.0,2.0,2.0,9.0,3.0,6.0,6.0,10.0,3.0,4.0,6.0,17.0,2.0,5.0,10.0,23.0,12.0,27.0,61.0,342,1.0,3.0,2.0,2.0,4.0,5.0,9.0,20.0,14.0,6.0,33.0,17.0,6.0,8.0,7.0,15.0,17.0,7.0,1.0,1.0,2.0,2.0,,2.0,7.0,1.0,6.0,20.0,90.0,1.0,0.7,0.7,0.9166666666666666,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.43478260869565216,0.3333333333333333,0.5,0.56,0.3333333333333333,0.7307692307692307,0.5754716981132075,0.3333333333333333,0.7142857142857143,0.54,17.027863777089784,0.08860759493670886,0.11428571428571428,0.10067114093959731,0.16129032258064516,,0.10204081632653061,0.14285714285714285,0.16,0.625,0.625,1.0,0.18,0.2222222222222222,0.25,0.12,0.5,0.5,0.2,0.6,0.6,1.0,0.34,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.15384615384615385,1.0,0.3076923076923077,0.75,0.38461538461538464,0.4,0.7,0.35294117647058826,0.523277,0.5189192307692309,0.03278688524590164,0.32786885245901637,7.921739130434782,25.05185185185185,0.31141868512110726,,1.0,5.0,1.0,,1.0,4.0,7.0,11.0,3.0,4.0,3.0,29.0,1.0,1.0,,,2.0,1.0,6.0,,,,7.0,1.0,3.0,1.0,,,1.0,1.0,0.043478260869565216,,0.1111111111111111,,,,0.012195121951219513,0.020833333333333332,0.015384615384615385,,0.030303030303030304,,0.08,0.037037037037037035,,0.6666666666666666,0.3333333333333333,,0.54665,0.057692307692307696,0.12,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027777777777777776,,,,,,,,,,,,,,,,,,True
2581,1610612765,Steve Blake,Steve Blake,2581,DET,1561.0,26,-9.0,48,49,19.0,28.0,6.0,97,,1.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,2.0,1.0,2.0,4.0,63,,,,,,,1.0,1.0,,,3.0,,,,,1.0,1.0,,,,1.0,3.0,1.0,2.0,5.0,,1.0,1.0,19.0,1.0,,,1.0,0.5,,0.5,,,,0.375,,,0.4,,0.25,0.5,14.545454545454545,,,,,,,,0.25,,,,,,,0.25,,,0.5,0.5,0.5,1.0,,,,,,,1.0,,,,0.75,,0.4691,0.62205,,0.25,9.4,24.1,0.3958333333333333,,,1.0,1.0,,,3.0,1.0,4.0,1.0,,3.0,9.0,,,,1.0,,,,2.0,1.0,,2.0,,,1.0,,,,1.0,,,,0.6666666666666666,0.5,,,,,,,,,,,,,,0.62205,,,,,,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,8103.0,135,-10.0,241,239,71.0,48.0,23.0,480,13.0,18.0,8.0,13.0,4.0,9.0,3.0,6.0,,1.0,,,3.0,16.0,,8.0,20.0,33.0,3.0,17.0,53.0,279,2.0,3.0,5.0,8.0,16.0,,8.0,17.0,2.0,38.0,6.0,16.0,3.0,6.0,4.0,10.0,12.0,5.0,1.0,1.0,2.0,9.0,1.0,3.0,9.0,,10.0,17.0,71.0,1.0,0.05,0.05,0.6666666666666666,0.17647058823529413,,0.17647058823529413,0.6060606060606061,0.6666666666666666,0.5,0.49,0.4,0.3333333333333333,0.5196078431372549,0.5,0.3541666666666667,0.34,22.388059701492537,0.06060606060606061,0.1,0.07936507936507936,,0.2222222222222222,0.12195121951219512,0.05263157894736842,0.36,0.7222222222222222,0.7647058823529411,0.07692307692307693,0.18,0.4444444444444444,0.4444444444444444,0.12,0.5,0.5,0.02,,,,0.32,0.1875,0.1875,0.6666666666666666,0.5416666666666666,0.6153846153846154,,,0.3333333333333333,,0.7,0.1875,0.523455,0.5642416666666666,0.09433962264150944,0.32075471698113206,6.1000000000000005,25.876470588235293,0.2946058091286307,,1.0,4.0,1.0,,1.0,27.0,7.0,34.0,4.0,3.0,17.0,75.0,,2.0,,,2.0,,4.0,7.0,3.0,,4.0,2.0,3.0,,2.0,1.0,2.0,,0.030303030303030304,0.05555555555555555,,0.7777777777777778,,,0.02857142857142857,,0.018018018018018018,0.09090909090909091,,,,,,,0.2,,0.43529999999999996,0.058823529411764705,0.08823529411764706,3.0,6.0,,1.0,,,,,,,,2.0,1.0,4.0,,2.0,1.0,4.0,1.0,1.0,0.5,0.4,,,,,,True
203382,1610612765,Aron Baynes,Aron Baynes,203382,DET,1769.0,29,-19.0,57,59,30.0,38.0,8.0,116,3.0,4.0,2.0,2.0,,1.0,,1.0,,,,,,,,,3.0,6.0,,,7.0,73,2.0,2.0,5.0,2.0,3.0,,,5.0,2.0,4.0,,,,2.0,1.0,5.0,8.0,,,,2.0,3.0,1.0,2.0,4.0,,3.0,5.0,30.0,1.0,0.3333333333333333,1.0,,,,,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.8333333333333334,0.625,,15.384615384615383,0.07142857142857142,0.2222222222222222,0.13043478260869565,,0.2,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.3333333333333333,0.16666666666666666,,,0.16666666666666666,,,,,,,,,,,0.6666666666666666,1.0,,,,,0.6666666666666666,,0.6165166666666667,0.6076,0.7142857142857143,0.7142857142857143,3.75,,0.5263157894736842,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,5.0,2.0,1.0,,2.0,3.0,,,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,0.16666666666666666,0.25,,0.3333333333333333,0.5,,0.05555555555555555,0.14285714285714285,0.09375,0.125,0.18181818181818182,,,,,,1.0,1.0,0.592,,,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,True
202694,1610612765,Marcus Morris,Marcus Morris,202694,DET,8047.0,134,-20.0,240,239,78.0,52.0,24.0,479,6.0,9.0,2.0,3.0,3.0,7.0,4.0,10.0,2.0,6.0,,,5.0,12.0,,2.0,13.0,26.0,7.0,18.0,65.0,291,,,4.0,3.0,6.0,,2.0,13.0,16.0,10.0,18.0,12.0,5.0,9.0,1.0,10.0,12.0,1.0,,,3.0,5.0,,2.0,15.0,1.0,13.0,13.0,78.0,2.0,0.6153846153846154,0.6153846153846154,0.8571428571428571,0.3888888888888889,,0.3888888888888889,0.5,,0.5,0.5340909090909091,,0.375,0.6132075471698113,0.6666666666666666,0.5416666666666666,0.4090909090909091,21.268656716417908,0.016129032258064516,0.16071428571428573,0.0847457627118644,0.04,,0.175,0.125,0.20454545454545456,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.1590909090909091,0.42857142857142855,0.42857142857142855,0.22727272727272727,0.4,0.4,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.5,0.2727272727272727,0.4166666666666667,0.4166666666666667,1.0,0.375,0.6666666666666666,,,0.25,,0.6136363636363636,0.4166666666666667,0.5185863636363637,0.5131625,0.06153846153846154,0.2,9.45,24.93888888888889,0.325,,,18.0,7.0,,,5.0,5.0,10.0,2.0,3.0,3.0,25.0,2.0,,,,2.0,2.0,1.0,2.0,,1.0,19.0,1.0,7.0,3.0,,,,2.0,,,,0.4,,,,0.05263157894736842,0.018691588785046728,,,0.14285714285714285,,0.08695652173913043,0.3333333333333333,0.5,,,0.40905,0.14,0.21875,3.0,,,2.0,,,,,,,,1.0,,2.0,,1.0,4.0,2.0,,,,1.0,,1.0,2.0,,,True
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,7137.0,119,-7.0,213,211,48.0,28.0,20.0,424,17.0,26.0,5.0,8.0,9.0,22.0,,,,,,,,1.0,,1.0,26.0,48.0,,1.0,62.0,248,3.0,8.0,7.0,6.0,9.0,,1.0,20.0,32.0,20.0,,,,13.0,8.0,22.0,33.0,1.0,,,,3.0,1.0,3.0,8.0,2.0,26.0,20.0,48.0,,0.6153846153846154,0.6666666666666666,,,,,0.5416666666666666,0.375,0.6666666666666666,0.5306122448979592,0.375,0.6,0.49206349206349204,0.3888888888888889,0.47619047619047616,0.02040816326530612,27.3109243697479,0.13793103448275862,0.23214285714285715,0.18421052631578946,0.13636363636363635,0.11764705882352941,0.28205128205128205,0.11764705882352941,0.5306122448979592,0.6538461538461539,0.6538461538461539,0.7647058823529411,0.4489795918367347,0.4090909090909091,0.4090909090909091,,,,,,,,0.02040816326530612,,,,0.8,0.625,,,0.1,,0.5510204081632653,,0.5645770833333333,0.7098666666666666,0.11290322580645161,0.3225806451612903,4.339583333333333,82.3,0.22535211267605634,3.0,7.0,10.0,8.0,4.0,,,,,,,,,3.0,8.0,,1.0,11.0,3.0,1.0,3.0,2.0,,30.0,3.0,5.0,12.0,5.0,2.0,5.0,5.0,,,,1.0,0.5,,0.13333333333333333,0.09375,0.11956521739130435,0.3125,0.14285714285714285,,0.15789473684210525,0.13636363636363635,0.3333333333333333,,0.875,0.42857142857142855,0.6614833333333333,0.09803921568627451,0.1,,,,2.0,,,,,,0.10344827586206896,,,,1.0,,,1.0,,3.0,4.0,0.8,,,1.0,,1.0,1.0,True
203493,1610612765,Reggie Bullock,Reggie Bullock,203493,DET,90.0,2,-5.0,3,4,,4.0,1.0,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
