EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Travels,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,PenaltyArc3FGM,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,FTOffRebounds,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,on,HeaveAttempts,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked
1626166,1610612760,Cameron Payne,Cameron Payne,1626166,OKC,363.0,6.0,-8.0,11,11.0,6.0,6.0,22,1.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0.5,0.5,0.5,27.272727272727273,1.0,1.0,0.5,0.5,0.4001,0.3955,13.2,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1737,1610612760,Nazr Mohammed,Nazr Mohammed,1737,OKC,18.0,,,1,,1.0,,1,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200751,1610612760,Randy Foye,Randy Foye,200751,OKC,2031.0,34.0,-11.0,66,70.0,26.0,24.0,136,,1.0,1.0,2.0,6.0,82.0,1.0,2.0,2.0,,3.0,2.0,25.0,0.5,0.2,0.42857142857142855,13.333333333333334,0.6666666666666666,0.2,,,0.44190000000000007,0.40870000000000006,6.9,0.3939393939393939,8.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,6.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,0.25,0.6,0.1,0.08333333333333333,0.09375,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.2,1.0,1.0,0.6,0.6666666666666666,0.8,0.16666666666666666,0.3333333333333333,0.3333333333333333,25.533333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202683,1610612760,Enes Kanter,Enes Kanter,202683,OKC,5195.0,87.0,-10.0,169,173.0,50.0,50.0,342,3.0,7.0,16.0,32.0,42.0,188.0,9.0,8.0,1.0,,2.0,,50.0,0.5,0.45714285714285713,0.525,20.895522388059703,0.5,0.2,0.42857142857142855,0.5,0.5110157142857142,0.5850333333333333,4.91875,0.2958579881656805,26.0,11.0,21.0,1.0,,3.0,10.0,,7.0,19.0,1.0,5.0,8.0,14.0,24.0,1.0,1.0,5.0,10.0,,6.0,,11.0,2.0,4.0,2.0,0.7307692307692307,0.08571428571428572,0.14545454545454545,0.21739130434782608,0.16666666666666666,0.09090909090909091,0.35294117647058826,,0.6,0.5238095238095238,0.6111111111111112,0.02857142857142857,,0.6857142857142857,0.05555555555555555,0.06060606060606061,0.4523809523809524,23.633333333333336,4.0,10.0,5.0,7.0,2.0,4.0,2.0,1.0,4.0,12.0,1.0,5.0,13.0,6.0,24.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,8.0,1.0,10.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,19.0,4.0,0.75,0.9230769230769231,0.3333333333333333,0.6666666666666666,0.3076923076923077,0.6666666666666666,0.40625,0.125,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.11940298507462686,0.06896551724137931,0.10416666666666667,0.17857142857142858,0.12,0.05263157894736842,0.1,0.3333333333333333,0.5,0.7272727272727273,0.6666666666666666,0.11428571428571428,0.5,0.5,1.0,0.05714285714285714,0.7692307692307693,0.4,0.25,0.07692307692307693,0.7777777777777778,0.7142857142857143,0.5109444444444444,0.30952380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,28278.0,471.0,43.0,936,935.0,218.0,151.0,1871,,8.0,28.0,49.0,100.0,995.0,10.0,24.0,4.0,3.0,11.0,2.0,216.0,0.5714285714285714,0.5348837209302325,0.5208333333333334,9.861751152073733,0.36363636363636365,0.09302325581395349,,,0.5848767441860465,0.5677875000000001,1.90204081632653,0.2329059829059829,126.0,28.0,41.0,8.0,2.0,37.0,8.0,6.0,6.0,21.0,8.0,23.0,47.0,76.0,101.0,7.0,1.0,18.0,45.0,,17.0,3.0,20.0,3.0,7.0,4.0,0.45652173913043476,0.43023255813953487,0.15112540192926044,0.16428571428571428,0.15521064301552107,0.11023622047244094,0.22988505747126436,0.09090909090909091,0.47674418604651164,0.6829268292682927,0.7567567567567568,0.09302325581395349,0.125,0.9069767441860465,0.033707865168539325,0.057692307692307696,0.21,23.52972972972973,6.0,10.0,6.0,8.0,,,29.0,1.0,6.0,10.0,2.0,,15.0,6.0,32.0,10.0,6.0,9.0,14.0,1.0,,33.0,9.0,16.0,6.0,25.0,1.0,1.0,2.0,2.0,3.0,,19.0,15.0,19.0,10.0,21.0,2.0,0.5714285714285714,0.6956521739130435,0.6,0.6,0.625,0.46875,0.5769230769230769,0.12244897959183673,0.0975609756097561,0.25,0.3,0.050473186119873815,0.060810810810810814,0.053763440860215055,0.04201680672268908,0.06140350877192982,0.05825242718446602,0.06666666666666667,0.18691588785046728,0.5263157894736842,0.5714285714285714,,,,,,0.3372093023255814,0.8333333333333334,0.6,,0.08333333333333333,0.5,0.75,0.5494749999999999,0.15,6.0,1.0,4.0,6.0,1.0,1.0,12.0,1.0,1.0,36.0,6.0,5.0,3.0,2.0,8.0,2.0,23.0,15.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.32432432432432434,0.5,0.16666666666666666,0.32432432432432434,0.047619047619047616,0.13402061855670103,0.05263157894736842,0.20689655172413793,0.20689655172413793,1.0,0.75,0.75,1.0,0.08333333333333333,1.0,1.0,0.25,0.25,0.75,,,,,,,,,,,,,,,,,,True,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,24266.0,404.0,47.0,806,810.0,170.0,119.0,1616,19.0,61.0,85.0,174.0,280.0,848.0,24.0,88.0,27.0,12.0,33.0,10.0,168.0,0.4885057471264368,0.46238938053097345,0.5372549019607843,31.03448275862069,0.8181818181818182,0.26991150442477874,0.3114754098360656,0.31666666666666665,0.48474800884955754,0.5035974999999999,9.938505747126436,0.2109181141439206,103.0,31.0,48.0,49.0,15.0,52.0,71.0,16.0,16.0,60.0,49.0,24.0,38.0,65.0,72.0,6.0,15.0,5.0,19.0,1.0,52.0,1.0,76.0,24.0,7.0,3.0,0.6063829787234043,0.23008849557522124,0.1412639405204461,0.18461538461538463,0.15538847117794485,0.08035714285714286,0.10810810810810811,0.3225806451612903,0.21238938053097345,0.6458333333333334,0.7045454545454546,0.2168141592920354,0.375,0.4424778761061947,0.11693548387096774,0.1256544502617801,0.21428571428571427,25.501923076923074,2.0,3.0,5.0,7.0,35.0,65.0,3.0,1.0,8.0,17.0,4.0,4.0,23.0,13.0,82.0,2.0,6.0,21.0,30.0,2.0,6.0,69.0,1.0,6.0,3.0,7.0,,3.0,,,,7.0,10.0,9.0,10.0,10.0,60.0,6.0,0.4823529411764706,0.4880952380952381,0.47058823529411764,0.5416666666666666,0.4523809523809524,0.55,0.5,0.034482758620689655,0.08333333333333333,0.01639344262295082,0.2,0.022556390977443608,0.007575757575757576,0.017587939698492462,0.030612244897959183,0.030927835051546393,,0.023255813953488372,0.1414141414141414,1.0,0.5161290322580645,0.3684210526315789,0.28761061946902655,0.5384615384615384,0.546875,0.5142857142857142,0.01327433628318584,0.14285714285714285,0.6666666666666666,,0.047619047619047616,0.175,0.7142857142857143,0.48194062499999996,0.08214285714285714,2.0,1.0,1.0,11.0,,3.0,13.0,1.0,6.0,30.0,11.0,9.0,8.0,1.0,13.0,5.0,12.0,9.0,3.0,3.0,2.0,,,2.0,1.0,,,0.7692307692307693,0.25,0.25,0.375,0.25,,0.25301204819277107,0.040983606557377046,0.6666666666666666,0.6666666666666666,1.0,0.22448979591836735,0.22448979591836735,0.7272727272727273,0.14285714285714285,,,0.025,1.0,0.22448979591836735,1.0,5.0,9.0,6.0,5.0,0.015384615384615385,1.0,1.0,0.3333333333333333,0.08771929824561403,,,,,,,,True,,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,414.0,7.0,-6.0,15,13.0,4.0,3.0,28,1.0,2.0,1.0,3.0,2.0,16.0,,,,,,,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,17.64705882352941,,0.6666666666666666,0.5,0.5,0.4104666666666667,,7.8999999999999995,0.26666666666666666,3.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203079,1610612760,Dion Waiters,Dion Waiters,203079,OKC,9451.0,158.0,33.0,320,316.0,110.0,79.0,636,1.0,4.0,9.0,24.0,41.0,321.0,8.0,12.0,1.0,1.0,4.0,2.0,110.0,0.375,0.46153846153846156,0.4880952380952381,12.432432432432432,0.25,0.10256410256410256,0.25,0.25,0.5439666666666667,0.57812,6.916666666666667,0.34375,46.0,6.0,14.0,8.0,2.0,15.0,5.0,2.0,1.0,12.0,8.0,2.0,12.0,14.0,17.0,3.0,,4.0,10.0,1.0,7.0,1.0,7.0,4.0,,,0.5454545454545454,0.38461538461538464,0.12121212121212122,0.03571428571428571,0.09032258064516129,0.16666666666666666,0.11538461538461539,,0.358974358974359,0.42857142857142855,0.46153846153846156,0.20512820512820512,0.2,0.7435897435897436,0.09523809523809523,0.14814814814814814,0.2926829268292683,24.099999999999998,1.0,1.0,4.0,6.0,2.0,6.0,7.0,,1.0,2.0,1.0,,2.0,4.0,6.0,,1.0,9.0,14.0,,3.0,33.0,1.0,2.0,,3.0,,,,1.0,,1.0,1.0,1.0,1.0,,12.0,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.55,0.3333333333333333,0.041666666666666664,0.07142857142857142,,,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.023255813953488372,,,0.09090909090909091,0.047619047619047616,,0.5,,0.15384615384615385,0.3333333333333333,0.3333333333333333,,0.1794871794871795,0.3333333333333333,1.0,1.0,,0.6,0.6666666666666666,0.53845,0.04878048780487805,4.0,,,2.0,,1.0,6.0,,1.0,15.0,2.0,5.0,4.0,1.0,6.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,,,,0.8333333333333334,0.4,,0.5,0.4,0.038461538461538464,0.04,0.043478260869565216,0.5714285714285714,0.5714285714285714,1.0,0.25,0.25,0.5,0.3333333333333333,,,,,0.25,,1.0,3.0,,,,,,0.5,,,,,,,,,True,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,717.0,12.0,-11.0,22,24.0,13.0,8.0,46,,,,,,28.0,,,,,,,13.0,,,,,,,,,,,,0.5909090909090909,4.0,,,,,,,,,,,,,,,,,2.0,5.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,19738.0,329.0,24.0,641,642.0,119.0,60.0,1283,4.0,15.0,40.0,72.0,103.0,687.0,10.0,22.0,3.0,1.0,9.0,,118.0,0.5555555555555556,0.5555555555555556,0.5786516853932584,12.933333333333334,0.3333333333333333,0.20833333333333334,0.26666666666666666,0.26666666666666666,0.6247180555555555,0.7358800000000001,2.248611111111111,0.1856474258970359,89.0,36.0,57.0,,,,23.0,,5.0,19.0,,17.0,49.0,68.0,107.0,6.0,2.0,10.0,32.0,5.0,34.0,2.0,34.0,14.0,4.0,3.0,0.6333333333333333,,0.22072072072072071,0.2,0.21498371335504887,0.2839506172839506,0.140625,0.2,0.7916666666666666,0.631578947368421,0.782608695652174,,,0.7916666666666666,0.16470588235294117,0.16470588235294117,0.18446601941747573,,11.0,22.0,7.0,9.0,,,,,12.0,26.0,,9.0,33.0,7.0,58.0,16.0,11.0,4.0,8.0,,1.0,20.0,9.0,29.0,2.0,39.0,,2.0,,2.0,4.0,1.0,8.0,3.0,9.0,5.0,19.0,3.0,0.725,0.90625,0.46153846153846156,0.7,0.46153846153846156,0.7,0.532258064516129,0.1527777777777778,0.19298245614035087,,0.16666666666666666,0.1324200913242009,0.08653846153846154,0.11764705882352941,0.1375,0.13580246913580246,0.07042253521126761,0.12121212121212122,0.2,0.5555555555555556,0.6944444444444444,1.0,,,,,,0.8461538461538461,0.5,0.09090909090909091,,0.9,0.7777777777777778,0.6105380952380952,0.32038834951456313,,,,,,,,,,,,4.0,2.0,2.0,3.0,3.0,7.0,6.0,1.0,,,,,,1.0,4.0,,,,,,,0.1206896551724138,0.22077922077922077,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0625,True,,,,,
