EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG3M,PenaltyFG3A,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyFg3Pct,LiveBallTurnoverPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,RecoveredBlocks,BlocksRecoveredPct,Loose Ball Fouls,Corner3FGM,Corner3FGA,SecondChanceFtPoints,PenaltyFtPoints,Arc3Assists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,PenaltyCorner3FGM,PenaltyCorner3FGA,Technical Free Throw Trips,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,BlockingFouls,LostBallOutOfBoundsTurnovers,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangeAssists,Travels,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,OffShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers
200757,1610612737,Thabo Sefolosha,Thabo Sefolosha,200757,ATL,1816.0,30,12,61,61,27,27,8.0,122,3.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,3.0,3.0,15.0,65,2.0,3.0,1.0,1.0,7.0,2.0,3.0,4.0,2.0,4.0,9.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,27,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.875,0.6666666666666666,0.8333333333333334,0.875,0.6666666666666666,0.3333333333333333,13.043478260869566,0.3333333333333333,0.05,0.125,0.034482758620689655,0.0625,0.25,0.5,0.3333333333333333,0.5555555555555556,0.6,0.6,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,0.75,0.6666666666666666,0.25,1.0,1.0,0.6666666666666666,1.0,0.8888888888888888,1.0,0.5691833333333334,0.5943333333333333,0.5634666666666667,0.4666666666666667,0.26666666666666666,3.483333333333334,24.599999999999998,0.4426229508196721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,1539.0,26,12,49,51,14,21,7.0,100,3.0,4.0,,,1.0,1.0,,1.0,4.0,,,5.0,7.0,1.0,4.0,16.0,56,,,,,,1.0,1.0,5.0,8.0,2.0,3.0,,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,7.0,,5.0,,5.0,,5.0,,1.0,,1.0,2.0,5.0,14,,0.8,0.8,1.0,0.25,,0.25,0.7142857142857143,,1.0,0.5909090909090909,,1.25,0.6153846153846154,,1.25,0.36363636363636365,24.999999999999996,,0.2777777777777778,,0.18518518518518517,,,,,0.36363636363636365,0.75,0.75,0.6666666666666666,,0.36363636363636365,0.25,0.25,1.0,,,,,,0.5,1.0,0.7272727272727273,0.25,0.5454136363636364,,0.524275,,0.3125,4.871428571428572,24.375,0.2857142857142857,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.23076923076923078,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,450.0,8,-6,16,15,8,7,1.0,31,1.0,1.0,,,,,1.0,1.0,2.0,,,2.0,3.0,1.0,2.0,7.0,20,,,,,,1.0,1.0,5.0,2.0,2.0,3.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,5.0,8,,0.5,0.5,1.0,0.5,,0.5,0.6666666666666666,,1.0,0.7,,0.8333333333333334,0.7,,0.8333333333333334,0.4,35.29411764705882,1.0,,,,,,,,0.2,1.0,1.0,1.0,0.2,0.4,0.5,0.5,1.0,,,,,,,,0.6,0.5,0.51884,,0.49843333333333334,,0.7142857142857143,8.266666666666667,24.1,0.5,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.5,1.0,,,0.2,1.0,1.0,,0.6666666666666666,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,766.0,13,-18,24,27,8,13,3.0,51,,,,,,,1.0,,,,,,2.0,,,,39,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,,,1.0,2.0,,8,1.0,,,,,,,,,,,,,,,,,7.4074074074074066,,0.16666666666666666,,0.09090909090909091,,,,,,,,,0.5,,,,,,,,,,,,,,0.37345,,0.3266,,,15.95,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612737,Kris Humphries,Kris Humphries,2743,ATL,3368.0,56,17,108,109,32,54,15.0,217,5.0,9.0,1.0,4.0,3.0,5.0,5.0,4.0,9.0,,,8.0,18.0,5.0,10.0,37.0,110,2.0,5.0,,,6.0,3.0,7.0,12.0,14.0,2.0,15.0,,9.0,4.0,2.0,2.0,4.0,,2.0,,10.0,2.0,9.0,2.0,16.0,8.0,24.0,,2.0,1.0,3.0,9.0,12.0,32,1.0,0.875,0.875,1.0,0.5,,0.5,0.4444444444444444,0.4,0.42857142857142855,0.5535714285714286,0.4,0.3333333333333333,0.5967741935483871,0.5,0.5,0.35714285714285715,26.612903225806452,0.25,0.2903225806451613,0.058823529411764705,0.25925925925925924,0.12280701754385964,0.07142857142857142,0.2857142857142857,,0.32142857142857145,0.5555555555555556,0.5555555555555556,0.8,0.17857142857142858,0.32142857142857145,0.4444444444444444,0.4444444444444444,1.0,0.8,0.25,,,,0.5555555555555556,0.6,0.6785714285714286,0.4444444444444444,0.5598410714285714,0.6027,0.6004777777777777,0.16216216216216217,0.32432432432432434,7.0055555555555555,24.630000000000003,0.2962962962962963,3.0,4.0,,2.0,6.0,,2.0,1.0,1.0,,2.0,4.0,6.0,,2.0,5.0,5.0,5.0,,0.5,0.13333333333333333,0.5555555555555556,0.14285714285714285,0.75,0.75,1.0,0.2222222222222222,,0.06666666666666667,0.1,4.0,0.8,,1.0,1.0,2.0,6.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.21739130434782608,0.21739130434782608,0.0625,0.19047619047619047,0.5,0.1875,0.2857142857142857,0.03571428571428571,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,1083.0,18,1,38,40,14,18,2.0,78,,,,,,,1.0,2.0,4.0,,1.0,1.0,3.0,2.0,4.0,10.0,48,,,,1.0,,1.0,2.0,5.0,,2.0,,,4.0,2.0,2.0,5.0,7.0,,1.0,1.0,19.0,,,,,,,,,,1.0,1.0,5.0,14,,,,,0.5,,0.5,0.3333333333333333,,0.5,0.5714285714285714,,0.625,0.625,,0.625,0.5714285714285714,20.0,,,,,,,,,,,,,0.14285714285714285,0.5714285714285714,0.5,0.5,,,,1.0,,,,,0.5714285714285714,0.5,0.47691428571428574,0.4779,0.455025,,0.5,11.0,24.5,0.3684210526315789,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,2.0,2.0,,1.0,,,,0.5,,,,0.2857142857142857,0.5,0.5,,0.5,0.5,0.125,0.25,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,1440.0,24,24,47,45,15,19,6.0,92,,,,,,,,2.0,4.0,,,,,3.0,6.0,10.0,42,,,,,,,,6.0,,,9.0,,4.0,2.0,,1.0,1.0,,,,3.0,,2.0,,5.0,,5.0,,,,1.0,1.0,6.0,15,,,,1.0,0.5,,0.5,,,,0.75,,1.0,0.75,,1.0,1.0,11.320754716981131,,0.10526315789473684,,0.1724137931034483,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,1.0,0.5,0.5397,,0.55455,,0.6,,24.266666666666666,0.3191489361702128,,,1.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,,,,,0.6666666666666666,,0.08333333333333333,0.16666666666666666,,,,,0.6666666666666666,0.5,,,,,,1.0,2.0,,,1.0,,,3.0,,,,,,,,,,0.3,,,,,0.3333333333333333,0.25,0.3333333333333333,0.5,0.5,1.0,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,1217.0,20,16,38,36,16,20,8.0,74,1.0,3.0,,,,2.0,4.0,2.0,5.0,1.0,1.0,3.0,7.0,2.0,5.0,14.0,32,,,1.0,1.0,3.0,1.0,3.0,2.0,,6.0,,,5.0,2.0,1.0,2.0,3.0,,,1.0,8.0,,2.0,,3.0,,3.0,,,,2.0,2.0,2.0,16,,,,,0.4,1.0,0.4,0.42857142857142855,,0.3333333333333333,0.5,1.5,0.25,0.5384615384615384,1.5,0.25,0.4166666666666667,32.608695652173914,,0.14285714285714285,,0.14285714285714285,,,,,0.25,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4166666666666667,0.4,0.4,,,,1.0,1.0,,0.5,,0.6666666666666666,0.4,0.5183166666666666,0.53385,0.55475,0.21428571428571427,0.14285714285714285,11.87142857142857,25.4,0.42105263157894735,,,,1.0,2.0,,1.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,,,,0.5,0.25,,,,,,0.25,,0.07692307692307693,0.125,,,,,,,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,0.14285714285714285,,,,,0.2,,,,,,6.0,,,,,,2.0,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,339.0,6,7,11,12,8,10,2.0,23,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,,2.0,,2.0,,,,1.0,1.0,,8,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203501,1610612737,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,ATL,1502.0,25,9,47,47,10,29,8.0,94,2.0,3.0,,,,,1.0,,2.0,,,2.0,4.0,,2.0,5.0,42,,,,,,,,,4.0,,,,2.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,,2.0,3.0,,3.0,,,,,,,10,,1.0,1.0,,,,,0.5,,,0.3333333333333333,,,0.35714285714285715,,,0.3333333333333333,14.285714285714285,0.6666666666666666,,,0.047619047619047616,,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,0.8333333333333334,,0.6589083333333333,,,,,4.475,24.5,0.2127659574468085,,,,,1.0,,,,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,0.14285714285714285,0.2,,,,,,,,,,,1.0,,,,,1.0,,,,,0.09090909090909091,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
