EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyDefPoss,LongMidRangeFGA,FG2A,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Usage,BlocksRecoveredPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PtsAssisted2s,BadPassTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeFGM,SecondChanceFtPoints,ShortMidRangeAssists,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,LongMidRangeAssists,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,LostBallSteals,OffLongMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,on,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockingFouls,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceTurnovers,Charge Fouls,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,OffCorner3ReboundPct,Charge Fouls Drawn,Travels,SecondChanceAtRimPctAssisted,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,206.0,3,-3.0,6,6,4.0,12,7,1.0,1.0,1.0,2.0,4.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,206.0,3,-3.0,6,6,4.0,12,7,,,,,4.0,0.6666666666666666,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,322.0,5,-5.0,10,10,4.0,20,13,,,,,4.0,0.4,,,,,,1.0,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,0.3819,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203613,1610612759,Jonathon Simmons,Jonathon Simmons,203613,SAS,1534.0,26,-3.0,47,45,20.0,92,60,,2.0,,6.0,20.0,0.425531914893617,1.0,,1.0,4.0,1.0,4.0,,0.07142857142857142,0.058823529411764705,,30.0,1.0,7.0,,1.0,,,2.0,,,,,23.52941176470588,,0.1,0.5302800000000001,4.8,4.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,11.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.2857142857142857,1.0,0.4,0.5,1.25,0.4,0.5,1.25,0.4166666666666667,0.3,0.3333333333333333,0.42857142857142855,0.6,0.5,1.0,1.0,0.13333333333333333,0.125,0.14285714285714285,0.5,0.16666666666666666,0.5,0.5,0.4,1.0,0.1,0.1,1.0,1.0,1.0,0.2,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.8,0.5,0.8,0.5,0.609875,0.5471600000000001,0.09090909090909091,0.125,0.45454545454545453,0.45454545454545453,24.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,206.0,3,-3.0,6,6,4.0,12,7,,,,,4.0,0.6666666666666666,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,,,66.66666666666667,,,0.5499,1.85,,1.0,2.0,,,1.0,2.0,,,,,,,,1.0,,,2.0,4.0,,,,,,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,2.0,1.0,2.0,,,,,,0.5,,0.5,0.5,,0.5,0.6666666666666666,,0.5,,,0.5,0.5,,1.0,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,1.0,0.5,1.0,,,0.5499,0.3333333333333333,0.3333333333333333,,0.5,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612759,Boban Marjanovic,Boban Marjanovic,1626246,SAS,920.0,15,3.0,29,27,14.0,56,36,1.0,1.0,,2.0,14.0,0.4827586206896552,3.0,1.0,4.0,4.0,3.0,3.0,1.0,0.42857142857142855,0.3333333333333333,0.5,24.0,1.0,6.0,,1.0,,,3.0,,,,,28.125,,0.16666666666666666,0.56745,5.033333333333333,3.0,3.0,3.0,,,2.0,2.0,2.0,,,,,,,4.0,,,4.0,12.0,,,,,2.0,2.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,,1.0,,,,5.0,1.0,8.0,,,,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,1.0,1.0,,,,,,1.0,,,,,,,,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,0.5,,,0.70665,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612759,Andre Miller,Andre Miller,1889,SAS,512.0,9,1.0,16,16,15.0,32,23,1.0,1.0,1.0,2.0,15.0,0.9375,,,,,1.0,1.0,,,,,15.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,1328.0,22,,41,39,16.0,80,53,2.0,3.0,1.0,7.0,16.0,0.3902439024390244,,1.0,2.0,2.0,,1.0,0.3333333333333333,,0.07142857142857142,,30.0,3.0,4.0,1.0,1.0,1.0,,1.0,,,,,15.555555555555555,,0.5,0.414475,14.475000000000001,4.0,1.0,1.0,,,,,,1.0,2.0,,,,,1.0,1.0,2.0,,5.0,,,,,,,1.0,,3.0,2.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,3.0,,1.0,0.5,,0.5,0.25,,,0.4166666666666667,,0.5,0.4166666666666667,,0.5,0.3333333333333333,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,0.5,,,0.4346833333333333,,,,0.6,23.8,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,1610612759,David West,David West,2561,SAS,471.0,8,-2.0,15,14,6.0,29,19,,,,,6.0,0.4,,1.0,1.0,2.0,,1.0,0.5,,,,9.0,,3.0,,,,,1.0,,,,,23.52941176470588,,,0.4087375,3.5999999999999996,2.0,1.0,2.0,,,,,1.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,8.0,,,,,,,,,3.0,2.0,3.0,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,3.0,,1.0,1.0,,1.0,0.6666666666666666,,,0.875,,1.5,1.0,,1.5,0.25,,,,,,,0.14285714285714285,0.125,,,,,0.5,0.5,0.5,0.25,,,,,0.25,1.0,1.0,1.0,,,,,,,,0.75,1.0,,0.31155,0.25,0.3333333333333333,,0.375,24.6,2.0,,0.5,0.5,1.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,1064.0,18,4.0,32,30,11.0,62,40,2.0,5.0,1.0,13.0,11.0,0.34375,2.0,,2.0,2.0,,,,0.18181818181818182,0.15384615384615385,0.25,22.0,,1.0,,1.0,1.0,,2.0,,,,,11.428571428571429,,,0.447325,2.7,3.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,5.0,,,,,,,,,3.0,,3.0,,1.0,1.0,,,3.0,,3.0,,,,,,,1.0,,,,2.0,1.0,3.0,,1.0,1.0,,1.0,,,,0.75,,1.5,0.8333333333333334,,1.5,0.5,,,,,1.0,,,,,,0.25,,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,1.0,1.0,,0.45135,0.3333333333333333,0.5,,0.6,24.9,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
