EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DeadBallTurnovers,PenaltyTurnovers,PenaltyFg3Pct,PenaltyEfgPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,2pt And 1 Free Throw Trips,PenaltyFg2Pct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Fg2aBlocked,DefThreePtRebounds,BadPassSteals,StepOutOfBoundsTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,SecondChanceFG2A,Loose Ball Fouls Drawn,BlockedShortMidRange,HeaveAttempts,AtRimAssists,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Corner3Assists,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg2Pct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,Fg3aBlocked,FTOffRebounds,Travels,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,DefensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations
201575,1610612744,Brandon Rush,Brandon Rush,201575,GSW,775.0,13,10,28,26,15,13.0,2.0,54,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,9.0,18.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9,0.5,0.75,20.0,1.0,0.5,0.25,0.16666666666666666,0.25,0.5,1.0,0.25,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,0.4392375,0.2,0.5,0.1111111111111111,20.2,26.066666666666666,0.5357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201578,1610612744,Marreese Speights,Marreese Speights,201578,GSW,429.0,7,7,16,14,15,9.0,2.0,30,,1.0,2.0,3.0,,1.0,2.0,4.0,,6.0,10.0,,6.0,,6.0,3.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,6.0,15,,,1.0,0.5,0.5,,0.6,0.6,0.75,0.8,33.333333333333336,,,0.3333333333333333,0.2,0.5,,,0.2,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.8,0.6666666666666666,0.44444999999999996,,,1.0,18.7,25.325000000000003,0.9375,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.75,0.2,0.25,0.5,1.0,0.443025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203546,1610612744,Ian Clark,Ian Clark,203546,GSW,940.0,16,-3,36,37,24,24.0,2.0,73,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,10.0,38.0,1.0,10.0,6.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,10.0,24,1.0,1.0,,0.5,0.5,0.75,0.75,0.8333333333333334,1.0,0.3333333333333333,15.789473684210526,,0.5,0.1111111111111111,0.07692307692307693,,,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,0.5,0.5,0.39171666666666666,0.16666666666666666,0.25,1.0,10.350000000000001,26.6,0.6666666666666666,,,1.0,2.0,3.0,1.0,2.0,,2.0,,,6.0,,,0.5,0.9,,,0.4,0.5,0.40376,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203949,1610612744,James Michael McAdoo,James Michael McAdoo,203949,GSW,2268.0,38,-12,79,82,36,51.0,5.0,161,,,,,2.0,4.0,,,1.0,5.0,91.0,1.0,5.0,4.0,,,,4.0,1.0,8.0,8.0,,,1.0,5.0,4.0,1.0,2.0,,2.0,,2.0,,5.0,36,1.0,1.0,,,,0.5,0.5,0.4166666666666667,0.5,,8.333333333333334,,0.16666666666666666,0.2,0.21875,0.14285714285714285,,,,,,,,,,,0.75,,0.6253749999999999,0.2,0.2,1.0,2.775,,0.45569620253164556,,,,,3.0,,,1.0,2.0,1.0,,5.0,1.0,,,0.6666666666666666,,,,,0.7315333333333333,2.0,3.0,2.0,3.0,,1.0,2.0,,1.0,1.0,3.0,1.0,,0.6666666666666666,0.2727272727272727,0.75,0.6666666666666666,1.0,1.0,0.25,,,,1.0,0.6666666666666666,2.0,3.0,2.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,3.0,0.5,0.3333333333333333,1.0,0.25,0.14285714285714285,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,1387.0,23,2,50,50,22,32.0,4.0,100,1.0,2.0,,2.0,2.0,4.0,1.0,3.0,,7.0,43.0,,2.0,2.0,3.0,2.0,,,,1.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,,2.0,22,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.42857142857142855,18.867924528301884,1.0,,,0.045454545454545456,,,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,,,,0.7142857142857143,,0.4902000000000001,,,0.2857142857142857,10.775,24.933333333333334,0.44,1.0,,,1.0,2.0,,1.0,2.0,3.0,,2.0,7.0,,2.0,,0.3333333333333333,0.14285714285714285,,0.3333333333333333,,0.39060000000000006,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,0.5,,0.2857142857142857,0.5,0.5,,,,,,,,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,0.14285714285714285,0.2,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.5,1.5,0.09090909090909091,0.125,0.10526315789473684,0.25,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6318,0.42857142857142855,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1610612744,Anderson Varejao,Anderson Varejao,2760,GSW,135.0,2,1,3,3,2,,1.0,6,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,1.0,2,,,,,,,,0.5,0.5,,25.0,,,,,,,,,,,,,,,,,,,,,1.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,0.5,1.0,,0.5,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203105,1610612744,Festus Ezeli,Festus Ezeli,203105,GSW,605.0,10,-7,21,24,4,16.0,2.0,45,,,,,,3.0,,,,,27.0,,,,,,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,4,,,,,,,,,,,17.391304347826086,1.0,0.25,0.2,0.375,0.5,,,,,,,,,,,,,0.3525666666666667,,,,7.7,,0.19047619047619047,,,,,2.0,,,,1.0,,,3.0,,1.0,,,,,,,0.35095,,,,,,3.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3776,,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,781.0,13,-8,24,26,11,12.0,1.0,50,2.0,3.0,,1.0,4.0,5.0,,1.0,1.0,9.0,38.0,1.0,3.0,6.0,,,,1.0,1.0,2.0,2.0,,,,1.0,2.0,,,,,,,,3.0,11,0.75,0.75,,,,0.8,0.6666666666666666,0.6428571428571429,0.5,0.16666666666666666,28.0,,0.5,0.2,0.1,1.0,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,,,0.16666666666666666,,0.39536,,,0.3333333333333333,12.459999999999999,57.1,0.4583333333333333,,,,1.0,1.0,,1.0,1.0,2.0,,,5.0,,,,0.5,,,0.5,,0.4093,,,,,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,570.0,10,-7,19,20,7,15.0,2.0,39,,,1.0,1.0,,,2.0,2.0,4.0,10.0,32.0,4.0,7.0,,,1.0,1.0,,,,,1.0,1.0,2.0,2.0,4.0,1.0,,,,,,,7.0,7,,,,1.0,1.0,,1.5,1.25,1.1666666666666667,1.0,28.571428571428573,0.5,,,,,,,,,,,0.5,1.0,1.0,,1.0,1.0,0.548925,0.3333333333333333,1.0,0.7,,24.15,0.3684210526315789,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,1.5,0.5,,1.0,1.0,0.56445,,,,,,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,971.0,16,-20,37,38,14,25.0,1.0,75,1.0,3.0,1.0,3.0,2.0,5.0,1.0,4.0,3.0,10.0,52.0,,,2.0,3.0,3.0,1.0,,,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,14,0.5,0.5,1.0,0.25,0.25,0.4,0.3888888888888889,0.5,,0.4444444444444444,28.205128205128204,,,,0.08333333333333333,,,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.3333333333333333,0.4547666666666667,0.1,,,12.54,26.150000000000002,0.3783783783783784,1.0,1.0,,2.0,1.0,,3.0,1.0,1.0,,1.0,2.0,1.0,,,,0.1111111111111111,0.25,0.5,,0.43905,1.0,1.0,,,,1.0,,,,,1.0,,,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,0.2,,,0.25,0.25,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
