EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG3A,Loose Ball Fouls,BlockingFoulsDrawn,PenaltyArc3Frequency,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted3s,AtRimAssists,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,SecondChanceFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,PenaltyFG2M,LostBallTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyFg2Pct,PenaltyEfgPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffTwoPtRebounds,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,on,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,HeaveAttempts,Corner3Assists,BlockingFouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Charge Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyArc3FGM,Travels,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,RecoveredBlocks,BlocksRecoveredPct,Defensive 3 Seconds Violations,BlockedShortMidRange
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,2230.0,37,-28,69,71,13.0,15.0,10,140,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,1.0,4.0,2.0,9.0,79,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,13.0,0.5,0.5,1.0,0.25,0.5,0.25,0.2857142857142857,0.3181818181818182,0.75,0.375,0.75,0.5,0.36363636363636365,0.2857142857142857,0.5,16.455696202531644,1.0,0.3333333333333333,0.10526315789473684,0.1111111111111111,0.1,0.10810810810810811,0.023255813953488372,0.3333333333333333,0.125,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.36363636363636365,0.25,0.5,1.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.7272727272727273,0.3333333333333333,0.5092136363636364,0.557175,0.5165,0.08333333333333333,0.125,0.3333333333333333,0.2222222222222222,6.228571428571429,24.6,0.18840579710144928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,182.0,3,-5,7,8,4.0,3.0,1,15,,,,1.0,,,,,1.0,,,,1.0,,1.0,2.0,2.0,7,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,4.0,,,,,,,,,,0.3333333333333333,,,0.5,,,37.5,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,0.5,,0.455375,,0.53235,0.3333333333333333,0.5,,,9.2,25.2,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612742,Deron Williams,Deron Williams,101114,DAL,2959.0,49,-41,94,95,13.0,18.0,14,189,1.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,6.0,,,3.0,11.0,3.0,7.0,,15.0,107,,,2.0,3.0,,,2.0,4.0,,6.0,3.0,1.0,6.0,2.0,8.0,2.0,1.0,18.0,,,2.0,,2.0,,2.0,,1.0,,3.0,3.0,7.0,1.0,2.0,6.0,1.0,,,,13.0,0.3333333333333333,0.3333333333333333,,0.42857142857142855,,0.42857142857142855,0.2727272727272727,0.4166666666666667,1.0,0.4166666666666667,1.0,,0.3888888888888889,0.09090909090909091,0.16666666666666666,23.148148148148145,0.42857142857142855,,0.07692307692307693,,,0.043478260869565216,,,0.08333333333333333,0.14285714285714285,,,0.3333333333333333,0.16666666666666666,0.2,,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.5,0.5,,,,,0.25,0.7222222222222222,0.5,0.5069055555555555,0.3936,0.45925,,,0.13333333333333333,,7.7272727272727275,24.414285714285715,0.13829787234042554,1.0,1.0,,,0.25,1.0,1.0,1.0,9.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,2081.0,35,-32,66,64,4.0,9.0,8,130,1.0,1.0,,6.0,5.0,12.0,,1.0,2.0,,,8.0,19.0,1.0,2.0,2.0,21.0,77,,,,1.0,,2.0,10.0,6.0,3.0,2.0,1.0,,,,,,,,,3.0,,1.0,4.0,,4.0,,,,2.0,1.0,3.0,,1.0,3.0,5.0,2.0,1.0,2.0,4.0,0.625,0.625,1.0,0.5,,0.5,0.42105263157894735,0.4523809523809524,,0.4772727272727273,,1.0,0.09523809523809523,,,33.78378378378378,0.6666666666666666,0.5,,0.1875,,0.08823529411764706,,,,,0.16666666666666666,,0.047619047619047616,1.0,1.0,,0.2857142857142857,0.5714285714285714,0.4166666666666667,0.4166666666666667,,0.09523809523809523,0.5,0.5,1.0,,,,,0.14285714285714285,0.5,0.40518809523809524,0.4197,0.256,0.045454545454545456,0.05,,0.09523809523809523,13.489473684210527,24.35,0.06060606060606061,,,1.0,,,2.0,,1.0,,,,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,2672.0,45,-40,84,86,13.0,18.0,12,170,,1.0,,2.0,,2.0,3.0,1.0,5.0,,1.0,2.0,5.0,1.0,8.0,,7.0,98,,1.0,,1.0,,2.0,,4.0,3.0,5.0,1.0,,1.0,,1.0,,1.0,2.0,,6.0,,,6.0,,6.0,,2.0,1.0,,,,,,4.0,2.0,,,2.0,13.0,,,1.0,0.125,,0.125,0.4,0.2692307692307692,,0.2692307692307692,,1.0,0.6153846153846154,,,13.541666666666668,,,,0.3157894736842105,,0.14285714285714285,,,,,0.3076923076923077,,0.07692307692307693,,,,0.15384615384615385,0.15384615384615385,,,0.23076923076923078,0.38461538461538464,0.2,0.2,1.0,0.5,,,,0.6923076923076923,0.2,0.48669615384615383,0.4834,0.4038,,,,0.2857142857142857,11.120000000000001,24.099999999999998,0.15476190476190477,,,,,,2.0,,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.3333333333333333,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612742,Zaza Pachulia,Zaza Pachulia,2585,DAL,1515.0,25,-19,47,50,9.0,9.0,8,97,1.0,6.0,1.0,1.0,,2.0,,,,,,1.0,9.0,,,,2.0,52,,,2.0,2.0,,,,2.0,,,,2.0,,,,,,,,,4.0,1.0,5.0,3.0,8.0,,2.0,2.0,1.0,,1.0,,,2.0,1.0,,,,9.0,,,,,,,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,,,0.2222222222222222,0.3333333333333333,18.18181818181818,1.0,0.5,0.2857142857142857,,,0.16666666666666666,0.09090909090909091,,0.16666666666666666,0.25,,,0.6666666666666666,0.16666666666666666,0.25,,0.1111111111111111,0.2222222222222222,,,,,,,,,,,0.5,0.6666666666666666,,0.48241111111111107,0.54705,0.4135,,,1.0,,6.411111111111111,,0.19148936170212766,,,2.0,,,,1.0,3.0,,,,,,,,,0.3333333333333333,,,,,1.0,,1.0,,,,,,1.0,3.0,2.0,3.0,0.1111111111111111,0.07692307692307693,0.2,0.1111111111111111,0.5,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626147,1610612742,Justin Anderson,Justin Anderson,1626147,DAL,289.0,5,-1,10,9,,,2,19,2.0,2.0,,,,,,,,,,2.0,2.0,,,,4.0,9,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,0.5,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,16.666666666666668,,,0.3333333333333333,,,0.25,,,0.3333333333333333,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,1.0,,0.9174,0.8951,,,,0.5,,0.1,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,383.0,6,-3,13,12,,3.0,2,25,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,6.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626257,1610612742,Salah Mejri,Salah Mejri,1626257,DAL,1410.0,24,-20,45,43,2.0,7.0,6,88,1.0,2.0,,,,,,,,,,1.0,2.0,,,2.0,4.0,53,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,,3.0,2.0,5.0,,,,,,,,2.0,4.0,5.0,6.0,3.0,,2.0,1.0,1.0,,,,,0.5,0.5,,0.4,,,,,,9.803921568627452,,,0.16666666666666666,0.1,,0.13636363636363635,0.07692307692307693,,0.16666666666666666,0.3333333333333333,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,,0.5728,0.5429,,0.6,0.6,,,1.85,,0.044444444444444446,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,1.0,,2.0,0.125,0.3333333333333333,,,,1.0,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,726.0,12,-6,23,25,7.0,8.0,5,48,1.0,4.0,1.0,,,1.0,,,,,,1.0,5.0,,,,2.0,25,,,,2.0,,,2.0,,,,,1.0,,,,,,,,1.0,,,1.0,2.0,3.0,,,,1.0,,1.0,,1.0,1.0,,,,,7.0,1.0,1.0,,,,,0.2,0.2,,0.2,,,,0.2,0.25,21.428571428571427,1.0,,,0.5,,0.14285714285714285,0.1111111111111111,,,,,,0.8,0.25,0.3333333333333333,1.0,,0.2,,,,,,,,,,,0.5,0.8,,0.57968,0.5018,0.5018,,,,,4.680000000000001,,0.30434782608695654,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,2.0,0.15384615384615385,,,0.4,,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
